code,category,description,sizevalue,totalinventory,price,saleprice,saleenddate
359017,GERMANY,St. Urbans Hof Nikweis Selection Urban Riesling,750ML,3,16.99,10.99,11/30/2022
372218,FRANCE,Antonin Rodet Macon Villages Chardonnay,750ML,7,26.99,10.99,11/30/2022
321565,RUM,Chairman's Reserve Original Rum,750ML,0,29.99,10.99,11/30/2022
36790,VODKA,Ketel One Vodka,1.75L,767,46.99,10.99,11/30/2022
32824,AUSTRALIA,Oxford Landing Chardonnay,750ML,0,11.99,10.99,11/30/2022
235618,ITALY,Ca' Montini Gemma di Luna Delle Venezie IGT Pinot Grigio,750ML,15,14.99,10.99,11/30/2022
46082,ARGENTINA,Tilia Torrontes,750ML,0,13.99,10.99,11/30/2022
332006,SPAIN/PORTUGAL,Tobia oscar Tobia Reserva Rioja Red Blend,750ML,0,24.99,10.99,11/30/2022
348782,ITALY,Adesso Cagnina di Romagna Refosco,750ML,248,16.99,10.99,11/30/2022
335022,AMERICAN RED,Kendall Jackson Grand Reserve Pinot Noir,750ML,15,39.99,10.99,11/30/2022
64819,DOMESTIC CAN,7 LOCKS OKTOBERFEST 4/6 CANS - 6 Pack,12.0Z,330,13.99,10.99,11/30/2022
347130,CHAMPAGNE/SPARKLING,Francis Ford Coppola Sofia Brut Rose Mini Can Pinot Noir - 4 Pack,187ML,6,18.99,10.99,11/30/2022
307283,ITALY,Carletto Delle Venezie IGT Pinot Grigio,750ML,0,11.99,10.99,11/30/2022
438847,AMERICAN RED,Bouke Red Table Wine Bordeaux Blend,750ML,0,13.69,10.99,11/30/2022
88581,LIQ BASED SELTZER,HIGH NOON SUN SIPS TAILGATE PACK 8PK RTD - 8 Pack,355ML,3966,18.99,10.99,11/30/2022
312685,SPAIN/PORTUGAL,Isaac Fernandez Selection Selection Egeo Verdejo,750ML,0,12.99,10.99,11/30/2022
72019,VODKA,Fou Dre Premiere Ultra Premium Vodka,750ML,87,49.99,10.99,11/30/2022
233900,FRANCE,Chateau Maltus Lalande de Pomerol Merlot,750ML,0,35.99,10.99,11/30/2022
81558,AMERICAN WHITE,Almaden Mountain White Chablis Pinot Grigio,5L,15,18.99,10.99,11/30/2022
40359,ITALY,Angelini Veneto IGT Pinot Grigio,750ML,0,14.99,10.99,11/30/2022
363324,WINE CANS,Kook Soon Dang Makkoli Can,240ML,33,2.99,10.99,11/30/2022
88528,AMERICAN WHITE,Black Box Brilliant Collection Pinot Grigio,3L,96,19.99,10.99,11/30/2022
21202,ARGENTINA,Trapiche Oak Cask Malbec,750ML,195,9.99,10.99,11/30/2022
82732,AMERICAN TABLE,Almaden Mountain Burgundy Pinot Noir,5L,10,18.99,10.99,11/30/2022
357514,CORDIALS,Sugarlands Appalachian Dark Chocolate Coffee Sippin' Cream Liqueur,750ML,140,18.99,10.99,11/30/2022
340041,CHAMPAGNE/SPARKLING,Tussock Jumper Prosecco di Treviso Glera,750ML,0,16.99,10.99,11/30/2022
324702,AMERICAN RED,Purple Hands Pinot Noir,750ML,1,33.99,10.99,11/30/2022
60887,CORDIALS,DeKuyper Creme De Cacao Dark Liqueur,1L,0,10.99,10.99,11/30/2022
83429,AMERICAN RED,Livingston Cellars Reserve Cabernet Sauvignon,1.5L,0,9.99,10.99,11/30/2022
388149,RUM,Clement VSOP Rhum,750ML,0,48.99,10.99,11/30/2022
335143,FRANCE,Domaine de la Sangliere Juliette Rose Grenache,750ML,0,11.49,10.99,11/30/2022
25883,IMPORTED BOTTLE,Modelo Especial - 24 Pack,12.0Z,235,35.99,10.99,11/30/2022
28045,CANADIAN/BLENDED WHISKEY,Crown Royal Reserve Blended Canadian Whisky,750ML,0,45.99,10.99,11/30/2022
353680,BOURBON/RYE,Sagamore Spirit Signature Straight Rye Whiskey 83 Proof,375ML,167,19.99,10.99,11/30/2022
57500,TEQUILA,Torada Gold Tequila,1L,0,11.99,10.99,11/30/2022
36544,AMERICAN WHITE,Beringer Vineyards Private Reserve Chardonnay,750ML,0,41.99,10.99,11/30/2022
73311,CORDIALS,Caravedo Puro Quebranta Pisco,750ML,2,22.99,10.99,11/30/2022
316732,ARGENTINA,Vina Cornejo Costas don Rodolfo Cabernet Sauvignon,750ML,0,10.99,10.99,11/30/2022
425818,ARGENTINA,SENSUAL MAL,750ML,0,12.99,10.99,11/30/2022
59021,AMERICAN RED,Ferrari Carano Tresor Bordeaux Blend,750ML,0,54.99,10.99,11/30/2022
342118,VODKA,Belvedere Peach Nectar Vodka,750ML,0,29.99,10.99,11/30/2022
428027,CHILE,Casa Lapostolle Casa Grand Selection Carmenere,750ML,0,18.99,10.99,11/30/2022
347066,TEQUILA,Agave de Cortes Reposado Mezcal,750ML,0,52.99,10.99,11/30/2022
72163,VODKA,Ketel One Botanical Peach & Orange Blossom Vodka Spritz - 4 Pack,355ML,0,14.99,10.99,11/30/2022
345468,VODKA,Deep Eddy Vodka,50ML,102,0.99,10.99,11/30/2022
73252,VODKA,Smirnoff Sour Green Apple Vodka,750ML,0,13.49,10.99,11/30/2022
76631,SCOTCH,Johnnie Walker Gold Label Reserve Blended Scotch Whisky,750ML,290,69.99,10.99,11/30/2022
30872,DOMESTIC BOTTLE,Elysian Space Dust IPA - 6 Pack,12.0Z,396,14.99,10.99,11/30/2022
40562,KOSHER,Kedem Cream Red Concord,1.5L,0,8.59,10.99,11/30/2022
18899,CHILE,Vina Santa Rita 120 Merlot,750ML,0,10.99,10.99,11/30/2022
98167,BEER,Beck's Pils - 6 Pack,12.0Z,378,9.99,10.99,11/30/2022
339003,GERMANY,Ninety+ Cellars Lot 66 Riesling,750ML,0,10.99,10.99,11/30/2022
307355,AMERICAN RED,Middle Sister Goodie Two Shoes Pinot Noir,750ML,0,10.99,10.99,11/30/2022
88892,AMERICAN RED,WENTE VYDS SMALL LOT ARTIST SERIES GSM 750ML,750ML,89,38.99,10.99,11/30/2022
242259,OTHER WINE,Gekkeikan Cap Ace Sake,180ML,16,3.99,10.99,11/30/2022
71391,VODKA,SMIRNOFF VODKA PEPPERMINT TWIST,750ML,375,12.99,10.99,11/30/2022
241830,TEQUILA,CASA NOBLE SB EXTRA ANEJO BARREL,750ML,88,149.99,10.99,11/30/2022
167258,KOSHER,GALIL MT GALILEE CAB,750ML,0,21.99,10.99,11/30/2022
46042,SPAIN/PORTUGAL,Justino's Madeira Wines,750ML,6,18.99,10.99,11/30/2022
70426,GIN,Berry Bros. & Rudd No.3 London Dry Gin,750ML,0,40.99,10.99,11/30/2022
72430,LIQ BASED RTD,DEEP EDDY RUBY RED VODKA & SODA RTD - 4 Pack,12.0Z,1133,11.99,10.99,08/31/2022
374920,SPAIN/PORTUGAL,Quinta da Pigarca 100 Marias Aragones,750ML,0,9.79,10.99,11/30/2022
97802,IMPORTED BOTTLE,Corona Light - 6 Pack,12.0Z,1959,9.99,10.99,11/30/2022
304600,CHILE,CYT CASILLERO DEL DIABLO VIOG,750ML,0,9.99,10.99,11/30/2022
84806,AMERICAN RED,Barefoot Cellars Rich Red Blend Velvety & Smooth Cabernet Sauvignon,1.5L,31,12.99,10.99,11/30/2022
341867,NEW ZEALAND,Matakana Estate Pinot Gris,750ML,0,14.49,10.99,11/30/2022
30227,AMERICAN RED,Murphy Goode Red Blend Rare Red Blend,750ML,427,13.99,10.99,11/30/2022
308699,ARGENTINA,NUNA BONARDA RES,750ML,0,12.49,10.99,11/30/2022
333111,TEQUILA,AquaRiva Reposado Tequila,750ML,0,43.99,10.99,11/30/2022
32010,OTHER WINE,CYT FRONTERA CABERNET SAUVIGNON MERLOT 3L,3L,3,21.99,10.99,11/30/2022
305594,SPAIN/PORTUGAL,Bodegas Borsao Vina Borgia Grenache,3L,0,29.99,10.99,11/30/2022
71129,ITALY,Bolla Delle Venezie IGT Merlot,1.5L,0,17.99,10.99,11/30/2022
166842,AMERICAN WHITE,Yellow Tail Pure Bright Chardonnay,750ML,156,8.99,10.99,11/30/2022
72300,BRANDY/COGNAC/GRAPPA,Ararat Nairi 20 Year Old Armenia Brandy,750ML,1,124.99,10.99,11/30/2022
158674,FRANCE,Paul Durdilly Les Grandes Coasses Gamay,750ML,0,16.99,10.99,11/30/2022
18740,SPECIALTY,ROSIE CHEEKS PUMPKIN SPICE 750ML,750ML,259,36.99,32.99,11/30/2022
80545,FRANCE,Chateau La Mouliniere Bordeaux Blend,750ML,320,15.99,10.99,11/30/2022
342245,ITALY,Luca Bosio Barbera d'Asti DOCG,750ML,0,13.99,10.99,11/30/2022
310539,ITALY,VinTesa Vineyards Winemaker's Selection Red Tempranillo,3L,0,24.99,10.99,11/30/2022
57720,VODKA,Ketel One Vodka,1L,276,37.99,10.99,11/30/2022
13773,AMERICAN RED,Trefethen Merlot,750ML,4,39.99,10.99,11/30/2022
311347,AMERICAN RED,Sean Minor Pinot Noir,750ML,0,24.99,10.99,11/30/2022
322179,KOSHER,Recanati Yasmin Red Cabernet Sauvignon,750ML,0,12.99,10.99,11/30/2022
322118,AMERICAN RED,Pendulum Red Cabernet Sauvignon,750ML,0,21.99,10.99,11/30/2022
345960,ITALY,Fontanafredda Ebbio Langhe DOC Nebbiolo,750ML,0,26.99,10.99,11/30/2022
406040,CHILE,CARTA VIEJA S/BLC,1.5L,5,13.99,10.99,11/30/2022
15744,DOMESTIC CAN,SILVER BRANCH VESPUCCI CONNECTION VOL 4 4/6 CAN - 6 Pack,12.0Z,939,11.99,10.99,11/30/2022
37067,DOMESTIC CAN,DOGFISH HEAD HAZY O 4/6 CAN - 6 Pack,12.0Z,1302,10.99,10.99,11/30/2022
83986,CHAMPAGNE/SPARKLING,Perelada Brut Reserva Cava Blend,750ML,0,13.99,10.99,11/30/2022
46196,ITALY,Casata Monticello Barbera d'Asti,750ML,0,13.99,10.99,11/30/2022
239402,VODKA,Plume & Petal Lemon Drift Vodka,750ML,0,19.99,10.99,11/30/2022
335642,AMERICAN WHITE,Cul de sac winery Pinot Grigio,750ML,0,6.99,10.99,11/30/2022
405809,AMERICAN WHITE,Canyon Road Sauvignon Blanc,750ML,17,7.59,10.99,11/30/2022
88427,AMERICAN WHITE,Barefoot Cellars Blueberry Fruitscato Muscat,750ML,173,8.99,10.99,11/30/2022
13862,ITALY,Antinori Tignanello Toscana IGT Sangiovese,750ML,4,179.99,10.99,11/30/2022
29696,VODKA,Ketel One Vodka,50ML,2446,2.99,10.99,11/30/2022
342227,IRISH WHISKEY,West Cork Bourbon Cask Blended Irish Whiskey,750ML,9,28.99,10.99,11/30/2022
43624,FRANCE,Domaine Lafage Novellum Chardonnay,750ML,2,21.99,10.99,11/30/2022
88801,BOURBON/RYE,IRON SMOKE SP RES MORTALS SHARE STRAIGHT BOURB WHISKEY 750ML,750ML,55,74.99,10.99,11/30/2022
341756,NEW ZEALAND,The Little Sheep Sauvignon Blanc,750ML,2,17.99,10.99,11/30/2022
26639,DOMESTIC CAN,DC Brau The Corruption Ale - 6 Pack,12.0Z,1148,10.99,10.99,11/30/2022
240591,SPECIALTY,NEW RIFF SINGLE BARREL BOURBON BARREL SELECT,750ML,234,46.99,10.99,11/30/2022
432245,AMERICAN RED,Noble Vines 181 Merlot,750ML,290,11.99,10.99,11/30/2022
333539,ITALY,Maculan Brentino Veneto IGT Cabernet Sauvignon,750ML,0,17.49,10.99,11/30/2022
195545,FRANCE,Louis Latour Chameroy Macon Villages Chardonnay,750ML,0,26.99,10.99,11/30/2022
84008,AUSTRALIA,Yellow Tail Pinot Noir,750ML,140,6.99,10.99,11/30/2022
44211,ITALY,Sella & Mosca Riserva Cannonau di Sardegna DOC Grenache,750ML,0,17.99,10.99,11/30/2022
72106,SCOTCH,GLENMORANGIE 10YR GIRAFFE TIN,750ML,133,46.99,10.99,11/30/2022
371200,TEQUILA,Los Hermanos 1978 Blanco Tequila,750ML,57,41.99,10.99,11/30/2022
47431,VODKA,Smirnoff Green Apple Vodka,750ML,196,13.49,10.99,11/30/2022
43532,CORDIALS,Dekuyper Luscious Razzmatazz Schnapps,1L,0,11.99,10.99,11/30/2022
238701,MIXERS,CHI CHI PARTY PACK RTD LOOSE 187ML,187ML,5,2.99,10.99,11/30/2022
44344,AMERICAN RED,CALERA C/C P/NOIR,750ML,0,28.99,10.99,11/30/2022
419389,ITALY,Ciacci Piccolomini d'Aragona Toscana IGT Sangiovese,750ML,9,22.99,10.99,11/30/2022
395471,AMERICAN RED,Layer Cake One Hundred Percent Pure Cabernet Sauvignon,750ML,221,14.99,10.99,11/30/2022
29261,IMPORTED BOTTLE,De Dolle Special Extra Export Stout,11.2Z,0,5.99,10.99,11/30/2022
54887,CHAMPAGNE/SPARKLING,Moet & Chandon Nectar Imperial Rose Champagne,750ML,323,78.99,10.99,11/30/2022
365301,VODKA,Absolut Vanilia Vodka,750ML,194,23.99,10.99,11/30/2022
82421,MIXERS,George's Old Bay Seasoned Bloody Mary Mix,1L,185,6.99,10.99,11/30/2022
340941,NEW ZEALAND,Louis Vavasour Awatere River Pinot Noir,750ML,0,23.99,10.99,11/30/2022
358636,MIXERS,Flybird Blood Orange Margarita,750ML,13,13.99,10.99,11/30/2022
34924,AMERICAN WHITE,Elk Run Riesling,750ML,0,13.49,10.99,11/30/2022
41352,AMERICAN RED,Aquinas Cabernet Sauvignon,750ML,0,22.99,10.99,11/30/2022
298588,AMERICAN RED,DECOY LIMITED RED BLEND 750ML,750ML,116,27.99,10.99,11/30/2022
338144,CHAMPAGNE/SPARKLING,Opici Destello Brut Reserva Cava Blend,750ML,0,17.99,10.99,11/30/2022
74357,AMERICAN RED,Gallo Family Vineyards / Gallo of Sonoma Merlot,187ML,5,1.99,10.99,11/30/2022
70415,GIN,New Deal 33 Portland Dry Gin,750ML,0,31.99,10.99,11/30/2022
48532,CORDIALS,Ponche Kuba Cream Liqueur,750ML,0,17.99,10.99,11/30/2022
353949,CHILE,Sweet Bitch Smooth & Fruity Merlot,750ML,0,8.49,10.99,11/30/2022
22586,AMERICAN RED,Corbett Canyon Merlot,3L,15,16.99,10.99,11/30/2022
84697,AMERICAN WHITE,The Hess Collection Hess Select Chardonnay,750ML,384,12.99,10.99,11/30/2022
76031,FRANCE,Chateau Pourcieux Rose Cotes de Provence Red Southern Rhone Blend,750ML,361,18.99,10.99,11/30/2022
350406,CHAMPAGNE/SPARKLING,Laurent Perrier La Cuvee Brut Champagne,750ML,311,82.99,10.99,11/30/2022
10744,CANADIAN/BLENDED WHISKEY,Jim Beam Red Stag Black Cherry Kentucky Straight Bourbon Whiskey,375ML,0,10.99,10.99,11/30/2022
11445,BOURBON/RYE,Amador Double Barrel Kentucky Bourbon Whiskey,750ML,0,39.99,10.99,11/30/2022
13866,ARGENTINA,Belasco de Baquedano LLama Tivo Old Vine Cabernet Franc,750ML,17,13.99,10.99,11/30/2022
371580,TEQUILA,Prospero Reposado Tequila,750ML,28,39.99,10.99,11/30/2022
70607,RUM,RumHaven Coconut Rum Liqueur,750ML,238,15.99,10.99,11/30/2022
167658,MISCELLANEOUS IMPORTED,CHUM CHURUM RICH GIFT SET 375ML,375ML,0,7.29,10.99,11/30/2022
371712,TEQUILA,Severo Reposado Tequila,750ML,94,48.99,10.99,11/30/2022
14702,FRANCE,Alain Jaume & Fils Domaine du Clos de Sixte Lirac Red Southern Rhone Blend,750ML,0,30.99,10.99,11/30/2022
82007,AMERICAN RED,Harlow Ridge Cabernet Sauvignon,750ML,0,10.99,10.99,11/30/2022
241340,SPECIALTY,Dogfish Head Alternate Takes: Volume 2 Whiskey Finished In Palo Santo Marron Ale Barrels,750ML,8,46.99,10.99,11/30/2022
124974,CHAMPAGNE/SPARKLING,J ROGET BRUT SPARK 750ML,750ML,0,7.99,10.99,11/30/2022
38067,RUM,Bacardi Gold Rum,50ML,2410,1.29,10.99,11/30/2022
34703,FRANCE,Thierry and Guy Fat Bastard Shiraz,750ML,0,14.99,10.99,11/30/2022
297711,BOURBON/RYE,WHISTLEPIG PIGGYBACK BOURBON 6YR 750ML,750ML,1012,55.99,10.99,11/30/2022
243402,GIN,Bombay Bramble Gin,750ML,18,26.99,10.99,11/30/2022
71211,RUM,Ron Barcelo Imperial Rum,750ML,177,27.99,10.99,11/30/2022
10278,BOURBON/RYE,Wild Turkey 101 Kentucky Straight Bourbon Whiskey,200ML,35,9.99,10.99,11/30/2022
83992,KOSHER,Manischewitz Blackberry Kosher Not For Passover Use Red Blend,750ML,158,7.99,10.99,11/30/2022
40240,AMERICAN WHITE,Starmont Sauvignon Blanc,750ML,0,19.99,10.99,11/30/2022
349079,OTHER WINE,Kakhuri Gvinis Marani Kindzmarauli Red Semi Sweet Saperavi,750ML,0,18.99,10.99,11/30/2022
368292,BRANDY/COGNAC/GRAPPA,Asbach Privatbrand 8 Year Old Brandy,750ML,9,61.99,10.99,11/30/2022
75450,BRANDY/COGNAC/GRAPPA,Zwack Slivovitz 3 Year Old Plum Brandy,750ML,11,22.99,10.99,11/30/2022
73068,CANADIAN/BLENDED WHISKEY,Jack Daniel's Old No. 7 Tennesse Whiskey,100ML,0,4.39,10.99,11/30/2022
574362,BOURBON/RYE,PINHOOK BOURBON FLAGSHIP HP,750ML,129,59.99,10.99,11/30/2022
28712,DOMESTIC CAN,SIERRA NEVADA TORPEDO EXTRA IPA 2/12 CN - 12 Pack,12.0Z,0,18.99,10.99,11/30/2022
48624,AMERICAN WHITE,La Crema Pinot Gris,750ML,365,17.99,10.99,11/30/2022
297281,MIXERS,MASTER OF MIXES MAI TAI 1L,1L,0,5.99,10.99,11/30/2022
83198,AMERICAN WHITE,Storypoint Vineyards Chardonnay,750ML,0,14.99,10.99,11/30/2022
69426,VODKA,St. George Spiced Pear Liqueur,750ML,2,41.99,10.99,11/30/2022
53678,PORT/SHERRY/DESSERT/VERMOUTH,Colombo Fine Dry Marsala Inzolia,1.5L,0,27.99,10.99,11/30/2022
354258,AMERICAN RED,Brotherhood Icon Cabernet Sauvignon,750ML,0,21.99,10.99,11/30/2022
88432,CORDIALS,Baileys Colada Limited Edition Irish Cream Liqueur,750ML,218,28.99,10.99,11/30/2022
437298,SPAIN/PORTUGAL,Santa Quiteria BT Bodega Tintoralba Spanish Inspiration Garnacha Tintorera,750ML,0,8.59,10.99,11/30/2022
378960,IRISH WHISKEY,JJ CORRY THE HANSON IRISH WHIS,750ML,0,35.99,10.99,11/30/2022
348455,IRISH WHISKEY,Jameson 18 Year Old Limited Reserve Irish Whiskey,750ML,20,144.99,10.99,11/30/2022
63626,AMERICAN WHITE,Mt. Defiance Sweet Vermouth,375ML,0,20.99,10.99,11/30/2022
166863,BOURBON/RYE,Heaven's Door Double Barrel Whiskey,750ML,175,57.99,10.99,11/30/2022
48775,CORDIALS,DeKuyper Razzmatazz Schnapps,750ML,0,9.99,10.99,11/30/2022
88878,RUM,Bacardi Coconut Rum,750ML,215,12.99,10.99,11/30/2022
240549,GIN,New Riff Kentucky Bourbon Barreled Wild Gin,750ML,244,32.99,10.99,11/30/2022
38458,RUM,Myers's Original Dark Rum,1L,18,31.99,10.99,11/30/2022
43919,PORT/SHERRY/DESSERT/VERMOUTH,Quinta do Noval 10 Year Old Tawny Red Port,750ML,0,29.99,10.99,11/30/2022
45931,SPAIN/PORTUGAL,GENIUM CELLAR ECOLOGIC,750ML,0,11.99,10.99,11/30/2022
41758,VODKA,Burnett's Watermelon Flavored Vodka,750ML,0,7.69,10.99,11/30/2022
81502,ARGENTINA,Tilia Chardonnay,750ML,0,13.99,10.99,11/30/2022
23422,COOLERS,Smirnoff Ice Mango - 6 Pack,11.2Z,0,8.99,10.99,11/30/2022
71818,VODKA,New Amsterdam Grapefruit Vodka,750ML,124,10.99,10.99,11/30/2022
42934,CHAMPAGNE/SPARKLING,Chevalier Famaey Petillant Naturel Rose Malbec,750ML,0,14.99,10.99,11/30/2022
339100,PORT/SHERRY/DESSERT/VERMOUTH,Maynard's Fine Touriga Nacional,750ML,0,15.99,10.99,11/30/2022
188700,AMERICAN RED,Castle Rock Cabernet Sauvignon,750ML,0,15.99,10.99,11/30/2022
52574,CHAMPAGNE/SPARKLING,Francis Ford Coppola Sofia Blanc de Blancs White Blend,750ML,285,17.99,14.99,11/30/2022
35475,VODKA,Aristocrat Vodka,1.75L,368,11.99,10.99,11/30/2022
41238,FRANCE,Thierry and Guy Fat Bastard Merlot,750ML,12,14.99,10.99,11/30/2022
334598,FRANCE,Chartron et Trebuchet Bourgogne Blanc Chardonnay,750ML,0,18.99,10.99,11/30/2022
180912,NEW ZEALAND,Kim Crawford Illuminate Sauvignon Blanc,750ML,108,16.99,10.99,11/30/2022
70717,MIXERS,Master of Mixes Pina Colada Mix,1.75L,201,8.99,10.99,11/30/2022
43991,ARGENTINA,Familia Zuccardi Q Malbec,750ML,0,22.99,10.99,11/30/2022
41262,KOSHER,Bartenura Moscato Provincia di Pavia IGT Muscat,750ML,429,14.99,10.99,11/30/2022
85262,AUSTRALIA,Jacob's Creek Classic Pinot Grigio,750ML,0,9.99,10.99,11/30/2022
11461,VODKA,Effen Green Apple Vodka,375ML,0,16.99,10.99,11/30/2022
322940,SPAIN/PORTUGAL,Vina Ijalba Graciano,750ML,0,27.99,10.99,11/30/2022
70713,GIN,Cardinal Barrel Rested Gin,750ML,0,43.99,10.99,11/30/2022
341253,AMERICAN WHITE,Carson Scott Chardonnay,750ML,0,13.49,10.99,11/30/2022
349460,ITALY,Il Conte Stella Rosa Rose L'Originale Semi Sweet Brachetto,750ML,68,13.99,10.99,11/30/2022
77453,NEW ZEALAND,Cloudy Bay Pinot Noir,750ML,0,42.99,10.99,11/30/2022
80442,CORDIALS,Dr. McGillicuddy's Intense Peppermint Liqueur,50ML,54,0.99,10.99,11/30/2022
47114,RUM,Seven Tiki Spiced Rum,750ML,0,17.99,10.99,11/30/2022
75973,AUSTRALIA,Yellow Tail Cabernet Sauvignon,1.5L,216,11.99,10.99,11/30/2022
80690,AMERICAN RED,Barefoot Cellars Box Pinot Noir,3L,53,19.99,10.99,11/30/2022
18872,CHAMPAGNE/SPARKLING,Piper Heidsieck Brut Champagne,750ML,0,184.99,10.99,11/30/2022
33332,VODKA,Belvedere Vodka,750ML,109,38.99,10.99,11/30/2022
322127,RUM,Ron Matusalem Platino Rum,750ML,0,17.49,10.99,11/30/2022
311588,AMERICAN WHITE,Aviary Vineyards Chardonnay,750ML,0,16.99,10.99,11/30/2022
89021,RUM,TRANSCONTINENTAL RUM LINE AUSTRALIA 5YR 750ML,750ML,82,73.99,10.99,11/30/2022
298583,AMERICAN TABLE,GAME BOX PINOT GRIGIO BIB 3L,3L,0,22.99,10.99,11/30/2022
88390,BRANDY/COGNAC/GRAPPA,Paul Masson Apple Grande Amber Brandy,375ML,0,6.99,10.99,11/30/2022
366340,TEQUILA,ArteNOM Seleccion de 1414 Reposado Tequila,750ML,6,88.99,10.99,11/30/2022
80772,PORT/SHERRY/DESSERT/VERMOUTH,Paul Masson Madeira Malvasia,750ML,169,7.99,10.99,11/30/2022
363626,ITALY,Casal Thaulero Terre di Chieti IGT Pinot Grigio,1.5L,4,14.99,10.99,11/30/2022
78085,AUSTRALIA,Fisheye Pinot Grigio,1.5L,33,12.99,10.99,11/30/2022
69539,AMERICAN RED,Sugarloaf Mountain Vineyard Comus Bordeaux Blend,750ML,95,31.99,10.99,11/30/2022
241642,TEQUILA,Monte Alban Silver Tequila 1L,1L,74,14.99,10.99,11/30/2022
340909,ITALY,Prime Brume Soave DOC Garganega,750ML,0,10.99,10.99,11/30/2022
42478,TEQUILA,Yuu Baal Maguey Espadin Pechuga Mezcal,750ML,6,66.99,10.99,11/30/2022
166832,AMERICAN TABLE,Sweetland Cellars Spiced Wassail Red Blend,1.5L,122,16.99,10.99,11/30/2022
29963,TEQUILA,Patron Anejo Tequila,750ML,254,65.99,10.99,11/30/2022
72102,SPAIN/PORTUGAL,Bodegas y Vinedos Escudero Platon Fuente Milano Verdejo,750ML,0,8.99,10.99,11/30/2022
313154,AMERICAN RED,Goose Ridge Vineyards G3 Cabernet Sauvignon,750ML,0,15.99,10.99,11/30/2022
350776,MIXERS,Jose Cuervo Golden Rose Margarita,1.75L,0,18.99,10.99,11/30/2022
337033,NEW ZEALAND,Mount Fishtail Sauvignon Blanc,750ML,0,18.99,10.99,11/30/2022
241948,BOURBON/RYE,Belle Meade Cask Strength Reserve Bourbon Whiskey,750ML,178,59.99,10.99,11/30/2022
59358,NEW ZEALAND,Sileni Cellar Selection Sauvignon Blanc,750ML,0,13.99,10.99,11/30/2022
84731,AMERICAN WHITE,Noble Vines Single Vineyard 242 Sauvignon Blanc,750ML,356,11.99,10.99,11/30/2022
325771,AMERICAN WHITE,AUSPICION CHARD,750ML,9,12.99,10.99,11/30/2022
69899,AMERICAN RED,Bouchon Superior Cabernet Sauvignon,750ML,0,13.99,10.99,11/30/2022
366248,KOSHER,BINYAMINA RESERVE CHARDONNAY,750ML,0,25.99,10.99,11/30/2022
322168,AMERICAN RED,10 Span Vineyards Cabernet Sauvignon,750ML,0,8.59,10.99,11/30/2022
73211,SPECIALTY,Wigle Organic Monogahela Rye Whiskey,750ML,0,47.99,10.99,11/30/2022
195863,CHAMPAGNE/SPARKLING,Perrier Jouet Grand Brut Champagne,375ML,0,23.99,10.99,11/30/2022
34851,RUM,Goslings Black Seal Bermuda Black Rum,1.75L,18,32.99,10.99,11/30/2022
306499,FRANCE,Chateau de Mattes Sabran Duc de Narbonne Rose Syrah,750ML,0,13.99,10.99,11/30/2022
48199,ITALY,Fattoria La Gerla Birba Toscana IGT Sangiovese,750ML,0,37.99,10.99,11/30/2022
317233,CHAMPAGNE/SPARKLING,Pascual Toso Brut Chardonnay,750ML,0,12.99,10.99,11/30/2022
42642,CANADIAN/BLENDED WHISKEY,Old Elk Cognac Cask Finish Blended Straight Bourbon Whiskey,750ML,15,99.99,10.99,11/30/2022
45427,CHAMPAGNE/SPARKLING,Conde de Subirats Brut Cava Blend,750ML,0,12.49,10.99,11/30/2022
48506,SPECIALTY,Ole Smoky Peach Tennessee Moonshine,750ML,352,24.99,10.99,11/30/2022
81767,AUSTRALIA,Yellow Tail Sauvignon Blanc,1.5L,248,11.99,10.99,11/30/2022
418250,AMERICAN RED,FOX BROOK SYR,750ML,0,8.99,10.99,11/30/2022
58580,IRISH WHISKEY,Connemara Original Peated Single Malt Irish Whiskey,750ML,2,45.99,10.99,11/30/2022
71355,CORDIALS,Stirrings Ginger All Natural Liqueur,750ML,0,11.99,10.99,11/30/2022
26710,IMPORTED BOTTLE,Nevskoye Classic,16.9Z,0,2.99,10.99,11/30/2022
237260,ITALY,Tolaini Al Passo Toscana IGT Sangiovese,750ML,277,23.99,10.99,11/30/2022
32018,GIN,Beefeater London Dry Gin,750ML,341,21.99,10.99,11/30/2022
339892,CHILE,Emiliana Natura Rose Syrah,750ML,0,13.99,10.99,11/30/2022
67580,CHAMPAGNE/SPARKLING,Barefoot Cellars Bubbly Brut Cuvee Chardonnay,750ML,286,10.99,10.99,11/30/2022
89753,AMERICAN BLUSH/ROSE,Beringer Vineyards Fruity & Refreshing White Zinfandel,750ML,226,10.99,10.99,11/30/2022
12529,BRANDY/COGNAC/GRAPPA,Christian Brothers Peach Brandy,750ML,7,9.99,10.99,11/30/2022
85751,CHAMPAGNE/SPARKLING,Andre Pink Moscato Muscat,750ML,20,8.99,10.99,11/30/2022
88526,AMERICAN WHITE,Black Box Tart & Tangy Sauvignon Blanc,3L,152,19.99,10.99,11/30/2022
43261,FRANCE,Clotilde Davenne Chablis Chardonnay,750ML,0,21.99,10.99,11/30/2022
46532,VODKA,ReVah Pomegranate Vodka,750ML,0,19.49,10.99,11/30/2022
31111,DOMESTIC BOTTLE,Bold Rock IPA Cider - 6 Pack,12.0Z,0,9.99,10.99,11/30/2022
19836,AMERICAN RED,Fess Parker Pinot Noir,750ML,0,37.99,10.99,11/30/2022
