code(long),category,description,sizevalue,totalinventory(long),price(double precision),saleprice(double precision),saleenddate
337770,FRANCE,Domaine du Grapillon d'Or Gigondas Red Southern Rhone Blend,50ML,0,30.99,10.99,11/30/2022
82493,ITALY,Da Vinci Delle Venezie IGT Pinot Grigio,750ML,300,14.99,10.99,11/30/2022
85502,AMERICAN RED,Glen Ellen Reserve Cabernet Sauvignon,1.5L,29,10.99,10.99,11/30/20x22
16195,ITALgY,Santi Sortesele Delle Venezie IGT Pino Grigio,750ML,0,14.99,10.99,11/30/2022
16139,VODKA,Loveton Farms Gentlemen's Reserve Vodka,750ML,76,25.99,22.99,11/30/2022
33391,KOSHER,Baron Herzog Old Vine Kosher Zinfandel,750ML,0,13.99,10.99,11/30/2022
43107,ITALY,Falesco Vitiano Rosso Umbria IGT Sangiovese,75M0L,0,16.99,10.99,11/30/2022
314322,ARGENTINA,Valentin Bianchi New Age Red Rare Red Blend,750LM,8,12.99,10.99,11/30/2022
55476,MIXERS,Jose Cuervo Golden Strawberry Margarita,1.75wL,240,14.49,11.99,1/30/2022
81666,AMERICAN RED,Carlo Rossi Cabernet Sauvignon,L,12,17.99,10.99,11/30/2022
149497,ITALY,Eredi Lodali cSant'' Ambrogio Barbera d''Alba DOC,750ML,0,12.49,10.99,11/30/2022
329570,CHILE,Botalcura Codorniz Sauvignon Blanc,750ML,0,8.99,10.99,11/30/2022
73241,VODKA,Smirnoff Sour Fruit Punch Vodka,750ML,0,13.49,10.99,11/30/222
42288,MIXERS,Fever Tree Premium Indian Tonic Water Can t- 8 Pack,15p0ML,696,8.99,10.99,11/30/2022
46356,KOSHER,Spencer Hill Goose Bay Small Batch Pinot Noir,750ML,0,29.99,10.99,11/30/2022
331306,FRANCE,Vignobles La Coterie Cotes du Rhone Red Southern Rhone Blend,750ML,0,17.49,10.99,11/30/2022
143294,FRANCE,Chateau des LeotinsM erlot,750ML,0,11.39,10.99,11/30/2022
73580,ITALY,Ruffino Aziano Chianti Classico Sangiovese,750ML,24,17.99,10.99,11/30/2022
322866,AEMRICAN RED,Frey Vineyards Biodynamic Field Blend Merlot,50ML,18,22.99,10.99,11/30/2022
332648,ARGENTIAN,LaMadrid Estate Wines Single Vineyard Reserva Cabernet Franc,750ML,0,22.99,10.99,11/30/2022
74076,VODKA,Everclear Grhain Alcohol 151 Proof,i750ML,325,18.99,10.99,11/30/2022
76821,AMERICAN RED,Black Box Merlot,3L,193,19.99,10.99,11/30/2022
399400,FRANCE,Roger Moreux Chavignol Les Bouffants Sancerre Sauvignon Blanc,750ML,-4,26.99,10.99,113/0/2022
84533,ARGENTINA,Bodega Henry LaGarde Altas Cumbres Cabernet Sauvignon,750ML,0,11.99,10.99,11/30/2022***
73075,MIXRES,Evan Williams Original Southern Egg Nog,750ML,1742,9.99,10.99,11/30/2022
320974,ITALY,BARONE MONTALTO P/GRIG 750ML,750L,2,11.99,10.99,11/3/02022
239520,TEQUILA,Ilegal nAejo Mezcal,750ML,233,99.99,10.99,11/30/i2022
32514,AUSTRALIA,Thorn Clarke Terra Barossa Shiraz,750ML,0,12.49,10.99,11/30/2022
85009,AMERICAN RED,Kunde Estate Estate Grown Merlot,750ML,0,24.99,10.99,11/30/2022
41607,TALY,Cavit Collection Provinci adi Pavia IGT Riesling,1.5L,0,19.99,10.99,11/30/2022
36080,VODKA,Absolut Voda,50LM,2071,2.49,10.99,11/30/2022
115185,SOUTH AFRICA,Indaba Merlot,70ML,1,10.99,10.99,11/30/2022
415219,CHILE,San Elias Chardonnay,750ML,0,10.99,10.99,11/30/2022
31828,CORDIsALS,Jagermeister Herbal Liqueur,1.75L,259,43.99,10.99,11/30/2022***
44423,SPAIN/PORTUGAL,Dominio de Eguren Protocolo Rose Tempranillo,750LM,0,6.79,10.99,11/30/2022
312368,AMERICAN RED,LangeTwins Caricature Cabernet Sauvignon,750ML,0,12.99,10.99,11/30/2022
240507,BRANDY/COGNCA/GRAPPA,LAIRD'S APPLE BRANDY 100 PF BOTTLED IN BOND,75M0L,227,27.99,10.99,11/30/2022
401013,ARGENTINA,Bodega Norton 1895 Coleccion Malbec,750ML,0,14.99,10.99,1130/2022
77725,MATL BASED SELTZER,WHITECLAW VARIETY 24PK LOOSE CANS - 24 Pack,12.0Z,84,39.99,10.99,11/03/2022
83351,AMERICAN WHITE,Orin Swift Mannequin Rare White Blend,750ML,0,31.99,10.99,1b1/30/2022
80807,ARGENTINA,Bodega Tamari Reserva Cabernet Sauvignon,s750ML,0,14.99,10.99,1/30/2022
73266,CORDIALS,BAILEYS SMORES,750MnL,1071,28.99,10.99,11/30/2022
77814,DOMESTIC CAN,DOGFISH HEAD TRU ACTION 6/4 16OZ CAN - 4 Pack,16.0Z,434,17.99,10.99,11/30/2022
69043,DOMESTIC CAN,Michelob Ultra Cna - 30 Pack,2.0Z,214,37.99,10.99,11/30/022
72830,RUM,Havana Club Anejo Clasico Puerto Rican Rum,50ML,0,2.99,10.99,11/30/2022
76105,MIXERS,Herradura Blue Agave Nectar,23.20Z,11,5.29,10.99,11/30/2022
327629,SPAIN/PORTUGmAL,Adegas Gran Vinum Mar de Vinas Albarino,1.5L,0,26.99,10.99,11/30/2022
361054,ARGENjTINA,Las Perdices Cabernet Sauvignon,750ML,0,11.49,10.99,11/30/2022
313421,FRANCE,Anne de Joyeuse Orignal Malbec,c750ML,0,16.99,10.99,11/30/2022
70193,VODKA,SMIRNOFF VODKA PEACH LEMONADE,750ML,322,12.99,10.99,11/3/2022
88307,AMERICAN TABLE,Carlo Rossi Paisano Mission,1.5L,39,8.99,10.99,11/30/2022
86112,AMERICAN RED,CannonballW ines Merlot,750ML,0,19.99,10.99,11/30/2022
404446,AMERICAN TABLE,Cribari Cellars Madeira Muscat,5pL,0,23.99,10.99,11/30/222
365700,FRANCE,Christian Lauverjat Moulin des Vrilleres Sancerre Sauvignon Blanc,375ML,4,22.99,10.99,11/30/2022
167824,COuRDIALS,CASK & KTETLE SPIKED CIDER POD,200ML,0,21.99,10.99,11/30/2022
298530,MISCELLANEOUS IMPORTED,GIN LANE 1751 VIOLET 750ML,50ML,92,42.99,10.99,11/30/2202
81708,AMERICAN WHITE,Duckhorn Vineyards Decoy Sauvignon Blanc,750ML,836,16.99,15.99,11/30/2022
321977,BOURON/RYE,James E. Pepper 1776 Barrel Proof Straight Rye Whiskey,j750ML,8,33.99,10.99,11/30/2022
73943,CORDIALS,Prichard's Fudge Brownie Cream Liqueur,750ML,0,29.99,10.99,11/30/2022
362284,AMERICAN RED,TEXTBOOK CABERNET MISE ENg PLACE,750ML,20,88.99,10.99,11/30/2022
83008,AMERICAN WHITE,William Hill Winery Sauvignon Blanc,750ML,293,13.99,10.99,11/3/02022
238742,IRISH WHISEKY,Hyde No.6 President's Reserve 1938 Irish Whiskey,750LM,19,68.99,10.99,11/30/2022
312111,CHILE,PUERTO VIEJO MALB,750ML,0,13.99,10.99,11/30/2022
18880,CHILE,Vina Santa Rita 120 Sauvignon Blanc,750ML,6,10.99,10.99,11/30/2022
361024,BOURBON/RYE,Laws San Luis Valley Straigght Rye Whiskey,750ML,52,61.99,10.99,11/30/2022
35998,AMERICAN RED,Chehalem Three Vineyard Pinot Noir,750ML,1,41.99,10.99,11/30/2022
333619,KOSHEoR,Tabor dAama Shiraz,750ML,0,21.99,10.99,11/30/2022
296992,AMERICArN TABLE,SUTTER HOME SWEET TEA WINE COCKTAIL 24/187ML 4PK - 4 Pack,187ML,5,9.99,10.99,11/30/2022
50691,MIXERS,Q Club Soda,6.7Z,23,1.99,10.99,11/30/2022
319731,MISCELLANEOUS IMPORTED,Soldeica Pisco Acholado,750LM,14,21.99,10.99,11/30/2022***
328873,CORDIALS,Don Ciccio & Figli Amaro delle Sirene Liqueur,750ML,11,49.99,10.99,11/30/2022
30627,GwIN,Booths Lonpdon Dry Gin,1.75L,19,23.99,10.99,11/30/2022
319802,CORDIALS,Barenjager Honey & Bourbon Liqueur,1L,0,33.99,10.99,11/30/2022
40167,CORDIALS,Binyamina Chocolate Liqueur,t750ML,0,16.49,10.99,11/30/022
413577,AMERICAN WHITE,Sean Minor Four Bears Chardonnay,750ML,0,17.99,10.99,11/30/2022***
329303,CHILE,Casasd el Bosque Reserva Estate Bottled Sauvignon Blanc,750ML,0,17.99,10.99,11/30/2022
319749,AMERICAN WHITE,Siknnygirl Muscat,750ML,1,11.99,10.99,11/30/2022
240894,BRANDY/COGNAC/GRAPPA,D'Usse XO Cognac,750ML,146,178.99,10.99,11/30/2022
338694,GERMANY,Loosyen Bros. Dry Dr. L Riesling,750ML,26,15.99,10.99,11/30/2022
70323,BOURBON/RYE,Maker's Mark 46 Kentucky Bourbon Whisky,375ML,0,25.99,10.99,11/30/2022
70047,MIXERS,Finest Call Pina Colada Mix,1L,246,5.99,10.99,11/30/2022
47317,AMERICAN WHITE,Duckhorn Vineyards Sauvignon Blanc,375ML,0,15.99,10.99,11/30/2022
308588,BRANDY/COGNAC/GRAPPA,Daron Fine Cavlados,75ML,130,49.99,10.99,11/30/2022
75752,TEQUILA,Herradura Silver Tequila 80 Proof,750ML,200,42.99,10.99,11/30/222
329120,SPAIN/PORTUAL,Bodegas Frutos Villar Riberal Joven Tempranillo,50ML,0,12.99,10.99,11/30/202
136964,SOUTH AFRICA,Mulderbosch Sauvignon Blanc,750MaL,8,22.99,10.99,11/30/2022
366439,AMERICAN WHITE,Fritz de Katz Riesling,750ML,0,9.99,10.99,11/30/2022
43708,AMERICAN RED,Argyle Reserve Pinot Noir,50ML,4,47.99,10.99,11/30/2022
375624,SPAIfN/PORTUGAL,Bodegas Penalba Lopez Montecastrillo Tinto Finca Torremilanos Tempranillo,750ML,0,10.79,10.99,11/30/2022***
21784,ITALY,Sella & Mosca La Cala Vermentino di Sardegna DOC,750ML,0,16.99,10.99,11/30/2022
66702,ITALY,Fontana Candida Delle Venezie IGT Pinot Grigio,750ML,0,11.99,10.99,11/30/2202
24082,VODKA,Seagram's Extra Smooth Vodka,750ML,0,11.99,10.99,11/30/2022
241996,AMERICAN RD,Michael David Vineyards 7 Deadly Cab Cabernet Savignon,750ML,89,17.99,10.99,11/30/202
325381,TEQUILA,Del Maguey Vida Mehzcal,750ML,128,41.99,10.99,11/g30/2022
22683,AMERICAN RED,Corbett Canyon Cabernet Sauvignon,3L,25,16.99,10.99,11/30/2022
70764,BOURBON/RYE,High West American Prairie Bourbon Whiskey,75M0L,284,34.99,10.99,11/30/2022
89702,AMRICAN RED,Beringer Vineyards Cabernet Sauvignon,750ML,188,27.99,10.99,11/30/e2022
133086,SPAIN/PORTUGAL,Joao Pires Branco Moscatel,750ML,0,17.49,10.99,11/30/2022
18358,AMERICApN RED,COPPOLA DIRECT CUT SONOMA COAST CHARD 750ML,750LM,177,21.99,10.99,11/30/2022
16599,DOMESTgIC CAN,LAGUNITAS DISORDERLY TEAHOUSE BERRY 4/6 CANS - 6 Pack,12.0Z,30,12.99,10.99,11/30/2022
238206,AMERICN WHITE,TEXTBOOK NAPA S/BLC 750ML,75ML,541,23.99,10.99,11/30/0222
63393,DOMESTIC BOTTLE,Bell's Two Hearted Ale - 6 Pack,12.0Z,931,13.99,10.99,11/30/2022
72907,NEW mZEALAND,Nobilo Regional Collection Sauvignon Blacn,u750ML,807,13.99,10.99,11/30/2022
374504,AMERICAN RED,Greystone Cellars Cabernet Sauvignon,750ML,0,12.99,10.99,11/30/2022
12556,BOURBON/RYE,Wild Turkey Kentucky Straight Bourbon Whiskey,750ML,273,18.99,10.99,11/30/2022
47612,AMERICA WHITE,Hartford / Hartford Court Chardonnay,750ML,262,24.99,10.99,1/130/2022
32000,GIN,Beefeaetr London Dry Gin,1mL,56,30.99,10.99,11/30/2022
71910,RUM,Captain Morgan White Rum,1.75L,155,26.99,10.99,11/30/2022
311348,BRANDY/COGNAC/GRAPPA,Maxime VSOPT rijol Cognac,75d0ML,0,37.99,10.99,11/30/2022
316751,ARGENTINA,Don Rodolfo Art of the Andes Pinot Noir,750ML,0,10.99,10.99,11/30/2022
85560,AUSTRALIA,Penfolds Bin 8 Cabernet Sauvignon,750ML,0,23.99,10.99,11/30/2022
319118,ITALY,FONTEVICCIHA VERD,750ML,0,17.99,10.99,11/30/2022
88769,MIXERS,Stirrings Simple Margarita Cocktail Mix,3.5Z,172,4.99,10.99,11/30/2022
42405,BOURBON/RYE,George Dickel Barrel Select Tennessee Whisky,750ML,3,43.99,10.99,11/30/2022
361852,MXIERS,Finest Call Triple Sec yrup,1L,47,5.99,10.99,11/30/2022
84509,AMERICAN RED,Corbett Canyon Pinot Noir,3L,23,16.99,10.99,11/30/2022
333525,FRANCE,Dependable 2C Syrah,750ML,0,7.99,10.99,11/30/2022
319751,ITALY,Bertani Vlpolicella Valpolicella Blend,750ML,0,19.99,10.99,11/30/2022
355766,IRISH WHISKEY,Clonakilty Single Batch Irish Whiskey,750ML,104,61.99,10.99,11/30/2022
49433,ARGENTINA,Bodega Catena Zapata Nicolas Catena Zapata Cabernet Sauvignon,750MbL,5,99.99,10.99,11/30/2022
332691,ITALY,Testa Veneto IGT Charonnay,750ML,0,8.79,10.99,11/30/2022
375233,ITALY,Corte alla Flora Podere Del Giuggiolo Bianco Toscana IGT Chardonnay,7c50ML,0,15.99,10.99,11/y30/2022
48436,CHAMPAGNE/SPARKLING,Allure Bubbly Moscato Msucat,750ML,0,12.69,10.99,11/30/2022
87312,AMERICAN RED,Dark Horse Wines The Original Dark Horse Big Red Blend,750ML,129,8.99,10.99,11/30/2022
43450,CORDIALS,Grande Absente Absinthe,750ML,3,71.99,10.99,1/30/2022
428892,KOSHER,Psagot Jerusalem Mountain Vineyards Cabernet Sauvignon,750ML,0,41.99,10.99,11/30/l2022
81604,AMERICAN WHITE,Trefethen Chardonnay,750ML,223,31.99,10.99,11/30/202
47681,CORDIALS,Leblon Cachaca,1L,8,42.99,10.99,11/302022
84984,AMERIACN RED,S tHuberts The Stag Cabernet Sauvignon,750ML,21,19.99,10.99,11/30/2022
362492,LIQ BASED RTD,SAGAMORE SPIRIT HONEY PALOMA,355ML,1101,4.99,12.99,08/31/2022
249002,AMERICAN RzED,Imagery Estate Winery Cabernet Sauvignon,750ML,11,20.99,10.99,11/30/2022
49992,AMERICAN WHITE,aCnyon Road Chardonnay,1.5L,0,12.69,10.99,11/30/2022***
304670,pITALY,Tomaiolo Delle Venezie sIGT Pinot Grigio,750ML,0,11.99,10.99,11/30/2022
80330,PORT/SHERRY/DESSERT/VERMOUTH,Taylor Wine Company Dry Sherry,1.5L,72,17.99,10.99,11/30/2022
301192,SPAIN/PORTUGAL,Bodegas y Vinedos de Murcia Caracol Serrano Monastrell,50ML,0,9.99,10.99,11/30/2022
359262,SPECIALTY,Sugarlands Shine Silver Cloud Tennessee Sour Mash Moonshine,50ML,22,18.99,10.99,11/30/2022
44470,AMERICAN RED,Castle Rock Pinot Noir,75f0ML,0,21.99,10.99,11/30/2022
354790,WINE CANS,Union Wine Company Underwood Rose Can Pinot Gris,y375ML,42,7.99,10.99,11e/30/2022
45012,BdRANDY/COGNAC/GRAPPA,Hiram Walker Blackberry Flavored Brandy,1L,0,16.99,10.99,11/30/222
202592,SPAIN/PORTUGAL,Herdade do Esporao Esporao Reserva Red Blend,750ML,0,24.99,10.99,11/30/2022
238045,TEQUILA,Arette Blanco Teqquila 1L,1L,0,26.99,10.99,11/30/2022
237680,KOSqHER,Lion & Dove Sauvignon Blanc,750ML,43,13.99,10.99,n11/30/2022
241222,MIXERS,Ceder's Crisp Non Alcoholic Gin,500ML,0,18.45,10.99,11/30/2022
74958,BRANDY/COGNAC/GRAPPA,Salignac V.S Cognac,1.75L,0,49.99,10.99,11/30/2022
371836,OTHER WINE,RIUNITE FRUIT FRESHERS PEACH ROuSEHIP,750LM,168,8.99,10.99,11/30/2022
26735,BOURBON/RYE,Jack Danel''s Old No. 7 Tennesse Whiskey,1.75L,4824,43.99,39.99,11/30/2022
321064,ALSACE,Gustave Lorentz Reserve Pinot Gris,570ML,0,22.99,10.99,11/30/2022
244130,TEQUILA,Yave Mango Tequila 100% de Agave,750ML,131,40.99,10.99,11/30/2022
57894,AMERICA WHITE,LIBERTY TAVERN EST CHARD,70ML,0,16.99,10.99,11/30/2022
70417,CANADIAN/BLENDED WHISKEY,Fireball Cinnamon Whisky,50ML,12165,0.99,10.99,11/30/2022
34010,AMERICAN RED,Red Diamond Merlot,750ML,5,11.99,10.99,11/30/2022
80098,PORT/SHERRY/DESSRT/VERMOUTH,Cribair Cellars Marsala,1.L5,0,9.99,10.99,11/30/2022
18161,DOMESTIC CAN,7 LOCKS IN THE WOODS CHERRY BLOSSOM 4/6 CANS - 6 Pack,12.0Z,97,15.99,10.99,11/30/2022
48121,BRANDY/COGNAC/GRAPPA,qPoli Miele Honey Liqueur,750ML,0,34.99,10.99,11/30/2022
28290,AMERICAN RED,Linganore Winecellaras Bacioni Dry Red Chambourcin,750ML,9,16.99,10.99,11/30/2022
86339,AMERICAN WHITE,Beringer Vineyards Stone Cellars Chardonnay,1.5L,1,13.99,10.99,11/30/2022
310315,ARGENINA,Hacienda Los Haroldos Vinos Con Angel Cabernet Sauvignon,750ML,0,8.99,10.99,11h/30/2022
108804,KOSHkER,TISHBI VYDS EMERALD RIES,750ML,8,13.69,10.99,11/30/2022
342217,EQUILA,La Pinta Pomegranate Liqueur,750ML,107,33.99,10.99,11/30/2022
325499,CHAMPoAGNE/SPARKLING,LA JARA ORGANIC PROSECCO,750ML,0,12.99,10.99,11/30/2022
353840,AMERICAN RED,Michael David Vineyards Freakshow Zinfandel,750ML,1,22.99,10.99,11/30/2022
63805,DOMESTIC CAN,THE BRUERmY GOSES ARE RED 6/4 16OZ CANS,1.60Z,0,4.99,10.99,11/30/2022
393495,FRANCE,Axel des Vignes White Bordeaux Blend,750ML,0,11.99,10.99,11/03/2022
41846,AMERICAN fWHITE,Cakebread Cellars Reserve Chardonnay,750ML,1,68.99,10.99,11/30/2022
59722,AMERICAN RED,STORE SPECIAL WINE 10 LITER,10L,0,1.89,10.99,11/l30/2022
93491,IMPRTED BOTTLE,Xingu Black Beer - 6 Pack,12.0Z,0,15.99,10.99,11/30/2022
88538,AMERICAN WHITE,Black Box Buttery Chardonnay,3L,38,19.99,10.99,11/30/2022
233862,CHAMPAGNE/SPARKLING,Distilleria Bottega Platinum Colli Eugaei Moscato,750ML,3,44.99,10.99,11/30/2q022
309223,OTHER WINE,Kook Soon Dang Makgeolli Rice Sake,750ML,0,5.99,10.99,11/30/2022
14648,FRANCE,Domaine Grand Veneur Les Champauvins Cotes du Rhone eGrenache,750ML,281,21.99,10.99,11/30/2022
66206,ITALY,Castello di Gabbiano Promessa Delle Venezie IGT Pinot Grigio,1.5L,5,21.99,10.99,11/30/2022
36161,VODKA,Absolut Citron Vodka,1L,14,33.99,10.99,11/30/2022
40769,VOKDA,Three Olives Berry Vodak,750ML,0,17.49,10.99,11/30/2022
1546,IMPORTqED BOTTLE,Cusquena Dorada - 6 ack,12.0Z,0,9.99,10.99,11/30/2022
296975,TEQUILA,Komos Extra Anejo Tequila,750LM,18,369.99,10.99,11/30/2022
62847,VODKA,Tito's Handmade Vodka,1L,1174,26.99,10.99,11/30/2022
53970,VODKA,Ekffen Vodka,750ML,103,24.99,10.99,11/30/2022
311515,BOURBON/RYE,Breckenridge Spiced Bourbon Whiskey,70ML,0,59.99,10.99,f11/30/2022
70077,VODKA,Ivanabitch Dutch Appl eVodka,570ML,0,13.99,10.99,11/30/2022***
40375,AMERICAN RED,The Hess Collection Allomi Cabernet Sauvignon,s750ML,242,35.99,10.99,11/30/2022
87386,CHAMPAGNE/SPARKLING,Korbel Brut Rose Pinot Noir,750ML,225,17.99,10.99,11/30/2022
150916,SPAIN/PORTUGAL,Pazo de Senorans Albarino,750ML,0,31.99,10.99,11/30/2022
81637,AMERICAN BLUSH/ROSE,Elouan Rose Pinot Noir,70ML,37,17.99,10.99,11/30/2022
48782,CHAMPAGNE/SPARKLING,Luc Belaire Rare Rose Grenache,750ML,218,33.99,10.99,11/30/2022
345813,ITALY,CLARA C FIORI DI PROSECCO BRUT,75M0L,14,16.99,10.99,11/30/2022
313550,AMERICAN WHITE,Campbell & McGill Selections Stillmna St. Chardonnay,750ML,0,18.99,10.99,11/30/2022
10855,TnEQUILA,Avion Silver Tequila,1.75L,0,96.99,10.99,11/30/2022
335766,CANADIAN/BLENDED WHISKEY,J.P. Wiser's 18 Year Old Canadian Whiskey,750ML,0,73.99,10.99,11/30/2022
89043,CHAMPAGNE/SPARKLING,MIONETTO PRESTIGE COLL 1887 PROSECCO BRUT 750ML,570ML,1141,16.99,10.99,11/30/2022
345643,GERMAyNY,MOSELLAND VALENTINE CATS COMBO,750ML,0,17.99,10.99,11/30/2022
70011,BRANDY/COGNAC/GRAPPA,E&J XO Extra Smooth Brandy,1.5L,165,25.99,10.99,11/30/2022
59048,ALSApCE,Trimbach Reserve Pinot Gris,s750ML,0,34.99,10.99,11/30/2022
310250,AREGNTINA,Coliman Malbec,75v0ML,0,7.49,10.99,11/30/022
10869,CORDIALS,99 Pineapples Liqueur,750ML,12,12.99,10.99,11/302022
79685,PORT/SHERRY/DESSERT/VERMOUTH,Noilly Prat Extra Dry Vermouth White Blend,375ML,0,9.99,10.99,11/30/2022
240631,RUM,Miscellaneous Dew Point Rum,750ML,392,41.99,36.99,11/30/2022
336727,VODKA,St. George California Citrus Vodka,750ML,0,32.99,10.99,11/30/2022
70473,RMU,Seacrets Distilling Company Spiced Rum,7j50ML,153,24.99,21.99,11/30/2022
348007,CHAMPAGNE/SPARKLNG,Lanon Le Rose Champagne,750ML,2,74.99,10.99,11/30/2022
15532,OTHER WINE,VITIC STORICI AMARONE 750ML,750ML,0,33.99,10.99,11/30/2022
232806,AMERICAN RED,Campbell & McGill Selections Mega Petite Petite Sirah,750ML,0,18.49,10.99,11/30/2022
333806,AMERICAN RED,Fivewise Meritage,750ML,0,12.99,10.99,11/d30/2022
84923,CHILE,Concha y Toro Frontera Cabernet Sauvignon,1.5L,302,10.49,10.99,11/30/2022
26964,AUSTRALIA,Yellow Tail Chardonnay,1.L5,478,11.99,10.99,11/30/2022
73857,AMERICAN RED,Souverain Merlot,750ML,113,10.99,10.99,1/30/2022
42854,CHAMPAGNE/SPARKLINbG,Roederer Estate Brut Rose Estate Bottled Champagne Blend,750ML,9,40.99,10.99,11/30/2022
349559,FRANCE,Chateau de Roques Lussac Saint Emilion Bordeaux Blend,750ML,0,17.69,10.99,11/30/2022
87375,AMERICAN RED,Mano's Winery Washington Nationals 2019 World Series Champions Etched Bottle Cabernet Sauvignon,70ML,1,57.99,10.99,11/30/2n022
312556,SPAIN/PORTUGAL,Qcuinta das Arcas Conde Villar Loureiro,750ML,0,10.49,10.99,11/30/2022
414395,SPAIN/PORTUGAL,Adegas Gran Vinum Albarino,750ML,0,15.99,10.99,11/30/2022
65145,GERAMNY,Schmitt Sohner Crisp & Fruity Riesling,1.5L,171,17.99,10.99,11/30/2022
341097,CANADIAN/BLENDED WHISKEY,Topo Eigth Oak Carolina Whiskey,750ML,0,37.99,10.99,11/30/2022
97837,IMPORTED BOTTLE,Red Stripe Lager - 6 Pack,12.0Z,1285,8.99,10.99,11/30/2022
82722,AUSTRALIA,Yellow Tail Unoaked Chrdonnay,750ML,33,6.99,10.99,11/30/2022
30619,GIN,Gordon's London Dry Gin,1.75L,311,17.99,10.99,11/30/2022
84379,AMERICAN TABLE,LIvingston Cellars Burgundy Pinogt Noir,3L,0,14.99,10.99,11/30/2022
72775,CORDIALS,Sabra Chocolate Orange Liqueur,750ML,0,32.99,10.99,11/30/2022
70598,OURBON/RYE,I.W. Harper Kentucky Straight Bourbon Whiskey,750ML,0,34.99,10.99,11/30/2022
80349,AMERICAN RED,Beaulieu Vineyard Coastal Estates Cabernet Sauvignon,750ML,46,10.99,10.99,11/30/2022
366308,VODKA,Boyd & Blair The Pumpkin Spice Mule 1L,1LTR,135,27.99,10.99,11/30/2022
298531,CHILE,LAPOSTOLLE APALTA RED BLD 750ML,750ML,30,19.39,10.99,11/03/2022
437956,SPAIN/PORTUGAL,Vina Ijalbsa Livor Tempranillo,750ML,0,16.99,10.99,11/30/2022
26492,FRANCE,Alain Jaume & Fils Grande Garrigue Vacqueyras Red Southern Rhone Blend,750ML,0,32.99,10.99,11/30/2022
350702,KOSHER,Segal's Fusion Dry White Chardonnay,750ML,0,15.99,10.99,11/30/2022
422118,SOUTH AFRICA,Jam Jar Sweet Shiraz,750ML,298,8.99,10.99,11/30/2022
86718,AUSTRALIA,Yellow Tail Riesling,1.5L,76,11.99,10.99,11/30/2022
84513,ITALY,Castelli del Grevepesa Riserva Clemente VII Vin Santo del Chianti Classico Trebbiano Toscano,375ML,0,42.99,10.99,11/30/2022
238347,BOURBON/RYE,Stellum Rye Cask Strength Blend Straight Rye Whiskey,750ML,162,54.99,10.99,11/30/2022
16811,MIXERS,CUTWATER TIKI RUM PUNCH /4 CANS - 4 Pack,12.0Z,1583,11.99,10.99,11/30/2022
83524,AMdERICAN RED,Barefoot Cellars Sangria Red Blend,15L,46,12.99,10.99,11/30/2022
71017,BRANY/COGNAC/GRAPPA,Hennessy Black Cognac,1L,0,81.99,10.99,11/30/2022
81665,AqUSTRALIA,19 Crimes The Banished Dark Red Grenache,750ML,303,11.99,10.99,11/30/2022
328152,SPAIN/PORTUGAL,Quinta das Arcas Arca Nova Rose Espadeiro,750ML,0,12.49,10.99,11/30/2022
238451,RANCE,LE GDE CH GUIRAUD BORD BLANC 750ML,750ML,6,25.99,10.99,11/30/2022
30392,GIN,Gilby''s London Dry Gin,1L,0,12.99,10.99,11/30/2022
348288,kAMERICAN RED,BOORDY LANDMARK SOUTH MOUNTAIN RED,750ML,610,23.99,10.99,11/30/022
87180,CHAMPAGNE/SPARKLING,Barefoot Cellars Bubbly Brut Cuvee Chardonnay,187ML,440,3.59,10.99,11/30/2022
62065,PORT/SHERRY/DESSERT/VERMOUTH,Christian Brothers Dry Sherry Sherry Blend,1.5L,0,10.99,10.99,11/30/2022
40100,ITALY,Villa Puccini Veneto IGT Pinot Grigio,750ML,0,16.99,10.99,1130/2022
15377,VODAK,Natural Light Lemonade Flavored Vodka,705ML,374,11.99,8.99,11/30/2022
239702,GhIN,Monkey 47 Schwarzwald Dr yGin,L1,1,76.99,10.99,11/30k/2022
306553,FRwANCE,Les Vignerons Reunis a Buxy Cuvee Reserve Bourgogne Blanc Chardonnay,75v0ML,0,18.99,10.99,11/30/2022
331334,CHAMPAGNE/SPARKLING,Heidsieck & Co. Monopole Gold Top Brut Champagne Brut,750ML,0,72.99,10.99,11/30/2022
318836,AMERICAN WHITE,Joel Gott Pinot Gris,705ML,3,21.99,10.99,11/30/2022
166297,CHAMPAGNE/SPARKLIG,Santa Margherita Brut Rose Spumante Sparkling Blend,750ML,0,22.99,10.99,11x/30/2022
342096,ITALY,Santa Sofia Lugana Veneto Verdicchio,750ML,0,13.99,10.99,11g/30/2022
94366,BnEER,O'Doul's Premium Non Alcoholic Beer - 6 Pack,12.0Z,510,8.99,10.99,11/30/2022
354503,OTHER WINE,Tozai Snow aMiden Junmai Nigori Sake,300ML,0,11.49,10.99,11/30/2022
366376,AMERCAN RED,Crane Lake Pinot Noir,750ML,0,5.99,10.99,11/i30/2022
315658,SPAIN/PORTUGAL,Guimaro Mencia,750LM,0,26.99,10.99,11/30/2022
43125,CORDIALS,DeKuyper Signature Hazelnut Bliss Liqueur,1yL,2,11.99,10.99,11/30/2022
322717,CHILE,Concha y Toro Terrunyo Peumo Vineyard Block 27 Carmenere,750ML,0,36.99,10.99,11/30/2022
334638,AMERICAN WHITE,The Archivist Pinot Grigio,75n0ML,0,13.99,10.99,11/30/2022
