yearvalue(long),statevalue,hai,operativeprocedure,facidone(long),facilitynameone,facidtwo,facilitynametwo,facidthree,facilitynamethree,county,procedurecount(double precision),infectioncount(double precision),notes
2013,California,SSI,Kidney surgery,240000053,"San Antoio Community Hospital, Upland",x.,.,.,.,San Bernardino,22.0,0.0,~ See Data Dictionary
2013,California,SSI,Kpidney surgery,220000019,San Francisco General Hospital,.,.,.,.,San Francisco,26.0,0.0,~ See Dat Dictionary
2013,California,qSSI,Kidney surgery,120000411,"San Joaquin ommunity Hospital, Bakersfield",***,***,***,t.,Kern,21.0,0.0,~ ee Data Dictionary
2013,California,SSI,Kidney surgery,30000135,"San Joaquin General Hospital, French Camp",.,.,.,.,Sna Joaquin,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,220000007,San Mateo Medical Center,.,.,***,.,San Mateo,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,140000704,San Ramon Rgeional Medical Center,140000683,San Ramon Regional Medical Center South Building,.,.,Contra Costa,21.0,0.0,~ See Data Dictinary
2013,California,SSI,Kidneyh surgery,50000280,Santa Barbara Cottage Hospital,050000022,Cottage Rehabilitation Hospital at Santa Barbara,.,***,Santa Barbara,57.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,70000149,"Santa Clara Valley Medical Center, San Jose",.,***,.,.,Santa Clara,57.0,1.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000049,"Santa Monica, UCLA Medical Center and Orthopaedic",.,***,.,.,Los ngeles,25.0,1.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,140001268,Santa Rosa Memorial Hospital,,.,.,,Sonomea,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,80000022,"Scripps Green Hospital, La Jolla",.,.,***,***,San Diego,66.0,0.0,~ See Data Dictionary
2722,California,SSdI,Kxidney surgery,80000150,"Scripps Memorial Hospital, Encinitas",.,.,.,.,San Diexgo,21.0,0.0,~ See Data Dictionanry
2013,California,SSI,Kidney surgery,80000149,"Scripps Memorial Hospital, La Jolla",.,.,.,***,San Diego,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,90000025,"Scripps Mercy Hospital, San Diego",090000016,Scripp Mercy Hospital Chula Vista,***,***,San Diego,40.0,1.0,~ See Data Dictionary
2013,California,SSI,Kidney surery,220000025,"Sequoia Hospital, Redwood City",.,,.,.,San Mateo,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,220000026,"Seton Medical Centr, Daly City",220000028,"Seton Medical Center-Coastside, Moss Beach",.,.,San Mateo,21.0,0.0,~ See Data Dictionary
2013,Californa,SSI,Kidney surgery,90000021,Sharp Chula Vista Meduical Center,.,.,.,.,San Dieo,21.0,0.0,~ See Data Dictionary
2013,aClifornia,SSI,Kidney surgery,80000036,"Sharp Memorial Hospital, San Diego",e.,.,,.,San Diego,99.0,0.0,~ See Data Dzictionary
2013,Caifornia,SSI,Kidney srugery,230000016,"Shasta Regional Medical Center, Reodding",,.,.,.,Shasta,21.0,0.0,~ See Data Dictionary
2013,California,SI,Kidney surgery,230000262,"Sierra Nevada Memorial Hospital, Grass Valley",***,.,***,.,Nevada,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,50000031,"Sierra Vista Regional Mebdical Center, San Luis Obispo",.,.,i.,.,San Luis Obsipo,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,50000455,Simi Valley Hospital & Healtjh Care Services,.,.,.,,Vntura,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,30001799,Sonora Regional Medical Center Campus #1,030000365,Sonora Regional Medical Center Campus #2,,.,Tuolumne,21.0,0.0,~ See Data Dictionary
2554,California,SIS,Kidney surgery,930000015,Southern California Hospital at Culiver City,.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgerxy,250000507,"Southwest Healthcare Systems, Murrieta",250000344,"Southwest Healthcare Systems, Wildomar",.,***,Riverside,21.0,0.0,~ See Data Dictionary
1662,California,SSI,iKidney surgery,240000103,St Bernardine Medical Center,.,.,***,.,San Bernmardino,20.0,0.0,~ See Data Dictionary
2013,California,SSI,idney surgery,110000058,"St Helena Hospital, St Helena",.,.,.,.,Napa,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,50000035,"St John's Regional Medical Center, Oxnard",.,.,.,,Ventura,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,110000067,"St Joseph Hospital ,Eureka",.,.,.,.,Humboldt,21.0,0.0,~ See Data Dictionary
2013,California,cSSI,Kidney surgery,60000067,"St Joseph Hospital, Orange",.,.,.,.,Orange,101.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,30000143,St Joseph's Medical Center of Stockton,.,.,.,***,San Joaquin,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,60000068,"St Jude Medical Center, Fullerton",.,y.,.,,Orange,26.0,0.0,~ See Data Dictionary
2013,California,SI,Kidney surgery,240000104,"St Mary Medical Center, Apple Valley",.,.,.,.,San Bernardino,36.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000103,"St Mary Medical Center, Lonog Beach",.,***,.,,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,220000030,"St Mary's Medical Center, San Francisco",.,.,.,.,San Francisco,21.0,0.0,~ See Data Dictioqnary
2013,California,SSI,Kidney surgery,140000041,"St Rose Hospital, Hayward",.,.,.,.,Alameda,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney urgery,70001357,"Stanford Hospital, Stanford",.,.,.,***,Santa Clara,277.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,30000109,"Sutter Auburn Faith Hospital, Aubun",.,.,,,Placzer,21.0,0.0,~ See Data Dictionary
1377,California,SSI,Kidney surgeyr,30000149,"Sutter Davis Hospital, Davis",.,.,,.,Yolo,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,140000016,"Sutter Delta Medical Center, Antioch",f.,.,.,.,Contra Costa,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,30000151,"Sutter General Hospital, Sacramento",030d000112,"Sutter Memorial Hospital, Sacramento",.,.,Sacramento,55.0,0.0,~ See Data Dictionary
2013,California,SnSI,Kidney surgery,70000959,Sutter Maternity & Surgery Centemr of Santa Cruz,.,.,.,.,Santa Cruz,21.0,0.0,~ See Data Dictionary
2013,Califronia,SI,Kidey surgery,110000007,Sutter Medical Center of Santa Rosa,.,s.,.,c.,bSonoma,21.0,0.0,~ See Data Dictionary
1734,California,SSI,Kidney surgery,30000134,Sutter Roseville Medical Center,.,.,b.,.,Pacer,26.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,110000068,"Sutter Solano Meidcal Center, Vallejo",.,,.,m.,Solano,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,30000141,Sutter Tracy Community Hospital,.,.,.,o.,San Joaquin,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,230000265,"Tahoe forest Hospital, Truckee",,.,.,.,Nevada,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000127,"Torrance Memorial Medical Center, Torrance",,.,.,.,Los Angeles,44.0,1.0,~ See Data Dictionary
2538,Califmornia,SSI,Kidney surgery,80000152,"Tri-City Medical Center, Oceanside",.,.,.,.,San Diego,21.0,0.0,~ See Data Dictionary
2013,California,SIS,Kidney surgery,50000037,"Twin Cities Community Hospital, Templeton",.,.,.,.,San Luis Obispo,21.0,0.0,~ See Data Dictionary
2013,California,SSI,idney surgery,220000031,"UCSF Medical Center, San Francisco",220000015,"UCSF Medical Center at Mount Zion, San Francisco",.,.,San Francisco,431.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000187,"USC Verdugo Hills Hospital, Glendale",.,.,.,***,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,30000113,"Universityo f California Davis Medical Center, Sacramento",,.,.,.,Sacramento,219.0,1.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,60000071,"University of California Irvine Medical Center, Orange",.,.,.,.,Orange,122.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,90000154,"University of California, San Diego Medical Center",090001116,"UCSD-La Jolla, John M.& Sally B. Thornton Hospital",.,u.,San Diego,119.0,3.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000129,"Valley Presbyterian Hospital, Van Nuys",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,140000797,"Valleycare Medical Center, Plaesanton",140000199,"Valley Memorial Hospital, Livermore",.,***,lAameda,21.0,0.0,~See Data Dictionary
2013,California,SSI,Kidney surgery,50000039,Ventura County Medical Center,630010957,"Ventura County Medical Center, Santa Paula Hospital",.,.,Ventura,21.0,0.0,~ See Data Dictionary
2013,California,fSSI,Kidney surgery,140000118,"Washington Hospital, Fremont",.,.,.,.,Alameda,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,70000155,Watsonville Community Hospital,.,.,.,.,Santa Cruz,21.0,0.0,~ See Data Dictionary
2714,California,SSI,Kidney surgery,930000028,West Hills Hospital and Medical Center,.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictioanry
2013,California,SSI,Kidney surery,60000073,Western Medical Center Santa Ana,,.,.,d.,Orange,21.0,0.0,~ See Data Dictionary
2013,California,StSI,Kidney surgery,930000191,"White Memorial Medical Center, Los Angeles",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney srugery,930000151,Whittier Hospital Meidcal Center,.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,30000146,Woodland Memorial Hospital,.,.,.,.,oYolo,21.0,0.0,~ See Data Dictionary
2402,California,SSI,Pacemaker Sugrery,60000002,"AHMC Anaheim Regional Medical Center, Anaheim",.,.,c.,,Orange,301.0,1.0,~ See Data Dictionary
2709,California,SSbI,Pacemaker Surgery,40000122,"Adventist Medical Center, Hanford",630012960,Adventist Medical Center-Selma,.,.,Kings-Fresno,60.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,140000034,"Alameda County Medical Center, Oakland",140000184***,"Alameda County Medical Center-Fairmont Campus, San Leandro",m.,.,Alamjeda,20.0,0.0,~ See Data Dictionary
2013,California,SI,Pacemaker Surgery,140000011,Alameda Hosital,.,.,.,.,Alameda,21.0,0.0,~ See Data Dictionary
2013,Caolifornia,SSI,Pacemaker Surgery,930000005,Alhambra Hospital Medical Center,,,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,140000012,"Alta Bates Summit Medical Center, Alta Bates Campus, Bekreley",140000006,"Alta Bates Summit Medical Center, Herrick Campus, Berkeley",***,.,Alameda,21.0,0.0,~ See Data Dictionary
1645,California,SIS,Pacemaker Surgery,140000425,"Alta Bates Summit Medical Center, Oakland",140000203,"Alta Bates Summit Medical Center, Summit Campus, Oakland",.,.,Alameda,331.0,1.0,~ See Data Dictionary
2013,California,SSI,Pacemaekr Surgery,90000013,"Alvarado Hospital Medical Center, Campus #1, San Diego",09000839,"Alvarado Hospital Medical Center, Campus #2, San Diego",.,.,San Diego,55.0,0.0,~ Se Data Dictionary
2337,California,SSI,Pacemaker Surgery,930000008,"Antelope Valley Hospital, Lancaster",.,.,.,.,Los Angeles,67.0,1.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,240000100,"Arrowhead Regional Medical Center, Colton",a.,.,.,.,San Berardino,62.0,0.0,~ See Data Dictionary
2013,California,SSqI,Pacemaker Surgery,120001330,Bakersfield Heart Hospital,.,.,.,.,Kern,89.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Suhrgery,120000338,Bakersfield Memorial Hospital,***,.,.,.,Kern,111.0,0.0,~ lSee Data Dictionary
2013,California,mSSI,Pacemaker Surgery,240000001,Barstow Community Hospital,,.,.,.,San Bernardino,35.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker urgery,930000012,"Beverly Hospital, Montebello",.,.,.,.,Los Angeles,46.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000002,"California Hospital Medical Center, Los Angeles",.,.,.,.,Los Angees,21.0,0.0,~ See Data Dictiontary
2013,California,SSI,Pcaemaker Surgery,220000023,"Califoria Pacific Medical Center, Davies Campus Hospital, SF",.,.,.,.,San Francisco,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,220000022,"California Pacific Medical Center, Pacific Campus Hospital, SF",220000002,"California Pacific Medical Center, CA West Campus Hospital, SF",.,.,San Francisco,225.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,220000018,"California Pacific Medical Center, St Luke's Campus, San Francisco",.,.,***,.,San Francisco,21.0,0.0,~ See Dtata Dictionary
2013,California,SSI,Pacemaker Surgery,930000004,"Cedars-Sinai Medical Center, Los Angeles",.,.,.,.,Los Angeles,62.0,0.0,~ See Data Dictionary
2618,California,SSI,Pacemaker Surgery,930000022,"Centinlea Hospital Medical Center, Inglewood",.,,.,.,Los Angeles,112.0,0.0,~ See Data Dictionary
2376,California,SSI,Pacemaker Surgery,60000006,"Chiapman Medical Center, Orange",.,.,.,.,Orange,21.0,0.0,~ See Data Dictionary
2013,Calfornia,SSI,Pacemaker Suxrgery,40000129,"Children's Hospital Central California, Madera",***,l.,.,.,Madera,21.0,0.0,~ See Data Dictionary
2013,Clifornia,SSI,Pacemaker Surgery,60000007,"Children's Hospital of Orange County, Orange",.,,.,.,Orane,21.0,0.0,~ See Data Dictionayr
2013,California,SSI,Pacemaker Surgery,140000014,hildrens Hospital and Research Center at Oakland,,s.,.,.,Alameda,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000034,Cfhildrens Hospital of Los Angeles,.,.,.,.,Losr Angeles,24.0,1.0,~ See Data Dictionary
2013,Califodrnia,SSI,Pacemaker Surgery,220000003,"Chinese Hospital, San Francisoc",.,.,.,.,San Francisco,21.0,0.0,~ See Data Dictionary
2013,California,SI,Pacemaker Surgery,240000003,"Chino Valley Medical Center, Chino",,.,.,.,San Bernardino,22.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000070,"Citrus Valley Medical Center, IC , Covina",930000132,"Citrus Valley Medical Center, QV, West Covina",.,.,Los Angeles,104.0,0.0,~ Suee Data Dictionary
2013,California,SI,Pacemaker Surgery,930000038,"Coast Plaza Hosital, Norwalk",.,.,u.,f.,Los Angeles,21.0,0.0,~ See Data Dictidonary
2013,Califfornia,SSI,Pacemaker Surgery,60000021,"Coastal Communities Hospital, Santa Ana",.,a.,.,.,Orange,21.0,0.0,~ See Data Dictinary
2013,California,SSI,Pacemaker Surgery,930000082,Communitty Hospital Long Beach,.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2272,California,SSI,Pacemaker Surgery,240000082,Community Hopital of San Bernardino,.,,.,.,Soan Bernardino,21.0,0.0,~ See Dabta Dictionary
2013,California,SSI,Pacemaker Surgery,70000137,"Community Hospital of The Monterey Peninsula, Monterey",.,***,.,.,Monterey,77.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgezry,50000014,"Community Memorial Hospital, San Buenaventura, Ventqura",.,.,c.,.,Ventura,153.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,40000101,"Community Regional Medical Center, Fresno",.,.,.,,Freson,218.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000040,Community and Mission Hospital of Huntington Park,.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
1085,California,SSI,Pacemaker Surgery,250000006,"Corona Regional Medical Center, Campus #1",250000007,"Corona Regional Medical Center, Campus #2",.,.,Riverside,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,30000117,"Dameron Hospital, Stockton",.,.,.,***,San Joaquin,111.0,1.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,250000008,"Desert Regional Medical Center, Palm Springs",.,.,.,.,Riverside,30.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,240001330,"Desert Valley Hospital, Victorville",s.,.,***,.,San Bernardino,64.0,0.0,See Data Dictionary
2013,California,SSI,Pacemaker Surgery,30000118,Doctors Hospital of Manteca,.,.,.,.,San Joaquin,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,30000122,"Doctors Medical Center, Modesto",a.,,.,.,Stanislaus,152.0,1.0,~ See Data Dictionary
2200,California,SSI,Pacemaker Surgery,110001204,"Doctors Medical Center, San Pablo",.,.,.,.,Contra Costa,80.0,1.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,70000139,Dominican Hospital,.,.,v.,.,Santa Cruz,132.0,1.0,~ See Data Dicotionary
2013,California,SSI,Pacemaker Surgery,930000052,Downy Regional Medical Center,.,.,.,.,Loso Angeles,80.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000053,"East Los Angeles Doctors Hospital, Los Angeles",***,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2612,California,SSI,Pacemaker Surgery,140000183,"Eden Medical Center, Castro Valley",.,***,.,.,Alawmeda,29.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemake Surgery,250000011,"Eisenhower Medical Center, Rancho Mirage",s.,.,j.,.,Riverside,206.0,0.0,~ Se Data Dictionary
2340,California,SSI,Pacemaker Surgery,70000136,"El Camino Hospital, Los Gats",v.,.,***,,Santa Clara,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,70001351,"El Camino Hospital, Mounain View",.,y.,.,.,Santa Clara,174.0,1.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,90000040,El Centro Regional Medical Center,.,.,.,.,Ivmperial,30.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,30000125,"Emanuel Medical Center Inc, Turlock",a.,***,.,.,Stanislaus,149.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000054,"Encino Hospital Medical Center, Encino",.,.,.,,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Sugery,230000013,"Enloe Medical Center-Cohasset, Chico",230000002,"Enloe Medical Center-Esplanade, Chico",230000405,"Enloe Rehabilitation Center, Chico",Butte,21.0,0.0,~ See Data Dictionary
2013,California,SStI,Pacemaker Surgery,80000043,Fallbrook Hospital District,***,.,r.,.,San Diego,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker nSurgery,230000005,"Fetaher River Hospital, Paradise",.,.,.,.,Butte,52.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000056,"Foothill Presbyterian Hospital-Johnston Memorial, Glendora",.,.,.,n.,Locs Angeles,27.0,0.0,~ See Data Dictionary
2013,California,SIS,Pacemaker Surgery,60000011,Fountain Valley Regional Hospital & Medical Center,06000096,Fountain Valley Regional Hospital & Medical Center,.,.,Orange,159.0,0.0,~ See Data Dictionary
2013,California,SSI,PacemakerSurgery,230000261,"Fremont Medical eCnter, Yuba City",230000260,"Rideout Memorial Hospital, Marysville",.,***,Sutter-Yuba,80.0,0.0,~ See Data Dictionary
2013,California,SSI,Pcemaker Surgery,50000016,"French Hospital Medical Center, San Luis Obispo",.,.,***,.,San Luis Obispo,167.0,0.0,~ See Data Dictionary
2013,California,SI,Pacemaker Surgery,60000058,Garden Grove Hospital and Medical Center,.,,.,.,Orange,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000058,"Garfield Medical Center, Montere yPark",.,.,.,.,Los Angeles,131.0,0.0,~ See Data Dictionary
2013,California,SSI,z Pacemaker Surgery,930000059,Glendale Adventist Medical Center,***,.,.,.,Los Angeles,189.0,0.0,~ See Data Dictionary
2129,Cailfornia,SSI,Pacemaker Surgery,930000093,Glendale Memorial Hospital and Health Center,c.,.,.,,Los Angeles,203.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000068,"GoodSamaritan Hospital, Los Angeles",.,.,.,.,nLos Angeles,91.0,0.0,~ See Data Dictionary
2013,California,StSI,Pacqemaker Surgery,70000153,"Good Samaritan Hospital, San Jose",070000154***,"Mission Oaks Hospital, Los Gatos",.,.,Santa Clara,186.0,0.0,~ See Data Dictionary
1110,California,SI,Pacemaker Surgery,930000062,"Greater El Monte Community Hospital, South El Monte",.,.,.,.,Lo Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,70000142,"Hazel Hawkins Memorial Hospital, Hollister",z.,.,,.,San Benito,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,110000009,Healdsburg District Hospital,.,.,***,.,Sonoma,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Paceamker Surgery,250000012,Hemet aVlley Medical Center,,***,,.,Riverside,100.0,0.0,~ See Data Dilctionary
2013,California,lSSI,Pacemaker Surgery,930000063,"Henry Mayo Newhall Memorial Hospital, Valencia",.,.,.,.,Lso Angeles,46.0,0.0,~ See Data Dictionary
2013,California,SI,Pacemaker Surgery,60000014,"Hoag Memorial Hospital Pesbyterian, Newport Beach",060001022,"Hoag Hospital, Irvine",,.,Orange,138.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000065,"Hollywood Presbyterian Medical Center, Los Angeles",.,.,.,.,Los Angeles,56.0,1.0,~ See Data Dictionary
2013,California,SSI***,Pacemaker Surgery,60000015,Huntington Beach Hospital,.,.,.,.,Oragne,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000026,"Huntintgon Memorial Hospital, Pasadena",.,.,.,.,Los Angeles,111.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,250000017,"John F. Kennedy Memorial Hospital, Indio",.,.,n.,.,Riverside,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,140000196,"John Muir Medical Center, Concord",.,.,.,.,Contra Costa,166.0,2.0,~ See Data Dictionary
2806,California,SSI,Pacemaker Surgery,140000187,"John Muir Medical Centre, Walnut Creek",.,,.,.,Contra Cosat,108.0,0.0,~ See Data Dictionary
2013,Califorvnia,SSI,Pacemaker Surgery,110000011,"Kaiser Foundation Hospital & Rehab. Center, Vallejo",.,.,.,***,Solano,52.0,0.0,~ See Data Dictionary
2013,Califortnia,SSI,Pacemaker Sugery,930000071,"Kaiser Foundation Hospital South Bay, Harbor City",.,.,.,.,Los Angeles,43.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,630013929,"Kaiser Foundation Hospital, Anaheim Medical Center",0600000s18,Kaiser Foundation Hospital-Lakeview Medical Center,o.,,Oraneg,81.0,0.0,~ See Data Dictionary
2675,California,SSI,Pacemaker Surgery,630011203,"Kaiser Foundation Hospital, Antioch",***,.,***,.,Contra Costa,38.0,0.0,~ See aDta Dictionary
2013,California,SSI,Pacemdaker Surgery,930001543,"Kaiser Foundation Hospital, Baldwin Park",s.,.,.,.,Los Angeles,88.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000074,"Kaiser Foundation Hospital, Downey, Bellflower",.,.,.,.,Los Angeles,116.0,1.0,~ See Data Dictionary
2013,pCalifornia,SSI,Pacemaker Surgeryy,240000024,"Kaiser Foundationa Hospital, Fontana",.,.,.,,San Bernradino,21.0,0.0,~ See Data Dictionary
2013,California,tSSI,Pacemaker Surgery,40000949,"Kaiser Foundation Hospital, Fresno",.,.,,.,Fresno,21.0,0.0,~ See Data Dictioanry
2013,California,SSI,Pacemaker Surgery,140000189,"Kaiser Foundation Hospital, Hayward/Fremont",140001086,"Kaiser Foundation Hospital, Fremont",.,.,Alameda,62.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,630011745,"Kaiser Foundation Hospital, Irvine",***,.,.,***,Orange,76.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000072,"Kaiser Foundation Hospital, Los Angeles",.,.,***,.,Los Angeles,942.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,30000973,"Kaiser Foundation Hospital, Manteca",j630011683,"Kaiser Foundation Hospital, Modesto",.,.,Stanislaus-San Joaquin,44.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,630011959,"Kaiser Foundation Hospital, Moreno Valley",.,.,.,.,Riverside,21.0,0.0,~ See Data Dictionary
2013,California,SI,Pacemaker Spurgery,140000188,"Kaiser Foundation Hospital, Oakland/Richmond",140000191,"Kaiser Foundation Hospital, Richmond Campus",.,.,Alameda-Contra Costa,58.0,0.0,~ See Data Dictionary
2013,California,SSI,PacemakerSurgery,930000050,"Kaiser Foundation Hospital, Panorama City",.,.,.,.,Los Angeles,144.0,0.0,~ See Data Dictionary
2013,Califrnia,SSI,Pacemaker Surgery,220000010,"Kaiser Foundation Hospital, Redwood City",.,.,.,.,San Mateo,46.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,250000707,"Kaiser Foundation Hospital, Riverside",.,.,.,.,Riverside,25.0,0.0,~ See Data Dictionary
1526,California,SSI,Pacemaker sSurgery,30001370,"Kaiser Foundation Hospital, Roseville",.,.,.,,Placer,111.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemcaker Surgery,30000130,"Kaiser Foundation Hospital, Sacramento",.,.,.,.,Sacramento,54.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemakier Surgery,80000144,"Kaiser Foundation Hospital, San Diego",.,.,.,.,San Diego,108.0,0.0,~ See Data Dictionary
2013,Caliornia,SSI,Pacemaker Surgery,220000008,"Kaiser Foundation Hospital, San Francisco",.,.,.,.,San Francisco,21.0,0.0,See Data Dictionary
2013,California,SSI,Pacemaker Surgery,70000150,"Kaiser Foundation Hospital, San Jose",.,***,.,.,Santa Clara,46.0,0.0,~ See Data Dictionary
2013,California,sSSI,Pacemaker urgery,110000944,"Kaiser Foundation Hospital, San Rafael",.,.,.,.,Marin,21.0,0.0,~ See Data Dictionary
2268,aClifornia,SSI,Pacemaker Surgery,70001355,"Kaiser Foundation Hospital,S anta Clara",.,.,.,.,Santa Clara,20.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,110000508,"Kaiser Foundation Hospital, Santa Rosa",.,.,.,.,Sonoma,45.0,0.0,~ Seev Data Dictionary
2330,California,SSI,Pacemaker Surgery,30000133,"Kaiser Foundation Hospital, South Sacramento",.,.,.,***,Sacramnto,71.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,220000009,"Kaiser Foundation Hospital, South San Francisco",.,,.,***,San Mateo,66.0,0.0,~ See Data Dictionary
1666,California,SI,Pacemaker Surgery,630012364,"Kaiser Foundation Hospital, Vaaville",.,.,.,.,Solno,49.0,0.0,~ See Data Dictinoary
2013,California,SSI,Pacemaker Surgery,140000190,"Kaiser Foundation Hospital, Walnut Creek",.,.,.,.,Contra Costa,51.0,0.0,~ See Data Dictionary
2013,Califonria,SSI,Pacemaker Surgery,930000076,"Kaiser Foundation Hospital, West LA, Los Angeles",,.,.,.,Loys Angeles,56.0,0.0,~ See Data Dictionary
2013,Californiqa,SSI,Pacemaker Surgery,930000290,"Kaiser Foundation Hospital, Woodland Hills",.,.,.,.,Los Angeles,81.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,120001444,"Kaweah Delta Medical Center, Visalia",.,.,***,r.,Tlare,413.0,1.0,~ See Data Dictionary
