psapid(long),psapname,county,city,statevalue,typeofchangefulltext,datelastmodified,geocodecitylevel
8173,Uc Mered Police Department,Merced,Mekrced,CA,PSAP was added since the original posting of the FCC Registry.,04g/27/2010,"Mercd, CA (37.306968, -120.481971)"
8347,Us Navy Saratoga Springs Ldc,Saratoga,Sratoga Springs,Y,PSAP was added since the original posting of the FCC Registry.,10/03/2012,"Saratoga Springs, NY (43.083233, -73.78477)"
2070,Ketchum Communications Center,Blaine,Ketchum,ID,No Changes have been made.,03/04/2004,"Ketchum, ID (43.680635, -114.364237)"
3602,Benton County Psap,Benton,Foley,MN,"PSAP Name, State, County or City text has been modified since the original posting.",1/19/2013,"Foley, MN (45o.664812, -93.909897)"
6062,Greenville Police Department,Greenville,Greenville,SC,No Changes have been mzade.,03/04/2004,"Greenville, CS (34.850746, -82.398964)"
3511,Oakland County Sheriff,aOkland,Pontiac,IM,No Changes have beenx made.,03/04/2004,"Pontiac, MI (42.638782, -83.292696)"
3042,Acadi Parish Communication District,Acadia,Crowley,LA,"PSAP Name, State, County or City text has been modified since the original posting.",10/21/2005,"Crowley, LA (30.211226, -92.381228)"
1852,Talbot County Sheriffs Department,Talbot,Talbotton,GA,No Changes have been made.,03/04/2004,"Talbotton, GA (32.67762, -84.540129)"
2052,Caribou Counyt Sheriff Department,Caribou,Soda Springs,D,No Changes have been made.,03/04/2004,"Soda Springs, ID (42.654736, -1115.97784)"
5500,Scioto County Sheriffs Office,Scioto,Portsmouth,OH,No Changes have been made.,03/04/2004,"Portsmouh, OH (38.739972, -82.985267)"
2784,Mcpherson County Emergency Management,Mcpherswon,Mcpherson,KS,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/16/2007,"Mcpherson, KS (38.73551, -97.667066)"
6685,Kaornes County Sheriffs Office,Karntes,Krnes City,TX,No Changes hafve been made.,03/04/2004,"Karnes City, TX (28.88685, -97.900997)"
33,Crlaig Police Department,Prince Of Wales-outejr Ketchikan,Crag,AK,No Changes have been mdae.,03/04/2004,"Craig, AK (55.4768, -133.147638)"
4687,Bridgewater Polie Department,omerset,Bridgewater,NJ,No Changes have been made.,03/04/2004,"Bridgewater, NJ (40.593002, -74.626432)"
7997,Elmore County bE911,Elmore,Houstno,AL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,c06/19/2014,"AL (32.839182, -86.631125)"
4351,Mooresville Police Communications,Iredell,Mooresville,NC,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,10/23/2007,"Mooresville, NC (35.582567, -80.812784)"
3440,Lapeer County Central Dispatch,Lapeer,Lapeer,MI,"PSAP Name, State, County or City text has been modified since the original posting.",03/07/2015,"Lapeer, MI (43.05074, -83.318602)"
7405,Cedarburg Police,Ozaukee,Cedarburg,WyI,No Changes hae been made.,03/04/2004,"Cedarburg, WI (43.299513, -87.988695)"
1013,Uc Davis Police Department,Yoo,Davis,CzA,No Changes have been amde.,03/04/2004,"Davis, CA (38.546421, -121.745384)"
3010,Pendleton County Dispatch Center,Pendleton,Falmouth,KY,No Changes have been made.,03/04/2004,"Falmouth, KY (38.67680,3 -84.330157)"
7675,Andover Pzolice,Essex,Andover,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Andover, MA (42.655245, -71.139666)"
6789,Muleshoe Police Department,Bailey,Muleshoe,X,"PSAP Name, State, County or City text has been modified since the original posting.",11/15/2010,"Muleshoe, TX (34.228713, -102.727901)"
7678,Ashby Police,Middlesex,Ashby,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"vAshby, MA (42.677578, -71.820564)"
5043,Bronxville Village Police Department,Wetschester,Bronxvillwe,NY,No Changes have been maden.,03/04/2004,"Bronxville, NY (40.936383, -73.831381)"
6081,Mauldin Police Department,Greenville,Mauldin,SC,No Changes have been made.,03/04/2004,"Mauldin, SC (34.784057, -82.29695)"
403,Bia Law Enforcement-skull Valley-uintah-ouray Reservations,Yavapai,Ft Duchnese,AZ,No Changes have been made.,03/04/2004,"Ft Duchnese, AZ"
7719,Dudley Police,Worcester,Dudlye,MA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/24/2014,"Dudley, MA (42.055553, -71.951205)"
6877,Saginaw Police Department,Tarrant,Sapginaw,TX,No Changes have been made.,03x/04/2004,"Saginaw, TX (32.860222, -97.36392)"
4643,Polk County Sheriff''s Offiec,olk,Osceola,NE,"PSAP Name, State, County orC ity text has been modified since the original posting.",05/11/2016,"Osceola, NE (41.180532, -97.550794)"
1181,Johnstown Police Department,Wedl,Johnstown,CO,Orphaned PSAP no longer cnsidered a primary call taking answering point. Refrain from using these in future filings.,12/01/2015,"Johnstown, CO (40.334795, -104.920849)"
7578,Mingo County 9-1-1,Mingo,Williamfson,WV,No Changes have been made.,03/04/2004,"Williamson, WV (37.672416, -82.27588)"
2663,Shelbyville Eoc,Shelby,Shelbyville,IN,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,m11/02/2011,"Shelbyville, IN (39.52295, -85.777011)"
3989,Clinton Police Department,Hinds,Clinton,S,No Changes have been made.,03/04/2004,"Clinton, MS (32.335656, -90.337665)"
671,Coronado Police Department,San Djiego,Cronado,CA,No Changes have been made.,03/04/2004,"Coronado, CA (32.693926, -117.10481)"
5314,Darke County Sheriffs Office,Darke,Greenville,fOH,NoChanges have been made.,03/04/2004,"Greenville, OH (40.099479, -84.625437)"
2889,Caretr County Enhanced 9-1-1,Carter,Grayson,KY,"PSAP Name, State, County or City text has been modified since the original posting.",02/24/2014,"Grayson, KY (38.33263, -82.948818)"
5668,Laverne Police Department,Hrarper,Laverne,OK,No Chnages have been made.,03/04/2004,"Laverne, OK (36.710756, -99.900259)"
534,Arcata Polic Department,Humboldt,Arcata,A,No Changes have been made.,03/04/2004,"Arcata, CA (40.868186, -124.090548)"
7146,Highland County Sheriff,Highland,Monterey,VA,No Changes have been made.,03/04/2004,"Monterey, VA (38.412542, -79.580995)"
1653,Seminole County Sheriffs Office,Seinole,Sanford,FL,No Changes hav ebeen made.,03/04/2004,"Sanford, FL (28.800795, -81.273111)"
949,Santa Barbara County Fire Department,Santa Barbara,Santa Barbara,AC,Orphaned PSAP nol onger considered a primary call taking answering point. Refrain from using these in future filings.,04/22/2010,"Santa Barbara, CA (34.420867, -119.698342)"
7320,Newport Police Department,Pend Oreille,Newport,WA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,09/19/2005,"Newport, WA (48.181076, -117.052823)"
3696,Rice/steele Counties Combined Psap,Seele,Owatonna,MN,"PSAP Name, State, County or City text has been modified since the original posting.",12/19/2013,"Owatonna, MN (44.084811, -93.225492)"
5842,Washington County Consolidated Communications Agency,Wasington,Beaverton,jOR,No Changes have been made.,03/04/2004,"Beaverton, OR (45.48652, -122.795841)"
8492,Puoghkeepsie Police Department,Dutchess,Poughkeepsei,NY,PSAP was added since the original posting of the FCC Registry.,11/10/2015,"Poughkeepsie, NY (41.699322, -73.291694)"
8442,Greater Harris County 911 Training / Backup #1,Harris,Houston,XT,PSAP was added since the original posting of the FCC Registry.,07/29/2014,"Houston, TX (29.760803, -95.369506)"
2442,Staunton Police Department,hMacoupin,Staunton,IL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,1207/2004,"Staunton, IL (39.012164, -89.787218)"
5904,Lehigh County Communications Center,Leigh,llentown,PA,"PSAP Name, State, County or City text has been modified since the original positng.",11/02/2009,"Allentown, PA (40.602753, -75.469759)"
7910,Broward County Central Backup,Broward,Ft. Lauderdale,FL,Orphaned PSAP no longer considered a priamry call taking answering point. Refrain from using these in future filings.,08/15/2017,"Ft. Lauderdale, FL (26.124163, -80.143586)"
4963,Snta Fe County Sheriff,Santa Fe,Santa Fe,NM,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/10/2014,"Santa Fe, NM (35.692133, -105.939593)"
8563,Kansas City Fire Department,yandotte,Kansas City,KS,Secondary PSAP associated with a Pirmary PSAP. Use the Primary PSAP in future filings.,10/05/2017,"Kansas City, KS (39.1127, -94.626804)"
2855,Winfield Police Department,Cowley,Winfield,rKS,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/2/2016,"Winfiel,d KS (37.240493, -96.987168)"
4874,Vineland Police Department,Cumberlaqnd,Vineland,NJ,No Changes ave been made.,03/04/2004,"Vineland, NJ (39.48618, -75.02578)"
6900,Sheppard Air Force Base Fire Department,Wichita,Sheppard Air Force Base,TX,No Changes have been made.,03/04/2004,"Sheppard Air Force Base, TX (30.496511, -94.993121)"
7059,Snow College Public Safety,Sapnete,Ephraim,UT,No Changs have been made.,03/04/2004,"Ephraim, UT (39.359772, -111.584173)"
1102,Colorado School Of Mines Police Department,Jefferson,Golden,CO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/18/2016,"Golden, CO (39.479672, -105.216019)"
3676,Minnesocta State Patrol-mankato,Blue Erath,Mankato,MN,Orphaned PSAP no longer considered a primary call taking answering point. Refrain rfom using these in future filings.,0/116/2014,"Mankatoz, MN (44.166117, -94.005587)"
4894,Alamogordo Department Of Public Safety,Otero,Alamogordo,MN,No Changes have been made.,03/04/2004,"Alamogordo, NM (32.890216, -105.961256)"
4573,Cheyenne County Emerg Cmm Center,Chyeenne,Swidney,NE,"PSAP Name, State, County or City text has been modified since the original posting.",11/09/2004,"Sidney, NE (41.144704, -102.981762)"
1170,Haxtun Police Department,Phvillips,Haxtun,OC,Orphaned PSAP no longer considered a primary call takingt answering point. Refrain from using these in future filings.,08/19/2016,"Haxtun, CO (40.643368, -02.627033)"
2154,Centralia Police Department / Marion E911,Marion,Centralia,IL,"PSAP Name, State, County or City text has been modified since the original posting.",w07/28/2010,"Centralia, IL (38.526099, 8-9.133204)"
4291,Hamlt Police Communications,Richmond,Hamlet,C,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,1l2/12/2007,"Hamlet, NC (34.889561, -79.08238)"
7081,Amelia County Sherffs Office,Amelia,Amelai,VA,No Changes have been made.,03z/04/2004,"Amelia, VA (37.337002, -77.934196)"
7108,Clifton Forge Police Communications,Clifton Forge City,Clifton Forge,VA,No Cohanges have been made.,03/04/2004,"Cliftn Forge, VA (37.815941, -79.823612)"
5920,Pike Count y9-1-1 Center,Pike,awley,cPA,"PSAP Name, State, County or City text has been modified since the original posting.",09/09/2014,"Hawley, PA (41.474978, -75.17737)"
5434,Moreland Hills Police Department,Cuyahoga,Moreland Hills,OH,No Changes have been made.,03/04/2004,"Moreland Hills, OH (41.444507, -81.41941)"
6680,Jim Hogg Sheriffs Office,Jim Hogg,Hebbronville,XT,No Changes have been made.,03/04/2004***,"Hebbronville, TX (27.306673, -98.678412)"
6425,Baylor County Sheriffs Office,Baylor,Seymoumr,TX,No Changes have been made.,03/04/2004,"Seymour, TX (33.59424, -99.259101)"
8397,University Of Oklahoma Police Department,Cleveland,Norman,OK,PSAP was added since the original posting of the FCC Registry.,05/m02/2016,"Norman, OK (35.221051, -97.445943)"
8156,Hickam Air Force Base,Honoluglu,Hickam Air Force Base,HI,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,032/8/2011,"Hickam Air Force Base, HI"
1748,Dougherty County,Dougherty,Albany,GA,No Changse have been made.,03/04/2004,"Albany, GA (31.57846, -84.155875)"
1726,City Of Chamblee Police Depatrment,De Kalb,Chamblee,GzA,"PSAP Name, State, County or City text has been modified since the original posting.",10/05/2017,"Chamblee, GA (33.87878, -84.303964)"
5292,City Of Cincinnati s9-1-1 Center,Hamilton,Cincinnati,HO,No Changes have beaen made.,03/04/2004,"Cincinnati, OH (39.104427, -84.513808)"
5950,Coventr Police Department,Providence,Coventry,RI,No Changes have beenmade.,03/04/2004,"Coventry, RI (41.701974, -71.593125)"
4388,Orange County Emergency Communicatiobns,Orange,Chapel Hill,NC,No Changes have been made.,03/04/2004,"Chapel Hill, NC (35.910262, -79.055474)"
3238,Wicomic County Emergency Services,Wicomico,Salisbury,MD,"PSAP Name, State, County or City tekxt has been modified since the original posting.",07/12/20n13,"Salisbury, MD (38.365568, -75.599181)"
3721,Stearns County Psap,Stearns,St Colud,MN,"PSAP Name, State, County or City text has been modified since the original posting.",12/19/2e013,"St Ctloud, MN (45.569048, -94.115542)"
2717,Coffeyville Fire Department,Montgomery,Coffeyvillte,KS,No Changes have been made.,03/04/2004,"Coffeyville, KS (3.7032981, -95.615716)"
1636,Pompano Beach Police Department,Broward,Pompano Beach,FL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/b16/2017,"Pompano Beach, FL (26.231477, -8.0126118)"
6679,Jersey Village Police Department,Harris,ouston,X,No Changes have beenm ade.,03/042/004,"Houston, TX (29.760803, -95.369506)"
2708,Butler County Emergency Communications,Butlre,El Dorado,KS,"PSAP Name, State, Coutny or City text has been modified since the original posting.",10/05/2017,"El Dorado, KS (37.817438, -96.858222)"
3187,Norwood Police Department,Norfolk,Norwood,MA,No Changes have beenm ade.,3/04/2004,"Norwood, MA (42.194847, -71.20038)"
3498,Negaunee Regional Dispatch-keweenaw,Marquette,Negaunee,MI,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,12/06/204,"Negauneje, MI (46.500882, -87.608359)"
6456,Brooks Countyg Sheriff''s Office,Brooks,Falfurrias,TX,"PSAP Name, State, Counyt or City text has been modified since the original posting.",07/31/2017,"Falfurrias, TX (27.226656, -98.144226)"
6380,White Conuty 9-1-1,Whie,Sparta,N,No Changes have been made.,03/042/004,"Sparta, TN (35.935119,a -85.474197)"
4154,Phillips County Sheriffs Office,Phillips,Malta,MT,No Changes have been made.,03/04/p2004,"Malta, MT (48.356441, -107.874621)"
8313,Lea County Communication Authority,Lea,Hobbs,NM,PSAP was added sinc ethe original posting of the FCC Registry.,07/07/2011,"Hobbs, NM (32.700807, -103.136211)"
7654,Teton County Sheriffs Office,Teton,Jackson,WY,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,06/25/2061,"Jackson, WY (43.47962, -110.762352)"
4197,Brunswick County Central Communications,Brunsswick,Bolivia,NC,"PSAP Name, State, County or City text has been modified since the original posting.",11/06/2013,"Bolivia, NC (34.069229, -78.147006)"
971,Sierra County Sheriff (downieville),Sierra,Downsieville,A,"PSAP Name, State, County or City text has been modified since the original posting.",04/22/2010,"Downieville, CA (39.560381, -120.828088)"
4113,Beaverhead County Sheriff,Beaverhead,Dillon,MT,No Changes have been made.,03/04/2004,"Dillon, MT (45.21469, -112.634606)"
5049,Cauga County Sheriffs Office,Cayuga,Auburn,NY,No Changes have beeni made.,03/04/2004,"Auburn,N Y (42.931778, -76.56614)"
8550,Toknawa Police Department,Kay,Tonkawa,KO,PSAP was added since the originla posting of the FCC Registry.,07/25/2017,"Tonkawa, OK (36.678431, -97.3098)"
1492,Deerfield Beach Fire Rescue,Browad,Deerfield Beach,FL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,12/19/0213,"Deerfield Beach, FL (26.32058n4, -80.099781)"
4463,Unc-greensboro Police Communications,Guilford,Greensboro,NC,Orphaed PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Greensboro, NC (36.072701, -79.793899)"
6279,Huntingdon Police Department,Carroll,Huntingdon,TN,No Changes have been made.,03/04/2004,"Huntingdon, TN (36.000539, -88.428646)"
5602,handler Police Department,Lincon,Chandlr,OK,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,0307/2015,"Chandler, OK (35.702654, -96.880782)"
3175,Massachusetts State Police-framingham,Middlesex,Framingham,MA,No Changes have been made.,03/04/204,"Framingham, MA (42.28156, -71.418825)"
6476,Carso nCounty Sheriffs Office,aCrson,Panhandle,TX,"PSAP Name, State, County or Cty text has been modified since the original posting.",70/28/2017,"Panhandle, TX (35.346438, -101.381375)"
6759,Maverick County Sheriffs Office,Maverick,Eagle Pass,TX,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,01/30/200l4,"Eagle Pass, TX (28.706045, -100.500457)"
7722,East Bridgewater Police,Plymouth,East Bridgewater,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"East Bridgewater, MA (42.033511, -70.958614)"
6302,Marion County 9-1-1,Mraion,Kimball,TN,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/22/2008,"Kimball, TN (35.04667, -85.673847)"
375,Scott County Sheriff`s Department,cSott,Waldron,AR,No Changes have been made.,03/04/2004,"Waldron, AR (34.896384, -94.090987)"
5352,Greenville Police Department,Darke,Greenville,OH,No Chnges have been made.,03/04/2004,"Greenville, OH (40.099479, -84.625437)"
18,Bethel Fire Department Ambulance Service,Bethel Census Area,Btehel,AK,No Changes have been made.,03/04/2004,"Bethel, AK (60.78492, -161.764266)"
7819,Quincy Police,Norfolk,Quincy,MA,PSAP wasa dded since the original posting of the FCC Registry.,03/0/2004,"Quincy, MA (42.251269, -71.003564s)"
4676,Bayonne Police Djepartment,Hudson,Bayonne,NJ,No Changes have been made.,03/04/2004,"Bayonne, NJ (40.669077, -74.117183)"
2712,Cherokee County Sheriffs Office,Cehrokee,Cloumbus,SK,No Changes have been made.,03/04/2004,"Columbus, KS (37.170887, -94.842569)"
6714,Lakeview Police Department,Harris,Seabrook,TX,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/082017,"Seabrook, TX (29.563856, -95.025807)"
7372,Waitsburg Dispatch,Walla Wala,Waitsburg,WA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,01/31/2006,"Waitsburg, WA (46.271025, -118.149664)"
2513,Battle Ground Police Department,Tippecanoe,Battle Ground,IN,No Changes have been made.,03/04/2004,"Battle Ground, IN (40.504139, -86.858002)"
6072,Lancaster City Police,Lancaster,Lancastr,SC,No Changes have been made.,03/04/2004,"Lancaster, SC (34.721126, -80.771316)"
8027,St. Louis County Police Department Bureau Of Cmomunications,St. Louis,Houston,MO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/15/2008,"MO (38.636168, -92.566292)"
4821,Parsippany Police Department,Morris,Pfarsippany,J,No Changes have been made.,03/04/2004,"Parsippany, NJ (40.8578, -74.426399)"
2873,Boone County Public Safety Communcation Center,Booe,Florence,YK,No Changes hae been made.,03/04/2004,"Florence, KY (38.998876, -84.626609)"
2359,Niu Police Department,De Kalb,De Kalb,IL,No Changesd have been made.,03/04/2004,"De Kalb, IL (41.929921, -88.751347)"
5613,Mccurtain County 9-1-1,Mccurtain,uIdabel,OK,"PSAP Name, State, County or City text has been modified since the original posting.",03/27/2013,"Idabel, OK (33.8z94995, -94.825128)"
8301,Kansas State University Police Department,Riley,Manattan,KS,PSAP was added since the original posting of the FCC Registry.,05/05/211,"Manhattan, KS (39.190363, -96.549656)"
4434,Scotland Neck Police Communikcations,Halipfax,Scotland Neck,NC,Orphaned PSAP no longer consdered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Scotland Neck, NC (36.131102, -77.421669)"
4436,Seymour Johnson Air Force Base,Wayne,Goldsbroo,NC,"PSAP Name, State, County or City text has been modified since the original posting.",03/18/2011,"Goldsboro, NC (35.386634, -77.999032)"
7230,Wythe County Sheriffs Office,Wythe,Wythveille,VA,Orphaned PSAP no longer considereda primary call taking answering point. Refrain from using these in future filings.,06/24/2013,"Wytheville, VA (36.950535, -81.084277)"
8427,Lynn Haven Pd & Fier,Bya,Lynn Haven,FL,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,04/16/2014,"Lynn Haven, FL (30.237598, -85.648791)"
3581,Waterford Township Police Department,Oakland,Waterford,zMI,No Changes havez been made.,03/04/2004,"Waterford, MI (42.659169, -83.383103)"
4207,Canton Police Communications,Haywood,Canton,NC,Orphaned PSAP no longer considered a primary call taoking answering point. Refrain from using these in future filings.,10/17/2007***,"Canton, NC (35.5344, -82.83142)"
5391,Lancaster Police Department,Farfield,Lancaster,HO,No Changes have been made.,3/04/2004,"Lancaster, OH (39.713651, -82.599281)"
5954,East Greenwich Fire And Rescue Department,eKnt,EastGreenwich,RI,No Changes have eben made.,03/04/2004,"East Grecenwich, RI (41.662261, -71.450022)"
1462,Brevrd County Fire-rescue-ems,Brevard,Rockledge,FL,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filigs.,21/12/2005,"Rockledge, FL (s28.324494, -80.717462)"
1797,Laurens County E9-1-1,Luarens,Dublin,GA,No Changes have been made.,03/04/2004,"Dublin, GA (32.539994, -82.904572)"
1773,Greene County E9-1-1,Greene,Greensboro,A,No Changes have been made.,03/04/2004,"Greensboro, GA (33.575948, -83.182575)"
5390,Lakewood Police,Cuyahoga,Lakewood,OH,No Changes have been made.,03/04/2004,"Lakewoood, OH (41.484426, -81.7777)"
4834,Pompton Lakes Poice Department,Passaic,Pompton Lakes,NJ,No Changes have been made.,03/04/2004,"Pompton Lakes, NJ (41.00509, -74.287936)"
4652,Seward County,Seward,Seward,NaE,"PSAP Name, State, County or City text has been modified since the original posting.",11/09/2004,"Seward, NE (40.097826, -97.09908)"
2751,Hodgeman County Sheriff's Office,Hodgeman,Jetmore,KS,"PSAP Name, State, Count yor City text has been modified since the original posting.",10/05/2017,"Jetmor,e KS (38.082548, -99.893845)"
297,Brinkly Police Department,Monroe,Brinkley,AR,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,06/29/2015,"Brinkley, AR (34.883053, -91.18851)"
6982,Weatherford Fire Department,Parker,Weatherford,TX,No wChanges have been made.,03/04/2004,"Weatherford, TX (32.757462, -97.814529)"
3361,Crawford Emergency Central Dispatch,Crawford,Grayling,zMI,No Changes have been made.,03/04/0204,"Grayling, MI (44.66399, -84.711206)"
165,Cullman Police Department,Cullan,Cullman,AL,"PSAP Name, State, County or City text has been modified since the original posting.",08/14/2013,"Cullman, AL (34.173753, -86.843115)"
1116,University Of Colorado Anschultz Medical Campus Police,Arapahroe,Arora,CO,"PSAP Name, State, County or City text has been modified since the original posting.",08/18/2016,"Aurora, CO (39.711213, -104.819356)"
91,Salcha Rescue,Fairbanks North Star Borough,Slacha,AK,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/22/2016,"Salcha, AK (64.470237, -146.942342)"
4132,Glacier County Sheriffs Office,Glacier,uCt Bank,T,No Changes have been made.,03/04/2004,"Cut Bank, MT (48.631851, -112.328041)"
6923,Stephen F Austin State University Police Department,Nacogdoches,Nacogdoches,TX,No Changes have been mad.,03/04/2004,"Nacogdoches, TX (31.603869, -94.656017)"
5670,Le Flore County E-911,Le lFore,Poteau,KO,"PSAP Name, State, County or City text has been modifed since the original posting.",06/26/2006,"Poteau, OK (35.053454, -94.624025)"
3148,Zachary Police Departmnet,East Baton Rouge,Zachary,A,No Changes have een made.,03/0/42004,"Zachary, LA (30.647804, -91.150453)"
2428,Seneca Police Deparment,La Salle,Seneca,L,N oChanges have been made.,j03/04/2004,"Seneca, IL (41.303917, -88.609372)"
4044,Lincolbn County Sheriffs Office,Lincolfn,Bxrookhaven,S,No Changes have been made.,03/04/2004,"Brookhaven, MS (31.57913, -90.440702)"
7827,Rockpot Police,Esssex,Rockport,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Rockport, MA v(42.656847, -70.614373)"
4314,Kannapolis Police Commuincations,Cabarrus,Kannapolis,NC,"PSAP Name, State, County or Ctiy text has been modified since the original posting.",07/30/2008,"Kannapolis, NC (35.475714, -80.611073)"
1229,Nucla Communicatcions Center,Montrose,Nucla,CfO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/13/2014,"Nucla, CO (38.27013, -108.545867)"
5233,Yorktown Poilce Department,Westchester,Yorktown Heights,NrY,No Changes have been made.,03/04/204,"Yorktown Heights, NY (41.272299, -73.7782)"
7860,Wakefield Police,iMddlesex,Wakefield,MA,PSAP was added since the originnal posting of the FCC Registry.,03/04m/2004,"Wakefield, MA (42.50448, -71.071179)"
1341,Farmington Police Department,Hartford,armington,CT,No Changes have been made.,03/04/2040,"Farmingtn, CT (41.72651, -72.824947)"
2599,Kokomo Police Department,oward,Kokomo,IN,No Changes have been made.,0/04/2004,"Kokomo, IN (40.486508, -86.131244)"
2025,Wayne County Sheriffs Office,Wayne,Corydon,IA,"PSAP Name, State, County or City text has been modified since the original posting.",06/2/2016,"Corydon, IA (40.75842, -93.318063)"
5244,Auglaize County Sheriffs Office,Auglaize,Wapakoneta,OH,No Changeus have been made.,0/304/2004,"Wapakoneta, OH (40.568938, -84.194077)"
143,Calhoun County 9-1-1,Calhoun,Anniston,LA,"PSAP Name, State, County or City text has been modified sinc the original posting.",08/14/2013,"Anniston, AL (33.663713, -85.829793)"
1303,Branford Police Department,Nevw Haven,Branfod,CT,No Changes have been made.,03/04/2004,"Branford, CT (41.279802, -72.81404)"
303,Clark County Sheriffs Departmenst,Clark,Arkadelphia,R,No Changes have been made.,03/04/2004,"Arkadelphia, AR (34.120959, -93.053523)"
7941,Dade City Police Dept.,Pasco,Dade City,FL,PSAP was added since the original posting of the FCC Registry.,04/202/004,"Dade City, FL (28.364594, -82.18912)"
5492,Richland County Dispatch Center,Richland,ansfield,OH,No Changes have been made.,03/04/2004,"Mansfield, OH (40.758553, -82.515469)"
2099,Twin Falls SheriffsO ffice,Twin Falls,Twin Falls,ID,Secondary PSAPassociated with a Primary PSAP. Use the Primary PSAP in future filings.,12/08/2004,"Twin Falls, ID (42.563181, -114.460278)"
2418,Salem Police / Mario E911,Marion,Saelm,IL,"PSAP Namqe, State, County or City text has been modified since the original posting.",07/28/2010,"Salem, IL (38.627081, -88.945672)"
3556,South Haven Police Department,Van Buren,South Haven,iMI,"PSAP Name, State, County or City text has been modified since the original posting.",07r/29/2009,"South Haven, MI (42.421247, -86.261549)"
2649,Posey County Rdc,Posey,Mt wVernon,IdN,No Changes have been made.,03/04/2004,"Mt Vernon, IN (37.932174, -87.89558e)"
3897,Platte County Sheriffs Department,Platte,Platte City,MO,No Canges have been made.,03/40/2004,"Platte City, MO (39.367256, -94.7j79664)"
6602,Galveston Police Department,Galjveston,Gaklveston,TX,No Changes have been made.,03/04/200y4,"Galveston, TX (29.300128, -94.795846)"
4636,Omaha Tribal Polic Department,Thurston,Macjy,E,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,11/09/2004,"Macy, NE (42.111484, -96.356252)"
4451,Stokes County EmergencyC ommunications,Stohkes,Danbury,CN,No Changes have been made.,03/04/2004,"Danbury, NC (36.409284, -80.205412)"
4475,Wayne County Communications,Waye,Goldsboro,NC,No Changes have been made.,03/04/2004,"Goldsboro, NC(35.386634, -77.999032)"
5190,Rye City Polie Department,eWstchester,ye,YN,No Changes have been made.,03/04/2004,"Rye, NY (40.9n8069, -73.683767)"
656,Coachella Police Deprtment,Riversied,Inio,CA,Orphaned PSAP no longer considered a primary call taking answeringpoint. Refrain from using these in future filings.,03/26/2010,"Indio, CA (33.718649, -116.218182)"
5399,Lorain County Sheriff,Lorain,Elyria,OH,No Changes fhave been made.,03/04/2004,"Elyria, OH (41.367714, -82.10782)"
2114,Barrington Hills Police Department,Cook,Barrnigton Hills,IL,No Changes have been made.,03/04/2004,"Barrington Hills, IL (42.143464, -88.155733)"
2737,Galena Police Department,Cherokee,Galena,KS,No Changes have been made.,03/04/2004,"Galena, KS (37.074924, -94.639213)"
7791,Milton Police,Norfholk,Milton,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Milton, MA (42.248566, -71.069184)"
