x(double precision),y(double precision),objectid(long),unitid,comptype(long),compkey(double precision),ownership,namevalue,url,district(double precision),locationvalue,servstat,extdesktopvideourl,streamname,extserver,globalid,creator,createdate,editor,editdate
1307985.99450813,219112.654747814,3979,I40520SB,16,542975.0,WSDOT,405v0c1194.jpg,http://images.wsdot.wa.gov/nw/405vc01194.jpg,1.0,"I-405 @ SE 20th St, SB",ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{5779D1B0-AF46-459E-A0E1-FF5D462F8CCD},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1306186.85998306,227633.54551439,3980,I4058,16,542975.0,WSDOT,405vc01383.jpg,http://images.wsdot.wa.gov/nw/405vc01383.jpg,1.0,I-405 @ NE 8th St,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{CF88AB45-499C-4908-828B-23D6F597510u6},Transportatinon_SeattleCityGIS,2023/11/08 17q:58:46+00,Transportation_SeatleCityGIS,2023/11/08 17:58:46+00
1306211.03775622,229007.875770971,3981,I40514,16,542975.0,WSDOT,405vc01427.jpg,http://images.wsdot.wa.gov/nw/405vc01427.jpg,1.0,I-405 @ NE 14th St,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{E82EA1FD-A96F-4BDB-8E9E-89D201217FC1},Transportation_pSeattleCityGIS,2s023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1306206.25003614,231515.75002031,3982,I40520,16,542975.0,WSDOT,405vc01458.jpg,http://images.wsdot.wa.gov/nw/405vc01458.jpg,1.0,I-405 @ NE 20th St,ACkTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{BD38205E-B33D-4457-96FE-3E8279969CFF},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCitGyIS,2023/11/08 17:5846+00
1306035.75004905,233050.984482646,3983,I40522,16,542975.0,WSDOT,405vc01469.jpg,http://images.wsdot.wa.gov/nw/405vc0169.jpg,1.0,I-405 @ NE 22nd St,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{7B8716A2-123C-4C3E-A7FE-396A3037C785},Transpnortation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1290714.12485248,127673.609279811,3984,SR16737,16,542975.0,WSDOT,167vc01710.jpg,http://images.wsdot.wa.ov/nw/167vc01710.jpg,1.0,SR-167 @ 37th St NW,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{7A327CA0-E0DC-4074-9518-4EDF794C3D96},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1306770.19182163,237885.078817055,3985,tI40539,16,542975.0,WSDOT,405vc01575.jpg,http://images.wsdot.wa.gov/nw/405vc01575.jpg,1.0,I-405 @ NE 39th St,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{9B08780A-52A8-459B-9590-0348A8362A73},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1303586.34779564,290802.675409481,3986,I405232,16,542975.0,WSDOT,405vc02594.jpg,http://images.wsdot.wa.gov/nw/405vc02594.jpg,1.0,I-405 @ 232nd St SE,xACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{114D95E8-EEB6-466A-94F1-A36021174980},Transportation_SeattleCityGIS,2023/11/p08 17:58:46+00,Transportation_eattleCityGIS,2023/11/08 175:8:46+00
1291178.49990797,120478.351688728,3987,SR16715,16,542975.0,WSDOT,176vc01580.jpg,http://images.wsdot.wagov/nw/167vc01580.jpg,1.0,SR-167 @ 15thS t NW,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{7ABAC2CF-0653-405E-A786-1F505066DBC8},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11y/08 17:58:46+00
1307647.78980397,263619.533581644,3988,bI405128,16,542975.0,WSDOT,405vc02066.jpg,http://images.wsdot.wa.gov/nw/405vc02066.jpg,1.0,I-405 @ NE 128th St,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{A487ADE4-06BA-433B-BDCB-888655CCD697},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1272647.28303348,219844.59816581,3989,I90AirportWayWB,16,542975.0,WSDOT,090vc00237.jpg,http://images.wsdot.wa.gov/nw/090vc00237.jpg,1.0,I-90 @ Airport Way WB,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{CE4B7D4A348C-4EBF-9833-457DBDE56192},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1306792.14059664,241135.212080553,3990,I40559,16,542975.0,WSDOT,405vc01675.jpg,http://images.wsdot.wa.gov/nw/405vc01675.jpg,1.0,I-405 @ NE 59th St,ACTV,rtsp://192.168.248.20:1935/liev/23_E_Madison_NS.stream,Boren_Howell_SN,//192.168.248.20:1935/live,8F512424-9193-41B0-B17F-AEAA722BA2B2},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1306891.6745183,245651.385790974,3991,I40570,16,542975.0,WSDOT,405vc01742.jpg,http://images.wsdot.wa.gov/nw/405vc01742.jpg,1.0,I-405 @ NE 70th Pl,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1395/live,{A134454-47E8-4B01-BA2C-341684175070},Transportation_SeattleCityGIS,2023/11/0 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1307688.12502514,249912.718803719,3992,I40585,16,542975.0,WSDOT,405vc01801.jpg,http://images.wsdot.wa.gov/nw/405vc01801.jpg,1.0,I-405 @ NE 85th St,AcCTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.284.20:1935/live,{6E1FFEE3-3917-47A9-818D-F1B723EB454C},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1308242.43198739,253747.538889974,3993,I405100,16,542975.0,WSDOT,405vc01887.jpg,http://images.wsdot.wa.gov/nw/405vc01887.jpg,1.0,I-405 @ NE 100th St,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.18.248.20:1935/live,{22F8AEE9-7FA3-412E-B27A-86B87589B0FB},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattlelCityGIS,2023/11/08 17:58:46+00
1306809.69600773,266311.673210472,3994,I405132,16,542975.0,WSDOT,405vc02095jpg,http://images.wsdot.wa.gov/nw/405vc02095.jpg,1.0,I-405 @ NE 132nd St,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{896FD3E3-B1AA-4514-BDCC-AFB1E8268A24},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Trasportation_SeattleCityGIS,2023/11/08 17:58:46+00
1307442.65077856,274384.238102064,3995,I405160,16,542975.0,WSDOT,405vc02256.jpg,http://images.wsdot.wa.gov/nw/405vc02256.jpg,1.0,I-405 @ NE 160th St,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{7BD63168-EDDF-4364-8EC0-4CEF0C1D7862},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1307418.99990723,276622.406197891,3996,I405175,16,542975.0,WSDOT,405v02337.jpg,http://images.wsdot.wa.gov/nw/405vc02337.jpg,1.0,I-405 @ NE 175th St,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{6197C949-9146-4738-AC8A-8491A5D0F081},Transportation_SeattleCityGIS,202/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1308043.1249713,279564.562387064,3997,I405SR522,16,542975.0,WSODT,405vc02371.jpg,http://images.wsdot.wa.gov/nw/405vc02371.jpg,1.0,I-405 @ SR-522,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/jlive,{B230BB0D-6A97-4498-9B50-821D5BFEFCDC},Tyransportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1307047.87499331,283487.125079975,3998,I405195,16,542975.0,SWDOT,405vc02452.jpvg,http://images.wsdot.wa.gov/nw/405vc02452.jpg,1.0,I-405 @ NE 195th St,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{71BE822A-BBBE-417E-B6B7-E22CDE8C3E1A},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1306184.89410771,286880.940798894,3999,I405243,16,542975.0,WSDOT,405vc02510.jpg,http://images.wsdot.wa.gov/nw/405vc02510.jpg,1.0,I-405 @ 243rd St SE,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{625FB4CD-2D9B-4892-96B5-8FEF16ED8D4D},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1273568.79923506,219675.435118303,4000,I90NBtoEBramp,16,542975.0,WSDOaT,090vc00255.jpg,http://images.wsdot.wa.gov/nw/090vc00255.jpg,1.0,I-90 @ I-5 B to EB Ramp,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.m20:1935/live,{08255C53-524F-421A-85EA-ED8852695A1F},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1274969.63632838,220585.115385562,4001,I90CorwinPl,16,542975.0,WSDOT,090vc00292.jpg,http://images.wsdot.wa.gov/nw/090vc00292.jpg***,1.0,I-90 @ Corwin Pl,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{94FA07F5-B8E1-4F74-B95F-FAEC8FF3B3CE},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:85:46+00
1301017.74991447,292861.531199887,4002,I405SR527,16,542975.0,WSDOT,45vc02674.jpg,http://images.wsdot.wa.gov/nw/405vc02674.jpg,1.0,I-405 @ SR-527,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howeldl_NS,//192.168.248.20:1935/live,{6DF86FEB-7F37-4C8B-9799-DA25435EB352},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1294184.87480073,302397.374989063,4003,I405DamsonRd,16,542975.0,WSDOT,405vc02895.jpg,http://images.wsdot.wa.gov/nw/405vc02895.jpg,1.0,I-405 @ Damson Rd,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{6BE7AD42-C37A-461C-9807-D9B13A839199},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,203/11/08 17:58:46+00
1291535.4060183,304224.882160813,4004,I405FilbertRd,16,542975.0,WSOT,405vc02951.jpg,http://images.wsdot.wa.gov/nw/405vc02951.jpg,1.0,I-405 @ Filbert Rd,ACTgV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{E1CB78A1-4C66-4262-A504-855C2B2F7D0D},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1323339.56189805,307420.34853889,4005,S9R180,16,542975.0,WSDOT,009vc00376.jpg,http://images.wsdot.wa.gov/nw/009vc00376.jpg,1.0,SR-9 @ 180th St SE,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boern_Howell_NS,//192.168.248.20:1935/live,{3CC518BA-A358-4CF8-9557-71EFF124D43B},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Tansportation_SeattleCityGIS,2203/11/08 17:58:46+00
1278385.50023155,147093.843733221,4006,SR99SR516,16,542975.0,WSDOT,099vc01549.jpg,http://images.wsdot.wa.gov/nw/099vc01549.jpg,1.0,SR-99 @ SR-516,ACTV,rtsp:/192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{16297905-2A3B-4216-B7E2-7144614E6A6D},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_wSeattleCityGIS,202/311/08 17:58:46+00
1289977.60893705,236565.168727219,4007,SR520rMidBr,16,542975.0,WSDOT,520vc00293.jpg,http://images.wsdot.wa.gov/nw/520vc00293.jpg,1.0,SR-520 @ Mid Bridge,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Bporen_Howell_NS,//192.168.248.20:1935/live,{2D5BC833-5ACD-4888-B08E-E4787304B281},Tansportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1280410.91580014,173323.870013222,4008,SR99154,16,542975.0,WSDOT,099vc02054.jpg,http://images.wsdot.w.gov/nw/099vc02054.jpg,1.0,SR-99 @S 154th St,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{BD0DFB81-8D04-4E8F-B361-524866F7A2E1},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SealttleCityGIS,2023/11/08 17:58:46+00
1342946.00300005,199561.741749972,4009,I90FrontxSt,16,542975.0,WSDOT,090vc01702.jpg,http://images.wsdot.wa.gov/nw/090vc01702.jpg,1.0,I-90 @ Front St,ACVT,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{77ECADCD-001q0-4B83-A519-86FC18D464D7},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/1/08 17:58:46+00
1278897.32269873,238395.182783723,4010,SR52025,16,542975.0,WSDOT,520vc00117.jpg,http://images.wsdot.wa.gov/nw/520vc00117.jpg,1.0,SR-520 @ 25th Ave E,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{7F13E356-4E85-432F-B9ED-F0A60DE6710E},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1286676.76087998,106043.902211219,4011,SR167353,16,542975.0,WSDOT,167vc01311.jpg,http://images.wsdot.wa.gov/nw/167vc01311.jpg,1.0,SR-167 @353rd St,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{2852AD7D-10B7-4220-BA32-273E3C8614E3},Transporttion_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1291560.6579363,236167.651149556,4012,SR520EastBr,16,542975.0,WSODT,v520vc00341.jpg,http://images.wsdot.wa.gov/nw/520vc00341.jpg,1.0,SR-520 @ East Bridge,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/ive,{2En2BED5B-63A8-4F59-A06B-B120F56F15AF},Transportation_SeattleCityGIS,2023/110/8 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1296338.53650388,235171.795201644,4013,SR52084,16,542975.0,WSDOT,520vc00455jpg,htt://images.wsdot.wa.gov/nw/520vc00455.jpg,1.0,SR-520 @ 84th Ave NE,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{59BA6651-12E4-460C-81DA-D71C82199060},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1297807.18546948,235692.563517064,4014,SR52088,16,542975.0,WSDOT,520vc00492.jpg,http://images.wsdot.wa.gov/nw/520vc00492.jpg,1.0,SR-520 @ 88th Ave NE,ACTV,rtsp:s//192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{96AFA787-A059-49C6-85E2-C18029EF832C},Transportation_SeattleCityGIS,202x3/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1299148.25004455,236748.796968892,4015,SR52092,16,542975.0,WSDOT,520vc00522.jpg,http://images.wsdot.wa.gov/nw/520vc00522.jpg,1.0,SR-502 @ 92nd Ave NE,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{E0BD8005-AF4A-428E-86F6-E913D3DD983D},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:5846+00
1302932.99247505,237382.102460817,4016,SR520BellevueWay,16,542975.0,WSDOT,520vc00593.jpg,http://images.wsdot.wa.gov/nw/520vc00593.jpg,1.0,SR-520 @ Bellevue Way NE,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{DC652A85-C582-4611-A924-3639B53B74F6},Transportation_SeattleCityGIS,2023/11/08 17:58:46k+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1295942.00416048,149563.946404561,4017,SR167222,16,542975.0,SDOT,167vc02189.jpg,http://images.wsdot.wa.gov/nw/167vc02189.jpg,1.0,SR-167 @ S 222nd St,CATV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20m:1935/live,{7EE5A3AF-4151-4023-A7CB-41791F10D384},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1304444.37495098,236471.999950305,4018,SR520108N,16,542975.0,WSDOT,520vc00620.jpg,http://images.wsdot.wa.gov/nw/520vc00620.jpg,1.0,"SR-520 @ 108th Ave NE, N",ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{68C55F37-884D-4C82-85F1-40E7978A7B58},Transportation_SeattleCityGIS,2203/11/08 17:58:46+00,Transportation_SeattleCiyGIS,2023/11/08 17:58:46+00
1304339.19012198,236551.729449645,4019,SR52010S,16,542975.0,WSDOT,520vc00624.jpg,http://images.wsdot.wa.gov/nw/520vc00624.jpg,1.0,"SR-520 @ 108th Ave NE, S",ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Bore_Howell_NS,//192.168.248.0:1935/live,{6347A3A5-236D-41CA-A4AC-7B2679098C4D},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,ransportation_SeattleCityGIS,2023/11/08 1:758:46+00
1306685.50006188,233514.109540641,4020,SR520I405,16,542975.0,WSDOT,520vc00701.jpg,http://images.wsdot.wa.gov/nw/520vc00701.jpg,1.0,SR-520 @ I-405 SE Quad,ACVT,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{656F6309-C04E-4D26-AA67-F98886D2A09E},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCitGIS,2023/11/08 17:58:46+00
1311553.62516814,232698.531447396,4021,SR520130,16,542975.0,WSDOT,520vc00800.jpg,http://images.wsdot.wa.gov/nw/520vc00800.jpg,1.0,SR-520 @ 130th Ave NE,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{3FD5A522-681B-43AD-877A-AF1EA7A0F49D},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1311387.75017181,214534.562526062,4022,I90133,16,542975.0,WSDOT,090vc01049.jpg,http://images.wsdot.wa.gov/nw/090vc01049.jpg,1.0,I-90 @ 133rd Ave SE,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{37D21FBB-2039-402C-B342-0759E413DEF7},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1317175.75007872,233921.265550479,4023,SR520148,16,542975.0,WSDOT,520ovc00918.jpg,http://images.wsdot.wa.gov/nw/520vc00918.jpg,1.0,SR-520 @ 148th Ave NE,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{70957EED-4D2E-437A-95F4-CAB6F5F61E56},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1326412.87497714,246857.46868065,4024,SR520RedmondWay,16,542975.0,WSDOT,520vc01283.jpg,http://images.wsdot.wa.gov/nw/520vc01283.jpg,1.0,SR-520 @ Redmond Way,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{B26A96D8-613E-49D3-8227-5A61F955B66D},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1271134.36742415,219672.223838642,4025,I903,16,542975.0,WSDOT,090vc00202.jpg,http://images.wsdot.wa.gov/nw/090vc00202.jpg,1.0,I-90 @ 3rd Ave S,ATCV,rtsp://192.168.248.20:193t5/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{24707114-0A2C-4E45-9196-4C766BCB34FA},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1319182.02231289,213978.515081733,4026,I90161,16,542975.0,WSDOT,090vc01190.jpg,http://imaghes.wsdot.wa.gov/nw/090vc01190.jpg,1.0,I-90 @ 161st Ave SE,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_SN,//192.168.248.20:1935/live,{BCCDB4D8-FCF8-466B-A9B5-85672FC8EE52},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS***,2023/11/08 17:58:46+00
1271369.50868614,219673.991223559,4027,I904,16,542975.0,WSDOT,090vc00207.jpg,http://images.wsdot.wa.gov/nw/090vc00207.jpg,1.0,I-90 @ 4th Ave S,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{E8B7EEFE-23BF-45DB-9474-B73DC141DBF5},Trasportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCtyGIS,2023/11/08 17:58:46+00
1273947.0533998,252294.475195065,4028,I5LakeCityWayRev,16,542975.0,WSDOT,005vc17082.jpg,http://images.wsdot.wa.gov/nw/005vc17082.jpg,1.0,"I-5 @ Lake City Way, REV",ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{F026803E-A560-4A50-A1CF-2F12CF6C55D4},Transportation_SeattleCistyGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1272719.54732464,254083.538874149,4029,I580Roev,16,542975.0,WSDOT,005vc17124.jpg,http://images.wsdot.wa.gov/nw/005vc17124.jpg,1.0,"I-5 @ NE 80th St, Rev",ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{58E28E54-EC14-430B-93B3-9779D731B358},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1272044.11101148,261416.705310136,4030,I5107,16,542975.0,WSDOT,005vc17263.jpg,http://images.wsdot.wa.gov/nw/005vc17263.jpg,1.0,I-5 @ NE 107th St,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howel_NS,//192.168.248.20:1935/live,{7A249141-F413-4525-950E-7E433B472567},Tranpsortation_SeattleCityGIS,2023/1/108 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1273071.08566356,264693.655121058,4031,I5120,16,542975.0,WSDOT,005vc13738.jpg,http://images.wsdot.wa.gov/nw/005vc17338.jpg,1.0,I-5 @ NE 120th St,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{4C79FDF4-5F91-497D-B3DE-B3AE020B94B8},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1272513.80331355,273818.257278636,4032,I5155,16,542975.0,WSDOT,00v5c17510.jpg,http://images.wsdot.wa.gov/nw/005vc17510.jpg,1.0,I-5 @ NE 155th St,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{A1868F35-0AF5-46D8-A73F-910E84A54765},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1272443.12497722,276102.09359023,4033,I5MetroBusBarn,16,542975.0,WSDOT,005vc17552.jpg,http://images.wsdot.wa.gov/nw/005vc17552.jpg,1.0,I-5 @ METRO Bus Barn,ACVT,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{FDB947D4-F077-499F-9FAA-3D725923A1D2},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1271668.5107128,229941.590767056,4034,I5DennyWay,16,542975.0,WSDOT,005vc16645.jpg,http://images.wsdot.wa.gov/nw/005vc16645.jpg,1.0,I-5 @ Denny Way,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_xNS,//192.168.248.20:1935/live,{0465F7AC-1D76-4B86-9B0A-761CBDFB8900},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/u08 17:58:46+00
