yearvalue(long),county,pqi(long),pqi_description,count_icd_nine(double precision),population_icd_nine(double precision),obs_rate_icd_nine(double precision),risk_adj_rate_icd_nine(double precision),count_icd_one_zero,population_icd_one_zero,obs_rate_icd_one_zero(double precision),risk_adj_rate_icd_one_zero(double precision),annotation_code(double precision),annotation_desc
2022,Butte,93,Diabetes Composite,0.0,304287.0,0.0,0.0,522,"165,784",314.9,270.6,1.0,Cell suppressed for small numbers
2005,Calaveras,1,Diabetes Short-term Complications,10.0,35913.0,27.8,29.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Calaveras,1,Diabetes Short-term Complications,14.0,36599.0,38.3,40.7,0,***,0.0,0.0,0.6261704440755124,Cell suppressed for small numbers
2007,Calaveras,1,Diabetes Short-term Complications,37.0,36944.0,100.2,107.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Calaveras,1,Diabetes Short-term Complications,30.0,37092.0,80.9,87.0,0,***,0.0,0.0,0.7719720968730467,Cell suppressed for small numbers
2009,Calaveras,1,Diabetes Short-term Complications,47.0,36875.0,127.5,138.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Calaveras,1,Diabetes Short-term Complications,40.0,36801.0,108.7,118.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Calaveras,1,Diabetes Short-term Complications,27.0,36652.0,73.7,80.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Calaveras,1,Diabetes Short-term Complications,24.0,37597.0,63.8,68.8,0,***,0.0,0.0,0.990188554727291,Cell suppressed for small numbers
2013,Calaveras,1,Diabetes Short-term Complications,22.0,37646.0,58.4,63.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Calaveras,1,Diabetes Short-term Complications,25.0,38886.0,64.3,69.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Calaveras,1,Diabetes Short-term Complications,25.0,28698.0,87.1,94.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Calaveras,1,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,18,"37,568",47.9,51.9,1.0,Cell suppressed for small numbers
2017,Calaveras,1,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,34,"37,872",89.8,97.5,0.9745939858329332,Cell suppressed for small numbers
2018,Calaveras,1,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,20,"37,987",52.6,57.4,1.0,Cell suppressed for small numbers
2019,Calaveras,1,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,19,"38,289",49.6,54.3,1.0,Cell suppressed for small numbers
2020,Calaveras,1,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,24,"37,673",63.7,69.5,1.0,Cell suppressed for small numbers
2021,Calaveras,1,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,18,"38,312",47.0,51.3,1.0,Cell suppressed for small numbers
2022,Calaveras,1,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,24,"38,508",62.3,68.2,1.0,Cell suppressed for small numbers
2005,Calaveras,2,Perforated Appendix,15.0,38.0,39.5,39.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Calaveras,2,Perforated Appendix,9.0,32.0,28.1,27.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Calaveras,2,Perforated Appendix,13.0,44.0,29.5,24.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Calaveras,2,Perforated Appendix,10.0,37.0,27.0,25.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Calaveras,2,Perforated Appendix,15.0,39.0,38.5,33.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Calaveras,2,Perforated Appendix,12.0,25.0,48.0,42.1,0,***,0.0,0.0,1.388168112272666,Cell suppressed for small numbers
2011,Calaveras,2,Perforated Appendix,18.0,43.0,41.9,35.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Calaveras,2,Perforated Appendix,9.0,23.0,39.1,35.4,0,***,0.0,0.0,0.8911342401955246,Cell suppressed for small numbers
2013,Calaveras,2,Perforated Appendix,5.0,22.0,22.7,20.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Calaveras,2,Perforated Appendix,6.0,16.0,37.5,37.7,0,***,0.0,0.0,1.444778392575936,Cell suppressed for small numbers
2015,Calaveras,2,Perforated Appendix,10.0,22.0,45.5,37.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2005,Calaveras,3,Diabetes Long-term Complications,17.0,35913.0,47.3,40.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Calaveras,3,Diabetes Long-term Complications,34.0,36599.0,92.9,78.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Calaveras,3,Diabetes Long-term Complications,23.0,36944.0,62.3,52.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Calaveras,3,Diabetes Long-term Complications,20.0,37092.0,53.9,44.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Calaveras,3,Diabetes Long-term Complications,38.0,36875.0,103.1,83.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Calaveras,3,Diabetes Long-term Complications,32.0,36801.0,87.0,70.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Calaveras,3,Diabetes Long-term Complications,25.0,36652.0,68.2,54.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Calaveras,3,Diabetes Long-term Complications,17.0,37597.0,45.2,36.7,0,***,0.0,0.0,1.118388510049122,Cell suppressed for small numbers
2013,Calaveras,3,Diabetes Long-term Complications,39.0,37646.0,103.6,83.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Calaveras,3,Diabetes Long-term Complications,51.0,38886.0,131.2,104.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Calaveras,3,Diabetes Long-term Complications,25.0,28698.0,87.1,69.9,0,***,0.0,0.0,1.020507219740268,Cell suppressed for small numbers
2016,Calaveras,3,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,45,"37,568",119.8,102.7,0.6293482313051919,Cell suppressed for small numbers
2017,Calaveras,3,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,50,"37,872",132.0,113.4,0.8657698062353616,Cell suppressed for small numbers
2018,Calaveras,3,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,43,"37,987",113.2,97.0,1.0,Cell suppressed for small numbers
2019,Calaveras,3,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,24,"38,289",62.7,53.6,1.0,Cell suppressed for small numbers
2020,Calaveras,3,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,34,"37,673",90.3,77.2,1.0,Cell suppressed for small numbers
2021,Calaveras,3,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,33,"38,312",86.1,74.1,1.0,Cell suppressed for small numbers
2022,Calaveras,3,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,31,"38,508",80.5,69.3,1.0,Cell suppressed for small numbers
2005,Calaveras,5,COPD or Asthma in Older Adults (Age 40+),102.0,26966.0,378.3,369.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Calaveras,5,COPD or Asthma in Older Adults (Age 40+),91.0,27478.0,331.2,322.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Calaveras,5,COPD or Asthma in Older Adults (Age 40+),103.0,27835.0,370.0,354.8,0,***,0.0,0.0,0.6647757511637762,Cell suppressed for small numbers
2008,Calaveras,5,COPD or Asthma in Older Adults (Age 40+),130.0,28092.0,462.8,437.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Calaveras,5,COPD or Asthma in Older Adults (Age 40+),127.0,28049.0,452.8,421.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Calaveras,5,COPD or Asthma in Older Adults (Age 40+),98.0,28134.0,348.3,320.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Calaveras,5,COPD or Asthma in Older Adults (Age 40+),116.0,27990.0,414.4,375.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Calaveras,5,COPD or Asthma in Older Adults (Age 40+),117.0,28007.0,417.8,370.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Calaveras,5,COPD or Asthma in Older Adults (Age 40+),108.0,27949.0,386.4,335.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Calaveras,5,COPD or Asthma in Older Adults (Age 40+),90.0,29418.0,305.9,271.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Calaveras,5,COPD or Asthma in Older Adults (Age 40+),63.0,20977.0,300.3,251.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Calaveras,5,COPD or Asthma in Older Adults (Age 40+),0.0,304287.0,0.0,0.0,74,"28,404",260.5,307.3,1.0,Cell suppressed for small numbers
2017,Calaveras,5,COPD or Asthma in Older Adults (Age 40+),0.0,304287.0,0.0,0.0,83,"28,464",291.6,340.5,1.0,Cell suppressed for small numbers
2018,Calaveras,5,COPD or Asthma in Older Adults (Age 40+),0.0,304287.0,0.0,0.0,62,"28,500",217.5,250.8,1.0,Cell suppressed for small numbers
2019,Calaveras,5,COPD or Asthma in Older Adults (Age 40+),0.0,304287.0,0.0,0.0,81,"28,697",282.3,322.2,1.0,Cell suppressed for small numbers
2020,Calaveras,5,COPD or Asthma in Older Adults (Age 40+),0.0,304287.0,0.0,0.0,65,"28,198",230.5,264.1,1.0,Cell suppressed for small numbers
2021,Calaveras,5,COPD or Asthma in Older Adults (Age 40+),0.0,304287.0,0.0,0.0,38,"28,535",133.2,152.4,1.0,Cell suppressed for small numbers
2022,Calaveras,5,COPD or Asthma in Older Adults (Age 40+),0.0,304287.0,0.0,0.0,57,"28,626",199.1,227.2,1.0,Cell suppressed for small numbers
2005,Calaveras,7,Hypertension,7.0,35913.0,19.5,16.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Calaveras,7,Hypertension,8.0,36599.0,21.9,18.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Calaveras,7,Hypertension,9.0,36944.0,24.4,20.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Calaveras,7,Hypertension,10.0,37092.0,27.0,22.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Calaveras,7,Hypertension,5.0,36875.0,13.6,11.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Calaveras,7,Hypertension,8.0,36801.0,21.7,18.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Calaveras,7,Hypertension,12.0,36652.0,32.7,27.1,0,***,0.0,0.0,1.3142087565530929,Cell suppressed for small numbers
2012,Calaveras,7,Hypertension,10.0,37597.0,26.6,22.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Calaveras,7,Hypertension,9.0,37646.0,23.9,19.9,0,***,0.0,0.0,1.053517667171893,Cell suppressed for small numbers
2014,Calaveras,7,Hypertension,6.0,38886.0,15.4,12.8,0,***,0.0,0.0,1.2814744991496276,Cell suppressed for small numbers
2015,Calaveras,7,Hypertension,4.0,28698.0,13.9,11.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Calaveras,7,Hypertension,0.0,304287.0,0.0,0.0,7,"37,568",18.6,17.4,1.0,Cell suppressed for small numbers
2017,Calaveras,7,Hypertension,0.0,304287.0,0.0,0.0,17,"37,872",44.9,41.8,0.8312676727175511,Cell suppressed for small numbers
2018,Calaveras,7,Hypertension,0.0,304287.0,0.0,0.0,6,"37,987",15.8,14.6,1.0,Cell suppressed for small numbers
2019,Calaveras,7,Hypertension,0.0,304287.0,0.0,0.0,11,"38,289",28.7,26.3,1.0,Cell suppressed for small numbers
2020,Calaveras,7,Hypertension,0.0,304287.0,0.0,0.0,18,"37,673",47.8,43.9,0.6398924977448843,Cell suppressed for small numbers
2021,Calaveras,7,Hypertension,0.0,304287.0,0.0,0.0,15,"38,312",39.2,35.9,0.6679223577400224,Cell suppressed for small numbers
2022,Calaveras,7,Hypertension,0.0,304287.0,0.0,0.0,8,"38,508",20.8,19.0,0.5932157332015641,Cell suppressed for small numbers
2005,Calaveras,8,Heart Failure,144.0,35915.0,400.9,335.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Calaveras,8,Heart Failure,132.0,36599.0,360.7,300.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Calaveras,8,Heart Failure,103.0,36946.0,278.8,228.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Calaveras,8,Heart Failure,125.0,37092.0,337.0,271.1,0,***,0.0,0.0,1.457525055484292,Cell suppressed for small numbers
2009,Calaveras,8,Heart Failure,118.0,36875.0,320.0,250.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Calaveras,8,Heart Failure,111.0,36801.0,301.6,232.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Calaveras,8,Heart Failure,103.0,36652.0,281.0,212.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Calaveras,8,Heart Failure,114.0,37597.0,303.2,228.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Calaveras,8,Heart Failure,130.0,37646.0,345.3,255.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Calaveras,8,Heart Failure,108.0,38886.0,277.7,206.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Calaveras,8,Heart Failure,88.0,28698.0,306.6,219.8,0,***,0.0,0.0,0.7238972297053208,Cell suppressed for small numbers
2016,Calaveras,8,Heart Failure,0.0,304287.0,0.0,0.0,113,"37,568",300.8,269.2,1.112351780681211,Cell suppressed for small numbers
2017,Calaveras,8,Heart Failure,0.0,304287.0,0.0,0.0,136,"37,872",359.1,318.6,1.0,Cell suppressed for small numbers
2018,Calaveras,8,Heart Failure,0.0,304287.0,0.0,0.0,144,"37,988",379.1,329.7,1.4398955536863804,Cell suppressed for small numbers
2019,Calaveras,8,Heart Failure,0.0,304287.0,0.0,0.0,157,"38,289",410.0,350.1,0.9979966732395372,Cell suppressed for small numbers
2020,Calaveras,8,Heart Failure,0.0,304287.0,0.0,0.0,123,"37,673",326.5,280.1,1.0,Cell suppressed for small numbers
2021,Calaveras,8,Heart Failure,0.0,304287.0,0.0,0.0,146,"38,312",381.1,325.9,1.0,Cell suppressed for small numbers
2022,Calaveras,8,Heart Failure,0.0,304287.0,0.0,0.0,145,"38,508",376.5,318.1,1.0,Cell suppressed for small numbers
2005,Calaveras,10,Dehydration,69.0,35913.0,192.1,165.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Calaveras,10,Dehydration,71.0,36599.0,194.0,166.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Calaveras,10,Dehydration,57.0,36944.0,154.3,130.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Calaveras,10,Dehydration,39.0,37092.0,105.1,87.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Calaveras,10,Dehydration,42.0,36875.0,113.9,93.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Calaveras,10,Dehydration,44.0,36801.0,119.6,96.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Calaveras,10,Dehydration,54.0,36652.0,147.3,116.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Calaveras,10,Dehydration,46.0,37597.0,122.4,96.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Calaveras,10,Dehydration,45.0,37646.0,119.5,92.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Calaveras,10,Dehydration,49.0,38886.0,126.0,98.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Calaveras,10,Dehydration,24.0,28698.0,83.6,63.2,0,***,0.0,0.0,1.1635912429383075,Cell suppressed for small numbers
2005,Calaveras,11,Community-Acquired Pneumonia,173.0,35913.0,481.7,411.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Calaveras,11,Community-Acquired Pneumonia,158.0,36599.0,431.7,366.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Calaveras,11,Community-Acquired Pneumonia,133.0,36944.0,360.0,301.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Calaveras,11,Community-Acquired Pneumonia,131.0,37092.0,353.2,291.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Calaveras,11,Community-Acquired Pneumonia,109.0,36875.0,295.6,237.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Calaveras,11,Community-Acquired Pneumonia,115.0,36801.0,312.5,247.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Calaveras,11,Community-Acquired Pneumonia,93.0,36653.0,253.7,197.6,0,***,0.0,0.0,1.2477524700717468,Cell suppressed for small numbers
2012,Calaveras,11,Community-Acquired Pneumonia,105.0,37597.0,279.3,217.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Calaveras,11,Community-Acquired Pneumonia,95.0,37646.0,252.4,193.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Calaveras,11,Community-Acquired Pneumonia,93.0,38886.0,239.2,184.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Calaveras,11,Community-Acquired Pneumonia,73.0,28698.0,254.4,189.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Calaveras,11,Community-Acquired Pneumonia,0.0,304287.0,0.0,0.0,72,"37,568",191.7,170.6,1.0,Cell suppressed for small numbers
2017,Calaveras,11,Community-Acquired Pneumonia,0.0,304287.0,0.0,0.0,66,"37,872",174.3,153.6,1.0,Cell suppressed for small numbers
2018,Calaveras,11,Community-Acquired Pneumonia,0.0,304287.0,0.0,0.0,72,"37,987",189.5,164.0,1.0,Cell suppressed for small numbers
2019,Calaveras,11,Community-Acquired Pneumonia,0.0,304287.0,0.0,0.0,80,"38,289",208.9,177.6,0.8410448134677248,Cell suppressed for small numbers
2020,Calaveras,11,Community-Acquired Pneumonia,0.0,304287.0,0.0,0.0,48,"37,673",127.4,108.9,0.519484994957598,Cell suppressed for small numbers
2021,Calaveras,11,Community-Acquired Pneumonia,0.0,304287.0,0.0,0.0,40,"38,312",104.4,88.9,1.0,Cell suppressed for small numbers
2022,Calaveras,11,Community-Acquired Pneumonia,0.0,304287.0,0.0,0.0,51,"38,508",132.4,111.5,1.0,Cell suppressed for small numbers
2005,Calaveras,12,Urinary Tract Infection,54.0,35913.0,150.4,136.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Calaveras,12,Urinary Tract Infection,51.0,36599.0,139.3,125.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Calaveras,12,Urinary Tract Infection,49.0,36944.0,132.6,118.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Calaveras,12,Urinary Tract Infection,68.0,37092.0,183.3,162.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Calaveras,12,Urinary Tract Infection,64.0,36875.0,173.6,150.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Calaveras,12,Urinary Tract Infection,42.0,36801.0,114.1,97.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Calaveras,12,Urinary Tract Infection,62.0,36653.0,169.2,141.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Calaveras,12,Urinary Tract Infection,67.0,37597.0,178.2,149.0,0,***,0.0,0.0,0.6472161271885067,Cell suppressed for small numbers
2013,Calaveras,12,Urinary Tract Infection,49.0,37646.0,130.2,106.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Calaveras,12,Urinary Tract Infection,54.0,38886.0,138.9,115.3,0,***,0.0,0.0,1.0080521171883805,Cell suppressed for small numbers
2015,Calaveras,12,Urinary Tract Infection,37.0,28698.0,128.9,102.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Calaveras,12,Urinary Tract Infection,0.0,304287.0,0.0,0.0,29,"37,568",77.2,74.9,1.0,Cell suppressed for small numbers
2017,Calaveras,12,Urinary Tract Infection,0.0,304287.0,0.0,0.0,42,"37,872",110.9,106.6,1.0,Cell suppressed for small numbers
2018,Calaveras,12,Urinary Tract Infection,0.0,304287.0,0.0,0.0,40,"37,987",105.3,98.4,1.0,Cell suppressed for small numbers
2019,Calaveras,12,Urinary Tract Infection,0.0,304287.0,0.0,0.0,35,"38,289",91.4,83.6,1.0,Cell suppressed for small numbers
2020,Calaveras,12,Urinary Tract Infection,0.0,304287.0,0.0,0.0,28,"37,673",74.3,68.4,1.0,Cell suppressed for small numbers
2021,Calaveras,12,Urinary Tract Infection,0.0,304287.0,0.0,0.0,32,"38,312",83.5,76.3,1.0,Cell suppressed for small numbers
2022,Calaveras,12,Urinary Tract Infection,0.0,304287.0,0.0,0.0,45,"38,508",116.9,104.8,1.0,Cell suppressed for small numbers
2005,Calaveras,13,Angina without Procedure,28.0,35913.0,78.0,64.5,0,***,0.0,0.0,0.8620104545994824,Cell suppressed for small numbers
2006,Calaveras,13,Angina without Procedure,16.0,36599.0,43.7,36.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Calaveras,13,Angina without Procedure,39.0,36944.0,105.6,85.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Calaveras,13,Angina without Procedure,17.0,37092.0,45.8,36.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Calaveras,13,Angina without Procedure,30.0,36875.0,81.4,64.4,0,***,0.0,0.0,0.7524107790322987,Cell suppressed for small numbers
2010,Calaveras,13,Angina without Procedure,21.0,36801.0,57.1,44.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Calaveras,13,Angina without Procedure,19.0,36652.0,51.8,40.3,0,***,0.0,0.0,1.194549483037003,Cell suppressed for small numbers
2012,Calaveras,13,Angina without Procedure,10.0,37597.0,26.6,20.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Calaveras,13,Angina without Procedure,8.0,37646.0,21.3,16.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Calaveras,13,Angina without Procedure,4.0,38886.0,10.3,8.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Calaveras,13,Angina without Procedure,2.0,28698.0,7.0,5.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2005,Calaveras,14,Uncontrolled Diabetes,2.0,35913.0,5.6,4.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Calaveras,14,Uncontrolled Diabetes,3.0,36599.0,8.2,7.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Calaveras,14,Uncontrolled Diabetes,3.0,36944.0,8.1,7.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Calaveras,14,Uncontrolled Diabetes,2.0,37092.0,5.4,4.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Calaveras,14,Uncontrolled Diabetes,4.0,36875.0,10.8,9.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Calaveras,14,Uncontrolled Diabetes,5.0,36801.0,13.6,11.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Calaveras,14,Uncontrolled Diabetes,4.0,36652.0,10.9,9.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Calaveras,14,Uncontrolled Diabetes,3.0,37597.0,8.0,6.9,0,***,0.0,0.0,0.9963224568932932,Cell suppressed for small numbers
2013,Calaveras,14,Uncontrolled Diabetes,3.0,37646.0,8.0,6.9,0,***,0.0,0.0,0.988246780520411,Cell suppressed for small numbers
2014,Calaveras,14,Uncontrolled Diabetes,1.0,38886.0,2.6,2.2,0,***,0.0,0.0,0.5229142886136091,Cell suppressed for small numbers
2015,Calaveras,14,Uncontrolled Diabetes,4.0,28698.0,13.9,12.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Calaveras,14,Uncontrolled Diabetes,0.0,304287.0,0.0,0.0,12,"37,568",31.9,31.6,1.0,Cell suppressed for small numbers
2017,Calaveras,14,Uncontrolled Diabetes,0.0,304287.0,0.0,0.0,14,"37,872",37.0,36.4,1.0,Cell suppressed for small numbers
2018,Calaveras,14,Uncontrolled Diabetes,0.0,304287.0,0.0,0.0,11,"37,987",29.0,28.2,1.0,Cell suppressed for small numbers
2019,Calaveras,14,Uncontrolled Diabetes,0.0,304287.0,0.0,0.0,7,"38,289",18.3,17.6,1.0,Cell suppressed for small numbers
2020,Calaveras,14,Uncontrolled Diabetes,0.0,304287.0,0.0,0.0,7,"37,673",18.6,18.0,1.0,Cell suppressed for small numbers
2021,Calaveras,14,Uncontrolled Diabetes,0.0,304287.0,0.0,0.0,7,"38,312",18.3,17.7,0.7431638596981367,Cell suppressed for small numbers
2022,Calaveras,14,Uncontrolled Diabetes,0.0,304287.0,0.0,0.0,5,"38,508",13.0,12.5,0.8727682993037538,Cell suppressed for small numbers
2005,Calaveras,15,Asthma in Younger Adults (Age 18-39),0.0,304287.0,67.1,66.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Calaveras,15,Asthma in Younger Adults (Age 18-39),0.0,304287.0,21.9,21.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Calaveras,15,Asthma in Younger Adults (Age 18-39),0.0,304287.0,11.0,10.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Calaveras,15,Asthma in Younger Adults (Age 18-39),0.0,304287.0,33.3,33.0,0,***,0.0,0.0,0.509231508703787,Cell suppressed for small numbers
2009,Calaveras,15,Asthma in Younger Adults (Age 18-39),0.0,304287.0,22.7,22.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Calaveras,15,Asthma in Younger Adults (Age 18-39),0.0,304287.0,46.2,46.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Calaveras,15,Asthma in Younger Adults (Age 18-39),0.0,304287.0,92.4,93.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Calaveras,15,Asthma in Younger Adults (Age 18-39),0.0,304287.0,20.9,21.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Calaveras,15,Asthma in Younger Adults (Age 18-39),0.0,304287.0,20.6,21.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Calaveras,15,Asthma in Younger Adults (Age 18-39),0.0,304287.0,31.7,32.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Calaveras,15,Asthma in Younger Adults (Age 18-39),0.0,304287.0,13.0,13.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Calaveras,15,Asthma in Younger Adults (Age 18-39),0.0,304287.0,0.0,0.0,0,***,10.9,13.2,1.0,Cell suppressed for small numbers
2017,Calaveras,15,Asthma in Younger Adults (Age 18-39),0.0,304287.0,0.0,0.0,0,"9,408",0.0,0.0,1.0,Cell suppressed for small numbers
2018,Calaveras,15,Asthma in Younger Adults (Age 18-39),0.0,304287.0,0.0,0.0,0,***,10.5,12.7,1.0,Cell suppressed for small numbers
2019,Calaveras,15,Asthma in Younger Adults (Age 18-39),0.0,304287.0,0.0,0.0,0,***,20.9,25.0,1.0,Cell suppressed for small numbers
2020,Calaveras,15,Asthma in Younger Adults (Age 18-39),0.0,304287.0,0.0,0.0,0,***,21.1,25.3,1.0,Cell suppressed for small numbers
2021,Calaveras,15,Asthma in Younger Adults (Age 18-39),0.0,304287.0,0.0,0.0,0,***,20.5,24.3,1.0,Cell suppressed for small numbers
