yearvalue(long),prscrbr_geo_lvl,prscrbr_geo_cd(double precision),prscrbr_geo_desc,breakout_type,breakout,tot_prscrbrs(double precision),tot_opioid_prscrbrs(double precision),tot_opioid_clms(double precision),tot_clms(double precision),opioid_prscrbng_rate(double precision),opioid_prscrbng_rate_five_y_chg(double precision),opioid_prscrbng_rate_one_y_chg(double precision),la_tot_opioid_clms(double precision),la_opioid_prscrbng_rate(double precision),la_opioid_prscrbng_rate_five_y_chg(double precision),la_opioid_prscrbng_rate_one_y_chg(double precision)
2021,County,1005.0,Montana,Totals,Rural,32.0,19.0,1338.0,74163.0,1.8,-1.76,-0.21,48.0,3.59,-2.96,0.46
2021,County,1007.0,Florida,Totals,Rural,73.0,41.0,3339.0,103718.0,3.22,-0.58,0.18,247.0,7.4,-0.07,0.74
2021,County,1009.0,Washington,Totals,Urban,40.0,23.0,4750.0,151727.0,3.13,-2.61,0.05,69.0,1.45,-1.63,0.0
2021,County,1011.0,Montana,Totals,Rural,8.0,7.0,1101.0,20230.0,5.44,0.68,0.56,20.0,1.82,-1.67,-0.77
2021,County,1013.0,Florida,Totals,Rural,40.0,22.0,2553.0,95645.0,2.67,-1.57,-0.06,93.0,3.64,-0.26,0.01
2021,County,1015.0,Indiana,Totals,Rural,306.0,187.0,42447.0,644485.0,6.59,-0.76,0.33,3508.0,8.26,1.4,0.47
2021,County,1017.0,Delaware,Totals,Urban,31.0,25.0,8617.0,131376.0,6.56,-1.26,0.43,761.0,8.83,-3.69,-0.57
2021,County,1019.0,New Mexico,Totals,Urban,48.0,25.0,8072.0,162918.0,4.95,-2.73,-1.02,742.0,9.19,-6.23,-2.53
2021,County,1021.0,District of Columbia,Totals,Rural,55.0,34.0,8334.0,172729.0,4.82,-2.5,-0.33,84.0,1.01,-1.47,-0.09
2021,County,1023.0,Georgia,Totals,Urban,14.0,10.0,3089.0,70441.0,4.39,-2.99,-0.11,62.0,2.01,-7.08,-0.03
2021,County,1025.0,National,Totals,Rural,39.0,29.0,8034.0,158850.0,5.06,-0.74,-0.1,186.0,2.32,-2.61,-0.89
2021,County,1027.0,Arizona,Totals,Rural,14.0,11.0,6299.0,98470.0,6.4,-1.62,-0.18,636.0,10.1,-4.84,-0.72
2021,County,1029.0,New Mexico,Totals,Rural,3.0,3.0,2392.0,34464.0,6.94,-0.78,0.55,151.0,6.31,0.01,-0.13
2021,County,1031.0,Colorado,Totals,Urban,103.0,68.0,14341.0,221748.0,6.47,-1.41,-0.17,685.0,4.78,-3.77,-1.08
2021,County,1033.0,National,Totals,Urban,190.0,114.0,36556.0,546232.0,6.69,-0.13,-0.17,1011.0,2.77,-1.9,-0.46
2021,County,1035.0,Georgia,Totals,Rural,13.0,11.0,9477.0,105999.0,8.94,-0.57,0.19,254.0,2.68,-2.38,-0.21
2021,County,1037.0,Hawaii,Totals,Urban,3.0,1.0,18.0,4875.0,0.37,-4.03,-0.95,0.0,0.0,0.0,0.0
2021,County,1039.0,Alabama,Totals,Rural,82.0,49.0,14167.0,252512.0,5.61,-2.24,-0.31,328.0,2.32,-2.82,-0.32
2021,County,1041.0,National,Totals,Rural,15.0,5.0,3256.0,68520.0,4.75,-0.82,-0.41,148.0,4.55,-2.4,0.24
2021,County,1043.0,Mississippi,Totals,Urban,264.0,155.0,27635.0,592117.0,4.67,-3.16,-0.59,1572.0,5.69,-6.37,-0.56
2021,County,1045.0,California,Totals,Rural,50.0,29.0,4086.0,82688.0,4.94,-2.55,-0.35,103.0,2.52,-0.8,-0.42
2021,County,1047.0,Missouri,Totals,Rural,92.0,55.0,10807.0,270028.0,4.0,-2.21,0.0,248.0,2.29,-13.33,-0.56
2021,County,1049.0,National,Totals,Rural,129.0,70.0,20154.0,346053.0,5.82,-0.96,-0.35,909.0,4.51,-2.6,-0.92
2021,County,1051.0,Idaho,Totals,Urban,71.0,53.0,11704.0,207991.0,5.63,-1.92,-0.76,426.0,3.64,-0.9,0.58
2021,County,1053.0,National,Totals,Urban,67.0,45.0,12632.0,183370.0,6.89,-1.15,0.11,206.0,1.63,-2.72,-0.56
2021,County,1055.0,Iowa,Totals,Rural,346.0,214.0,51914.0,820964.0,6.32,-2.11,-0.57,5314.0,10.24,-4.83,-0.88
2021,County,1057.0,Florida,Totals,Rural,21.0,12.0,3180.0,93971.0,3.38,-1.51,-0.21,157.0,4.94,-0.94,1.63
2021,County,1059.0,Kansas,Totals,Urban,54.0,35.0,11370.0,131946.0,8.62,-2.79,-0.68,163.0,1.43,-2.98,-0.22
2021,County,1061.0,Alabama:Geneva,Totals,Urban,19.0,15.0,4459.0,90722.0,4.92,-1.51,-0.21,160.0,3.59,-3.95,-1.11
2021,County,1063.0,Delaware,Totals,Urban,6.0,4.0,329.0,19756.0,1.67,-3.38,-0.23,21.0,6.38,-2.6,0.75
2021,County,1065.0,Colorado,Totals,Urban,17.0,8.0,1466.0,72955.0,2.01,-3.16,-0.08,57.0,3.89,0.78,0.56
2021,County,1067.0,New Jersey,Totals,Rural,14.0,9.0,4372.0,74348.0,5.88,-0.85,-0.39,140.0,3.2,-0.29,-0.9
2021,County,1069.0,Alabama:Houston,Totals,Rural,619.0,355.0,68558.0,1184472.0,5.79,-1.08,-0.37,4007.0,5.84,-2.29,-0.77
2021,County,1071.0,Washington,Totals,Urban,98.0,60.0,17631.0,298165.0,5.91,-1.26,-0.23,411.0,2.33,-2.26,-0.15
2021,County,1073.0,Alabama:Jefferson,Totals,Rural,4913.0,2715.0,356998.0,5465510.0,6.53,-0.59,-0.05,29879.0,8.37,-1.76,-0.5
2021,County,1075.0,National,Totals,Urban,14.0,6.0,3651.0,61419.0,5.94,-3.51,-0.49,88.0,2.41,1.35,0.5
2021,County,1077.0,Pennsylvania,Totals,Urban,318.0,205.0,25860.0,623949.0,4.14,-1.83,-0.16,757.0,2.93,-3.55,-1.9
2021,County,1079.0,Iowa,Totals,Urban,23.0,12.0,5829.0,99571.0,5.85,0.02,0.03,180.0,3.09,-1.35,-1.18
2021,County,1081.0,National,Totals,Rural,352.0,224.0,29366.0,662218.0,4.43,-0.78,-0.22,1739.0,5.92,-1.73,-1.78
2021,County,1083.0,Kansas,Totals,Urban,155.0,85.0,12844.0,289720.0,4.43,-0.67,-0.16,329.0,2.56,-1.42,-0.6
2021,County,1085.0,Colorado,Totals,Rural,2.0,1.0,687.0,11979.0,5.74,-2.99,-0.59,11.0,1.6,0.0,0.06
2021,County,1087.0,Kansas,Totals,Rural,12.0,3.0,180.0,15780.0,1.14,-1.74,-1.6,0.0,0.0,0.0,0.0
2021,County,1089.0,Delaware,Totals,Urban,1564.0,891.0,122526.0,1837027.0,6.67,-2.75,-0.52,8086.0,6.6,-4.19,-0.63
2021,County,1091.0,National,Totals,Rural,27.0,18.0,4820.0,107063.0,4.5,-1.52,-0.27,263.0,5.46,0.11,1.67
2021,County,1093.0,California,Totals,Rural,63.0,37.0,14470.0,226773.0,6.38,-0.77,-0.05,382.0,2.64,-2.14,0.73
2021,County,1095.0,National,Totals,Urban,248.0,143.0,48390.0,752481.0,6.43,-0.14,1.05,2859.0,5.91,-0.92,1.58
2021,County,1097.0,Montana,Totals,Rural,1766.0,1122.0,176942.0,2682499.0,6.6,-1.43,-0.46,10871.0,6.14,-2.42,0.07
2021,County,1099.0,Arizona,Totals,Urban,30.0,20.0,4150.0,97132.0,4.27,-0.35,0.02,204.0,4.92,-2.26,-1.96
2021,County,1101.0,Missouri,Totals,Rural,966.0,549.0,80111.0,1599722.0,5.01,-2.1,-0.16,7343.0,9.17,-2.44,-0.58
2021,County,1103.0,Hawaii,Totals,Urban,311.0,203.0,45322.0,681895.0,6.65,-2.27,-0.18,3557.0,7.85,-10.28,-0.2
2021,County,1105.0,Pennsylvania,Totals,Urban,12.0,9.0,2381.0,48840.0,4.88,-0.13,-0.5,285.0,11.97,-6.59,0.08
2021,County,1107.0,Iowa,Totals,Rural,20.0,14.0,6205.0,112213.0,5.53,-0.18,0.18,303.0,4.88,-3.64,-1.53
2021,County,1109.0,Montana,Totals,Urban,61.0,30.0,5621.0,124114.0,4.53,0.14,0.38,261.0,4.64,-4.26,-1.19
2021,County,1111.0,Alabama:Randolph,Totals,Rural,22.0,15.0,1871.0,105132.0,1.78,-3.36,-0.19,53.0,2.83,-2.81,0.58
2021,County,1113.0,Alabama:Russell,Totals,Rural,47.0,25.0,6491.0,97517.0,6.66,1.08,-0.24,462.0,7.12,-1.68,1.35
2021,County,1115.0,Washington,Totals,Urban,129.0,74.0,34601.0,377238.0,9.17,-2.34,-0.86,3686.0,10.65,-4.19,-0.43
2021,County,1117.0,National,Totals,Rural,478.0,288.0,45819.0,780114.0,5.87,-2.87,-0.22,3182.0,6.94,-6.43,-0.37
2021,County,1119.0,Colorado,Totals,Rural,10.0,9.0,1353.0,21701.0,6.23,-0.75,-0.43,22.0,1.63,-1.9,-0.72
2021,County,1121.0,District of Columbia,Totals,Rural,127.0,81.0,22050.0,457996.0,4.81,-3.21,-0.48,558.0,2.53,-2.34,-0.42
2021,County,1123.0,National,Totals,Urban,86.0,54.0,9013.0,276159.0,3.26,-1.17,0.02,352.0,3.91,-1.62,0.11
2021,County,1125.0,Delaware,Totals,Rural,721.0,442.0,70930.0,1158357.0,6.12,-1.6,-0.16,8679.0,12.24,-2.18,-0.38
2021,County,1127.0,Georgia,Totals,Rural,167.0,103.0,36450.0,472008.0,7.72,-1.37,-0.49,2041.0,5.6,-3.81,-0.63
2021,County,1129.0,National,Totals,Rural,12.0,8.0,1239.0,27048.0,4.58,-2.5,-0.13,181.0,14.61,4.54,0.59
2021,County,1131.0,Missouri,Totals,Rural,9.0,5.0,420.0,31237.0,1.34,-2.43,-0.18,12.0,2.86,-3.89,-0.9
2021,County,1133.0,Colorado,Totals,Rural,34.0,22.0,9825.0,162127.0,6.06,-0.48,0.17,459.0,4.67,-3.31,0.03
2021,County,2013.0,Arkansas,Totals,Urban,1.0,1.0,0.0,36.0,3.6,-1.32,-0.21,0.0,0.0,0.0,0.0
2021,County,2016.0,Alabama:Randolph,Totals,Rural,12.0,7.0,100.0,2105.0,4.75,-8.23,0.76,0.0,0.0,0.0,0.0
2021,County,2020.0,National,Totals,Urban,1567.0,975.0,38065.0,922360.0,4.13,-2.17,-0.28,5292.0,13.9,-3.68,-2.0
2021,County,2050.0,New Mexico,Totals,Urban,41.0,20.0,335.0,10807.0,3.1,-3.67,0.27,36.0,10.75,-0.49,-3.81
2021,County,2060.0,California,Totals,Urban,3.0,2.0,0.0,271.0,3.6,-1.32,-0.21,0.0,0.0,0.0,0.0
2021,County,2068.0,National,Totals,Rural,1.0,1.0,0.0,473.0,3.6,-1.32,-0.21,0.0,0.0,0.0,0.0
2021,County,2070.0,National,Totals,Rural,17.0,12.0,323.0,6994.0,4.62,-1.47,-0.54,77.0,23.84,13.54,7.66
2021,County,2090.0,Georgia,Totals,Rural,332.0,217.0,10028.0,178584.0,5.62,-1.73,1.26,1642.0,16.37,0.55,3.18
2021,County,2100.0,California,Totals,Urban,10.0,7.0,21.0,3922.0,0.54,-4.01,-0.61,0.0,0.0,-15.22,0.0
2021,County,2105.0,California:Sierra,Totals,Urban,12.0,1.0,0.0,0.0,3.6,-1.32,-0.21,0.0,0.0,0.0,0.0
2021,County,2110.0,Delaware,Totals,Urban,143.0,87.0,2522.0,73277.0,3.44,-4.37,0.01,305.0,12.09,-6.46,-0.24
2021,County,2122.0,New Jersey,Totals,Rural,224.0,165.0,15407.0,190882.0,8.07,-0.37,-0.06,3450.0,22.39,-1.79,-1.19
2021,County,2130.0,National,Totals,Rural,67.0,44.0,2582.0,42809.0,6.03,0.56,0.41,395.0,15.3,-8.1,-0.92
2021,County,2150.0,Alabama,Totals,Urban,31.0,23.0,474.0,12505.0,3.79,-0.83,0.02,90.0,18.99,1.6,7.57
2021,County,2158.0,Indiana,Totals,Urban,3.0,1.0,20.0,289.0,6.92,-2.14,1.45,0.0,0.0,0.0,0.0
2021,County,2164.0,Tennessee,Totals,Rural,1.0,1.0,0.0,118.0,3.6,-1.32,-0.21,0.0,0.0,0.0,0.0
2021,County,2170.0,Montana,Totals,Urban,279.0,187.0,10393.0,201726.0,5.15,-3.05,1.16,1787.0,17.19,-6.95,4.66
2021,County,2180.0,Connecticut,Totals,Urban,21.0,13.0,135.0,4797.0,2.81,-10.67,-0.38,0.0,0.0,0.0,0.0
2021,County,2185.0,Wyoming,Totals,Rural,10.0,5.0,73.0,656.0,11.13,8.25,2.43,0.0,0.0,0.0,-15.85
2021,County,2188.0,Florida,Totals,Rural,22.0,15.0,272.0,6353.0,4.28,-0.82,-0.79,0.0,0.0,0.0,0.0
2021,County,2195.0,Alabama:Jefferson,Totals,Rural,9.0,6.0,741.0,9052.0,8.19,1.29,1.09,162.0,21.86,-9.48,-0.4
2021,County,2198.0,Kansas,Totals,Urban,11.0,8.0,200.0,2375.0,8.42,-1.44,-0.01,0.0,0.0,0.0,0.0
2021,County,2220.0,Arkansas,Totals,Urban,36.0,25.0,1374.0,23010.0,5.97,-1.75,0.2,366.0,26.64,6.85,4.61
2021,County,2230.0,Mississippi,Totals,Urban,4.0,3.0,68.0,2369.0,2.87,-1.32,-0.13,0.0,0.0,0.0,0.0
2021,County,2240.0,Alaska:Southeast Fairbanks,Totals,Rural,10.0,9.0,221.0,5996.0,3.69,-7.06,-4.42,14.0,6.33,-18.54,-9.02
2021,County,2275.0,National,Totals,Rural,4.0,4.0,234.0,6963.0,3.36,-5.52,-0.42,30.0,12.82,-6.15,-11.41
2021,County,2282.0,Alabama,Totals,Rural,1.0,1.0,27.0,137.0,19.71,-1.32,5.52,0.0,0.0,0.0,0.0
2021,County,2290.0,Connecticut,Totals,Rural,12.0,8.0,22.0,2220.0,0.99,-0.29,-3.89,0.0,0.0,0.0,-11.43
2021,County,4001.0,National,Totals,Urban,215.0,125.0,5085.0,132218.0,3.85,-1.18,0.16,414.0,8.14,-0.62,-0.15
2021,County,4003.0,National,Totals,Rural,300.0,187.0,20888.0,423558.0,4.93,-1.8,0.04,2229.0,10.67,-6.67,-0.94
2021,County,4005.0,Idaho,Totals,Rural,651.0,390.0,20112.0,401916.0,5.0,-1.73,-0.14,2046.0,10.17,-3.84,-0.58
2021,County,4007.0,District of Columbia,Totals,Rural,135.0,83.0,9136.0,194283.0,4.7,-4.53,-1.17,1024.0,11.21,-9.91,-5.32
2021,County,4009.0,Hawaii,Totals,Urban,99.0,69.0,9293.0,120733.0,7.7,0.6,0.22,1472.0,15.84,-1.72,-1.71
2021,County,4011.0,National,Totals,Urban,12.0,4.0,61.0,7039.0,0.87,-0.73,-0.02,0.0,0.0,0.0,0.0
2021,County,4012.0,Alabama,Totals,Rural,39.0,26.0,2686.0,54165.0,4.96,-3.3,-1.45,244.0,9.08,-7.73,-0.9
2021,County,4013.0,National,Totals,Urban,18041.0,10629.0,782273.0,16296613.0,4.8,-1.78,-0.21,90563.0,11.58,-4.34,-0.87
2021,County,4015.0,Oregon,Totals,Rural,697.0,444.0,62807.0,1061248.0,5.92,-3.16,-0.21,6832.0,10.88,-7.16,-0.38
2021,County,4017.0,Colorado,Totals,Rural,340.0,212.0,20926.0,322704.0,6.48,-0.56,0.04,3150.0,15.05,-2.11,0.09
2021,County,4019.0,Arizona:Pima,Totals,Rural,4573.0,2734.0,216843.0,4721074.0,4.59,-1.73,-0.24,31850.0,14.69,-3.49,-0.5
2021,County,4021.0,Alaska,Totals,Rural,507.0,300.0,20070.0,701933.0,2.86,-2.27,0.05,2318.0,11.55,-0.5,2.91
2021,County,4023.0,Connecticut,Totals,Urban,60.0,32.0,1830.0,120225.0,1.52,-1.52,-0.03,62.0,3.39,-1.52,-0.77
2021,County,4025.0,Montana,Totals,Rural,866.0,536.0,61783.0,1214043.0,5.09,-1.39,0.08,6282.0,10.17,-4.81,-0.18
2021,County,4027.0,Florida,Totals,Rural,498.0,278.0,28116.0,660761.0,4.26,-1.51,0.53,4769.0,16.96,0.54,-0.71
2021,County,5001.0,Delaware,Totals,Urban,31.0,28.0,5927.0,169447.0,3.5,-1.02,-0.03,339.0,5.72,-1.91,-0.72
2021,County,5003.0,National,Totals,Urban,34.0,26.0,2073.0,74516.0,2.78,-0.9,0.25,78.0,3.76,-2.04,-0.58
2021,County,5005.0,Florida,Totals,Urban,210.0,162.0,35198.0,435315.0,8.09,-0.09,0.34,3561.0,10.12,-4.41,0.09
2021,County,5007.0,Wyoming,Totals,Urban,683.0,443.0,56499.0,1037626.0,5.45,-0.78,-0.62,5342.0,9.46,-1.31,-1.38
2021,County,5009.0,Delaware,Totals,Rural,118.0,89.0,13086.0,267568.0,4.89,-2.03,-0.06,643.0,4.91,-3.47,-0.84
2021,County,5011.0,Delaware,Totals,Urban,16.0,14.0,2396.0,66501.0,3.6,-1.82,-0.01,51.0,2.13,-2.23,-0.7
2021,County,5013.0,Hawaii,Totals,Urban,6.0,5.0,221.0,14588.0,1.51,-6.03,-0.41,0.0,0.0,-9.97,0.0
2021,County,5015.0,Washington,Totals,Rural,44.0,38.0,5343.0,110831.0,4.82,-0.95,-0.15,380.0,7.11,-1.53,0.06
2021,County,5017.0,Arkansas:Chicot,Totals,Rural,35.0,28.0,6097.0,105499.0,5.78,-1.06,-0.06,168.0,2.76,0.48,0.38
2021,County,5019.0,Oregon,Totals,Rural,48.0,37.0,5183.0,115352.0,4.49,-1.31,-0.31,348.0,6.71,-2.44,0.01
2021,County,5021.0,Mississippi,Totals,Urban,31.0,27.0,3232.0,100636.0,3.21,-1.37,-0.31,164.0,5.07,-1.11,-0.86
2021,County,5023.0,Alaska,Totals,Rural,39.0,32.0,5983.0,152052.0,3.93,-0.85,-0.26,326.0,5.45,-3.68,0.19
2021,County,5025.0,California,Totals,Urban,6.0,5.0,385.0,17499.0,2.2,0.31,-0.11,0.0,0.0,0.0,0.0
2021,County,5027.0,Alabama:Houston,Totals,Rural,58.0,43.0,5583.0,127835.0,4.37,-0.08,-0.03,253.0,4.53,-1.15,-0.08
2021,County,5029.0,Hawaii,Totals,Rural,37.0,29.0,3141.0,83594.0,3.76,-2.0,-0.24,162.0,5.16,1.44,0.53
2021,County,5031.0,New Mexico,Totals,Urban,726.0,537.0,59556.0,1155957.0,5.15,-0.94,-0.18,3703.0,6.22,-2.83,-0.48
2021,County,5033.0,Nebraska,Totals,Urban,59.0,45.0,15390.0,236810.0,6.5,-2.03,-0.26,246.0,1.6,-5.33,-0.47
2021,County,5035.0,National,Totals,Rural,112.0,88.0,11542.0,195713.0,5.9,-0.81,-0.29,158.0,1.37,-1.33,0.77
2021,County,5037.0,California:El Dorado,Totals,Rural,31.0,25.0,4583.0,116275.0,3.94,0.03,0.0,155.0,3.38,-5.34,-1.1
2021,County,5039.0,National,Totals,Rural,10.0,9.0,1243.0,42182.0,2.95,-1.99,0.34,0.0,0.0,-5.28,0.0
2021,County,5041.0,Hawaii,Totals,Urban,22.0,19.0,1458.0,60600.0,2.41,-1.13,0.06,21.0,1.44,-0.98,-0.62
2021,County,5043.0,Alabama,Totals,Rural,37.0,24.0,7341.0,169398.0,4.33,0.31,0.22,200.0,2.72,-4.98,-0.82
2021,County,5045.0,New Mexico,Totals,Urban,357.0,246.0,23431.0,559374.0,4.19,-2.28,-1.17,1312.0,5.6,-5.05,-2.68
2021,County,5047.0,Indiana,Totals,Rural,17.0,17.0,2966.0,110115.0,2.69,-2.0,-0.49,40.0,1.35,-3.43,-1.51
2021,County,5049.0,Tennessee,Totals,Urban,37.0,33.0,6976.0,145845.0,4.78,-0.09,0.15,304.0,4.36,-3.94,2.27
2021,County,5051.0,Kentucky,Totals,Urban,464.0,339.0,44281.0,861679.0,5.14,-2.16,-0.96,2838.0,6.41,-3.21,-1.79
2021,County,5053.0,Colorado,Totals,Urban,25.0,17.0,3433.0,68048.0,5.04,-0.98,-0.12,138.0,4.02,0.53,-0.7
2021,County,5055.0,Alabama:Houston,Totals,Rural,110.0,88.0,15331.0,271477.0,5.65,-1.21,-1.39,941.0,6.14,-3.03,-2.49
2021,County,5057.0,Delaware,Totals,Rural,28.0,21.0,4612.0,75345.0,6.12,-0.25,-0.42,125.0,2.71,-1.11,-0.8
2021,County,5059.0,West Virginia,Totals,Urban,55.0,45.0,7718.0,148626.0,5.19,-0.4,-0.49,199.0,2.58,-1.68,0.21
2021,County,5061.0,Arkansas:Howard,Totals,Rural,20.0,16.0,3581.0,85616.0,4.18,-1.42,-0.1,221.0,6.17,4.43,-0.04
2021,County,5063.0,Tennessee,Totals,Rural,187.0,150.0,19718.0,300354.0,6.56,-1.53,-1.83,486.0,2.46,-5.35,-0.3
2021,County,5065.0,National,Totals,Rural,27.0,24.0,4039.0,93653.0,4.31,-1.59,-0.28,171.0,4.23,-2.16,-0.35
2021,County,5067.0,Missouri,Totals,Rural,44.0,30.0,3964.0,85337.0,4.65,-1.1,0.4,92.0,2.32,-1.66,1.42
2021,County,5069.0,Alabama,Totals,Rural,243.0,175.0,16829.0,448125.0,3.76,-0.5,0.55,357.0,2.12,-4.36,0.08
2021,County,5071.0,National,Totals,Urban,40.0,37.0,6174.0,144551.0,4.27,-1.26,-0.1,287.0,4.65,-2.1,-0.45
2021,County,5073.0,New Mexico,Totals,Rural,8.0,5.0,2613.0,41911.0,6.23,-1.96,-0.09,73.0,2.79,-2.48,-0.07
2021,County,5075.0,Delaware,Totals,Rural,38.0,32.0,6115.0,113144.0,5.4,-0.59,-0.7,418.0,6.84,-2.13,-0.23
2021,County,5077.0,Iowa,Totals,Rural,8.0,6.0,1291.0,23622.0,5.47,1.18,0.15,22.0,1.7,-2.13,-0.14
2021,County,5079.0,Kansas,Totals,Urban,10.0,8.0,1055.0,38762.0,2.72,-0.96,-0.09,0.0,0.0,0.0,0.0
2021,County,5081.0,National,Totals,Urban,19.0,16.0,2514.0,48861.0,5.15,-0.41,-1.31,73.0,2.9,0.03,0.55
2021,County,5083.0,Indiana,Totals,Rural,46.0,35.0,5156.0,135470.0,3.81,-0.6,-0.01,414.0,8.03,-0.96,-1.23
2021,County,5085.0,National,Totals,Urban,103.0,75.0,3327.0,149789.0,2.22,-1.26,0.08,15.0,0.45,-2.52,0.0
2021,County,5087.0,California,Totals,Rural,14.0,8.0,2695.0,49104.0,5.49,-1.05,-1.14,175.0,6.49,-0.79,0.82
2021,County,5089.0,California,Totals,Urban,13.0,8.0,687.0,36238.0,1.9,-2.59,0.02,0.0,0.0,0.0,0.0
2021,County,5091.0,Alabama,Totals,Urban,102.0,82.0,12002.0,130933.0,9.17,2.23,2.03,282.0,2.35,-3.55,-0.09
2021,County,5093.0,California,Totals,Rural,66.0,49.0,8454.0,157972.0,5.35,-1.24,-0.15,300.0,3.55,-0.52,0.09
2021,County,5095.0,Hawaii,Totals,Urban,17.0,15.0,250.0,38505.0,0.65,-1.65,-0.38,0.0,0.0,0.0,0.0
2021,County,5097.0,National,Totals,Urban,12.0,9.0,4018.0,45785.0,8.78,0.18,0.04,232.0,5.77,0.09,0.49
2021,County,5099.0,Delaware,Totals,Urban,10.0,8.0,1657.0,43264.0,3.83,-1.77,-0.35,18.0,1.09,-4.5,-0.61
2021,County,5101.0,Tennessee,Totals,Rural,7.0,4.0,141.0,16249.0,0.87,-6.6,0.42,0.0,0.0,-3.93,0.0
2021,County,5103.0,National,Totals,Rural,46.0,35.0,7557.0,138762.0,5.45,-1.4,0.05,430.0,5.69,-3.41,-0.28
2021,County,5105.0,Montana,Totals,Rural,6.0,5.0,738.0,18474.0,3.99,-2.32,-0.33,13.0,1.76,-2.89,0.0
2021,County,5107.0,District of Columbia,Totals,Rural,33.0,25.0,5493.0,116714.0,4.71,-1.6,0.14,162.0,2.95,0.34,-0.47
2021,County,5109.0,Tennessee,Totals,Rural,12.0,10.0,2340.0,47957.0,4.88,-1.73,-0.16,24.0,1.03,-5.03,-0.82
2021,County,5111.0,Kansas,Totals,Urban,25.0,21.0,6916.0,140222.0,4.93,-3.27,-0.14,139.0,2.01,-5.06,-0.42
2021,County,5113.0,California,Totals,Urban,48.0,39.0,4304.0,101716.0,4.23,-0.29,0.33,215.0,5.0,-0.73,0.97
2021,County,5115.0,Colorado,Totals,Urban,161.0,113.0,11894.0,276196.0,4.31,-0.87,0.09,414.0,3.48,-4.44,-2.19
2021,County,5117.0,Arkansas:Prairie,Totals,Rural,4.0,3.0,47.0,7872.0,0.6,-2.47,-4.79,0.0,0.0,-3.78,-7.13
2021,County,5119.0,New York,Totals,Urban,2987.0,1897.0,212701.0,3206628.0,6.63,-0.79,0.25,18651.0,8.77,-4.69,-0.07
2021,County,5121.0,Idaho,Totals,Rural,43.0,35.0,3421.0,100968.0,3.39,-1.61,-0.39,107.0,3.13,-4.87,-0.95
2021,County,5123.0,National,Totals,Urban,37.0,29.0,4086.0,87299.0,4.68,-1.14,0.41,97.0,2.37,-4.03,-0.6
2021,County,5125.0,Colorado,Totals,Rural,188.0,131.0,15149.0,388647.0,3.9,-1.57,-0.13,333.0,2.2,-3.48,0.19
2021,County,5127.0,West Virginia,Totals,Rural,7.0,6.0,2392.0,36374.0,6.58,0.46,-0.21,140.0,5.85,0.84,-1.92
2021,County,5129.0,National,Totals,Rural,18.0,13.0,2058.0,57139.0,3.6,-0.69,-0.41,58.0,2.82,0.52,1.62
2021,County,5131.0,Wyoming,Totals,Urban,659.0,449.0,63579.0,1173940.0,5.42,-0.48,0.66,4471.0,7.03,-0.71,-1.07
2021,County,5133.0,Iowa,Totals,Urban,33.0,30.0,1894.0,65506.0,2.89,-3.51,-1.84,0.0,0.0,-4.33,0.0
2021,County,5135.0,Delaware,Totals,Rural,36.0,28.0,4238.0,127934.0,3.31,-2.03,-0.31,217.0,5.12,-3.06,-0.2
2021,County,5137.0,Hawaii,Totals,Urban,24.0,21.0,3863.0,93869.0,4.12,-1.57,-0.35,276.0,7.14,-0.92,0.65
2021,County,5139.0,Alabama,Totals,Urban,123.0,93.0,18088.0,288514.0,6.27,0.72,0.41,852.0,4.71,-1.45,-0.58
2021,County,5141.0,Nebraska,Totals,Rural,30.0,27.0,2662.0,91966.0,2.89,-0.65,-0.45,32.0,1.2,-4.98,-0.81
2021,County,5143.0,Nebraska,Totals,Rural,909.0,615.0,72025.0,1146447.0,6.28,-2.97,-0.39,8202.0,11.39,-6.15,-1.05
2021,County,5145.0,District of Columbia,Totals,Rural,296.0,218.0,15976.0,532580.0,3.0,-0.72,-0.08,402.0,2.52,-3.69,-3.27
2021,County,5147.0,Iowa,Totals,Rural,9.0,7.0,989.0,31199.0,3.17,0.22,0.07,63.0,6.37,3.68,-1.07
2021,County,5149.0,Kansas,Totals,Urban,43.0,38.0,3674.0,114651.0,3.2,-1.52,-0.61,104.0,2.83,-4.27,0.8
2021,County,6001.0,Alabama,Totals,Urban,5506.0,3405.0,194013.0,4633143.0,4.19,-1.45,-0.08,23380.0,12.05,-2.59,-0.73
2021,County,6005.0,National,Totals,Rural,83.0,54.0,9847.0,146652.0,6.71,-1.21,-0.07,1136.0,11.54,-2.78,-0.77
2021,County,6007.0,District of Columbia,Totals,Urban,712.0,479.0,52966.0,945409.0,5.6,-2.87,0.04,6496.0,12.26,-2.97,-0.71
2021,County,6009.0,Hawaii,Totals,Rural,67.0,43.0,7841.0,88095.0,8.9,-0.62,-1.45,1535.0,19.58,-3.28,-4.69
2021,County,6011.0,Alabama:Randolph,Totals,Rural,26.0,18.0,3441.0,99696.0,3.45,-2.35,-0.22,246.0,7.15,-9.4,-2.01
2021,County,6013.0,Florida,Totals,Rural,3337.0,2113.0,157029.0,3052538.0,5.14,-0.98,-0.12,19783.0,12.6,-3.03,-0.67
2021,County,6015.0,Alabama,Totals,Urban,55.0,38.0,6723.0,67424.0,9.97,-2.04,-0.67,1338.0,19.9,-1.66,0.07
