objectid(long),zcta_five_ce_one_zero(long),geoid_one_zero(long),funcstat_one_zero,aland_one_zero(long),awater_one_zero(long),county,sif_area(double precision),global_id,aland_one_zero_one(long),awater_one_zero_one(long),intptlat_one_zero_one(double precision),intptlon_one_zero_one(double precision),partflg_one_zero_one,geoid_one_zero_one_two(long),zcta_five_ce_one_zero_one_two(long),county_one_two,id(long),median_hh_income(double precision)
119.0,48334.0,2648334.0,S,23280642.0,33221.0,Wayne,1.0,a5250d5c-9f67-44dd-b8e7-e3de859670e7,23280642.0,33221.0,42.5046969,-83.3492034,N,2648334.0,48334.0,Oakland,144.0,67400.0
120.0,48030.0,2648030.0,S,7297399.0,0.0,Wayne,1.0,a08a3188-30f2-4094-8b28-2b13ec3a6b3c,7297399.0,0.0,42.4619241,-83.0976891,N,2648030.0,48030.0,Oakland,8.0,31596.0
121.0,48324.0,2648324.0,S,22267787.0,9211406.0,Wayne,1.0,61501fe8-5c58-4942-8aca-27c8db1ade64,22267787.0,9211406.0,42.5941607,-83.3924626,N,2648324.0,48324.0,Oakland,138.0,95290.0
122.0,48362.0,2648362.0,S,25688754.0,3921695.0,Wayne,1.0,cd504335-1274-4447-9144-62e2f9e480bd,25688754.0,3921695.0,42.7844767,-83.2703389,N,2648362.0,48362.0,Oakland,157.0,76841.0
123.0,48350.0,2648350.0,S,61607645.0,2335994.0,Wayne,1.0,09bcd477-d5f4-4982-ad6d-06bd9ae0d7e5,61607645.0,2335994.0,42.7394182,-83.5310441,N,2648350.0,48350.0,Oakland,152.0,79735.0
124.0,48084.0,2648084.0,S,16008059.0,0.0,Wayne,1.0,73ae3d1c-5a80-4ec7-b06e-8ae9187fe19d,16008059.0,0.0,42.5606333,-83.1757059,N,2648084.0,48084.0,Oakland,37.0,82670.0
125.0,48072.0,2648072.0,S,6220197.0,0.0,Wayne,1.0,e4124019-085b-4121-be54-d530fbfefba3,6220197.0,0.0,42.4979022,-83.1858587,N,2648072.0,48072.0,Oakland,29.0,70625.0
126.0,48009.0,2648009.0,S,13084514.0,31709.0,Wayne,1.0,c87bb0bc-7be3-432a-b5c3-d6092c2183f3,13084514.0,31709.0,42.5440484,-83.2176527,N,2648009.0,48009.0,Oakland,2.0,107161.0
127.0,48168.0,2648168.0,S,52837702.0,610512.0,Wayne,1.0,d9bd87a4-03ff-42a2-844a-44cbb3935e43,52837702.0,610512.0,42.4052615,-83.5404983,N,2648168.0,48168.0,Wayne,68.0,129821.0
128.0,48170.0,2648170.0,S,88448610.0,539814.0,Wayne,1.0,7f9f9e75-8d18-4157-9e01-5868489dff32,88448610.0,539814.0,42.3676895,-83.5343063,N,2648170.0,48170.0,Wayne,69.0,77191.0
129.0,48224.0,2648224.0,S,14852847.0,0.0,Wayne,1.0,462ca262-627f-42c2-84d9-34ddb1d049ae,14852847.0,0.0,42.4106935,-82.9412646,N,2648224.0,48224.0,Wayne,105.0,30262.0
130.0,48209.0,2648209.0,S,17501605.0,347455.0,Wayne,1.0,29eab73c-6f25-4ce7-b031-f20f8fb8d278,17501605.0,347455.0,42.3067234,-83.1168627,N,2648209.0,48209.0,Wayne,91.0,26346.0
131.0,48212.0,2648212.0,S,13854094.0,26408.0,Wayne,1.0,4951d97e-411d-4812-a479-86a974d77d30,13854094.0,26408.0,42.4097208,-83.0563945,N,2648212.0,48212.0,Wayne,94.0,23592.0
132.0,48239.0,2648239.0,S,25193320.0,93427.0,Wayne,1.0,f1b1f149-75ad-4f58-9318-fdb181f9a22f,25193320.0,93427.0,42.3760459,-83.2831741,N,2648239.0,48239.0,Wayne,118.0,50346.0
133.0,48093.0,2648093.0,S,14641248.0,99514.0,Wayne,1.0,9a96a1ac-f066-4993-9cdc-f1aeff332532,14641248.0,99514.0,42.5158896,-83.0164831,N,2648093.0,48093.0,Macomb,43.0,49152.0
134.0,48042.0,2648042.0,S,58854197.0,113652.0,Wayne,1.0,a90bd71e-c638-45ec-baf7-106efcd5703c,58854197.0,113652.0,42.6836582,-82.9079746,N,2648042.0,48042.0,Macomb,14.0,84312.0
135.0,48080.0,2648080.0,S,11325638.0,1885265.0,Wayne,1.0,085ea5b5-338a-4752-b0ca-71130c965624,11325638.0,1885265.0,42.4644239,-82.8961751,N,2648080.0,48080.0,Macomb,33.0,50740.0
136.0,48095.0,2648095.0,S,43806880.0,922896.0,Wayne,1.0,ba3b3bec-8c66-47f8-9646-abc51eb5c315,43806880.0,922896.0,42.7787358,-83.04807,N,2648095.0,48095.0,Macomb,45.0,96810.0
137.0,48306.0,2648306.0,S,58870695.0,262841.0,Wayne,1.0,4a6e067b-b6c4-48a1-8f65-218ebad13dba,58870695.0,262841.0,42.7243181,-83.1473059,N,2648306.0,48306.0,Oakland,125.0,122446.0
138.0,48071.0,2648071.0,S,18374593.0,0.0,Wayne,1.0,b1bd95a9-6531-403f-9c7a-21ea9216aefe,18374593.0,0.0,42.5072662,-83.1033699,N,2648071.0,48071.0,Oakland,28.0,40820.0
139.0,48375.0,2648375.0,S,22224685.0,79905.0,Wayne,1.0,3608ede9-8f1e-4a6b-8e51-8b5ae37fc3ce,22224685.0,79905.0,42.4641407,-83.463958,N,2648375.0,48375.0,Oakland,163.0,81233.0
140.0,48067.0,2648067.0,S,11888903.0,2761.0,Wayne,1.0,80f350b1-cf72-458b-bc20-18655ac473e5,11888903.0,2761.0,42.4905582,-83.1375244,N,2648067.0,48067.0,Oakland,25.0,68107.0
141.0,48034.0,2648034.0,S,11188519.0,0.0,Wayne,1.0,8397301f-fe7e-4185-8894-20d10f650a1f,11188519.0,0.0,42.4969488,-83.2910783,N,2648034.0,48034.0,Oakland,10.0,42427.0
142.0,48033.0,2648033.0,S,23215673.0,14814.0,Wayne,1.0,250dc9ce-bc26-4f6b-8b5e-a601213e3ebe,23215673.0,14814.0,42.4593218,-83.2932048,N,2648033.0,48033.0,Oakland,9.0,44643.0
143.0,48075.0,2648075.0,S,19155677.0,0.0,Wayne,1.0,8f4fe533-de51-47fa-9fcd-bdc6d67edd8f,19155677.0,0.0,42.4620645,-83.230398,N,2648075.0,48075.0,Oakland,31.0,53861.0
144.0,48085.0,2648085.0,S,24113159.0,403419.0,Wayne,1.0,10bd56c1-48d5-4efd-b948-4bec1b45a7e1,24113159.0,403419.0,42.6040325,-83.122111,N,2648085.0,48085.0,Oakland,38.0,92065.0
145.0,48322.0,2648322.0,S,30447134.0,172677.0,Wayne,1.0,8af16b33-2c06-4f3f-b4cd-da0fe7f6a28d,30447134.0,172677.0,42.538168,-83.3817212,N,2648322.0,48322.0,Oakland,136.0,80113.0
146.0,48069.0,2648069.0,S,1396492.0,0.0,Wayne,1.0,691e9e2d-405b-422a-b002-7c3ca36b0bb9,1396492.0,0.0,42.4713246,-83.1443317,N,2648069.0,48069.0,Oakland,26.0,100543.0
147.0,48206.0,2648206.0,S,8095663.0,0.0,Wayne,1.0,50947964-6ecd-458b-bedc-3a4e7d971d80,8095663.0,0.0,42.3751234,-83.1078968,N,2648206.0,48206.0,Wayne,88.0,20702.0
148.0,48135.0,2648135.0,S,15198077.0,0.0,Wayne,1.0,b1934cd4-6d21-4461-b1aa-ea3e89d9d01e,15198077.0,0.0,42.3243842,-83.3412117,N,2648135.0,48135.0,Wayne,58.0,51498.0
149.0,48150.0,2648150.0,S,31043463.0,406031.0,Wayne,1.0,37c9fd71-8435-4914-9cec-d9438138545e,31043463.0,406031.0,42.3716044,-83.3767879,N,2648150.0,48150.0,Wayne,62.0,65060.0
150.0,48152.0,2648152.0,S,31368242.0,33600.0,Wayne,1.0,e4920a02-0248-48e4-976a-00727c6f400b,31368242.0,33600.0,42.4249348,-83.3742642,N,2648152.0,48152.0,Wayne,63.0,67509.0
151.0,48242.0,2648242.0,S,18054952.0,341236.0,Wayne,1.0,4dcd95cc-0ccb-4cb0-9b1d-6801172bc6f8,18054952.0,341236.0,42.2212105,-83.3451361,N,2648242.0,48242.0,Wayne,120.0,12851.0
152.0,48238.0,2648238.0,S,13974835.0,0.0,Wayne,1.0,46955fee-3b83-4209-b346-9e4aa60cc7f7,13974835.0,0.0,42.396286,-83.1413516,N,2648238.0,48238.0,Wayne,117.0,23109.0
153.0,48122.0,2648122.0,S,7055271.0,98887.0,Wayne,1.0,c9aab239-8d49-4c79-b929-865c2b4d84ed,7055271.0,98887.0,42.2785368,-83.1825893,N,2648122.0,48122.0,Wayne,51.0,33735.0
154.0,48021.0,2648021.0,S,13253190.0,5331.0,Wayne,1.0,a28c031d-2448-47b0-a1ac-44f8dfc57dee,13253190.0,5331.0,42.4660796,-82.946341,N,2648021.0,48021.0,Macomb,5.0,41161.0
155.0,48035.0,2648035.0,S,22772757.0,100522.0,Wayne,1.0,c8f26ef3-f07c-4985-b5b4-8a6a31e48857,22772757.0,100522.0,42.5565996,-82.9075891,N,2648035.0,48035.0,Macomb,11.0,43163.0
156.0,48044.0,2648044.0,S,34968458.0,194242.0,Wayne,1.0,9cfc937b-6b1d-4841-ba29-a5c72403d7a2,34968458.0,194242.0,42.6502264,-82.9289054,N,2648044.0,48044.0,Macomb,16.0,84449.0
157.0,48094.0,2648094.0,S,45382986.0,2377070.0,Wayne,1.0,c006929f-0236-4eee-a0da-b84871071357,45382986.0,2377070.0,42.736802,-83.0374907,N,2648094.0,48094.0,Macomb,44.0,77839.0
158.0,48089.0,2648089.0,S,20623879.0,4901.0,Wayne,1.0,1bb5f3ba-8b48-4b23-913d-eb8dc050624f,20623879.0,4901.0,42.4680963,-82.9938568,N,2648089.0,48089.0,Macomb,40.0,34853.0
159.0,48065.0,2648065.0,S,96830565.0,1100722.0,Wayne,1.0,101262a4-d4fc-4d64-ad89-8bedac69f5a6,96830565.0,1100722.0,42.8451953,-83.0392897,N,2648065.0,48065.0,Macomb,23.0,73302.0
160.0,48050.0,2648050.0,S,48119193.0,169262.0,Wayne,1.0,14341baf-d1c2-4463-96da-7968bb78c70a,48119193.0,169262.0,42.7875369,-82.7994673,N,2648050.0,48050.0,Macomb,20.0,55766.0
161.0,48015.0,2648015.0,S,4424023.0,0.0,Wayne,1.0,f9026b09-7218-4c23-9140-eb83f7ccdf50,4424023.0,0.0,42.480497,-83.0271494,N,2648015.0,48015.0,Macomb,3.0,31675.0
162.0,48082.0,2648082.0,S,8542622.0,1957359.0,Wayne,1.0,6dc245e2-4e50-455b-a3d9-05c8daf4f8f2,8542622.0,1957359.0,42.5280221,-82.8871955,N,2648082.0,48082.0,Macomb,35.0,52804.0
163.0,48323.0,2648323.0,S,22625294.0,3528983.0,Wayne,1.0,2046d6b7-0958-4523-a59e-b4383655f574,22625294.0,3528983.0,42.5708041,-83.3779085,N,2648323.0,48323.0,Oakland,137.0,108816.0
164.0,48098.0,2648098.0,S,24324089.0,30981.0,Wayne,1.0,95fbb112-db78-42f7-87f9-b1ba6f3a373a,24324089.0,30981.0,42.5984325,-83.17845,N,2648098.0,48098.0,Oakland,47.0,108281.0
165.0,48381.0,2648381.0,S,51852337.0,1968626.0,Wayne,1.0,f600a77f-e78b-4db9-bd4a-a573fdf257e4,51852337.0,1968626.0,42.5584116,-83.5917929,N,2648381.0,48381.0,Oakland,166.0,76409.0
166.0,48234.0,2648234.0,S,20288109.0,0.0,Wayne,1.0,5255d2b4-5361-4d9c-99ad-b8fffd3e4852,20288109.0,0.0,42.4311975,-83.0395007,N,2648234.0,48234.0,Wayne,113.0,26110.0
167.0,48210.0,2648210.0,S,13057914.0,0.0,Wayne,1.0,ac7a844c-bd55-4a0e-b6b1-70637cd95b7e,13057914.0,0.0,42.3362117,-83.1283313,N,2648210.0,48210.0,Wayne,92.0,25946.0
168.0,48202.0,2648202.0,S,8616314.0,0.0,Wayne,1.0,fb3c4fad-b621-42d9-b95e-127c203e9e04,8616314.0,0.0,42.3747864,-83.0777179,N,2648202.0,48202.0,Wayne,84.0,19907.0
169.0,48235.0,2648235.0,S,16189821.0,0.0,Wayne,1.0,bdb26cdd-ab5a-43e5-8705-6c14bf1b04c5,16189821.0,0.0,42.4270581,-83.194803,N,2648235.0,48235.0,Wayne,114.0,29384.0
170.0,48124.0,2648124.0,S,22934067.0,115622.0,Wayne,1.0,fe8e419a-6c2a-4656-8260-128d83b85a93,22934067.0,115622.0,42.2980362,-83.2476095,N,2648124.0,48124.0,Wayne,52.0,59620.0
171.0,48183.0,2648183.0,S,48139682.0,2168611.0,Wayne,1.0,4179b921-5943-4145-ac33-08b070af07ca,48139682.0,2168611.0,42.131459,-83.2177918,N,2648183.0,48183.0,Wayne,74.0,57623.0
172.0,48154.0,2648154.0,S,30085171.0,7419.0,Wayne,1.0,778a1211-5fce-4335-89c8-f92b9f81fc9e,30085171.0,7419.0,42.3971831,-83.3723195,N,2648154.0,48154.0,Wayne,64.0,72394.0
173.0,48240.0,2648240.0,S,9695508.0,0.0,Wayne,1.0,df61f995-6981-412a-9961-fd15d8b57cd3,9695508.0,0.0,42.42446,-83.3013004,N,2648240.0,48240.0,Wayne,119.0,48454.0
174.0,48125.0,2648125.0,S,10489268.0,956.0,Wayne,1.0,92c45f9f-f1dd-4ebf-9664-9181641666b3,10489268.0,956.0,42.2773338,-83.2648321,N,2648125.0,48125.0,Wayne,53.0,47146.0
