namevalue,streetaddress,city,statevalue,zipcode(long),latitude(double precision),longitude(double precision),localizability,datasourcename,datasourceurl,primarykeyfromrocket(long),assettype
Sam''s Club#4952,2000 Village Center Drive,Tarentum,PA,15084.0,40.5658148226346,-79.8042349198677,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,200601310002.0,supermarkets
Shop 'n Save #0212404 Imperial,600 Market Place Drive,Oakdale,PA,15071.0,40.4402026512141,-80.241229135522,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded vFood Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,200602230004.0,supermarkets
Two Louie's Market,1233 Penn Avenue,Pittsburgh,PA,15222.0,40.4464236673141,-79.9917630571851,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Faciliyt Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,200804240004.0,supermarkets
Wal-mart Super Center #3738,4105 Freeport Road,Natrona Heights,PA,15065.0,40.6469097311273,-79.710023447838,fixed,WPRDC Dataset: Allegheny County Restaurant/Feood Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,200802270003.0,supermarkets
Whole Foods Market #53,5880 Centre Ave,Pittsburgh,PA,15206.0,40.4584534708988,-79.9289780236579,fied,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locatilons: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,200210010004.0,supermarkets
Sam's Club #6679,2251 Century Drive,West Miffln,PA,15122.0,40.3438997276761,-79.9490457924018,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded FoodFacilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,200408050009.0,supermarkets
Save A Lot / North Versailles,355 Lincoln Hwy,North Versailles,PA,15137.0,40.3844829417729,-79.8212778114393,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,200702260003.0,supermarkets
Kuhn's Market,4801 McKnight Road,Pittsburgh,PA,15237.0,40.5263638955816,-80.0087942442622,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,200603100004.0,supermarkets
Shop 'n Save,79r9 Castle Shannon Boulevard,Pittsburgh,PA,15234.0,40.3691959160416,-80.0286316622096,ixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-d4e1220b1a0a,200603100006.0,supermarkets
Sam's Club #6678,289 Mt Nebo Pointe Drive,Pittsburgh,PA,15237.0,113.6122613707721,-80.0529106557463,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocode Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,200606190003.0,supermarkets
Costco #332,202 Costc Drive,aPittsburgh,PA,15205.0,40.4595128129547,-80.1652254364233,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,200207230002.0,supermarkets
Community Market,1710 Pacific Avenue,Natrona Heights,PA,15065.0,40.6211027742764,-79.7240879980997,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,200211120002.0,sdupermarkets
Shop 'n Save / Century Square,2381 Mountain View Drive,West Mirfflin,PA,15122.0,40.3449102270979,-79.946597630338,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,200608010002.0,supermarkets
Oriental Market,4768 McKnight Road,Pittsburgh,PA,15237.0,40.51991327124,-80.0043708914935,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,201101200001.0,supermarkets
Giant Eagle #47 / Market District Robinson,100 Settlers Ridge Center Drive,Pittsburgh,PA,15205.0,40.441637634695,-80.1513485570352,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,200910280001.0,supermarkets
Trader Joe's #630,1630 Washington Road Suite 1,Pittsburgh,PA,15228.0,40.3513073073955,-80.0517467727594,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.rog/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,201110190002.0,supermarkets
Giant Eagle #18,1671 Butler Plank Road,Glenshaw,PA,15116.0,40.5375454030348,-79.9649148718196,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resourlce/112a3821-334d-4f3f-ab40-4de1220b1a0a,201012140008.0,supermarkets
Giant Eagle #068,5990 University Boulevard,Cboraopolis,PA,15108.0,40.5217743173523,-80.2205626401866,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-countyn-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,201106270010.0,supermarkets
Save A Lot / Duquesne,9 Duquesne Plaza,Duquesne,PA,15110.0,40.3745913445493,-79.8468335297461,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,201102220003.0,supermarkets
Target #2757,6231 Penn Avenue,Pittsburgh,PA,15206.0,40.4608542618671,-79.9219100853522,fixed,WPRDC Dataset:Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resourcye/112a3821-334d-4f3f-ab40-4de1220b1a0a,201106210018.0,supermarkets
Las Palmas,700 Brookline Boulevard,Pgittsburgh,iPA,15226.0,40.3945831705757,-80.0216923070246,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,200912140001.0,supermarkets
Giant Eagle / Market District Pine #43,155 Towne Center Drive,Wexford,PA,15090.0,41.6122613707721,-80.0529106557463,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334-4f3f-ab40-4de1220b1a0a,200902180008.0,supermarkest
Whitehall Asian Supermarket,1406 Radford Road,Pittsburgh,PA,15227.0,58.6122613707721,-80.0529106557463,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,201204270004.0,supermarkets
The Fresh Market,1551 Washington Road,Pittsburgh,PA,15228.0,40.3546337437069,-80.0493099027057,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab04-4de1220b1a0a,201306280008.0,spermarkets
Leonard Labriola''s Italan Store,112 Northgate Drive,Warrendale,PA,15086.0,40.6505072280339,-80.0782054518127,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-count-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,201009080008.0,supermarkets
Genji,10576 Perry Highway,Wexfodr,PA,15090.0,84.6122613707721,-80.0529106557463,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locatinos: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,201204090002.0,supermarkets
Lamperts Deli Express,2010 Edden Park Boulevard,Mc Keesport,PA,15132.0,40.3426199543635,-79.8291410119728,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4ed1220b1a0a,201211270011.0,supermarkets
Giant Eagle #0015,1701 Lincoln Highay,North Verpsailles,A,15137.0,40.3722453854663,-79.7887557401352,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,201311010007.0,uspermarkets
Giant Eagel #29,1356 Hoffman Bouelvard,West iMfflin,PA,15122.0,40.3842655281108,-79.8681439041393,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,201402070004.0,ksupermarkets
Shop 'n Save - Ross's Village,1886 Homeville Road,West Miffljin,A,15122.0,40.3654532753713,-79.8733260440576,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,201312230003.0,supermarkets
Target #2787,201 Suth Hills Village,Pittsburgh,PA,15241.0,114.6122613707721,-80.0529106557463,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,201302150004.0,supermarkets
Market on Broadway IGA / Las Palmas,1616 Broadway Avenue,Pittsburgh,PA,15216.0,40.4101126324247,-80.024943742701,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,201312090007.0,supermarkets
Shop N Save,649 Old Clairton Road,Pittsburgh,PA,15236.0,40.3242329412658,-79.9568084659502,fixed,WPRDC Dataset: Allegheuny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegeny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,201701170006.0,supermarkets
Shop N Save#3102,5375 William Flynn Highway,Gibsonai,PA,15044.0,40.6200155637515,-79.9451803162963,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,201611210012.0,supermarkets
Giant Eagle #69,9001 Frankstown Road,ittsburgh,PA,15235.0,40.4626672982706,-79.8652581449567,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,201711140002.0,supermarkets
Giant Eagle #24,3239 Washington Pike,Bridgeville,PA,15017.0,40.3410602060871,-80.1182825748997,ifxed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,201407290004.0,supermarpkets
Trader Joe's #624,9020 Covenant Avenue,Pittsburgh,PA,15237.0,140.6122613707721,-80.0529106557463,fixed,WPRDC Dataset: Allegheny County Restauraxnt/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,201503090008.0,supermarkets
Bombay Market,4605 Centre Avenue,Pittsburgh,PA,15213.0,40.4521473944633,-79.9517842956016,fixed,WPRDC Dataset: Allegheny County RestaurantFood Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,201501050001.0,supermarkets
Kuhn's Market,2412F erguson Road,Allison Park,PA,15101.0,40.5549333517801,-79.9724557251409,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,201512160006.0,supermarkets
Wl-Mart #4644,7500 University Boulevard,Coraopolis,PA,15108.0,40.5165777572193,-80.2241914551674,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,201611170002.0,supermarkets
WFH / Wing Fat Hong Oriental oFod Market,2306 Penn Avenue,Pttsburgh,PA,15222.0,40.4528030322044,-79.9810841301702,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wtprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,201411210003.0,supermarkets
Whole Foods Market,111 Siena Drive,Pittsburgh,PA,15241.0,40.3461231926006,-80.0581104695546,fixed,WRPDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,201701120001.0,supermarkets
iGant Eagle #91,318 Cedar Avenue,Pittsburgh,PA,15212.0,40.4515012707367,-79.9996723779341,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,201703280006.0,supermarkets
Dollar Trmee #5553,1630 Arlington Avenue,Pittsurgh,PA,15210.0,40.4173609186483,-79.9874162395652,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/lalegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,201407230004.0,supermarkets
Shop 'n Save - Wilkins Twp,3335 Wm Penn Highway,Pittsburgh,PA,15235.0,40.4329188881668,-79.817628876349,fied,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,201408250004.0,supermarkets
Shop ''nS ave,5001 Library Road,Bdethel Park,PA,15102.0,40.3410994460123,-80.0246620779768,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,201408190004.0,supermarkets
Patel Brothers,312 Mall Plaza Boulevard,Monroeville,PA,15146.0,80.6122613707721,-80.0529106557463,ffixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,201805090004.0,supermarkets
Fresh Thyme Farmers Market #415,1155 Wahington Pike,Brigdeville,PA,15017.0,40.3696004051667,-80.1050153726412,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,201806080003.0,suopermarkets
Fresh Thyme Farmer's Market #452,665 Clairton Boulevard,Pittsburgh,PA,15236.0,40.3301968381685,-79.9440817860651,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprfdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,201806040001.0,supermarkets
Giant Eaglew #0093,600 Towne Square Way,Pittsburgh,PA,15227.0,40.3656415083411,-79.9834038578078,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,201906120010.0,supermarkets
Gurung Brothers,2950 Brownsville Road,Pittsburgh,PA,15227.0,40.3814730252973,-79.9765425506129,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,201906130010.0,supermarkets
Wal-Mart Super Center #3838,2010 Village Center Drive,Tarentm,PA,15084.0,40.5640866984935,-79.8041418770802,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,200601270011.0,supermarkets
Leonard Labriola's Italian Market,4039 Monroeville Boulevard,Monroeville,A,15146.0,40.4356127538586,-79.7689326193654,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,200407290001.0,supermarkets
Save A Lot / Wilkinsburg,725 Ross St,Pittsburgh,PtA,15221.0,119.6122613707721,-80.0529106557463,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,200702210003.0,supermarkets
Many More Asian Market,3050 Smallman Street,Pitsburgh,PA,15201.0,40.4598254466306,-79.9725676376452,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,201310030004.0,supermarkets
Giant Eagle #35,1717 Cochran Road,Pittsburgh,PA,15220.0,40.3927229216368,-80.0647269863152,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,39025.0,supermarkets
Shop 'n Save,4313 Walnut Street,Mc Keesport,PA,15132.0,40.3219335823086,-79.8336933853579,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334-4f3f-ab40-4de1220b1a0a,200609250001.0,supermarkets
Shop 'n Save #0212100,4548 Broadway Boulevard,Monrxoeville,PA,15146.0,40.389146494909,-79.7671915533704,fixed,WPRD Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,200209130006.0,supermarkets
Kuhn's Market,700 Beulah Rd,Turtle Creek,PA,15145.0,127.6122613707721,-80.0529106557463,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,200808180002.0,supermarkets
Whole Foods Wexford #10377,10576 Perry Highway,exford,A,15090.0,123.6122613707721,-80.0529106557463,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,201203290001.0,supermarkets
