yearvalue(long),statevalue,hai,county,facilityid(long),facilityname,operativeprocedure,procedurecount(long),predictedinfectioncount(double precision),infectioncount(long)
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Riversde,630012960.0,Desert Regional Medical Center,Cesarean section,9,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Sa nBernardino,930000038.0,Desert Valley Hospital,Cesarean section,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Stnaislaus,40000122.0,Doctors Medical Center,Cesarean section,11,0.03,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",vSanta Cruz,630012960.0,Dominican Hospital,Cesarean section,3,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930001709.0,Earl & Loraine Miller Children's Hospital,Cesarean section,15,0.18,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",oLs Angeles,930000008.0,East Los Angeles Doctors Hospital,Cesarean section,8,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Imperial,140000014.0,El Centro Regional Medical Center,Cesarean section,4,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Stanislaus,30000125.0,Emanuel Medical Center,Cesarean section,3,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infectins (SSI)",Butte,60000002.0,Enloe Medical Center - Esplanade,Cesarean section,7,0.03,0
2016,alifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Siskiyonu,230000019.0,Fairchild Medical Center,Cesarean section,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Butte,140000014.0,Feather River Hospital,Cesarean section,2,0.0,0
2016,Califoirnia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Oranhge,60000002.0,Fountain Valley Regional Hospital & Medical Center,Cesarean section,1,0.0,0
2016,California,"Healthcare Assocated Infection, Surgical Site Infections (SSI)",Orange,60000058.0,Garden Grove Hospital and Medical Center,Cesarean section,2,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,40000122.0,Garfield Medical Center,Cesarean section,7,0.04,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Monerey,930000005.0,George L. Mee Memorial Hospital,Cesarean section,4,0.01,0
2016,California,"ealthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000059.0,Glendale Adventist Medical Center,Cesarean section,5,0.01,0
2016,Caliornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Alngeles,930000004.0,Glendale Memorial Hospital and Health Center,Cesarena section,7,0.04,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000008.0,"Good Samaritan Hospital, Los Angeles",Cesarean section,4,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Satna Clara,70000153.0,"Good Samaritan Hospital, San Jose",Cesarean section,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,80000023.0,Adventist Medical Center,Cesarean sectoin,4,0.01,0
1560,California,"Healthcare Associated Infection, Surgical Site Infectinos (SSI)",Saan Diego,230000008.0,Grossmont Hospital,Cesarean section,4,0.02,0
2016,Caclifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Riverside,630012960.0,Hemet Valley Medical Center,Cesarean section,6,0.01,0
1153,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Ls Angeles,930000012.0,Henry Mayo Newhall Hospital,Cesarean section,2,0.0,0
2016,California,"Healthcare Associated Infetion, Surgical Site Infections (SSI)",San Bernardino,930000005.0,Beverly Hospital,Cesarean section,3,0.02,0
2016,California,"Healthcare Associated Infection, Surgial Site Infections (SSI)",Orange,930000005.0,Hoag Memorial Hospital Presbyterian,Cesarean section,1,0.0,0
2016,Califrnia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000065.0,Hollywood Presbyterian Medical Center,Cesarean section,6,0.06,0
1350,Californina,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angelse,930000012.0,Huntington Memorial Hospital,Cesarean section,4,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infectiosn (SSI)",Riverside,250000017.0,John F. Kennedy Memorial Hospital,Cesarean section,7,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Contara Costa,140000187.0,John Muir Medical Center - Walnut Creek Campus,Cesarean setcion,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Solaon,630012960.0,"Kaiser Foundation Hospital and Rehab Center, Vallejo",Cesarean section,4,0.01,1
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Contra Costa,930000068.0,Dominican Hospital,Cesarean section,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,60001207.0,"Kaiser Foundation Hospital, Baldwin Park",Cesarean section,1,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000074.0,"Kaiser Foundation Hospital, Downey",Cesarean section,3,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Bernarino,630012960.0,"Kaiser Foundation Hospital, Fontana",Cesarean section,5,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Fresno,630012971.0,Delano Regional Medical Center,Cesarean section,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgiacl Site Infections (SSI)",Loss Angeles,220000002.0,"Kaiser Foundation Hospital, Los Angeles",Cesarean section,3,0.0,0
1208,Caslifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",an Joaquin,30000973.0,"Kaser Foundation Hospital, Manteca",Cesarean section,5,0.02,0
2016,California,"HealthcareAssociated Infection, Surgical Site Infections (SSI)",Rievrside,220000002.0,"Kaiser Foundation Hospital, Moreno Valley",Cesarean section,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Almaeda,60000006.0,"Kaiser Foundation Hospital, Oakland/Richmond",Cesarean section,2,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Bernardino,930000004.0,"Kaiser Foundation Hospital, Ontario",Cesarean section,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Oange,30000114.0,"Kaiser Foundation Hospital, Orange County, Anaheim",Cesarean section,4,0.01,0
2016,California,"Healthcare Associated Infectiong, Surgical Site Infections (SSI)",Orange,630011745.0,"Kaiser Foundation Hospital, Orange County, Irvine",Cesarean section,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,630012960.0,"Kaiser Foundation Hospital, Panorama City",Cesarean section,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Mateo,140000014.0,"Kaiser Foundation Hospital, Redwood City",Cesarean section,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Riverside,930000012.0,"Kaiser Foundation Hospital, Riverside",Cesarean section,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Placer,30001370.0,"Kaiser Foundation Hospital, Roseville",Cesarean section,3,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Diego,60000006.0,"Kaiser Foundation Hospital, San Diego",Cesarean section,2,0.02,0
2016,Cwalifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Alameda,930000004.0,"Kaiser Foundation Hospital, San Leandro",Cesarean section,1,0.0,0
2016,Calfornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Clara,230000008.0,"Kaiser Foundation Hospital, Santa Clara",Cesarean section,2,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000012.0,"Kaiser Foundation Hospital, South Bay",Cesarean section,1,0.0,0
2016,California,"Healthcare Associatde Infection, Surgical Site Infections (SSI)",Sacramento,30000133.0,"Kaiser Foundation Hospital, South Sacrmento",Cesarean section,4,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Tlare,120001444.0,Kaweah Delta Medcal Center,Cesarean section,11,0.01,0
2016,Cavlifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Koern,140000012.0,Kern Medical Center,Cesarean section,11,0.05,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Ls Angeles,60000027.0,LAC/Hrabor UCLA Medical Center,Ceasrean section,3,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,220000002.0,LAC/Olive View UCLA Medical Center,Cesarean section,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angelnes,930000005.0,LAC+USC Medical Center,Cesaren section,2,0.0,0
2689,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Joaquin,930000012.0,Lodi Memorial Hospital,Cesarean section,2,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Brenardino,60000002.0,Loma Linda University Children's Hospital,Cesarean sectino,3,0.02,0
1623,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Barbra,630012960.0,Lompoc Valley Medical Center,Cesarean section,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000095.0,Long Beach Memorial Medical Center,Cesarean section,1,0.0,0
2946,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Vewntura,140000012.0,Los Robles Hospital & Medical Center,Cesarean section,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgcal Site Infections (SSI)",Santa Clra,70001349.0,Lucile Packard Children's Hospital Stanford,Cesarean section,6,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Madrea,220000002.0,Madera Community Hospital,Cesarean section,4,0.02,0
2724,California,"Healthcare Assoctiated Infection, Surgical Site Infections (SSI)",Santa oBarbara,30000114.0,Marian Regional Medical Center,Cesarean section,15,0.07,0
2016,Caslifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Marni,630012960.0,Marin General Hospital,Cesarean sectin,2,0.0,0
2016,Californai,"Healthcare Associated Infection, Surgical Site Infections (SSI)",El Dorado,930000012.0,Desert Regional Medical Center,Cesarean section,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Shsata,140000012.0,Mayers Memorial Hospital,Cesarean section,1,0.0,0
2016,Californai,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Merced,930000068.0,Bakersfield Memorial Hospital,Cesarean section,3,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,120000342.0,Alta Bates Summit Medical Center - Alta Bates Campus,Cesarean section,4,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Stanislasu,930000012.0,Memorial Medical Center,Cesaren section,3,0.04,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Sacamento,40000122.0,Mercy General Hospital,Cesarean section,6,0.01,0
2016,Californeia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Mercd,630012960.0,Mercy Medical Center,Cesarean section,10,0.05,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Siskiyou,60000074.0,Mercy Medical Center Mt. Shasta,Cesarean section,1,0.0,0
2318,California,"Healthcare Associated Infection, Surgical Site Ifections (SSI)",Shasat,230000010.0,Mercy Medical Center Redding,Cesarean section,4,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Sacramento,30000127.0,Mercy San Juan Medical Center,Cesarean section,5,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Kern,140000012.0,Mercy Southwest Hospital,Cesarean section,7,0.03,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Saramento,30000037.0,Methodist Hospital of Sacramento,Cesarean section,4,0.01,0
2016,California,"Healthcare Associated nfection, Surgical Site Infections (SSI)",os Angeles,930000096.0,Methodist Hospital of Southern Califonria,Cesarean section,1,0.02,0
2016,Califoria,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orange,60000060.0,Mission Hospital eRgional Medical Center,Cesarean section,2,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Bernardino,930000008.0,Montclair Hospital Medical Center,Cesarean section,3,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000108.0,Monterey Park Hospital,Cesarean section,10,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Mnterey,930000005.0,Natividad Medical Center,Cesarean section,11,0.06,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Solrano,110000010.0,Northbay Mediceal Center,Csearean section,4,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Clara,60000074.0,O'Connor Hospital,Cesarean section,3,0.02,0
1160,Caifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orange,60000073.0,Orange County Global Medical Center,Cesarean section,6,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Butte,230000014.0,Oroivlle Hospital,Cesarean section,1,0.0,0
2974,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeels,120000338.0,Pacific Alliance Medical Center,Cesarean section,8,0.01,0
2183,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Riverside,60001207.0,Palo Verde Hospital,Cesarean section,2,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Diego,930000056.0,AHMC Anaheim Regional Medical Center,Cesarean section,3,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Diego,220000002.0,Palomar Medical Center,Cesarean section,1,0.0,0
2016,California,"Healthcare Associated Infection, Surical Site Infections (SSI)",Riverside,250000044.0,Parkview Community Hospital Medical Center,Cesarean section,13,0.03,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SS)",Imeprial,230000008.0,Pioneers Memorial Healthcare District,Cesarean section,3,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000123.0,Pomona Valley Hospital Mecdical Center,Cesarean section,16,0.09,0
2016,California,"Healthcare Associated Infection, Surgical Site Infection (SSI)",Los Angeles,630012960.0,Presbyterian Intercommunity Hospital,Cesarean section,3,0.0,0
2475,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000066.0,Providence Holy Cross Medical Center,Cesarean section,9,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,60000074.0,Alta Bates Summit Medical Center - Alta Bates Campus,Cesarean section,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angelees,40000122.0,Providence Saint Joseph Medical Center,Cesarean section,4,0.01,0
2865,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Bernardino,240000046.0,Redlands Community Hospital,Cesarean section,1,0.0,0
2016,Califronia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",umboldt,140000014.0,Redwood Memorial Hospital,Cesarean secion,1,0.0,0
2016,California,"Healthcare Associated Infectiond, Surgical Site Infections (SSI)",Sdanta Clara,220000002.0,Regional Medical Center of San Jose,Cesarean section,1,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Yubka,60001207.0,Rideout Memorial Hospital,Cesarean section,3,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Kern,30000114.0,California Hospital Medical Center - Los Angeles,Cesarean section,2,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Riveerside,220000002.0,Riverside Community Hospital,Cesarean section,14,0.02,0
2016,California,"Healthcare Associated Infection, Surical Site Infections (SSI)",Riveryside,930000008.0,Riverside University Health System - Medical Center,Cesarean section,6,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,30000114.0,Ronald Reagan UCLA Medical Center,Cesarean section,1,0.0,0
2016,California,"Healthcare Associated Infection,S urgical Site Infections (SSI)",Fresno,120000338.0,Saint Agnes Medical Center,Cesarean section,14,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000128.0,Saint Francis Medical Center,Cesarean section,22,0.06,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Monterey,70000147.0,Salinas Valley Memorial Hospital,eCsarean section,4,0.05,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",SanBernardino,240000053.0,San ntonio Regional Hospital,Cehsarean section,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angles,930000008.0,San Gabriel Valley Medical Center,Cesarean section,1,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Riverside,60000002.0,San Gorgonio Memorial Hospital,Cesareann section,1,0.0,0
2016,Californa,"Healthcare Associated Infection, Surgical Site Ihnfections (SSI)",Kervn,120000338.0,San Joaquin Community Hospital,Cesarean section,14,0.03,0
2016,Calfiornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Joaquni,30000135.0,San Joaquin General Hospital,Csarean section,5,0.01,0
2407,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Barbara,140000014.0,Santa Barbara Cottage Hospital,Cesarean section,1,0.0,0
1619,California,"Healthcare Asociated Infection, Surgical Site Infections (SSI)",Santa Clara,60000074.0,Santa Clara Valley Medical Center,Cesarean section,10,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,140000014.0,Santa Monica - UCLA Medical Center and Orthopaedic Hospital,Cesarean section,1,0.0,0
2016,Califoria,"Healthcare Associated Infection, Surgical Site Infections (SSpI)",Sonma,140001268.0,Santa Rosa Memoprial Hospital,Cesarean section,2,0.0,0
1406,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Dieglo,90000025.0,Sripps Mercy Hospital,Cesarean section,2,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Dego,140000014.0,Scripps Mercy Hospital Chula Vista,Cesarean section,3,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Diego,40000122.0,Children's Hospital Los Angeles,Cesarean section,6,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Diego,240000100.0,Sharp Mary Birch Hospital For Women And Newborns,Cesarean section,8,0.01,0
2547,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Tulare,930000038.0,Sierra View Medical Center,Cesarean section,12,0.02,0
2016,California,"Healthcare Associated Infectino, Surgical Site Infections (SSI)",San Luis Obspo,120000338.0,Sierra Vista Regional Medical Center,Cesarean section,3,0.02,0
2016,California,"Healthcare Associated Infection, Surgicla Site Infections (SSI)",Ventura,50000455.0,Simi Valley Hospital & Health Care Serviices,Cesarean sction,2,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Oranfge,40000122.0,South Coast Global Medical Center,Cesarean section,7,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",wRiverside,60000006.0,"Southwest Healthcare System, Murrieta",Cesarean section,3,0.0,0
2016,California,"Healthcare Associated Insfection, Surgical Site Infections (SSI)",Ventura,220000008.0,Community Hospital of Huntington Park,Cesarean section,14,0.02,0
1792,Caliofrnia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Bernardino,240000103.0,St. Bernardine Medical Center,Cesarean section,3,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",lTehama,230000020.0,St. Elizabeth Community Hospital,Cesarean section,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Napa,230000008.0,St. Helena Hospital,Cesarean section,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Lake,930000004.0,St. Helena Hospital - Clearlake,Cesarean section,1,0.0,0
2016,California,"Healthcare Associated Infectidon, Surgical Site Infections (SSI)",Orangae,60000067.0,"St. Joseph Hospital, Orange",Cesarean section,12,0.02,0
2039,California,"Healthcare Associated Infection, Surgical Site Infectionsp (SSI)",San Joauin,30000143.0,St. Joseph's Medical Cnenter Of Stockton,Csarean section,7,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Oranxge,60000074.0,St. Jude Medical Center,Cesarean section,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Bernardino,930000008.0,"St. Mary Medical Center, Apple Valley",Cesearean section,8,0.06,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angles,240000001.0,"St. Mary Medical Center, Long Beach",Cesarean section,8,0.01,0
1368,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",eDl Norte,60000074.0,Sutter Coast Hospital,Cesarean section,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Cgontra Costa,30000114.0,Sutter Delta Medical Center,Cesarean section,1,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Sacrmento,30000151.0,"Sutter Medical Center, Sacramento",Cesarean section,9,0.11,0
2016,California,"Healthcare Associated Infection, Surgicla Site Infections (SSI)",Sofnoma,930000004.0,Sutter Santa Rosa Regional Hospital,Cesarean sectoin,3,0.04,0
2433,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Nevada,230000265.0,Tahoe Forest Hospital,Cesraean section,1,0.0,0
2016,California,"Healthcare Associated Infecton, Surgical Site Infections (SSI)",aSn Diego,930000008.0,Tri-City Medical Center,Cesarean section,2,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Tulare,240000001.0,Tulare Regional Medical Center,Cesarean section,2,0.02,0
2016,Californria,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Sabn Luis Obispo,60000006.0,Twin Cities Community Hospital,Cesarean section,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Diego,60000074.0,UC San Diego Health Hillcrest - Hillcrest Medical Center,Cesarean section,2,0.0,0
1183,Cablifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Francisco,220000031.0,UCSF Medical Center,Cesarean section,2,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Scramento,60000002.0,University of California Davis Medical Center,Cesarean section,2,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orange,930000005.0,University of California Irvine Medical Center,Cesarean section,2,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000129.0,Valley Presbyterian Hospital,Cesarean section,16,0.09,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",entura,930000005.0,Ventura County Medical Center,Cesarean section,1,0.0,0
2016,Califonria,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Berardino,30000114.0,Victor Valley Global Medical Center,Cesarean section,13,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Anegles,930000191.0,White Memorial Mdeical Center,Cesareaen section,14,0.02,0
2016,jCalifornia,"Healthcar Associated Infection, Surgical Site Infections (SSI)",Lo sAngeles,60000074.0,Whittier Hospital Medical Center,Cesarean section,5,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Yolo,30000114.0,Woodland Memorial Hospital,Cesarean section,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",an Francisco,60000074.0,Zuckerberg San Francisco General Hospital and Trauma Center,Cesarean section,3,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angels,140000014.0,Antelope Valley Hospital,Clon surgery,2,0.05,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Sawn Bernardino,60000074.0,Arrowhead Regional Medical Center,Colon surgery,1,0.03,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",eKrn,40000122.0,Bakersfield Memorial Hospital,Colon surgery,1,0.01,0
2016,Caliornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,240000100.0,California Hospital Medical Center - Los Angeles,Colon surgery,2,0.1,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Sa nFrancisco,60000002.0,California Pacific Medical Center - California West Campus Hospital,Colon surgery,6,0.05,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angelves,40000122.0,Cedars-Sinai Medical Center,Colon surgery,22,0.56,1
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Alaeda,60000074.0,Children's Hospital & Research Center Oakland,Colno surgery,66,1.05,1
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orjange,60001207.0,Children' sHospital at Mission,Colonsurgery,2,0.03,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Ls Angeles,220000002.0,Children's Hospital Los Angeles,Colon surgery,110,1.56,3
2016,California,"Healthcare Associatd Infection, Surgical Site Infections (SSI)",Orsange,40000122.0,Children's Hospital of Orange County,Colon surgery,35,0.54,1
1304,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Anglees,930000132.0,Citrus Valley Medical Center - QV Campus,Colon surgery,5,0.15,0
1015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",resno,630012960.0,Clovis Community Medical Center,Colon surgery,1,0.03,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Fresno,240000001.0,Community Regional Medical Center,Colon surgery,8,0.35,1
2016,uCalifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Cruz,40000122.0,Dominican Hospital,Colon surgery,1,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angles,230000008.0,Earl & Loraine Miller Children's Hospital,Colon surgery,34,0.51,1
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",lameda,240000082.0,Eden Medical Center,Colon surgery,1,0.03,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Riverside,930000012.0,Cedars-Sinai Medical Center,Colon surgery,1,0.04,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Btute,60000074.0,Enloe Medical Center - Esplanade,Coylon surgery,1,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orange,60000011.0,Fountain Valley Regional Hospital & Medical Center,Colon surgery,5,0.05,0
2016,California,"Healthcare Associated Infetcion, Surgical Site Infections (SSI)",uSanta Clara,40000122.0,"Good Samaritan Hospital, San Jose",Colon surgery,5,0.13,0
2016,California,"Healthcare Associated nIfection, Surgical Site Infections (SSI)",Los Angelhes,930000012.0,Huntington Memorial Hospital,Colon surgery,10,0.24,0
2016,Claifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Contra Costa,140000187.0,John Muir Medical Center - Walnut Creek Capus,Colon sdurgery,1,0.01,0
2016,Cwalifornia,"Healthcare Associated Infdection, Surgical Site Infections (SSI)",Solaon,60000074.0,"Kaiser Foundation Hospital and Rehab Center, Vallejo",Colon surgery,2,0.07,0
2016,California,"Healthcare Associated Infection, Surgical Site Infection (SSI)",Los Angehles,120000338.0,"Kaiser Foundation Hospital, Baldwin Park",Colon surgery,1,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Akngeles,40000122.0,"Kaiser Foundation Hospital, Downey",Colon surgery,7,0.08,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Bernardino,630012960.0,"Kaiser Foundation Hospital, Fontana",Colon surgery,10,0.2,0
