OBJECTID,SubSurRights,GIS_Acres,ACRES,ECRMP_Description,SHAPE_Length,SHAPE_Area
252,Coal Only,165.329254104542,165.329254104542,Alt B Underground Coal Leasing Available,3272.20504057992,669063.753783566
253,Coal Only,156.670765630585,156.670765630585,Alt B Underground Coal Leasing Available,3969.4563926478,634024.094094458
254,Coal Only,41.9184179321243,41.9184179321243,Alt B Underground Coal Leasing Available,1647.68520937124,169637.818825464
255,Coal Only,712.712988752353,712.712988752353,Alt B Underground Coal Leasing Available,20003.7909571,2884247.13586036
256,Coal Only,39.4240971402473,39.4240971402473,Alt B Underground Coal Leasing Available,1597.75223195339,159543.660709331
257,Coal Only,802.040929188625,802.040929188625,Alt B Underground Coal Leasing Available,13687.8998860162,3245744.48531465
258,Coal Only,156.265204471193,156.265204471193,Alt B Underground Coal Leasing Available,3978.53879854945,632382.846311895
259,Coal Only,158.938785167295,158.938785167295,Alt B Underground Coal Leasing Available,3209.25125926374,643202.443522722
260,Coal Only,78.8990700655381,78.8990700655381,Alt B Underground Coal Leasing Available,2396.06174417602,319293.20841611
261,Coal Only,360.696034983535,360.696034983535,Alt B Underground Coal Leasing Available,10525.1757734611,1459685.06570733
262,Coal Only,157.134355790133,157.134355790133,Alt B Underground Coal Leasing Available,3977.59740236806,635900.176908987
263,Coal Only,283.811883813722,283.811883813722,Alt B Underground Coal Leasing Available,4874.63546988354,1148545.94476501
264,Coal Only,42.0769950114327,42.0769950114327,Alt B Underground Coal Leasing Available,1651.08179918286,170279.557497309
265,Coal Only,34.1795165882226,34.1795165882226,Alt B Underground Coal Leasing Available,2291.53053720381,138319.596219576
266,Coal Only,150.289128062938,150.289128062938,Alt B Underground Coal Leasing Available,3806.15914688913,608198.523118398
267,Coal Only,322.809542521279,322.809542521279,Alt B Underground Coal Leasing Available,7226.34662077171,1306363.87036424
268,Coal Only,127.278267724368,127.278267724368,Alt B Underground Coal Leasing Available,3315.01724904329,515076.875172306
269,Coal Only,147.561465158427,147.561465158427,Alt B Underground Coal Leasing Available,4391.66188728474,597160.062975135
270,Coal Only,899.014160048852,899.014160048852,Alt B Underground Coal Leasing Available,16495.2812395274,3638181.22742224
271,Coal Only,43.528075412213,43.528075412213,Alt B Underground Coal Leasing Available,1679.1731775465,176151.871536626
272,Coal Only,166.622134621862,166.622134621862,Alt B Underground Coal Leasing Available,4714.95601116564,674295.855608478
273,Coal Only,157.281144952295,157.281144952295,Alt B Underground Coal Leasing Available,5933.90535076906,636494.211572619
274,Coal Only,156.41485766205,156.41485766205,Alt B Underground Coal Leasing Available,6133.59271533054,632988.47128845
275,Coal Only,95.6936916812611,95.6936916812611,Alt B Underground Coal Leasing Available,2583.75946136181,387258.630763477
276,Coal Only,86.395394478663,86.395394478663,Alt B Underground Coal Leasing Available,2571.12123319119,349629.757011759
277,Coal Only,135.711769648235,135.711769648235,Alt B Underground Coal Leasing Available,2978.32407286415,549206.046596229
278,Coal Only,53.2634837417383,53.2634837417383,Alt B Underground Coal Leasing Available,3937.21768247458,215549.671259652
279,Coal Only,68.5040508668767,68.5040508668767,Alt B Underground Coal Leasing Available,3669.83522495969,277226.058211036
280,Coal Only,328.978072516863,328.978072516863,Alt B Underground Coal Leasing Available,6519.84707145341,1331327.02559364
281,Coal Only,161.435606332264,161.435606332264,Alt B Underground Coal Leasing Available,4661.1482762548,653306.720289762
282,Coal Only,198.833393585164,198.833393585164,Alt B Underground Coal Leasing Available,4009.04896173071,804650.195817707
283,Coal Only,467.598908604601,467.598908604601,Alt B Underground Coal Leasing Available,7513.31051213922,1892305.64639376
284,Coal Only,81.0679517936043,81.0679517936043,Alt B Underground Coal Leasing Available,2440.90439664297,328070.361366761
285,Coal Only,118.843962930724,118.843962930724,Alt B Underground Coal Leasing Available,3206.24548182585,480944.454649669
286,Coal Only,80.4286144597285,80.4286144597285,Alt B Underground Coal Leasing Available,2417.39590160026,325483.054971086
287,Coal Only,254.055395096773,254.055395096773,Alt B Underground Coal Leasing Available,5792.23366981772,1028125.70729275
288,Coal Only,41.4248227553967,41.4248227553967,Alt B Underground Coal Leasing Available,1637.93129393513,167640.310014459
289,Coal Only,40.195916813779,40.195916813779,Alt B Underground Coal Leasing Available,1613.3087914337,162667.104112098
290,Coal Only,1395.00293184863,1395.00293184863,Alt B Underground Coal Leasing Available,18336.922419151,5645376.57401844
291,Coal Only,40.4115807293451,40.4115807293451,Alt B Underground Coal Leasing Available,1617.7108060532,163539.865013886
292,Coal Only,646.59112418401,646.59112418401,Alt B Underground Coal Leasing Available,8086.77226835833,2616661.4435709
293,Coal Only,40.4989704719272,40.4989704719272,Alt B Underground Coal Leasing Available,1619.44968845664,163893.518754907
294,Coal Only,40.8545164690791,40.8545164690791,Alt B Underground Coal Leasing Available,1627.01819463305,165332.362356939
295,Coal Only,76.9914588772309,76.9914588772309,Alt B Underground Coal Leasing Available,2351.47473785407,311573.379827267
296,Coal Only,122.735203518802,122.735203518802,Alt B Underground Coal Leasing Available,3255.2246634452,496691.746614635
297,Coal Only,725.809283001196,725.809283001196,Alt B Underground Coal Leasing Available,10507.6176076161,2937245.95835093
298,Coal Only,81.7140827734091,81.7140827734091,Alt B Underground Coal Leasing Available,2440.53897179494,330685.160672096
299,Coal Only,4670.72689651129,4670.72689651129,Alt B Underground Coal Leasing Available,79177.904732836,18901761.1384232
300,Coal Only,40.9007922505196,40.9007922505196,Alt B Underground Coal Leasing Available,1627.43062886085,165519.633800263
301,Coal Only,529.966173335455,529.966173335455,Alt B Underground Coal Leasing Available,9002.0472594528,2144697.01221734
302,Coal Only,42.3702263974493,42.3702263974493,Alt B Underground Coal Leasing Available,1657.40741867672,171466.22281506
303,Coal Only,156.792015734427,156.792015734427,Alt B Underground Coal Leasing Available,3975.1542253373,634514.775855907
304,Coal Only,201.322787854067,201.322787854067,Alt B Underground Coal Leasing Available,4036.32807436905,814724.417002702
305,Coal Only,43.4869617783628,43.4869617783628,Alt B Underground Coal Leasing Available,1678.47387766757,175985.490563431
306,Coal Only,161.334319464938,161.334319464938,Alt B Underground Coal Leasing Available,4054.96582096238,652896.826880219
307,Coal Only,80.7282413150934,80.7282413150934,Alt B Underground Coal Leasing Available,2422.066059099,326695.601835043
308,Coal Only,323.907006452674,323.907006452674,Alt B Underground Coal Leasing Available,7271.45044347938,1310805.14932336
309,Coal Only,41.3083119109015,41.3083119109015,Alt B Underground Coal Leasing Available,1635.51723003193,167168.807355134
310,Coal Only,39.8840454577817,39.8840454577817,Alt B Underground Coal Leasing Available,1607.01730823464,161405.005512117
311,Coal Only,162.335441631413,162.335441631413,Alt B Underground Coal Leasing Available,4033.7387717093,656948.224549222
312,Coal Only,540.777918856196,540.777918856196,Alt B Underground Coal Leasing Available,9845.34518769332,2188450.5940153
313,Coal Only,2489.67671214708,2489.67671214708,Alt B Underground Coal Leasing Available,28204.4989685203,10075364.1922521
314,Coal Only,40.9579871410957,40.9579871410957,Alt B Underground Coal Leasing Available,1628.51813313815,165751.09331052
315,Coal Only,82.8872734722747,82.8872734722747,Alt B Underground Coal Leasing Available,2471.83740141829,335432.8949865
316,Coal Only,1097.44322472652,1097.44322472652,Alt B Underground Coal Leasing Available,17874.792980803,4441195.16220388
317,Coal Only,201.487813275504,201.487813275504,Alt B Underground Coal Leasing Available,4845.98193787048,815392.251189307
318,Coal Only,82.7426151316595,82.7426151316595,Alt B Underground Coal Leasing Available,2461.77397039238,334847.483451728
319,Coal Only,41.0253723536779,41.0253723536779,Alt B Underground Coal Leasing Available,1629.86588170704,166023.791590833
320,Coal Only,39.3954753394168,39.3954753394168,Alt B Underground Coal Leasing Available,1597.38623184515,159427.83239082
321,Coal Only,40.8608791449399,40.8608791449399,Alt B Underground Coal Leasing Available,1626.65689043701,165358.11119261
322,Coal Only,161.410179628171,161.410179628171,Alt B Underground Coal Leasing Available,4029.64497930444,653203.822069002
323,Coal Only,3743.31552991954,3743.31552991954,Alt B Underground Coal Leasing Available,38963.4812402441,15148660.4933245
324,Coal Only,40.8061278564909,40.8061278564909,Alt B Underground Coal Leasing Available,1625.86458625694,165136.540589316
325,Coal Only,283.188730026641,283.188730026641,Alt B Underground Coal Leasing Available,6504.44085121059,1146024.13085961
326,Coal Only,41.6161397314678,41.6161397314678,Alt B Underground Coal Leasing Available,1641.84005291331,168414.542347786
327,Coal Only,3130.83886437866,3130.83886437866,Alt B Underground Coal Leasing Available,31719.6459164295,12670055.3658103
328,Coal Only,355.233949548811,355.233949548811,Alt B Underground Coal Leasing Available,6356.24369067792,1437580.79018612
329,Coal Only,43.3604367841917,43.3604367841917,Alt B Underground Coal Leasing Available,1679.19404175141,175473.462078175
330,Coal Only,159.371839976592,159.371839976592,Alt B Underground Coal Leasing Available,4000.12593310954,644954.954158978
331,Coal Only,331.863778982998,331.863778982998,Alt B Underground Coal Leasing Available,4916.58285638114,1343005.06533928
332,Coal Only,41.9970274663655,41.9970274663655,Alt B Underground Coal Leasing Available,1649.1399163106,169955.940323971
333,Coal Only,36.969532933851,36.969532933851,Alt B Underground Coal Leasing Available,1549.88097505186,149610.391786483
334,Coal Only,504.305573900886,504.305573900886,Alt B Underground Coal Leasing Available,7423.13677856101,2040852.25059292
335,Coal Only,2864.55889739283,2864.55889739283,Alt B Underground Coal Leasing Available,35505.449286144,11592458.5712572
336,Coal Only,153.254062817146,153.254062817146,Alt B Underground Coal Leasing Available,4043.56658191758,620197.188370459
337,Coal Only,21.4954506065361,21.4954506065361,Alt B Underground Coal Leasing Available,1368.72721448493,86989.0023394425
338,Coal Only,39.2646170075355,39.2646170075355,Alt B Underground Coal Leasing Available,1594.7544583935,158898.267510021
339,Coal Only,982.116904578474,982.116904578474,Alt B Underground Coal Leasing Available,10560.7842937215,3974486.10284101
340,Coal Only,4800.8847090813,4800.8847090813,Alt B Underground Coal Leasing Available,39535.7143954963,19428491.1181476
341,Coal Only,125.46589101769,125.46589101769,Alt B Underground Coal Leasing Available,3292.99740648223,507742.446857076
342,Coal Only,40.6108338940034,40.6108338940034,Alt B Underground Coal Leasing Available,1621.63418556119,164346.213962967
343,Coal Only,39.9290117665089,39.9290117665089,Alt B Underground Coal Leasing Available,1608.1123108557,161586.977707382
344,Coal Only,11825.0498270917,11825.0498270917,Alt B Underground Coal Leasing Available,77173.3318556117,47854278.8379662
345,Coal Only,116.637510405724,116.637510405724,Alt B Underground Coal Leasing Available,3173.82861988863,472015.25807815
346,Coal Only,285.675369752114,285.675369752114,Alt B Underground Coal Leasing Available,5684.05344140496,1156087.20480284
347,Coal Only,18889.9172709064,18889.9172709064,Alt B Underground Coal Leasing Available,127317.798673373,76444783.0263721
348,Coal Only,41.1887562868587,41.1887562868587,Alt B Underground Coal Leasing Available,1633.42568090941,166684.982910143
349,Coal Only,1.45863612626639,1.45863612626639,Alt B Underground Coal Leasing Available,372.29068413605,5902.89097552581
350,"Oil, Gas and Coal Only",5.54492977006666,5.54492977006666,Alt B Underground Coal Leasing Available,981.552185214845,22439.5346517512
351,"Oil, Gas and Coal Only",37.5363322663957,37.5363322663957,Alt B Underground Coal Leasing Available,1591.7767391391,151904.147305604
352,"Oil, Gas and Coal Only",60.6758124661741,60.6758124661741,Alt B Underground Coal Leasing Available,2270.22162705492,245546.301363075
353,"Oil, Gas and Coal Only",29.0475136710678,29.0475136710678,Alt B Underground Coal Leasing Available,1397.33516496443,117551.117254513
354,"Oil, Gas and Coal Only",41.1223862109436,41.1223862109436,Alt B Underground Coal Leasing Available,1632.05595063011,166416.39274217
355,"Oil, Gas and Coal Only",119.376977470402,119.376977470402,Alt B Underground Coal Leasing Available,3214.71265903204,483101.487962796
356,"Oil, Gas and Coal Only",164.414615357111,164.414615357111,Alt B Underground Coal Leasing Available,4069.05033218405,665362.342094351
357,"Oil, Gas and Coal Only",36.5072903177666,36.5072903177666,Alt B Underground Coal Leasing Available,2112.01044155019,147739.762286875
358,"Oil, Gas and Coal Only",7.54304043890942,7.54304043890942,Alt B Underground Coal Leasing Available,1090.27944302446,30525.6016446235
359,"Oil, Gas and Coal Only",41.2906626521334,41.2906626521334,Alt B Underground Coal Leasing Available,1635.2849684597,167097.383338938
360,"Oil, Gas and Coal Only",82.7026074547844,82.7026074547844,Alt B Underground Coal Leasing Available,2447.8743121993,334685.57812762
361,Other,42.196194512034,42.196194512034,Alt B Underground Coal Leasing Available,1652.96255231444,170761.940761864
362,Other,315.554655325513,315.554655325513,Alt B Underground Coal Leasing Available,5615.25176889705,1277004.38352227
