year,month,quarter,mktcarrier,mktcarrierairlineid,mktcarriername,mktuniquecarrier,mktuniquecarriername,opcarrier,opcarrierairlineid,opcarriername,opuniquecarrier,opuniquecarriername,paxalttrans,paxnoalttrans,paxnocomp_one,paxnocomp_two,paxnocomp_three,totdenboarding,paxcomp_one,paxcomp_two,paxupgrade,paxdowngrade,totboarding,comppaid_one,comppaid_two,comppaid_three,codeshare,opcarriersource
2015,9,3,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,164,1106,0,1214,74,2558,2484,15366,686.0,256.0,36891115,42501.0,1057341.0,0,False,AA
2015,12,4,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,196,1296,0,872,62,2426,2364,13320,600.0,387.0,22033306,83827.0,1226806.0,0,False,AA
2016,3,1,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,193,1162,0,1214,73,2642,2569,14766,515.0,669.0,31360650,61295.0,1117302.0,0,False,AA
2016,6,2,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,129,879,0,743,49,1800,1751,12217,501.0,494.0,34214085,41385.0,771058.0,0,False,AA
2016,9,3,,19806.0,American Airlines Inc.,AA,American Airlines Inc.,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,179,1298,0,652,27,2156,2129,15470,771.0,843.0,33773358,49190.0,1211835.0,0,,
2016,12,4,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,111,854,0,727,22,1714,1692,11806,299.0,1265.0,31546560,32476.0,1092284.0,0,False,AA
2017,3,1,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,156,1311,0,815,19,2301,2282,10870,252.0,1293.0,30582875,53613.0,1414883.0,0,False,AA
2017,6,2,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,140,1261,0,495,8,1904,1896,12328,289.0,1357.0,33982409,24754.0,1317614.0,0,False,AA
2017,9,3,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,24,161,0,127,0,312,312,10046,263.0,1341.0,33451848,4427.0,195177.0,0,False,AA
2017,12,4,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,19,164,0,232,1,416,415,14215,285.0,1543.0,32802049,6176.0,149534.0,0,False,AA
2018,3,1,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,3,83,0,147,0,233,233,11763,432.0,149.0,12508268,741.0,105022.0,0,True,AA
2018,3,1,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,9,295,0,177,2,483,481,15658,342.0,2220.0,31525870,1950.0,275239.0,0,False,AA
2011,3,1,,,,,,OH,20417.0,Comair Inc.,OH,Comair Inc.,4,43,1,0,1,49,47,3340,2362.0,320.0,1293985,1600.0,22596.0,0,False,OH
2018,6,2,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,2,87,0,105,0,194,194,12510,453.0,133.0,14202068,0.0,71183.0,0,True,AA
2018,6,2,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,6,90,0,98,1,195,194,12751,256.0,3455.0,34773590,0.0,94845.0,0,False,AA
2018,9,3,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,1,117,0,285,0,403,403,11068,307.0,152.0,14036150,0.0,119025.0,0,True,AA
2018,9,3,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,10,132,0,173,48,363,315,12697,264.0,1501.0,34232162,0.0,154801.0,0,False,AA
2018,12,4,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,12,330,0,999,0,1341,1341,11561,462.0,119.0,13609631,3173.0,324969.0,0,True,AA
2018,12,4,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,21,839,0,713,0,1573,1573,20168,383.0,1252.0,33312446,7403.0,917469.0,0,False,AA
2019,3,1,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,25,955,0,727,17,1724,1707,28362,486.0,1087.0,33083888,8509.0,957850.0,0,False,AA
2019,6,2,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,44,1227,0,1999,28,3298,3270,41562,852.0,2037.0,36110590,15195.0,1135837.0,0,False,AA
2019,9,3,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,21,832,0,997,40,1890,1850,25733,555.0,732.0,36283824,4826.0,755746.0,0,False,AA
2019,12,4,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,40,446,0,554,31,1071,1040,15503,245.0,504.0,35416937,9523.0,568007.0,0,False,AA
2020,3,1,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,8,198,0,256,3,465,462,6127,82.0,388.0,27440927,3795.0,294457.0,0,False,AA
2020,6,2,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,11,68,0,6,0,85,85,647,8.0,22.0,5369982,601.0,43852.0,0,False,AA
2020,9,3,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,14,558,0,65,1,638,637,2899,42.0,175.0,13703995,939.0,274410.0,0,False,AA
2020,12,4,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,0,8,0,20,0,28,28,591,9.0,105.0,14695523,0.0,8420.0,0,False,AA
2021,3,1,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,7,66,0,7,0,80,80,1453,,,14719488,,,0,False,AA
2021,6,2,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,24,331,0,53,0,408,408,5192,,,28314308,,,0,False,AA
2021,9,3,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,AA,19805.0,American Airlines Inc.,AA,American Airlines Inc.,33,374,0,62,11,480,480,6008,,,31669647,,,10320,False,AA
2018,9,3,UA,19977.0,United Air Lines Inc.,UA,United Air Lines Inc.,C5,20445.0,Commutair Aka Champlain Enterprises,C5,Commutair Aka Champlain Enterprises,0,0,0,0,0,0,0,708,0.0,0.0,521210,0.0,0.0,1350,True,C5
2019,3,1,UA,19977.0,United Air Lines Inc.,UA,United Air Lines Inc.,C5,20445.0,Commutair Aka Champlain Enterprises,C5,Commutair Aka Champlain Enterprises,0,0,0,0,0,0,0,1088,3.0,0.0,472007,0.0,0.0,0,True,C5
2019,6,2,UA,19977.0,United Air Lines Inc.,UA,United Air Lines Inc.,C5,20445.0,Commutair Aka Champlain Enterprises,C5,Commutair Aka Champlain Enterprises,0,0,0,0,0,0,0,1088,4.0,0.0,557350,0.0,0.0,0,True,C5
2019,9,3,UA,19977.0,United Air Lines Inc.,UA,United Air Lines Inc.,C5,20445.0,Commutair Aka Champlain Enterprises,C5,Commutair Aka Champlain Enterprises,0,0,0,0,1,1,0,1116,0.0,0.0,637151,0.0,0.0,0,True,C5
2019,12,4,UA,19977.0,United Air Lines Inc.,UA,United Air Lines Inc.,C5,20445.0,Commutair Aka Champlain Enterprises,C5,Commutair Aka Champlain Enterprises,0,0,0,0,0,0,0,824,0.0,0.0,630084,0.0,0.0,0,True,C5
2020,3,1,UA,19977.0,United Air Lines Inc.,UA,United Air Lines Inc.,C5,20445.0,Commutair Aka Champlain Enterprises,C5,Commutair Aka Champlain Enterprises,0,0,0,0,0,0,0,614,0.0,0.0,466376,0.0,0.0,0,True,C5
2020,6,2,UA,19977.0,United Air Lines Inc.,UA,United Air Lines Inc.,C5,20445.0,Commutair Aka Champlain Enterprises,C5,Commutair Aka Champlain Enterprises,0,0,0,0,0,0,0,1,0.0,0.0,51139,0.0,0.0,0,True,C5
2020,12,4,UA,19977.0,United Air Lines Inc.,UA,United Air Lines Inc.,C5,20445.0,Commutair Aka Champlain Enterprises,C5,Commutair Aka Champlain Enterprises,0,0,0,0,0,0,0,90,0.0,0.0,338370,0.0,0.0,0,True,C5
2021,3,1,UA,19977.0,United Air Lines Inc.,UA,United Air Lines Inc.,C5,20445.0,Commutair Aka Champlain Enterprises,C5,Commutair Aka Champlain Enterprises,0,0,0,0,0,0,0,136,,,414266,,,0,True,C5
2021,6,2,UA,19977.0,United Air Lines Inc.,UA,United Air Lines Inc.,C5,20445.0,Commutair Aka Champlain Enterprises,C5,Commutair Aka Champlain Enterprises,0,0,0,0,0,0,0,710,,,723597,,,0,True,C5
2021,9,3,UA,19977.0,United Air Lines Inc.,UA,United Air Lines Inc.,C5,20445.0,Commutair Aka Champlain Enterprises,C5,Commutair Aka Champlain Enterprises,4,2,0,0,0,6,6,639,,,830728,,,500,True,C5
2018,3,1,UA,19977.0,United Air Lines Inc.,UA,United Air Lines Inc.,9K,20253.0,Cape Air,9K,Cape Air,0,0,0,0,0,0,0,17,0.0,0.0,31881,0.0,0.0,0,True,9K
2018,6,2,UA,19977.0,United Air Lines Inc.,UA,United Air Lines Inc.,9K,20253.0,Cape Air,9K,Cape Air,0,0,0,0,0,0,0,1,0.0,0.0,22595,0.0,0.0,0,True,9K
2010,12,4,,,,,,OH,20417.0,Comair Inc.,OH,Comair Inc.,5,48,3,0,1,57,53,3938,2362.0,408.0,1597859,999.0,24291.0,0,False,OH
2011,6,2,,,,,,OH,20417.0,Comair Inc.,OH,Comair Inc.,7,91,2,1,0,101,98,4553,2791.0,391.0,1487413,2343.0,54236.0,0,False,OH
2018,3,1,UA,19977.0,United Air Lines Inc.,UA,United Air Lines Inc.,C5,20445.0,Commutair Aka Champlain Enterprises,C5,Commutair Aka Champlain Enterprises,0,1,0,0,0,1,1,595,0.0,0.0,341028,0.0,500.0,0,True,C5
2018,6,2,UA,19977.0,United Air Lines Inc.,UA,United Air Lines Inc.,C5,20445.0,Commutair Aka Champlain Enterprises,C5,Commutair Aka Champlain Enterprises,1,0,0,0,0,1,1,706,1.0,0.0,477181,0.0,0.0,0,True,C5
2018,12,4,UA,19977.0,United Air Lines Inc.,UA,United Air Lines Inc.,C5,20445.0,Commutair Aka Champlain Enterprises,C5,Commutair Aka Champlain Enterprises,0,0,0,0,0,0,0,1041,0.0,0.0,516022,0.0,0.0,0,True,C5
2020,9,3,UA,19977.0,United Air Lines Inc.,UA,United Air Lines Inc.,C5,20445.0,Commutair Aka Champlain Enterprises,C5,Commutair Aka Champlain Enterprises,0,0,0,0,0,0,0,1,0.0,0.0,140824,0.0,0.0,0,True,C5
2011,3,1,,,,,,CP,21167.0,Compass Airlines,CP,Compass Airlines,1,31,0,1,0,33,32,1219,2838.0,437.0,729569,341.0,19052.0,0,False,CP
2018,3,1,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,CP,21167.0,Compass Airlines,CP,Compass Airlines,0,1,0,0,0,1,1,835,3651.0,526.0,875981,0.0,1128.0,0,True,CP
2018,6,2,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,CP,21167.0,Compass Airlines,CP,Compass Airlines,0,0,0,1,0,1,0,610,4176.0,704.0,986856,0.0,0.0,0,True,CP
2018,9,3,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,CP,21167.0,Compass Airlines,CP,Compass Airlines,0,0,0,0,1,1,0,768,4731.0,733.0,1033701,0.0,0.0,0,True,CP
2018,12,4,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,CP,21167.0,Compass Airlines,CP,Compass Airlines,0,1,0,0,0,1,1,1119,4812.0,664.0,985641,0.0,820.0,0,True,CP
2019,3,1,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,CP,21167.0,Compass Airlines,CP,Compass Airlines,0,0,0,0,0,0,0,1449,4415.0,707.0,960303,0.0,0.0,0,True,CP
2019,6,2,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,CP,21167.0,Compass Airlines,CP,Compass Airlines,0,0,0,0,0,0,0,1882,5378.0,832.0,1116997,0.0,0.0,0,True,CP
2019,9,3,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,CP,21167.0,Compass Airlines,CP,Compass Airlines,0,0,0,0,0,0,0,2131,5132.0,876.0,1056989,0.0,0.0,0,True,CP
2019,12,4,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,CP,21167.0,Compass Airlines,CP,Compass Airlines,0,0,0,0,0,0,0,1035,2845.0,574.0,679304,0.0,0.0,0,True,CP
2020,3,1,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,CP,21167.0,Compass Airlines,CP,Compass Airlines,0,0,0,0,0,0,0,442,1282.0,181.0,360840,0.0,0.0,0,True,CP
2020,6,2,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,CP,21167.0,Compass Airlines,CP,Compass Airlines,0,0,0,0,0,0,0,0,1.0,0.0,155,0.0,0.0,0,True,CP
2010,12,4,,,,,,CO,19704.0,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,51,1152,8,67,88,1366,1265,6665,2080.0,1136.0,9220356,15432.0,472128.0,8813,False,CO
2011,3,1,,,,,,CO,19704.0,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,65,1080,17,23,113,1298,1155,7133,1210.0,798.0,8706805,18275.0,404592.0,8479,False,CO
2011,6,2,,,,,,CO,19704.0,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,75,1266,18,234,119,1712,1555,7981,1872.0,1398.0,10177417,13499.0,461277.0,7520,False,CO
2011,9,3,,,,,,CO,19704.0,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,61,1273,73,121,129,1657,1441,8628,2531.0,1151.0,10157979,11208.0,532014.0,17758,False,CO
2011,12,4,,,,,,CO,19704.0,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,63,908,13,20,73,1077,946,6593,1409.0,1317.0,9633366,23833.0,738290.0,3438,False,CO
2010,12,4,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,38,608,11,22,25,704,646,18424,39790.0,12018.0,24546433,11494.0,387540.0,0,False,DL
2011,3,1,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,19,600,16,15,6,656,619,23802,29604.0,10246.0,22640522,5778.0,392284.0,0,False,DL
2011,6,2,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,40,696,22,2,3,763,736,28195,49330.0,11480.0,26752092,12635.0,461027.0,0,False,DL
2011,9,3,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,92,926,9,2,7,1036,1018,30608,68871.0,11730.0,27524156,37493.0,843719.0,0,False,DL
2011,12,4,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,74,647,6,2,1,730,721,20145,37229.0,8991.0,24550823,42692.0,731701.0,0,False,DL
2012,3,1,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,93,883,37,9,1,1023,976,28208,26713.0,8578.0,23153402,54580.0,1011119.0,0,False,DL
2012,6,2,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,69,825,117,31,2,1044,894,28487,47764.0,10517.0,27142748,39302.0,934058.0,0,False,DL
2012,9,3,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,110,969,166,9,0,1254,1079,33809,65443.0,13468.0,28164144,60584.0,1063410.0,0,False,DL
2012,12,4,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,90,1792,125,8,6,2021,1882,31031,35934.0,11719.0,25496756,51688.0,2066507.0,0,False,DL
2013,3,1,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,76,847,197,18,139,1277,923,22445,27969.0,11651.0,24130377,41526.0,987176.0,0,False,DL
2013,6,2,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,49,959,620,69,677,2374,1008,20416,39428.0,13810.0,27642624,29400.0,1169396.0,0,False,DL
2013,9,3,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,74,809,22,2,153,1060,883,18240,42548.0,13203.0,28644455,45306.0,902110.0,0,False,DL
2013,12,4,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,86,1246,9,2,16,1359,1332,19924,22815.0,13980.0,26365699,51804.0,1462992.0,0,False,DL
2014,3,1,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,114,1752,8,0,4,1878,1866,24329,20528.0,15731.0,25357895,67586.0,1943093.0,0,False,DL
2014,6,2,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,123,1245,16,16,5,1405,1368,29451,26486.0,15867.0,30361746,72922.0,1427602.0,0,False,DL
2014,9,3,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,22,422,20,86,14,564,444,26777,37060.0,16018.0,31309829,12358.0,477000.0,0,False,DL
2014,12,4,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,3,140,3,38,21,205,143,27149,20402.0,10490.0,28707710,2918.0,162947.0,0,False,DL
2015,3,1,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,17,485,10,80,12,604,502,40939,19244.0,14356.0,27561992,9444.0,570872.0,0,False,DL
2015,6,2,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,54,276,4,51,4,389,330,38643,21981.0,19553.0,32706490,5538.0,320192.0,0,False,DL
2015,9,3,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,34,306,13,113,13,479,340,33166,31522.0,17613.0,33714771,5384.0,350906.0,0,False,DL
2015,12,4,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,21,349,12,80,4,466,370,32658,20079.0,18917.0,31061602,12872.0,422220.0,0,False,DL
2016,3,1,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,4,227,14,55,4,304,231,28325,25050.0,14689.0,29449621,2243.0,267168.0,3762,False,DL
2016,6,2,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,9,234,4,46,9,302,243,31642,28091.0,15523.0,33838031,4696.0,271782.0,7100,False,DL
2016,9,3,DL,19791.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,12,218,2,68,6,306,230,33387,25493.0,32208.0,33949408,6584.0,258501.0,0,,
2016,12,4,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,15,255,2,44,10,326,270,36471,25425.0,13541.0,32044038,8494.0,296986.0,0,False,DL
2017,3,1,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,6,310,4,30,4,354,316,34388,21877.0,12852.0,29863259,2603.0,370784.0,0,False,DL
2017,6,2,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,5,260,0,25,6,296,265,37110,31216.0,14993.0,34575839,2961.0,321750.0,4000,False,DL
2017,9,3,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,2,15,0,5,7,29,17,32040,36917.0,13467.0,35357057,940.0,14556.0,0,False,DL
2017,12,4,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,0,4,1,2,3,10,4,24793,23798.0,15382.0,32506060,0.0,2352.0,0,False,DL
2018,3,1,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,0,6,0,6,1,13,6,23777,25912.0,16395.0,30868044,0.0,7582.0,0,False,DL
2018,6,2,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,0,4,0,4,1,9,4,17602,28225.0,13937.0,36208900,0.0,5400.0,0,False,DL
2018,9,3,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,0,0,0,0,0,0,0,17722,32710.0,14842.0,37139292,0.0,0.0,0,False,DL
2018,12,4,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,0,0,0,0,0,0,0,22605,26408.0,12918.0,34570464,0.0,0.0,0,False,DL
2019,3,1,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,1,0,0,0,0,1,1,28276,27096.0,12838.0,32597931,675.0,0.0,0,False,DL
2019,6,2,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,0,0,0,0,0,0,0,32820,34242.0,16954.0,39153662,0.0,0.0,0,False,DL
2019,9,3,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,0,1,0,0,2,3,1,24642,34178.0,16493.0,40050497,0.0,1350.0,0,False,DL
2019,12,4,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,0,0,0,0,0,0,0,26246,25437.0,13199.0,36796401,0.0,0.0,0,False,DL
2020,3,1,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,0,0,0,0,0,0,0,16399,23947.0,10222.0,27870231,0.0,0.0,0,False,DL
2020,6,2,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,0,0,0,0,0,0,0,1546,3710.0,1249.0,2956649,0.0,0.0,0,False,DL
2020,9,3,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,0,0,0,0,0,0,0,634,5994.0,3178.0,9298752,0.0,0.0,0,False,DL
2020,12,4,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,0,0,0,0,0,0,0,570,8535.0,3362.0,11484571,0.0,0.0,0,False,DL
2021,3,1,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,0,0,0,0,0,0,0,1386,,,12861197,,,950300,False,DL
2021,6,2,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,0,0,0,0,0,0,0,3231,,,24200394,,,2033608,False,DL
2021,9,3,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,0,0,0,0,0,0,0,12292,,,30691987,,,7876961,False,DL
2010,12,4,DL,19791.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,9E,20363.0,Pinnacle Airlines Inc.,9E,Endeavor Air Inc.,8,132,2,0,0,142,140,6065,1869.0,245.0,2527629,2158.0,79640.0,0,False,9E
2013,3,1,DL,19792.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,9E,20363.0,Pinnacle Airlines Inc.,9E,Endeavor Air Inc.,23,232,36,0,22,313,255,5738,3420.0,1119.0,3029359,12750.0,266538.0,0,False,9E
2013,6,2,DL,19793.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,9E,20363.0,Pinnacle Airlines Inc.,9E,Endeavor Air Inc.,22,194,44,0,21,281,216,5144,3328.0,961.0,3350594,11868.0,217106.0,0,False,9E
2013,9,3,DL,19794.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,9E,20363.0,Endeavor Air Inc.,9E,Endeavor Air Inc.,35,199,0,1,5,240,234,4104,3546.0,864.0,3291022,19462.0,223049.0,0,False,9E
2013,12,4,DL,19795.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,9E,20363.0,Endeavor Air Inc.,9E,Endeavor Air Inc.,29,215,2,0,3,249,244,4958,4118.0,1525.0,3036170,16069.0,230556.0,0,False,9E
