Unit,Inci_no,Disp_date,Disp_time,Notif_date,Notif_time,Roll_date,Roll_time,Arv_date,Arv_time,City,Fdid,Final_nature,Dispatch_Datetime,Notification_Datetime,Roll_Datetime,Arrival_Datetime,ObjectId
E278,18169379,2018/05/07 10:42:04+00,2020/01/02 10:42:04+00,2018/05/07 10:42:48+00,2020/01/02 10:42:48+00,2018-05-07T10:43:17Z,3:43:17,2018/05/07 10:45:24+00,2020/01/02 10:45:24+00,TEMPE,8293,ABDA,2018/05/07 17:42:00+00,2018/05/07 17:42:00+00,5/7/2018 10:43,2018/05/07 17:45:00+00,3208
E277,18153931,2018/04/25 15:59:22+00,2020/01/02 15:59:22+00,2018/04/25 16:00:06+00,2020/01/02 16:00:06+00,2018-04-25T16:00:20Z,9:00:20,2018/04/25 16:03:36+00,2020/01/02 16:03:36+00,TEMPE,8293,DB,2018/04/25 22:59:00+00,2018/04/25 23:00:00+00,4/25/2018 16:00,2018/04/25 23:03:00+00,3209
E274,18169465,2018/05/07 11:56:00+00,2020/01/02 11:56:00+00,2018/05/07 11:57:04+00,2020/01/02 11:57:04+00,2018-05-07T11:57:33Z,4:57:33,2018/05/07 12:02:32+00,2020/01/02 12:02:32+00,TEMPE,8293,DB,2018/05/07 18:56:00+00,2018/05/07 18:57:00+00,5/7/2018 11:57,2018/05/07 19:02:00+00,3210
E273,18153948,2018/04/25 16:14:33+00,2020/01/02 16:14:33+00,2018/04/25 16:15:33+00,2020/01/02 16:15:33+00,2018-04-25T16:15:40Z,9:15:40,2018/04/25 16:17:29+00,2020/01/02 16:17:29+00,TEMPE,8293,SEIZA,2018/04/25 23:14:00+00,2018/04/25 23:15:00+00,4/25/2018 16:15,2018/04/25 23:17:00+00,3211
E274,18169539,2018/05/07 12:44:09+00,2020/01/02 12:44:09+00,2018/05/07 12:45:40+00,2020/01/02 12:45:40+00,2018-05-07T12:45:40Z,5:45:40,2018/05/07 12:46:30+00,2020/01/02 12:46:30+00,TEMPE,8293,962P,2018/05/07 19:44:00+00,2018/05/07 19:45:00+00,5/7/2018 12:45,2018/05/07 19:46:00+00,3212
E271,18155860,2018/04/27 01:42:20+00,2020/01/03 01:42:20+00,2018/04/27 01:42:40+00,2020/01/03 01:42:40+00,2018-04-27T01:43:18Z,18:43:18,2018/04/27 01:51:09+00,2020/01/03 01:51:09+00,TEMPE,8293,CP,2018/04/27 08:42:00+00,2018/04/27 08:42:00+00,4/27/2018 1:43,2018/04/27 08:51:00+00,3213
E276,18160172,2018/04/30 10:16:23+00,2020/01/02 10:16:23+00,2018/04/30 10:17:54+00,2020/01/02 10:17:54+00,2018-04-30T10:18:22Z,3:18:22,2018/04/30 10:22:16+00,2020/01/02 10:22:16+00,TEMPE,8293,ILLA,2018/04/30 17:16:00+00,2018/04/30 17:17:00+00,4/30/2018 10:18,2018/04/30 17:22:00+00,3214
E275,18154013,2018/04/25 16:59:35+00,2020/01/02 16:59:35+00,2018/04/25 17:00:19+00,2020/01/02 17:00:19+00,2018-04-25T17:00:45Z,10:00:45,2018/04/25 17:05:20+00,2020/01/02 17:05:20+00,TEMPE,8293,SEIZA,2018/04/25 23:59:00+00,2018/04/26 00:00:00+00,4/25/2018 17:00,2018/04/26 00:05:00+00,3215
E276,18154089,2018/04/25 18:06:17+00,2020/01/02 18:06:17+00,2018/04/25 18:07:15+00,2020/01/02 18:07:15+00,2018-04-25T18:07:53Z,11:07:53,2018/04/25 18:11:31+00,2020/01/02 18:11:31+00,TEMPE,8293,ILLA,2018/04/26 01:06:00+00,2018/04/26 01:07:00+00,4/25/2018 18:07,2018/04/26 01:11:00+00,3216
LT273,18154107,2018/04/25 18:22:31+00,2020/01/02 18:22:31+00,2018/04/25 18:22:49+00,2020/01/02 18:22:49+00,2018-04-25T18:23:17Z,11:23:17,2018/04/25 18:26:29+00,2020/01/02 18:26:29+00,TEMPE,8293,DB,2018/04/26 01:22:00+00,2018/04/26 01:22:00+00,4/25/2018 18:23,2018/04/26 01:26:00+00,3217
E278,18154171,2018/04/25 19:17:02+00,2020/01/02 19:17:02+00,2018/04/25 19:17:34+00,2020/01/02 19:17:34+00,2018-04-25T19:18:10Z,12:18:10,2018/04/25 19:21:18+00,2020/01/02 19:21:18+00,TEMPE,8293,OD,2018/04/26 02:17:00+00,2018/04/26 02:17:00+00,4/25/2018 19:18,2018/04/26 02:21:00+00,3218
E275,18154174,2018/04/25 19:18:34+00,2020/01/02 19:18:34+00,2018/04/25 19:19:11+00,2020/01/02 19:19:11+00,2018-04-25T19:19:46Z,12:19:46,2018/04/25 19:23:00+00,2020/01/02 19:23:00+00,TEMPE,8293,ILLA,2018/04/26 02:18:00+00,2018/04/26 02:19:00+00,4/25/2018 19:19,2018/04/26 02:23:00+00,3219
E274,18154175,2018/04/25 19:19:23+00,2020/01/02 19:19:23+00,2018/04/25 19:20:09+00,2020/01/02 19:20:09+00,2018-04-25T19:20:30Z,12:20:30,2018/04/25 19:24:43+00,2020/01/02 19:24:43+00,TEMPE,8293,UNC,2018/04/26 02:19:00+00,2018/04/26 02:20:00+00,4/25/2018 19:20,2018/04/26 02:24:00+00,3220
E277,18154251,2018/04/25 20:23:03+00,2020/01/02 20:23:03+00,2018/04/25 20:24:10+00,2020/01/02 20:24:10+00,2018-04-25T20:25:01Z,13:25:01,2018/04/25 20:27:03+00,2020/01/02 20:27:03+00,TEMPE,8293,SEIZA,2018/04/26 03:23:00+00,2018/04/26 03:24:00+00,4/25/2018 20:25,2018/04/26 03:27:00+00,3221
LT276,18154330,2018/04/25 21:34:47+00,2020/01/02 21:34:47+00,2018/04/25 21:35:55+00,2020/01/02 21:35:55+00,2018-04-25T21:36:26Z,14:36:26,2018/04/25 21:41:54+00,2020/01/02 21:41:54+00,TEMPE,8293,CP,2018/04/26 04:34:00+00,2018/04/26 04:35:00+00,4/25/2018 21:36,2018/04/26 04:41:00+00,3222
E278,18154466,2018/04/26 01:06:46+00,2020/01/03 01:06:46+00,2018/04/26 01:07:27+00,2020/01/03 01:07:27+00,2018-04-26T01:08:57Z,18:08:57,2018/04/26 01:11:33+00,2020/01/03 01:11:33+00,TEMPE,8293,DB,2018/04/26 08:06:00+00,2018/04/26 08:07:00+00,4/26/2018 1:08,2018/04/26 08:11:00+00,3223
E278,18154570,2018/04/26 05:16:21+00,2020/01/03 05:16:21+00,2018/04/26 05:19:30+00,2020/01/03 05:19:30+00,2018-04-26T05:20:40Z,22:20:40,2018/04/26 05:23:46+00,2020/01/03 05:23:46+00,TEMPE,8293,DB,2018/04/26 12:16:00+00,2018/04/26 12:19:00+00,4/26/2018 5:20,2018/04/26 12:23:00+00,3224
E276,18154615,2018/04/26 06:36:44+00,2020/01/03 06:36:44+00,2018/04/26 06:37:12+00,2020/01/03 06:37:12+00,2018-04-26T06:38:18Z,23:38:18,2018/04/26 06:42:02+00,2020/01/03 06:42:02+00,TEMPE,8293,ABDA,2018/04/26 13:36:00+00,2018/04/26 13:37:00+00,4/26/2018 6:38,2018/04/26 13:42:00+00,3225
LT276,18154674,2018/04/26 07:47:37+00,2020/01/02 07:47:37+00,2018/04/26 07:48:06+00,2020/01/02 07:48:06+00,2018-04-26T07:48:58Z,0:48:58,2018/04/26 07:51:13+00,2020/01/02 07:51:13+00,TEMPE,8293,SEIZA,2018/04/26 14:47:00+00,2018/04/26 14:48:00+00,4/26/2018 7:48,2018/04/26 14:51:00+00,3226
E272,18154692,2018/04/26 08:08:34+00,2020/01/02 08:08:34+00,2018/04/26 08:09:21+00,2020/01/02 08:09:21+00,2018-04-26T08:09:50Z,1:09:50,2018/04/26 08:11:54+00,2020/01/02 08:11:54+00,TEMPE,8293,ALOC,2018/04/26 15:08:00+00,2018/04/26 15:09:00+00,4/26/2018 8:09,2018/04/26 15:11:00+00,3227
LT276,18154743,2018/04/26 08:58:01+00,2020/01/02 08:58:01+00,2018/04/26 08:58:35+00,2020/01/02 08:58:35+00,2018-04-26T08:58:47Z,1:58:47,2018/04/26 09:01:42+00,2020/01/02 09:01:42+00,TEMPE,8293,UNC,2018/04/26 15:58:00+00,2018/04/26 15:58:00+00,4/26/2018 8:58,2018/04/26 16:01:00+00,3228
E271,18154754,2018/04/26 09:09:18+00,2020/01/02 09:09:18+00,2018/04/26 09:10:01+00,2020/01/02 09:10:01+00,2018-04-26T09:10:20Z,2:10:20,2018/04/26 09:14:22+00,2020/01/02 09:14:22+00,TEMPE,8293,INTB,2018/04/26 16:09:00+00,2018/04/26 16:10:00+00,4/26/2018 9:10,2018/04/26 16:14:00+00,3229
LT273,18154793,2018/04/26 09:45:08+00,2020/01/02 09:45:08+00,2018/04/26 09:45:52+00,2020/01/02 09:45:52+00,2018-04-26T09:46:19Z,2:46:19,2018/04/26 09:48:51+00,2020/01/02 09:48:51+00,TEMPE,8293,ILLA,2018/04/26 16:45:00+00,2018/04/26 16:45:00+00,4/26/2018 9:46,2018/04/26 16:48:00+00,3230
E276,18154833,2018/04/26 10:28:24+00,2020/01/02 10:28:24+00,2018/04/26 10:29:48+00,2020/01/02 10:29:48+00,2018-04-26T10:29:59Z,3:29:59,2018/04/26 10:34:37+00,2020/01/02 10:34:37+00,TEMPE,8293,ILLA,2018/04/26 17:28:00+00,2018/04/26 17:29:00+00,4/26/2018 10:29,2018/04/26 17:34:00+00,3231
E277,18154867,2018/04/26 10:54:18+00,2020/01/02 10:54:18+00,2018/04/26 10:55:47+00,2020/01/02 10:55:47+00,2018-04-26T10:56:26Z,3:56:26,2018/04/26 11:01:24+00,2020/01/02 11:01:24+00,TEMPE,8293,962X,2018/04/26 17:54:00+00,2018/04/26 17:55:00+00,4/26/2018 10:56,2018/04/26 18:01:00+00,3232
E273,18154934,2018/04/26 11:37:24+00,2020/01/02 11:37:24+00,2018/04/26 11:38:09+00,2020/01/02 11:38:09+00,2018-04-26T11:39:12Z,4:39:12,2018/04/26 11:42:40+00,2020/01/02 11:42:40+00,TEMPE,8293,DB,2018/04/26 18:37:00+00,2018/04/26 18:38:00+00,4/26/2018 11:39,2018/04/26 18:42:00+00,3233
E271,18154955,2018/04/26 11:48:57+00,2020/01/02 11:48:57+00,2018/04/26 11:49:30+00,2020/01/02 11:49:30+00,2018-04-26T11:49:36Z,4:49:36,2018/04/26 11:54:32+00,2020/01/02 11:54:32+00,TEMPE,8293,FALLA,2018/04/26 18:48:00+00,2018/04/26 18:49:00+00,4/26/2018 11:49,2018/04/26 18:54:00+00,3234
E274,18154977,2018/04/26 12:00:11+00,2020/01/02 12:00:11+00,2018/04/26 12:00:59+00,2020/01/02 12:00:59+00,2018-04-26T12:01:27Z,5:01:27,2018/04/26 12:05:00+00,2020/01/02 12:05:00+00,TEMPE,8293,CP,2018/04/26 19:00:00+00,2018/04/26 19:00:00+00,4/26/2018 12:01,2018/04/26 19:05:00+00,3235
E278,18154982,2018/04/26 12:04:54+00,2020/01/02 12:04:54+00,2018/04/26 12:05:21+00,2020/01/02 12:05:21+00,2018-04-26T12:05:38Z,5:05:38,2018/04/26 12:06:29+00,2020/01/02 12:06:29+00,TEMPE,8293,CP,2018/04/26 19:04:00+00,2018/04/26 19:05:00+00,4/26/2018 12:05,2018/04/26 19:06:00+00,3236
E278,18155054,2018/04/26 12:58:25+00,2020/01/02 12:58:25+00,2018/04/26 12:59:27+00,2020/01/02 12:59:27+00,2018-04-26T12:59:41Z,5:59:41,2018/04/26 13:03:02+00,2020/01/02 13:03:02+00,TEMPE,8293,962P,2018/04/26 19:58:00+00,2018/04/26 19:59:00+00,4/26/2018 12:59,2018/04/26 20:03:00+00,3237
E271,18155089,2018/04/26 13:25:21+00,2020/01/02 13:25:21+00,2018/04/26 13:25:51+00,2020/01/02 13:25:51+00,2018-04-26T13:26:13Z,6:26:13,2018/04/26 13:28:38+00,2020/01/02 13:28:38+00,TEMPE,8293,DB,2018/04/26 20:25:00+00,2018/04/26 20:25:00+00,4/26/2018 13:26,2018/04/26 20:28:00+00,3238
E272,18155110,2018/04/26 13:39:59+00,2020/01/02 13:39:59+00,2018/04/26 13:41:22+00,2020/01/02 13:41:22+00,2018-04-26T13:41:43Z,6:41:43,2018/04/26 13:42:48+00,2020/01/02 13:42:48+00,TEMPE,8293,ALOC,2018/04/26 20:39:00+00,2018/04/26 20:41:00+00,4/26/2018 13:41,2018/04/26 20:42:00+00,3239
E275,18155154,2018/04/26 14:08:15+00,2020/01/02 14:08:15+00,2018/04/26 14:09:15+00,2020/01/02 14:09:15+00,2018-04-26T14:09:20Z,7:09:20,2018/04/26 14:09:58+00,2020/01/02 14:09:58+00,TEMPE,8293,INJA,2018/04/26 21:08:00+00,2018/04/26 21:09:00+00,4/26/2018 14:09,2018/04/26 21:09:00+00,3240
M276,18155206,2018/04/26 14:44:07+00,2020/01/02 14:44:07+00,2018/04/26 14:48:42+00,2020/01/02 14:48:42+00,2018-04-26T14:48:42Z,7:48:42,2018/04/26 14:48:42+00,2020/01/02 14:48:42+00,TEMPE,8293,ALOC,2018/04/26 21:44:00+00,2018/04/26 21:48:00+00,4/26/2018 14:48,2018/04/26 21:48:00+00,3241
E278,18155208,2018/04/26 14:45:29+00,2020/01/02 14:45:29+00,2018/04/26 14:46:49+00,2020/01/02 14:46:49+00,2018-04-26T14:47:12Z,7:47:12,2018/04/26 14:51:55+00,2020/01/02 14:51:55+00,TEMPE,8293,962A,2018/04/26 21:45:00+00,2018/04/26 21:46:00+00,4/26/2018 14:47,2018/04/26 21:51:00+00,3242
E273,18155255,2018/04/26 15:24:31+00,2020/01/02 15:24:31+00,2018/04/26 15:25:06+00,2020/01/02 15:25:06+00,2018-04-26T15:25:54Z,8:25:54,2018/04/26 15:27:26+00,2020/01/02 15:27:26+00,TEMPE,8293,HA,2018/04/26 22:24:00+00,2018/04/26 22:25:00+00,4/26/2018 15:25,2018/04/26 22:27:00+00,3243
E278,18155365,2018/04/26 16:43:43+00,2020/01/02 16:43:43+00,2018/04/26 16:44:05+00,2020/01/02 16:44:05+00,2018-04-26T16:44:33Z,9:44:33,2018/04/26 16:47:49+00,2020/01/02 16:47:49+00,TEMPE,8293,DB,2018/04/26 23:43:00+00,2018/04/26 23:44:00+00,4/26/2018 16:44,2018/04/26 23:47:00+00,3244
L273,18155375,2018/04/26 16:54:50+00,2020/01/02 16:54:50+00,2018/04/26 16:55:13+00,2020/01/02 16:55:13+00,2018-04-26T16:55:21Z,9:55:21,2018/04/26 16:57:48+00,2020/01/02 16:57:48+00,TEMPE,8293,ILLA,2018/04/26 23:54:00+00,2018/04/26 23:55:00+00,4/26/2018 16:55,2018/04/26 23:57:00+00,3245
E275,18155419,2018/04/26 17:20:39+00,2020/01/02 17:20:39+00,2018/04/26 17:22:33+00,2020/01/02 17:22:33+00,2018-04-26T17:23:29Z,10:23:29,2018/04/26 17:25:15+00,2020/01/02 17:25:15+00,TEMPE,8293,CODE,2018/04/27 00:20:00+00,2018/04/27 00:22:00+00,4/26/2018 17:23,2018/04/27 00:25:00+00,3246
E274,18155458,2018/04/26 17:58:37+00,2020/01/02 17:58:37+00,2018/04/26 17:59:27+00,2020/01/02 17:59:27+00,2018-04-26T17:59:56Z,10:59:56,2018/04/26 18:03:08+00,2020/01/02 18:03:08+00,TEMPE,8293,CVA,2018/04/27 00:58:00+00,2018/04/27 00:59:00+00,4/26/2018 17:59,2018/04/27 01:03:00+00,3247
LT276,18155554,2018/04/26 19:09:11+00,2020/01/02 19:09:11+00,2018/04/26 19:09:14+00,2020/01/02 19:09:14+00,2018-04-26T19:09:31Z,12:09:31,2018/04/26 19:12:30+00,2020/01/02 19:12:30+00,TEMPE,8293,UNC,2018/04/27 02:09:00+00,2018/04/27 02:09:00+00,4/26/2018 19:09,2018/04/27 02:12:00+00,3248
E275,18166827,2018/05/05 11:13:01+00,2020/01/02 11:13:01+00,2018/05/05 11:13:49+00,2020/01/02 11:13:49+00,2018-05-05T11:14:17Z,4:14:17,2018/05/05 11:17:57+00,2020/01/02 11:17:57+00,TEMPE,8293,ILLA,2018/05/05 18:13:00+00,2018/05/05 18:13:00+00,5/5/2018 11:14,2018/05/05 18:17:00+00,3249
LT276,18164669,2018/05/03 19:47:47+00,2020/01/02 19:47:47+00,2018/05/03 19:48:30+00,2020/01/02 19:48:30+00,2018-05-03T19:48:53Z,12:48:53,2018/05/03 19:53:49+00,2020/01/02 19:53:49+00,TEMPE,8293,CP,2018/05/04 02:47:00+00,2018/05/04 02:48:00+00,5/3/2018 19:48,2018/05/04 02:53:00+00,3250
LT276,18158230,2018/04/28 18:30:51+00,2020/01/02 18:30:51+00,2018/04/28 18:32:20+00,2020/01/02 18:32:20+00,2018-04-28T18:32:46Z,11:32:46,2018/04/28 18:36:46+00,2020/01/02 18:36:46+00,TEMPE,8293,OD,2018/04/29 01:30:00+00,2018/04/29 01:32:00+00,4/28/2018 18:32,2018/04/29 01:36:00+00,3251
LT276,18155604,2018/04/26 19:39:32+00,2020/01/02 19:39:32+00,2018/04/26 19:40:30+00,2020/01/02 19:40:30+00,2018-04-26T19:40:37Z,12:40:37,2018/04/26 19:42:53+00,2020/01/02 19:42:53+00,TEMPE,8293,ALOC,2018/04/27 02:39:00+00,2018/04/27 02:40:00+00,4/26/2018 19:40,2018/04/27 02:42:00+00,3252
E271,18155646,2018/04/26 20:30:49+00,2020/01/02 20:30:49+00,2018/04/26 20:31:44+00,2020/01/02 20:31:44+00,2018-04-26T20:32:05Z,13:32:05,2018/04/26 20:35:40+00,2020/01/02 20:35:40+00,TEMPE,8293,DB,2018/04/27 03:30:00+00,2018/04/27 03:31:00+00,4/26/2018 20:32,2018/04/27 03:35:00+00,3253
E274,18155679,2018/04/26 21:07:39+00,2020/01/02 21:07:39+00,2018/04/26 21:08:25+00,2020/01/02 21:08:25+00,2018-04-26T21:08:49Z,14:08:49,2018/04/26 21:13:01+00,2020/01/02 21:13:01+00,TEMPE,8293,HA,2018/04/27 04:07:00+00,2018/04/27 04:08:00+00,4/26/2018 21:08,2018/04/27 04:13:00+00,3254
E278,18155698,2018/04/26 21:42:06+00,2020/01/02 21:42:06+00,2018/04/26 21:42:36+00,2020/01/02 21:42:36+00,2018-04-26T21:43:21Z,14:43:21,2018/04/26 21:47:16+00,2020/01/02 21:47:16+00,TEMPE,8293,ILLA,2018/04/27 04:42:00+00,2018/04/27 04:42:00+00,4/26/2018 21:43,2018/04/27 04:47:00+00,3255
E275,18155722,2018/04/26 22:12:00+00,2020/01/02 22:12:00+00,2018/04/26 22:12:54+00,2020/01/02 22:12:54+00,2018-04-26T22:13:20Z,15:13:20,2018/04/26 22:16:00+00,2020/01/02 22:16:00+00,TEMPE,8293,HA,2018/04/27 05:12:00+00,2018/04/27 05:12:00+00,4/26/2018 22:13,2018/04/27 05:16:00+00,3256
E271,18155736,2018/04/26 22:28:43+00,2020/01/02 22:28:43+00,2018/04/26 22:29:54+00,2020/01/02 22:29:54+00,2018-04-26T22:30:18Z,15:30:18,2018/04/26 22:33:24+00,2020/01/02 22:33:24+00,TEMPE,8293,ILLA,2018/04/27 05:28:00+00,2018/04/27 05:29:00+00,4/26/2018 22:30,2018/04/27 05:33:00+00,3257
E274,18155746,2018/04/26 22:42:36+00,2020/01/02 22:42:36+00,2018/04/26 22:43:26+00,2020/01/02 22:43:26+00,2018-04-26T22:44:08Z,15:44:08,2018/04/26 22:49:12+00,2020/01/02 22:49:12+00,TEMPE,8293,ILLA,2018/04/27 05:42:00+00,2018/04/27 05:43:00+00,4/26/2018 22:44,2018/04/27 05:49:00+00,3258
E278,18155781,2018/04/26 23:26:30+00,2020/01/02 23:26:30+00,2018/04/26 23:28:15+00,2020/01/02 23:28:15+00,2018-04-26T23:29:12Z,16:29:12,2018/04/26 23:31:23+00,2020/01/02 23:31:23+00,TEMPE,8293,ABDA,2018/04/27 06:26:00+00,2018/04/27 06:28:00+00,4/26/2018 23:29,2018/04/27 06:31:00+00,3259
LT276,18155790,2018/04/26 23:40:08+00,2020/01/02 23:40:08+00,2018/04/26 23:40:43+00,2020/01/02 23:40:43+00,2018-04-26T23:41:32Z,16:41:32,2018/04/26 23:45:08+00,2020/01/02 23:45:08+00,TEMPE,8293,DB,2018/04/27 06:40:00+00,2018/04/27 06:40:00+00,4/26/2018 23:41,2018/04/27 06:45:00+00,3260
E275,18155798,2018/04/26 23:48:54+00,2020/01/02 23:48:54+00,2018/04/26 23:50:23+00,2020/01/02 23:50:23+00,2018-04-26T23:51:09Z,16:51:09,2018/04/26 23:53:24+00,2020/01/02 23:53:24+00,TEMPE,8293,962A,2018/04/27 06:48:00+00,2018/04/27 06:50:00+00,4/26/2018 23:51,2018/04/27 06:53:00+00,3261
E271,18162840,2018/05/02 12:07:36+00,2020/01/02 12:07:36+00,2018/05/02 12:08:18+00,2020/01/02 12:08:18+00,2018-05-02T12:08:33Z,5:08:33,2018/05/02 12:12:37+00,2020/01/02 12:12:37+00,TEMPE,8293,DB,2018/05/02 19:07:00+00,2018/05/02 19:08:00+00,5/2/2018 12:08,2018/05/02 19:12:00+00,3262
E271,18164682,2018/05/03 19:53:14+00,2020/01/02 19:53:14+00,2018/05/03 19:54:51+00,2020/01/02 19:54:51+00,2018-05-03T19:55:09Z,12:55:09,2018/05/03 20:01:47+00,2020/01/02 20:01:47+00,TEMPE,8293,ALOC,2018/05/04 02:53:00+00,2018/05/04 02:54:00+00,5/3/2018 19:55,2018/05/04 03:01:00+00,3263
E278,18164703,2018/05/03 20:09:08+00,2020/01/02 20:09:08+00,2018/05/03 20:10:01+00,2020/01/02 20:10:01+00,2018-05-03T20:10:37Z,13:10:37,2018/05/03 20:15:20+00,2020/01/02 20:15:20+00,TEMPE,8293,UNC,2018/05/04 03:09:00+00,2018/05/04 03:10:00+00,5/3/2018 20:10,2018/05/04 03:15:00+00,3264
L273,18169567,2018/05/07 13:05:51+00,2020/01/02 13:05:51+00,2018/05/07 13:06:15+00,2020/01/02 13:06:15+00,2018-05-07T13:06:40Z,6:06:40,2018/05/07 13:12:36+00,2020/01/02 13:12:36+00,TEMPE,8293,CP,2018/05/07 20:05:00+00,2018/05/07 20:06:00+00,5/7/2018 13:06,2018/05/07 20:12:00+00,3265
E278,18169618,2018/05/07 13:56:01+00,2020/01/02 13:56:01+00,2018/05/07 13:56:45+00,2020/01/02 13:56:45+00,2018-05-07T13:57:28Z,6:57:28,2018/05/07 14:01:03+00,2020/01/02 14:01:03+00,TEMPE,8293,UNC,2018/05/07 20:56:00+00,2018/05/07 20:56:00+00,5/7/2018 13:57,2018/05/07 21:01:00+00,3266
E275,18164848,2018/05/03 22:37:00+00,2020/01/02 22:37:00+00,2018/05/03 22:37:49+00,2020/01/02 22:37:49+00,2018-05-03T22:38:33Z,15:38:33,2018/05/03 22:41:57+00,2020/01/02 22:41:57+00,TEMPE,8293,CP,2018/05/04 05:37:00+00,2018/05/04 05:37:00+00,5/3/2018 22:38,2018/05/04 05:41:00+00,3267
E278,18155864,2018/04/27 01:51:34+00,2020/01/03 01:51:34+00,2018/04/27 01:52:44+00,2020/01/03 01:52:44+00,2018-04-27T01:53:46Z,18:53:46,2018/04/27 01:57:45+00,2020/01/03 01:57:45+00,TEMPE,8293,ALOC,2018/04/27 08:51:00+00,2018/04/27 08:52:00+00,4/27/2018 1:53,2018/04/27 08:57:00+00,3268
LT276,18169622,2018/05/07 13:57:58+00,2020/01/02 13:57:58+00,2018/05/07 13:58:34+00,2020/01/02 13:58:34+00,2018-05-07T13:59:22Z,6:59:22,2018/05/07 14:03:44+00,2020/01/02 14:03:44+00,TEMPE,8293,DB,2018/05/07 20:57:00+00,2018/05/07 20:58:00+00,5/7/2018 13:59,2018/05/07 21:03:00+00,3269
E271,18164881,2018/05/03 23:07:11+00,2020/01/02 23:07:11+00,2018/05/03 23:08:46+00,2020/01/02 23:08:46+00,2018-05-03T23:09:19Z,16:09:19,2018/05/03 23:12:20+00,2020/01/02 23:12:20+00,TEMPE,8293,GSW,2018/05/04 06:07:00+00,2018/05/04 06:08:00+00,5/3/2018 23:09,2018/05/04 06:12:00+00,3270
E272,18166852,2018/05/05 11:30:56+00,2020/01/02 11:30:56+00,2018/05/05 11:31:55+00,2020/01/02 11:31:55+00,2018-05-05T11:32:24Z,4:32:24,2018/05/05 11:35:16+00,2020/01/02 11:35:16+00,TEMPE,8293,INJA,2018/05/05 18:30:00+00,2018/05/05 18:31:00+00,5/5/2018 11:32,2018/05/05 18:35:00+00,3271
E273,18155889,2018/04/27 02:49:56+00,2020/01/03 02:49:56+00,2018/04/27 02:50:25+00,2020/01/03 02:50:25+00,2018-04-27T02:51:34Z,19:51:34,2018/04/27 02:56:00+00,2020/01/03 02:56:00+00,TEMPE,8293,CP,2018/04/27 09:49:00+00,2018/04/27 09:50:00+00,4/27/2018 2:51,2018/04/27 09:56:00+00,3272
E278,18158264,2018/04/28 18:59:30+00,2020/01/02 18:59:30+00,2018/04/28 19:00:15+00,2020/01/02 19:00:15+00,2018-04-28T19:00:38Z,12:00:38,2018/04/28 19:06:21+00,2020/01/02 19:06:21+00,TEMPE,8293,CP,2018/04/29 01:59:00+00,2018/04/29 02:00:00+00,4/28/2018 19:00,2018/04/29 02:06:00+00,3273
L273,18169703,2018/05/07 14:59:33+00,2020/01/02 14:59:33+00,2018/05/07 15:00:24+00,2020/01/02 15:00:24+00,2018-05-07T15:00:37Z,8:00:37,2018/05/07 15:05:25+00,2020/01/02 15:05:25+00,TEMPE,8293,OD,2018/05/07 21:59:00+00,2018/05/07 22:00:00+00,5/7/2018 15:00,2018/05/07 22:05:00+00,3274
E276,18164900,2018/05/03 23:31:23+00,2020/01/02 23:31:23+00,2018/05/03 23:32:09+00,2020/01/02 23:32:09+00,2018-05-03T23:33:37Z,16:33:37,2018/05/03 23:36:10+00,2020/01/02 23:36:10+00,TEMPE,8293,ALOC,2018/05/04 06:31:00+00,2018/05/04 06:32:00+00,5/3/2018 23:33,2018/05/04 06:36:00+00,3275
E277,18166879,2018/05/05 11:50:29+00,2020/01/02 11:50:29+00,2018/05/05 11:52:25+00,2020/01/02 11:52:25+00,2018-05-05T11:53:12Z,4:53:12,2018/05/05 11:57:00+00,2020/01/02 11:57:00+00,TEMPE,8293,HA,2018/05/05 18:50:00+00,2018/05/05 18:52:00+00,5/5/2018 11:53,2018/05/05 18:57:00+00,3276
LT276,18155924,2018/04/27 04:19:13+00,2020/01/03 04:19:13+00,2018/04/27 04:19:32+00,2020/01/03 04:19:32+00,2018-04-27T04:20:13Z,21:20:13,2018/04/27 04:23:25+00,2020/01/03 04:23:25+00,TEMPE,8293,UNC,2018/04/27 11:19:00+00,2018/04/27 11:19:00+00,4/27/2018 4:20,2018/04/27 11:23:00+00,3277
LT273,18158315,2018/04/28 19:31:40+00,2020/01/02 19:31:40+00,2018/04/28 19:32:24+00,2020/01/02 19:32:24+00,2018-04-28T19:32:48Z,12:32:48,2018/04/28 19:36:20+00,2020/01/02 19:36:20+00,TEMPE,8293,OD,2018/04/29 02:31:00+00,2018/04/29 02:32:00+00,4/28/2018 19:32,2018/04/29 02:36:00+00,3278
E272,18169704,2018/05/07 15:00:01+00,2020/01/02 15:00:01+00,2018/05/07 15:00:34+00,2020/01/02 15:00:34+00,2018-05-07T15:00:41Z,8:00:41,2018/05/07 15:02:18+00,2020/01/02 15:02:18+00,TEMPE,8293,CP,2018/05/07 22:00:00+00,2018/05/07 22:00:00+00,5/7/2018 15:00,2018/05/07 22:02:00+00,3279
LT276,18164908,2018/05/03 23:48:29+00,2020/01/02 23:48:29+00,2018/05/03 23:49:05+00,2020/01/02 23:49:05+00,2018-05-03T23:49:51Z,16:49:51,2018/05/03 23:55:01+00,2020/01/02 23:55:01+00,TEMPE,8293,CP,2018/05/04 06:48:00+00,2018/05/04 06:49:00+00,5/3/2018 23:49,2018/05/04 06:55:00+00,3280
