OBJECTID,SMARC_COD,SURFM_ARC,SHAPE_Length
2002,2,Hydrography Shoreline,2794.41452747893
2003,1,Surficial Material Contact,3543.42090491237
2004,1,Surficial Material Contact,1440.58098758621
2005,1,Surficial Material Contact,509.312560327304
2006,1,Surficial Material Contact,7295.69595804287
2007,1,Surficial Material Contact,305.489534042268
2008,2,Hydrography Shoreline,684.698905004083
2009,1,Surficial Material Contact,1510.99423748854
2010,1,Surficial Material Contact,5641.52583079771
2011,1,Surficial Material Contact,2357.30432639757
2012,2,Hydrography Shoreline,155.79643071756
2013,1,Surficial Material Contact,694.980754832614
2014,1,Surficial Material Contact,1373.35469455083
2015,1,Surficial Material Contact,3150.99403280752
2016,1,Surficial Material Contact,3517.6949048114
2017,2,Hydrography Shoreline,346.432333205366
2018,2,Hydrography Shoreline,1137.51255871038
2019,1,Surficial Material Contact,1121.50359025611
2020,1,Surficial Material Contact,565.060653024721
2021,1,Surficial Material Contact,3455.94383556003
2022,1,Surficial Material Contact,1799.63718052185
2023,1,Surficial Material Contact,20587.3040812871
2024,1,Surficial Material Contact,1773.89376882176
2025,2,Hydrography Shoreline,2942.04680864462
2026,1,Surficial Material Contact,299.564031569909
2027,1,Surficial Material Contact,912.82294938207
2028,1,Surficial Material Contact,575.271728861341
2029,1,Surficial Material Contact,10716.4586232497
2030,1,Surficial Material Contact,40.2623399230486
2031,1,Surficial Material Contact,1670.92274630019
2032,1,Surficial Material Contact,2557.25038602303
2033,2,Hydrography Shoreline,640.24630495532
2034,2,Hydrography Shoreline,1108.72867675961
2035,1,Surficial Material Contact,428.831026686887
2036,1,Surficial Material Contact,2910.63410940837
2037,2,Hydrography Shoreline,6391.56882904663
2038,1,Surficial Material Contact,14256.9662688187
2039,1,Surficial Material Contact,13950.3941492648
2040,1,Surficial Material Contact,4036.99905498319
2041,1,Surficial Material Contact,5213.69929424186
2042,2,Hydrography Shoreline,580.694975985516
2043,1,Surficial Material Contact,989.76546476523
2044,1,Surficial Material Contact,556.608077099361
2045,1,Surficial Material Contact,1165.73999929871
2046,1,Surficial Material Contact,2753.07516655133
2047,1,Surficial Material Contact,1482.60808526633
2048,1,Surficial Material Contact,1082.13392274212
2049,1,Surficial Material Contact,4160.14791487805
2050,2,Hydrography Shoreline,291.077312291295
2051,2,Hydrography Shoreline,564.732929721011
2052,1,Surficial Material Contact,1477.75397437058
2053,1,Surficial Material Contact,2753.90331340305
2054,1,Surficial Material Contact,4973.99236460892
2055,2,Hydrography Shoreline,539.067329322703
2056,1,Surficial Material Contact,273.537249286032
2057,1,Surficial Material Contact,2136.26836506073
2058,1,Surficial Material Contact,1046.65091532036
2059,1,Surficial Material Contact,1494.02180338239
2060,1,Surficial Material Contact,3213.16198932387
2061,2,Hydrography Shoreline,1895.11230538585
2062,1,Surficial Material Contact,385.894949116971
2063,2,Hydrography Shoreline,361.364410613426
2064,2,Hydrography Shoreline,64.4285618139451
2065,1,Surficial Material Contact,11329.2727323022
2066,1,Surficial Material Contact,3079.57357499458
2067,1,Surficial Material Contact,1592.52634432747
2068,1,Surficial Material Contact,6761.13265155631
2069,2,Hydrography Shoreline,10741.3868732866
2070,1,Surficial Material Contact,1530.74445033822
2071,1,Surficial Material Contact,3237.16463282425
2072,1,Surficial Material Contact,2849.49951794014
2073,1,Surficial Material Contact,1106.0057488957
2074,1,Surficial Material Contact,1932.49143202426
2075,1,Surficial Material Contact,416.655299438236
2076,1,Surficial Material Contact,1114.65520619915
2077,1,Surficial Material Contact,1775.61207072653
2078,1,Surficial Material Contact,826.385259685405
2079,2,Hydrography Shoreline,2020.61220262837
2080,2,Hydrography Shoreline,2551.22230715051
2081,1,Surficial Material Contact,183.061142327175
2082,1,Surficial Material Contact,14316.1136659267
2083,1,Surficial Material Contact,1942.33626009254
2084,2,Hydrography Shoreline,1999.58891861867
2085,1,Surficial Material Contact,4597.27648229064
2086,1,Surficial Material Contact,2674.35156625134
2087,1,Surficial Material Contact,6290.32355024499
2088,1,Surficial Material Contact,559.988849776243
2089,2,Hydrography Shoreline,3298.77796537273
2090,1,Surficial Material Contact,1814.86268791088
2091,1,Surficial Material Contact,1449.06460278318
2092,1,Surficial Material Contact,379.075429466368
2093,1,Surficial Material Contact,1039.25133272087
2094,1,Surficial Material Contact,8.25165544642187
2095,2,Hydrography Shoreline,989.182924311624
2096,1,Surficial Material Contact,765.812134246159
2097,1,Surficial Material Contact,1172.40764951128
2098,1,Surficial Material Contact,2819.73406922694
2099,1,Surficial Material Contact,1894.30137850494
2100,1,Surficial Material Contact,2656.50628786365
2101,2,Hydrography Shoreline,38.1677146888488
2102,1,Surficial Material Contact,4376.50512285694
2103,1,Surficial Material Contact,2260.97675544878
2104,2,Hydrography Shoreline,724.281297042382
2105,1,Surficial Material Contact,1556.80990955021
2106,1,Surficial Material Contact,1557.33326036675
2107,1,Surficial Material Contact,1380.48648886465
2108,2,Hydrography Shoreline,417.618402617514
2109,1,Surficial Material Contact,1637.59418888917
2110,2,Hydrography Shoreline,2301.80482991906
2111,2,Hydrography Shoreline,1498.27827350162
2112,1,Surficial Material Contact,653.274249445059
2113,1,Surficial Material Contact,2450.0940091588
2114,1,Surficial Material Contact,3875.68275085466
2115,1,Surficial Material Contact,593.271069529158
2116,1,Surficial Material Contact,2682.38265243077
2117,1,Surficial Material Contact,618.61804066858
2118,1,Surficial Material Contact,2246.7508912178
2119,1,Surficial Material Contact,4421.82860109427
2120,1,Surficial Material Contact,12712.6409974752
2121,1,Surficial Material Contact,879.850785763489
2122,1,Surficial Material Contact,454.540693891216
2123,2,Hydrography Shoreline,812.675036693677
2124,1,Surficial Material Contact,1047.59492651262
2125,1,Surficial Material Contact,4572.09365393194
2126,2,Hydrography Shoreline,1559.114093066
2127,2,Hydrography Shoreline,262.617277634965
2128,2,Hydrography Shoreline,1357.84765412754
2129,1,Surficial Material Contact,5052.52211206586
2130,2,Hydrography Shoreline,3351.62555074515
2131,1,Surficial Material Contact,14.24393953524
2132,2,Hydrography Shoreline,2801.50373801212
2133,2,Hydrography Shoreline,256.642887490226
2134,1,Surficial Material Contact,1653.42415151613
2135,2,Hydrography Shoreline,774.212189149888
2136,2,Hydrography Shoreline,2861.07249722617
2137,2,Hydrography Shoreline,499.908915818262
2138,1,Surficial Material Contact,234.056687803968
2139,1,Surficial Material Contact,397.896131394477
2140,1,Surficial Material Contact,4664.92249565776
2141,1,Surficial Material Contact,2106.91480816949
2142,2,Hydrography Shoreline,4018.73903574181
2143,1,Surficial Material Contact,688.644354294472
2144,2,Hydrography Shoreline,9870.62866643762
2145,1,Surficial Material Contact,4687.39483266136
2146,1,Surficial Material Contact,3449.09901109787
2147,1,Surficial Material Contact,1894.11830465148
2148,1,Surficial Material Contact,4807.64998942984
2149,1,Surficial Material Contact,131.043414075894
2150,1,Surficial Material Contact,5929.15401866685
2151,1,Surficial Material Contact,999.469777732467
2152,1,Surficial Material Contact,7204.51754447807
2153,1,Surficial Material Contact,645.335147357541
2154,1,Surficial Material Contact,7135.61936606837
2155,2,Hydrography Shoreline,1507.78896202379
2156,1,Surficial Material Contact,3871.04646025388
2157,1,Surficial Material Contact,25200.2013872965
2158,1,Surficial Material Contact,1222.28983374607
2159,1,Surficial Material Contact,1169.79264784477
2160,1,Surficial Material Contact,3107.04595797988
2161,1,Surficial Material Contact,6366.92146283833
2162,1,Surficial Material Contact,408.420905788397
2163,1,Surficial Material Contact,2136.43963592567
2164,1,Surficial Material Contact,2635.46283214442
2165,1,Surficial Material Contact,874.378565787749
2166,1,Surficial Material Contact,3449.0856566566
2167,1,Surficial Material Contact,3821.11490503873
2168,1,Surficial Material Contact,7832.64375169739
2169,1,Surficial Material Contact,6368.9786957838
2170,1,Surficial Material Contact,157.074319664293
2171,2,Hydrography Shoreline,353.028499419444
2172,2,Hydrography Shoreline,8724.60627530477
2173,1,Surficial Material Contact,13205.2419374809
2174,1,Surficial Material Contact,3374.84259474209
2175,1,Surficial Material Contact,2841.58325239146
2176,1,Surficial Material Contact,1045.10187760269
2177,1,Surficial Material Contact,2941.21681583853
2178,2,Hydrography Shoreline,869.375121484759
2179,1,Surficial Material Contact,1826.10071745901
2180,1,Surficial Material Contact,2159.22373172082
2181,2,Hydrography Shoreline,15128.9620984217
2182,1,Surficial Material Contact,1415.82038042308
2183,1,Surficial Material Contact,2553.23557606888
2184,1,Surficial Material Contact,557.758801986969
2185,1,Surficial Material Contact,3777.92457017388
2186,2,Hydrography Shoreline,1218.09932107667
2187,2,Hydrography Shoreline,1543.98597294984
2188,1,Surficial Material Contact,9602.02751921365
2189,1,Surficial Material Contact,11649.5433919148
2190,1,Surficial Material Contact,19244.0513203865
2191,1,Surficial Material Contact,1298.83980419347
2192,2,Hydrography Shoreline,50.4872754359639
2193,2,Hydrography Shoreline,2783.63642408507
2194,1,Surficial Material Contact,3280.25025061839
2195,1,Surficial Material Contact,679.761084478954
2196,1,Surficial Material Contact,546.95433178422
2197,1,Surficial Material Contact,6661.26961170512
2198,1,Surficial Material Contact,583.830327395541
2199,1,Surficial Material Contact,1300.37529344041
2200,1,Surficial Material Contact,839.183063786434
2201,1,Surficial Material Contact,9433.47338465433
2202,1,Surficial Material Contact,5878.87729418143
2203,1,Surficial Material Contact,7133.85234381936
2204,1,Surficial Material Contact,14848.3664448297
2205,1,Surficial Material Contact,502.433936710758
2206,1,Surficial Material Contact,1211.7456885945
2207,1,Surficial Material Contact,1971.84745450566
2208,2,Hydrography Shoreline,2326.76273642424
2209,1,Surficial Material Contact,17228.7242614379
2210,1,Surficial Material Contact,213.87886891757
2211,1,Surficial Material Contact,6910.38919592768
2212,2,Hydrography Shoreline,326.654354775194
2213,1,Surficial Material Contact,4194.7255514008
2214,2,Hydrography Shoreline,2139.79191041756
2215,2,Hydrography Shoreline,2707.89492396898
2216,1,Surficial Material Contact,98.6497610762283
2217,1,Surficial Material Contact,5739.88875486755
2218,1,Surficial Material Contact,2312.93350764266
2219,1,Surficial Material Contact,519.670453666733
2220,1,Surficial Material Contact,3117.75671862582
2221,1,Surficial Material Contact,742.654365085023
2222,1,Surficial Material Contact,194.862630189736
2223,1,Surficial Material Contact,2174.84465484954
2224,1,Surficial Material Contact,1855.91130989902
2225,1,Surficial Material Contact,5284.12061860786
2226,1,Surficial Material Contact,5436.60480630263
2227,1,Surficial Material Contact,2004.31756165051
2228,1,Surficial Material Contact,2278.36362960994
2229,1,Surficial Material Contact,3714.01073740622
2230,1,Surficial Material Contact,1132.08778658567
2231,2,Hydrography Shoreline,2204.65110147143
2232,1,Surficial Material Contact,502.320176452529
2233,1,Surficial Material Contact,1577.82707859578
2234,1,Surficial Material Contact,445.254592615743
2235,1,Surficial Material Contact,3202.18103627591
2236,2,Hydrography Shoreline,3951.39246721895
2237,2,Hydrography Shoreline,16124.6339273394
2238,1,Surficial Material Contact,960.143532683685
2239,1,Surficial Material Contact,2193.4616382466
2240,1,Surficial Material Contact,1801.71307793132
2241,2,Hydrography Shoreline,2005.09516612508
2242,1,Surficial Material Contact,702.568516245278
2243,1,Surficial Material Contact,1108.40440077165
2244,1,Surficial Material Contact,12198.2275866456
2245,1,Surficial Material Contact,1932.1025837348
2246,1,Surficial Material Contact,1023.59493157296
2247,1,Surficial Material Contact,1448.16488226129
2248,1,Surficial Material Contact,481.615117432532
2249,1,Surficial Material Contact,1254.66202119235
2250,1,Surficial Material Contact,946.064184278318
2251,1,Surficial Material Contact,748.94305068755
2252,1,Surficial Material Contact,15477.0231774018
2253,1,Surficial Material Contact,2902.93364662474
2254,1,Surficial Material Contact,1858.56350475391
2255,1,Surficial Material Contact,1760.21115477541
2256,1,Surficial Material Contact,1548.7095793112
2257,1,Surficial Material Contact,752.871556880217
2258,1,Surficial Material Contact,547.984218035888
2259,1,Surficial Material Contact,6397.86465717105
2260,1,Surficial Material Contact,1775.77779226286
2261,1,Surficial Material Contact,357.811827443779
2262,1,Surficial Material Contact,2597.00036542657
2263,1,Surficial Material Contact,6052.00451176223
2264,1,Surficial Material Contact,1807.43867894132
2265,1,Surficial Material Contact,6487.28880591064
2266,1,Surficial Material Contact,3585.73157804623
2267,1,Surficial Material Contact,4142.58376778786
2268,1,Surficial Material Contact,4146.73178460015
2269,1,Surficial Material Contact,1111.63797752769
2270,2,Hydrography Shoreline,2084.95045171805
2271,2,Hydrography Shoreline,2887.76372921922
2272,1,Surficial Material Contact,19328.0644389826
2273,1,Surficial Material Contact,2463.52627006159
2274,1,Surficial Material Contact,9052.37997326517
2275,1,Surficial Material Contact,1164.30037987792
2276,1,Surficial Material Contact,1948.20298739181
2277,1,Surficial Material Contact,1708.46255751424
2278,1,Surficial Material Contact,4871.37527378813
2279,1,Surficial Material Contact,8463.99285436325
2280,1,Surficial Material Contact,7244.31942905185
2281,1,Surficial Material Contact,5365.98204245846
2282,2,Hydrography Shoreline,4105.49516761783
2283,1,Surficial Material Contact,1088.49850169463
2284,1,Surficial Material Contact,597.552423641404
2285,1,Surficial Material Contact,10389.5493858653
2286,1,Surficial Material Contact,1148.13274493248
2287,1,Surficial Material Contact,4555.67373519878
2288,2,Hydrography Shoreline,1793.28608617401
2289,2,Hydrography Shoreline,14254.8705984748
2290,1,Surficial Material Contact,5464.08678270436
2291,1,Surficial Material Contact,14744.4490776539
2292,2,Hydrography Shoreline,1983.1772249499
2293,1,Surficial Material Contact,1153.14926831532
2294,1,Surficial Material Contact,1326.12288692435
2295,1,Surficial Material Contact,6198.3074803476
2296,2,Hydrography Shoreline,4157.63212037778
2297,1,Surficial Material Contact,593.01278333362
2298,1,Surficial Material Contact,3455.07016534616
2299,1,Surficial Material Contact,398.906377201276
2300,1,Surficial Material Contact,4692.04686681126
2301,1,Surficial Material Contact,483.488083129333
2302,1,Surficial Material Contact,732.120513727073
2303,1,Surficial Material Contact,1450.10705094823
2304,1,Surficial Material Contact,8082.61286356238
2305,2,Hydrography Shoreline,790.744803700532
2306,1,Surficial Material Contact,1184.37639960333
2307,1,Surficial Material Contact,223.940990550556
2308,1,Surficial Material Contact,1969.02448722305
2309,1,Surficial Material Contact,2690.92946524288
2310,1,Surficial Material Contact,8868.30379196446
2311,1,Surficial Material Contact,16153.7152494377
2312,1,Surficial Material Contact,3257.63441560364
2313,1,Surficial Material Contact,8612.8663199917
2314,2,Hydrography Shoreline,1415.42229677538
2315,1,Surficial Material Contact,5943.31388933189
2316,1,Surficial Material Contact,1737.90619402846
2317,1,Surficial Material Contact,3851.14886998436
2318,1,Surficial Material Contact,1514.50427609273
2319,2,Hydrography Shoreline,439.991589613421
2320,1,Surficial Material Contact,1653.18546030267
2321,1,Surficial Material Contact,16337.3612196051
2322,1,Surficial Material Contact,3573.31395341365
2323,1,Surficial Material Contact,137.686107898592
2324,1,Surficial Material Contact,239.181054778405
2325,1,Surficial Material Contact,701.805444935322
2326,1,Surficial Material Contact,588.965114724944
2327,1,Surficial Material Contact,1825.97569962005
2328,1,Surficial Material Contact,1182.69146357649
2329,1,Surficial Material Contact,565.820357956226
2330,1,Surficial Material Contact,2134.29282884719
2331,1,Surficial Material Contact,5788.66948851238
2332,1,Surficial Material Contact,6195.26907264687
2333,1,Surficial Material Contact,5436.95251082947
2334,1,Surficial Material Contact,4844.99022387207
2335,1,Surficial Material Contact,9415.9939027097
2336,2,Hydrography Shoreline,806.219067695422
2337,2,Hydrography Shoreline,2020.03215713823
2338,1,Surficial Material Contact,5780.78665466656
2339,1,Surficial Material Contact,2456.96035957638
2340,1,Surficial Material Contact,10473.0933535438
2341,1,Surficial Material Contact,5172.83663004631
2342,1,Surficial Material Contact,6547.16576844025
2343,1,Surficial Material Contact,2265.58136401063
2344,1,Surficial Material Contact,6785.86135471372
2345,1,Surficial Material Contact,2765.10824378225
2346,2,Hydrography Shoreline,2182.48106567934
2347,1,Surficial Material Contact,2579.63127094304
2348,1,Surficial Material Contact,15671.3436533936
2349,2,Hydrography Shoreline,3310.87011218867
2350,1,Surficial Material Contact,334.79934389256
2351,1,Surficial Material Contact,10170.2473042177
2352,1,Surficial Material Contact,1332.09419219477
2353,1,Surficial Material Contact,784.521935933086
2354,1,Surficial Material Contact,2533.15382961135
2355,1,Surficial Material Contact,3068.97305836175
2356,1,Surficial Material Contact,1335.47825245449
2357,1,Surficial Material Contact,662.301453110138
2358,1,Surficial Material Contact,983.578748001737
2359,1,Surficial Material Contact,2564.32079288234
2360,2,Hydrography Shoreline,3036.68933130362
2361,1,Surficial Material Contact,1560.79257967897
2362,1,Surficial Material Contact,379.335776320249
2363,2,Hydrography Shoreline,20.4479888892066
2364,1,Surficial Material Contact,1101.08335306803
2365,1,Surficial Material Contact,147.282050444739
2366,1,Surficial Material Contact,22800.3137463852
2367,1,Surficial Material Contact,3179.43168945375
2368,1,Surficial Material Contact,1873.14735271215
2369,1,Surficial Material Contact,5910.60407061729
2370,1,Surficial Material Contact,5272.63780819269
2371,1,Surficial Material Contact,804.971460565811
2372,1,Surficial Material Contact,14460.5681513091
2373,1,Surficial Material Contact,1819.54139134345
2374,1,Surficial Material Contact,2894.15086388435
2375,1,Surficial Material Contact,614.411690482719
2376,1,Surficial Material Contact,5746.4179006181
2377,1,Surficial Material Contact,2832.31517983155
2378,1,Surficial Material Contact,4740.98157613553
2379,1,Surficial Material Contact,2963.24355690458
2380,1,Surficial Material Contact,1930.56302662667
2381,2,Hydrography Shoreline,1325.19827044856
2382,1,Surficial Material Contact,200.254410839045
2383,2,Hydrography Shoreline,298.532599019802
2384,2,Hydrography Shoreline,917.477196186611
2385,2,Hydrography Shoreline,3284.52671337857
2386,1,Surficial Material Contact,436.385155823868
2387,1,Surficial Material Contact,6939.21650127791
2388,2,Hydrography Shoreline,91.4536613877933
2389,2,Hydrography Shoreline,1569.16279014411
2390,1,Surficial Material Contact,2246.1345625247
2391,1,Surficial Material Contact,6645.62584646394
2392,1,Surficial Material Contact,6519.40958445291
2393,2,Hydrography Shoreline,4649.8679348034
2394,2,Hydrography Shoreline,1432.11556006487
2395,1,Surficial Material Contact,3281.16928003642
2396,1,Surficial Material Contact,390.812103220304
2397,1,Surficial Material Contact,647.228341539867
2398,1,Surficial Material Contact,5546.68292118467
2399,1,Surficial Material Contact,6641.13912743338
2400,1,Surficial Material Contact,3017.38032533615
2401,2,Hydrography Shoreline,2795.277668474
2402,2,Hydrography Shoreline,2973.04945170094
2403,1,Surficial Material Contact,5358.18529249638
2404,1,Surficial Material Contact,1283.83713188175
2405,1,Surficial Material Contact,2186.70469237709
2406,1,Surficial Material Contact,660.61958311103
2407,2,Hydrography Shoreline,3624.94823529647
2408,1,Surficial Material Contact,6039.1903691974
2409,1,Surficial Material Contact,3115.39530877777
2410,1,Surficial Material Contact,10772.9720224758
2411,1,Surficial Material Contact,2436.42985018784
2412,2,Hydrography Shoreline,1236.41339896389
2413,2,Hydrography Shoreline,162.4479809723
2414,1,Surficial Material Contact,10142.1698745247
2415,1,Surficial Material Contact,4129.46784749166
2416,1,Surficial Material Contact,551.413812209121
2417,1,Surficial Material Contact,1090.53605439418
2418,1,Surficial Material Contact,7264.71126875192
2419,1,Surficial Material Contact,12885.4726836177
2420,2,Hydrography Shoreline,8275.9817840791
2421,1,Surficial Material Contact,6558.69687457608
2422,1,Surficial Material Contact,7523.6235217736
2423,1,Surficial Material Contact,23900.0775994265
2424,1,Surficial Material Contact,14723.6429197508
2425,1,Surficial Material Contact,395.546945444874
2426,1,Surficial Material Contact,1497.44887368666
2427,1,Surficial Material Contact,3680.62152380496
2428,1,Surficial Material Contact,1065.14833188835
2429,1,Surficial Material Contact,3066.46703207874
2430,1,Surficial Material Contact,3641.57115404244
2431,1,Surficial Material Contact,2730.87950214079
2432,1,Surficial Material Contact,2313.47458552532
2433,1,Surficial Material Contact,11206.2886072272
2434,1,Surficial Material Contact,1612.21439087648
2435,1,Surficial Material Contact,3035.5384618494
2436,1,Surficial Material Contact,1668.71229720855
2437,1,Surficial Material Contact,4939.51410923945
2438,1,Surficial Material Contact,335.751531273127
2439,1,Surficial Material Contact,1265.56277572674
2440,1,Surficial Material Contact,1794.29258735742
2441,2,Hydrography Shoreline,8833.55343421979
2442,1,Surficial Material Contact,1516.86265126383
2443,2,Hydrography Shoreline,3600.79692649125
2444,1,Surficial Material Contact,3549.24349272137
2445,1,Surficial Material Contact,4164.33353959634
2446,1,Surficial Material Contact,4206.26696360649
2447,1,Surficial Material Contact,4806.00826249055
2448,1,Surficial Material Contact,619.944790336606
2449,2,Hydrography Shoreline,6275.84695112633
2450,1,Surficial Material Contact,489.048558769488
2451,2,Hydrography Shoreline,1685.10000536322
2452,2,Hydrography Shoreline,2910.56567757873
2453,1,Surficial Material Contact,4156.34291594712
2454,1,Surficial Material Contact,572.220689533257
2455,1,Surficial Material Contact,6213.79180098496
2456,2,Hydrography Shoreline,1089.16720466721
2457,1,Surficial Material Contact,1398.0876631431
2458,2,Hydrography Shoreline,112.331583093616
2459,1,Surficial Material Contact,1413.40772581199
2460,1,Surficial Material Contact,650.20406009488
2461,2,Hydrography Shoreline,14809.8339620424
2462,1,Surficial Material Contact,36.2323164686327
2463,1,Surficial Material Contact,2770.13566030323
2464,1,Surficial Material Contact,6459.88169988073
2465,1,Surficial Material Contact,581.613910676745
2466,1,Surficial Material Contact,3551.15013177262
2467,1,Surficial Material Contact,2360.46559073183
2468,2,Hydrography Shoreline,773.507929006452
2469,1,Surficial Material Contact,1788.34333736032
2470,2,Hydrography Shoreline,1846.6501925923
2471,1,Surficial Material Contact,2798.41736720538
2472,1,Surficial Material Contact,1557.03020562309
2473,1,Surficial Material Contact,4098.33047832292
2474,2,Hydrography Shoreline,193.909593021908
2475,1,Surficial Material Contact,2196.4254921837
2476,1,Surficial Material Contact,3538.16518237395
2477,1,Surficial Material Contact,2978.3573620122
2478,1,Surficial Material Contact,450.077384332777
2479,1,Surficial Material Contact,1013.31069371617
2480,1,Surficial Material Contact,8371.656023917
2481,1,Surficial Material Contact,1578.22168263514
2482,1,Surficial Material Contact,819.220103640635
2483,1,Surficial Material Contact,780.765981772325
2484,1,Surficial Material Contact,3271.05488845715
2485,1,Surficial Material Contact,7797.58832372321
2486,1,Surficial Material Contact,745.195416202427
2487,1,Surficial Material Contact,2943.30073412295
2488,1,Surficial Material Contact,158.349767643598
2489,2,Hydrography Shoreline,5467.82682002396
2490,1,Surficial Material Contact,916.70448784508
2491,1,Surficial Material Contact,266.222127906308
2492,1,Surficial Material Contact,1008.11277788453
2493,1,Surficial Material Contact,1132.31092202957
2494,2,Hydrography Shoreline,2236.2491759339
2495,2,Hydrography Shoreline,10411.928908127
2496,1,Surficial Material Contact,3700.57541460733
2497,2,Hydrography Shoreline,960.501918889289
2498,1,Surficial Material Contact,14313.070155655
2499,1,Surficial Material Contact,4853.89930688947
2500,1,Surficial Material Contact,522.632965194926
2501,1,Surficial Material Contact,3908.67216005272
2502,2,Hydrography Shoreline,225.301515683112
2503,1,Surficial Material Contact,2456.94019013433
2504,1,Surficial Material Contact,468.165570450282
2505,1,Surficial Material Contact,1420.19707302258
2506,1,Surficial Material Contact,3638.59364482073
2507,1,Surficial Material Contact,1055.34087331502
2508,3,State Boundary,19083.0915792391
2509,1,Surficial Material Contact,514.208231304737
2510,1,Surficial Material Contact,4212.58840568617
2511,1,Surficial Material Contact,3277.57747075429
2512,1,Surficial Material Contact,1371.76974381694
2513,2,Hydrography Shoreline,2622.85329205795
2514,1,Surficial Material Contact,3274.08265217992
2515,1,Surficial Material Contact,13497.0222603214
2516,1,Surficial Material Contact,10629.0374130789
2517,1,Surficial Material Contact,2039.42553555662
2518,1,Surficial Material Contact,3541.83609466943
2519,1,Surficial Material Contact,685.471559705898
2520,1,Surficial Material Contact,1168.78384391952
2521,1,Surficial Material Contact,1542.99950683746
2522,1,Surficial Material Contact,3551.72796497275
2523,1,Surficial Material Contact,286.797273202032
2524,1,Surficial Material Contact,883.493977627406
2525,1,Surficial Material Contact,3275.46479576219
2526,1,Surficial Material Contact,1143.7406030598
2527,2,Hydrography Shoreline,197.026455181397
2528,1,Surficial Material Contact,1016.90875479558
2529,1,Surficial Material Contact,6832.71413466319
2530,1,Surficial Material Contact,7018.17388203284
2531,1,Surficial Material Contact,1123.8018169801
2532,1,Surficial Material Contact,3745.24167304244
2533,1,Surficial Material Contact,7484.13333330865
2534,1,Surficial Material Contact,6778.67285271376
2535,1,Surficial Material Contact,3824.08012858756
2536,1,Surficial Material Contact,4326.785301185
2537,1,Surficial Material Contact,3252.44323686176
2538,1,Surficial Material Contact,3782.72460560332
2539,1,Surficial Material Contact,278.991400469622
2540,1,Surficial Material Contact,3933.35817996184
2541,1,Surficial Material Contact,4005.37335260137
2542,1,Surficial Material Contact,920.18202720569
2543,2,Hydrography Shoreline,16408.6076131049
2544,2,Hydrography Shoreline,2488.55886207076
2545,1,Surficial Material Contact,3930.50027736877
2546,1,Surficial Material Contact,1286.14607202072
2547,1,Surficial Material Contact,2047.08887260828
2548,1,Surficial Material Contact,358.283806942435
2549,1,Surficial Material Contact,2789.14214027641
2550,1,Surficial Material Contact,1321.02224871416
2551,1,Surficial Material Contact,623.083935677994
2552,1,Surficial Material Contact,442.006737398193
2553,1,Surficial Material Contact,286.405479565992
2554,1,Surficial Material Contact,249.168864473313
2555,2,Hydrography Shoreline,1318.49735845939
2556,1,Surficial Material Contact,884.755591124488
2557,1,Surficial Material Contact,1345.661860661
2558,1,Surficial Material Contact,4022.01873413731
2559,1,Surficial Material Contact,4428.06386094397
2560,1,Surficial Material Contact,1904.28221390485
2561,2,Hydrography Shoreline,2380.36439429323
2562,1,Surficial Material Contact,2553.28953884028
2563,1,Surficial Material Contact,714.009037644404
2564,1,Surficial Material Contact,1276.41664769135
2565,2,Hydrography Shoreline,537.897550756037
2566,2,Hydrography Shoreline,1354.9637170424
2567,1,Surficial Material Contact,1420.05532903188
2568,2,Hydrography Shoreline,421.185997313993
2569,1,Surficial Material Contact,958.129902143369
2570,1,Surficial Material Contact,688.685607788558
2571,1,Surficial Material Contact,4068.60420271145
2572,1,Surficial Material Contact,2774.77202863106
2573,1,Surficial Material Contact,1250.21251798178
2574,1,Surficial Material Contact,1112.27499182421
2575,1,Surficial Material Contact,4448.05304944273
2576,1,Surficial Material Contact,4723.32903685889
2577,2,Hydrography Shoreline,2153.20444096185
2578,2,Hydrography Shoreline,1406.82607539654
2579,1,Surficial Material Contact,3817.62156867974
2580,2,Hydrography Shoreline,3908.71711393699
2581,1,Surficial Material Contact,2227.18652689145
2582,1,Surficial Material Contact,10382.0577122074
2583,1,Surficial Material Contact,5258.28873014388
2584,2,Hydrography Shoreline,1305.56195708238
2585,1,Surficial Material Contact,5816.70397708058
2586,1,Surficial Material Contact,473.927226962435
2587,1,Surficial Material Contact,2878.28928007238
2588,2,Hydrography Shoreline,3837.34986484471
2589,1,Surficial Material Contact,2965.88089503541
2590,1,Surficial Material Contact,300.988220668224
2591,1,Surficial Material Contact,3336.72493655548
2592,1,Surficial Material Contact,148.093361805409
2593,1,Surficial Material Contact,3910.76086450646
2594,1,Surficial Material Contact,5582.98610955478
2595,1,Surficial Material Contact,865.387970755527
2596,1,Surficial Material Contact,4479.67988286082
2597,1,Surficial Material Contact,5706.83993359973
2598,2,Hydrography Shoreline,1992.08263276206
2599,1,Surficial Material Contact,1651.17659225782
2600,1,Surficial Material Contact,345.294139079057
2601,1,Surficial Material Contact,475.204010764888
2602,1,Surficial Material Contact,2669.09647593355
2603,2,Hydrography Shoreline,4316.17883131061
2604,1,Surficial Material Contact,1743.16808263757
2605,2,Hydrography Shoreline,720.047630581121
2606,1,Surficial Material Contact,3862.33619493593
2607,1,Surficial Material Contact,379.884959191188
2608,1,Surficial Material Contact,9305.24139842891
2609,1,Surficial Material Contact,839.473131539
2610,1,Surficial Material Contact,1177.33234633897
