1694.fipstwo,f3059,f37059
1544.countytwo,Foprrest ,Forrest 
1376.county,Otter Taila ,Otter Tail 
860.countytwo,Onhio ,Ohio 
1298.statevalue,IM,MI
593.county,Fremon ,Fremont 
1527.county,Adas ,Adams 
2230.county,Garnt ,Grant 
2732.statevalue,TvX,TX
96.statecounty,AL_iWnston,AL_Winston
741.countytwo,hJefferson ,Jefferson 
2730.statecounty,XT_Jack,TX_Jack
1212.county,Kentd ,Kent 
1030.countytwo,Edmnson ,Edmonson 
296.statevalue,CdO,CO
2894.statevalue,T,UT
1511.statevalue,MzO,MO
430.statecounty,GAC_oweta,GA_Coweta
2498.fipstwo,f4609k7,f46097
613.fipstwo,f19111***,f19111
3018.county,Susse x,Sussex 
1572.statevalue,S,MS
534.county,Turne r,Turner 
62.fipstwo,fv01065,f01065
434.fipstwo,13085,f13085
2680.fipstwo,f4m8137,f48137
491.county,Meriwteher ,Meriwether 
1866.countytwo,Johson ,Johnson 
2345.countytwo,Corozal Mnuicipio,Corozal Municipio
868.county,ulaski ,Pulaski 
714.county,nClinton ,Clinton 
1582.county,Perfry ,Perry 
1601.countytwo,Wawrren ,Warren 
2885.county,San Jua n,San Juan 
2053.countytwo,Yajtes ,Yates 
915.statecounty,KS_Dicknson,KS_Dickinson
898.statevalue,SK,KS
2004.statecounty,NY_Delabware,NY_Delaware
3022.statevalue,vVA,VA
154.county,Popeg ,Pope 
2039.county,Schuler ,Schuyler 
1490.statevalue,OM,MO
1478.countytwo,Morga n,Morgan 
1942.statevalue,MN,NM
1553.county,Humphresy ,Humphreys 
1169.statevalue,AL,LA
529.county,Tifto ,Tift 
1327.county,Blue Earthj ,Blue Earth 
2920.fipstwo,f51450,f51540
1711.statecounty,NC_oHke,NC_Hoke
745.statevalue,LI,IL
1012.countytwo,Breatitt ,Breathitt 
281.statecounty,CO_Kioa,CO_Kiowa
1483.fipstwo,f2951,f29151
2842.county,Uptn ,Upton 
2319.fipstwo,4f2129,f42129
1487.countytwo,Petti s,Pettis 
1591.county,Simth ,Smith 
1019.county,Carlilse ,Carlisle 
1867.statevalue,NbE,NE
1718.statevalue,C,NC
2165.statecounty,OK_Garfiegld,OK_Garfield
2405.statevalue,SyC,SC
3079.fipstwo,f53056,f53065
3161.statevalue,V,WV
1896.fipstwo,f3157,f31157
2176.countytwo,Johston ,Johnston 
819.county,DeKlab ,DeKalb 
2697.countytwo,Gillespi e,Gillespie 
419.county,Chattoog ,Chattooga 
392.county,Wahsington ,Washington 
3046.countytwo,Wnidsor ,Windsor 
2737.fipstwo,f48521,f48251
15.fipstwo,f02146,f02164
1549.countytwo,Hancockd ,Hancock 
2127.countytwo,Seenca ,Seneca 
1393.countytwo,Stearn ,Stearns 
2789.fipstwo,f48535,f48355
333.statecounty,FL_Charlotet,FL_Charlotte
363.county,Lbierty ,Liberty 
405.statevalue,A,GA
1287.countytwo,Macom ,Macomb 
2742.statevalue,XT,TX
2867.statecounty,T_Beaver,UT_Beaver
3172.statevalue,V,WV
1670.statecounty,NC_very,NC_Avery
1226.statevalue,EM,ME
107.statevalue,R,AR
1498.countytwo,Ripely ,Ripley 
941.countytwo,Kearxny ,Kearny 
1954.county,idalgo ,Hidalgo 
1208.statecounty,MDj_Frederick,MD_Frederick
1639.statecounty,MTs_Mineral,MT_Mineral
218.countytwo,Monterye ,Monterey 
2383.fipstwo,of72121,f72121
1969.fipstwo,f3051,f35051
1824.statevalue,dNE,NE
1474.countytwo,Misstissippi ,Mississippi 
536.county,nion ,Union 
317.statevalue,T,CT
701.fipstwo,f1701,f17001
2457.statevalue,D,SD
1344.countytwo,Fgreeborn ,Freeborn 
1472.county,Memrcer ,Mercer 
2950.fipstwo,f51018,f51081
1858.county,Hamiton ,Hamilton 
2804.statecounty,XT_Real,TX_Real
1606.statecounty,MS_Wminston,MS_Winston
1940.statecounty,NJ_Uknion,NJ_Union
1743.statecounty,NC_Rockngham,NC_Rockingham
1714.statecounty,NCk_Jackson,NC_Jackson
2056.countytwo,Ashlaend ,Ashland 
2406.fipstwo,f40503,f45003
935.county,Haksell ,Haskell 
1010.statevalue,YK,KY
1439.statevalue,MvO,MO
2735.county,iJm Hogg ,Jim Hogg 
1109.statecounty,KY_odd,KY_Todd
837.county,Huntingto ,Huntington 
2309.statevalue,A,PA
759.statecounty,rIL_Marshall,IL_Marshall
938.statevalue,KkS,KS
1438.fipstwo,f9061,f29061
1956.statecounty,NM_Lrincoln,NM_Lincoln
3132.countytwo,Peipn ,Pepin 
1902.county,hayer ,Thayer 
296.statecounty,O_Ouray,CO_Ouray
98.fipstwo,f0503,f05003
1183.statevalue,AL,LA
957.countytwo,Mongomery ,Montgomery 
1656.fipstwo,30095,f30095
1091.county,Ohoi ,Ohio 
2078.statevalue,lOH,OH
2895.county,Wber ,Weber 
2274.statecounty,P_Crawford,PA_Crawford
1845.countytwo,Douglbas ,Douglas 
1776.county,Divid ,Divide 
1632.statevalue,TM,MT
694.statevalue,jID,ID
1209.fipstwo,f42023,f24023
684.county,oKotenai ,Kootenai 
2232.statecounty,OR_Hfood River,OR_Hood River
1771.fipstwo,f3803,f38013
3164.statevalue,VW,WV
2737.statecounty,TX_Johnsaon,TX_Johnson
1264.statevalue,I,MI
1868.statevalue,E,NE
323.statevalue,DkE,DE
2970.countytwo,Lynchbur city,Lynchburg city
177.countytwo,Apacheu ,Apache 
331.statecounty,FL_iBroward,FL_Broward
2966.statevalue,A,VA
481.statevalue,jGA,GA
3181.fipstwo,f54094,f54049
2733.statecounty,TX_Jeff Daivs,TX_Jeff Davis
785.county,Sctot ,Scott 
2088.county,Henr y,Henry 
618.county,Madisn ,Madison 
1329.countytwo,Cralton ,Carlton 
2310.county,Somerseyt ,Somerset 
1969.statecounty,NM_iSerra,NM_Sierra
1417.county,xBoone ,Boone 
2431.statecounty,SC_Jasiper,SC_Jasper
624.fipstwo,f1913t3,f19133
20.fipstwo,f02159,f02195
1486.statevalue,OM,MO
2884.county,Salt Lcake ,Salt Lake 
1588.county,Soctt ,Scott 
86.statevalue,AgL,AL
2888.countytwo,Summit ***,Summit 
286.statecounty,CO_Las Animsa,CO_Las Animas
2520.fipstwo,f74007,f47007
1330.statevalue,MiN,MN
848.county,LaPortec ,LaPorte 
682.statecounty,ID_Jeffrson,ID_Jefferson
1087.statevalue,YK,KY
756.statecounty,I_LMacoupin,IL_Macoupin
1071.statecounty,KY_yLon,KY_Lyon
391.county,Waltron ,Walton 
2324.county,Aguadilla Municiio,Aguadilla Municipio
1840.statevalue,E,NE
2545.statevalue,N,TN
2000.statevalue,YN,NY
1327.statecounty,MN_BlueEarth,MN_Blue Earth
3184.statecounty,WV_McDowell***,WV_McDowell
1088.fipstwo,f21q177,f21177
2359.fipstwo,72073,f72073
175.statecounty,AmS_Swains Island,AS_Swains Island
886.countytwo,Vnigo ,Vigo 
627.countytwo,Muscatin e,Muscatine 
1082.county,Meifee ,Menifee 
294.county,Morga n,Morgan 
665.fipstwo,fh16017,f16017
954.statevalue,KxS,KS
3197.statecounty,WVP_utnam,WV_Putnam
801.countytwo,Wiinnebago ,Winnebago 
825.county,Founatin ,Fountain 
1209.county,Garrtet ,Garrett 
1567.fipstwo,f2881,f28081
435.fipstwo,f1087,f13087
3052.fipstwo,f530v11,f53011
1040.statevalue,Y,KY
3070.statevalue,xWA,WA
843.countytwo,Jaohnson ,Johnson 
2265.statecounty,PlA_Cambria,PA_Cambria
615.countytwo,Loeuisa ,Louisa 
2963.statecounty,VA_KingWilliam,VA_King William
3195.statevalue,VW,WV
2872.statecounty,UT_avis,UT_Davis
921.statevalue,SK,KS
1765.fipstwo,f3001,f38001
1631.county,Juidth Basin ,Judith Basin 
1004.statevalue,YK,KY
1536.county,Cthoctaw ,Choctaw 
2461.countytwo,harles Mix ,Charles Mix 
2739.county,Kranes ,Karnes 
1780.statevalue,DN,ND
2634.fipstwo,f480r45,f48045
1756.fipstwo,f3w7183,f37183
712.fipstwo,f7023,f17023
2859.county,Winkelr ,Winkler 
2087.countytwo,Harrsison ,Harrison 
928.countytwo,Gerant ,Grant 
2727.county,Hnt ,Hunt 
2350.county,Guanijca Municipio,Guanica Municipio
2105.statevalue,pOH,OH
517.county,Seminol e,Seminole 
3178.statecounty,WV_Lewiss,WV_Lewis
942.statecounty,KS_iKngman,KS_Kingman
2029.statevalue,qNY,NY
601.countytwo,Henr ,Henry 
1449.countytwo,Herny ,Henry 
1029.countytwo,Daveiss ,Daviess 
3224.statecounty,W_YLincoln,WY_Lincoln
2513.fipstwo,46127,f46127
1427.statevalue,MxO,MO
218.statecounty,CA_Montrey,CA_Monterey
704.statecounty,IL_gBoone,IL_Boone
1165.countytwo,St. Helna ,St. Helena 
497.countytwo,Murrya ,Murray 
1611.fipstwo,fj30005,f30005
981.county,edgwick ,Sedgwick 
368.fipstwo,12086,f12086
1231.statecounty,ME_Penobsct,ME_Penobscot
1872.fipstwo,f3109,f31109
1407.fipstwo,f21773,f27173
1805.statevalue,DN,ND
2624.county,Beec ,Bee 
1494.statevalue,O,MO
2693.countytwo,Firo ,Frio 
1575.statevalue,SM,MS
507.fipstwo,f1323e3,f13233
1915.county,Graftozn ,Grafton 
885.statevalue,NI,IN
1858.statecounty,NEHamilton,NE_Hamilton
805.fipstwo,f1005,f18005
2527.county,Chetham ,Cheatham 
440.statevalue,GuA,GA
2653.county,Cloeman ,Coleman 
2436.statevalue,CS,SC
2352.statevalue,R,PR
1433.fipstwo,f29015,f29051
2843.statecounty,TXUvalde,TX_Uvalde
1257.county,Crawofrd ,Crawford 
2800.county,Presidioc ,Presidio 
1153.statecounty,LA_Moehouse,LA_Morehouse
469.countytwo,rwin ,Irwin 
2048.county,aWrren ,Warren 
884.countytwo,Vanderbugrh ,Vanderburgh 
1901.county,Stanto ,Stanton 
276.statecounty,CO_Guninson,CO_Gunnison
360.statevalue,L,FL
2044.statevalue,Y,NY
487.statevalue,AG,GA
1797.countytwo,lOiver ,Oliver 
1304.countytwo,Oscseola ,Osceola 
251.statevalue,OC,CO
882.fipstwo,f1859,f18159
1248.county,Brerien ,Berrien 
64.statevalue,L,AL
911.countytwo,Comache ,Comanche 
872.fipstwo,f18193,f18139
2112.county,Morroew ,Morrow 
1496.countytwo,aRy ,Ray 
1873.statevalue,E,NE
1857.county,Halgl ,Hall 
965.countytwo,rOsborne ,Osborne 
2356.county,Hormiguerso Municipio,Hormigueros Municipio
879.county,Sullvian ,Sullivan 
3023.statevalue,A,VA
1126.statevalue,AL,LA
2503.statevalue,ScD,SD
915.statevalue,SK,KS
3156.county,Wyinnebago ,Winnebago 
221.countytwo,hOrange ,Orange 
570.countytwo,Calhou n,Calhoun 
3161.county,Braxthon ,Braxton 
2754.statevalue,XT,TX
2208.countytwo,Semindole ,Seminole 
1653.statevalue,aMT,MT
2300.statecounty,PA_ontgomery,PA_Montgomery
1325.statevalue,MxN,MN
1351.statevalue,bMN,MN
623.county,Mtichell ,Mitchell 
2228.countytwo,Douglasx ,Douglas 
2091.statecounty,O_HHolmes,OH_Holmes
791.county,Unio n,Union 
930.statevalue,SK,KS
2638.county,Burnekt ,Burnet 
2341.countytwo,Cialesf Municipio,Ciales Municipio
510.statevalue,AG,GA
884.fipstwo,f11863,f18163
2243.county,Mojrrow ,Morrow 
1645.statecounty,MTP_ondera,MT_Pondera
359.countytwo,ake ,Lake 
1874.statevalue,EN,NE
607.statecounty,A_Jasper,IA_Jasper
1079.county,McCrearyu ,McCreary 
1123.statevalue,LxA,LA
3027.fipstwo,f51h195,f51195
2283.statevalue,AP,PA
210.statevalue,ChA,CA
1509.statecounty,MO_St.Louis city,MO_St. Louis city
2905.fipstwo,f15017,f51017
1353.statevalue,N,MN
552.statecounty,GU_Gueam,GU_Guam
1889.county,oPlk ,Polk 
2688.fipstwo,f48135,f48153
1589.statevalue,xMS,MS
581.county,Craxwford ,Crawford 
505.countytwo,ierce ,Pierce 
595.statecounty,IA_rGundy,IA_Grundy
473.statevalue,A,GA
2577.statevalue,NT,TN
2706.fipstwo,of48189,f48189
1677.fipstwo,rf37025,f37025
54.statecounty,AL_DeKatlb,AL_DeKalb
2292.countytwo,Lebano n,Lebanon 
3098.statevalue,I,WI
2093.statevalue,tOH,OH
677.statevalue,DI,ID
2871.statevalue,T,UT
2842.statevalue,X,TX
1079.fipstwo,f1147,f21147
1877.county,uMcPherson ,McPherson 
135.countytwo,Lhee ,Lee 
446.county,Evawns ,Evans 
2492.county,yLman ,Lyman 
416.county,Charltono ,Charlton 
1081.county,Meadeq ,Meade 
54.fipstwo,f01094,f01049
354.countytwo,Hlomes ,Holmes 
1614.statevalue,nMT,MT
1229.statevalue,EM,ME
720.statevalue,LI,IL
2398.county,Yabuco Municipio,Yabucoa Municipio
1826.fipstwo,31017,f31017
3203.fipstwo,54091,f54091
3134.county,oPlk ,Polk 
3211.countytwo,ood ,Wood 
1103.fipstwo,hf21207,f21207
2793.statecounty,TX_Palo Pitno,TX_Palo Pinto
2605.county,Warre n,Warren 
815.county,Crawfor d,Crawford 
2381.countytwo,Rincon Muincipio,Rincon Municipio
3039.countytwo,Grnd Isle ,Grand Isle 
1729.statecounty,NC_New Hanoyver,NC_New Hanover
437.countytwo,odge ,Dodge 
199.countytwo,De Norte ,Del Norte 
604.statecounty,I_AIda,IA_Ida
2169.statecounty,K_Greer,OK_Greer
219.statevalue,A,CA
341.statevalue,L,FL
2022.countytwo,Ne York ,New York 
428.countytwo,Columbiag ,Columbia 
2315.statecounty,PA_Venago,PA_Venango
2259.statecounty,PAB_edford,PA_Bedford
815.countytwo,Crafword ,Crawford 
2676.statevalue,X,TX
2016.fipstwo,f36409,f36049
463.countytwo,Haralosn ,Haralson 
2674.statecounty,XT_Dickens,TX_Dickens
3203.countytwo,aylor ,Taylor 
1734.county,Pasqfuotank ,Pasquotank 
720.countytwo,lDeKalb ,DeKalb 
2314.statecounty,PA_nUion,PA_Union
269.county,Eagtle ,Eagle 
1461.statevalue,OM,MO
1376.statecounty,MN_Ottevr Tail,MN_Otter Tail
1319.statevalue,I,MI
1939.statevalue,JN,NJ
1408.countytwo,Adai r,Adair 
2745.statevalue,XT,TX
755.statevalue,L,IL
834.countytwo,Hndricks ,Hendricks 
1763.countytwo,adkin ,Yadkin 
1626.statecounty,MT_Glacpier,MT_Glacier
2621.countytwo,Bander ,Bandera 
2128.statevalue,HO,OH
1611.statecounty,MT_Blainme,MT_Blaine
2756.fipstwo,f48d289,f48289
2927.countytwo,Culpepuer ,Culpeper 
806.county,Benfton ,Benton 
2345.statecounty,R_Corozal Municipio,PR_Corozal Municipio
2683.county,Eath ,Erath 
647.county,apello ,Wapello 
2303.statecounty,PA_Northumberlnd,PA_Northumberland
239.fipstwo,06095,f06095
3182.statecounty,WV_Marshiall,WV_Marshall
1792.county,McLea n,McLean 
223.statecounty,CA_lPumas,CA_Plumas
592.statevalue,dIA,IA
2252.statevalue,OmR,OR
2804.statevalue,X,TX
836.statecounty,IN_Howrad,IN_Howard
2532.countytwo,Coffeeh ,Coffee 
1257.fipstwo,f62039,f26039
2207.fipstwo,f4e0131,f40131
274.statecounty,CO_Geilpin,CO_Gilpin
2594.county,Sevire ,Sevier 
2604.countytwo,Vna Buren ,Van Buren 
1981.county,Eueka ,Eureka 
2736.statecounty,TX_JimWells,TX_Jim Wells
620.fipstwo,f19152,f19125
481.countytwo,Liuberty ,Liberty 
437.county,Dfodge ,Dodge 
964.countytwo,Osaeg ,Osage 
216.statevalue,A,CA
3081.statecounty,A_Wahkiakum,WA_Wahkiakum
1594.fipstwo,f28u135,f28135
654.statevalue,A,IA
2217.fipstwo,f40115,f40151
2989.fipstwo,51141,f51141
113.county,Crawfor d,Crawford 
1001.statevalue,YK,KY
990.county,Sumneor ,Sumner 
1760.countytwo,Wyne ,Wayne 
1684.county,Cherokege ,Cherokee 
306.countytwo,an Juan ,San Juan 
2696.statevalue,lTX,TX
503.county,Pach ,Peach 
259.fipstwo,fl08017,f08017
2584.statevalue,wTN,TN
1657.statevalue,rMT,MT
1483.statevalue,O,MO
1078.statevalue,YK,KY
578.statecounty,IAC_lay,IA_Clay
1121.statevalue,A,LA
1121.fipstwo,2f2003,f22003
194.countytwo,Aamdor ,Amador 
662.statevalue,D,ID
2648.county,Cerokee ,Cherokee 
1412.statevalue,OM,MO
2536.county,Decnatur ,Decatur 
1390.statevalue,NM,MN
2387.countytwo,San Lorenzo Municimpio,San Lorenzo Municipio
1477.statecounty,MO_ontgomery,MO_Montgomery
3136.countytwo,Priec ,Price 
1481.statecounty,MO_Nomdaway,MO_Nodaway
1241.fipstwo,f6007,f26007
1631.fipstwo,f30054,f30045
2414.fipstwo,f4019,f45019
2627.countytwo,Blancok ,Blanco 
825.countytwo,Fountani ,Fountain 
1136.countytwo,East Baton Roueg ,East Baton Rouge 
800.fipstwo,17199,f17199
3200.statecounty,W_Ritchie,WV_Ritchie
63.county,eHnry ,Henry 
198.statecounty,C_AContra Costa,CA_Contra Costa
1495.statevalue,OM,MO
406.fipstwo,f10327,f13027
536.statevalue,GuA,GA
1336.statecounty,N_Cook,MN_Cook
1014.county,Bullit ,Bullitt 
658.fipstwo,f1600u3,f16003
958.countytwo,Morrs ,Morris 
2872.countytwo,Davwis ,Davis 
3074.countytwo,San Jua ,San Juan 
1986.statevalue,V,NV
959.statecounty,KSe_Morton,KS_Morton
1723.statevalue,C,NC
1844.statecounty,NE_Doge,NE_Dodge
1848.countytwo,Frnaklin ,Franklin 
387.county,Tagylor ,Taylor 
3180.statecounty,V_Logan,WV_Logan
1335.fipstwo,rf27029,f27029
1023.statecounty,KYt_Christian,KY_Christian
2165.countytwo,Giarfield ,Garfield 
156.statevalue,R,AR
2826.countytwo,tephens ,Stephens 
292.fipstwo,fl08083,f08083
2147.countytwo,Blainse ,Blaine 
2890.fipstwo,49047,f49047
1859.countytwo,zHarlan ,Harlan 
2507.countytwo,pSpink ,Spink 
3232.statevalue,YW,WY
2420.county,bDarlington ,Darlington 
2914.statecounty,VAB_uena Vista city,VA_Buena Vista city
159.fipstwo,f50127,f05127
40.fipstwo,f010k21,f01021
2118.countytwo,Pickawa y,Pickaway 
2647.fipstwo,f48c071,f48071
902.statevalue,S,KS
891.fipstwo,f18177***,f18177
2429.statecounty,S_CHampton,SC_Hampton
1576.statevalue,S,MS
1509.countytwo,St. Louis ciyt,St. Louis city
982.statecounty,SK_Seward,KS_Seward
1958.county,wLuna ,Luna 
2158.statecounty,OKx_Cotton,OK_Cotton
2279.countytwo,Erei ,Erie 
2183.fipstwo,f40o083,f40083
251.fipstwo,f08030,f08003
3072.county,Pend hOreille ,Pend Oreille 
1822.statecounty,NE_Blakine,NE_Blaine
2986.statecounty,VA_Nttoway,VA_Nottoway
1094.county,wsley ,Owsley 
191.statecounty,AZY_uma,AZ_Yuma
143.statevalue,RA,AR
1279.statecounty,MI_Keweeinaw,MI_Keweenaw
1695.statevalue,CN,NC
2262.fipstwo,f4t2015,f42015
2947.statecounty,VA_Goochlad,VA_Goochland
2230.fipstwo,f4023,f41023
377.statecounty,FLd_Pinellas,FL_Pinellas
1631.countytwo,Judwith Basin ,Judith Basin 
1053.statevalue,rKY,KY
2828.countytwo,Stonewal l,Stonewall 
323.statecounty,DEz_Kent,DE_Kent
967.statevalue,yKS,KS
3089.statecounty,WI_Bafyield,WI_Bayfield
3224.fipstwo,f65023,f56023
1020.county,arroll ,Carroll 
2987.fipstwo,f5137,f51137
2138.fipstwo,3f9169,f39169
733.countytwo,Hamliton ,Hamilton 
3222.statecounty,WY_Johnsno,WY_Johnson
126.countytwo,Hot Sprign ,Hot Spring 
2149.fipstwo,f4k0015,f40015
810.fipstwo,jf18015,f18015
455.countytwo,Gllynn ,Glynn 
3051.statecounty,WA_Clallm,WA_Clallam
806.countytwo,Benon ,Benton 
386.statecounty,FL_Suwannee***,FL_Suwannee
497.statecounty,GA_Muvrray,GA_Murray
351.statevalue,LF,FL
1477.county,Monptgomery ,Montgomery 
2928.county,Cumberlan d,Cumberland 
2484.county,xHyde ,Hyde 
465.statevalue,GqA,GA
1982.countytwo,Humbold t,Humboldt 
2026.statevalue,YN,NY
2874.fipstwo,f490m15,f49015
2939.countytwo,Fluvanna ***,Fluvanna 
1480.statecounty,MO_Newtn,MO_Newton
1741.countytwo,Riochmond ,Richmond 
760.countytwo,Msaon ,Mason 
734.fipstwo,f170k67,f17067
931.county,Greenwoofd ,Greenwood 
2906.statecounty,VAB_edford,VA_Bedford
2146.statevalue,K,OK
2058.statecounty,HO_Athens,OH_Athens
725.county,Effinghm ,Effingham 
58.fipstwo,f0105s7,f01057
2901.fipstwo,f15009,f51009
1023.statevalue,YK,KY
1577.countytwo,Newto ,Newton 
846.countytwo,aGrange ,LaGrange 
476.statevalue,GdA,GA
217.countytwo,Monxo ,Mono 
1338.statevalue,NM,MN
2255.fipstwo,f24001,f42001
2229.fipstwo,f4121,f41021
2728.statevalue,TyX,TX
2347.statecounty,PR_Dorado Municipino,PR_Dorado Municipio
299.statevalue,O,CO
722.fipstwo,f1043,f17043
1347.fipstwo,2f7053,f27053
611.statevalue,AI,IA
2441.countytwo,Ocone ,Oconee 
1316.statecounty,MITuscola,MI_Tuscola
764.statecounty,IdL_McLean,IL_McLean
2908.statevalue,A,VA
1717.statecounty,NC_Lee***,NC_Lee
1749.statecounty,NC_Stkes,NC_Stokes
918.countytwo,Edwadrs ,Edwards 
1202.statecounty,MD_alvert,MD_Calvert
2211.county,Texa s,Texas 
188.statevalue,Z,AZ
277.statecounty,CO_Hiknsdale,CO_Hinsdale
2992.statecounty,VAc_Poquoson city,VA_Poquoson city
668.statecounty,ID_Btutte,ID_Butte
186.countytwo,Navajdo ,Navajo 
1709.county,Hendrson ,Henderson 
1263.countytwo,Gladwign ,Gladwin 
2963.countytwo,King William ***,King William 
3211.statecounty,WVWood,WV_Wood
1197.fipstwo,f25r027,f25027
745.fipstwo,f17098,f17089
981.statecounty,KSSedgwick,KS_Sedgwick
1030.county,Edmonso ,Edmonson 
2857.countytwo,Wlliamson ,Williamson 
2024.countytwo,Oneda ,Oneida 
2312.county,Susquehannaq ,Susquehanna 
1351.county,tasca ,Itasca 
1917.countytwo,Mrerimack ,Merrimack 
1498.county,Rpley ,Ripley 
2033.fipstwo,f36038,f36083
3227.county,ark ,Park 
3034.fipstwo,f5003,f50003
2157.county,Comacnhe ,Comanche 
1002.county,Andecrson ,Anderson 
817.countytwo,eDarborn ,Dearborn 
1329.statecounty,MN_Crlton,MN_Carlton
1218.statevalue,MsD,MD
1565.fipstwo,f28077***,f28077
984.fipstwo,f20197,f20179
2281.statevalue,A,PA
979.statevalue,nKS,KS
3068.county,Lcincoln ,Lincoln 
449.statecounty,GA_Flod,GA_Floyd
264.fipstwo,f0802w7,f08027
1570.fipstwo,2f8087,f28087
2058.county,Athesn ,Athens 
1731.county,Onslowq ,Onslow 
2654.statevalue,XT,TX
1225.countytwo,Frankli n,Franklin 
2320.statecounty,PA_Wyomign,PA_Wyoming
2230.countytwo,Grat ,Grant 
29.fipstwo,02290,f02290
1223.fipstwo,f230r03,f23003
857.statevalue,NI,IN
1800.countytwo,Ramesy ,Ramsey 
393.countytwo,ppling ,Appling 
1185.statecounty,MA_Berkshre,MA_Berkshire
154.fipstwo,05115,f05115
2437.fipstwo,45067,f45067
143.fipstwo,f05039,f05093
565.county,Booneu ,Boone 
344.statevalue,FrL,FL
2790.fipstwo,f4837,f48357
36.countytwo,Buter ,Butler 
1653.statecounty,MT_Sandes,MT_Sanders
3164.countytwo,Calhou n,Calhoun 
343.county,Farnklin ,Franklin 
1959.countytwo,McKinly ,McKinley 
1080.countytwo,McLeanw ,McLean 
16.statevalue,KA,AK
1949.statevalue,NhM,NM
349.statecounty,FL_Hardere,FL_Hardee
432.statecounty,AG_Crisp,GA_Crisp
1312.statecounty,MI_ySchoolcraft,MI_Schoolcraft
433.statevalue,A,GA
212.statecounty,CA_Mrin,CA_Marin
1266.statecounty,I_Gratiot,MI_Gratiot
3016.countytwo,Suffodlk city,Suffolk city
1505.countytwo,tS. Charles ,St. Charles 
2157.statecounty,KO_Comanche,OK_Comanche
729.county,Fulto n,Fulton 
308.fipstwo,fr08115,f08115
127.county,Hoawrd ,Howard 
742.countytwo,jJersey ,Jersey 
1478.fipstwo,fy29141,f29141
816.fipstwo,f1827,f18027
2456.fipstwo,4f6013,f46013
82.countytwo,Perryz ,Perry 
469.statevalue,A,GA
1972.statevalue,MN,NM
2238.county,Lan e,Lane 
830.countytwo,Grefene ,Greene 
2454.county,Bon Homem ,Bon Homme 
2985.countytwo,Noton city,Norton city
2189.countytwo,McuCrtain ,McCurtain 
219.county,Naap ,Napa 
1925.county,ape May ,Cape May 
2021.statevalue,Y,NY
824.statevalue,fIN,IN
3058.statevalue,AW,WA
1283.countytwo,Lenaewee ,Lenawee 
1222.statevalue,E,ME
703.fipstwo,hf17005,f17005
672.statecounty,ID_aCssia,ID_Cassia
2690.statecounty,TX_Fot Bend,TX_Fort Bend
2256.statevalue,A,PA
61.statecounty,AL_Greeen,AL_Greene
2901.statevalue,AV,VA
465.fipstwo,f1d3147,f13147
1281.statevalue,IM,MI
1911.county,Bleknap ,Belknap 
183.fipstwo,f0012,f04012
328.statevalue,LF,FL
1529.county,mAite ,Amite 
2656.countytwo,Colobrado ,Colorado 
47.county,Cnecuh ,Conecuh 
2100.countytwo,Loain ,Lorain 
590.statecounty,IA_ayette,IA_Fayette
1685.statevalue,NxC,NC
3015.statecounty,VA_Staunteon city,VA_Staunton city
2805.fipstwo,48387,f48387
604.statevalue,AI,IA
324.county,Ne Castle ,New Castle 
1971.statecounty,NM_lTaos,NM_Taos
2616.statecounty,TX_Arher,TX_Archer
569.county,Bulter ,Butler 
3156.statevalue,IW,WI
1593.county,Suynflower ,Sunflower 
747.county,Kendal l,Kendall 
2400.statevalue,IR,RI
968.county,Phillisp ,Phillips 
270.county,uEl Paso ,El Paso 
77.statecounty,AL_arshall,AL_Marshall
2486.countytwo,Jrauld ,Jerauld 
1587.county,Ranvkin ,Rankin 
2427.statecounty,SC_Greenville***,SC_Greenville
2064.statevalue,H,OH
2923.county,Clarfke ,Clarke 
402.countytwo,errien ,Berrien 
3017.countytwo,urry ,Surry 
926.statecounty,KzS_Gove,KS_Gove
2605.fipstwo,f4717y7,f47177
712.countytwo,lark ,Clark 
2215.countytwo,Wahsington ,Washington 
3219.countytwo,remont ,Fremont 
1351.fipstwo,f20761,f27061
1489.statevalue,MgO,MO
511.countytwo,Rabunb ,Rabun 
1786.county,Kider ,Kidder 
448.statecounty,GA_Faette,GA_Fayette
201.statevalue,A,CA
1023.fipstwo,21047,f21047
954.county,Meaed ,Meade 
2896.statevalue,oVA,VA
2324.countytwo,Aguadilla Municipigo,Aguadilla Municipio
204.county,Irmperial ,Imperial 
194.county,Amacdor ,Amador 
1721.statevalue,zNC,NC
2882.statecounty,UT_Pute,UT_Piute
2821.statecounty,zTX_Shelby,TX_Shelby
72.county,owndes ,Lowndes 
1976.statecounty,V_Churchill,NV_Churchill
1177.statecounty,LA_Vrernon,LA_Vernon
46.countytwo,Colbertl ,Colbert 
2389.county,Snata Isabel Municipio,Santa Isabel Municipio
2605.statecounty,N_Warren,TN_Warren
221.statevalue,A,CA
1587.statecounty,MS_aRnkin,MS_Rankin
1320.county,Wexofrd ,Wexford 
3233.fipstwo,f560d41,f56041
132.fipstwo,0f5071,f05071
2419.statevalue,mSC,SC
945.statevalue,S,KS
889.statevalue,N,IN
930.countytwo,Greelye ,Greeley 
2080.statecounty,OHGallia,OH_Gallia
1399.statevalue,NM,MN
89.statecounty,AjL_Sumter,AL_Sumter
677.county,Frnaklin ,Franklin 
2753.county,ampasas ,Lampasas 
2481.statecounty,SD_Hrding,SD_Harding
