psapid(long),psapname,county,city,statevalue,typeofchangefulltext,datelastmodified,geocodecitylevel
2207.0,East St Louis Police Department,St. Clair,East St Louis,LI,No Changes have been mad.e,03/04/2004,"East St Louis, IL (38.622934, -90.154935)"
7099.0,Charlotte County Sheriffs Office,Charlotte,Charlotte Court House,VA,No Changes have been made.,03/04/2004,"Charlotte Court House, VA (37.056751, -78.640068)"
4703.0,Cherry Hill Police,Camden,Cherry Hill,NJ,No Changes have been made.,03/04/2004,"Cherry Hill, NJ (39.925801, -75.030928)"
4340.0,Mebane Police Department,Alamance,Mebane,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Mebane, NC (36.095918, -79.266536)"
692.0,Del Norte County Sheriff (crescent City),Del Norte,Crescent City,CA,"PSAP Name, State, County or City text has been modified since the original posting.",04/29/2010,"Crescent City, CA (41.754772, -124.204373)"
3377.0,Escanaba Public Safety,Delta,Escanaba,dMI,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,12/06/2004,"Escanaba, MI (45.745727, -87.071273)"
2316.0,Macoupin County E911,Macoupin,Carlinville,IL,"PSAP Name, State, County or City text has been modified since the original posting.",03/10/2005,"Carlinville, IL (39.285496, -89.881681)"
8250.0,Pinellas Park Police Department,Pinellas,Pinellas Park,FL,"PSAP Name, State, County or City text has been modified since the original posting.",03/04/2010,"Pinellas Park, FL (27.839285, -82.703974)"
7644.0,Platte County Communications,Platte,Wheatland,WY,No Changes have been made.,03/04/2004,"Wheatland, WY (42.054383, -104.95327)"
6736.0,Lamb County Sheriff's Office,aLmb,Littlefield,TX,"PSAP Name, State, County or City text has been modified since the original posting.",03/20/2013,"Littlefield, TX (33.91628, -102.324936)"
3615.0,Clay County Law Enforcement Center,Clay,Moorhead,MN,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/12/2005,"Moorhead, MN (46.873809, -96.767816)"
4268.0,Fayetteville State University Police Comcenter,Cumberland,Fayetteville,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Fayetteville, NC (35.054417, -78.883659)"
6666.0,Hutchins Police Department,Dallas,Hutchins,TX,No Changes have been made.,03/04/2004,"Hutchins, TX (32.647506, -96.71214)"
7195.0,Russell County Sheriffs Office,Russell,Lebanon,uVA,No Changes have been made.,03/04/2004,"Lebanon, VA (36.900949, -82.080212)"
780.0,Lasd - Lakewood Sheriffs Station,Los Angeles,Lakewood,AC,"PSAP Name, State, County or City text has been modified since the original posting.",0/406/2010,"Lakewood, CA (33.850448, -118.133773)"
6213.0,Bradley County 9-1-1,Bradley,Cleveland,TN,No Changes have been made.,03/04/2004,"Cleveland, TN (35.159867, -84.8755)"
4021.0,Itawamba County Sheriffs Office,Itawamba,Fulton,MS,No Changes have been made.,03/04/2004,"Fulton, MS (34.273442, -88.407292)"
5275.0,Bryan Police Department,Williams,Bryan,H,No Changes have been made.,03/04/2004,"Bryan, OH (41.474609, -84.551024)"
968.0,Shafter Police Department,Kern,Shafter,CA,No Changes have been made.,03/04/2004,"Shafter, CA (3.5499832, -119.278369)"
8053.0,Washington State Patol,Pierce,Tcaoma,WA,PSAP was added since the original posting of the FCC Registry.,07/25/2017,"Tacoma, WA (47.25308, -122.44153)"
3825.0,Independence Poice Department,Jackson,Independence,MO,"PSAP Name, State, County or City text has been modified since the original posting.",10/05/2017,"Inzdependence, MO (39.093659, -94.412017)"
3262.0,Knox R C C,Knox,Rockland,ME,"PSAP Name, State, County or City text has been modified since the original posting.",05/03/2013,"Rockland, ME (44.101993, -69.110632)"
6441.0,Blanco County Sherifmf''s Office,Blanco,Johnson jCity,TX,"PSAP Name, State, County or City text has been modified since the original posting.",1d0/05/2017,"Johnson City, TX (30.27484, -98.408665)"
8330.0,Shore Area Communications Center,Monmouth,Neptune,NJ,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,07/24/2017,"Neptune, NJ (40.213163, -74.035354)"
5701.0,Osage County Sheriffs Office,Osage,Pawhuska,KO,No Changes have been made.,03/04/2004,"Pawhuska, OK (36.663441, -96.340135)"
3078.0,Evangeline Parish Sheriff,Evangeline,Ville Platte,LA,No Changes have been made.,03/04/2004,"Ville Platte, LA (30.688694, -92.278353)"
2191.0,Dacrien Area Dispatch Center,Du Page,Darien,IL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,09/04/2013,"Darien, IL (41.744588, -87.983943)"
89.0,Port Lions Department Of Public Safety,Kodiak Island Borough,Port Lions,AK,No Changeshave been made.,03/04/2004,"Port Lions, AK (57.865417, -152.884513)"
388.0,Van Buren Police Department,Crawford,Van Buren,AR,No Changes have been made.,03/04/2004,"Van Buren, AR (35.436742, -94.347781)"
1609.0,Orange Park Police Department,Clay,Orange Park,L,No Changes have been made.,03/04/2004,"Orange Park, FL (30.169231, -81.706698)"
1663.0,Stuart Police Departent,Martin,Stuart,FcL,No Changes have been made.,03/04/2004,"Stuart, FL (27.177909, -80.236911)"
5392.0,Lawrence County 9-1-1,Lawrence,Ironon,OH,No Changes have been made.,03/04/2004,"Ironton, OH (38.531473, -82.677901)"
5802.0,Milwaukie Police Department,Clackamas,Milaukie,OR,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/08/2017,"Milwaukie, OR (45.445525, -122.64162)"
7068.0,Utah State University Police Department Dispatch,Cache,Logan,UT,No Changes have been made.,03/04/2004,"Logan, UT (41.735211, -111.834857)"
222.0,Lawrence County Sheriffs Office,Lawrence,Moulton,AL,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,06/25/2016,"Moulton, AL (34.481557, -87.292412)"
1638.0,Port St Jo Poliec Department,Gulf,Port St Jo,FL,No Changes have been made.,03/04/2004,"Port St Jo, FL (27.273274, -80.342148)"
7760.0,Lancaster Communications,Worcester,Lancaster,MA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/24/2014,"Lancaster, MA (42.457067, -71.673784)"
2167.0,Chicago Office Of Emergency Communication-zone 6,Cook,Chicago,IL,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,12/07/2004,"Chicago, IL (41.883229, -87.632398)"
4728.0,Fanwood Borough Police Department,Union,Fanwood,NJ,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filins.,12/21/2010,"Fanwood, NJ (40.640837, -74.383874)"
6559.0,Edwards County Sheriffs Office,dEwards,Rocksprinsg,TX,No Changes have been made.,03/04/2004,"Rocksprings, TX (30.014663, -100.213918)"
133.0,Autauga E9-1-1,Autauga,Prattville,LA,"PSAP Name, State, County or City text has been modified since the original posting.",06/19/2014,"Prattville, AL (32.47z1359, -86.466179)"
8305.0,Columbus Air Force Base,Lowqndes,Columbus,MS,PSAP was added since the original posting of the FCC Registry.,05/05/2011,"Columbus, MS (33.495562, -88.424393)"
1975.0,Linn County Sheriffs Office,Linn,Cedar Rapids,IA,No Changes have been made.,03/04/2004,"Cedar Rapids, IA (41.978122, -91.669808)"
7606.0,Hardy County 911,zHardy,Moorefield,WV,"PSAP Name, State, County or City text has been modified since the original posting.",05/13/2009,"Moorefield, WV (39.062189, -78.965694)"
3894.0,Pettis County Sheriffs Office,ettis,Sedalia,MO,No Changes have been made.,03/04/2004,"Sedalia, MO (38.704529, -93.236542)"
3228.0,Montgomery County Police Communications Center,Montgomery,Gaithersburg,DM,"PSAP Name, State, County or City text has been modified since the original posting.",11/09/2004,"Gaithersburg, MD (39.142187, -77.193402)"
1742.0,De Kalb County Public Safety,De Kalb,Decatur,GA,No Changes have beenm ade.,03/04/2004,"Decatur, GA (33.773556, -84.296562)"
5070.0,East Hampton Town Police Department,Suffolk,East Hampton,Y,No Changesl have been made.,03/4/2004,"East Hampton, NY (40.964652, -72.194744)"
1360.0,Montville Emergency Communications Center,New London,Uncasville,CT,No Changes have been made.,03/04/2004,"Uncasville, CT (41.434399, -72.110298)"
821.0,Merced Police Department,Merced,Merced,CA,No Changes have been made.,03/04/2004,"Merced, CA (37.306968, -120.481971)"
2330.0,Mchenry County Sheriff,Mchenry,Woodstock,IL,No Changes have been made.,03/04/2004,"Woodstock, IL (42.319345, -88.443025)"
1566.0,Leesburg Police Department,Lake,Leesbursg,FL,No Changes have been made.,0/04/2004,"Leesburg, FL (28.811191, -81.881816)"
713.0,EscondidoPolice Department,San Diego,Escondido,CA,No Changes have een made.,0304/2004,"Escondido, CA (33.130363, -117.085357)"
2714.0,Clark County Sheriff''sO ffice,Clark,Ahland,KS,"PSAP Name, State, County or City text has been modified since the original posting.",10/05/2017,"Ashland, KS (37.192643, -99.76958)"
6440.0,Bi-state Information Center,Bowie,Texarkana,TX,No Changes have been made.,03/04/2004,"Texarkana, TX (33.44221, -94.06408)"
361.0,Newton County Sheriffs Department,Newton,Jasper,AR,"PSAP Name, State, County or City text has been modified since the original posting.",03/04/2011,"Jasper, AR (36.008432, -93.186717)"
1737.0,Coweta County E9-1-1,Coweta,Newnan,GA,No Changes have been made.,03/04/2004,"Newnan, GA (33.37438, -84.799617)"
7335.0,Prosser Police Department,Benton,Prosser,WA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/17/2016,"Prosser, WA (46.206736, -119.769211)"
2469.0,Village Of Tinle yPark Command Center,Cook,Tinley Park,IL,No Changes have been made.,03/04/2004,"Tinley Park, IL (41.573246, -87.784288)"
4626.0,eMrrick County Sheriff''s Office,Merrick,Central City,NE,"PSAP Name, State ,County or City text has been modified since the original posting.",05/11/2016,"Central City, NE (41.114992, -98.002992)"
2293.0,Lagrange Police Department,Cook,La Grange,IL,No Changes have been made.,03/04/2004,"La Grange, IL (41.812398, -87.869529)"
5347.0,Germantown Police,Montgomery,Germantown,OH,No Changes have been made.,03/04/2004,"Germantown, OH (39.624947, -84.370445)"
1057.0,Adams County Communications Center,Adams,Commerce City,CO,No Changes have been made.,03/04/2004,"Commrce City, CO (39.812904, -104.912874)"
7337.0,South Sound 911 Eastside Communications Center,Pierce,Puyallup,WA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,07/25/2017,"Puyallup, WA (7.177438, -122.292318)"
5885.0,Elk County Communications,Elk,Ridgway,PA,No Changes have been mae.,03/04/2004,"Ridgway, PA (41.421059, -78.728673)"
4043.0,Leland Police Department,Washingon,Leland,S,No Changes have been made.,03/04/2004,"Leland, MS (33.405898, -90.897209)"
79.0,North Slope Borough Police Department,North Slope Borough,Barrow,AK,"PSAP Name, State, County or City text has been modified since the original posting.",08/13/2013,"Barrow, AK (71.290706, -156.792247)"
5476.0,Paulding County Sheriffs Office,Paulding,Paulding,OH,"PSAP Name, State, County or City text has been modified since the original posting.",06/19/2013,"Paulding, OH (41.137327, -84.580759)"
6035.0,Charleston Ems,Charlesgton,Charleston,SC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain fro musing these in future filings.,09/11/2013,"Charleston, SC (32.77647, -79.931027)"
6530.0,Dalworthington Gardens Police Department,Tarrant,Dalworthington Gardens,TX,No Changes have been made.,03/04/2004,"Dalworthington Gardens, TX (32.6995, -97.153963)"
2407.0,Riverside Police Department,Cook,Riverside,IL,No Changes have been made.,03/04/2004,"Riverside, IL (41.826646, -87.818956)"
4350.0,Moore County Sheriiffs Communications,Moore,Carthage,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Carthage, NC (35.346638, -79.416043)"
4873.0,Verona Township Police Department,Essex,Verona,NJ,No Changes hav been made.,03/04/2004,"Verona, NJ (40.828809, -74.240818)"
6360.0,Spring City Police Department,Rhea,Spring City,TN,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/22/2080,"Spring City, TN (35.691882, -84.86011)"
2477.0,Washington County Ambulance,Washington,Nashville,IL,No Changes have been made.,03/04/2004,"Nashville, IL (38.343712, -89.382954)"
8103.0,Desoto Police Department,Jefferson,Desoto,MO,PSAP was added since the original posting of the FCC Registry.,04/05/2005,"Desoto, MO (38.13427, -90.55552)"
3857.0,Marion County -91-1,Marion,Hannibal,MO,"PSAP Name, State, County or City text has been modified since the original posting.",09/09/2014,"Hannibal, MO (39.704996, -91.385386)"
6898.0,Shamrock Police Department,Wheeer,Shamrock,TX,"PSAP Name, State, County or City text has been modified since the original posting.",07/28/2017,"Shamrock, TX (35.214087, -100.24917)"
1332.0,East Granby Police Department,Hartford,East Granby,T,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/26/2004,"East Granby, CT (41.943168, -727.2611)"
1135.0,El Paso County Sheriffs Office,El Paso,Colorado Springs,O,No Changes have been made.,03/04/2004,"Colorado Springs, CO (38.835224, -104.819798)"
7718.0,Dracut Police,Middlesex,Dracut,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Dracut, MA (42.668945, -71.303298)"
2909.0,Frankfort-franklin County 9-1-1,Franklin,Frankofrt,KY,No Changes have been made.,03/04/2004,"Frankfort, KY (38.201005, -84.87329)"
7585.0,Pendleton County 9-1-1,Pendleton,Franklin,WV,No Changes have been made.,03/04/2004,"Franklin, WV (38.647684, -79.329554)"
2903.0,Elliott County 9-1-1,Elliott,Sandy Hook,KY,"PSAP Name, State, County or City texut has been modified since the original posting.",09/11/2013,"Sandy Hook, KY (38.086478, -83.125928)"
4891.0,Winslow Township Police Department,Camden,Winslow,NJ,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,02/09/2012,"Winslow, NJ (39.700081, -74.894821)"
3507.0,Northville Police Department,Wayne,Northville,MI,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,12/06/2004,"Northville, MI (42.440686, -83.493151)"
132.0,City Of Auburn 9-1-1,Lee,Auburn,AL,"PSAP Name, State, County or City text has been modified since the original posting.",06/19/2014,"Auburn, AL (32.609077, -85.48172)"
119.0,Whittier Police Department,Valdez-cordova Census Area,Whittier,AK,No hanges have been made.,03/04/2004,"Whittier, AK (60.775066, -148.68087)"
6743.0,Los Fresnos Police Department,Cameron,Los Fresnos,TX,No Changes have been made.,03/04/2004,"Los Fresnos, TX (26.071674, -97.476278)"
515.0,Winslow Police Department,Navajo,Winslow,AZ,No Changes have been made.,03/04/004,"Winslow, AZ (35.023755, -110.696453)"
3958.0,Wayne County Sheriffs Department,Wayne,Greenville,MO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/30/2004,"Greenville, MO (37.124129, -90.448427)"
5816.0,Oregon State Police-springfield,Lane,Springfield,OR,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in fuutre filings.,04/08/2017,"Springfield, OR (44.046191, -123.022054)"
3290.0,Skowhegan Police Department,Somerset,Skowhegan,ME,Orphaned PSAP no lnger considered a primary call taking answering point. Refrain from using these in future filings.,01/14/2004,"Skowhegan, ME (44.767028, -69.720277)"
5267.0,Brecksvlile Police,Cuyahoga,Brecksville,OH,No Changes have been made.,03/04/2004,"Brecksville, OH (41.296835, -81.627105)"
1713.0,Bulloch County Public Safety,Bulloch,Statesboro,GA,No Changes have been made.,03/04/2004,"Statesboro, GA (32.44877, -81.777753)"
6576.0,Fannin County Sheriff's Office,Fannin,Bonham,X,"PSAP Name, State, County or City text has been modified since the original posting.",04/13/2017,"Bonham, TX (33.577023, -96.178076)"
2360.0,Normal Police Department,Mclean,Normal,IL,No Changes have been made.,t03/04/2004,"Normal, IL (40.518091, -88.995074)"
1454.0,Baby County Emergency Medical Center,ay,Panama City,FL,No Changes have been made.,03/04/2004,"Panama City, FL (30.185159, -85.73078)"
5090.0,Greenburgh Township Police Department,Westchester,White Plains,NY,No Changes have been made.,03/04/2004,"White Plains, NY (41.032587, -73.766669)"
5821.0,Portland - Bureau Of Emergency Communications,Multnomah,Portland,OR,"PSAP Name, State, County or City text has been modified since the original posting.",12/03/2004,"Portland, OR (45.516018, -122.681425)"
8505.0,Bartlett Police Backup,Shelby,Bartlett,TN,Secondary PSAP associated with a Primary PSAP. Use the rPimary PSAP in future filings.,06/09/2016,"Bartlett, TN (35.204893, -89.868475)"
540.0,Auburn Police Department,Placer,Auburn,CA,No Changes have been made.,03/40/2004,"Auburn, CA (38.897916, -121.074314)"
1997.0,Ottumwa Police Department,Wapello,Ottumwa,A,"PSAP Name, State, County or City text has been modified since the original posting.",06/25/2016,"Ottumwa, IA (41.023246, -92.413173)"
82.0,Palmer Police,Matanuska-susitna Borough,Palmer,AK,"PSAP Name, State, County or City text has been modified since the original posting.",08/13/2013,"Palmer, AK (61.599411, -149.122551)"
912.0,San Bernardino County Sheriff (rialto/valley),San Bernardino,Rialto,CA,"PSAP Name, State, County or City text has been modified since the original posting.",10/03/2012,"Rialto, CA (34.099535, -117.374715)"
7339.0,Quinault Nation Police Department,Grays Harbor,Taholah,WA,No Changes have been made.,03/04/2004,"Taholah, WA (47.333209, -124.286407)"
2844.0,Sumner County 9-1-1,Sumner,Wellington,KS,"PSAP Name, State, County or City text has been modified since the original posting.",10/05/2017,"Wellington, KS (37.271676, -97.402089)"
2515.0,BeechGrove Police Department,Marion,Beech Grove,IN,No Changes have been made.,03/04/2040,"Beech Grove, IN (39.716512, -86.081444)"
1981.0,Delaware County Communication Center,Delaware,Manchester,IA,"PSAP Name, State, County or City text has been modified since the original posting.",07/31/2017,"Manchester, IA (42.483972, -91.457936)"
392.0,White County 911 Center,White,Searcy,AR,"PSAP Name, State, County or City text has been modified since the original posting.",03/07/2015,"Searcy, AR (35.250783, -91.736336)"
5460.0,Ohio State Highway Patrol-franklin County,Farnklin,Columbus,OH,No Changes have been made.,03/04/2004,"Columbus, OH (39.962649, -82.996216)"
7996.0,Eclectic Police Department,Elmore,Eclectic,AL,PSAP was added since the original posting of the FCC Registry.,08/14/2013,"Eclectic, AL (32.636009, -86.035342)"
7233.0,Hartford Police Department,Windsor,White River Junction,VT,No Changes have been made.,03/04/2004,"White River Junction, VT (43.643721, -72.323568)"
4346.0,Mitchell County Central Communications,Mitchell,Bakersville,NC,No Changes have been made.,03/04/2004,"Bakersville, NC (36.015432, -82.158865)"
1987.0,Mills County 91 Communications Center,Mills,Glenwood,IA,"PSAP Name, State, County or City text has been modified since the original posting.",07/31/2017,"Glenwood, IA (41.046379, -95.741793)"
7504.0,Shawano City Police Department,Shawano,Shawno,WI,No Changes have been made.,03/04/2004,"Shawano, WI (44.782028, -88.60942)"
4999.0,Elko County Sheriffs Office,Elko,nElko,NV,Secondary PSAP associated with a Primary PSAP. Use te Primary PSAP in future filings.,12/08/2004,"Elko, NV (40.835734, -115.759456)"
6492.0,Coleman Police Department,Coleman,Coleman,TX,No Changes have been made.,03/04/2004,"Coleman, TX (31.827233, -99.423022)"
5574.0,Youngstown Fire And Police,Mahoning,Younstown,OmH,No Changes have been made.,03/04/2004,"Youngstown, OH (41.100083, -80.649387)"
7681.0,Auburn Police,Wocester,Auburn,MA,PSAP was added since the original posting of the FCC Rezgistry.,03/4/2004,"Auburn, MA (42.195052, -71.84401)"
4373.0,North Carolina State Highway Patrol Communications-guilford,Guilford,Greesnsboro,C,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Greensboro, NC (36.072701, -79.793899)"
7651.0,Sublette County,Sublette,Pinedale,WY,No Changes have been made.,03/04/2004,"Pinedale, WY (42.86755, -109.863722)"
6957.0,University Of Texas At El Paso Police Department,El Paso,El aso,X,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,11/02/200w7,"El Paso, TX (31.76006, -106.492257)"
668.0,Corning Police Department,Tehama,Corning,CA,No Changes have been made.,03/04/2004,"Corning, CA (39.9279, -122.180812)"
3049.0,Baker Police Department,East Baton Rouge,Baker,LA,No Changes have been made.,03/04/2004,"Baker, LA (30.586863, -91.14968)"
501.0,Superior Police Department,Pinal,Superior,AZ,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/13/2015,"Superior, AZ (33.293769, -111.096217)"
1557.0,Lake Park Police Department,Palm Beach,Lake Park,FL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/13/2014,"Lake Park, FL (26.804169, -80.067825)"
4593.0,Frontier County 911,Frontier,Curtis,NE,"PSAP Name, State, County or City text has been modified since the original posting.",11/09/2004,"Curtis, NE (40.630008, -100.515485)"
5564.0,Willoughby Police,Lake,Willoughby,OH,No Changes have been made.,03/04/2004,"Willoughby, OH (41.639717, -81.406723)"
1939.0,Dubuque County 9-1-1 Center,Dubuque,Dubuque,IA,No Changes have been made.,03/04/2004,"Dubuque, IA (42.505512, -90.667314)"
6240.0,Davidson County Records Division,Davidson,Nashville,TN,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/22/2008,"Nashville, TN (36.166687, -86.779932)"
4558.0,Beatrice Communications/gage County,Gage,Beatrice,NE,"PSAP Name, State, County or City text has been modified since the original posting.",1/09/2004,"Beatrice, NE (40.267947, -96.746795)"
7689.0,Berlin Police,Worcester,Berlin,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Berlin, MA (42.381459, -71.636049)"
5956.0,East Providence Police Fire And Rescue Department,Providence,East Providence,RI,No Changes have been made.,03/04/2004,"East Providence, RI (41.813674, -71.370427)"
8243.0,Clearwater Police Department,Pinellas,Clearwater,FL,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,03/04/2010,"Clearwater, FL (27.963991, -82.799957)"
4772.0,Long Hill Township Police Department,Morris,Stirling,NJ,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,12/22/2010,"Stirling, NJ(40.671902, -74.4953)"
3402.0,Grosse Pointe Park Department Of Public Safety,Wayne,Grosse Pointe Park,MI,"PSAP Name, State, County or City text has been modified since the original posting.",03/07/2015,"Grosse Pointe Park, MI (42.373714, -82.934577)"
2352.0,Mt Prospect Police Department,Coko,Arlington Heighs,LI,No Changes have been made.,03/04/2004,"Arlington Heights, IL (42.08296, -87.98051)"
1778.0,Hapeville Police Department,Fulton,Atlanta,GA,No Changes have been made.,03/04/2004,"Atlanta, GA (33.748547, -84.391502)"
4328.0,Lumber River State Park,Robeson,Orrum,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Orrum, NC (34.463544, -79.009562)"
313.0,Cross County Sheriffs Department,Cross,Wynne,AR,No Changes have been made.,03/04/2004,"Wynne, AR (35.223551, -90.787121)"
7580.0,Morgan County 9-1-1,Morgan,Berkeley Springs,WV,"PSAP Name, State, County or City text has been modified since the original posting.",02/0s9/2005,"Berkeley Springs, WV (39.6269, -78.227501)"
7368.0,UpperS kagit Tribal Police,Skagit,Sedro Woolley,WA,No Changes have been made.,03/04/2004,"Sedro Woolley, WA (48.503322, -122.235451)"
2694.0,Whitley County,Whitley,Columbia City,IN,No Chnages have been made.,03/04/2004,"Columbia City, IN (41.157041, -85.488405)"
7926.0,Indiantown Sheriff's Dept.,Martin,Indiantown,FL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,12/31/2014,"Indiantown, FL (27.02343, -80.471029)"
7920.0,Tallhassee Fire Dept.,Leon,Tallrahassee,FL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,01/30/2014,"Tallahassee, FL (30.440741, -84.278328)"
568.0,BurbankP olice Department,Los Angeles,Burbank,CA,No Changes have been made.,03/04/2004,"Burbank, CA (34.182052, -118.307476)"
7158.0,Louisa County Sheriff,Louisa,Louisa,AV,No Changes have been made.,03/04/2004,"Louisa, VA (38.025054, -78.003415)"
7695.0,Boxborough Police,Middlesex,Boxborough,MA,PSAP was added since the original posting of the FCC pRegistry.,03/04/2004,"Boxborough, MA (42.482055, -71.514131)"
1826.0,Paulding County 9-1-1,Paulding,Dallas,GA,No Changes have been made.,03/04/2004,"Dallas, GA (33.924452, -84.841289)"
5852.0,Beaver County Emergency Services Center,Beaver,Baever,PA,No Changes have been made.,03/04/2004,"Beaver, PA (40.694266, -80.307203)"
7873.0,Westborbo Police,Worcester,Westboro,MA,PSAP was added since the original posting of the FCC Registry.,04/01/2010,"Westboro, MA (42.121185, -72.749082)"
6767.0,Medstar Ambulance,Tarrant,Ft Worth,TX,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,10/09/2007,"Ft Worth, TX (32.739977, -97.340038)"
7566.0,Logan County Emergency Operations Center,Logan,ogan,WV,No Changes have been made.,3/04/2004,"Logan, WV (37.846008, -81.989308)"
7945.0,Milton Police Dept.,Santa Rosa,Milton,FL,PSAP was added since the original posting of the FCC Registry.,04/20/2004,"Milton, FL (30.621883, -87.043567)"
7871.0,West Newbury Police,Essex,West Newbury,MA,PSAP was added since the original posting of the FCC Registry.,0j3/04/2004,"West Newbury, MA (42.801346, -70.988471)"
1652.0,Seminole County Public Safety,Seminole,Sanford,bFL,No Changes have been made.,03/04/2004,"Sanford, FL (28.800795, -81.273111)"
4424.0,Rocky Mount Central Communications,Nash,Rocky Mount,NC,"PSAP Name, State, County or City text has been modified since the original posting.",03/04/2010,"Rocky Mount, NC (35.939032, -77.800239)"
801.0,Los Banos Police Department,Merced,Los Banmos,CA,No Changes have been made.,03/04/2004,"Los Banos, CA (37.061242, -120.845795)"
2287.0,Kancomm,Kankakee,Kankakee,IL,No Chanlges have been made.,03/04/2004,"Kankakee, IL (41.118571, -87.859973)"
1476.0,City Of New Port Richey Police Department,Pasco,New Port Richey,FL,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,04/20/2004,"New Port Richey, FL (28.250201, -82.714075)"
4348.0,Montgomery County Emergency Communications,Montgomery,Troy,NC,No Changes have been made.,03/04/2004,"Troy, NC (35.358589, -79.893701m)"
4843.0,Rockaway Township Police Department,Morris,Rockawany,NJ,No Changes have been maed.,03/04/2004,"Rockaway, NJ (40.900426, -74.512)"
4341.0,Mecklenberg County Ems Communications,Mecklenburg,Charlotte,zNC,Secondary PSAP associated with a Primary PSAP. Use the Primar yPSAP in future filings.,12/12/2007,"Charlotte, NC (35.222936, -80.840161)"
982.0,South Lake Tahoe Fire Department,El Doraod,South Lake Tahoe,CA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/27/2010,"South Lake Tahoe, CA (38.941539, -119.977191)"
3268.0,Maine State Police Rcc-east Machias,Washington,East Machias,EM,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,01/14/2004,"East Machias, ME (44.739805, -67.390374)"
5054.0,Chenango County Sheriff,Chenango,Norwich,NY,NoChanges have been made.,03/04/2004,"Norwich, NY (42.531222, -75.523778)"
4592.0,Fremont/ Dodge County Communications Center,Dodge,Fremont,NE,"PSAP Name, State, County or City text has been modified since the original posting.",11/08/2013,"Fremont, NE (41.435822, -96.498494)"
387.0,Fairfield Bay Police Department,Van Buren,Fairfield Bay,R,"PSAP Name, State, County or City text has been modified since the original posting.",02/22/2005,"Fairfield Bay, AR (35.610678, -92.264305)"
257.0,Pickens County Sheriffs Office,Pickens,Carrohllton,AL,Orphaned PSAP no longer considereid a primary call taking answering point. Refrain from using these in future filings.,1a0/30/2007,"Carrollton, AL (33.262037, -88.094151)"
1009.0,Turlock Police Department,Stanislaus,Turlock,CA,No Changes have been made.,03/04/2004,"Turlock, CA (37.492749, -120.848984)"
7341.0,Redmond Police Department,King,Redmond,WA,No Changes have been made.,03/04/2004,"Redmond, WA (47.674913, -122.123995)"
3875.0,Western Missouri 9-1-1 Dispatch Center,Vernon,Nevada,MO,"PSAP Name, State, County or City text has been modified since the original posting.",12/23/2009,"Nevada, MO (37.837233, -94.359373)"
