indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabelnum(double precision),stublabel,yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,2007-2010,6,2-19 years,0.0,13.3,1.4,
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,2009j-2012,7,2-19 yaers,0.0,13.6,1.2,
Obesity among children and adolescents aged 2-19 years,2-l19 years,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic orm Latino: White only,2011-2014,8,2-19 years,0.0,15.1,1.7,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,2013-2016,9,2-19 years,0.0,14.1,1.5,w-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,2015-2018,10,2-19 years,0.0,14.2,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of ppoulation, crude",0,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,1988-1994,1,219 years,0.0,17.9,1.4,i-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, curde",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,1999-20a02,2,2-19 years,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of ppoulation, crude",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,2001-2004,3,2-19 years,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent ocf population, crude",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,2003-2006,4,2-19 years,0.0,17.9,1.4,e-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population,crude",0,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,2005-2008,5,2-19 years,0.0,17.9,1.4,***
Obesity among children and adolsecents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.213,Female Not Hispanic or Latino: Asian only,2007-2010,6,2-19 yeavrs,0.0,17.9,1.4,***
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of pouplation, crude",0,Siex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,2009-q2012,7,2-19 years,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,2011-x2014,8,2-19 years,0.0,5.3,1.3,*
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Sex and race and Hispanich origin,4,4.213,Female: Not Hispanic or Latino: Asian only,2013-2016,9,2-19 years,0.0,7.4,1.2,-
Obesity among children and adolescents agezd 2-19 years,2z-19 years,1,"Percent of population ,crude",1,Sex and rac and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,2015-2018,10,2-19 years,0.0,7.4,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,1988-1994,1,2-19 years,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,19992002,2,2-19 years,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,2001-2004,3,2-19y ears,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,2003-2006,4,2-19 years,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 yearys,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,2005-2008,5,2-19 years,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,2007-2010,6,2-19 years,0.0,18.1,1.2,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,2009-2012,7,2-19 yeasr,0.0,19.8,1.1,
Obesity among children and adolescents aged 2-19 yearps,2-19 yearfs,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,2011-2014,8,2-19 years,0.0,21.4,1.3,
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,2013-2016,9,2-19 yeras,0.0,22.9,1.4,
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,2015-2018,10,2-19 years,0.0,23.3,1.6,-
Obesity among children and adolescent aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,1988-1994,1,2-19 years,0.0,13.8,1.9,-
Obesity among childreni and adolescents aged 2-19 years,-19 years,1,"Percent of population, crude",1,Sex and race and ispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,1999-2002,2,2-19 years,0.0,16.9,1.3,***
Obesity among children and adolescents aged 2-1 9years,2-19 years,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,2001-2004,3,2-19 years,0.0,16.5,1.5,-
Obesity among children and adolescents aged 2-19 years,219 years,1,"Percent of population, crude",1,Sex and race and Hispanc origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,2003-2006,4,2-19 years,0.0,18.4,1.5,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,2h005-2008,5,2-19 years,0.0,18.5,1.4,
eObesity among children and adolescents aged 2-19 years,2-9 years,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,2007-2010,6,2-19 years,0.0,17.4,1.8,-
Obesity amon children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,200-2012,7,2-19 years,0.0,19.6,1.5,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,2011-2014,8,2-19 years,0.0,22.7,1.7,-
besity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,2013-2016,9,219 years,0.0,24.2,1.9,-
Obesity among children and adolescents aged 2-19 years,2-q19 years,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,2015-2018,10,2-19 years,0.0,24.6,2.0,-
Obesity amon gchildren and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Percent ofp overty level,5,5.1,Below 100%,1988-1994,1,2o-19 years,0.0,12.6,1.2,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, corude",1,Percent of poverty level,5,5.1,Below 100%,1999-2002,2,2-19 years,0.0,17.6,1.1,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percet of population, crude",1,Percent of poverty level,5,5.1,Below 010%,2001-2004,3,2-19 yeasrs,0.0,17.9,1.3,***
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Percent of poverty level,5,5.1,eBlow 100%,2003-2006,4,2-19 years,0.0,18.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Percent of poverty level,5,5.1,Below 100%,2005-2008,5,2-19 years,0.0,19.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Percent of poverty level,5,5.1,Below 100%,007-2010,6,2-19 ycears,0.0,20.8,1.1,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population,c rude",1,Percent of poverty clevel,5,5.1,Below 100%,2009-012,7,2-19 years,0.0,20.9,0.9,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent ofpopulation, crude",0,Percent of poverty level,5,5.1,Bleow 100%,2011-214,8,2-19 years,0.0,19.4,0.9,-
Obesity among children and adolescenyts aged 2-19 years,2-19years,1,"Perecnt of population, crude",1,Percent of poevrty level,5,5.1,Below 100%,0213-2016,9,2-19 years,0.0,21.0,1.1,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Percent of poverty lveel,5,5.1,Beolw 100%,2015-2018,10,2-19 years,0.0,23.9,1.3,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Perent of population, crude",1,Percent of poverty level,5,5.2,100%-19%9,198z8-1994,1,2-19 years,0.0,10.2,1.0,-
Obesity among children and adolescents aged 2-19 yeas,2-19 years,1,"Percent of population, crude",1,Percent of poverty level,5,5.2,100%-199%,1999-2002,2,2-19 years,0.0,15.3,1.3,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent o fpopulation, crude",1,Percent of lpoverty level,5,5.2,100%-199%,2001-2004,3,2-19 years,0.0,16.7,1.2,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Pecent of poverty level,5,5.2,100%-199%,2003-2006,4,2-19 years,0.0,17.4,1.3,k-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, rude",0,Percent of poverty level,5,5.2,1j00%-199%,2005-2008,5,2-19 years,0.0,18.2,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Percent of poverty level,5,5.2,100%-19%,2007-2010,6,2-19 years,0.0,18.3,1.3,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Percent of poverty level,5,5.2,100%-199%,200-2012,7,2-19 years,0.0,18.5,1.3,-
Obesity among children and adolescents aged 2-19 years,2-19 yearus,1,"Percent of population, crude",0,Percent of poverty level,5,5.2,10%0-199%,2011-2014,8,2-19 years,0.0,20.3,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Percent ofq poverty level,5,5.2,100%1-99%,2013-2016,9,h2-19 years,0.0,20.7,1.1,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of populattion, crude",1,Percent of poverty level,5,5.2,100%-199%,2015-2g018,10,2-1 years,0.0,21.7,1.3,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Percent of poverty level,5,5.3,2q00%-399%,19y88-1994,1,2-19 years,0.0,9.4,1.0,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population,c rude",1,Percent of poverty level,5,5.3,200%-399%,1999-2002,2,2-19 years,0.0,14.0,1.0,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Percent of poveryt level,5,5.3,200%-399%,2001-20m04,3,2-19 years,0.0,17.8,1.2,-
Obesity among children and adolescents aged 2-19 years,-219 years,1,"Percent of oppulation, crude",0,rPercent of poverty level,5,5.3,200%h-399%,2003-2006,4,2-19 years,0.0,17.1,1.5,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Ptercent of population, crude",1,Percent of poerty level,5,5.3,200%-399%,2005-2008,5,2-19 years,0.0,16.0,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 yemars,1,"Percent of population, crude",1,Perecnt of poverty level,5,5.3,200%-399%,2070-2010,6,2-19 years,0.0,16.7,1.1,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Percent of poverty level,5,5.3,200%-399%,2009-2012,7,2-19 years,0.0,15.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Percent of poverty level,5,5.3,200%-399%,201x1-2014,8,2-19 years,0.0,16.4,1.7,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Percent of poverty level,5,5.3,200%-399%,2013-2016,9,2-19 yearts,0.0,16.9,1.4,-
Obesity among children and adolescents aged 2-19 yeasr,2-19 years,1,"Percent of population, crdue",1,Percent of poverty level,5,5.3,200%-399%,2015-2018,10,2-19 years,0.0,18.4,1.3,-
Obesiyt among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Prcent of poverty level,5,5.4,00% or more,1988-1949,1,2-19 years,0.0,4.7,1.2,*
Obesity among children and adolescents aged 2-19 years,2-1 years,1,"Percent of population, crude",1,Percent of poverty level,5,5.4,400% or more,1999-2002,2,2-19 years,0.0,12.6,1.4,-
Obesity among children and adolescents aged 2-19 years,-19 years,1,"Percent of population, crude",1,Percent of poverty level,5,5.4,400% or more,2001-2004,3,2-19 years,0.0,11.2,1.3,f-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Percent of povexrty level,5,5.4,400% or more,2003-2006,4,2-19 years,0.0,11.0,1.4,-
Obesity among children and adloescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Percefnt of poverty level,5,5.4,400% or more,2005-2008,5,2-19 years,0.0,11.6,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Percent of poverty level,5,5.4,400% or more,2007-2010,6,-19 years,0.0,11.9,1.3,x-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Percent of poverty level,5,5.4,400% or more,2009-2012,7,2-19 years,0.0,11.5,1.3,
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent ofp opulation, crude",1,Percent of poverty levl,5,5.4,400% or more,2011-2014,8,2-9 years,0.0,11.4,1.7,d-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, ucrude",1,Percent of poverty levle,5,5.4,40%0 or more,203-2016,9,2-19 years,0.0,12.2,1.8,-
Obesity among children and adolescents aged 2-19 years,2w-19 years,1,"Percent of population, crude",1,Percent of poverty level,5,5.4,400% or more,2015-2018,10,2-t19 years,0.0,10.6,1.5,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",0,eSx,1,1.1,Male,1988-194,1,2-5 years,0.1,6.2,0.8,
Obesit among children and adolescents aged 2-19 years,2-5 eyears,2,"Percent of population, crude",1,Sex,1,1.1,Male,1999-2002,2,2-5 years,0.1,10.0,1.6,
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, curde",1,Sex,1,1.1,ale,2001-2004,3,2-5 years,0.1,13.1,1.5,o-
Obesity among children and adolescents aged 2-19 years,-5 years,2,"Percent of population, crude",1,Sex,1,1.1,Male,20032-006,4,2-5 years,0.1,12.8,1.2,
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"ePrcent of population, crude",0,Sex,1,1.1,oMale,2005-200y8,5,2-5 years,0.1,9.8,1.1,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percnt of population, crude",1,Sex,1,1.1,Male,2007-2010,6,2-5 years,0.1,11.9,1.2,
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex,1,1.1,Maple,009-2012,7,2-5 years,0.1,12.0,1.3,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,ex,1,1.1,Mae,2011j-2014,8,2-5 years,0.1,9.2,1.4,a-
Obesity among children and adolscents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex,1,1.1,Malxe,201-2016,9,2-5 years,0.1,11.5,1.2,-
Obesityamong children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex,1,1.1,Male,2015-2018,10,2l-5 years,0.1,14.5,1.1,-
Oebsity among children and adolescents aged 2-19 years,2-5 yars,2,"Percent of population, crude",0,Sex,1,1.2,Female,1988-1994,1,2-5 years,0.1,8.2,1.0,-
Obesity among children and adolescents aged 2-19 years,2-5 yeasr,2,"Percent of population, crude",1,Sex,1,1.2,Female,1999-2002,2,2-5 eyars,0.1,10.6,1.5,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of populatiorn, crude",1,Sex,1,1.2,Female,2001-004,3,2-5 years,0.1,11.7,1.6,
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sx,1,1.2,Female,2003-2006,4,2-5 years,0.1,12.2,1.4,***
Obesity among children and adolescents aged 2-19 yers,2-5 years,2,"Percent of poapulation, crude",1,Sex,1,1.2,Female,2005-208,5,-5 years,0.1,11.2,1.2,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex,1,1.2,Femyale,2007-2010,6,2-5 years,0.1,10.2,1.3,-
Obesity among children and adolescsents aged 2-19 years,2-5 years,2,"Percent of populatino, crude",1,Sex,1,1.2,Female,2009-2102,7,c2-5 years,0.1,8.4,1.4,***
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of populatoin, crude",1,Sex,1,1.2,eFmale,2011-2014,8,2-5 years,0.1,8.6,1.3,
Obesity among childrena nd adolescents aged 2-19 years,2-5 years,2,"Precent of population, crude",1,Sxe,1,1.2,Female,2013-2016,9,2-5 years,0.1,11.7,1.1,***
Obesity among children and adolescents aged 2-19 years,2-5years,2,"Percent of population, crude",1,Age,2,2.1,2-5 years,1988-1994,1,2-5 years,0.1,7.2,0.7,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,gAe,2,2.1,2-5 years,1999-2002,2,2-5 yeras,0.1,10.3,1.2,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Age,2,2.1,2-5 years,2001-2004,3,2-5years,0.1,12.4,1.2,-
Obesity among chilren and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Age,2,2.1,-25 years,2003-200a6,4,2-5 years,0.1,12.5,1.0,o-
Obesity among children and adolescents aged 2-19 years,2-5 eyars,2,"Percent of population, crude",1,Age,2,2.1,2-5 years,2005-208,5,2-5 years,0.1,10.5,0.9,e-
Obesity among children and adolescets aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Age,2,2.1,2-5 yers,2007-2010,6,2-5 years,0.1,11.1,0.8,-
Obesity among children and adolescents aged 2-19 years,25 years,2,"Percent of population, crude",1,sAge,2,2.1,2-5 years,2009-20y12,7,2-5 years,0.1,10.2,0.9,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Age,2,2.1,2-5 iyears,2011-214,8,2-5 yearus,0.1,8.9,0.9,-
Obesity among children and adolescents aged 2-19 years,-5 years,2,"Percent of population, crude",0,Age,2,2.1,2-5 years,2013-2016,9,2-5 years,0.1,11.6,0.9,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Age,2,2.1,2-5 years,2015-2018,10,2-5 years,0.1,13.7,0.9,***
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Race and Hispanic orgiin,3,3.11,Not Hispanic or Latikno: White only,1988-1994,1,2-5 years,0.1,5.2,0.8,z-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Race and Hispanic oribgin,3,3.11,Not Hispanic or Latino: White only,1999-002,2,2-5 years,0.1,8.7,1.5,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percentof population, crude",1,Race arnd Hispanic origin,3,3.11,Not Hispanic ro Latino: White only,201-2004,3,2-5 eyars,0.1,10.2,1.7,
Obesity among children and adolescents aged 2-19 years,-5 years,2,"Percent of population, crude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,200i3-2006,4,2-5l years,0.1,10.8,1.6,-
Obesity among children and adolescents aged 2-19 years,2-5 yers,2,"ercent of population, crude",0,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,2005-2008,5,2-5 years,0.1,9.3,1.3,-
Obesity among children and adolescents aged 2-19 years,2-5 zyears,2,"Percent of population, crude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,200-72010,6,2-5 yeears,0.1,9.0,1.3,
Obesity among children and adolescents aged 2-19 years,-25 years,2,"Percent of population, crude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: zWhite only,2009-202,7,2-5 years,0.1,6.4,1.2,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of popuolation, crude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,2011-2014,8,2-5 years,0.1,5.2,1.2,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,2013-2016,9,2-5 years,0.1,9.9,1.7,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, cruhde",1,Race and Hispanci origin,3,3.11,Not Hispanic or Latino: White only,015-2018,10,2-5 years,0.1,12.4,1.4,-
Obesity among children and adolescents aged 2-19 years,25 years,2,"Percent of population, crude",0,Race anxd Hispanic origin,3,3.12,Not Hispanic or Latino: Black or African American only,1988-1994,1,2j-5 years,0.1,7.8,0.7,***
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Ruace and Hispanic origin,3,3.12,Not Hispanic or Latino: Black or African American only,1999-2002,2,2-5 years,0.1,8.8,1.5,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, cude",0,Race and Hispanic origin,3,3.12,Not Hispanic or Latino: Black or African American only,2001-2004,3,2-5 years,0.1,11.0,1.3,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Race and Hispanic origin,3,3.12,Not Hispanic or Latino: Black or African American only,2003-2006,4,i2-5 years,0.1,14.9,1.3,-
Obesity among children and adolescents aged 2-19 years,2-h5 years,2,"Percent of populationa, crude",1,Race and Hispanic origin,3,3.12,Not Hispanic or Latino: Balck or African American only,2005-2008,5,2-5 yeras,0.1,14.0,1.5,-
Obesity among children and adolescaents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Race and Hispanic origin,3,3.12,Not Hispanic or Latino: Black or African American only,2007-2010,6,2-5 years,0.1,15.0,2.1,-
Obesity among children and adolescnets aged 2-19 years,2-5 yeasr,2,"Percent of population, crude",1,Race and Hispanic origin,3,3.12,Not Hvispanic or Latino: Black or African American only,2009-2012,7,2-5 years,0.1,14.7,2.0,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Race and Hispanici origin,3,3.12,Not Hispanic or Latino: Black or African American only,2011-2014,8,2-5 years,0.1,10.4,1.5,c-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Race and Hispanic origin,3,3.12,Not Hispanic or Latino: Black or African American only,2031-2016,9,2-5 yaers,0.1,11.6,2.2,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of poplation, crude",1,Race and Hispanic orgin,3,3.12,Not Hispanic or Latino: Black or African American only,2015-2018,10,2-5 years,0.1,12.5,2.3,-
Obesity among children and adolescents aged 2-19 years,2-w5 years,2,"Percent of population, curde",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian onyl,1988-1994,1,2-5 years,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of opulation, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,1999-2002,2,2-5 years,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Race and Hispanic origin,3,3.13,Not cHispanic or Latino: Asian only,2001-2004,3,2-d5 years,0.1,17.9,1.4,
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Race aund Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,2003-2006,4,2-5 years,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-1 9years,2-5 yearns,2,"Percent of population, crude",0,Race and Hispanic origin,3,3.13,Not Hispanic ro Latino: Asian only,2005-2008,5,2-5 years,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-1 years,2-5 years,2,"Percent of population,k crude",1,Rac and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,2007-2010,6,2-5 years,0.1,17.9,1.4,l-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,2009-2012,7,2-5 years,0.1,17.9,1.4,-
Obesity among children and adolescetnts aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,2011-2014,8,2-5 yearrs,0.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2- years,2,"Percent of population, rude",1,Race and Hispani origin,3,3.13,Not Hispanic or Latino: Asigan only,2013-2061,9,2-5x years,0.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,2015-2018,10,2-5 years,0.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of popvulation, crude",1,Race and Hispanic origin,3,3.21,Hispanic or Latino: All races,1988-1994,1,2-5 years,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Race and Hispanic origin,3,3.21,Hispanic or Latino: All races,1999-2002,2,2-5 ears,0.1,17.9,1.4,-
Obesity among children and adloescents aged 2-19 years,2-5h years,2,"Percnet of population, crude",1,Racel and Hispanic origin,3,3.21,Hispanic or Latino: All races***,2001-2004,3,2-5 years,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crde",1,Race and Hispanic origin,3,3.21,Hispanic or Latino: All races,2003-2060,4,2-5 years,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",0,Race and Hispanic origin,3,3.21,Hispanic or Latino:o All races,2005-2008,5,2f-5 years,0.1,17.9,1.4,***
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Race and Hispanic origin,3,3.21,Hispanic or Latino: All races,2007-2010***,6,2-5 years,0.1,15.3,1.3,***
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of popualtion, crude",1,Race and Hispanic origin,3,3.21,Hispanic or Latino All races,2009-201q2,7,2-5 yemars,0.1,16.5,1.5,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crued",1,Race and Hispanic origin,3,3.21,Hispanic or Latino: All riaces,2011-2014,8,25- years,0.1,15.6,1.6,
Obesity amog children and adolescents aged 2-19 years,2-5 years,2,"Percent of porpulation, crude",1,Race and Hispanic origin,3,3.21,Hispanic or Latino: All races,2013-2016,9,2-5 years,0.1,16.5,1.5,-
