characteristic,sex,raceethnicity,year,earnings,standard_erroron_earnings,noteon_earnings,countinthousands,standard_erroron_countinthousands,noteon_count
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2004,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2005,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2006,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2007,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2008,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2009,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2010,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2011,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2012,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2000,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2001,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2002,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2003,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2004,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2005,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2006,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2007,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2008,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2009,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2010,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2011,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2012,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2000,NULL,NULL,Data not available.,NULL,NULL,Data not available.
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2001,NULL,NULL,Dtaa not available.,NULL,NULL,Data not available.
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2002,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2003,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2004,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2005,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2006,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2007,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2008,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2009,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2010,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2011,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2012,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2000,18670.0,702.0,NULL,1070.0,50.0,NULL
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2001,17760.0,669.0,NULL,1100.0,42.0,NULL
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2002,19150.0,579.0,NULL,989.0,40.0,NULL
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2003,18720.0,588.0,NULL,978.0,39.0,NULL
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2004,16360.0,1011.0,NULL,970.0,45.0,NULL
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2005,15660.0,911.0,NULL,934.0,41.0,NULL
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2006,17060.0,471.0,NULL,924.0,46.0,NULL
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2007,18430.0,1019.0,NULL,907.0,48.0,NULL
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2008,15790.0,938.0,NULL,870.0,43.0,NULL
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2009,14660.0,1285.0,NULL,830.0,45.0,NULL
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2010,12740.0,1066.0,NULL,859.0,47.0,NULL
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2011,13930.0,1449.0,NULL,713.0,42.0,NULL
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2012,13970.0,1509.0,NULL,679.0,40.0,NULL
"Total - Female, Black, non-Hispanic ",Female,"Black, non-Hispanic ",2000,17330.0,860.0,NULL,312.0,32.0,NULL
"Total - Female, Black, non-Hispanic ",Female,"Black, non-Hispanic ",2001,18150.0,1411.0,NULL,273.0,30.0,NULL
"Total - Female, Black, non-Hispanic ",Female,"Black, non-Hispanic ",2002,18580.0,1209.0,NULL,238.0,28.0,NULL
"Total - Female, Black, non-Hispanic ",Female,"Black, non-Hispanic ",2003,12480.0,792.0,NULL,258.0,29.0,NULL
"Total - Female, Black, non-Hispanic ",Female,"Black, non-Hispanic ",2004,12940.0,2271.0,NULL,265.0,23.0,NULL
"Total - Female, Black, non-Hispanic ",Female,"Black, non-Hispanic ",2005,15030.0,1499.0,NULL,255.0,20.0,NULL
"Total - Female, Black, non-Hispanic ",Female,"Black, non-Hispanic ",2006,17090.0,1100.0,NULL,247.0,24.0,NULL
"Total - Female, Black, non-Hispanic ",Female,"Black, non-Hispanic ",2007,15340.0,1111.0,NULL,233.0,24.0,NULL
"Total - Female, Black, non-Hispanic ",Female,"Black, non-Hispanic ",2008,15490.0,1380.0,NULL,216.0,22.0,NULL
"Total - Female, Black, non-Hispanic ",Female,"Black, non-Hispanic ",2009,12770.0,1062.0,NULL,283.0,24.0,NULL
"Total - Female, Black, non-Hispanic ",Female,"Black, non-Hispanic ",2010,13460.0,970.0,NULL,180.0,19.0,NULL
"Total - Female, Black, non-Hispanic ",Female,"Black, non-Hispanic ",2011,12250.0,2095.0,NULL,210.0,22.0,NULL
"Total - Female, Black, non-Hispanic ",Female,"Black, non-Hispanic ",2012,11990.0,1031.0,NULL,233.0,21.0,NULL
"Total - Female, Hispanic",Female,Hispanic,2000,17060.0,1361.0,NULL,287.0,31.0,NULL
"Total - Female, Hispanic",Female,Hispanic,2001,16210.0,1123.0,NULL,284.0,30.0,NULL
"Total - Female, Hispanic",Female,Hispanic,2002,16590.0,1090.0,NULL,281.0,30.0,NULL
"Total - Female, Hispanic",Female,Hispanic,2003,16220.0,1343.0,NULL,266.0,29.0,NULL
"Total - Female, Hispanic",Female,Hispanic,2004,16590.0,1219.0,NULL,268.0,22.0,NULL
"Total - Female, Hispanic",Female,Hispanic,2005,15570.0,1243.0,NULL,291.0,21.0,NULL
"Total - Female, Hispanic",Female,Hispanic,2006,16960.0,775.0,NULL,280.0,20.0,NULL
"Total - Female, Hispanic",Female,Hispanic,2007,16410.0,1229.0,NULL,268.0,21.0,NULL
"Total - Female, Hispanic",Female,Hispanic,2008,15640.0,549.0,NULL,292.0,21.0,NULL
"Total - Female, Hispanic",Female,Hispanic,2009,15560.0,1154.0,NULL,260.0,20.0,NULL
"Total - Female, Hispanic",Female,Hispanic,2010,12580.0,697.0,NULL,270.0,19.0,NULL
"Total - Female, Hispanic",Female,Hispanic,2011,14880.0,619.0,NULL,337.0,25.0,NULL
"Total - Female, Hispanic",Female,Hispanic,2012,14390.0,880.0,NULL,313.0,23.0,NULL
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2000,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2001,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2002,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2003,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2004,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2005,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2006,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2007,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2008,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2009,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2010,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2011,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2012,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2000,NULL,NULL,Data nt available.,NULL,NULL,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2001,NULL,NULL,Data not available.,NULL,NULL,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2002,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2003,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2004,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2005,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2006,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2007,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2008,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2009,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2010,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2011,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2012,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2000,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2001,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2002,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2003,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2004,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2005,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2006,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2007,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2008,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2009,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2010,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2011,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2012,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2000,NULL,NULL,Data not available.,NULL,NULL,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2001,NULL,NULL,Data not available.,NULL,NULL,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2002,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2003,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2004,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2005,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2006,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2007,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2008,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2009,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2010,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2011,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2012,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).,NULL,NULL,Reporting standards not met (too few cases for a reliable estimate).
