characteristic,sex,raceethnicity,year,earnings,standard_erroron_earnings,noteon_earnings,countinthousands,standard_erroron_countinthousands,noteon_count
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2010,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2011,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2012,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2000,,,Data not available.,,,Data not available.
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2001,,,Data not available.,,,Data not available.
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2002,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2003,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2004,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2005,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2006,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2007,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2008,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2009,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2010,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2011,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2012,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2000,18670.0,702.0,,1070.0,50.0,
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2001,17760.0,669.0,,1100.0,42.0,
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2002,19150.0,579.0,,989.0,40.0,
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2003,18720.0,588.0,,978.0,39.0,
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2004,16360.0,1011.0,,970.0,45.0,
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2005,15660.0,911.0,,934.0,41.0,
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2006,17060.0,471.0,,924.0,46.0,
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2007,18430.0,1019.0,,907.0,48.0,
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2008,15790.0,938.0,,870.0,43.0,
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2009,14660.0,1285.0,,830.0,45.0,
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2010,12740.0,1066.0,,859.0,47.0,
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2011,13930.0,1449.0,,713.0,42.0,
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2012,13970.0,1509.0,,679.0,40.0,
"Total - Female, Black, non-Hispanic ",Female,"Black, non-Hispanic ",2000,17330.0,860.0,,312.0,32.0,
"Total - Female, Black, non-Hispanic ",Female,"Black, non-Hispanic ",2001,18150.0,1411.0,,273.0,30.0,
"Total - Female, Black, non-Hispanic ",Female,"Black, non-Hispanic ",2002,18580.0,1209.0,,238.0,28.0,
"Total - Female, Black, non-Hispanic ",Female,"Black, non-Hispanic ",2003,12480.0,792.0,,258.0,29.0,
"Total - Female, Black, non-Hispanic ",Female,"Black, non-Hispanic ",2004,12940.0,2271.0,,265.0,23.0,
"Total - Female, Black, non-Hispanic ",Female,"Black, non-Hispanic ",2005,15030.0,1499.0,,255.0,20.0,
"Total - Female, Black, non-Hispanic ",Female,"Black, non-Hispanic ",2006,17090.0,1100.0,,247.0,24.0,
"Total - Female, Black, non-Hispanic ",Female,"Black, non-Hispanic ",2007,15340.0,1111.0,,233.0,24.0,
"Total - Female, Black, non-Hispanic ",Female,"Black, non-Hispanic ",2008,15490.0,1380.0,,216.0,22.0,
"Total - Female, Black, non-Hispanic ",Female,"Black, non-Hispanic ",2009,12770.0,1062.0,,283.0,24.0,
"Total - Female, Black, non-Hispanic ",Female,"Black, non-Hispanic ",2010,13460.0,970.0,,180.0,19.0,
"Total - Female, Black, non-Hispanic ",Female,"Black, non-Hispanic ",2011,12250.0,2095.0,,210.0,22.0,
"Total - Female, Black, non-Hispanic ",Female,"Black, non-Hispanic ",2012,11990.0,1031.0,,233.0,21.0,
"Total - Female, Hispanic",Female,Hispanic,2000,17060.0,1361.0,,287.0,31.0,
"Total - Female, Hispanic",Female,Hispanic,2001,16210.0,1123.0,,284.0,30.0,
"Total - Female, Hispanic",Female,Hispanic,2002,16590.0,1090.0,,281.0,30.0,
"Total - Female, Hispanic",Female,Hispanic,2003,16220.0,1343.0,,266.0,29.0,
"Total - Female, Hispanic",Female,Hispanic,2004,16590.0,1219.0,,268.0,22.0,
"Total - Female, Hispanic",Female,Hispanic,2005,15570.0,1243.0,,291.0,21.0,
"Total - Female, Hispanic",Female,Hispanic,2006,16960.0,775.0,,280.0,20.0,
"Total - Female, Hispanic",Female,Hispanic,2007,16410.0,1229.0,,268.0,21.0,
"Total - Female, Hispanic",Female,Hispanic,2008,15640.0,549.0,,292.0,21.0,
"Total - Female, Hispanic",Female,Hispanic,2009,15560.0,1154.0,,260.0,20.0,
"Total - Female, Hispanic",Female,Hispanic,2010,12580.0,697.0,,270.0,19.0,
"Total - Female, Hispanic",Female,Hispanic,2011,14880.0,619.0,,337.0,25.0,
"Total - Female, Hispanic",Female,Hispanic,2012,14390.0,880.0,,313.0,23.0,
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2000,,,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,,,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2001,,,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,,,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2002,,,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,,,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2003,,,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,,,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2004,,,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,,,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2005,,,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,,,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2006,,,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,,,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2007,,,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,,,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2008,,,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,,,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2009,,,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,,,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2010,,,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,,,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2011,,,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,,,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2012,,,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,,,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2000,,,Data not available.,,,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2001,,,Data not available.,,,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2002,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2003,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2004,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2005,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2006,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2007,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2008,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2009,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2010,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2011,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2012,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2000,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2001,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2002,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2003,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2004,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2005,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2006,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2007,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2008,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2009,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2010,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2011,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2012,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2000,,,Data not available.,,,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2001,,,Data not available.,,,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2002,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2003,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2004,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2005,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2006,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2007,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2008,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2009,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2010,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2011,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2012,,,Reporting standards not met (too few cases for a reliable estimate).,,,Reporting standards not met (too few cases for a reliable estimate).
