Id,SIGHTINGDATE,GROUPSIZE,LAT,LON,CERTAINTY,CATEGORY,MOM_CALF,DUPLICATE
26917,12-Apr-17,1,41.91,-70.14,Definite,Dedicated Eg Aerial,No,
26916,12-Apr-17,1,41.91,-70.14,Definite,Dedicated Eg Aerial,No,
26915,12-Apr-17,1,41.91,-70.14,Definite,Dedicated Eg Aerial,No,
26914,12-Apr-17,2,41.91,-70.14,Definite,Dedicated Eg Aerial,Yes,
26913,12-Apr-17,1,41.92,-70.14,Definite,Dedicated Eg Aerial,No,
26912,12-Apr-17,1,41.95,-70.11,Definite,Dedicated Eg Aerial,No,
26911,12-Apr-17,1,41.93,-70.36,Definite,Dedicated Eg Aerial,No,
26910,12-Apr-17,1,41.93,-70.39,Definite,Dedicated Eg Aerial,No,
26909,12-Apr-17,1,41.94,-70.46,Definite,Dedicated Eg Aerial,No,
26908,12-Apr-17,1,41.96,-70.42,Definite,Dedicated Eg Aerial,No,
26907,12-Apr-17,2,41.98,-70.11,Definite,Dedicated Eg Aerial,No,
26906,12-Apr-17,1,42,-70.56,Definite,Dedicated Eg Aerial,No,
26905,12-Apr-17,1,42.01,-70.22,Definite,Dedicated Eg Aerial,No,
26904,12-Apr-17,2,42,-70.21,Definite,Dedicated Eg Aerial,No,
26903,12-Apr-17,3,42.01,-70.2,Definite,Dedicated Eg Aerial,No,
26902,12-Apr-17,1,42.01,-70.2,Definite,Dedicated Eg Aerial,No,
26901,12-Apr-17,1,42.01,-70.2,Definite,Dedicated Eg Aerial,No,
26900,12-Apr-17,1,42,-70.21,Definite,Dedicated Eg Aerial,No,
26899,12-Apr-17,6,42,-70.2,Definite,Dedicated Eg Aerial,No,
26898,12-Apr-17,2,42.01,-70.14,Definite,Dedicated Eg Aerial,No,
26897,12-Apr-17,2,42,-70.14,Definite,Dedicated Eg Aerial,No,
26896,12-Apr-17,1,41.99,-70.13,Definite,Dedicated Eg Aerial,No,
26895,12-Apr-17,1,42,-70.13,Definite,Dedicated Eg Aerial,No,
26894,12-Apr-17,1,42,-70.13,Definite,Dedicated Eg Aerial,No,
26893,12-Apr-17,4,42,-70.13,Definite,Dedicated Eg Aerial,No,
26892,12-Apr-17,3,42,-70.14,Definite,Dedicated Eg Aerial,No,
26891,12-Apr-17,2,42,-70.14,Definite,Dedicated Eg Aerial,No,
26890,12-Apr-17,1,42,-70.13,Definite,Dedicated Eg Aerial,No,
26889,12-Apr-17,1,42,-70.13,Definite,Dedicated Eg Aerial,No,
26888,12-Apr-17,1,42.01,-70.13,Definite,Dedicated Eg Aerial,No,
26887,12-Apr-17,1,42.01,-70.13,Definite,Dedicated Eg Aerial,No,
26886,12-Apr-17,2,42.01,-70.13,Definite,Dedicated Eg Aerial,No,
26885,12-Apr-17,1,42.01,-70.12,Definite,Dedicated Eg Aerial,No,
26884,12-Apr-17,3,42.02,-70.13,Definite,Dedicated Eg Aerial,No,
26883,12-Apr-17,3,42.01,-70.13,Definite,Dedicated Eg Aerial,No,
26882,12-Apr-17,2,42.01,-70.14,Definite,Dedicated Eg Aerial,No,
26881,12-Apr-17,9,42.01,-70.13,Definite,Dedicated Eg Aerial,No,
26880,12-Apr-17,1,42.02,-70.28,Definite,Dedicated Eg Aerial,No,
26879,12-Apr-17,1,42.05,-70.53,Definite,Dedicated Eg Aerial,No,
26878,12-Apr-17,1,42.06,-70.55,Definite,Dedicated Eg Aerial,No,
26877,12-Apr-17,1,42.06,-70.53,Definite,Dedicated Eg Aerial,No,
26876,12-Apr-17,1,42.04,-70.52,Definite,Dedicated Eg Aerial,No,
26875,12-Apr-17,2,42.06,-70.25,Definite,Dedicated Eg Aerial,No,
26874,12-Apr-17,2,42.08,-70.24,Definite,Dedicated Eg Aerial,No,
26873,12-Apr-17,1,42.09,-70.52,Definite,Dedicated Eg Aerial,No,
26872,12-Apr-17,1,42.08,-70.52,Definite,Dedicated Eg Aerial,No,
26871,12-Apr-17,1,42.09,-70.53,Definite,Dedicated Eg Aerial,No,
26870,12-Apr-17,1,42.11,-70.51,Definite,Dedicated Eg Aerial,No,
26869,12-Apr-17,2,42.11,-70.53,Definite,Dedicated Eg Aerial,No,
26868,12-Apr-17,2,42.11,-70.52,Definite,Dedicated Eg Aerial,No,
26867,12-Apr-17,1,42.13,-70.33,Definite,Dedicated Eg Aerial,No,
26866,12-Apr-17,1,42.08,-70.24,Definite,Dedicated Eg Aerial,No,
26865,12-Apr-17,1,42.08,-70.24,Definite,Dedicated Eg Aerial,No,
26864,12-Apr-17,3,42.08,-70.24,Definite,Dedicated Eg Aerial,No,
26863,12-Apr-17,3,42.08,-70.24,Definite,Dedicated Eg Aerial,No,
26862,12-Apr-17,3,42.09,-70.23,Definite,Dedicated Eg Aerial,No,
26861,12-Apr-17,3,42.08,-70.21,Definite,Dedicated Eg Aerial,No,
26860,12-Apr-17,1,42.09,-70.13,Definite,Dedicated Eg Aerial,No,
26859,12-Apr-17,2,42.1,-70.11,Definite,Dedicated Eg Aerial,No,
26858,12-Apr-17,1,42.07,-70.05,Definite,Dedicated Eg Aerial,No,
26857,12-Apr-17,2,42.07,-70.03,Definite,Dedicated Eg Aerial,No,
26856,12-Apr-17,1,42.07,-70.03,Definite,Dedicated Eg Aerial,No,
26855,12-Apr-17,2,42.04,-69.97,Definite,Dedicated Eg Aerial,Yes,
26854,12-Apr-17,1,42.05,-70.25,Definite,Opportunistic,No,
26834,10-Apr-17,1,41.07,-70.62,Definite,Dedicated Eg Shipboard,No,
26814,10-Apr-17,4,42.04,-70.23,Definite,Opportunistic,No,
26794,9-Apr-17,7,40.95,-70.36,Definite,Opportunistic,No,
26779,9-Apr-17,2,41.76,-70.41,Definite,Dedicated Eg Aerial,No,
26778,9-Apr-17,3,41.78,-70.24,Definite,Dedicated Eg Aerial,No,
26777,9-Apr-17,15,41.78,-70.35,Definite,Dedicated Eg Aerial,No,
26776,9-Apr-17,1,41.79,-70.4,Definite,Dedicated Eg Aerial,No,
26775,9-Apr-17,2,41.79,-70.42,Definite,Dedicated Eg Aerial,No,
26774,9-Apr-17,4,41.8,-70.3,Definite,Dedicated Eg Aerial,No,
26773,9-Apr-17,1,41.81,-70.23,Definite,Dedicated Eg Aerial,No,
26772,9-Apr-17,5,41.83,-70.27,Definite,Dedicated Eg Aerial,No,
26771,9-Apr-17,1,41.88,-70.27,Definite,Dedicated Eg Aerial,No,
26770,9-Apr-17,2,41.84,-70.26,Definite,Dedicated Eg Aerial,Yes,
26769,9-Apr-17,1,41.83,-70.24,Definite,Dedicated Eg Aerial,No,
26768,9-Apr-17,1,41.88,-70.23,Definite,Dedicated Eg Aerial,No,
26767,9-Apr-17,2,41.94,-70.15,Definite,Dedicated Eg Aerial,No,
26766,9-Apr-17,1,41.95,-70.36,Definite,Dedicated Eg Aerial,No,
26765,9-Apr-17,8,41.95,-70.16,Definite,Dedicated Eg Aerial,No,
26764,9-Apr-17,3,41.98,-70.14,Definite,Dedicated Eg Aerial,No,
26763,9-Apr-17,7,41.99,-70.18,Definite,Dedicated Eg Aerial,No,
26762,9-Apr-17,22,42,-70.24,Definite,Dedicated Eg Aerial,No,
26761,9-Apr-17,10,42,-70.15,Definite,Dedicated Eg Aerial,No,
26760,9-Apr-17,1,42.09,-70.3,Definite,Dedicated Eg Aerial,No,
26759,9-Apr-17,3,42.09,-70.19,Definite,Dedicated Eg Aerial,No,
26758,9-Apr-17,4,42.1,-70.11,Definite,Dedicated Eg Aerial,No,
26757,9-Apr-17,2,42.1,-70.09,Definite,Dedicated Eg Aerial,No,
26756,9-Apr-17,1,42.09,-70.07,Definite,Dedicated Eg Aerial,No,
26755,9-Apr-17,2,42.09,-70.05,Definite,Dedicated Eg Aerial,No,
26754,9-Apr-17,8,42.01,-69.94,Definite,Dedicated Eg Aerial,No,
26752,9-Apr-17,1,42.09,-70.22,Definite,Opportunistic,No,
26751,8-Apr-17,2,42.08,-70.22,Definite,Opportunistic,No,
26732,6-Apr-17,1,41.97,-70.18,Probable,US Coast Guard,No,
26731,6-Apr-17,3,41.8,-70.47,Probable,US Coast Guard,No,
26711,3-Apr-17,2,42.32,-70.88,Definite,Opportunistic,No,
26703,3-Apr-17,1,41.09,-70.64,Definite,Dedicated Eg Shipboard,No,
26702,3-Apr-17,4,41.78,-70.48,Definite,Opportunistic,No,
26701,3-Apr-17,2,39.73,-73.31,Definite,Opportunistic,No,
26700,3-Apr-17,2,40.43,-73.2,Definite,Opportunistic,No,
26699,3-Apr-17,1,41.67,-69.92,Definite,Dedicated Eg Aerial,No,
26698,3-Apr-17,1,42.12,-70.22,Definite,Dedicated Eg Aerial,No,
26697,3-Apr-17,1,42.12,-70.25,Definite,Dedicated Eg Aerial,No,
26696,3-Apr-17,1,42.1,-70.23,Definite,Dedicated Eg Aerial,No,
26695,3-Apr-17,3,42.1,-70.24,Definite,Dedicated Eg Aerial,No,
26694,3-Apr-17,1,42.1,-70.33,Definite,Dedicated Eg Aerial,No,
26693,3-Apr-17,1,42.11,-70.33,Definite,Dedicated Eg Aerial,No,
26692,3-Apr-17,2,42.07,-70.4,Definite,Dedicated Eg Aerial,Yes,
26691,3-Apr-17,1,42.08,-70.39,Definite,Dedicated Eg Aerial,No,
26690,3-Apr-17,1,42.08,-70.34,Definite,Dedicated Eg Aerial,No,
26689,3-Apr-17,2,42.07,-70.26,Definite,Dedicated Eg Aerial,No,
26688,3-Apr-17,1,42.05,-70.32,Definite,Dedicated Eg Aerial,No,
26687,3-Apr-17,1,42.07,-70.32,Definite,Dedicated Eg Aerial,No,
26686,3-Apr-17,4,42.07,-70.32,Definite,Dedicated Eg Aerial,No,
26685,3-Apr-17,1,42.06,-70.32,Definite,Dedicated Eg Aerial,No,
26684,3-Apr-17,3,42.02,-70.38,Definite,Dedicated Eg Aerial,No,
26683,3-Apr-17,2,42.05,-70.35,Definite,Dedicated Eg Aerial,No,
26682,3-Apr-17,1,41.99,-70.22,Definite,Dedicated Eg Aerial,No,
26681,3-Apr-17,1,41.96,-70.22,Definite,Dedicated Eg Aerial,No,
26680,3-Apr-17,1,41.95,-70.24,Definite,Dedicated Eg Aerial,No,
26679,3-Apr-17,1,41.97,-70.27,Definite,Dedicated Eg Aerial,No,
26678,3-Apr-17,1,41.97,-70.27,Definite,Dedicated Eg Aerial,No,
26677,3-Apr-17,1,41.97,-70.27,Definite,Dedicated Eg Aerial,No,
26676,3-Apr-17,1,41.97,-70.27,Definite,Dedicated Eg Aerial,No,
26675,3-Apr-17,1,41.97,-70.34,Definite,Dedicated Eg Aerial,No,
26674,3-Apr-17,1,41.92,-70.13,Definite,Dedicated Eg Aerial,No,
26673,3-Apr-17,1,41.93,-70.14,Definite,Dedicated Eg Aerial,No,
26672,3-Apr-17,3,41.93,-70.13,Definite,Dedicated Eg Aerial,No,
26671,3-Apr-17,2,41.93,-70.25,Definite,Dedicated Eg Aerial,No,
26670,3-Apr-17,1,41.91,-70.46,Definite,Dedicated Eg Aerial,No,
26669,3-Apr-17,1,41.88,-70.31,Definite,Dedicated Eg Aerial,No,
26668,3-Apr-17,4,41.89,-70.17,Definite,Dedicated Eg Aerial,No,
26667,3-Apr-17,2,41.86,-70.46,Definite,Dedicated Eg Aerial,No,
26666,3-Apr-17,1,41.85,-70.47,Definite,Dedicated Eg Aerial,No,
26665,3-Apr-17,1,41.84,-70.41,Definite,Dedicated Eg Aerial,No,
26664,3-Apr-17,1,41.81,-70.42,Definite,Dedicated Eg Aerial,No,
26663,3-Apr-17,1,41.82,-70.43,Definite,Dedicated Eg Aerial,No,
26662,3-Apr-17,2,41.83,-70.42,Definite,Dedicated Eg Aerial,No,
26661,3-Apr-17,4,41.82,-70.42,Definite,Dedicated Eg Aerial,No,
26660,3-Apr-17,2,41.79,-70.42,Definite,Dedicated Eg Aerial,No,
26659,3-Apr-17,1,41.8,-70.42,Definite,Dedicated Eg Aerial,No,
26658,3-Apr-17,1,41.82,-70.5,Definite,Dedicated Eg Aerial,No,
26657,3-Apr-17,1,41.77,-70.44,Definite,Dedicated Eg Aerial,No,
26656,3-Apr-17,2,41.78,-70.39,Definite,Dedicated Eg Aerial,No,
26655,3-Apr-17,1,41.77,-70.37,Definite,Dedicated Eg Aerial,No,
26654,3-Apr-17,1,41.76,-70.36,Definite,Dedicated Eg Aerial,No,
26653,3-Apr-17,3,41.76,-70.37,Definite,Dedicated Eg Aerial,No,
26652,3-Apr-17,1,41.77,-70.42,Definite,Dedicated Eg Aerial,No,
26651,3-Apr-17,1,41.84,-70.35,Definite,Dedicated Eg Shipboard,No,
26650,2-Apr-17,1,40.45,-71.48,Definite,Opportunistic,No,
26645,31-Mar-17,1,41.79,-70.4,Definite,Opportunistic,No,
26644,31-Mar-17,1,41.79,-70.4,Definite,Opportunistic,No,
26643,31-Mar-17,1,41.8,-70.4,Definite,Opportunistic,No,
26642,31-Mar-17,1,41.79,-70.41,Definite,Opportunistic,No,
26641,31-Mar-17,1,41.79,-70.42,Definite,Opportunistic,No,
26640,31-Mar-17,1,41.79,-70.43,Definite,Opportunistic,No,
26639,31-Mar-17,1,41.8,-70.42,Definite,Opportunistic,No,
26638,31-Mar-17,1,41.79,-70.42,Definite,Opportunistic,No,
26637,31-Mar-17,2,41.86,-70.28,Definite,Opportunistic,No,
26636,31-Mar-17,1,41.86,-70.28,Definite,Opportunistic,No,
26635,31-Mar-17,3,41.87,-70.27,Definite,Opportunistic,No,
26634,31-Mar-17,1,42.37,-70.88,Definite,Whale watch,No,
26633,31-Mar-17,1,42.38,-70.77,Definite,Whale watch,No,
26632,31-Mar-17,1,42.45,-70.7,Definite,Whale watch,No,
26631,31-Mar-17,1,42.45,-70.68,Definite,Whale watch,No,
26630,31-Mar-17,2,41.8,-70.28,Definite,Dedicated Eg Aerial,No,
26629,31-Mar-17,2,41.8,-70.27,Definite,Dedicated Eg Aerial,No,
26628,31-Mar-17,2,41.8,-70.28,Definite,Dedicated Eg Aerial,No,
26627,31-Mar-17,1,41.8,-70.29,Definite,Dedicated Eg Aerial,No,
26626,31-Mar-17,1,41.82,-70.36,Definite,Dedicated Eg Aerial,No,
26625,31-Mar-17,3,41.81,-70.4,Definite,Dedicated Eg Aerial,No,
26624,31-Mar-17,3,41.8,-70.4,Definite,Dedicated Eg Aerial,No,
26623,31-Mar-17,1,41.79,-70.43,Definite,Dedicated Eg Aerial,No,
26622,31-Mar-17,2,41.79,-70.45,Definite,Dedicated Eg Aerial,No,
26621,31-Mar-17,1,41.77,-70.41,Definite,Dedicated Eg Aerial,No,
26620,31-Mar-17,1,41.79,-70.25,Definite,Dedicated Eg Aerial,No,
26619,31-Mar-17,1,41.79,-70.25,Definite,Dedicated Eg Aerial,No,
26618,31-Mar-17,1,41.79,-70.46,Definite,Dedicated Eg Shipboard,No,
26617,30-Mar-17,1,42.49,-70.72,Definite,Whale watch,No,
26616,30-Mar-17,1,42.47,-70.73,Definite,Whale watch,No,
26615,30-Mar-17,2,42.43,-70.8,Definite,Whale watch,No,
26614,30-Mar-17,1,42.42,-70.82,Definite,Whale watch,No,
26613,30-Mar-17,1,42.42,-70.82,Definite,Whale watch,No,
26612,30-Mar-17,1,42.35,-70.63,Probable,Fishing Vessel,No,
26611,30-Mar-17,1,41.85,-70.44,Probable,US Coast Guard,No,
26592,29-Mar-17,1,42.52,-70.68,Definite,Whale watch,No,
26591,28-Mar-17,1,41.9,-70.3,Definite,Dedicated Eg Shipboard,No,
26590,28-Mar-17,2,41.83,-70.42,Definite,Dedicated Eg Shipboard,No,
26576,28-Mar-17,1,42.05,-70.26,Definite,Dedicated Eg Shipboard,No,
26575,28-Mar-17,2,42.04,-70.26,Definite,Dedicated Eg Shipboard,No,
26574,28-Mar-17,3,42.03,-70.25,Definite,Dedicated Eg Shipboard,No,
26573,28-Mar-17,1,42.02,-70.17,Definite,Dedicated Eg Shipboard,No,
26572,28-Mar-17,3,42.02,-70.17,Definite,Dedicated Eg Shipboard,No,
26571,28-Mar-17,3,42.01,-70.18,Definite,Dedicated Eg Shipboard,No,
26570,28-Mar-17,2,42.48,-70.7,Definite,Whale watch,No,
26569,26-Mar-17,1,42.35,-70.65,Definite,Opportunistic,No,
26568,26-Mar-17,1,42.92,-70.42,Definite,Opportunistic,No,
26567,26-Mar-17,1,42.4,-70.47,Definite,Opportunistic,No,
26566,26-Mar-17,2,42.18,-70.53,Probable,Opportunistic,No,
26565,26-Mar-17,1,42.02,-70.19,Definite,Opportunistic,No,
26564,26-Mar-17,1,42.02,-70.2,Definite,Opportunistic,No,
26561,25-Mar-17,1,42.42,-70.5,Definite,Whale watch,No,
26560,15-Jan-17,2,27.86,-80.45,Definite,Opportunistic,Yes,
26559,25-Mar-17,1,42.42,-70.73,Definite,Opportunistic,No,
26558,25-Mar-17,1,42.37,-70.71,Definite,Whale watch,No,
26557,25-Mar-17,1,42.41,-70.51,Definite,Whale watch,No,
26556,25-Mar-17,1,42.43,-70.48,Definite,Whale watch,No,
26555,25-Mar-17,2,42.07,-70.01,Definite,Opportunistic,No,
26554,25-Mar-17,5,42.03,-70.13,Definite,Opportunistic,No,
26553,25-Mar-17,2,42.36,-70.79,Definite,Whale watch,No,
26552,25-Mar-17,1,42.36,-70.72,Definite,Opportunistic,No,
26551,25-Mar-17,8,42.03,-70.12,Definite,Opportunistic,No,
26550,25-Mar-17,2,41.82,-70.43,Definite,Opportunistic,No,
26531,24-Mar-17,1,42.38,-70.46,Definite,Whale watch,No,
26530,24-Mar-17,1,42.41,-70.72,Definite,Whale watch,No,
26510,23-Mar-17,3,42.02,-70.16,Definite,Opportunistic,No,
26492,21-Mar-17,1,41.14,-70.22,Definite,Opportunistic,No,
26491,21-Mar-17,4,40.9,-70.33,Definite,Opportunistic,No,
26490,21-Mar-17,1,40.87,-71.22,Definite,Opportunistic,No,
26470,21-Mar-17,2,42.08,-70.31,Definite,Dedicated Eg Aerial,No,
26469,21-Mar-17,1,42.03,-70.27,Definite,Dedicated Eg Aerial,No,
26468,21-Mar-17,1,41.96,-70.13,Definite,Dedicated Eg Aerial,No,
26467,21-Mar-17,1,41.96,-70.22,Definite,Dedicated Eg Aerial,No,
26466,21-Mar-17,1,41.96,-70.24,Definite,Dedicated Eg Aerial,No,
26465,21-Mar-17,1,41.96,-70.25,Definite,Dedicated Eg Aerial,No,
26464,21-Mar-17,1,41.97,-70.25,Definite,Dedicated Eg Aerial,No,
26463,21-Mar-17,1,41.97,-70.25,Definite,Dedicated Eg Aerial,No,
26462,21-Mar-17,2,41.96,-70.24,Definite,Dedicated Eg Aerial,No,
26461,21-Mar-17,1,41.95,-70.25,Definite,Dedicated Eg Aerial,No,
26460,21-Mar-17,1,41.96,-70.23,Definite,Dedicated Eg Aerial,No,
26459,21-Mar-17,1,41.93,-70.22,Definite,Dedicated Eg Aerial,No,
26458,21-Mar-17,1,41.91,-70.17,Definite,Dedicated Eg Aerial,No,
26457,21-Mar-17,1,41.92,-70.2,Definite,Dedicated Eg Aerial,No,
26456,21-Mar-17,1,41.9,-70.21,Definite,Dedicated Eg Aerial,No,
26455,21-Mar-17,1,41.91,-70.23,Definite,Dedicated Eg Aerial,No,
26454,21-Mar-17,1,41.92,-70.22,Definite,Dedicated Eg Aerial,No,
26453,21-Mar-17,1,41.91,-70.25,Definite,Dedicated Eg Aerial,No,
26452,21-Mar-17,1,41.85,-70.32,Definite,Dedicated Eg Aerial,No,
26451,21-Mar-17,1,40.22,-71.76,Definite,Opportunistic,No,
26450,21-Mar-17,2,40.1,-71.36,Definite,Opportunistic,No,
26449,18-Mar-17,1,41.85,-70.28,Definite,Dedicated Eg Aerial,No,
26448,18-Mar-17,1,41.84,-70.38,Definite,Dedicated Eg Aerial,No,
26447,18-Mar-17,1,42.07,-70.04,Definite,Dedicated Eg Aerial,No,
26446,18-Mar-17,1,41.99,-69.93,Definite,Dedicated Eg Aerial,No,
26445,18-Mar-17,2,41.91,-70.14,Definite,Dedicated Eg Shipboard,No,
26444,18-Mar-17,2,41.94,-70.11,Definite,Dedicated Eg Shipboard,No,
26443,18-Mar-17,5,41.98,-70.13,Definite,Dedicated Eg Shipboard,No,
26418,13-Mar-17,1,41.1,-70.59,Definite,Dedicated Eg Aerial,No,
26417,13-Mar-17,4,41.92,-70.23,Definite,Dedicated Eg Shipboard,No,
26377,8-Mar-17,4,42.03,-70.13,Definite,Opportunistic,No,
26359,6-Mar-17,1,41.13,-70.57,Definite,Dedicated Eg Aerial,No,
26358,6-Mar-17,1,41.07,-70.62,Definite,Dedicated Eg Aerial,No,
26357,6-Mar-17,3,41.05,-70.69,Definite,Dedicated Eg Aerial,No,
26342,6-Mar-17,1,41.1,-70.76,Definite,Dedicated Eg Aerial,No,
26341,6-Mar-17,3,41.06,-70.62,Definite,Dedicated Eg Aerial,No,
26340,6-Mar-17,1,41.02,-70.65,Definite,Dedicated Eg Aerial,No,
26339,6-Mar-17,2,41.03,-70.65,Definite,Dedicated Eg Aerial,No,
26338,6-Mar-17,2,41.08,-70.61,Definite,Dedicated Eg Aerial,No,
26337,6-Mar-17,5,41.11,-70.53,Definite,Dedicated Eg Aerial,No,
26336,6-Mar-17,1,41.79,-70.16,Definite,Dedicated Eg Aerial,No,
26335,6-Mar-17,1,41.81,-70.24,Definite,Dedicated Eg Aerial,No,
26334,6-Mar-17,1,41.79,-70.17,Definite,Dedicated Eg Aerial,No,
26333,6-Mar-17,1,41.85,-70.3,Definite,Dedicated Eg Aerial,No,
26332,6-Mar-17,2,41.88,-70.13,Definite,Dedicated Eg Aerial,No,
26331,6-Mar-17,1,41.89,-70.11,Definite,Dedicated Eg Aerial,No,
26330,6-Mar-17,2,41.9,-70.19,Definite,Dedicated Eg Aerial,No,
26329,6-Mar-17,2,41.92,-70.26,Definite,Dedicated Eg Aerial,No,
26328,6-Mar-17,3,41.94,-70.13,Definite,Dedicated Eg Aerial,No,
26327,6-Mar-17,2,41.93,-70.23,Definite,Dedicated Eg Aerial,No,
26326,6-Mar-17,1,41.97,-70.12,Definite,Dedicated Eg Aerial,No,
26325,6-Mar-17,1,41.97,-70.26,Definite,Dedicated Eg Aerial,No,
26324,6-Mar-17,1,41.98,-70.23,Definite,Dedicated Eg Aerial,No,
26323,6-Mar-17,1,42.02,-70.26,Definite,Dedicated Eg Aerial,No,
26322,6-Mar-17,1,42.05,-70.4,Definite,Dedicated Eg Aerial,No,
26321,6-Mar-17,1,42.11,-70.31,Definite,Dedicated Eg Aerial,No,
26320,6-Mar-17,1,41.13,-70.5,Definite,Dedicated Eg Shipboard,No,
26319,6-Mar-17,1,41.12,-70.5,Definite,Dedicated Eg Shipboard,No,
26318,6-Mar-17,2,41.14,-70.57,Definite,Dedicated Eg Shipboard,No,
26317,6-Mar-17,1,41.13,-70.58,Definite,Dedicated Eg Shipboard,No,
26315,3-Mar-17,5,41.96,-70.18,Probable,US Coast Guard,No,
26314,28-Feb-17,1,40.83,-70.11,Definite,Dedicated Eg Aerial,No,
26313,28-Feb-17,1,41.17,-70.3,Definite,Dedicated Eg Aerial,No,
26312,28-Feb-17,1,41.05,-70.71,Definite,Dedicated Eg Aerial,No,
26311,28-Feb-17,4,41.07,-70.7,Definite,Dedicated Eg Aerial,No,
26310,19-Feb-17,2,30.86,-81.17,Probable,Opportunistic,No,
26309,28-Feb-17,1,41.99,-70.38,Definite,Dedicated Eg Aerial,No,
26308,28-Feb-17,1,41.98,-70.14,Definite,Dedicated Eg Aerial,No,
26307,28-Feb-17,1,41.94,-70.17,Definite,Dedicated Eg Aerial,No,
26306,28-Feb-17,1,41.92,-70.17,Definite,Dedicated Eg Aerial,No,
26305,28-Feb-17,1,41.91,-70.18,Definite,Dedicated Eg Aerial,No,
26304,28-Feb-17,1,41.88,-70.26,Definite,Dedicated Eg Aerial,No,
26303,28-Feb-17,1,41.89,-70.16,Definite,Dedicated Eg Aerial,No,
26302,28-Feb-17,1,41.86,-70.16,Definite,Dedicated Eg Aerial,No,
26301,28-Feb-17,2,41.87,-70.16,Definite,Dedicated Eg Aerial,No,
26300,28-Feb-17,7,41.84,-70.21,Definite,Dedicated Eg Aerial,No,
26299,28-Feb-17,2,41.83,-70.22,Definite,Dedicated Eg Aerial,No,
26298,28-Feb-17,1,41.82,-70.17,Definite,Dedicated Eg Aerial,No,
26297,28-Feb-17,1,41.78,-70.23,Definite,Dedicated Eg Aerial,No,
26296,28-Feb-17,1,41.8,-70.22,Definite,Dedicated Eg Aerial,No,
26295,28-Feb-17,2,41.79,-70.26,Definite,Dedicated Eg Aerial,No,
26286,24-Feb-17,1,41.95,-70.17,Definite,Dedicated Eg Aerial,No,
26285,24-Feb-17,1,41.95,-70.16,Definite,Dedicated Eg Aerial,No,
26284,24-Feb-17,2,41.93,-70.18,Definite,Dedicated Eg Aerial,No,
26277,24-Feb-17,2,41.78,-70.28,Definite,Dedicated Eg Shipboard,No,
26276,24-Feb-17,1,41.8,-70.27,Definite,Dedicated Eg Shipboard,No,
26275,24-Feb-17,2,41.8,-70.43,Definite,Dedicated Eg Shipboard,No,
26260,22-Feb-17,5,40.96,-70.31,Definite,Dedicated Eg Aerial,No,
26258,23-Feb-17,2,41.78,-70.48,Definite,Opportunistic,No,
26255,22-Feb-17,4,41.1,-70.61,Definite,Dedicated Eg Aerial,No,
26243,21-Feb-17,2,41.06,-70.65,Definite,Dedicated Eg Shipboard,No,
26242,21-Feb-17,5,41.08,-70.61,Definite,Dedicated Eg Shipboard,No,
26241,21-Feb-17,3,41.09,-70.6,Definite,Dedicated Eg Shipboard,No,
26240,21-Feb-17,3,41.91,-70.17,Definite,Dedicated Eg Shipboard,No,
26239,21-Feb-17,1,41.16,-70.91,Definite,Dedicated Eg Shipboard,No,
26238,21-Feb-17,1,41.59,-69.55,Definite,Dedicated Eg Aerial,No,
26237,21-Feb-17,1,42.02,-70.22,Definite,Dedicated Eg Aerial,No,
26236,21-Feb-17,1,41.81,-70.22,Definite,Dedicated Eg Aerial,No,
26235,21-Feb-17,2,41.77,-70.22,Definite,Dedicated Eg Aerial,No,
26215,20-Feb-17,1,42.02,-70.18,Definite,Opportunistic,No,
26214,19-Feb-17,1,41.84,-70.27,Definite,Dedicated Eg Aerial,No,
26213,19-Feb-17,4,41.95,-70.19,Definite,Dedicated Eg Aerial,No,
26212,19-Feb-17,1,41.93,-70.19,Definite,Dedicated Eg Aerial,No,
26211,19-Feb-17,1,41.93,-70.18,Definite,Dedicated Eg Aerial,No,
26210,19-Feb-17,2,41.99,-70.19,Definite,Dedicated Eg Aerial,No,
26209,19-Feb-17,4,42,-70.17,Definite,Dedicated Eg Aerial,No,
26208,19-Feb-17,5,41.97,-70.16,Definite,US Coast Guard,No,
26188,17-Feb-17,3,42.03,-70.14,Probable,Opportunistic,No,
26182,14-Feb-17,1,42.06,-70.41,Definite,Dedicated Eg Aerial,No,
26181,14-Feb-17,3,42.03,-70.11,Definite,Dedicated Eg Aerial,No,
26180,14-Feb-17,2,42.02,-70.1,Definite,Dedicated Eg Aerial,No,
26179,14-Feb-17,1,42.01,-70.1,Definite,Dedicated Eg Aerial,No,
26178,14-Feb-17,2,42,-70.1,Definite,Dedicated Eg Aerial,No,
26177,14-Feb-17,1,42.02,-70.32,Definite,Dedicated Eg Aerial,No,
26176,14-Feb-17,1,41.96,-70.15,Definite,Dedicated Eg Aerial,No,
26175,14-Feb-17,1,41.97,-70.14,Definite,Dedicated Eg Aerial,No,
26174,14-Feb-17,2,41.99,-70.14,Definite,Dedicated Eg Aerial,No,
26173,14-Feb-17,1,42,-70.14,Definite,Dedicated Eg Aerial,No,
26172,14-Feb-17,1,42,-70.14,Definite,Dedicated Eg Aerial,No,
26171,14-Feb-17,2,41.99,-70.14,Definite,Dedicated Eg Aerial,No,
