OBJECTID,Class,GIS_acres,CREATE_DATE,MODIFY_DATE,GlobalID,SHAPE_Length,SHAPE_Area
242,R1,13.67056667,,,{91B676EF-9145-4922-8687-CDF340CD6916},1393.44026529225,55323.0402932068
243,R1,266.40314085,,,{E569C564-9BAE-48F2-99A3-5BFA65BAC74D},6246.25556191486,1078099.54358337
244,R1,750.80640573,,,{F96DEA52-F61A-45AC-9EA2-0BA669D5EDD6},9460.62432490847,3038417.79320446
245,R1,10.19973515,,,{33E8BD93-835D-439B-A923-CD4EB384EC43},968.965388067929,41277.0276695602
246,R1,22.17961481,,,{C5DF8AEE-70D8-4271-B163-6B2ACE762580},1301.69448291268,89758.0731591697
247,R1,31.61877477,,,{BF959DD1-FD1B-4FC8-A909-DF054AC5996C},3989.62115420199,127957.150009075
248,R1,44.99407998,,,{2DE014E0-0043-493A-A767-4B44606076F1},2307.86257695684,182085.304761125
249,R1,19.48010851,,,{F65CFB16-8766-46F7-AA87-CC724F396CE6},3510.46642216118,78833.515370205
250,R1,16.85108488,,,{F4C83272-EA4B-4EC7-A3C2-BCB2D7E9A688},1719.58662678874,68194.191956325
251,R1,3436.83367411,,,{EE2D3D67-F41A-42F7-8B2D-6BC66BBEE056},33712.5447272582,13908427.6690945
252,R1,4.25598485,,,{01C46366-08B8-4278-A5D0-0A80CBC4BCB4},761.352488529979,17223.4280612671
253,R1,19.68005345,,,{13C63AED-547C-40C6-81A9-5256BE3FD9BC},1581.47480613818,79642.6670612429
254,R1,4.26890037,,,{A2450B74-CC0A-420A-97F6-4C58B0FD43F3},877.793526146995,17275.6955128361
255,R1,460.23615071,,,{D0066E32-8C9A-4831-A1A8-1D924851FFB6},7804.5705353983,1862517.0199921
256,R1,10.53571233,,,{9DB34E1F-8567-45C7-A143-1FE9B185490C},1075.6388774241,42636.6844750035
257,R1,2.93849631,,,{CF33FE09-2D61-4CCE-A4FA-C7217755B6FA},510.469001898654,11891.7199047383
258,R1,10.45572591,,,{2F96B261-9151-4858-A68E-ED1A2C138107},1007.95230554123,42312.9896218498
259,R1,4.06622898,,,{47E1D74F-9984-4F9D-8A47-BC72EACD66DA},550.810558009717,16455.5102554903
260,R1,14.86516067,,,{3D97E2D3-89D8-44B1-B111-45469C2443FE},1403.67241553393,60157.4098936574
261,R1,8.19831892,,,{9D4A2171-241B-4A04-9FA2-D740A1B5E715},1006.01855918475,33177.5513625264
262,R1,8.06269087,,,{EF4BB1C4-5BFA-4931-A13E-FCDE116F93DB},871.46973818984,32628.681956214
263,R1,4799.90716415,,,{5C5A5EFF-8326-4109-96CD-091BEDA6A9D2},25779.2946328804,19424612.2859478
264,R1,3.14884472,,,{94A5D211-0FA3-4B83-9BA0-CB768213E530},513.968201727961,12742.9731070922
265,R1,1845.68140654,,,{017FD4C7-FA5E-40DB-8CAA-5BAA0A16A57D},12014.5482685531,7469237.32051504
266,R1,4290.63309276,,,{4829E0A4-5636-43FB-96C5-70974241ECB7},32872.0097146692,17363645.0535133
267,R1,152.39203072,,,{ADE0892D-75C2-43E8-991B-433BC85BABC1},4849.25287005453,616711.117731788
268,R1,69.25645943,,,{D7310965-CBB4-4907-9859-026D6AF4B072},4502.18085009562,280272.060838791
269,R1,134.09382046,,,{AAA2C868-0FAE-40A1-B86D-FA17C2DA82FD},4244.54534143729,542660.593936883
270,R1,18214.13905486,,,{3FB86FF3-E313-4639-84A5-5EAB4CD125AF},55194.4896029749,73710298.3794261
271,R1,36323.85147371,,,{7CFD5BB6-860A-44AC-814C-27C888DE2373},90965.1569462267,146997995.477679
272,R1,465.37635141,,,{1C44910C-D73D-43FE-9841-24E1F0690C2F},6758.89800352303,1883318.75683505
273,R1,2310.08445064,,,{BAC0AB1E-C2BD-49AE-BEF3-4F6FE24F55EA},15925.2194186553,9348617.22672774
274,R1,29685.81627181,,,{DB4BCE92-3BE0-44FB-A121-2FD88676DAED},80802.1151715344,120134713.391648
275,R1,878.0468676,,,{AA4248A5-22C0-4413-8F04-5B631CA35CDB},12278.4251836844,3553343.7186982
276,R1,174.11764542,,,{AD1E380F-76FD-41C3-B334-17EE688B61BA},4219.16160894706,704631.910324368
277,R1,79.77282844,,,{42BE872B-6607-4945-8812-40935AA4A29A},5043.97557365261,322830.465372983
278,R1,1210.44037757,,,{08213600-5066-45DA-B4EF-9024AA899A02},11586.0161626954,4898497.87205619
279,R1,80.79167771,,,{829073D1-ADB3-4C72-92D1-0CF864E53E97},2868.70731667575,326953.618443785
280,R1,2723.79574851,,,{EE3E66DE-73F5-4F77-B251-7305D259145A},18119.0553036603,11022854.0993681
281,R1,184.70870149,,,{ED803D45-9045-44D3-9A2B-12893E062246},6320.60121309579,747492.563849916
282,R1,4324.38709986,,,{026BA070-CC47-40F2-BA6C-2A58E36C4900},18704.638392406,17500243.2164753
283,R1,15.98237428,,,{8129B560-FDAA-47BD-8FF2-936688698BDD},1240.59469066647,64678.6309169782
284,R1,2255.09883447,,,{F440C99E-0F36-4A46-8A72-5A2C7CFCD191},15253.6955094536,9126097.44900893
285,R1,74414.27670755,,,{768764C3-6019-41FA-88B9-B2786701965D},148059.611259693,301145089.717376
286,R1,165740.234428,,,{8577CBBE-31DA-4674-B886-15A4DE22A936},326279.628736973,670729596.186907
287,R1,39239.70687571,,,{5364986B-CC13-48D2-A5BA-2CBEC0EA25E4},79179.2308053293,158798090.506345
288,R1,11873.56425552,,,{ED2AB24A-D141-4D00-A235-88F45070F98E},66453.0108057612,48050800.615159
289,R1,12.65851746,,,{C6683135-1074-4A3B-BE02-14658080C8B6},1486.12513319324,51227.4061612783
290,R1,574.4940195,,,{EACA4F17-679C-4568-9319-EA55C8CE1097},7153.10226779152,2324904.04664356
291,R1,46.18734425,,,{00A70BA8-2C73-4C0B-901D-06CC70FB5F2B},2448.9867725085,186914.293113559
292,R1,1205.55715692,,,{0C56A1A6-4D3D-4E4E-AFBF-0C0443242BE8},12480.0379424073,4878736.10071941
293,R1,1092.8198424,,,{AF1F7475-BA22-44BE-8618-278C9FDA4CB9},15769.3013075067,4422502.56330236
294,R1,5936.21943095,,,{57226DD7-23B4-4441-87F5-B1B3064C7960},22582.5938872462,24023123.1453437
295,R1,16832.31530795,,,{D3052A81-3F38-4434-9669-72F68DBFBBB7},92666.668939748,68118233.8637201
296,R1,1012.17885537,,,{5FE6B1BB-D650-4447-8C44-44A545096C72},11511.9422184148,4096158.77083503
297,R1,4677.24262365,,,{CCA32E3F-8BAE-4EAD-91E8-8F1597B5CE7E},23523.9952469924,18928204.5307922
298,R1,1693.15309797,,,{D48861FD-E359-4A87-9BDF-9E82D4233924},14925.4889334649,6851974.70369202
299,R1,1602.10853158,,,{B4A0F9D4-C8EE-404B-9B33-1E75F22AF689},10259.8469967363,6483528.95208132
300,R1,1311.5875121,,,{443FFBA6-5CF6-4BD9-A479-0F0E8E851BAF},9780.34546909095,5307827.42884954
301,R1,9698.48757911,,,{10F9A7BE-6DCB-4263-8226-C4126D6DB3ED},54455.474895808,39248542.6367079
302,R1,422.53719958,,,{74AEADF2-4745-44AB-B92A-0A5C7EBB1AA8},9465.89053950826,1709954.17153953
303,R1,16.33670784,,,{39A3179E-8694-4BDA-94CF-7129B7B91E71},1052.83337724386,66112.573633158
304,R1,3374.76101197,,,{102A6959-D42A-471F-B4F4-D7AFBE36FF19},24347.1050980968,13657227.5199341
305,R1,146.04099617,,,{6E4BB324-6F04-4F7C-A98D-A4D2483C7B33},5689.91607738341,591009.290693117
306,R1,27098.85063028,,,{75F02F27-84FA-40B9-8BB4-B9AF17181CC4},67049.0047183076,109665593.288845
307,R1,769.82203986,,,{FA0DAFE5-F985-4A9C-98AF-CCAE286D0BF1},8513.09168161002,3115371.63995534
308,R1,32.21982921,,,{D9B579C5-7165-4F31-AEF1-B9A644F90955},3153.54157902671,130389.540683556
309,R1,1063.04560845,,,{BD49D4E6-0D8B-48E3-864C-7A4AF357FEFA},9344.66576564669,4302010.03482779
310,R1,464.90908145,,,{96F87D28-069E-4256-B157-A5B3C6564D47},8029.38847363701,1881427.77486609
311,R1,25.05196129,,,{F64557C5-FE46-4DBD-9C1B-D0A7EF3891E4},2118.64035847393,101382.093142956
312,R1,1319.52865064,,,{B850DD05-77D3-4291-AEEE-566E0E655501},11011.8263512388,5339964.20395929
313,R1,603.91174636,,,{D4205084-C093-4D9B-800C-BF72F3D2ECD9},7675.73920984947,2443953.83638939
314,R1,24.74296915,,,{D522825B-FC2F-482B-9E7C-DFE6979DAB36},2004.98701572896,100131.641336055
315,R1,1173.10813242,,,{8A1F2DCA-0ADF-40C9-B5D8-3DA404CC58B7},14074.2947320659,4747419.03595713
316,R1,1.32720341,,,{70FD4A44-451C-4AD7-B71A-24BB4ACBD369},361.966800795409,5371.02301356076
317,R1,222.87342357,,,{7A5EE03F-F594-4B67-B317-7237F58F74FD},6415.66823756881,901940.327952539
318,R1,46.7305039,,,{BDD04FE2-5531-4276-8097-888F630DE616},2963.77009270082,189112.390986123
319,R1,230.94822406,,,{D4241B9E-6E3A-4262-BC8F-B34B00AD026E},7450.98513235992,934618.015970795
320,R1,16.45084815,,,{C5EA9554-2AC8-4565-9E64-99669D92DF94},1327.10660346763,66574.4849214701
321,R1,204.60954378,,,{53B2E243-F9BE-4D88-B3E3-5DC9CFB16200},4294.28487493043,828028.73516352
322,R1,21.34929181,,,{D1EFD400-F104-4E0F-91A7-CF5D3D2358F7},1614.32963795897,86397.8618399762
323,R1,306.1975464,,,{6A6BF359-91B8-4D53-B02E-408FB9812F77},5467.1132099712,1239142.42889417
324,R1,4347.71984321,,,{360C234B-4B45-4A84-9CD2-E462DA6A2FAE},19064.4574696195,17594667.8538023
325,R1,60.65667224,,,{E217EE77-C065-41F3-BC61-4F9274E8FA5C},1902.29358128476,245469.818625707
326,R1,83.63056456,,,{C5049884-A0FE-4229-A74A-3085E4E0439D},2522.97590385412,338442.231554332
327,R1,23.06816077,,,{91C3FEFD-07F5-42EA-BFE4-11420C71840E},1318.75350511212,93353.9053783232
328,R1,26.36482036,,,{C496240B-B468-4C3D-B6DC-F36E8054A5F4},1510.17698016293,106695.066409527
329,R1,4.2535908,,,{15A7EDB8-2AD5-4650-9D42-596EEE40D4F1},638.219104702531,17213.739621231
330,R1,21.39346046,,,{4F8D470E-CCD5-4615-A7A1-F8A2BAEF8CAF},1347.71229885044,86576.6067392271
331,R1,4.75556948,,,{3FE2068B-AAF7-45C3-8F1C-C3C30B01779A},601.71109473422,19245.1833515464
332,R1,981.93334377,,,{46EABFC0-605B-434C-A4C5-0E474C227022},17522.1221252912,3973759.04184222
333,R1,23.93857349,,,{05D4D4E9-908A-4B32-9A17-F0132C5104BB},1993.31619829793,96876.3546720987
334,R1,7.1820573,,,{B2189C46-B372-456F-A090-38ABE77C65F4},796.003333224488,29064.8701739591
335,R1,376.50002502,,,{501EEE57-41FE-4430-BF3D-79B0681C59CF},8294.69961813838,1523647.59603281
336,R1,277.43858348,,,{A02AE82C-6930-43D9-B6DC-ABA8DCC3C208},5465.81522639052,1122758.57282486
337,R1,137.99352681,,,{2BDF13B9-5B23-4360-B4AE-A8954B3C7BCF},5767.50258749858,558442.208306394
338,R1,6.75552203,,,{196A8F22-48EF-4C26-87E6-7B8F3A9C071D},622.014852862182,27338.7363354789
339,R1,851.95401179,,,{667AEFBE-3007-48D1-99D3-0C0D8F6C24BB},10042.1673099778,3447749.25818159
340,R1,2.31142435,,,{732A50FC-A2D3-4483-985D-4A4A00A5FD08},470.807952525772,9354.03965172058
341,R1,53.65145047,,,{A5285279-A189-45E1-9C3A-F874588CF62C},2780.93372952441,217120.57928836
342,R1,5.13302921,,,{F253141C-0C8F-4824-A34E-B2107F96E07C},703.846309659589,20772.7147491543
343,R1,13.18511782,,,{1E21A3B9-7C87-4AC6-8008-06ADFF63D45D},1474.7145419053,53358.4906804038
344,R1,253.4534371,,,{11E45990-0148-4D49-994E-74B8188FC072},9415.95308345228,1025693.74361779
345,R1,1810.37462803,,,{3A0B3956-89E1-42AF-8B74-486828FBCF66},22870.5694774184,7326355.28964201
346,R1,119.30779533,,,{B3FA289B-4754-41CD-BE47-7E0CF4844C2D},3282.59141906321,482823.435506192
347,R1,68.76227054,,,{0FE719D3-739E-4F73-A0D3-12C048334A97},3284.73214593764,278272.141420251
348,R1,85121.95903418,,,{6DCB1372-2BB3-45CA-BA5B-E2A867B10C66},141558.34763385,344477714.820879
349,R1,37712.02799609,,,{8304E5D3-0F1C-406C-8E2D-4A5DA860CB74},76179.692413285,152615768.865676
350,R1,29.54128428,,,{E2521852-3C5B-4D38-B452-D86858C48734},2709.60288679543,119549.810884057
351,R1,71615.56156286,,,{5304CA83-E3A1-4242-AC47-866EA06B3174},104904.821822228,289819046.374202
352,R1,12487.81020639,,,{B1238A72-F7E6-4CFC-A14F-F81F14DF3B48},39777.9197729665,50536575.6594905
353,R1,52305.51682418,,,{C5EE3619-3EC8-4632-BB5C-2D936ACA9154},136429.534182038,211673757.424748
354,R1,5571.35659018,,,{4148E029-B5CA-4CE8-99ED-E0D60D095862},40428.9981963501,22546569.7502124
355,R2,6762.76069958,,,{F20F69F5-C258-4DEE-8ED3-8B2C2D96136B},36391.8344262944,27368030.2721476
356,R2,52.19291005,,,{619A8312-A2E7-41B6-9EAA-46596D0CC605},2779.40799736382,211218.052183188
357,R2,143.84397985,,,{FACEF21F-2689-4A38-A32D-5426AA7F3589},7158.06780651031,582118.245789727
358,R2,34.55993166,,,{B2A16BAE-1A89-4547-8DBC-419BBDF52247},1735.72407676636,139859.636920473
359,R2,36.36177563,,,{8640600A-7D9F-4065-85EA-B799B0CDC7BC},1554.44934248231,147151.469734095
360,R2,71.64102625,,,{8FB8F1A6-9811-4D6A-87D9-24EBDCFB3493},3470.10020751697,289922.098736614
361,R2,6112.89363469,,,{1F4AAD65-F237-4F16-9987-C095288C8185},21451.6080792411,24738101.121216
362,R2,4660.24156363,,,{181D4FB7-2892-4A34-AA64-784137740747},36194.3294225948,18859403.4085966
363,R2,240.9663185,,,{2B5F0A52-3425-4C48-85B8-0881EFB0AEE7},4161.03535298914,975159.966809632
364,R2,1275.12818625,,,{AC87245F-C46F-47E3-B518-C849368F85DA},9195.71996121129,5160281.18582194
365,R2,4141.15597874,,,{06D5669C-DBF2-4A0E-906D-5B34BBC49B16},49593.0080411274,16758730.2320002
366,R2,3831.7060024,,,{21FE9536-509C-46A3-B350-409D7B4E93A6},21275.7552058233,15506425.6338952
367,R2,1665.84121947,,,{816B634A-DDB5-419E-9F38-EAE7C763F1CB},12791.371189559,6741447.01379112
368,R2,7029.26770974,,,{0D9549AC-83EA-4D86-A83A-D667062823AD},23707.4323563123,28446550.1615878
369,R2,153.89393164,,,{3528C9AF-DE02-46E3-8925-360E7F351919},4753.00025900666,622789.11929523
370,R2,10934.19264833,,,{C0B63A82-DCCC-45DE-9A54-F1A8D1DABE0B},51194.2523632954,44249283.4944702
371,R2,1044.43835716,,,{ABB1D8AC-6113-4004-BCE3-3225BBD5C5CC},9945.49390356186,4226708.86137296
372,R2,3006.8211,,,{EAA37D4C-93FE-4645-9B42-3A790CDC559A},27201.7742436377,12168221.6099857
373,R2,20415.18033748,,,{466154DA-C72D-46CD-A2B6-B882DE7C5115},59157.3871548551,82617631.8085864
374,R2,1690.21584433,,,{8D36FC1A-3AD8-462F-99AA-02ABF6DD7935},12794.660606096,6840088.01272395
375,R2,4111.17380207,,,{2ED1A69F-BF93-4AAD-9652-D011FAF48FA0},32003.849514925,16637396.1858767
376,R2,9595.65654671,,,{10E36287-94D2-4B79-A1D7-7F2B80864145},57191.6955080837,38832398.559943
377,R2,11658.01420702,,,{3E214F13-8159-4AD9-A58E-C3E7556ED7E4},31893.8914020257,47178497.0523521
378,R2,131604.0645675,,,{8B34226F-059A-4CF2-8C4D-85529D0E23E0},152709.113390751,532584869.259729
379,R2,17827.6366463,,,{853E2796-6A73-4952-A6E9-1703F7ECD147},54617.7082636222,72146172.4125878
380,R2,29600.78338936,,,{6AE8285B-E3B3-4E5D-BBC4-0DDF4B44E19A},81756.8064295775,119790596.158386
381,R2,104.66757579,,,{D34751BB-CD51-4A4A-B1E6-11258F1F4AE0},3195.18798286831,423576.333687895
382,R2,429.42338685,,,{3687BDC9-9352-4770-B1D8-22E6BBFA507E},5479.19446005739,1737821.6934171
383,R2,2263.3660229,,,{7FB6A555-9276-453C-9A8B-35964063E5A7},11609.7814588476,9159553.70645755
384,R2,2046.41339891,,,{083D3692-A183-4E40-A3F4-025689EBD7E6},13682.7528445396,8281574.09952974
385,R2,1560.01477924,,,{D117DF24-C784-4015-8861-A59BAEBF89C5},10536.9640491504,6313180.90347353
386,R2,1275.20762672,,,{565D1D2F-687B-4757-814D-ED8FED47A912},16665.8911796532,5160602.67128549
387,R2,70259.1964357,,,{A5148187-F59B-4DFC-90C6-6694E7634078},163668.454591186,284330009.646568
388,R2,1585.15413612,,,{D68880DD-9106-4E9F-90E0-9B1417CA5D5D},12229.2248590005,6414916.67541209
389,R2,5.25257942,,,{E58DC04A-99D1-44D9-B0B7-C076E6EF80BC},860.674592153449,21256.5192067957
390,R2,30281.08897182,,,{F93B85C0-F966-4817-8234-AAAD08106040},61878.7469509746,122543706.108945
391,R3,4.56624366,,,{B33FF062-E5F2-45CA-B5B7-635CA8ACAD4E},676.728333510108,18479.0058894786
392,R3,1021.0556876,,,{96070D3E-95C6-4A32-9C95-3BBB74036028},12090.6836937493,4132082.17904769
393,R3,6.56532732,,,{7748F3FD-531D-4467-A75A-7FB2AD36A0BB},706.560995353165,26569.0425648647
394,R3,2.5290047,,,{62B92710-05A6-4A42-92AA-711E355790F7},495.624362641963,10234.5595804687
395,R3,7.50215045,,,{BBF7D9FE-A6B9-4CEE-AE28-625D5A8E493B},1249.84799604039,30360.2463189579
396,R3,9.09140755,,,{7E75C965-7BAD-42AA-BC47-DEEFC83F4FBC},1211.05261532795,36791.767173925
397,R3,2.52087473,,,{750FBC09-A022-493A-BAD0-28E2B9B811FE},532.333807140475,10201.6586374555
398,R3,2671.7360064,,,{5CF8BF6A-7E5F-44DF-8066-F321B7F67A1A},26579.4458897038,10812174.9609013
399,R3,3.24368647,,,{59E5C317-3EC4-4E07-9719-7BB17B8D5A31},604.331602052923,13126.785588265
400,R3,6.56374792,,,{D77AF157-BCC0-4A9B-9B34-6D347763B09F},681.439676729557,26562.6509447073
401,R3,6.1396192,,,{BCA48827-B20E-48AB-8DB7-CE46B14C3F83},725.287738936927,24846.2561018593
402,R3,265.43765121,,,{3E03C029-448C-4F7B-AD21-81D81C603353},5303.30726510691,1074192.3301091
403,R3,15.28039154,,,{3DE023A9-167D-4645-AECC-5DA1BBA0283F},1021.1135326878,61837.7962678731
404,R3,2.89614808,,,{31F39359-8D35-4C37-94ED-801101A52E6B},715.638416299395,11720.3420377382
405,R3,17.16616689,,,{F6B26C61-F741-4DB3-856C-6B396BAD3BE0},1319.28996426866,69469.2886818294
406,R3,12.15932908,,,{FAB8ED8C-F697-4C8E-8AC5-F9B157584620},1034.92374444872,49207.2544584745
407,R3,3.11262974,,,{E6E6A606-ED9F-4D59-8759-18A1F3125EE3},554.639608215027,12596.4157167732
408,R3,403.87317839,,,{60C338E8-F092-43BA-8FFB-546E96C0BEBB},9188.00977324741,1634423.25751627
409,R3,2.0164762,,,{6F65237B-C76A-450B-8CC6-16FB04F76617},370.208294663045,8160.42208608026
410,R3,1.25040553,,,{5BDF78B4-8257-4D35-A8D1-A01E7CE612AB},552.498044091375,5060.2317598431
411,R3,7.13025984,,,{3C4BD29A-10A7-4479-AE07-DA1CF20761ED},1106.61121058194,28855.25245853
412,R3,3.04415557,,,{C600A99D-4C0A-4C77-A93A-3B80AB35C1F3},457.8126167927,12319.3094673436
413,R3,1.26061023,,,{C46CA3BE-385A-4626-BF29-45855D42B4FA},279.022123441461,5101.5288853494
414,R3,1.54026337,,,{8FDBD718-5138-45A3-B88B-B5427874A325},318.2687107928,6233.24947168431
415,R3,4.48982601,,,{17AD684C-1350-4134-AF3D-043926DCAE53},588.068376491049,18169.7534177857
416,R3,6.32661182,,,{4ACDA333-53E7-4CB1-83C8-41D3AD03E91C},743.763265784248,25602.9913837205
417,R3,3.03150519,,,{91087BC1-87C6-4A34-A7A7-624636ED2E27},481.37203141001,12268.1149974565
418,R3,873.29394941,,,{FACD27C0-3F4A-4BCB-BF8C-72520B7EF0E4},13336.1468300482,3534109.26479229
419,R3,3.79028903,,,{FFE40350-44CF-4C1F-A65F-8350B97A7E82},520.619599453076,15338.8164282174
420,R3,105.23764664,,,{FC309F4D-8140-42D5-8C5C-DE8E6C4760AC},4855.70452089295,425883.337753775
421,R3,3.58576127,,,{7820AE98-FE73-4EC8-BAE2-8FA177099956},492.975803607782,14511.1186906074
422,R3,1.41068196,,,{5C981683-E47C-492E-BA5E-D91939F755C2},298.288955002034,5708.85006462151
423,R3,52.34803991,,,{7D733F3D-4AEC-428B-A5DE-D421DA70801C},3619.88771264697,211845.842963228
424,R3,4.46142533,,,{959DF40A-F6AF-4BE6-8BA7-8E70E463F77A},645.970030819126,18054.8194769073
425,R3,16.9790887,,,{8DAE544A-1070-41D5-BDE3-B4FF630AF512},1320.2262980131,68712.2071018849
426,R3,6.95436879,,,{9BF3BE5E-C32D-4C08-B5D2-81F65879CBF8},978.557925720152,28143.4437856052
427,R3,3.29142855,,,{4A84A473-B1E9-438F-83C0-99AD2896BD15},436.864657232067,13319.991677741
428,R3,2.63501936,,,{7337CEFB-62DF-408A-A5A4-F6A49EB30365},655.517663174353,10663.5873816702
429,R3,8.62262147,,,{1C3F0B6B-1601-4704-91FD-E36C814D091F},858.683171183178,34894.6496843608
430,R3,4.43888291,,,{BE13AB1C-F910-4834-8AEC-61E727C0DB5C},1133.68516738645,17963.5931790098
431,R3,47.30171749,,,{DD8E16F8-1C4E-4788-9D09-4AA897BF1E14},3135.45499059419,191424.019538174
432,R3,1.87227279,,,{E4597EE1-DF4A-4E2F-B344-8735E2B88452},615.958218847919,7576.84929397892
433,R3,20.3470416,,,{E60E4564-97BA-4361-A643-28653372EB67},1772.2277776516,82341.8830530553
434,R3,1.4016431,,,{F93A47D5-62A0-4564-91AB-4822E473CF54},279.861566826588,5672.27093737443
435,R3,14.61039291,,,{E3B387F8-73F4-4A65-84FA-169BFE8FC628},1975.93141987173,59126.3972549773
436,R3,1.32809901,,,{95B1DB7B-72A6-45FC-ABB6-E82C45916B84},305.206409754719,5374.64735732027
437,R3,1.03838673,,,{A6856EE3-2EF6-42BC-ACC6-D573F907C53C},258.119831212539,4202.21873732959
438,R3,4.30835231,,,{26BB492A-EDF3-4728-B10E-9F30E9630412},539.524067759621,17435.3524813077
439,R3,3.89591927,,,{DCAB8A6E-FD59-46FD-93AC-54F84EB1F80C},746.281911814999,15766.2885719589
440,R3,9.6966144,,,{110DD483-8825-46C9-93BF-AEE40562929D},896.812714471534,39240.9621571441
441,R3,2.09803902,,,{3C7B92AA-FF90-40C4-A583-85790FE8E9BD},365.875284587479,8490.49641300934
442,R3,1.90129206,,,{5C2D27E1-BF94-4F9D-92B5-187AA3CF8B1A},349.658463023779,7694.2865606213
443,R3,5.22276569,,,{2C73A526-046F-4FE8-AABA-8253DB139089},1034.40913315763,21135.8668582062
444,R3,2.34331852,,,{B24DCD8E-6534-4289-9270-7F4C2DB78843},403.893349165975,9483.11129732709
445,R3,1.15174773,,,{A65B86A3-05AF-44DC-A5D6-4259F22691E1},297.480049280281,4660.97621826377
446,R3,1.2137588,,,{C118B922-FB69-480A-98DB-58D5A8ABACE4},313.507520824901,4911.92713076631
447,R3,2.43513604,,,{990B0F98-0A7C-4428-B788-E110AB376C28},428.71993604639,9854.68509540793
448,R3,1.24843362,,,{8331F5F4-9C80-4840-B8D2-B42F75BAA230},264.577569491307,5052.25170245882
449,R3,2.06529447,,,{594834AF-41CD-4F55-B75F-16F0FC117D51},345.588890607631,8357.98342544497
450,R3,2.01927728,,,{C9201686-39AF-44C6-A49C-806A7AD3800D},439.100001523363,8171.75770200514
451,R3,28.68125518,,,{0B66D839-5B04-4E31-A561-51000F77C2F3},2133.34192885568,116069.382771317
452,R3,4.82153881,,,{8D5BF01D-30D3-4777-909D-FC79CB212BE7},744.763994023827,19512.152827075
453,R3,11.64358461,,,{5F6265A9-4E61-479E-8056-B36447AFF02C},1511.32457139682,47120.1023364179
454,R3,4.03875469,,,{A3FF227F-EDE1-43F9-8B54-F43B561A34FD},629.007413593868,16344.325286136
455,R3,5.73099065,,,{4A39C8F5-B90E-4092-9A38-68B84AFBD12C},756.084570472532,23192.5884676501
456,R3,2.80199902,,,{829F5CE9-AE24-4492-9163-866A9AA0D410},642.479275948609,11339.3327714018
457,R3,5.60640701,,,{07BBA422-F70C-4988-8830-7FB8DB9C620C},862.562826029027,22688.4143646868
458,R3,7.2862447,,,{54DD1F43-2817-44CD-A117-E32FCC930595},775.278291918765,29486.5032809728
459,R3,26.01942699,,,{2F2A61BD-8AA2-4840-BB4D-6399FC672FBB},1957.89365925128,105297.303458391
460,R3,13.79158497,,,{7B7E8878-3B7D-4C70-B289-D404A1A073B7},1182.3061097989,55812.7859109474
461,R3,17.79513158,,,{142BFFE2-F395-4B20-AC1B-0674A24013F7},1231.15636356629,72014.6285780101
462,R3,13.96054585,,,{7ACF0F89-45E2-46E0-8FA2-8472C3F95670},1261.84879036837,56496.5490542122
463,R3,344.27470013,,,{C77F04CF-5C91-4FAB-920C-25E4B8632DD3},4357.48913108035,1393235.81504995
464,R3,788.62628396,,,{481D08FF-1026-474D-B358-1864392283D5},16523.8431758084,3191470.01820139
465,R3,4.93238108,,,{8D222866-D9C6-47FF-8DA3-6E8591B007A4},699.682106340458,19960.7173696864
466,R3,2413.96858928,,,{5BED8BDC-C946-4C7F-B95A-EF5E9D5EFB94},35949.734731114,9769023.09016145
467,R3,7200.99259224,,,{BDC8A27C-4A78-4FE4-B5A1-68718E2F8108},52847.8195256954,29141498.8654258
468,R3,17905.36105866,,,{9BB18230-6206-4E76-8D15-62E5AF2E3A61},98252.1584047447,72460713.1992268
469,R3,127.56529283,,,{F83A5D6E-35F1-47D9-973D-03B553AFD28C},3238.30368014343,516240.475020265
470,R3,20475.63621118,,,{25FB7A09-DA7C-4A15-9945-6B79EE1CEF6E},51156.9334398526,82862289.0210815
471,R3,370.73183831,,,{EF54B223-0C68-4406-8A1D-9985C74F228A},10097.1830757529,1500304.47986289
472,R3,25.07876953,,,{4EAB977A-3F3A-47FC-A384-4953A77DE7C5},1428.86131896835,101490.582649992
473,R3,284.59684235,,,{AED8B35A-BA3F-4860-9E66-B705C217883D},4576.35094208869,1151727.13377491
474,R3,390.68720146,,,{192E0205-2A58-4455-82A9-3BF48251BFC5},5951.96133957699,1581061.29016242
475,R3,470.78802664,,,{6993CCB5-E26F-4937-876B-58ADD1F3E13D},7555.88130715714,1905219.1164567
476,R3,917.21845895,,,{15485A80-007C-4060-A1CC-6124127BC168},11055.6544256487,3711866.15437442
477,R3,73571.27209688,,,{5F9C5946-373D-45A6-86B5-5E599012F7C0},269269.213167065,297733557.544425
478,R3,516.92099497,,,{39156953-78B9-4128-9E70-78F7DBC36D50},9010.49987038771,2091913.357185
479,R3,38256.79562299,,,{E254226F-507D-467A-9AA2-68E1F86D73E7},158999.42465448,154820373.991697
480,R3,4.53496395,,,{016CA2D7-0580-4BC9-8DAD-F38AB16880D4},598.593448129542,18352.420893384
481,K,1216.98318364,,,{45BED8CC-DFEE-4331-8739-44768687CBE5},12672.5248021981,4924975.77398255
482,R1,3453.82246134,,,{498C5D37-64A4-470A-8C49-5788C30295FE},25257.5588270664,13977179.1248627
483,R1,1788.84420747,,,{B3B78C3F-192D-4576-9091-4B0B1C98C96B},20537.2173337173,7239224.42285411
