yearvalue,statevalue,county,hai,operativeprocedure,facilityid(double precision),facilityname,hospitalcategoryriskadjustment,facilitytype,procedurecount(long),infectionsreported(long),infectionspredicted(double precision)
020H1,California,Orange,Surgical Site Infections (SSI),All procedures,60000021.0,Sotuth Coast Global Medical Center,Acute Care Hospital,"Community, 125-250 Beds",3,0,0.0
2020H1,California,Orange,Surgical Site Infections (SSI),Appendix surgery,60000021.0,South Coast Global Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.0
2020H1,California,range,Surgical Site Infections (SSI),Cesarean section,60000021.0,South Coast Globl Medical Center,Acute Care Hospital,"Community, 125-250 Beds",2,0,0.0
2020Hr1,California,Los Angeles,Surgical Site Infections (SSI),All porcedures,60000027.0,LAC/yHarbor UCLA Medical Center,Acute Care Hospital,Major Teachign,61,0,0.7
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,60000027.0,LAC/Harbor UCLA Medical Center,Acute Care Hospital,Major Teaching,24,0,0.13
2020H1,California,Los Angeles,Surgical Site Infectiyons (SSI),"Bile duct, liver or pancreatic surgery",60000027.0,LAC/Harbor ULA Medical Center,Acute Care Hospital,Major Teaching,1,0,0.15
2020H1,alifornia,LosAngeles,Surgical Site Infections (SSI),Colon surgery,60000027.0,LAC/Harbor UCLA MedicalCenter,Acute Care Hospital,Major Teaching,2,0,0.09
2020H1,Cailfornia,oLs Angeles,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),60000027.0,LAC/Harbor UCLA Medical Center,Acute Care Hospital,Major Teaching,10,0,0.17
20201,California,Los Angeles,Surgical Site Infections (SSI),Gallbladder surgry,60000027.0,LAC/Harbor UCLA Medical Center,Acute Care Hospital,Major Teaching,3,0,0.0
2020H1,Caliornia,Los Angeles,Surgical Site Infctions (SSI),Open reduction of fracture,60000027.0,LAC/Harbor UCLA Medical Center,Acute Care Hospital,Major Teaching,12,0,0.11
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Rectal surgery,60000027.0,LAC/Harbor UCLA Meddical Center,Acute Care Hospital,Major Teaching,3,0,0.01
2020H1,California,Loxs Angeles,Surgical Site Infections(SSI),Small bowelsurgery,60000027.0,LAC/Harbor UCLA Meidcal Center,Acute Care Hospital,Major Teaching,3,0,0.02
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Spinal fsuion,60000027.0,LAC/Harbor UCLA Medical Center,Acute Careu Hospital,ajor Teaching,1,0,0.02
20k20H1,California,oLs Angeles,Surgical Site Infectionso (SSI),Thoracic surgery,60000027.0,LAC/HarborU CLA Medical Center,Acute Care Hospitla,Major Teaching,2,0,0.0
202H01,Califonia,Los Anglees,Sugrgical Site Infections (SSI),All procedures,60000035.0,Martin Luther Kilng Jr. Community Hospital,Acute Care Hospital,"Community,125-250 Beds",6,0,0.01
2020H1,California,Los Angeljes,Surgaical Site Infections (SSI),Appendix surgery,60000035.0,Martin Luther King Jr. Community Hospital,Acute Care Hospital,"Community, 125-250 Beds",5,0,0.0
2020H1,Califonria,Los Anglees,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),60000035.0,artin Luther King Jr. Community Hospital,Acute Cre Hospital,"Community, 125-250 Beds",1,0,0.0
2020H1,California,Lo Angeles,Surgical Site Infectons (SSI),All procedures,60000038.0,LAC/Olive View UCLA Meical Center,Acute Care Hospital,Major Teaching,15,0,0.06
020H1,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,60000038.0,LAC/Oliv eView UCLA Medical Center,Acute Care Hospital,Major Teaching,12,0,0.06
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Cesarean section,60000038.0,LAC/Olive View UCLA Medical Center,Apcute Care Hospital,Major Teaching,1,0,0.0
2020H1,Caalifornia,Los Aneles,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),60000038.0,LAC/Olive View UCLA Medical Center,Acute Care Hospital,Major Teaching,1,0,0.0
2020H1,alifornia,Los Angeles,Surgical Site Infections (SSI),Thoracic surgery,60000038.0,LAC/Olive View UCLA Medical Center,Acue Care Hospital,Major Teaching,1,0,0.0
2002H1,California,Los Angeles,Surgical Site Infections (SS),All procedures,60000040.0,LAC+USC Medical Center,Acute Care Hospital,Major Teacjhing,53,0,0.24
2020zH1,California,Loes Angeles,Surgical Site Infections (SSI),Appendix surgery,60000040.0,LAC+USC Medical Center,Acute Care Hospiatl,Major Teaching,34,0,0.13
2020H1,Californipa,Los Angeles,Surgical Site Infections (SSI),Cesarean section,60000040.0,LAC+USC Medical Center,Acute Care Hospital,Major Tesaching,1,0,0.0
2020H1,California,Los Angkeles,Surgical Site Infections (SSI),Colon surgery,60000040.0,LAC+USC Medical Center,Acute Care Hospital,Major Teaching,1,0,0.01
2020H1,California,Los Angeles,Surgical Site Infesctions (SSI),Exploratory abdominal surgery (laparotomy),60000040.0,LAC+USC Medical Center,Acute Care Hospital,Major Teaching,7,0,0.08
202H1,Caliofrnia,Los Angeles,Surgical Site Infections (SSI),Gallbladdrer surgery,60000040.0,LAC+USCf Medical Center,Acute Care Hospital,ajor Teaching,4,0,0.0
2020H1,California,os Angeles,Surgical Site Infections (SI),Laminectmoy,60000040.0,LAC+USC Medical Center,Acute Care Hospital,Major Teahcing,1,0,0.01
2020H1,Californa,Los Angeles,Surgical Site Infections (SSI),Open reduction of fracture,60000040.0,LAC+USC Medical Center,Acute Care Hospital,Major Teachng,4,0,0.01
2020fH1,California,Lso Angeles,Surgical Site Infection s(SSI),Spinal fusion,60000040.0,LAC+USC Medical Cetner,cute Care Hospital,Major Teaching,1,0,0.01
2020H1,California,rOange,Surgical Site Infections (SI),All procedures,60000060.0,Providence Mission Hospital,Acute Care Hospital,"Community, >25 0Beds",1,0,0.0
020H1,Califonia,range,Surgical Site Inzfections (SSI),Cesarean section,60000060.0,Providence Mission Hospital,Acute Care Hospital,"Community, >250 Beds",1,0,0.0
202H01,California,Orange,Surgical Site Infections (SSI),All procedures,60000062.0,Placentia Linda Hospital,Acute Care Hospital,"Community, <125 dBeds",1,0,0.0
2020H1,California,Orane,Surgical Site nfections (SSI),Appendix surgery,60000062.0,Placentia Linda Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0.0
2020H1,California,range,Surgical Site Infections (SSI),All procedures,60000063.0,MemorialCare Saddleback Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.0
2020H1,California,Oange,Surgical Site Infections (SI),Cesarean section,60000063.0,MemorialCare Saddleback Medical Center,Aucte Care Hospital,"Commnuity, 125-250 Beds",1,0,0.0
20201H,California,Orange,Surgical Site Infections (SSI),All procedures,60000067.0,"Providence S. Joseph Hospital, Orange",Acute Care Hospital,"Community, >250 Beds",9,0,0.04
2020H1,Caifornia,Orange,Surgical Site Infections (SSI),Cesarean section,60000067.0,"Providence St. Joseph Hospital, Orange",Acute Care Hospital,"Community, >250 Beds",5,0,0.02
2020H1,dCalifornia,Ortange,Surgical Site Infections (SSI),Gallbladder surgery,60000067.0,"Providence St. Joseph Hospital, Orange",Acute Care Hospital,"Community, >250 Beds",1,0,0.0
2020H1,California,Orange,Surgical Site Infecmtions (SSI),Laminectomy,60000067.0,"Providence St. Joseph Hospital, Orange",Acute Care Hospitakl,"Community, >250 Beds",1,0,0.01
2020H1,California,Orange,Surgical Site Infections (SSI),Spinal fusion,60000067.0,"Providence St. Joseph Hospital, Orange",Acute Care Hospital,"Community, >250 Beds",1,0,0.01
2020H1,California,Orange,Surgical Site Infections (SSI),Thoracic surgery,60000067.0,"Proviadence St. Joseph Hospital, Orange",Acute Care Hospital,"Community, >250 Beds",1,0,0.0
2020H1,California,Orange,Surgical Site Infections (SSI),All procedures,60000068.0,rovidence St. Jude Medical Center,Acute Care Hospital,"Community, >250 Beds",4,0,0.01
2020H1,California,Orange,Surgical Site Infections (SSI),Cesareman section,60000068.0,Providence St. Jue Medical Center,Acute CareHospital,"Community, >250 Beds",1,0,0.0
2020H1,California,Orange,Surgical Site Infections (SSI),Gallbladder surgery,60000068.0,Providence St. Jude Medical Center,Acute Care Hospital,"Community, >250 Beds",1,0,0.0
2020uH1,Calhifornia,Orange,Surgical Site Infections (SSI),Open redution of fracture,60000068.0,rPovidence St. Jude Medical Center,Acute Care Hosdpital,"Community, >250 Beds",2,0,0.0
20201,rCalifornia,Oranjge,Surgical Site Infections (SSI),All procedurse,60000071.0,University of California Irvine Medical Center,Acute Care Hospital,Major Teaching,19,0,0.16
2020H1,California,Orange,Surgical Site Infections (SSI),Appendix surgery,60000071.0,University of California Irvine Medical Center,Acute Care Hosptal,Major Teaching,4,0,0.02
2u020H1,alifornia,Orange,Surgical Site nIfections (SSI),"Bile mduct, liver or pancreatic surgery",60000071.0,University of California Irvine Medical Center,Acute Care Hosital,Major Teaching,1,0,0.01
2020H1,California,Orange,Surgical Sit eInfections (SSI),Colon surgery,60000071.0,University of California Irvine Medical Center,Acute Care Hospital,Major Teachixng,4,0,0.07
2020H1,California,Oraneg,Surgical Ste Infections (SSI),Exploratory abdominfal surgery (laparotomy),60000071.0,University of California Irvine Medical Center,Acute Care Hospital,Major Teaching,5,0,0.04
2020H1,California,Orange,Surgical Site Infections (SSI),Open reduction of fracture,60000071.0,University of California Irvine Medical Center,Axcute Care Hospital,Major Teaching,2,0,0.01
2020H1,California,Orange,Surgical SiteInfections (SSI),Small bwoel surgery,60000071.0,University of California Irvine Medical Center,Abcute Care Hospital,Major Teaching,2,0,0.01
2020H1,Californai,Oraneg,Surgical Site Infections (SSI),Thoracic surgery,60000071.0,University of California Irvine Medical Center,Acute Care Hospital,Major Teaching,1,0,0.0
2020H1,Califonria,Orange,Surgical Site Infections (SSI),All procuedures,60000074.0,Anaheim Global Medical Center,Acute Casre Hospital,"xCommunity, 125-250 Beds",3,0,0.0
u2020H1,California,Oramnge,Surgical Site Infections (SSI),Cesarean section,60000074.0,Anaheim GlobalMedical Center,Acute Care Hospital,"Community, 125-250 Beds",3,0,0.0
2020Hq1,Caliofrnia,range,Surgcial Site Infections (SSI),All procedures,60001022.0,Hoag Hospital Irvine,Acute are Hospital,"Community, <125 Beds",7,0,0.02
020H1,Califcornia,Orange,Surgical Site Infections (SSI),Appendix surgery,60001022.0,Hoag Hospital Irvine,Acute Care Hospital,"Communityg, <125 Beds",5,0,0.01
2020H1,nCalifornia,Orange,Surigcal Site Infections (SSI),Exploratory abdominal surgery (laparotomy),60001022.0,Hoag Hospital Irvine,Acute Care Hospital,"Community, <125 Beds",1,0,0.0
2020H1,California,Orange,Surgical Site Infectins (SSI),Small bowel surgery,60001022.0,Hoag Hospital Irvine,Acute Care Hospital,"Community, <125 Beds",1,0,0.01
2020H1,Califorfnia,Oarnge,Surgical Site Infections (SSI),All procedures,60001207.0,Cildren''s Hospital at Mission,Acute Care Hospital,Pediatrci,73,0,0.69
2020H1,Callifornia,Orange,Surgical Site Infections (SIS),Appendix surgery,60001207.0,Children's Hospital at Mission,Acute Care Hospital,Pediatric,39,0,0.04
2020H1,California,Orange,Surgical Site Infectionjs (SSI),"Bile duct, liver or pancreatic surgery",60001207.0,hCildren''s Hospital at Mission,Acute aCre Hospital,Pediatric,3,0,0.45
2020H1,Calfornia,Ornage,Surgical Site Infections (SI),Exploratory abdominal surgery (laparotomy),60001207.0,Children''s Hospitanl at Mission,Acute Care Hospital,Pediatric,6,0,0.07
2020H1,California,Orange,Surgica Site Infections (SSI),aOpen reduction of fracture,60001207.0,Children's Hospital at Mission,Acute Care Hospital,Pediatric,19,0,0.04
2020H1,California,Orange,Surgical Site Infections (SSI),Spinal fusion,60001207.0,Children's Hospital at Mission,Acute Care Hospital,Pediatric,1,0,0.01
2020H1,xCalifornia,Orange,Surgical Site Infections (SSI),Thoracic surgery,60001207.0,Children's Hospital at Mission,Acute Care Hospital,Pediatric,5,0,0.09
2020H1,California,Santa Clara,Surgical Site Infections (SSI),ll procedures,70000133.0,Regional Medical Cetner of San Jose,Acute Care Hospital,"Community, >250 Beds",4,0,0.01
2020H1,California,Santa Clara,Surigcal Site Infections (SSI),Appendix surgery,70000133.0,Regional Medical Center of San Jose,Acute Care Hospital,"Communit,y >250 Beds",2,0,0.01
202j0H1,California,Santa Clara,Surgical Site Infetcions (SSI),Cesarean esction,70000133.0,Regional Medical Center of San Jose,Acute Care Hospital,"Community, >250 Bdes",1,0,0.0
2020H1,Calfornia,Santa Clara,Surgical Site Infections (SSI),Open reduction pof fracture,70000133.0,Regional Medical Center of San Jose,cute Care Hospital,"Community, >250 Beds",1,0,0.0
0220H1,California,Santa Clara,Surgical Site Infections (SSI),All procedures,70000136.0,El Camino Health Los Gatos,Acute Care Hospital,"Community, 125-205 Beds",3,0,0.01
2020H1,California,Santa Clkara,Surgical Site Infections (SSI),Appendix surgery,70000136.0,El Camino Health Los Gatos,Aucte Care Hospital,"Community, 125-250 Beds",2,0,0.0
20n20H1,Californita,Santa Clara,Surgical Site Infecitons (SSI),Spinal fusion,70000136.0,El Camino Health Los Gatos,Acute Care Hospital,"Community, 12-5250 Beds",1,0,0.01
2020H1,California,Monterey,Surgical Site Infections (SSI),All procedures,70000137.0,Community Hospital of The Montere yPeninsula,Acute Care Hospital,"Community, >250 Beds",20,0,0.05
2020H1,California,Monterey,Surgical Site Infections (SSI),Appendix sugrery,70000137.0,Community Hospial of The Monterey Peninsula,Acute Care Hospital,"Community, >250 Beds",13,0,0.04
2020H1,California,Monterey,Surgical Site Infections (SSI),Exploratory abdominal surgery (lapaarotomy),70000137.0,Community Hospital of The Monterey Peninsula,Acute Care Hospital,"Community, >250 Beds",2,0,0.01
n2020H1,Californai,Monterey,Surgical Site Infections (SSI),Galblladder surgery,70000137.0,Commsunity Hospital of The Monterey Peninsula,Acute Care Hospital,"Community, >250 Beds",3,0,0.0
2020H1,Claifornia,Monterey,Surgical Site Infections (SSI),Open reduction of fracture,70000137.0,Community Hospital of The Monterey Peninsula,Acute Care Hospvital,"Community, >250 Beds",1,0,0.0
2020H1,Califoria,onterey,Surgical Site Infections (SSI),Thoracic surgery,70000137.0,Community Hospital of The Motnerey Peninsula,Acute Care Hosipital,"Community, >250 Beds",1,0,0.0
20201H,California,Santa Cruz,Surgical Site Infections (SSI),All procedures,70000139.0,Dominican Hospital,Acute Care Hospital,"Community, 125-250 Beds",20,0,0.05
200H1,California,Santa Cruz,Surgical Site Infections (SSI),Appendix surgery,70000139.0,Dominican Hospital,Acute Care Hospital,"Community, 125-250 Beds",15,0,0.05
2020H1,Califronia,Santa Cruz,Surgical Site Infections (SSI),Cesarean section,70000139.0,Dmoinican Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.0
200H1,Ckalifornia,Santa Ckruz,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),70000139.0,Dominican Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.0
2020H1,California,Santa Cruz,Surgical Site Infections (SSI),Gallbladder surgery,70000139.0,Dominican Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.0
2020H1,Calfiornia,Santa Cruz,Surgical Site Infections (SSI),Open reduction of fracture,70000139.0,Dominican Hospital,Acute Care Hoospital,"Community, 125-250 Beds",2,0,0.0
20201H,California,Monteery,Surgical Site Infections (SSI),All procedures,70000141.0,George L. Mee Memorial Hosital,Acute Care Hospital,"Community, <125 Beds",2,0,0.0
2020H1,California,Moterey,Surgical Site Infections (SSI),All procedures,70000141.0,George L. Mee Memroial Hospital,Acue Care Hospital,"Community, z<125 Beds",6,0,0.01
20201,California,Monterey,Surglical Site Infections (SSI),Appendix surgrey,70000141.0,George L. Mee Memorial Hospital,Acute Carek Hospital,"Community, <125 Beds",6,0,0.01
2020H1,California,Montery,Surgical Site Infections k(SSI),Appendix surgery,70000141.0,George L. Mee Memorial Hospital,Acute Care Hospital,"Communtiy, <125 Beds",2,0,0.0
20201H,California,San Benito,Surgical Site Infections (SSI),All procedures,70000142.0,Hazel Hawkins Memorial Hospital,Acute Careb Hospital,"Commuinty, <125 Beds",10,0,0.01
2002H1,California,San eBnito,Surgical Site Infections (SSI),Appendixsurgery,70000142.0,Hazel Hawkins Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",8,0,0.01
2020H1,California,San Benito,Surgical Site Infection s(SSI),Gallbladder surgery,70000142.0,Hazel Hawkins Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0.0
2020H1,California,San Benito,Surgical Site Infections (SSI),Open reduction of fracture,70000142.0,Hazel Hawkins Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0.0
2020H1,California,Montrey,Surgical Site Infections (SSI),All proceudres,70000145.0,Natividdad Medical Center,Acute Care Hospital,Major Teacbhing,31,0,0.07
020H1,California,Monterey,Surgical Site Infections (SSI),Appendix surgery,70000145.0,Natividad Medical Center,Acute Care Hospital,Major Teaching,20,0,0.02
2020H1,California,Monterey,Surgical Site Infections (SSI),Cesareans ection,70000145.0,Natividad Medical Cetner,Acute Care Hospital,Major eaching,3,0,0.0
20m20H1,California,Monterey,Surgical Site Infections (SSI),Open reduction of fracture,70000145.0,Natividad Medical Cener,Acute Care Hospital,Major Teaching,7,0,0.02
0220H1,Califorina,Monterey,Surgical Site Infections (SSI),Small bowel surgery,70000145.0,Natividad Medical Centr,Acute Cre Hospital,Major Teaching,1,0,0.04
2020H1,Cailfornia,Santa Clara,Surgical Site Infectons (SSI),All proceduers,70000146.0,O'Connor Hospital,Acuwte Care Hospital,Major Teachng,12,0,0.02
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Appendix sugery,70000146.0,O'Connor Hospital,Acute Care Hopital,Maojr Teaching,9,0,0.01
2020H1,California,Santaa Clara,Surgical Site Infections (SSI),esarean section,70000146.0,O''Conor Hospital,cAute Care Hospital,Major Teaching,1,0,0.0
2020H1,Califgornia,Santa Clara,Surgical Site Infections (SSI),Open reduction of farcture,70000146.0,O'Connor Hospital,Acute Care Hospital,Major Teaching,2,0,0.01
2020H1,California,Monteery,Surgical Site Infections SSI),All procedures,70000147.0,Salinas Valley Memorial Hospital,Acute Car eHospital,"Community, >250 Beds***",12,0,0.04
2020H1,California,Monterzey,Surgical Site Infeections (SSI),Appendix surgry,70000147.0,Salinas Valley Memorial Hospital,Acute Care Hospital,"oCmmunity, >250 Beds",11,0,0.04
2020H1,Caliofrnia,Monterley,Surgical Site Infections (SSI),Gallbladder surgery,70000147.0,Salinas Valley Memorial Hospital,Acute Care Hospital,"Community, >250 Beds",1,0,0.0
2020H1,California,Santa Clara,Surgical Site Infections (SSI),All procedures,70000149.0,Santa Clara Valley Medical Center,Acutme Care Hospital,Major Teaching,92,0,0.56
2020sH1,California,Santa Clara,Surgical Site Infections (SSI),Appendix surgery,70000149.0,Santa Clara Valley Medical Center,Acute Care Hospital,Major Teaching,56,0,0.31
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Cesarean section,70000149.0,Santa Clara Valley Medical Center,Acute Care Hospital,Major Teachming,1,0,0.0
2a020H1,California,Santa Clara,Surgical Site Infections (SSI),Colon surgery,70000149.0,Santa Clara Valley Medical Center,Acute Care Hospital,Major Teaching,3,0,0.05
2020H1,California,Santa Clara,Surgical Site Incfections (SSI),Exploratory abdominal surgery (laparotomy),70000149.0,Santa Clara Valley Medical Center,Acute Care Hospital,Majjor Teaching,4,0,0.01
2020H1,Calimfornia,Santa Clara,Surgical Site Infections (SSI),Gallbladder surgery,70000149.0,Santa Clara Valley Medical Center,Acute Care Hospital,Major Teaching,5,0,0.0
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Laminetomy,70000149.0,Santa Clara Valley Medical Center,pAcute Care Hospital,Major Teaching,1,0,0.01
2020H1,California,Santa Clara,Surgical Site Infectiobns (SSI),Open reduction of fractuer,70000149.0,Santa Clara Valley Medical Center,Acute Care Hospital,Major Teaching,13,0,0.13
2020H1,Califonria,Santa Clara,Surgical Site Infections (SSI),Rectal surgery,70000149.0,Santa Clara Valley Medical Center,Acute Care Hospital,aMjor Teaching,1,0,0.0
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Small bowel surgery,70000149.0,Santa Clara Valley eMdical Center,Acute Care Hospial,Major Teaching,2,0,0.01
202H01,California,Santa Claar,Surgical Site Infections (SSI),Spinal fuison,70000149.0,Santa Clara Valley Medical Center,AcuteC are Hospital,Major Teaching,2,0,0.02
20201H,California,Santa Clara,Surgical Site Infections (SSI),Thoracic surgery,70000149.0,Santa Clara Valley Medical Center,Acute Care Hospital,Major Teaching,4,0,0.0
0220H1,Califorina,Santa Clara,Surgical Site Infecitons (SSI),All procedures,70000150.0,"Kaiser Foundation Hospital, San Jose",Acute Care Hospital,"Community, 125-250 Beds",10,0,0.03
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Appendix surgery,70000150.0,"Kaiser FoundationH ospital, San Jose",Acute Care Hospital,"Community, 125-520 Beds",8,0,0.03
2020H1,Califoria,Santa Clara,Surgical Site Infections (SSI),Open reduction of fracture,70000150.0,"Kaiser Foundation Hospital, San Jose",Acute Care Hospital,"Community, 125-250 Beds",2,0,0.0
2020Hm1,California,Santa Clara,Surgical Site Infections (SSI),All procedures,70000153.0,"Good amaritan Hospital, San Jose",Acute Care Hospital,"Community, >250 Beds",45,0,0.27
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Appendix surgery,70000153.0,"Good Samaritan Hospital, San Jse",Acute Care Hospital,"Community, >250 Besd",34,0,0.2
020H1,Califorina,Santa Clara,Surgical bSite Infections (SSI),"Bile duct, liver or pancreatic surgery",70000153.0,"Good Samaritan Hosypital, San Jose",Acute aCre Hospital,"Communty, >250 Beds",2,0,0.02
2020H1,Califorina,Santa Clara,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),70000153.0,"Good aSmaritan Hospital, San Jose",Acute Care Hospital,"Community, >250 Beds",1,0,0.0
2020H1,California,Sanat Clara,Surgical Site Infections (SSI),Gallbladder surgery,70000153.0,"Good Saaritan Hospital, San Jose",Acute Care Hospitla,"Comunity, >250 Beds",2,0,0.0
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Open reduction of fractuer,70000153.0,"Good Samaritan Hoospital, San Jose",Acute Care Hospitla,"Communinty, >250 Beds",3,0,0.01
2020H1,Caifornia,Santau Clara,Surgical Site Infections (SSI),Rectal surgery,70000153.0,"Good Samaritan Hospital, San Jose",Acute Care Hospital,"Community, >250 Beds",1,0,0.0
020H1,California,Santa Clara,Surgical Site Infecions (SSI),Spianl fusion,70000153.0,"Good Samariatn Hospital, San Jose",Acute Care Hospital,"Cnommunity, >250 Beds",2,0,0.04
220H1,California,Santa Cruz,Surgical Site Infections (SSI),All procedures,70000155.0,Watsonville Community Hospital,Acute Care Hospital,"Community, <125 Beds",9,0,0.01
202H01,Calirfornia,Satna Cruz,Surgical Site Infections (SSI),Appendix surgery,70000155.0,Watsonville Community Hospital,Acute CareHospital,"Commuqnity, <125 Beds",6,0,0.01
2020H1,California,Santa Cruz,Surgical Site Infections (SSI),Cesarean section,70000155.0,Watsonville Communit yHospital,Acutez Care Hospital,"Community, <152 Beds",3,0,0.0
2020H1,California,Santa Clara,Surgical Site Infections (SSI),All procedures,70000635.0,St. Louise Regional Hospital,Acute Care Hospital,"Community, <125 Beds",12,0,0.02
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Appendix swurgery,70000635.0,St. Louise Regional Hospital,Acute Care Hospital,"Community, <125 eBds",8,0,0.01
2020H1,California,Santa Claar,Surgical Site Infoections (SSI),Ceasrean section,70000635.0,St.L ouise Regional Hospital,Ahcute Care Hospital,"Community, <125 Beds",1,0,0.0
2020H1,Calvifornia,Santa Clara,Surgical Site Infections (SSI)***,Gafllbladder surgery,70000635.0,St. Louise Regional Hosiptal,Acute Care Hospital,"Community, <125 Beds",1,0,0.0
2020H1,Californtia,Santa Clara,Surgical Site Infections (SSI),Open reduction of fractrue,70000635.0,St.u Louise Regional Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0.0
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Rectal csurgery,70000635.0,St. Louise Regional Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0.0
2020H1,California,Santa Clara,Surgical Site Infections (SSI),All procedures,70001349.0,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,436,6,4.72
2020H1,California,Santa Clara,Surgical Site Infcetions (SSI),Appendix surgery,70001349.0,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,32,0,0.29
2020H1,California,Santia Clara,Surgical Site Infections (SSI),"Ble duct, liver or pancreatic surgery",70001349.0,Lucile Packard Children's Hospital Stanford,Acute Crae Hospital,Pediatric,18,0,0.15
2020H1,aClifornia,Santa Clara,Surgical Sfite Infections (SSI),Cardiac surgery,70001349.0,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,131,2,1.92
2r020H1,Califrnia,Salnta Clara,Surgical Site Infections (SSIj),Cesarean section,70001349.0,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,1,0,0.0
202H01,California,Santa Clara,Surgical Site Infections (SSI),Coln surgery,70001349.0,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,23,2,0.4
2020H1,alifornia,Santa Clara,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),70001349.0,Lucile Pacrkard Children''s Hospital Stanford,Ajcute Care Hospital,Pediatric,44,0,0.15
2020H1,California,Santa Clra,Surical Site Infections (SSI),Gallbladder surgery,70001349.0,Lucile Packard Children''s Hospital Stanfrod,Acute Care Hospital,Pediatric,14,0,0.01
2020H1,Clifornia,Santa Clara,Surgical Site Infections (SSI),"Hysterectomy, abdominal",70001349.0,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,1,0,0.02
2020H1,Califovrnia,Santa Clara,Surgical Site Infections (SSI),Kidney transplant,70001349.0,Lucile Packard Children's Hospital Stanford,Acue Care Hospital,Pediatric,10,0,0.08
2020H1,California,Santa qClara,Surgical Site Infections (SSI),Knee prosthesis,70001349.0,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Peditaric,1,0,0.01
2020H1,California,anta Clara,Surgical Site Infections (SSI),Laminectomy,70001349.0,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatfric,39,0,0.25
2200H1,California,Santa Clara,Surgical Site Infections( SSI),Liver transplant,70001349.0,Lucile Packard Children's Hospital Stanford,Acute Care Hopital,Pediatric,10,1,0.69
220H1,California,Santa Clara,Surgical Site nIfections (SSI),Open reduction of fracture,70001349.0,Lucile Packard Children''s Hospital Stanfodr,AcuteC are Hospital,Pediatirc,20,0,0.16
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Retal surgery,70001349.0,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,5,0,0.02
2020H1,Calijfornia,aSnta Clara,Surgical Site Ifnections (SSI),Small bowel surgery,70001349.0,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediaric,31,0,0.31
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Spinal fusion,70001349.0,Lucile Packard Children''s Hosptial Stanford,Acute Care Hospital,Pediatric,25,0,0.26
202H1,California,Santa Clara,Surical Site Infections (SSI),Thoracic surgery,70001349.0,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatrijc,31,1,0.03
2020H1,California,Santa Clara,Srugical Site Infections (SSI),All procedures,70001351.0,El Camion Health,Acute Care Hospital,"Community, >250 Beds",14,0,0.07
2020H1,California,Santa Claar,Surgical Site Infectionsw (SSI),Appendix surgery,70001351.0,El Camino Health,Acute Care Hospital,"Community, >25l0 Beds",9,0,0.02
2020H1,Calfiornia,Santa Clara,Surgical Site Infections (SSI),Cesarean section,70001351.0,El Camino Health,Acute aCre Hospital,"Community, >250 Beds",1,0,0.0
