ObjectId,APNO,MixedUse,SqFootage,ProjType,Rooms,Units,BldLots,NonBldLots,AppType,WorkType,SubWrkType,ProjName,Category,BOZA,BOZADate,PC,PCDate,LDT,LDTDate,DRC,DRCDate,STNO,PreDir,Address,Suffix,PostDir,SubD,CreYear,LastYear,XCoord,YCoord,Latitude,Longitude
448,17DEVPLAN1123,0,1200,auto services,0,0,0,0,SITEPLAN,DEVPLAN,MISC,4350 Taylor Blvd CAT2B,commercial,Approved,7/30/2018, ,, ,, ,,4350, ,TAYLOR,BLVD, , ,2017,2018,1199725.453,249872.9478,38.17608896,-85.78309082
449,17DEVPLAN1118,1,4627,retail,0,0,0,0,SITEPLAN,DEVPLAN,CAT3,2510 Portland Ave,commercial, ,, ,, ,,Approved,11/15/2017,2510, ,PORTLAND,AVE, , ,2017,2017,1198418.442,284345.5626,38.27067817,-85.78964133
450,17DEVPLAN1118,1,0,multi-family,0,6,0,0,SITEPLAN,DEVPLAN,CAT3,2510 Portland Ave,multi family, ,, ,, ,,Approved,11/15/2017,2510, ,PORTLAND,AVE, , ,2017,2017,1198418.442,284345.5626,38.27067817,-85.78964133
451,17DEVPLAN1114,0,0,multi-family,0,40,0,0,SITEPLAN,DEVPLAN,LRDDP,Beckley Villiage,multi family, ,, ,, ,, ,,100, ,BECKLEY RIDGE,LN, , ,2017,2017,1281844.215,273103.5353,38.24327833,-85.49854782
452,17DEVPLAN1113,0,828800,warehouse,0,0,0,0,SITEPLAN,DEVPLAN,CAT3,UPS Supply Chain/ Bld 8,industrial, ,, ,, ,,Approved,08/02/2017,8100, ,AIR COMMERCE,DR, , ,2017,2017,1217296.193,231021.8986,38.12511708,-85.72092855
453,17DEVPLAN1113,0,20000,office,0,0,0,0,SITEPLAN,DEVPLAN,CAT3,UPS Supply Chain/ Bld 8,commercial, ,, ,, ,,Approved,08/02/2017,8100, ,AIR COMMERCE,DR, , ,2017,2017,1217296.193,231021.8986,38.12511708,-85.72092855
454,17DEVPLAN1111,0,3250,restaurant,0,0,0,0,SITEPLAN,DEVPLAN,LRDDP,Spring River,commercial, ,, ,,Approved,09/14/2017, ,,2303, ,RIVER,RD, ,100,2017,2017,1221694.712,284737.6931,38.27279509,-85.70859713
455,17DEVPLAN1110,0,29700,manufacturing,0,0,0,0,SITEPLAN,DEVPLAN,CAT3,Advanced Business Solutions,industrial,Approved,8/7/2017, ,, ,, ,,1829, ,PAYNE,ST,R, ,2017,2017,1219880.373,277671.8365,38.25331562,-85.71452489
456,17DEVPLAN1109,0,2950,office,0,0,0,0,SITEPLAN,DEVPLAN,MISC,1032 E Chestnut,commercial, ,, ,, ,,Approved,09/20/2017,1032,E,CHESTNUT,ST, , ,2017,2017,1214357.278,275726.1251,38.24773065,-85.73364672
457,17DEVPLAN1107,0,21300,industrial,0,0,0,0,SITEPLAN,DEVPLAN,LRDDP,Terra View Trail,industrial, ,, ,, ,,Approved,07/19/2017,14105, ,AIKEN,RD, , ,2017,2017,1283339.734,282517.9457,38.26918353,-85.49378371
458,17DEVPLAN1102,0,16600,warehouse,0,0,0,0,SITEPLAN,DEVPLAN,LRDDP,Marrilla Warehouse Rental,industrial, ,, ,, ,, ,,4819, ,POPLAR LEVEL,RD, , ,2017,2017,1227783.214,248741.2719,38.1742233,-85.68543756
459,17DEVPLAN1101,0,39900,mini-warehouse,0,0,0,0,SITEPLAN,DEVPLAN,MISC,William Self-Storage,commercial, ,, ,, ,,Approved,10/18/2017,4530, ,POPLAR LEVEL,RD, , ,2017,2017,1222715.367,252774.8299,38.18507997,-85.70328568
460,17DEVPLAN1022,0,14288,warehouse,0,0,0,0,SITEPLAN,DEVPLAN,MISC,One Stroke Inks Expansion,industrial, ,, ,, ,, ,,454, ,ROBERTS,AVE, , ,2017,2017,1206010.227,241805.3899,38.1542234,-85.76077078
461,17MINORPLAT1168,0,0,zoned R4,0,0,2,0,SUBDIV,MINORPLAT,LMAP,8801 Brownsboro Rd,minorplat, ,, ,, ,,Approved,02/28/2018,8801, ,BROWNSBORO,RD, , ,2017,2018,1256123.565,295644.1157,38.30417647,-85.58923596
462,17DEVPLAN1021,0,1170,manufacturing,0,0,0,0,SITEPLAN,DEVPLAN,MISC,Plant Expansion,industrial, ,, ,, ,,Approved,04/05/2017,1844, ,NORTHWESTERN,PKY, , ,2017,2017,1201683.437,282826.6759,38.26665719,-85.77818248
463,17ZONE1070,0,4000,convenience store,0,0,0,0,ZONE,ZONE,LZONE,4949 Terry Rd,commercial, ,,Approved,03/29/2018,Sent to PC,03/08/2018, ,,4949, ,TERRY,RD, , ,2017,2018,1176823.093,250790.1487,38.17753328,-85.86280427
464,17MINORPLAT1167,0,0,zoned M2,0,0,2,0,SUBDIV,MINORPLAT,LMAP,Poplar Level Self-Storage,minorplat, ,, ,, ,, ,,4530, ,POPLAR LEVEL,RD, , ,2017,2017,1222910.113,253053.3517,38.18585313,-85.7026235
465,17DEVPLAN1019,0,2255,retail,0,0,0,0,SITEPLAN,DEVPLAN,LRDDP,9903 Brownsboro Road,commercial, ,, ,, ,,Approved,08/02/2017,9903, ,BROWNSBORO,RD, , ,2017,2017,1262955.973,299244.5694,38.31433263,-85.56560795
466,17ZONE1069,0,0,multi-family,0,54,0,0,ZONE,ZONE,LZONE,Park Lake Apt Expansion,multi family, ,,Approved,03/29/2018,Sent to PC,03/08/2018, ,,7100, ,LEISURE,LN, , ,2017,2018,1240939.865,221840.6492,38.10091576,-85.63826589
467,17MINORPLAT1166,0,0,zoned W2,0,0,3,0,SUBDIV,MINORPLAT,LMAP,1555 River Rd.,minorplat, ,, ,, ,, ,,1555, ,RIVER,RD, , ,2017,2017,1216182.929,281973.6561,38.26496477,-85.72763943
468,17DEVPLAN1019,0,6717,restaurant,0,0,0,0,SITEPLAN,DEVPLAN,LRDDP,9903 Brownsboro Road,commercial, ,, ,, ,,Approved,08/02/2017,9903, ,BROWNSBORO,RD, , ,2017,2017,1262955.973,299244.5694,38.31433263,-85.56560795
469,17ZONE1067,0,12000,warehouse,0,0,0,0,ZONE,ZONE,LZONE,8319 Preston Hwy,industrial, ,, ,,Sent to PC,12/13/2018, ,,8319, ,PRESTON,HWY, , ,2017,2018,1228723.369,233047.2445,38.13117243,-85.68131921
470,17MINORPLAT1163,0,0,zoned R5,0,0,2,0,SUBDIV,MINORPLAT,LMAP,1808 N English Station Rd,minorplat, ,, ,, ,, ,,1808,N,ENGLISH STATION,RD, , ,2017,2017,1275988.672,283453.8392,38.27147786,-85.51943092
471,17DEVPLAN1019,0,2500,banking,0,0,0,0,SITEPLAN,DEVPLAN,LRDDP,9903 Brownsboro Road,commercial, ,, ,, ,,Approved,08/02/2017,9903, ,BROWNSBORO,RD, , ,2017,2017,1262955.973,299244.5694,38.31433263,-85.56560795
472,17ZONE1065,0,13600,retail,0,0,0,0,ZONE,ZONE,LZONE,Marshall Ave Retail,commercial, ,,Approved,08/16/2018,Sent to PC,03/22/2018, ,,101, ,MARSHALL,DR, , ,2017,2018,1242908.084,276721.9941,38.25168554,-85.63429321
473,17MINORPLAT1161,0,0,zoned R6,0,0,2,0,SUBDIV,MINORPLAT,LMAP,Tucker Station Apartments,minorplat, ,, ,, ,, ,,1411, ,TUCKER STATION,RD, , ,2017,2017,1274638.678,265217.6019,38.22135463,-85.52325474
474,17DEVPLAN1016,0,0,multi-family,0,496,0,0,SITEPLAN,DEVPLAN,LRDDP,Wildwood Green,multi family, ,, ,, ,,Approved,06/14/2017,6005, ,FEGENBUSH,LN, , ,2017,2017,1243124.629,245278.9607,38.1653611,-85.6318965
475,17ZONE1064,0,5632,veternary,0,0,0,0,ZONE,ZONE,LZONE,St. Matthews Animal Clinic,commercial, ,,Approved,02/15/2018,Sent to PC,01/25/2018, ,,107, ,FAIRFAX,AVE, , ,2017,2018,1238251.713,276896.875,38.25197241,-85.65051544
476,17MINORPLAT1160,0,0,zoned R4,0,0,3,0,SUBDIV,MINORPLAT,LMPLF,Sutherland Point,minorplat, ,, ,, ,, ,,15905, ,AIKEN,RD, , ,2017,2017,1289258.789,283097.8181,38.27099338,-85.4731955
477,17DEVPLAN1015,0,0,multi-family,0,26,0,0,SITEPLAN,DEVPLAN,LRDDP,Austin Garden,multi family, ,, ,, ,, ,,6407, ,APPLEGATE,LN, , ,2017,2017,1240313.786,232966.8248,38.13143924,-85.64102522
478,17ZONE1062,1,0,single-family,0,0,28,0,ZONE,ZONE,LZONE,4804 E Indian Trail,single family, ,, ,, ,, ,,4804,E,INDIAN,TRL, , ,2017,2017,1231695.696,250806.8435,38.18006138,-85.67194022
479,17MINORPLAT1157,0,0,zoned R4,0,0,2,0,SUBDIV,MINORPLAT,LMAP,7007 Old Heady Rd,minorplat, ,, ,, ,, ,,7007, ,OLD HEADY,RD, , ,2017,2017,1288997.816,234274.4275,38.13692579,-85.47184851
480,17ZONE1062,1,20600,retail,0,0,0,0,ZONE,ZONE,LZONE,4804 E Indian Trail,commercial, ,, ,, ,, ,,4804,E,INDIAN,TRL, , ,2017,2017,1231695.696,250806.8435,38.18006138,-85.67194022
481,17DEVPLAN1013,0,129722,warehouse,0,0,0,0,SITEPLAN,DEVPLAN,LRDDP,LINAK Expansion,industrial, ,, ,, ,, ,,11710, ,LA GRANGE,RD, , ,2017,2017,1276239.228,284211.766,38.27356841,-85.51859462
482,17ZONE1062,1,14466,religious,0,0,0,0,ZONE,ZONE,LZONE,4804 E Indian Trail,institutional, ,, ,, ,, ,,4804,E,INDIAN,TRL, , ,2017,2017,1231695.696,250806.8435,38.18006138,-85.67194022
483,17MINORPLAT1154,0,0,zoned R4 & R6,0,0,2,0,SUBDIV,MINORPLAT,LMAP,Life Bridge Chiristian Church,minorplat, ,, ,, ,, ,,8001, ,DAMASCUS,RD, , ,2017,2017,1248193.318,229771.3299,38.12298881,-85.61347029
484,17DEVPLAN1013,0,30054,office,0,0,0,0,SITEPLAN,DEVPLAN,LRDDP,LINAK Expansion,commercial, ,, ,, ,, ,,11710, ,LA GRANGE,RD, , ,2017,2017,1276239.228,284211.766,38.27356841,-85.51859462
485,17ZONE1062,1,0,multi-family,0,24,0,0,ZONE,ZONE,LZONE,4804 E Indian Trail,multi family, ,, ,, ,, ,,4804,E,INDIAN,TRL, , ,2017,2017,1231695.696,250806.8435,38.18006138,-85.67194022
486,17MINORPLAT1151,0,0,zoned OR3,0,0,2,0,SUBDIV,MINORPLAT,LMAP,Middletown Apartments,minorplat, ,, ,, ,, ,,114, ,URTON,LN, , ,2017,2017,1278931.476,272162.0446,38.24058437,-85.50864392
487,17DEVPLAN1012,0,134000,mini-warehouse,0,0,0,0,SITEPLAN,DEVPLAN,LRDDP,Climate Controlled SelfStorage,commercial, ,, ,, ,, ,,8050, ,WARWICK,AVE, , ,2017,2017,1250537.241,280453.2687,38.26224235,-85.6079207
488,17ZONE1061,0,10000,retail,0,0,0,0,ZONE,ZONE,LZONE,4526 Cane Run Rd,commercial, ,, ,, ,, ,,4524, ,CANE RUN,RD, , ,2017,2017,1181644.249,256714.4371,38.19402967,-85.84639242
489,17MINORPLAT1150,0,0,zoned R4,0,0,2,0,SUBDIV,MINORPLAT,LMAP,8102 Glaser Ln,minorplat, ,, ,, ,, ,,8102, ,GLASER,LN, , ,2017,2017,1249067.77,237364.8249,38.14387404,-85.61082089
490,17DEVPLAN1011,0,4500,convenience store,0,0,0,0,SITEPLAN,DEVPLAN,MISC,National Turnpike Gas Station,commercial,Approved,4/17/2017, ,, ,, ,,1101, ,FAIRDALE,RD, , ,2017,2017,1209800.256,226947.1334,38.11359748,-85.74675258
491,17ZONE1061,0,66300,mini-warehouse,0,0,0,0,ZONE,ZONE,LZONE,4526 Cane Run Rd,commercial, ,, ,, ,, ,,4524, ,CANE RUN,RD, , ,2017,2017,1181644.249,256714.4371,38.19402967,-85.84639242
492,17MINORPLAT1148,0,0,zoned R4,0,0,2,0,SUBDIV,MINORPLAT,LMAP,10631 Taylorsville Rd,minorplat, ,, ,, ,, ,,10631, ,TAYLORSVILLE,RD, , ,2017,2017,1264758.656,253875.2664,38.18983141,-85.55708179
493,17DEVPLAN1010,0,4400,convenience store,0,0,0,0,SITEPLAN,DEVPLAN,LRDDP,Thornton's Gas Station,commercial, ,,Approved,05/11/2017, ,,Approved,04/05/2017,4170, ,TAYLOR,BLVD, , ,2017,2017,1199557.388,251246.064,38.17985136,-85.78375492
494,17ZONE1060,0,109997,mini-warehouse,0,0,0,0,ZONE,ZONE,LZONE,7500 Bardstown Rd,commercial, ,,No Recommendation,07/05/2018,Sent to PC,04/26/2018, ,,7500, ,BARDSTOWN,RD, , ,2017,2018,1256880.99,235332.8616,38.1386086,-85.58355385
495,17MINORPLAT1146,0,0,zoned R4,0,0,2,0,SUBDIV,MINORPLAT,LMAP,8900 Adrienne Way,minorplat, ,, ,, ,, ,,8900, ,ADRIENNE,WAY, , ,2017,2017,1283334.595,292547.4323,38.29672176,-85.49427352
496,17DEVPLAN1009,0,147500,warehouse,0,0,0,0,SITEPLAN,DEVPLAN,CAT3,DCL Louisville,industrial, ,, ,, ,,Approved,04/05/2017,6819, ,ENTERPRISE,DR, , ,2017,2017,1208218.631,240658.6678,38.1511741,-85.75302673
497,17ZONE1059,1,71100,retail,0,0,0,0,ZONE,ZONE,LZONE,Covington By the Park,commercial, ,, ,, ,, ,,4501, ,TAYLORSVILLE LAKE,RD, , ,2017,2017,1293261.189,250403.6996,38.18136778,-85.45776221
498,17MINORPLAT1144,0,0,zoned R6,0,0,2,0,SUBDIV,MINORPLAT,LMPROW,158 Thierman Ln,minorplat, ,, ,, ,, ,,158, ,THIERMAN,LN, ,1,2017,2017,1239850.079,278203.9215,38.25562776,-85.64501901
499,17DEVPLAN1009,0,15000,office,0,0,0,0,SITEPLAN,DEVPLAN,CAT3,DCL Louisville,commercial, ,, ,, ,,Approved,04/05/2017,6819, ,ENTERPRISE,DR, , ,2017,2017,1208218.631,240658.6678,38.1511741,-85.75302673
500,17ZONE1057,0,14550,retail,0,0,0,0,ZONE,ZONE,LZONE,10515 Taylorsville Rd,commercial, ,,Approved,01/04/2018,Sent to PC,12/14/2017, ,,10515, ,TAYLORSVILLE,RD, , ,2017,2018,1263736.388,254216.2225,38.1907277,-85.56065511
501,17MINORPLAT1141,0,0,zoned R4,0,0,2,0,SUBDIV,MINORPLAT,LMAP,1608 Penile Rd,minorplat, ,, ,, ,, ,,1608, ,PENILE,RD, , ,2017,2017,1196158.333,225585.6898,38.10924106,-85.79408161
502,17DEVPLAN1008,0,16525,retail,0,0,0,0,SITEPLAN,DEVPLAN,LRDDP,Middletown Shops 6,commercial, ,, ,,Approved,03/09/2017, ,,0, , , , , ,2017,2017,1277155.818,273770.8068,38.24493483,-85.51490267
503,17LSCAPE1075,0,996,office,0,0,0,0,SITEPLAN,LSCAPE,LSCAPE,BKJ Properties Building Add.,commercial, ,, ,, ,, ,,5307, ,VALLEY STATION,RD, , ,2017,2017,1176605.439,224860.4664,38.10632999,-85.86198272
504,17DEVPLAN1100,0,2690,shelter/food service,0,0,0,0,SITEPLAN,DEVPLAN,MISC,St John Center,institutional,Approved,7/10/2017, ,, ,, ,,700,E,MUHAMMAD ALI,BLVD, , ,2017,2017,1212371.602,276215.2018,38.24898545,-85.7405877
505,17MINORPLAT1082,0,0,zoned C1 & CM,0,0,2,0,SUBDIV,MINORPLAT,LMPLF,Old Henry Crossing,minorplat, ,, ,, ,, ,,2101, ,HIGH WICKHAM,PL, , ,2017,2017,1284310.198,283027.178,38.27061769,-85.49042765
506,17ZONE1054,0,25459,medical,0,0,0,0,ZONE,ZONE,LZONE,2944 Breckenridge LN,commercial, ,,Approved,05/10/2018,Sent to PC,04/12/2018, ,,2944, ,BRECKENRIDGE,LN, , ,2017,2018,1243148.448,265773.5145,38.22163421,-85.63288388
507,17ZONE1054,0,5100,convenience store,0,0,0,0,ZONE,ZONE,LZONE,2944 Breckenridge LN,commercial, ,,Approved,05/10/2018,Sent to PC,04/12/2018, ,,2944, ,BRECKENRIDGE,LN, , ,2017,2018,1243148.448,265773.5145,38.22163421,-85.63288388
508,17ZONE1052,0,10001,office,0,0,0,0,ZONE,ZONE,LZONE,Payne Street Office,commercial, ,,Approved,12/21/2017,Sent to PC,11/30/2017, ,,1701, ,PAYNE,ST, , ,2017,2017,1219098.261,277480.0736,38.25275492,-85.71723752
509,17ZONE1051,0,8358,gallery,0,0,0,0,ZONE,ZONE,LZONE,Architype Gallery/Bar,commercial, ,,Approved,01/04/2018,Sent to PC,12/14/2017, ,,1764, ,FRANKFORT,AVE, , ,2017,2018,1219207.846,278874.8239,38.25658922,-85.7169333
510,17ZONE1050,0,222000,recreation,0,0,0,0,ZONE,ZONE,LZONE,Louisville City Football Club,commercial, ,,Approved,02/01/2018,Sent to PC,01/11/2018,Approved,09/19/2018,270,N,CAMPBELL,ST, , ,2017,2018,1214555.569,279872.1512,38.25912295,-85.73318881
511,17ZONE1050,0,606572,commercial,0,0,0,0,ZONE,ZONE,LZONE,Louisville City Football Club,commercial, ,,Approved,02/01/2018,Sent to PC,01/11/2018,Approved,09/19/2018,270,N,CAMPBELL,ST, , ,2017,2018,1214555.569,279872.1512,38.25912295,-85.73318881
512,17ZONE1049,0,600,office,0,0,0,0,ZONE,ZONE,LZONE,Williams Prop. Self-Storage,commercial, ,,Approved,03/15/2018,Sent to PC,02/22/2018, ,,4627, ,BARDSTOWN,RD, , ,2017,2018,1245669.154,250749.5158,38.18048621,-85.62333092
513,17ZONE1049,0,63150,mini-warehouse,0,0,0,0,ZONE,ZONE,LZONE,Williams Prop. Self-Storage,commercial, ,,Approved,03/15/2018,Sent to PC,02/22/2018, ,,4627, ,BARDSTOWN,RD, , ,2017,2018,1245669.154,250749.5158,38.18048621,-85.62333092
514,17ZONE1048,0,11500,restaurant,0,0,0,0,ZONE,ZONE,LZONE,Bullitt Lane Restaurants,commercial, ,,Approved,06/07/2018,Sent to PC,04/26/2018, ,,400, ,BULLITT,LN, , ,2017,2018,1247096.128,274459.6395,38.24564571,-85.61959368
515,17ZONE1045,0,27610,retail,0,0,0,0,ZONE,ZONE,LZONE,8912 Smyrna Pwy,commercial, ,,Approved,03/15/2018,Sent to PC,02/08/2018, ,,8912, ,SMYRNA,PKY, , ,2017,2018,1239023.579,228870.6693,38.12013875,-85.64529444
516,17ZONE1045,0,20150,restaurant,0,0,0,0,ZONE,ZONE,LZONE,8912 Smyrna Pwy,commercial, ,,Approved,03/15/2018,Sent to PC,02/08/2018, ,,8912, ,SMYRNA,PKY, , ,2017,2018,1239023.579,228870.6693,38.12013875,-85.64529444
517,17ZONE1045,0,1500,office,0,0,0,0,ZONE,ZONE,LZONE,8912 Smyrna Pwy,commercial, ,,Approved,03/15/2018,Sent to PC,02/08/2018, ,,8912, ,SMYRNA,PKY, , ,2017,2018,1239023.579,228870.6693,38.12013875,-85.64529444
518,17ZONE1045,0,28695,mini-warehouse,0,0,0,0,ZONE,ZONE,LZONE,8912 Smyrna Pwy,commercial, ,,Approved,03/15/2018,Sent to PC,02/08/2018, ,,8912, ,SMYRNA,PKY, , ,2017,2018,1239023.579,228870.6693,38.12013875,-85.64529444
519,17ZONE1044,0,72150,warehouse,0,0,0,0,ZONE,ZONE,LZONE,Nicklies- Old La Grange,industrial, ,,Approved,01/18/2018,Sent to PC,12/14/2017, ,,12413, ,OLD LA GRANGE,RD, , ,2017,2018,1277930.189,290456.9632,38.29077989,-85.51300327
520,17ZONE1043,0,360,salon,0,0,0,0,ZONE,ZONE,LZONE,Taylor Styles Salon,commercial, ,,Approved,08/02/2018,Sent to PC,07/12/2018, ,,9101, ,TAYLORSVILLE,RD, , ,2017,2018,1255905.794,262830.0812,38.21406986,-85.58833326
521,17ZONE1042,0,9947,auto services,0,0,0,0,ZONE,ZONE,LZONE,Speedwash Car Cash,commercial, ,,Approved,02/01/2018,Sent to PC,01/11/2018, ,,0, , , , , ,2017,2018,1258136.407,232059.1645,38.12966969,-85.57902514
522,17ZONE1039,0,10444,grocery,0,0,0,0,ZONE,ZONE,LZONE,Crossroads IPA,commercial, ,,Approved,03/29/2018,Sent to PC,02/22/2018, ,,6101, ,FEGENBUSH,LN, , ,2017,2018,1240972.338,243759.1885,38.16109933,-85.63930193
523,17ZONE1038,0,10125,retail,0,0,0,0,ZONE,ZONE,LZONE,3421 taylor Blvd,commercial, ,, ,,Continued,08/09/2018, ,,3421, ,TAYLOR,BLVD, , ,2017,2018,1200127.038,258138.6698,38.19880202,-85.78217233
524,17ZONE1038,0,8390,restaurant,0,0,0,0,ZONE,ZONE,LZONE,3421 taylor Blvd,commercial, ,, ,,Continued,08/09/2018, ,,3421, ,TAYLOR,BLVD, , ,2017,2018,1200127.038,258138.6698,38.19880202,-85.78217233
525,17ZONE1038,0,4074,convenience store,0,0,0,0,ZONE,ZONE,LZONE,3421 taylor Blvd,commercial, ,, ,,Continued,08/09/2018, ,,3421, ,TAYLOR,BLVD, , ,2017,2018,1200127.038,258138.6698,38.19880202,-85.78217233
526,17ZONE1035,0,2576,office,0,0,0,0,ZONE,ZONE,LZONE,6305 Camp Ground Rd,commercial, ,,Approved,07/16/2018,Sent to PC,06/28/2018, ,,6305, ,CAMP GROUND,RD, , ,2017,2018,1175388.909,255875.1683,38.19142564,-85.86810341
527,17ZONE1035,0,0,multi-family,0,38,0,0,ZONE,ZONE,LZONE,6305 Camp Ground Rd,multi family, ,,Approved,07/19/2018,Sent to PC,06/28/2018, ,,6305, ,CAMP GROUND,RD, , ,2017,2018,1175388.909,255875.1683,38.19142564,-85.86810341
528,17ZONE1034,0,0,multi-family,0,144,0,0,ZONE,ZONE,LZONE,5002 Shepherdsville Rd,multi family, ,, ,, ,, ,,5002, ,SHEPHERDSVILLE,RD, , ,2017,2017,1234877.311,250068.0121,38.17816711,-85.66083375
529,17ZONE1032,0,0,single-family,0,0,108,2,ZONE,ZONE,LZONE,16401 Shelbyville Rd.,single family, ,,Approved,11/16/2017,Sent to PC,10/26/2017, ,,16401, ,SHELBYVILLE,RD, , ,2017,2017,1295888.006,270729.9177,38.23727342,-85.44954541
530,17ZONE1030,0,0,multi-family,0,24,0,0,ZONE,ZONE,LZONE,Charleswood Apts,multi family, ,, ,, ,, ,,5208, ,CHATHAMWOOD,CT, , ,2017,2017,1233936.775,221170.1239,38.0987823,-85.66256358
531,17ZONE1029,0,1210,office,0,0,0,0,ZONE,ZONE,LZONE,Office Building,commercial, ,,Approved,10/19/2017,Sent to PC,09/28/2017, ,,704, ,BRECKENRIDGE,LN, , ,2017,2017,1236335.278,273045.7463,38.24131821,-85.65698342
532,17ZONE1029,0,0,multi-family,0,2,0,0,ZONE,ZONE,LZONE,Office Building,multi family, ,,Approved,10/19/2017,Sent to PC,09/28/2017, ,,704, ,BRECKENRIDGE,LN, , ,2017,2017,1236335.278,273045.7463,38.24131821,-85.65698342
533,17ZONE1027,0,881,medical,0,0,0,0,ZONE,ZONE,LZONE,Eberle Othodontics,commercial, ,,Approved,02/15/2018,Sent to PC,01/11/2018, ,,13913, ,SHELBYVILLE,RD, , ,2017,2018,1284082.6,271864.5524,38.23995944,-85.49069661
534,17ZONE1025,1,0,senior living,0,72,0,0,ZONE,ZONE,LZONE,Artis Senior Living,multi family, ,,Approved,11/06/2017,Sent to PC,10/26/2017, ,,4922, ,BROWNSBORO,RD, , ,2017,2017,1244007.584,287432.3479,38.28113819,-85.63102406
535,17ZONE1025,1,6000,retail,0,0,0,0,ZONE,ZONE,LZONE,Artis Senior Living,commercial, ,,Approved,11/06/2017,Sent to PC,10/26/2017, ,,4922, ,BROWNSBORO,RD, , ,2017,2017,1244007.584,287432.3479,38.28113819,-85.63102406
536,17ZONE1025,1,4200,banking,0,0,0,0,ZONE,ZONE,LZONE,Artis Senior Living,commercial, ,,Approved,11/06/2017,Sent to PC,10/26/2017, ,,4922, ,BROWNSBORO,RD, , ,2017,2017,1244007.584,287432.3479,38.28113819,-85.63102406
537,17ZONE1022,0,43436,mini-warehouse,0,0,0,0,ZONE,ZONE,LZONE,Orell Mini-Warehouse,commercial, ,,Approved,11/02/2017,Sent to PC,10/12/2017, ,,11905, ,DIXIE,HWY, , ,2017,2017,1170926.315,216233.8875,38.08237017,-85.88118557
538,17ZONE1021,0,24550,retail,0,0,0,0,ZONE,ZONE,LZONE,Oreo 6 Development,commercial, ,, ,, ,, ,,2420, ,ARNOLD PALMER,BLVD, , ,2017,2017,1284686.812,284446.4216,38.2745285,-85.48918245
539,17ZONE1020,0,0,multi-family,0,244,0,0,ZONE,ZONE,LZONE,Morat Ave Apts,multi family, ,,Approved,09/21/2017,Sent to PC,07/27/2017, ,,1701, ,ALPHA,AVE, , ,2017,2017,1264005.53,282688.1828,38.26891463,-85.56112891
540,17ZONE1019,0,153275,warehouse,0,0,0,0,ZONE,ZONE,LZONE,Orell Warehouse,industrial, ,,Approved,11/02/2017,Sent to PC,10/12/2017, ,,6605,W,ORELL,RD, , ,2017,2017,1169546.127,214634.5958,38.07791192,-85.88588117
541,17ZONE1019,0,7225,office,0,0,0,0,ZONE,ZONE,LZONE,Orell Warehouse,commercial, ,,Approved,11/02/2017,Sent to PC,10/12/2017, ,,6605,W,ORELL,RD, , ,2017,2017,1169546.127,214634.5958,38.07791192,-85.88588117
542,17DEVPLAN1008,0,5875,restaurant,0,0,0,0,SITEPLAN,DEVPLAN,LRDDP,Middletown Shops 6,commercial, ,, ,,Approved,03/09/2017, ,,0, , , , , ,2017,2017,1277155.818,273770.8068,38.24493483,-85.51490267
543,17LSCAPE1039,0,7900,restaurant,0,0,0,0,SITEPLAN,LSCAPE,LSCAPR,Texas Roadhouse,commercial, ,, ,, ,, ,,5005, ,SHELBYVILLE,RD, , ,2017,2017,1246518.419,276714.287,38.25181269,-85.62172196
544,17MINORPLAT1138,0,0,zoned C1,0,0,4,0,SUBDIV,MINORPLAT,LMPLF,Preston Place,minorplat, ,, ,, ,, ,,3408, ,PRESTON,HWY, , ,2017,2017,1214509.131,256970.287,38.19624025,-85.73206717
545,17DEVPLAN1240,0,603,restaurant,0,0,0,0,SITEPLAN,DEVPLAN,MISC,6328 River Rd,commercial, ,, ,, ,,Approved,09/05/2018,6325, ,RIVER,RD, , ,2017,2018,1243441.85,304512.6696,38.32801196,-85.63388869
546,17MINORPLAT1080,0,0,zoned R4,0,0,3,0,SUBDIV,MINORPLAT,LMAP,5811 Lovers Lane,minorplat, ,, ,, ,,Approved,09/06/2017,5811, ,LOVERS,LN, , ,2017,2017,1261184.427,242747.6288,38.15913783,-85.56896202
547,17ZONE1018,0,600,office,0,0,0,0,ZONE,ZONE,LZONE,Mud Lane Storage,commercial, ,,Approved,08/17/2017,Sent to PC,07/27/2017, ,,11212, ,PRESTON,HWY, , ,2017,2017,1231487.87,216926.8597,38.08702807,-85.670845
548,17DEVPLAN1002,0,281650,warehouse,0,0,0,0,SITEPLAN,DEVPLAN,LRDDP,Revised District Dev. Plan.,industrial, ,, ,,Approved,03/23/2017, ,,5360, ,RANGELAND,RD, , ,2017,2017,1234411.046,244410.1633,38.16261272,-85.66215383
549,17DEVPLAN1239,0,26033,manufacturing,0,0,0,0,SITEPLAN,DEVPLAN,MISC,WireCrafters Strawberry Ln,industrial, ,, ,, ,, ,,6208, ,STRAWBERRY,LN, , ,2017,2017,1208712.608,245859.617,38.16547629,-85.75160401
550,17DEVPLAN1097,0,2401,training facility,0,0,0,0,SITEPLAN,DEVPLAN,LRDDP,Electrician Training Facility,institutional, ,, ,,Approved,07/13/2017, ,,1206, ,DURRETT,LN, , ,2017,2017,1217080.88,253422.8,38.18661331,-85.72292217
