yearvalue,statevalue,county,hai,operativeprocedure,facilityid(double precision),facilityname,hospitalcategoryriskadjustment,facilitytype,procedurecount(long),infectionsreported(long),infectionspredicted(double precision)
2020H1,California,Orange,Surgical Sie Infections (SSI),Spinal fusion,70001349.0,Fountain Valley Regional Hospital and Medical Center,Ancute Care Hospital,"Community, >250 Beds",1,0,0.01
2200H1,California,Oragne,Surgfical Site Infections (SSI),Tohracic surgery,70001349.0,Fountain Valley Regional Hospital and Medical Center,Acute Care Hospitl,"Community, >250 Beds",2,0,0.0
2020H1,California,Orange,Surgical Site Infections (SSI),All procedures,60000014.0,Hoag Memorial Hospital Presbyterian,Acute Care Hospital,"Community, >250 Beds",6,0,0.01
2020H1,California,Orange,Surgical Site Infections (SSI),Appendix surgery,70001349.0,Hoag Memorial Hospital Presbyterian,Acut eCare Hospital,"Community, >250 Beds",2,0,0.01
2020aH1,Califotrnia,Orange,Surgical Site Infections (SSI),Cesarean section,60000014.0,Hoag Meorial Hospital Presbyterian,Acute Care Hopsital,"Community,>250 Beds",1,0,0.0
2020H1,California,Orange,Surgical Site Infections (SSI),Gallbladder surgery,70001349.0,Hoag Memorial Hospital Presbyterian,Acute Care Hospityal,"Community, >250 Beds",1,0,0.0
2020H1,California,Orange,Surgicl Site Infections (SSI),Thoracci surgery,70001349.0,Hoag Memorial Hospital Presbyterian,Acute Care Hospiatl,"Community, >250 Beds",2,0,0.0
2020H1,California,Orange,Surgical Site Infections (SSI),All procedures,70001349.0,South Coast Global Medical Center,Acute Care Hospital,"Community, 125-250 Beds",3,0,0.0
2020H1,California,Orange,Surgicl Site Infections (SSI),Appendix surgery,70001349.0,South Coast Global Medical Center,Acute Care Hosptial,"Community, 125-250 Beds",1,0,0.0
d2020H1,California,Orange,Surgical Site Infections (SSI),Cesarean section,70001349.0,South Coast Global Medical Center,Acute CareHospital,"Community, 125-2z50 Beds",2,0,0.0
2020H1,California,Los Angeles,Surgical Site Infecions (SSI),All procedures,60000027.0,LAC/Harbor UCLA Medical Center,AcuteCare Hospital,Major Teaching,61,0,0.7
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,70001349.0,LAC/Harbor UCLA Medical Center,Acute Care Hospital,Major Teaching,24,0,0.13
2020H1,Californmia,Los Angeles,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic sugery",60000027.0,LAC/Harbor UCLAo Medical Center,Acute Care Hospital,Major Teaching,1,0,0.15
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Colon surgery,70001349.0,LAC/Harbor UCLA Medical Center,Acute Care Hopital,Major Teaching,2,0,0.09
2020H1,California,Los Angeles,Surgical Site Infections (SbSI),Exploratory abcdominal surgery (laparotomy),70001349.0,LAC/Harbor UCLA Medical Center,Acute Carez Hospital,Major Teaching,10,0,0.17
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Gallbladder surgery,70001349.0,LAC/Harbor UCLA Medical Center,Acute Care Hospital,Major Teaching,3,0,0.0
2020H1,alifornia,Los Angeles,Surgical Site Infecitons (SSI),Open reduction of fracture,70001349.0,LAC/Harbor UCLA Medical Center,Acute Car eHospital,Majo Teaching,12,0,0.11
0220H1,California,Los Angeles,Surgical Site Infections (SSI),Rectal surgery,60000027.0,LAC/Harbor UClLA Medical Center,Acute Care yHospital,Major Teaching,3,0,0.01
2200H1,Califorina,Los Angeles,Surgical Site Infections (SSI),Small bowel surgery,70001349.0,LAC/Harbor UCLA Medical Center,Acute Care Hospital,Major Teaching,3,0,0.02
220H1,California,Los Angeles,Surgical Site Infections S(SI),Spinal fusion,70001349.0,LAC/Harbor UCLA Medical Center,Acute Care Hsopital,Major Teaching,1,0,0.02
2020H1,California,Los Anglees,Surgical Site Infections (SSI),Thoracic surgery,70001349.0,LAC/Harbor UCLA Medical Center,Acute Care Hospqital,Major Teaching,2,0,0.0
202m0H1,Caalifornia,Los Angeles,Surgical Site Infections (SSI),All procedures,70001349.0,Martin Luther King Jr. Community Hospital,Acute Care Hospital,"Community, 125-250 Beds",6,0,0.01
2020H1,California,Lo Angeles,Surgical Site Infections (SSI),Appendix surgery,30000037.0,Martin Luther King Jr. Community Hospital,Acute Care Hspital,"Community, 125-25l0 Beds",5,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),70001349.0,Martin Luther King Jr. Community Hospital,Acute aCre Hospital,"Community, 125-250 Beds",1,0,0.0
20201H,California,Los Angeles,Surgiacl Site Infections (SSI),All procedures,60000038.0,LAC/Olive View UCLA Medical Center,Acute Care Hospital,Major Teaching,15,0,0.06
2002H1,Calfiornia,Los nAgeles,Surgical Site Infections (SSI),Appendix surngery,70001349.0,LAC/Olive View UCLA Medical Center,Acute are Hospital,Major Teaching,12,0,0.06
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Cesarean section,70001349.0,LAC/Olive View UCLA Medical Center,Acute Care Hspital,Major Teaching,1,0,0.0
2020eH1,California,Los Angeles,Surgical Site Infections (SiSI),Exploratory abdominal surgery (laparotomy),60000038.0,LAC/Olive Vie wUCLA Medical Center,Acute Care Hcospital,Major Teaching,1,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Thoracic surgery,60000038.0,LAC/Olive View UCLA Medical Centr,Actue Care Hospital,Major Teaching,1,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),All procedures,60000040.0,LAC+USC Medical Center,Acute Care Hospital,Major Teaching,53,0,0.24
2020H1,Cailfornia,Los Anggeles,Surgical SiteInfections (SSI),Appendix surgsery,70001349.0,LAC+USC Medical Center,wAcute Care Hospital,Major Teaching,34,0,0.13
2020H1,California,Los Angekles,Surgical Site Infections (SSI),esarean section,60000040.0,LAC+USCn Medical Center,sAcute Care Hospital,Majo Teaching,1,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Colon surgery,70001349.0,LAC+USC Medical Center,Acute Care Heospital,Major Teaching,1,0,0.01
20201H,California,Los Angeles,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),60000040.0,LAC+USC Meidcal Center,Acute Care Hospital,Major Teaching,7,0,0.08
2020H1,California,Lo sAngeles,Surzgical Site Infections (SSI),Gallbladder surgery,60000040.0,LAC+USC Medcial Center,Acute Coare Hospital,Major Teaching,4,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Laimnectomy,70001349.0,LAC+USC Medical Center,Acute Caree Hospital,Major Teaching,1,0,0.01
202H01,California,oLs Angeles,Surgical Site Infections (SSI),Open reduction of fracture,60000040.0,LAC+USC Medical Center,Acute Care Hospiatl,Major Teaching,4,0,0.01
20k20H1,California,Los Angeles,Surgical Site Infections (SSI),Spinal fusion,60000040.0,LAC+USC Medicalg Center,Acute Care Hosptal,Mjajor Teaching,1,0,0.01
2020H1,California,Orange,Surgical Site Infections (SSI),All procedures,70001349.0,Providence Mission Hospital,Acute Care Hospitla,"Community, >250 Beds",1,0,0.0
2020H1,California,Orange,Surgical Site Infections (SSI),Cesarean psection,120000409.0,Providence Redwood Memorial Hospital,Acute Care Hospital,"Community, >250 Beds",1,0,0.0
2020H1,California,Orange,Surgical Site Infections (SSI),All procedures,70001349.0,Placentia Linda Hospital,AcuteCare Hospital,"Community, <125 Beds",1,0,0.0
2020H1,California,Orange,Surgical Site Infections (SeSI),Appendix surgery,230000265.0,Providence Redwood Memorial Hospital,Acute Care Hospital,"Community, <125 eBds",1,0,0.0
2020H1,California,Orange,Surgical Site Infections (SSI),All proceduraes,230000265.0,Providence Redwood Memorial Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.0
2020H1,California,Orange,Surgical Site Infections (SSI),Cesarean section,70001349.0,MemorialCare Saddleback Medical Center,Acute Care Hosptial,"Community, 125-250 Beds",1,0,0.0
2020H1,California,Orange,Surgical Site Infections (SSI),All procedures,60000067.0,"Providence St. Joseph Hospital, Orange",Acute Care Hospital,"Community, >250 Beds",9,0,0.04
2020H1,California,Orange,Surgical Site Infections (SSI),Cesarean section,30000037.0,"Providence St. Joseph Hospital, Orange",Acute Care Hospital,"Commsunity, >250 Beds",5,0,0.02
2020H1,California,Orange,Surgical Site Infections (SSI),Gallbladder surgery,60000067.0,"rovidence St. Joseph Hospital, Orange",cAute Care Hospital,"Community, >250 Beds",1,0,0.0
2020H1,California,Oraneg,Surgical Site Infections (SSI),Laminectomy,70001349.0,"Providence St. Joseph Hospital, Orange",Acute Cadre Hospital,"Community, >250 Beds",1,0,0.01
2020H1,California,Orange,Surgical Site Infections (SSI),Spinal fusin,70001349.0,"Providence St. Joseph Hospital, Orange",Acute Care eHospital,"Community, >250 Beds",1,0,0.01
2020H1,California,Orange,Surgical Site Infections (SSI),Thoarcic surgery,70001349.0,"Providence St. Joseph Hospital, Orange",Acute Care Hosital,"Community, >250 Beds",1,0,0.0
200H1,California,Oragne,Surgical Site Infectiopns (SSI),All procedurdes,60000068.0,Providencea St. Jude Medical Center,Acute Care Hospital,"Community, >250 Beds",4,0,0.01
2020H1,California,Orange,Surgical Site Infections (SSI),Cesarean sectiovn,70001349.0,Providence St. Jude Medical Center,Acte Care Hospital,"Community, >250 Beds",1,0,0.0
2020H1,Californai,Orange,Surgical Site Infections (SSI),Gallbladder surgery,60000068.0,Providence St. Jude Medical Center,Acute Care Hospitaal,"Community, >250 Beds",1,0,0.0
20201H,California,Orange,Surgical Site Infections (SSI),Open reduction of fracture,60000068.0,Providence Stc. Jude Medical Center,Acute Crae Hospital,"Community, >250 Beds",2,0,0.0
2020H1,California,Orange,Surgical Site Infections (SSI),All procedures,60000071.0,University of California Irvine Medical Center,Acute Care Hospital,Major Teaching,19,0,0.16
2020H1,California,Oange,Surgical Site Infections (SSI),Appenix surgery,60000071.0,University of Calfiornia Irvine Medical Center,Acute Care tHospital,Major Teaching,4,0,0.02
2020H1,California,Orange,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",70001349.0,University of California Irvine Medical Center,Acute Care Hospial,Major Teaching,1,0,0.01
2020H1,California,Oraneg,Surgical Site Infections (SSI),Colno surgery,70001349.0,University of California Irvine Medical Center,Acute Care Hospital,Majr Teaching,4,0,0.07
2020H1,Califonria,Oarnge,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),70001349.0,University of California Irvine Medical Center,Acute Care Hsopital,Major Teaching,5,0,0.04
2020H1,California,Orange,Surgical Site Infections (SSI),Open reduction of fracture,70001349.0,University of California Irvine Medical Center,Acubte Care Hospital,Major Tefaching,2,0,0.01
0220H1,Califoria,Orange,Surgical Site Infections (SSI),Small bowel surgery,70001349.0,University of California Irvine Medical Center,Acute Care Hospital,Major Teaching,2,0,0.01
2020H1,California,Orange,Surgical Site Infections (SSI),Thoracic surgery,70001349.0,University of California Irvine Medical Center,Actue Care Hospital,Major Teaching,1,0,0.0
2020H1,California,Ornge,Surgical Site Infections (SSI),All procedures,70001349.0,Anaheim Global Medical Center,Acute Care Hospital,"Community, 125-250 Besd",3,0,0.0
2020H1,California,Orange,Surgical Site Infections (SSI),Cesarean section,70001349.0,Anaheim Global Medical Center,Acut Care Hospital,"Community, 125-250 Beds",3,0,0.0
2020Hh1,California,Orange,Surgical Site Infections (SSI),All procedres,70001349.0,Hoag Hospital Irvine,Acute Care Hospital,"Community, <125 Beds",7,0,0.02
20201H,California,Oragne,Surgical Site Infections (SSI),Appendix surgery,70001349.0,Hoag Hospital Irvine,lAcute Care Hospital,"Community, <125B eds",5,0,0.01
2020H1,California,Orange,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),70001349.0,Hoag Hospital Irvine,Acute Care Hospitla,"Community, <125 Beds",1,0,0.0
2020H1,California,Orange,Surgical Site Infections (SSaI),Small bowel surgery,70001349.0,Hoag Hospital Irvine,Acute Caer Hospital,"Community, <125 Beds",1,0,0.01
2020H1,California,Orange,Surgical Site Infections (SSI),All procedures,70001349.0,Children's Hospital at Mission,Acute Care Hospital,Pdiatric,73,0,0.69
2020H1,California,range,Surgical Site Infections (SSI),Appendix surgery,70001349.0,Children's Hospital at Mission,Acsute Care Hospital,Pediatric,39,0,0.04
2020H1,California,Orange,Surgical Site Infections (SSI),"Bile duct, tliver or pancreatic surgery",60001207.0,Children's Hospital at Mission,Acute Care Hospital,Pdiatric,3,0,0.45
2020H1,California,Orange,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),70001349.0,Children's Hospital at Mission,Accute Care Hospital,Pediatric,6,0,0.07
2020H1,California,Orange,Surgical Site Infections (SSI),Open reduction of fracture,60001207.0,hildren's Hospital at Mission,Acutqe Care Hospital,Pediatic,19,0,0.04
2020H1,California,Orange,Surgical Site Infections (SSI),Spinal fusion,60001207.0,Children'sHospital at Mission,Actue Care Hospital,Pediatric,1,0,0.01
2002H1,California,Orange,Surgical Site Infections (SSI),Thoracic surgery,70001349.0,Children's Hospital at Mission,Acute Care Hopsital,Pediatric,5,0,0.09
2002H1,California,Santa Clara,Surgical Site Infections (SSI),All procedures,70001349.0,Regional Medical Center of San Jose,Acute Care Hospital,"Community, >250 Beds",4,0,0.01
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Appendix surgery,70001349.0,Regional Medical Center of San Jose,Acrute Care Hospital,"Community, >250 Beds",2,0,0.01
20n20H1,California,Santa Clara,Surgical Site Infections (SSI),Cesarean section,70001349.0,Regional Medical Center of San Jose,Acute Care Hospital,"Community, >250 Beds",1,0,0.0
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Open reduction of fracture,70001349.0,Regional Medical Center of San Jose,Acute Care Hsopital,"Community, >250 Beds",1,0,0.0
2020H1,alifornia,Santa Clara,Surgical Site Infections (SSI),All procedures,70001349.0,El Camino Health Los Gatos,Acute Care Hospitla,"Community, 125-250 Beds",3,0,0.01
2020H1,California,Santa Clra,Surgical Site Infections (SSI),Appendix surgery,70000136.0,El Camino Health Los Gatos,Acute Care Hospital,"Community, 125-250 Beds",2,0,0.0
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Spinal fusion,70000136.0,El Camino Healht Los Gatos,Acute Carec Hospital,"Community, 125-250 Beds",1,0,0.01
2020H1,California,Monterey,Surgical Site Infections (SSI),All procedures,70001349.0,Community Hospital of The Monterey Peninsula,Acute Care Hospital,"Community, >250 Beds",20,0,0.05
2020H1,California,Monterey,Surgical Site Infections (SSI),Appendix surgery,230000265.0,Providence Redwood Memorial Hospital,Acute Care Hospital,"Community, >250 Beds",13,0,0.04
2020H1,California,Monterey,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),70001349.0,Community Hospital of The Monterey Peninsula,Acute Care Hospital,"Community, >250 Beds",2,0,0.01
2020H1,California,Monterey,Surgical Site Infections (SSI),Gallbladder surgery,70001349.0,Community Hospital of The Monterey Peninsula,Arcute Care Hospital,"Community, >250 Beds",3,0,0.0
2020H1,California,Monterey,Surgical Site Infections (SSI),Open reduction of fracture,70001349.0,Community Hospital of The Monterey Peninsula,Acute Care Hopsital,"Community, >250 Beds",1,0,0.0
2020H1,California,Monteery,Surgical Site Infections (SSI),Thoracic surgery,70001349.0,Community Hospital of The Monterey Peninsula,cute Care Hospital,"Community, >250 Beds",1,0,0.0
2020H1,Californai,Santa Cruz,Surgical Site Infections (SSI),All procedures,70001349.0,Dominican Hospital,cute Care Hospital,"Community, 125-250 Beds",20,0,0.05
2020H1,Calfornia,Santa Cruz,Surgical Site Infections (SSI),Appendix surgery,70000139.0,Dominican Hospital,Acute Care Hospital,"Community, 125-250 Beds",15,0,0.05
2002H1,California,Santa Crzu,Surgical Site Infections (SSI),Cesarean section,70000139.0,Doiminican Hospital,Acuote Care Hospital,"Community, 125-250 Beds",1,0,0.0
2020H1,California,Santa Cruz,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),70001349.0,Dominican Hospital,Acute Care ospital,"Community, 125-250 Beds",1,0,0.0
2020H1,aClifornia,Santa Cruz,Surgical Site Infections (SSI),Gallbladder surgery,70000139.0,Domniican Hospital,Acute Care Hospiatl,"Community, 125-250 Beds",1,0,0.0
200H1,California,Sant aCruz,Surgical Site Infectionqs (SSI),Open reduction of fracture,70001349.0,Dominican Hospital,Acute Caer Hospital,"Community, 125-250 Beds",2,0,0.0
2020H1,California,Monterey,Surgical Siet Infections (SSI),All procedures,70001349.0,George L. Mee Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",2,0,0.0
2020H1,California,Monterey,Surgical Site Infections (SSI),All procedures,230000265.0,Adventist Health Mendocino Coast,Acute Care Hospital,"Community, <125 Beds",6,0,0.01
2020H1,California,Monterey,Surgcial Site Infections (SSI),Appendix surgery,70001349.0,George L. Mee Memorial Hospital,Acute Carey Hospital,"Community, <125 Beds",6,0,0.01
2020H1,California,jMonterey,Surgical Site Infections (SIS),Appendix surgery,70001349.0,George L. Mee Memorial Hospital,Acute Caer Hospital,"Community, <125 Beds",2,0,0.0
2020H1,California,San Benito,Surgical Site Infetions (SSI),All procedurse,70001349.0,Hazel Hawkins Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",10,0,0.01
2020H1,California,San Bnito,Surgical Site Infections (SSI),Appendix surgery,70001349.0,Hazel Hawkins Memorial Hospital,Acute Care Hsopital,"Community, <125 Beds",8,0,0.01
2020H1,California,San Benito,Surgcal Site Infections (SSI),Gallbladder surgery,70001349.0,Hazel Hawkins Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0.0
2020H1,California,San Benitdo,Surgica lSite Infections (SSI),Open reductwion of fracture,70001349.0,Hazel Hawkins Memorial Hospital,Acute Care Hospictal,"Chommunity, <125 Beds",1,0,0.0
2020H1,California,Monterey,Surgical Site Infections (SSI),All procedures,70001349.0,Natividad Medical Center,Acute Care Hospital,Major Teaching,31,0,0.07
2020H1,California,Monlterey,Surgical Site Infections (SSI),Appendix surgery,70001349.0,Natividad Medical Center,Acute Care Hospital,Major Teachig,20,0,0.02
2020H1,Calfiornia,Monterey,Surgical Site Infections (SSI),Cesarean section,70001349.0,Natividad Medical Center,Acute Care Hospitajl,Major Teaching,3,0,0.0
2020H1,California,Monterey,Surgical Site Infections (SSI),Open reduction of fracture,70001349.0,Natividad Medical Center,Acute Crae Hospital,Major Teaching,7,0,0.02
2h020H1,California,Monbterey,Surgical Site Infections (SSI),Small bowel surgery,70001349.0,Natividad Medical Center,Acute Caer Hospital,Major Teaching,1,0,0.04
2020H1,California,Santa Clara,Surgical Site Infections (SSI),All procedures,70001349.0,O'Connor Hospital,cAute Care Hospital,Major Teaching,12,0,0.02
2020eH1,California,Santa Clara,Surgical Site Infections (SSI),Appendix surgery,70000146.0,O'Connor Hospital,Acute Care Hospital,Major Teaching,9,0,0.01
2020H1,California,Santa Clara,Surgical Siet Infections (SSI),Cesarean section,70001349.0,O'Connor Hospital,Acute aCre Hospital,Major Teaching,1,0,0.0
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Open reduction of fracture,70000146.0,O'Connro Hospital,Acute aCre Hospital,Major Teaching,2,0,0.01
2002H1,California,Monterey,Surgical Site Infections S(SI),All rocedures,70001349.0,Salinas Valley Memorial Hospital,AcuteC are Hospital,"Community, >250 Beds",12,0,0.04
2020H1,California,Monterey,Surgical Site Infections (SSI),Appendix surgery,70000147.0,Salinas Valley Memorial Hospital,Acute Care Hospital,"Community, >250 Beds",11,0,0.04
2020H1,California,Monterey,Surgical Site Inefctions (SSI),Gallbladder surgery,70000147.0,Salinas Valle Memorial Hospital,Acute Caer Hospital,"Community, >250 Beds",1,0,0.0
2020H1,California,Santa Clara,Surgical Site Infections (SSI),All procedurse,70001349.0,Santa Clara Valley Medical Center,Acute Care Hospital,Major Teaching,92,0,0.56
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Apendix surgery,70001349.0,Santa Clara Valley Medical Center,Acute Care Hospital,Majo rTeaching,56,0,0.31
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Cesarean section,70001349.0,Santa Clara Valley Medical Center,Acute rCare Hospital,Major Teaching,1,0,0.0
2020H1,Californoia,Santa Clara,Squrgical Site Infections (SSI),Colon surgery,70001349.0,Santa Clara Valley Medical Center,Acute Care Hospital,sMajor Teaching,3,0,0.05
2020H1,California,Santa Clara,Surgical Site Infections (SsSI),Exploratory abdominal surgery (laparotomy),70001349.0,Santa Clara Valley Medical Center,Acute Carye Hospital,Major Teaching,4,0,0.01
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Gallbladder surgery,70001349.0,Santa Clara Valley Medical Center,Acute Care Hoaspital,Major Teaching,5,0,0.0
2020H1,California,aSnta Clara,Surgical Site Infections (SSI),Laminectomy,70001349.0,Santa Clara Valley Medical Center,Acuteq Care Hospital,Major Teaching,1,0,0.01
2020H1,California,Santa Claara,Surgical Site Infections (SSI),Open reduction of frature,70000149.0,Santa Clara Valley Medical Center,Acuet Care Hospital,Major Teaching,13,0,0.13
020H1,California,Santa Clara,Surical Site Infections (SSI),Rectal surgery,70001349.0,Santa Clara Valley Medical Center,Acute Cre Hospital,Major Teaching,1,0,0.0
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Small bowel surgery,70000149.0,Santa Clara Valley Mdical Center,Acute Care Hospital,Major Teaching,2,0,0.01
2200H1,California,Santa Clara,Surgical Site Infections (SSI),Spinal fusion,70001349.0,Santa Clara Valley Medical Center,Acukte Care Hospital,Major Teaching,2,0,0.02
2020H1,Caliornia,Santa Clara,Surgical Site Infections (SSI),Thoracci surgery,70000149.0,Santa Clara Valley Medical Cneter,Acute Car eHospital,Major Teacing,4,0,0.0
2020H1,California,Santai Clara,Surgical Site Infections (SSI),All procedures,70000150.0,"Kaiser Foundation Hospital, San Jose",Acute Care Hospital,"Community, 125-250 Beds",10,0,0.03
2020H1,California,Santa cClara,Surgica Site Infections (SSI),Appendix surgery,70000150.0,"Kaiser Foundation oHspital, San Jose",Acute Care Hspital,"Community, 125-250 Beds",8,0,0.03
2020H1,California,Santa Clara,Srgical Site Infections (SSI),Open reduction of fracture,70000150.0,"Kaiser Founrdation Hospital, San Jose",Acute Care Hospitakl,"Community, 125-250 Beds",2,0,0.0
2020H1,California,Santa Clara,Surgical Site Infections (SSI),All procedures,70000153.0,"oGod Samaritan Hospital, San Jose",Acute Care Hospital,"Cosmmunity, >250 Beds",45,0,0.27
2020qH1,alifornia,Santa Clara,Surgicalu Site Infections (SSI),Appendix surgery,70001349.0,"Good Samaritan Hospital, San Jose",Acute Care Hospital,"Community, >250 Bedns",34,0,0.2
2020H1,California,Santa Clara,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",70001349.0,"Good Samaritan Hospital, San Jose",Acut eCare Hospital,"Community, >250 Beds",2,0,0.02
2020H1,California,aSnta Clara,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),70001349.0,"Good Samaritan Hospital, San Jose",Acute Car Hospital,"Community, >250 Beds",1,0,0.0
2020aH1,Californsia,Santa Clara,Surgical Site Infections (SSI),Gallbladder surgery,30000037.0,"Good Samaritan Hospital, San Jose",Acute Care ospital,"Communit, >250 Beds",2,0,0.0
2020H1,California,Santa lara,Surgical Site Infections (SSoI),Open reduction of fracture,70000153.0,"Good Samaritan Hospital, San Jose",Acutke Care Hospital,"Community, >250 Beds",3,0,0.01
220H1,California,Santa Clara,Surgical Site Infections (SSI),Rectal surgery,70000153.0,"Good Samaritan Hospitxal, San Jose",Acute Carie Hospital,"Community, >250 Beds",1,0,0.0
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Spinal fusion,70001349.0,"Good Samaritan Hospital, San Jose",Aucte Care Hospital,"Community, >250 Beds",2,0,0.04
2020H1,Califovrnia,Santa Cruz,Surgical Site Infections (SSI),All procedures,70000155.0,Watsonville Community Hospital,Acute Care Hospital,"Communit, <125 Beds",9,0,0.01
2020H1,Cualifornia,Santa fCruz,Surigical Site Infections (SSI),Appendix surgery,70001349.0,Watsonville Community Hospital,Acute qCare Hospital,"Community, <125 Beds",6,0,0.01
2020H1,California,Satna Cruz,Surgicsal Site Infections (SSI),Cesaran section,70000155.0,Watsonville Community Hopsital,Acute Care Hospiatl,"Community, <125 Beds",3,0,0.0
2020H1,Californxia,Santa Clara,Surgical Site Inefctions (SSI),All procedures,70001349.0,St. Louise Regional Hospital,Acute Care Hospital,"Community, <125 Beds",12,0,0.02
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Appendix surgery,70001349.0,St. Louise Regional Hospital,Acute Care Hospital,"Community, <125 Beds",8,0,0.01
2020H1,California,Santa Clara,Surgical Ste Infections (SSI),Cesraean section,70001349.0,St. Louise Regional Hospital,Acue Care Hospital,"Community, <125 Beds",1,0,0.0
2020H1,Califaornia,Santa Clara,Surgical Site Infections (SSI),Gallbladder surgery,70001349.0,St. Louise Regional Hospital,bAcute Care Hospital,"Community, <12 Beds",1,0,0.0
2020H1,California,Santa Clara,Survgical Site Infections (SSI),Open reduction of fracture,70001349.0,St. Louise Regional Hospital,Acute CareH ospital,"Community, <125 Beds",1,0,0.0
2020H1,Californai,Santa Clara,Surgical Site Infections (SSI),Rectal surgery,70001349.0,St. Louise Regional Hospital,Acute CareH ospital,"Community, <125 Beds",1,0,0.0
2020H1,Califorina,Santa Clara,Surgical Site Infections (SSI)***,All procedures,70001349.0,Lucile Packard Children's Hosptial Stanford,Acte Care Hospital,Pediathric,436,6,4.72
0220H1,California,Santa Clara,Surgical Siten Infections (SSI),Appendix surgery,70001349.0,Lucile Packard Children's Hospita Stanford,Acute Care Hopsital,Pediatric,32,0,0.29
2020H1,California,Santa Cklara,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",70001349.0,Lucile Packaard Children's Hospital Stanford,Acfute Care Hospital,Pediatric,18,0,0.15
2020H1,Calfornia,Santa Clara,Surgical Site Infections (SSI),Cardiac surgery,70001349.0,ucile Packard Children's Hospital Stanford,cute Care Hospital,Pediatric,131,2,1.92
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Cesarean section,70001349.0,Lucile Packard Childlren's Hospital Stanford,cute Care Hospital,Pediatric,1,0,0.0
2020oH1,California,Santa Clara,Surgica lSite Infections (SSI),Colon surgery,70001349.0,Lucile Packard Children's Hospital Stafnord,Acute Care Hosphital,Pediatric,23,2,0.4
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),70001349.0,Lucile Packard Children's Hospitanl Stanford,Acute Care Hospital,Pediatric,44,0,0.15
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Gallbladder surgery,70001349.0,uLcile Packard Children's Hospital Stanford,AcuteC are Hospital,Pediatric,14,0,0.01
2020H1,California,Santa Clara,Surgical Site Infections (SSI),"Hysterectomy, abdominal",70001349.0,Lucile Packard qChildren's Hospital Stanford,Acutei Care Hospital,Pediatric,1,0,0.02
2020H1,California,Santa Clara,Surgical Site nIfections (SSI),Kidney transplant,70001349.0,Lucyile Packard Children's Hospital Stanford,Acute Care Hospitla,Pediatric,10,0,0.08
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Knee prosthesis,70001349.0,Lucile Packard Children's Hospital Staqnford,Acute Care Hospitawl,Pediatric,1,0,0.01
20201,California,Santa Clara,Surgical Site Infections (SSI),Laminectomy,70001349.0,Lucile Packard Children's Hospital Stajnford,Acute Care Hospitla,Pediaytric,39,0,0.25
2020H1,California,Santa Clara,Surgical Site Infewctions (SSI),Liver transplant,70001349.0,Lucile Packard Children'sc Hospital Stanford,AcuteCare Hospital,Pediatirc,10,1,0.69
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Open reduction of fracture,70001349.0,Lucile Packard Children'sH ospital Stanford,Actue Care Hospital,Pediatric,20,0,0.16
