OBJECTID,LAND_CLASS,CT_LEGEND,MA_LEGEND,ME_LEGEND,NH_LEGEND,NJ_LEGEND,NY_LEGEND,RI_LEGEND,VT_LEGEND,STATE_COD,STATE_NAME,CNTY_FIELD,CNTY_COD,CNTY_NAME,TOWN_FIELD,TOWN_NAME,LABEL_FLAG,MAP_LABEL,CT_LABEL_Y,CT_LABEL_N,SHAPE_Length,SHAPE_Area
2594,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Gouldsboro,False, , , ,1312.21750532186,40924.8944127494
2595,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,11,Kennebec,GEOCODENUM,Fayette,True,Fayette, ,Fayette,142621.416870519,880544185.211119
2596,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,29,Washington,GEOCODENUM,Milbridge,False, , , ,157.479865671037,1063.64846872406
2597,Land,Other States,Other States,Other States,Other States,Other States,Other States,Other States,Vermont,VT,Vermont,CNTY,5,Caledonia,FIPS6,Danville,True,Danville, ,Danville,183061.207069049,1705473332.39468
2598,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,29,Washington,GEOCODENUM,Steuben,False, , , ,106.196367021206,799.046016394959
2599,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,29,Washington,GEOCODENUM,Steuben,False, , , ,91.6594806420879,591.839455397925
2600,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,29,Washington,GEOCODENUM,Steuben,False, , , ,77.3942529659487,402.051787354311
2601,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,29,Washington,GEOCODENUM,Steuben,False, , , ,60.723745437254,227.056424492104
2602,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,29,Washington,GEOCODENUM,Steuben,False, , , ,72.9150167556019,320.294240454481
2603,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,17,Oxford,GEOCODENUM,Milton Twp,True,Milton Twp, ,Milton Twp,94954.3320730389,416538033.276282
2604,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Castine,True,Castine, ,Castine,88524.9532853224,213379904.249862
2605,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Gouldsboro,False, , , ,641.152856062429,26564.5397397763
2606,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Bar Harbor,False, , , ,7852.14156808895,2890358.00664428
2607,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Penobscot,False, , , ,1014.52164619536,74781.2338262931
2608,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Bar Harbor,False, , , ,1673.59455027961,156351.01531749
2609,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,17,Oxford,GEOCODENUM,Bethel,True,Bethel, ,Bethel,184434.968527255,1842190708.3788
2610,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,1,Androscoggin,GEOCODENUM,Livermore Falls,True,Livermore Falls, ,Livermore Falls,120849.501156274,570775735.834736
2611,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Penobscot,False, , , ,2314.87112229301,202533.114629682
2612,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Winter Harbor,True,Winter Harbor, ,Winter Harbor,154612.865478423,341394524.391012
2613,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Bar Harbor,False, , , ,1535.67919367995,145451.393731219
2614,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,29,Washington,GEOCODENUM,Steuben,False, , , ,182.092487372879,2156.65992647664
2615,Land,Other States,Other States,Other States,Other States,Other States,Other States,Other States,Vermont,VT,Vermont,CNTY,5,Caledonia,FIPS6,St. Johnsbury,True,St. Johnsbury, ,St. Johnsbury,132485.008032954,1030054089.43946
2616,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,29,Washington,GEOCODENUM,Steuben,False, , , ,74.5009322006793,291.54322805106
2617,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,15,Essex,SWIS,Keeseville,True,Keeseville, ,Keeseville,17086.5703694725,14292340.4071793
2618,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Gouldsboro,False, , , ,393.601332809583,9010.19218227568
2619,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Trenton,False, , , ,14037.5137194356,4216434.66073408
2620,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,29,Washington,GEOCODENUM,Steuben,False, , , ,205.124755715968,2723.67717967547
2621,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,27,Waldo,GEOCODENUM,Palermo,True,Palermo, ,Palermo,153247.05085509,1217671394.5512
2622,Land,Other States,Other States,Other States,Other States,Other States,Other States,Other States,Vermont,VT,Vermont,CNTY,9,Essex,FIPS6,Concord,True,Concord, ,Concord,175269.083642872,1493999597.17306
2623,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Gouldsboro,False, , , ,798.295557080155,27867.8852480104
2624,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Penobscot,False, , , ,686.076275521556,30438.2760893862
2625,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Winter Harbor,False, , , ,14459.5558345617,11427337.0010515
2626,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,29,Washington,GEOCODENUM,Steuben,False, , , ,251.544756309023,3791.36893880767
2627,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Gouldsboro,False, , , ,138.619603537108,1160.99560243907
2628,Land,Other States,Other States,Other States,Other States,Other States,Other States,Other States,Vermont,VT,Vermont,CNTY,7,Chittenden,FIPS6,Winooski,True,Winooski, ,Winooski,30837.9271007013,41141149.679175
2629,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,29,Washington,GEOCODENUM,Steuben,False, , , ,208.451477969985,2515.2707995639
2630,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,29,Washington,GEOCODENUM,Steuben,False, , , ,179.869204867807,1894.5503692145
2631,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,29,Washington,GEOCODENUM,Milbridge,False, , , ,1533.69581673535,78448.4784474003
2632,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,29,Washington,GEOCODENUM,Steuben,False, , , ,217.276397809185,3037.67067412946
2633,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,40,St Lawrence,SWIS,Gouverneur,True,Gouverneur, ,Gouverneur,197872.981205707,2022283888.52518
2634,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,29,Washington,GEOCODENUM,Steuben,False, , , ,102.76517375722,681.846190155329
2635,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Winter Harbor,False, , , ,1456.24584860503,126724.800042266
2636,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Gouldsboro,False, , , ,509.829353404003,15700.5463462529
2637,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,29,Washington,GEOCODENUM,Steuben,False, , , ,133.461284735489,967.6719003951
2638,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Penobscot,False, , , ,2072.44169495518,209553.269562145
2639,Land,Other States,Other States,Other States,Other States,Other States,Other States,Other States,Vermont,VT,Vermont,CNTY,23,Washington,FIPS6,Woodbury,True,Woodbury, ,Woodbury,132162.490226143,1097954073.85061
2640,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,40,St Lawrence,SWIS,Hermon,True,Hermon, ,Hermon,186655.885929983,1515559060.83126
2641,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,1,Androscoggin,GEOCODENUM,Livermore,True,Livermore, ,Livermore,141416.707935091,1101041759.44094
2642,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,29,Washington,GEOCODENUM,Milbridge,False, , , ,1790.66261692758,60140.4565750023
2643,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Gouldsboro,False, , , ,306.040900156036,5592.21975686777
2644,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,29,Washington,GEOCODENUM,Milbridge,False, , , ,132.291574318397,1022.73508217246
2645,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,29,Washington,GEOCODENUM,Milbridge,False, , , ,114.228230242348,841.230845971
2646,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,29,Washington,GEOCODENUM,Steuben,False, , , ,873.261790530151,22838.1084512407
2647,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Gouldsboro,False, , , ,114.974132202801,788.276866538479
2648,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,29,Washington,GEOCODENUM,Steuben,False, , , ,200.519379946722,2148.32514964208
2649,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,29,Washington,GEOCODENUM,Steuben,False, , , ,449.809007021248,10476.4815929811
2650,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Blue Hill,False, , , ,452.341540783804,13897.8920174293
2651,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,29,Washington,GEOCODENUM,Steuben,False, , , ,120.006359505272,798.833296072173
2652,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Bar Harbor,False, , , ,511.906173247972,19786.5662359022
2653,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Gouldsboro,False, , , ,229.187918320124,3361.29856260125
2654,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,29,Washington,GEOCODENUM,Steuben,False, , , ,139.875225504132,1310.10132551184
2655,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,29,Washington,GEOCODENUM,Steuben,False, , , ,404.211472138085,9423.50415706379
2656,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,29,Washington,GEOCODENUM,Steuben,False, , , ,169.86502989311,1892.31895647023
2657,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Gouldsboro,False, , , ,2798.11142378864,345834.919743479
2658,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,29,Washington,GEOCODENUM,Steuben,False, , , ,89.4603963411712,508.433251798089
2659,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,29,Washington,GEOCODENUM,Steuben,False, , , ,2212.52258172784,200722.592962416
2660,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Gouldsboro,False, , , ,11671.1194514998,5685464.04632202
2661,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,29,Washington,GEOCODENUM,Steuben,False, , , ,226.443690534328,3069.57249056562
2662,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Gouldsboro,False, , , ,270.173677389359,4947.0692859272
2663,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Gouldsboro,False, , , ,903.625438875746,43400.9629813629
2664,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Gouldsboro,False, , , ,379.965441815411,7697.79200174926
2665,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Gouldsboro,False, , , ,137.139140091451,1214.75252247263
2666,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Gouldsboro,False, , , ,2392.73899027243,229966.876697878
2667,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Penobscot,False, , , ,1637.91366262102,132498.911400171
2668,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Penobscot,False, , , ,5511.56389067233,718803.281120219
2669,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Penobscot,False, , , ,1402.92165987445,125111.284352925
2670,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Penobscot,False, , , ,479.6835294026,16162.596149975
2671,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,29,Washington,GEOCODENUM,Steuben,False, , , ,128.710267081144,1150.01598733278
2672,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Gouldsboro,False, , , ,448.750515010823,10895.2074851175
2673,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Gouldsboro,False, , , ,5315.4084424391,1642988.51298646
2674,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Gouldsboro,False, , , ,2767.16448996605,410582.830123676
2675,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Winter Harbor,False, , , ,29989.54740036,36304652.8210033
2676,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,27,Waldo,GEOCODENUM,Searsmont,True,Searsmont, ,Searsmont,138662.278510188,1094093773.54588
2677,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Brooksville,False, , , ,847.463124635743,48411.9649405107
2678,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Gouldsboro,False, , , ,825.803727145413,35213.4289873141
2679,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Gouldsboro,False, , , ,949.951118951797,60720.6700526013
2680,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Brooksville,True,Brooksville, ,Brooksville,389128.464106254,906421635.443119
2681,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Trenton,False, , , ,8749.65216708647,5059439.26618218
2682,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Gouldsboro,False, , , ,2407.63660547605,188500.198568871
2683,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Gouldsboro,False, , , ,224.01137082991,2885.60708030153
2684,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Gouldsboro,False, , , ,264.812150643153,4541.99114173341
2685,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Gouldsboro,False, , , ,399.51776952583,9516.91185845494
2686,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Gouldsboro,False, , , ,110.623622481826,797.609998572318
2687,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Gouldsboro,False, , , ,126.440351295968,1106.37500349775
2688,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Gouldsboro,False, , , ,98.0328355538055,658.512868148877
2689,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Blue Hill,False, , , ,316.714418735277,6504.28695493712
2690,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Gouldsboro,False, , , ,170.608296865529,1871.4895613698
2691,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Blue Hill,False, , , ,360.171294297592,9264.64385904008
2692,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Gouldsboro,False, , , ,3967.74406309774,970643.23970854
2693,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Gouldsboro,False, , , ,3207.24884497729,458675.072918745
2694,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,17,Oxford,GEOCODENUM,Hartford,True,Hartford, ,Hartford,180365.045812566,1259796039.75795
2695,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Blue Hill,False, , , ,353.456085574503,8936.08827127821
2696,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Blue Hill,False, , , ,2919.62542964622,517795.390041395
2697,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Gouldsboro,False, , , ,91.1204721438353,493.156491982574
2698,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Gouldsboro,False, , , ,2335.98728056307,296372.105418006
2699,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Gouldsboro,False, , , ,8204.27895683463,2946798.97823687
2700,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Gouldsboro,False, , , ,503.440215628435,13065.2424819359
2701,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Blue Hill,False, , , ,373.615118395378,7549.1820932202
2702,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,40,St Lawrence,SWIS,Clare,True,Clare, ,Clare,221099.545979557,2699893866.3008
2703,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Gouldsboro,False, , , ,101.823851025816,646.404156908968
2704,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Blue Hill,False, , , ,443.480355954196,9433.75032327349
2705,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Gouldsboro,False, , , ,360.201650575918,6526.25973855544
2706,Land,Other States,Other States,Other States,Other States,Other States,Other States,Other States,Vermont,VT,Vermont,CNTY,7,Chittenden,FIPS6,Williston,True,Williston, ,Williston,156307.448865946,868732294.116346
2707,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,15,Essex,SWIS,Willsboro,True,Willsboro, ,Willsboro,197000.053307232,2041015752.63855
2708,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Penobscot,False, , , ,459.892783234866,12022.8399292906
2709,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Sedgwick,True,Sedgwick, ,Sedgwick,190521.637119673,764365395.447546
2710,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Blue Hill,False, , , ,676.410022264187,33364.2604076276
2711,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Gouldsboro,False, , , ,119.882422199436,1025.08926007679
2712,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,17,Oxford,GEOCODENUM,Woodstock,True,Woodstock, ,Woodstock,174966.143714266,1310190200.0277
2713,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Penobscot,False, , , ,179.88694789321,2247.80939344493
2714,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Winter Harbor,False, , , ,196.826360064452,2691.15606637284
2715,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Blue Hill,False, , , ,294.573467145968,5489.85976626024
2716,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Blue Hill,False, , , ,462.122310287163,8471.63454294668
2717,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Winter Harbor,False, , , ,402.398294633258,9392.6739606443
2718,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Blue Hill,False, , , ,446.004754385895,11979.1042531863
2719,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Brooksville,False, , , ,3048.21521436782,408568.319034039
2720,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Blue Hill,False, , , ,399.469481039467,6487.06718749944
2721,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Blue Hill,False, , , ,327.639204958588,7229.82100165942
2722,Land,Other States,Other States,Other States,Other States,Other States,Other States,Other States,Vermont,VT,Vermont,CNTY,23,Washington,FIPS6,Worcester,True,Worcester, ,Worcester,132634.767587552,1082397620.50266
2723,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Gouldsboro,False, , , ,116.875116573546,980.147900176229
2724,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Gouldsboro,False, , , ,199.236322463703,2605.92471824634
2725,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Brooksville,False, , , ,2211.71843156712,204482.867415412
2726,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Blue Hill,False, , , ,612.70555302605,13786.7033429001
2727,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Blue Hill,False, , , ,446.809460592632,12264.0381930661
2728,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Penobscot,False, , , ,978.187022898544,51307.9532733816
2729,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,27,Waldo,GEOCODENUM,Liberty,True,Liberty, ,Liberty,116153.789441725,793670854.31082
2730,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Winter Harbor,False, , , ,734.984947653713,28509.1710078166
2731,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Blue Hill,False, , , ,199.382159364741,2436.41807552024
2732,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Gouldsboro,False, , , ,4591.12645271622,1392843.29756663
2733,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Blue Hill,False, , , ,1603.94047352807,169283.449484259
2734,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,9,Hancock,GEOCODENUM,Castine,False, , , ,1679.05960544137,202230.487867545
