yearvalue(long),county,pqi(long),pqi_description,count_icd_nine(double precision),population_icd_nine(double precision),obs_rate_icd_nine(double precision),risk_adj_rate_icd_nine(double precision),count_icd_one_zero,population_icd_one_zero,obs_rate_icd_one_zero(double precision),risk_adj_rate_icd_one_zero(double precision),annotation_code(double precision),annotation_desc
2021,Alpine,12,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,0,"1,019",0.0,0.0,1.0,Cell suppressed for small numbers
2022,Alpine,12,Hypertension,0.0,304287.0,0.0,0.0,0,998,0.0,0.0,1.0,Cell suppressed for small numbers
2005,Alpine,13,Diabetes Long-term Complications,0.0,979.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Alpine,13,Diabetes Short-term Complications,0.0,1001.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Alpine,13,Diabetes Short-term Complications,0.0,1009.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Alpine,13,Diabetes Short-term Complications,0.0,957.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Alpine,13,Diabetes Short-term Complications,0.0,947.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Alpine,13,Diabetes Short-term Complications,0.0,895.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Alpine,13,Diabetes Short-term Complications,0.0,888.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Alpine,13,Diabetes Short-term Complications,0.0,2975.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Alpine,13,Perforated Appendix,0.0,2967.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Alpine,13,Dehydration,0.0,2018.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Alpine,13,Angina without Procedure,0.0,3000.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2005,Alpine,14,Diabetes Short-term Complications,0.0,979.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Alpine,14,Diabetes Short-term Complications,0.0,1001.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Alpine,14,Diabetes Short-term Complications,0.0,1009.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Alpine,14,Diabetes Short-term Complications,0.0,957.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Alpine,14,Diabetes Short-term Complications,0.0,947.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Alpine,14,Diabetes Short-term Complications,0.0,895.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Alpine,14,Diabetes Short-term Complications,0.0,888.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Alpine,14,Diabetes Short-term Complications,0.0,2975.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Alpine,14,Hypertension,0.0,2967.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Alpine,14,Diabetes Short-term Complications,0.0,2018.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Alpine,14,Diabetes Short-term Complications,0.0,3000.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Alpine,14,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,0,860,0.0,0.0,1.0,Cell suppressed for small numbers
2017,Alpine,14,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,0,909,0.0,0.0,1.0,Cell suppressed for small numbers
2018,Alpine,14,Hypertension,0.0,304287.0,0.0,0.0,0,886,0.0,0.0,1.0,Cell suppressed for small numbers
2019,Alpine,14,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,0,909,0.0,0.0,1.0,Cell suppressed for small numbers
2020,Alpine,14,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,0,981,0.0,0.0,1.0,Cell suppressed for small numbers
2021,Alpine,14,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,0,"1,019",0.0,0.0,1.0,Cell suppressed for small numbers
2022,Alpine,14,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,0,998,0.0,0.0,1.0,Cell suppressed for small numbers
2005,Alpine,15,COPD or Asthma in Older Adults (Age 40+),0.0,281.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Alpine,15,Diabetes Short-term Complications,0.0,304287.0,339.0,338.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Alpine,15,Diabetes Short-term Complications,0.0,280.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Alpine,15,Diabetes Short-term Complications,0.0,245.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Alpine,15,Diabetes Short-term Complications,0.0,235.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Alpine,15,Diabetes Short-term Complications,0.0,223.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Alpine,15,Diabetes Short-term Complications,0.0,208.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Alpine,15,Perforated Appendix,0.0,2296.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Alpine,15,COPD or Asthma in Older Adults (Age 40+),0.0,2272.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Alpine,15,Diabetes Long-term Complications,0.0,1298.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Alpine,15,Heart Failure,0.0,2460.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Alpine,15,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,0,206,0.0,0.0,1.0,Cell suppressed for small numbers
2017,Alpine,15,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,0,246,0.0,0.0,1.0,Cell suppressed for small numbers
2018,Alpine,15,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,0,228,0.0,0.0,1.0,Cell suppressed for small numbers
2019,Alpine,15,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,0,258,0.0,0.0,1.0,Cell suppressed for small numbers
2020,Alpine,15,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,0,293,0.0,0.0,1.0,Cell suppressed for small numbers
2021,Alpine,15,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,0,318,0.0,0.0,1.0,Cell suppressed for small numbers
2022,Alpine,15,Hypertension,0.0,304287.0,0.0,0.0,0,329,0.0,0.0,1.0,Cell suppressed for small numbers
2005,Alpine,16,Community-Acquired Pneumonia,0.0,979.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Alpine,16,Diabetes Short-term Complications,0.0,1001.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Alpine,16,Diabetes Short-term Complications,0.0,1009.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Alpine,16,Diabetes Short-term Complications,0.0,957.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Alpine,16,Diabetes Short-term Complications,0.0,947.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Alpine,16,Diabetes Long-term Complications,0.0,895.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Alpine,16,Diabetes Short-term Complications,0.0,888.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Alpine,16,Diabetes Short-term Complications,0.0,2975.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Alpine,16,Diabetes Short-term Complications,0.0,2967.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Alpine,16,Hypertension,0.0,2018.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Alpine,16,Diabetes Short-term Complications,0.0,3000.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Alpine,16,Perforated Appendix,0.0,304287.0,0.0,0.0,0,860,0.0,0.0,1.0,Cell suppressed for small numbers
2017,Alpine,16,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,0,909,0.0,0.0,1.0,Cell suppressed for small numbers
2018,Alpine,16,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,0,886,0.0,0.0,1.0,Cell suppressed for small numbers
2019,Alpine,16,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,1,909,110.0,65.7,1.0,Cell suppressed for small numbers
2020,Alpine,16,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,0,981,0.0,0.0,1.0,Cell suppressed for small numbers
2021,Alpine,16,Lower-Extremity Amputation (Diabetes),0.0,304287.0,0.0,0.0,0,"1,019",0.0,0.0,1.0,Cell suppressed for small numbers
2022,Alpine,16,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,0,998,0.0,0.0,1.0,Cell suppressed for small numbers
2005,Alpine,90,Diabetes Short-term Complications,3.0,979.0,306.4,332.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Alpine,90,Diabetes Short-term Complications,2.0,1001.0,199.8,226.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Alpine,90,Diabetes Long-term Complications,4.0,1009.0,396.4,430.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Alpine,90,Diabetes Short-term Complications,1.0,957.0,104.5,105.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Alpine,90,Prevention Quality Overall Composite,2.0,947.0,211.2,216.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Alpine,90,Diabetes Short-term Complications,4.0,895.0,446.9,473.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Alpine,90,Diabetes Short-term Complications,1.0,888.0,112.6,107.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Alpine,90,Diabetes Short-term Complications,2.0,2975.0,67.2,148.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Alpine,90,Diabetes Short-term Complications,2.0,2967.0,67.4,142.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Alpine,90,Diabetes Short-term Complications,0.0,2018.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Alpine,90,Diabetes Short-term Complications,1.0,3000.0,33.3,76.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Alpine,90,Overall Composite,0.0,304287.0,0.0,0.0,0,***,348.4,286.8,1.0,Cell suppressed for small numbers
2017,Alpine,90,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,0,***,220.0,184.1,1.0,Cell suppressed for small numbers
2018,Alpine,90,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,0,***,338.6,271.3,1.0,Cell suppressed for small numbers
2019,Alpine,90,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,0,***,110.0,88.7,1.0,Cell suppressed for small numbers
2020,Alpine,90,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,0,***,203.9,170.5,1.0,Cell suppressed for small numbers
2021,Alpine,90,Perforated Appendix,0.0,304287.0,0.0,0.0,0,***,196.3,167.2,1.0,Cell suppressed for small numbers
2022,Alpine,90,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,0,998,0.0,0.0,1.0,Cell suppressed for small numbers
2005,Alpine,91,Diabetes Short-term Complications,1.0,979.0,102.1,119.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Alpine,91,Angina without Procedure,1.0,1001.0,99.9,123.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Alpine,91,Diabetes Short-term Complications,4.0,1009.0,396.4,469.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Alpine,91,Perforated Appendix,0.0,957.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Alpine,91,Community-Acquired Pneumonia,0.0,947.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Alpine,91,Diabetes Short-term Complications,4.0,895.0,446.9,522.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Alpine,91,Perforated Appendix,0.0,888.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Alpine,91,Diabetes Short-term Complications,1.0,2975.0,33.6,76.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Alpine,91,Heart Failure,0.0,2967.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Alpine,91,Diabetes Short-term Complications,0.0,2018.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Alpine,91,Diabetes Short-term Complications,1.0,3000.0,33.3,76.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Alpine,91,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,2,860,232.6,206.2,1.0,Cell suppressed for small numbers
2017,Alpine,91,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,0,909,0.0,0.0,1.0,Cell suppressed for small numbers
2018,Alpine,91,COPD or Asthma in Older Adults (Age 40+),0.0,304287.0,0.0,0.0,1,886,112.9,94.8,1.0,Cell suppressed for small numbers
2019,Alpine,91,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,0,909,0.0,0.0,1.0,Cell suppressed for small numbers
2020,Alpine,91,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,1,981,101.9,91.5,1.0,Cell suppressed for small numbers
2021,Alpine,91,Asthma in Younger Adults (Age 18-39),0.0,304287.0,0.0,0.0,0,"1,019",0.0,0.0,1.0,Cell suppressed for small numbers
2022,Alpine,91,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,0,998,0.0,0.0,1.0,Cell suppressed for small numbers
2005,Alpine,92,Diabetes Short-term Complications,2.0,979.0,204.3,212.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Alpine,92,Diabetes Short-term Complications,1.0,1001.0,99.9,107.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Alpine,92,Diabetes Short-term Complications,0.0,1009.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Alpine,92,Diabetes Short-term Complications,1.0,957.0,104.5,100.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Alpine,92,Diabetes Short-term Complications,2.0,947.0,211.2,206.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Alpine,92,Diabetes Short-term Complications,0.0,895.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Alpine,92,Diabetes Short-term Complications,1.0,888.0,112.6,102.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Alpine,92,Diabetes Short-term Complications,1.0,2975.0,33.6,72.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Alpine,92,Diabetes Short-term Complications,2.0,2967.0,67.4,140.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Alpine,92,Diabetes Short-term Complications,0.0,2018.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Alpine,92,Diabetes Short-term Complications,0.0,3000.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Alpine,92,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,0,***,116.1,93.7,1.0,Cell suppressed for small numbers
2017,Alpine,92,Chronic Composite,0.0,304287.0,0.0,0.0,0,***,220.0,180.6,1.0,Cell suppressed for small numbers
2018,Alpine,92,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,0,***,225.7,178.3,1.0,Cell suppressed for small numbers
2019,Alpine,92,Perforated Appendix,0.0,304287.0,0.0,0.0,0,***,110.0,87.5,1.0,Cell suppressed for small numbers
2020,Alpine,92,Community-Acquired Pneumonia,0.0,304287.0,0.0,0.0,0,***,101.9,83.5,1.0,Cell suppressed for small numbers
2021,Alpine,92,Perforated Appendix,0.0,304287.0,0.0,0.0,0,***,196.3,163.6,1.0,Cell suppressed for small numbers
2022,Alpine,92,Perforated Appendix,0.0,304287.0,0.0,0.0,0,998,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Alpine,93,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,0,860,0.0,0.0,1.0,Cell suppressed for small numbers
2017,Alpine,93,Lower-Extremity Amputation (Diabetes),0.0,304287.0,0.0,0.0,1,909,110.0,82.3,1.0,Cell suppressed for small numbers
2018,Alpine,93,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,1,886,112.9,83.5,1.0,Cell suppressed for small numbers
2019,Alpine,93,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,1,909,110.0,82.1,1.0,Cell suppressed for small numbers
2020,Alpine,93,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,1,981,101.9,76.6,1.0,Cell suppressed for small numbers
2021,Alpine,93,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,2,"1,019",196.3,148.7,1.0,Cell suppressed for small numbers
2022,Alpine,93,Hypertension,0.0,304287.0,0.0,0.0,0,998,0.0,0.0,1.0,Cell suppressed for small numbers
2005,Amador,1,Diabetes Long-term Complications,12.0,31101.0,38.6,40.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Amador,1,Perforated Appendix,9.0,31460.0,28.6,30.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Amador,1,Urinary Tract Infection,13.0,31883.0,40.8,42.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Amador,1,Diabetes Short-term Complications,12.0,31619.0,38.0,40.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Amador,1,Asthma in Younger Adults (Age 18-39),5.0,31769.0,15.7,16.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Amador,1,COPD or Asthma in Older Adults (Age 40+),10.0,31720.0,31.5,33.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Amador,1,Diabetes Long-term Complications,9.0,31760.0,28.3,30.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Amador,1,Perforated Appendix,13.0,32614.0,39.9,41.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Amador,1,Diabetes Short-term Complications,21.0,32252.0,65.1,68.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Amador,1,Community-Acquired Pneumonia,24.0,33225.0,72.2,77.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Amador,1,Perforated Appendix,11.0,24635.0,44.7,47.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Amador,1,Hypertension,0.0,304287.0,0.0,0.0,17,"31,586",53.8,64.4,1.0,Cell suppressed for small numbers
2017,Amador,1,Perforated Appendix,0.0,304287.0,0.0,0.0,15,"32,677",45.9,54.8,1.0,Cell suppressed for small numbers
2018,Amador,1,Dehydration,0.0,304287.0,0.0,0.0,25,"33,425",74.8,89.2,1.0,Cell suppressed for small numbers
2019,Amador,1,Urinary Tract Infection,0.0,304287.0,0.0,0.0,26,"33,684",77.2,92.4,1.0,Cell suppressed for small numbers
2020,Amador,1,COPD or Asthma in Older Adults (Age 40+),0.0,304287.0,0.0,0.0,18,"34,367",52.4,62.7,1.0,Cell suppressed for small numbers
2021,Amador,1,Perforated Appendix,0.0,304287.0,0.0,0.0,26,"34,879",74.5,89.3,1.0,Cell suppressed for small numbers
2022,Amador,1,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,31,"35,068",88.4,106.1,1.0,Cell suppressed for small numbers
2005,Amador,2,Diabetes Short-term Complications,11.0,40.0,27.5,27.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Amador,2,Diabetes Short-term Complications,5.0,20.0,25.0,24.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Amador,2,Diabetes Short-term Complications,8.0,25.0,32.0,27.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Amador,2,Diabetes Short-term Complications,7.0,30.0,23.3,24.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Amador,2,Diabetes Short-term Complications,9.0,41.0,22.0,21.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Amador,2,Prevention Quality Overall Composite,17.0,36.0,47.2,40.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Amador,2,Diabetes Short-term Complications,10.0,25.0,40.0,31.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Amador,2,Diabetes Short-term Complications,6.0,22.0,27.3,23.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Amador,2,Diabetes Short-term Complications,11.0,25.0,44.0,39.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Amador,2,Diabetes Short-term Complications,10.0,16.0,62.5,45.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Amador,2,Diabetes Short-term Complications,17.0,28.0,60.7,55.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2005,Amador,3,Hypertension,26.0,31101.0,83.6,72.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Amador,3,Hypertension,28.0,31460.0,89.0,76.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Amador,3,Lower-Extremity Amputation (Diabetes),18.0,31883.0,56.5,48.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Amador,3,Diabetes Short-term Complications,25.0,31619.0,79.1,66.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Amador,3,Dehydration,14.0,31769.0,44.1,36.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Amador,3,Prevention Quality Acute Composite,19.0,31720.0,59.9,49.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Amador,3,Diabetes Short-term Complications,18.0,31760.0,56.7,46.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Amador,3,Diabetes Short-term Complications,14.0,32614.0,42.9,35.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Amador,3,Diabetes Short-term Complications,15.0,32252.0,46.5,38.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Amador,3,Perforated Appendix,16.0,33224.0,48.2,39.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Amador,3,Diabetes Short-term Complications,21.0,24635.0,85.2,70.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Amador,3,Hypertension,0.0,304287.0,0.0,0.0,24,"31,586",76.0,73.4,1.0,Cell suppressed for small numbers
2017,Amador,3,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,28,"32,677",85.7,83.0,1.0,Cell suppressed for small numbers
2018,Amador,3,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,25,"33,425",74.8,72.6,1.0,Cell suppressed for small numbers
2019,Amador,3,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,27,"33,684",80.2,77.5,1.0,Cell suppressed for small numbers
2020,Amador,3,Perforated Appendix,0.0,304287.0,0.0,0.0,29,"34,367",84.4,81.5,1.0,Cell suppressed for small numbers
2021,Amador,3,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,27,"34,879",77.4,75.0,1.0,Cell suppressed for small numbers
2022,Amador,3,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,32,"35,068",91.3,88.2,1.0,Cell suppressed for small numbers
2005,Amador,5,Perforated Appendix,71.0,22349.0,317.7,309.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Amador,5,Hypertension,64.0,22756.0,281.2,273.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Amador,5,Diabetes Short-term Complications,80.0,23159.0,345.4,333.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Amador,5,Diabetes Short-term Complications,94.0,23179.0,405.5,386.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Amador,5,COPD or Asthma in Older Adults (Age 40+),66.0,23419.0,281.8,266.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Amador,5,Diabetes Long-term Complications,94.0,23486.0,400.2,374.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Amador,5,Dehydration,82.0,23520.0,348.6,320.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Amador,5,Hypertension,78.0,23273.0,335.2,302.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Amador,5,Heart Failure,101.0,23064.0,437.9,386.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Amador,5,Diabetes Short-term Complications,85.0,24481.0,347.2,315.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Amador,5,Diabetes Short-term Complications,56.0,17286.0,324.0,276.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Amador,5,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,65,"23,427",277.5,365.7,1.0,Cell suppressed for small numbers
2017,Amador,5,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,93,"24,087",386.1,509.4,1.0,Cell suppressed for small numbers
2018,Amador,5,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,52,"24,503",212.2,279.0,1.0,Cell suppressed for small numbers
2019,Amador,5,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,59,"24,761",238.3,310.1,1.0,Cell suppressed for small numbers
2020,Amador,5,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,36,"25,179",143.0,185.7,1.0,Cell suppressed for small numbers
2021,Amador,5,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,25,"25,483",98.1,127.2,1.0,Cell suppressed for small numbers
2022,Amador,5,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,17,"25,657",66.3,85.5,1.0,Cell suppressed for small numbers
2005,Amador,7,Diabetes Short-term Complications,5.0,31101.0,16.1,14.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Amador,7,Diabetes Long-term Complications,4.0,31460.0,12.7,11.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Amador,7,Heart Failure,4.0,31883.0,12.5,10.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Amador,7,Diabetes Short-term Complications,3.0,31619.0,9.5,8.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Amador,7,Diabetes Long-term Complications,2.0,31769.0,6.3,5.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Amador,7,Perforated Appendix,3.0,31720.0,9.5,7.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Amador,7,Diabetes Short-term Complications,7.0,31760.0,22.0,18.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Amador,7,Diabetes Short-term Complications,9.0,32614.0,27.6,23.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Amador,7,Diabetes Long-term Complications,9.0,32252.0,27.9,23.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Amador,7,Perforated Appendix,10.0,33224.0,30.1,25.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
