X,Y,OBJECTID,PARCELID,BLOCK,LOT,SUBLOT,LRSN,LAND_SIZE,PROP_ADDRESS,PROP_HOUSE,PROP_DIR,PROP_STREET,PROP_STREETTYPE,REASSESS_YEAR,REM_DEEDBOOK,REM_DEEDPAGE,REM_DEEDDATE,CUR_LASTNAME,CUR_FIRSTNAME,CUR_NAME2,CUR_ADDRESS1,CUR_ADDRESS2,CUR_CITY,CUR_STATE,CUR_ZIP,CUR_PROP_CLASS,CUR_LAND,CUR_IMPROVEMENT,CUR_TOTAL,PROP_CLASS,GOV_TYPE,ORIG_FID
1212163.26375,275824.561250001,2198,016D00510000,016D,0051,0000,8001662,   0.04810,536 S CLAY ST,   536,S,CLAY,ST,98,6981,0581,1997/12/31 00:00:00+00,COMMONWEALTH,OF KENTUCKY FOR UNIVER, ,GRAWEMEYER HALL, ,LOUISVILLE,KY,40292-0001,E,40200,0,40200,602,2,11312
1198062.85250001,275768.502499998,2199,036F02410000,036F,0241,0000,64830,   0.09530,2304 MAPLE ST,  2304, ,MAPLE,ST,15,10297,0254,2014/09/11 00:00:00+00,LOUISVILLE,& JEFFERSON COUNTY MSD, ,700 W LIBERTY ST, ,LOUISVILLE,KY,40203-1911,E,5000,0,5000,620,3,11313
1206081.58750001,275610.231250003,2200,013J00810000,013J,0081,0000,64848,   3.47640,601 W BROADWAY,   601,W,BROADWAY, ,08, , ,1900/01/01 00:00:00+00,UNITED,STATES OF AMERICA, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,2950860,1123780,4074640,601,6,11314
1198093.08750001,275764.423749998,2201,036F02420000,036F,0242,0000,64855,   0.09730,2302 MAPLE ST,  2302, ,MAPLE,ST,14,10209,0163,2014/02/27 00:00:00+00,LOUISVILLE,& JEFFERSON COUNTY MSD, ,700 W LIBERTY ST, ,LOUISVILLE,KY,40203-1911,E,2500,0,2500,620,3,11315
1198122.36125,275760.415000007,2202,036F02430000,036F,0243,0000,64886,   0.08890,2300 MAPLE ST,  2300, ,MAPLE,ST,14,10087,0174,2013/06/18 00:00:00+00,LOUISVILLE,& JEFFERSON COUNTY MSD, ,700 W LIBERTY ST, ,LOUISVILLE,KY,40203-1911,E,2500,0,2500,620,3,11316
1211930.65875,275700.295000002,2203,016D00010000,016D,0001,0000,8001655,   2.06730,601 E CHESTNUT ST,   601,E,CHESTNUT,ST,98,6981,0581,1997/12/31 00:00:00+00,COMMONWEALTH,OF KENTUCKY FOR UNIVER, ,GRAWEMEYER HALL, ,LOUISVILLE,KY,40292-0001,E,1650200,0,1650200,602,2,11317
1212159.4675,275804.863749996,2204,016D00500000,016D,0050,0000,8001661,   0.04840,538 S CLAY ST,   538,S,CLAY,ST,98,6981,0581,1997/12/31 00:00:00+00,COMMONWEALTH,OF KENTUCKY FOR UNIVER, ,GRAWEMEYER HALL, ,LOUISVILLE,KY,40292-0001,E,40200,0,40200,602,2,11318
1216080.31375,275784.958749995,2205,068E01500000,068E,0150,0000,9707793,   0.03770,COOPER ST, , ,COOPER,ST, , , ,1900/01/01 00:00:00+00,OWNER,UNKNOWN, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,0,0,699,0,11319
1198206.48375,275769.405000001,2206,036G01190000,036G,0119,0000,64937,   0.06530,2224 MAPLE ST,  2224, ,MAPLE,ST,15,10297,0284,2014/09/11 00:00:00+00,LOUISVILLE,& JEFFERSON COUNTY MSD, ,700 W LIBERTY ST, ,LOUISVILLE,KY,40203-1911,E,5000,0,5000,620,3,11320
1198235.81999999,275765.140000001,2207,036G01200000,036G,0120,0000,64965,   0.06250,2222 MAPLE ST,  2222, ,MAPLE,ST,17,10820,108,2017/02/09 00:00:00+00,LOUISVILLE,& JEFFERSON COUNTY MSD, ,700 W LIBERTY ST, ,LOUISVILLE,KY,40203-1911,E,2500,0,2500,620,3,11321
1210327.5275,275702.646249995,2208,016G01040000,016G,0104,0000,64967,   0.83830,600 S PRESTON ST,   600,S,PRESTON,ST,08, , ,1900/01/01 00:00:00+00,LOUISVILLE/JEF,COUNTY METRO GO, ,527 W JEFFERSON ST, ,LOUISVILLE,KY,40202-2814,E,665900,173170,839070,620,1,11322
1208844.70625,275768.530000001,2209,016F01360000,016F,0136,0000,64983,   0.09310,S 1ST ST, ,S,1ST,ST,08,9398,0947,2009/03/30 00:00:00+00,COMMONWEALTH,OF KY FBO KCTCS, ,300 N MAIN ST, ,VERSAILLES,KY,40383-1245,E,92180,7420,99600,660,2,11323
1198265.00125,275760.887500003,2210,036G01210000,036G,0121,0000,64990,   0.06500,2220 MAPLE ST,  2220, ,MAPLE,ST,17,10820,112,2017/02/09 00:00:00+00,LOUISVILLE,& JEFFERSON COUNTY MSD, ,700 W LIBERTY ST, ,LOUISVILLE,KY,40203-1911,E,2500,0,2500,620,3,11324
1198293.9825,275756.347499996,2211,036G01220000,036G,0122,0000,65020,   0.06220,2218 MAPLE ST,  2218, ,MAPLE,ST,14,10283,0836,2014/08/14 00:00:00+00,LOUISVILLE,& JEFFERSON COUNTY MSD, ,700 W LIBERTY ST, ,LOUISVILLE,KY,40203-1911,E,2500,0,2500,620,3,11325
1212154.58499999,275774.428749993,2212,016D00480049,016D,0048,0049,8001660,   0.09990,540 S CLAY ST,   540,S,CLAY,ST,98,6981,0581,1997/12/31 00:00:00+00,COMMONWEALTH,OF KENTUCKY FOR UNIVER, ,GRAWEMEYER HALL, ,LOUISVILLE,KY,40292-0001,E,77300,0,77300,602,2,11326
1198323.2825,275753.454999998,2213,036G01230000,036G,0123,0000,65047,   0.06570,2216 MAPLE ST,  2216, ,MAPLE,ST,17,10820,104,2017/02/09 00:00:00+00,LOUISVILLE,& JEFFERSON COUNTY MSD, ,700 W LIBERTY ST, ,LOUISVILLE,KY,40203-1911,E,2500,0,2500,620,3,11327
1224124.81625,275550.623750001,2214,071H00120000,071H,0012,0000,65053,   2.43000,ADDRESS UNKNOWN, , ,ADDRESS UNKNOWN, , , , ,1900/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,0,0,602,2,11328
1198366.30125,275745.680000007,2215,036G01240000,036G,0124,0000,65089,   0.05690,2214 MAPLE ST,  2214, ,MAPLE,ST,14,10100,0981,2013/07/11 00:00:00+00,LOUISVILLE,& JEFFERSON COUNTY MSD, ,700 W LIBERTY ST, ,LOUISVILLE,KY,40203-1911,E,2500,0,2500,620,3,11329
1198392.94750001,275742.097499996,2216,036G01250000,036G,0125,0000,65113,   0.05950,2212 MAPLE ST,  2212, ,MAPLE,ST,17,10891,572,2017/05/19 00:00:00+00,LOUISVILLE,& JEFFERSON COUNTY MSD, ,700 W LIBERTY ST, ,LOUISVILLE,KY,40203-1911,E,5000,0,5000,620,3,11330
1198421.10250001,275738.071250007,2217,036G01260000,036G,0126,0000,65131,   0.06360,2210 MAPLE ST,  2210, ,MAPLE,ST,16,10643,0955,2016/06/20 00:00:00+00,MSD, , ,700 W LIBERTY ST, ,LOUISVILLE,KY,40203-1911,E,2500,15690,18190,620,3,11331
1198449.995,275733.643749997,2218,036G01270000,036G,0127,0000,65148,   0.06290,2206 MAPLE ST,  2206, ,MAPLE,ST,14,10100,0969,2013/07/11 00:00:00+00,LOUISVILLE,& JEFFERSON COUNTY MSD, ,700 W LIBERTY ST, ,LOUISVILLE,KY,40203-1911,E,2500,0,2500,620,3,11332
1210529.74375001,275671.802499995,2219,016H00900000,016H,0090,0000,65172,   0.46580,615 S PRESTON ST,   615,S,PRESTON,ST,08,10477,0878,2015/10/08 00:00:00+00,UNIVERSITY,OF LOUISVILLE REAL EST, ,215 CENTRAL AVE STE 304, ,LOUISVILLE,KY,40208-1424,E,430890,359500,790390,608,2,11333
1198474.9075,275730.168750003,2220,036G02150000,036G,0215,0000,65174,   0.04600,2204 MAPLE ST,  2204, ,MAPLE,ST,14,10100,0963,2013/07/11 00:00:00+00,LOUISVILLE,& JEFFERSON COUNTY MSD, ,700 W LIBERTY ST, ,LOUISVILLE,KY,40203-1911,E,2500,0,2500,620,3,11334
1235709.96250001,275725.775000006,2221,041230000000,0412,3000,0000,1031519,   0.11560,WILLIS AVE, , ,WILLIS,AVE, , , ,1900/01/01 00:00:00+00,OWNER,UNKNOWN, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,0,0,609,0,11335
1198500.71250001,275726.247500002,2222,036G01280000,036G,0128,0000,65188,   0.06700,2202 MAPLE ST,  2202, ,MAPLE,ST,16,10535,0426,2016/01/08 00:00:00+00,MSD, , ,700 W LIBERTY ST, ,LOUISVILLE,KY,40203-1911,E,2500,0,2500,620,3,11336
1191498.88500001,275754.892499998,2223,043F00920000,043F,0092,0000,65196,   0.08060,826 S 37TH ST,   826,S,37TH,ST,18,11101,710,2018/03/09 00:00:00+00,LOUISVILLE,& JEFFERSON COUNTY LAN, ,444 S 5TH ST STE 500, ,LOUISVILLE,KY,40202-2332,E,5000,0,5000,620,1,11337
1214056.595,275746.209999993,2224,016E02220000,016E,0222,0000,65209,   0.04560,523 S WENZEL ST,   523,S,WENZEL,ST,86,11968,451,2021/03/25 00:00:00+00,LOUISVILLE/JEF,COUNTY METRO GO, ,444 S 5TH ST STE 400, ,LOUISVILLE,KY,40202-4311,E,1280,7220,8500,620,1,11338
1198530.03625,275721.868750006,2225,036G01290000,036G,0129,0000,65215,   0.06130,2200 MAPLE ST,  2200, ,MAPLE,ST,15,10297,0290,2014/09/11 00:00:00+00,LOUISVILLE,& JEFFERSON COUNTY MSD, ,700 W LIBERTY ST, ,LOUISVILLE,KY,40203-1911,E,5000,0,5000,620,3,11339
1210594.3175,275661.422499999,2226,016H01500000,016H,0150,0000,65258,   0.13810,408 E CHESTNUT ST,   408,E,CHESTNUT,ST,08,10477,0878,2015/10/08 00:00:00+00,UNIVERSITY,OF LOUISVILLE REAL EST, ,215 CENTRAL AVE STE 212, ,LOUISVILLE,KY,40208-1451,E,125160,12710,137870,608,2,11340
1210624.26000001,275657.977500007,2227,016H01520000,016H,0152,0000,65283,   0.14000,410 E CHESTNUT ST,   410,E,CHESTNUT,ST,08,10477,0878,2015/10/08 00:00:00+00,UNIVERSITY,OF LOUISVILLE REAL EST, ,215 CENTRAL AVE STE 212, ,LOUISVILLE,KY,40208-1451,E,126100,651860,777960,608,2,11341
1210682.0125,275648.368750006,2228,016H00910000,016H,0091,0000,65315,   0.40060,414 E CHESTNUT ST,   414,E,CHESTNUT,ST,08,10477,0878,2015/10/08 00:00:00+00,UNIVERSITY,OF LOUISVILLE REAL EST, ,215 CENTRAL AVE STE 212, ,LOUISVILLE,KY,40208-1451,E,312020,1023000,1335020,608,2,11342
1210839.9575,275645.633750007,2229,016H01600000,016H,0160,0000,65385,   0.89410,418 E CHESTNUT ST,   418,E,CHESTNUT,ST,08, , ,1900/01/01 00:00:00+00,UNIVERSITY,OF LOUISVILLE, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,775560,679560,1455120,608,2,11343
1197764.98125,275704.548749998,2230,036F02080000,036F,0208,0000,65457,   0.08520,812 HUMLER ST,   812, ,HUMLER,ST,14,10172,0889,2013/11/26 00:00:00+00,LOUISVILLE,& JEFFERSON COUNTY MSD, ,700 W LIBERTY ST, ,LOUISVILLE,KY,40203-1911,E,2500,0,2500,620,3,11344
1198253.11750001,275692.987499997,2231,036G01030000,036G,0103,0000,65525,   0.07560,809 S 23RD ST,   809,S,23RD,ST,15,10288,0117,2014/08/22 00:00:00+00,LOUISVILLE,& JEFFERSON COUNTY MSD, ,700 W LIBERTY ST, ,LOUISVILLE,KY,40203-1911,E,2500,0,2500,620,3,11345
1197932.2825,275676.351249993,2232,036F02300000,036F,0230,0000,65579,   0.11130,813 HUMLER ST,   813, ,HUMLER,ST,09,9346,0631,2009/02/06 00:00:00+00,LOUISVILLE,& JEFFERSON COUNTY MSD, ,700 W LIBERTY ST, ,LOUISVILLE,KY,40203-1911,E,5000,0,5000,620,3,11346
1192689.62,275683.790000007,2233,043G01450000,043G,0145,0000,65592,   0.09300,830 LOUIS COLEMAN JR DR,   830, ,LOUIS COLEMAN JR,DR,10,9643,0810,2010/11/11 00:00:00+00,LOUISVILLE,& JEFFERSON COUNTY LAN, ,444 S 5TH ST STE 500, ,LOUISVILLE,KY,40202-2332,E,8000,0,8000,620,1,11347
1197760.4075,275674.638750002,2234,036F02070000,036F,0207,0000,65617,   0.08430,814 HUMLER ST,   814, ,HUMLER,ST,17,10730,0580,2016/10/10 00:00:00+00,LOUISVILLE,& JEFFERSON COUNTY MSD, ,700 W LIBERTY ST, ,LOUISVILLE,KY,40203-1911,E,2500,0,2500,620,3,11348
1218397.85124999,248524.871250004,2235,078902810000,0789,0281,0000,190672,   0.16480,4525 LOTUS AVE,  4525, ,LOTUS,AVE,05,8632,0507,2005/06/02 00:00:00+00,LOUISVILLE,REGIONAL AIRPORT AUTHO, ,PO BOX 9129, ,LOUISVILLE,KY,40209-0129,E,13000,0,13000,620,1,11349
1198437.76375,275665.903750002,2236,036G01180000,036G,0118,0000,65651,   0.10570,808 S 22ND ST,   808,S,22ND,ST,14,10314,0001,2014/10/20 00:00:00+00,LOUISVILLE,& JEFFERSON COUNTY MSD, ,700 W LIBERTY ST, ,LOUISVILLE,KY,40203-1911,E,2500,0,2500,620,3,11350
1208857.5,275678.632499993,2237,016F01020000,016F,0102,0000,65674,   0.27070,627 S 1ST ST,   627,S,1ST,ST,08,9398,0947,2009/03/30 00:00:00+00,COMMONWEALTH,OF KY FBO KCTCS, ,300 N MAIN ST, ,VERSAILLES,KY,40383-1245,E,162050,10590,172640,660,2,11351
1198062.94499999,275662.90625,2238,036F02350000,036F,0235,0000,65689,   0.08290,812 S 23RD ST,   812,S,23RD,ST,14,10274,0594,2014/07/25 00:00:00+00,LOUISVILLE,& JEFFERSON COUNTY MSD, ,700 W LIBERTY ST, ,LOUISVILLE,KY,40203-1911,E,2500,0,2500,620,3,11352
1204067.4425,274816.533749998,2239,029L00020000,029L,0002,0000,65738,  15.25500,1000 W BROADWAY,  1000,W,BROADWAY, ,08, , ,1900/01/01 00:00:00+00,TRANSIT,AUTHORITY OF RIVER CIT, ,302 SPEED BLDG, ,EXEMPT,KY,EXEMPT,E,1118300,0,1118300,620,1,11353
1209943.925,275659.805000007,2240,016G00870000,016G,0087,0000,65780,   0.01300,S FLOYD & SPRINGER ALY, ,S,FLOYD & SPRINGER,ALY,18,11653,176,2020/03/26 00:00:00+00,LOUISVILLE,JEFFERSON COUNTY METRO, ,527 W JEFFERSON ST FL 4, ,LOUISVILLE,KY,40202-2814,E,9680,0,9680,620,1,11354
1198433.18375,275642.767499998,2241,036G01170000,036G,0117,0000,65796,   0.10570,810 S 22ND ST,   810,S,22ND,ST,16,10427,0024,2015/06/29 00:00:00+00,LOUISVILLE,& JEFFERSON COUNTY MSD, ,700 W LIBERTY ST, ,LOUISVILLE,KY,40203-1911,E,2500,0,2500,620,3,11355
1197756.71250001,275645.563749999,2242,036F02060000,036F,0206,0000,65801,   0.07960,816 HUMLER ST,   816, ,HUMLER,ST,15,10313,0991,2014/10/20 00:00:00+00,LOUISVILLE,& JEFFERSON COUNTY MSD, ,700 W LIBERTY ST, ,LOUISVILLE,KY,40203-1911,E,2500,0,2500,620,3,11356
1212676.7225,275582.267499998,2243,016D00730000,016D,0073,0000,91004147,   0.00550,E CHESTNUT ST, ,E,CHESTNUT,ST, , , ,1900/01/01 00:00:00+00,OWNER,UNKNOWN, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,0,0,699,0,11357
1197927.41875,275643.625,2244,036F02290000,036F,0229,0000,65825,   0.07010,815 HUMLER ST,   815, ,HUMLER,ST,15,10327,0027,2014/11/14 00:00:00+00,LOUISVILLE,& JEFFERSON COUNTY MSD, ,700 W LIBERTY ST, ,LOUISVILLE,KY,40203-1911,E,2500,0,2500,620,3,11358
1208506.12375,275543.659999996,2245,016F01430000,016F,0143,0000,65866,   1.58700,631 S 2ND ST,   631,S,2ND,ST,08,9398,0947,2009/03/30 00:00:00+00,COMMONWEALTH,OF KY FBO KCTCS, ,300 N MAIN ST, ,VERSAILLES,KY,40383-1245,E,1830370,560520,2390890,602,2,11359
1191967.12625,275637.46875,2246,043F01810000,043F,0181,0000,65867,   0.07250,847 SUTCLIFFE AVE,   847, ,SUTCLIFFE,AVE,17,10690,0622,2016/08/18 00:00:00+00,LOUISVILLE,& JEFFERSON COUNTY LAN, ,444 S 5TH ST STE 500, ,LOUISVILLE,KY,40202-2332,E,5000,15000,20000,620,1,11360
1198058.73875,275632.319999993,2247,036F02340000,036F,0234,0000,65872,   0.08430,814 S 23RD ST,   814,S,23RD,ST,14,10283,0406,2014/08/13 00:00:00+00,LOUISVILLE,& JEFFERSON COUNTY LAN, ,444 S 5TH ST STE 500, ,LOUISVILLE,KY,40202-2332,E,2500,0,2500,620,1,11361
1213924.02500001,275635.628749996,2248,016E00910000,016E,0091,0000,65878,   0.04470,955 E CHESTNUT ST,   955,E,CHESTNUT,ST,86,11968,451,2021/03/25 00:00:00+00,LOUISVILLE/JEF,COUNTY METRO GO, ,444 S 5TH ST STE 400, ,LOUISVILLE,KY,40202-4311,E,2440,13810,16250,620,1,11362
1210014.3775,275297.155000001,2249,016G00150000,016G,0015,0000,65912,   5.38270,315 E BROADWAY,   315,E,BROADWAY, ,08,6200,0259,1992/07/07 00:00:00+00,UNIVERSITY,OF LOUISVILLE, ,2301 S 3RD ST, ,LOUISVILLE,KY,40208-1838,E,3903770,768550,4672320,608,2,11363
1198428.67,275619.953749999,2250,036G01160000,036G,0116,0000,65928,   0.10350,812 S 22ND ST,   812,S,22ND,ST,15,10375,0508,2015/03/13 00:00:00+00,MSD, , ,700 W LIBERTY ST, ,LOUISVILLE,KY,40203-1911,E,4000,0,4000,620,3,11364
1208859.67749999,275615.478750005,2251,016F01350000,016F,0135,0000,65975,   0.07740,S 1ST & E GRAY ST, ,S,1ST & E GRAY,ST,08,9398,0947,2009/03/30 00:00:00+00,COMMONWEALTH,OF KY FBO KCTCS, ,300 N MAIN ST, ,VERSAILLES,KY,40383-1245,E,78430,5300,83730,660,2,11365
1206750.15875,275617.066249996,2252,013K01560000,013K,0156,0000,8001018,   0.04210,664 S 5TH ST,   664,S,5TH,ST,08,8032,0432,2002/12/05 00:00:00+00,LOUISVILLE/JEF,COUNTY METRO GO, ,527 W JEFFERSON ST, ,LOUISVILLE,KY,40202-2814,E,56730,44700,101430,620,1,11366
1194272.55249999,275626.34375,2253,043H02690000,043H,0269,0000,66012,   0.00790,819 1/2 S 31ST ST,   819,S,31ST,ST,09,0,0,1924/03/01 00:00:00+00,LOUISVILLE/JEF,COUNTY METRO GO, ,527 W JEFFERSON ST, ,LOUISVILLE,KY,40202-2814,E,840,0,840,620,1,11367
1197616.18125001,275605.359999999,2254,036F02010000,036F,0201,0000,66029,   0.08330,823 S 24TH ST,   823,S,24TH,ST,14,10182,0754,2013/12/19 00:00:00+00,METROPOLITAN,SEWER DISTRICT LOUISVI, ,700 W LIBERTY ST, ,LOUISVILLE,KY,40203-1911,E,2500,0,2500,620,3,11368
1213474.44625001,275609.019999996,2255,016E00710000,016E,0071,0000,66035,   0.05250,537 S CAMPBELL ST,   537,S,CAMPBELL,ST,02,7977,0480,2002/10/09 00:00:00+00,LOUISVILLE,METRO HOUSING AUTHORIT, ,420 S 8TH ST, ,LOUISVILLE,KY,40203-1906,E,6000,137000,143000,620,1,11369
1213906.56,275599.538749993,2256,016E02240000,016E,0224,0000,66058,   0.04430,951 E CHESTNUT ST,   951,E,CHESTNUT,ST,87,11968,451,2021/03/25 00:00:00+00,LOUISVILLE/JEF,COUNTY METRO GO, ,444 S 5TH ST STE 400, ,LOUISVILLE,KY,40202-4311,E,7000,0,7000,620,1,11370
1189171.63625,275592.928749993,2257,044C00170000,044C,0017,0000,66069,   0.14010,916 CECIL AVE,   916, ,CECIL,AVE,17,10803,163,2017/01/18 00:00:00+00,LOUISVILLE,& JEFFERSON COUNTY LAN, ,444 S 5TH ST STE 500, ,LOUISVILLE,KY,40202-2332,E,5000,0,5000,620,1,11371
1198425.01625,275597.088750005,2258,036G01150000,036G,0115,0000,66077,   0.10580,814 S 22ND ST,   814,S,22ND,ST,15,10297,0272,2014/09/11 00:00:00+00,LOUISVILLE,& JEFFERSON COUNTY MSD, ,700 W LIBERTY ST, ,LOUISVILLE,KY,40203-1911,E,5000,0,5000,620,3,11372
1210309.06625,275604.407499999,2259,016G00890000,016G,0089,0000,66090,   0.01510,SPRINGER ALY, , ,SPRINGER,ALY,08,11968,451,2021/03/25 00:00:00+00,LOUISVILLE/JEF,COUNTY METRO GO, ,444 S 5TH ST STE 400, ,LOUISVILLE,KY,40202-4311,E,11430,163000,174430,620,1,11373
1210909.62625,275561.825000003,2260,016H01610000,016H,0161,0000,66097,   0.37260,608 S JACKSON ST,   608,S,JACKSON,ST,08, , ,1900/01/01 00:00:00+00,UNIVERSITY,OF LOUISVILLE, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,269320,184170,453490,608,2,11374
1208317.3775,246888.868750006,2261,059G00070000,059G,0007,0000,194886,  15.38090,6201 STRAWBERRY LN,  6201, ,STRAWBERRY,LN,04,8355,0524,2004/02/13 00:00:00+00,LOUISVILLE,& JEFFERSON COUNTY RED, ,163 ROCHESTER DR, ,LOUISVILLE,KY,40214-2600,E,2250000,0,2250000,620,1,11375
1198235.2775,275580.683750004,2262,036G00990000,036G,0099,0000,66175,   0.09690,817 S 23RD ST,   817,S,23RD,ST,14,9537,0540,2010/03/22 00:00:00+00,LOUISVILLE,& JEFFERSON COUNTY LAN, ,444 S 5TH ST STE 500, ,LOUISVILLE,KY,40202-2332,E,5000,3380,8380,620,1,11376
1213471.52375001,275586.773750007,2263,016E00700000,016E,0070,0000,66181,   0.04940,539 S CAMPBELL ST,   539,S,CAMPBELL,ST,02,7977,0480,2002/10/09 00:00:00+00,LOUISVILLE,METRO HOUSING AUTHORIT, ,420 S 8TH ST, ,LOUISVILLE,KY,40203-1906,E,6000,137000,143000,620,1,11377
1269259.31625,275458.648750007,2264,002201250000,0022,0125,0000,66190,   1.77770,N MADISON AVE, ,N,MADISON,AVE,81,7472,0643,2000/06/30 00:00:00+00,JEFFERSON,COUNTY SCHOOL DISTRICT, ,3332 NEWBURG RD, ,LOUISVILLE,KY,40218-2414,E,0,16420,16420,608,4,11378
1198422.73999999,275573.951250002,2265,036G01140000,036G,0114,0000,66210,   0.10500,816 S 22ND ST,   816,S,22ND,ST,14,10297,0266,2014/09/11 00:00:00+00,LOUISVILLE,& JEFFERSON COUNTY MSD, ,700 W LIBERTY ST, ,LOUISVILLE,KY,40203-1911,E,5000,0,5000,620,3,11379
1235860.11750001,275488.138750002,2266,041230010000,0412,3001,0000,1031520,   0.11140,DAYTON AVE, , ,DAYTON,AVE, , , ,1900/01/01 00:00:00+00,OWNER,UNKNOWN, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,0,0,609,0,11380
1204530.76625,275126.572500005,2267,029L00060000,029L,0006,0000,66220,   8.54530,908 W BROADWAY,   908,W,BROADWAY, ,08, , ,1900/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,1353170,0,1353170,602,2,11381
1198417.235,275551.152500004,2268,036G01130000,036G,0113,0000,8400870,   0.10770,818 S 22ND ST,   818,S,22ND,ST,14,10210,0395,2014/03/03 00:00:00+00,LOUISVILLE,& JEFFERSON COUNTY MSD, ,700 W LIBERTY ST, ,LOUISVILLE,KY,40203-1911,E,2500,0,2500,620,3,11382
1212875.515,275569.665000007,2269,016E00030000,016E,0003,0000,8001715,   0.08800,547 S SHELBY ST,   547,S,SHELBY,ST,03,9434,0195,2009/07/28 00:00:00+00,LOUISVILLE,METRO HOUSING AUTHORIT, ,420 S 8TH ST, ,LOUISVILLE,KY,40203-1906,E,5400,0,5400,620,1,11383
1213259.81874999,275493.072500005,2270,016E00200000,016E,0020,0000,66349,   0.08410,837 E CHESTNUT ST,   837,E,CHESTNUT,ST,07,8471,0466,2004/08/20 00:00:00+00,LOUISVILLE,METRO HOUSING AUTHORIT, ,420 S 8TH ST, ,LOUISVILLE,KY,40203-1906,E,10000,115630,125630,620,1,11384
1231369.11499999,255478.831249997,2271,061001170000,0610,0117,0000,8101843,  10.90670,3507 NEWBURG RD,  3507, ,NEWBURG,RD,10,9968,0454,2012/10/26 00:00:00+00,LOUISVILLE/JEF,COUNTY METRO GO, ,527 W JEFFERSON ST, ,LOUISVILLE,KY,40202-2814,E,798910,250000,1048910,620,1,11385
1211854.25624999,275464.297499999,2272,016J01020000,016J,0102,0000,8001807,   0.73830,614 E CHESTNUT ST,   614,E,CHESTNUT,ST,10,9330,0675,2008/12/23 00:00:00+00,COMMONWEALTH,OF KENTUCKY FBO, ,206 GRAWEMEYER HALL, ,LOUISVILLE,KY,40292-0001,E,394830,1194200,1589030,602,2,11386
1278983.85625,289033.207499996,2273,001501030000,0015,0103,0000,15693,   4.07570,13012 FACTORY LN, 13012, ,FACTORY,LN,02,8024,0614,2002/12/12 00:00:00+00,MIDDLETOWN,FIRE PROTECTION DISTRI, ,PO BOX 436257, ,LOUISVILLE,KY,40253-6257,E,150000,0,150000,604,5,11387
1210533.93000001,275451.373750001,2274,016H00640000,016H,0064,0000,67180,   0.77350,401 E GRAY ST,   401,E,GRAY,ST,08, , ,1900/01/01 00:00:00+00,UNIVERSITY,OF LOUISVILLE, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,655260,276510,931770,608,2,11388
1208831.11624999,275519.444999993,2275,016F01330000,016F,0133,0000,66470,   0.13690,S 1ST & E GRAY ST, ,S,1ST & E GRAY,ST,08,9398,0947,2009/03/30 00:00:00+00,COMMONWEALTH,OF KY FBO KCTCS, ,300 N MAIN ST, ,VERSAILLES,KY,40383-1245,E,131940,26020,157960,602,2,11389
1198414.59875,275527.792500004,2276,036G01120000,036G,0112,0000,8400871,   0.10710,820 S 22ND ST,   820,S,22ND,ST,14,10210,0401,2014/03/03 00:00:00+00,LOUISVILLE,& JEFFERSON COUNTY MSD, ,700 W LIBERTY ST, ,LOUISVILLE,KY,40203-1911,E,2500,0,2500,620,3,11390
1212029.33125,275328.697500005,2277,016J01120000,016J,0112,0000,66496,   2.08610,600 S CLAY ST,   600,S,CLAY,ST,94,6213,0233,1992/08/13 00:00:00+00,COMMONWEALTH,OF KENTUCKY FOR UNIVER, ,2301 S 3RD ST, ,LOUISVILLE,KY,40208-1838,E,690000,50000,740000,602,2,11391
1208830.86125,275477.810000002,2278,016F00910000,016F,0091,0000,66568,   0.09630,S 1ST ST, ,S,1ST,ST,08,9398,0947,2009/03/30 00:00:00+00,COMMONWEALTH,OF KY FBO KCTCS, ,300 N MAIN ST, ,VERSAILLES,KY,40383-1245,E,90580,12600,103180,602,2,11392
1208951.27,275495.40625,2279,016F01470000,016F,0147,0000,91028147,   0.02500,E GRAY ST, ,E,GRAY,ST, ,9398,0947,2009/03/30 00:00:00+00,COMMONWEALTH,OF KY FBO KCTCS, ,300 N MAIN ST, ,VERSAILLES,KY,40383-1245,E,0,0,0,602,2,11393
1210639.17749999,275432.489999995,2280,016H00710000,016H,0071,0000,66590,   0.15470,407 E GRAY ST,   407,E,GRAY,ST,08, , ,1900/01/01 00:00:00+00,UNIVERSITY,OF LOUISVILLE, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,103340,17500,120840,608,2,11394
