Citing Patent,Filing date,Publication date,Applicant,Title
DE102006048819A1 *,"Oct 10, 2006","Apr 17, 2008",NMI Naturwissenschaftliches und Medizinisches Institut an der Universit�t T�bingen,Vorrichtung mit einem Grundk�rper
DE102010018319A1 *,"Apr 27, 2010","Oct 27, 2011",Thomas Recording Gmbh,"Arrangement for software controlled galvanically decoupled conditioning of retina implant electrode contacts of patient, performs surface conditioning i.e. activation, of electrode contacts coated with iridium oxide or titanium nitride"
EP0460320A2 *,"Aug 3, 1990","Dec 11, 1991",Alan Y. Chow,Artificial retina device
EP1194083A2 *,"Mar 3, 2000","Apr 10, 2002","Second Sight, LLC",Logarithmic light intensifier for use with photoreceptor-based implanted retinal prosthetics and those prosthetics
EP1441807A1 *,"Nov 6, 2002","Aug 4, 2004","Intelligent Aquisition, LLC",Retina implant with improved implantation and utilisation properties
EP1494753A1 *,"Mar 28, 2003","Jan 12, 2005","Second Sight, LLC",Variable pitch electrode array
EP1494753A4 *,"Mar 28, 2003","Nov 11, 2009",Second Sight Medical Prod Inc,Variable pitch electrode array
EP1723984A1,"Mar 11, 1999","Nov 22, 2006",The Johns Hopkins University,Visual prosthesis
EP1762269A2,"Mar 3, 2000","Mar 14, 2007","Second Sight Medical Products, Inc.",Visual prothesis
EP1864690A2,"Mar 3, 2000","Dec 12, 2007","Second Sight Medical Products, Inc.",Logarithmic light intensifier for use with photoreceptorbased implanted retinal prosthetics and those prosthetics
EP1958577A2 *,"Jan 4, 2000","Aug 20, 2008","Second Sight Medical Products, Inc.",Apparatus for intraocular retinal implant insertion
EP2158937A2 *,"May 1, 2001","Mar 3, 2010",IMI Intelligent Medical Implants AG,Artificial retina device
EP2263746A1,"Feb 20, 1998","Dec 22, 2010",IMI Intelligent Medical Implants AG,Adaptive senso-motor encoder for visual or acoustic prothesis
EP2275166A2,"Mar 3, 2000","Jan 19, 2011","Second Sight Medical Products, Inc.",Visual prosthesis
EP2275167A2,"Mar 3, 2000","Jan 19, 2011","Second Sight Medical Products, Inc.",Visual prosthesis
EP2286871A2,"Apr 28, 2006","Feb 23, 2011","Second Sight Medical Products, Inc.",Flexible circuit electrode array
EP2289594A1 *,"May 1, 2001","Mar 2, 2011",IMI Intelligent Medical Implants AG,Artificial retina device
EP2298408A2,"Apr 28, 2006","Mar 23, 2011","Second Sight Medical Products, Inc.",Flexible circuit electrode array
EP2298411A1,"Mar 11, 1999","Mar 23, 2011",John Hopkins University,Visual prosthesis
EP2335775A1,"Dec 1, 2006","Jun 22, 2011","Second Sight Medical Products, Inc.",Fitting a neural prosthesis using impedance and electrode height
EP2374499A1,"Apr 27, 2007","Oct 12, 2011","Second Sight Medical Products, Inc.",Method and apparatus to provide safety checks for neural stimulation
EP2374500A1,"Apr 27, 2007","Oct 12, 2011","Second Sight Medical Products, Inc.",Method and Apparatus to provide Safety Checks for Neural Stimulation
EP2374501A1,"Apr 27, 2007","Oct 12, 2011","Second Sight Medical Products, Inc.",Method and apparatus to provide safety checks for neural stimulation
EP2374502A1,"Apr 27, 2007","Oct 12, 2011","Second Sight Medical Products, Inc.",Method and apparatus to provide safety checks for neural stimulation
EP2380625A1,"Sep 13, 2006","Oct 26, 2011","Second Sight Medical Products, Inc.",Trans-retinal flexible circuit electrode array
EP2422841A1,"Aug 18, 2007","Feb 29, 2012","Second Sight Medical Products, Inc.",Package for an implantable neural stimulation device
EP2422842A1,"Aug 18, 2007","Feb 29, 2012","Second Sight Medical Products, Inc.",Package for an implantable neural stimulation device
EP2433673A1,"Feb 15, 2008","Mar 28, 2012","Second Sight Medical Products, Inc.",Flexible circuit electrode array with wire or film support
EP2477467A1,"Jan 14, 2011","Jul 18, 2012",Second Sight Medical Products,Flexible Circuit Electrode Array and Method of Manufacturing the Same
EP2520331A2,"Apr 12, 2007","Nov 7, 2012","Proteus Digital Health, Inc.",Void-free implantable hermetically sealed structures
EP2523598A2 *,"Jan 10, 2011","Nov 21, 2012","Nano-Retina, Inc.",Penetrating electrodes for retinal stimulation
EP2523598A4 *,"Jan 10, 2011","Aug 14, 2013",Nano Retina Inc,Penetrating electrodes for retinal stimulation
EP2839858A1,"Jul 28, 2003","Feb 25, 2015","Second Sight Medical Products, Inc.",Field focusing and mapping in an electrode array
WO1996039221A1 *,"Jun 4, 1996","Dec 12, 1996",Vincent Chow,Multi-phasic microphotodiode retinal implant and adaptive imaging retinal stimulation system
WO1998017343A1 *,"Oct 16, 1997","Apr 30, 1998",Heinz Gerhard Graf,Retina implant
WO1999045870A1,"Mar 11, 1999","Sep 16, 1999",Univ Johns Hopkins,Visual prosthesis
WO2000006248A1,"Jul 23, 1999","Feb 10, 2000",J Thomas Mortimer,Device and method for production of visual sensations by optic nerve stimulation
WO2000056244A2,"Mar 3, 2000","Sep 28, 2000",Robert J Greenberg,Logarithmic light intensifier for use with photoreceptor-based implanted retinal prosthetics and those prosthetics
WO2000067838A1,"May 3, 2000","Nov 16, 2000",Graf Heinz Gerhard,Retina implant
WO2001074444A1 *,"Mar 15, 2001","Oct 11, 2001",Optobionics Corp,Multi-phasic microphotodetector retinal implant with variable voltage and current capability and apparatus for insertion
WO2001083026A1,"May 1, 2001","Nov 8, 2001",Optobionics Corp,Artificial retina device with stimulating and ground return electrodes disposed on opposite sides of the neuroretina and method of attachment
WO2003002070A2 *,"Jun 28, 2002","Jan 9, 2003",Alan Y Chow,Methods for improving damaged retinal cell function using physical and/or mechanical stimulation
WO2003002190A2 *,"Jun 27, 2002","Jan 9, 2003",Alan Y Chow,Methods for improving damaged retinal cell function
WO2003061517A2 *,"Nov 20, 2002","Jul 31, 2003",Richard A Andersen,Neural prosthetic micro system
WO2003061537A1,"Jan 17, 2003","Jul 31, 2003",Masachusetts Eye And Ear In Ry,Minimally invasive retinal prosthesis
WO2004011080A1,"Jul 28, 2003","Feb 5, 2004",Second Sight Llc,Field focusing and mapping in an electrode array
WO2006108630A1 *,"Apr 12, 2006","Oct 19, 2006",Univ Tuebingen,Device for electrically stimulating biological material
WO2006116765A2,"Apr 28, 2006","Nov 2, 2006",Second Sight Medical Prod Inc,Flexible circuit electrode array
WO2006118679A2,"Mar 20, 2006","Nov 9, 2006",Second Sight Medical Prod Inc,Package for an implantable neural stimulation device
WO2006119468A2,"May 4, 2006","Nov 9, 2006",Second Sight Medical Prod Inc,Retinal prosthesis with separate central electrode array and peripheral electrode array
WO2007149291A2,"Jun 14, 2007","Dec 27, 2007",Second Sight Medical Prod Inc,A method for electrical stimulation of human retina using pulse trains
WO2008060343A1,"Aug 15, 2007","May 22, 2008",Second Sight Medical Prod Inc,Power scheme for implant stimulators on the human or animal body
WO2008064269A2,"Nov 20, 2007","May 29, 2008",Second Sight Medical Prod Inc,Method of improving electrode tissue interface
WO2008079171A1,"Aug 15, 2007","Jul 3, 2008",Second Sight Medical Prod Inc,Visual prosthetic apparatus for retinal stimulation
WO2008079388A2 *,"Dec 20, 2007","Jul 3, 2008",Emad N Eskandar,A visual prosthesis methods of creating visual perceptions
WO2008101225A2,"Feb 15, 2008","Aug 21, 2008",Second Sight Medical Prod Inc,Flexible circuit electrode array with wire or film support
WO2008150005A1 *,"Jun 3, 2008","Dec 11, 2008",Sharp Kk,Irox nanowire neural sensor
WO2008153592A1,"Nov 7, 2007","Dec 18, 2008",Second Sight Medical Prod Inc,Video processing unit for a visual prosthetic apparatus
WO2010111658A1,"Mar 26, 2010","Sep 30, 2010",Second Sight Medical Products,Visual prosthesis fitting training and assessment system and method
WO2011086545A2,"Jan 10, 2011","Jul 21, 2011","Nano-Retina, Inc.",Penetrating electrodes for retinal stimulation
WO2011137307A1,"Apr 29, 2011","Nov 3, 2011","Second Sight Medical Products, Inc.",Selectable filters for a visual prosthesis
WO2012017426A1 *,"Jul 27, 2011","Feb 9, 2012","Nano-Retina, Inc.",Retinal prosthesis techniques
WO2012068247A1 *,"Nov 16, 2011","May 24, 2012",The Board Of Trustees Of The Leland Stanford Junior University,Systems and methods for treatment of dry eye
WO2013052139A1,"Oct 3, 2012","Apr 11, 2013","Second Sight Medical Products, Inc.",Hybrid fitting for a visual prosthesis
WO2014052900A1,"Sep 27, 2013","Apr 3, 2014","Second Sight Medical Products, Inc.","Medical device comprising an implantable coil, an external coil and a signal strength indicator"
