X,Y,OBJECTID,DATECOLL,LOCATION,LATD,LATM,LOND,LONM,DENSITY,DEPTHM,TIMECOLL,COMMENTS,SEAWEED,PLOT_LOC,YR
1155185.21690021,684624.238014311,157,07/20/94,NIANTIC RIVER,41,20.31299972,72,11.12199974,P,0, ,"SMITH COVE; NW EDGE",ABSENT,O,94
1155167.34193598,684624.1281064,158,07/20/94,NIANTIC RIVER,41,20.31299972,72,11.1260004,A,0, ,"TOO SHALLOW TO SHORE; SMITH COVE",ABSENT,O,94
1154907.15905739,684422.262040317,159,07/20/94,NIANTIC RIVER,41,20.28000068,72,11.18299961,M,0, ,"MARKER 4 OUTSIDE CHANNEL; SMITH COVE",ABSENT,O,94
1154876.03411964,684396.854938895,160,07/20/94,NIANTIC RIVER,41,20.27599906,72,11.18999958,M,2, ,SMITH COVE,ABSENT,O,94
1154486.97485839,684360.975089386,161,07/20/94,NIANTIC RIVER,41,20.28199958,72,11.27499961,L,0, ,"2-3 SHOOTS/M2; SMITH COVE",ABSENT,A,94
1154757.84800431,684354.571886972,162,07/20/94,NIANTIC RIVER,41,20.26899909,72,11.2159996,M,0, ,SMITH COVE,ABSENT,O,94
1239935.93191288,684353.351088896,163,07/21/93,RANDALL NECK,41,20.15200042,71,52.60699844,A,0, , SAND,"CLAD,POLY",O,93
1229509.69587564,684310.926961139,164,07/21/93,STONINGTON HARBOR,41,20.16200065,71,54.88499832,P,0, , ,ABSENT,O,93
1154711.28608955,684305.336093053,165,07/20/94,NIANTIC RIVER,41,20.26099967,72,11.22599983,A,0, ,"ROCKS; OUTSIDE SMITH COVE",ASCO,O,94
1153852.04404163,684117.385025397,166,07/20/94,NIANTIC RIVER,41,20.2310009,72,11.41399955,A,0, ,"SMITH COVE; CAN'T SEE BOTTOM",ABSENT,O,94
1153812.04412164,684081.539952725,167,07/20/94,NIANTIC RIVER,41,20.22500038,72,11.42300033,A,0, ,SMITH COVE,"AGAR,GRAC",O,94
1223263.29596689,684014.058132306,168,07/21/93,NEAR QUIAMBOG COVE,41,20.12299919,71,56.25,P,2.40000009, , ,ABSENT,O,93
1155611.90896022,683971.699949309,169,07/20/94,NIANTIC RIVER,41,20.20499992,72,11.02999973,A,0, ,"SCALLOP; NEAR PINE GROVE",ABSENT,O,94
1157942.33310513,683884.834965557,170,07/19/94,NIANTIC RIVER,41,20.18400001,72,10.49400043,A,0, ,NIANTIC RIVER RD. AREA,ABSENT,A,94
1223278.04790589,683868.899958059,171,07/21/93,NEAR QUIAMBOG COVE,41,20.09900093,71,56.24700164,A,0, , ,ABSENT,O,93
1233513.91096431,683736.19484289,172,07/21/93,EDWARDS POINT,41,20.06100082,71,54.01100158,H,0, , ,ABSENT,O,93
1223306.73813722,683673.461044475,173,07/21/93,NEAR QUIAMBOG COVE,41,20.06699943,71,56.24100112,A,3.0999999, , ,ABSENT,O,93
1155681.22509456,683625.225904733,174,07/20/94,NIANTIC RIVER,41,20.14800071,72,11.01500034,A,0, ,NEAR PINE GROVE,ABSENT,O,94
1229409.20591913,683611.621929303,175,07/21/93,STONINGTON HARBOR,41,20.04700088,71,54.90800094,H,0, , ,ABSENT,O,93
1156021.09810247,683597.807980567,176,07/20/94,NIANTIC RIVER,41,20.14299964,72,10.94099998,P,0, ,"SCALLOPS; CLEANEST WATER; NEAR PINE GROVE",ABSENT,O,94
1155951.84889714,683591.415932983,177,07/20/94,NIANTIC RIVER,41,20.14200019,72,10.95600032,M,0,12:20,"96-224 SHORT SHOOTS/M2; NEAR PINE GROVE",ABSENT,O,94
1155710.53802806,683589.834899396,178,07/20/94,NIANTIC RIVER,41,20.14200019,72,11.00899982,A,0, ,"SCALLOP; NEAR PINE GROVE",GRAC,O,94
1155855.85007338,683577.44614464,179,07/20/94,NIANTIC RIVER,41,20.13999938,72,10.97700023,L,0, ,"1 SHORT SHOOT/M2; NEAR PINE GROVE",ABSENT,O,94
1155898.34900413,683571.790972233,180,07/20/94,NIANTIC RIVER,41,20.13899993,72,10.96800041,P,0, ,"ONE ""HELL OF AN EEL""; NEAR PINE GROVE",ABSENT,O,94
1155815.66216163,683571.243073061,181,07/20/94,NIANTIC RIVER,41,20.13899993,72,10.98600006,L,0, ,"2 SHORT SHOOTS; NEAR PINE GROVE",GRAC,O,94
1156117.59790947,683537.651932895,182,07/20/94,NIANTIC RIVER,41,20.13299942,72,10.92000007,P,0, ,NEAR PINE GROVE,ABSENT,O,94
1156021.59908572,683525.150973648,183,07/20/94,NIANTIC RIVER,41,20.13100051,72,10.94099998,P,0, ,"MOORING; VERY FOGGY; NEAR PINE GROVE",ABSENT,O,94
1155952.41188814,683511.35310097,184,07/20/94,NIANTIC RIVER,41,20.12899971,72,10.95600032,M,0, ,NEAR PINE GROVE,ABSENT,O,94
1156167.0361308,683500.902006388,185,07/20/94,NIANTIC RIVER,41,20.1270008,72,10.90900039,P,0, ,"EDGE; NEAR PINE GROVE",AGAR,O,94
1212995.50383846,683500.006010816,186,07/21/93,CLAM POINT,41,20.05400085,71,58.49399948,L,1.5, , SPARSE CLUMPS,ABSENT,O,93
1233953.3569358,683375.791036144,187,07/21/93,EDWARDS POINT,41,20.00099945,71,53.91600036,H,1.79999995, , ,ABSENT,O,93
1155839.35207489,683365.317959979,188,07/20/94,NIANTIC RIVER,41,20.10499954,72,10.98099994,A,0, ,"SCALLOPS; NEAR PINE GROVE",ABSENT,O,94
1155774.78986806,683335.23796764,189,07/20/94,NIANTIC RIVER,41,20.10000038,72,10.99499988,L,0, ,NEAR PINE GROVE,ABSENT,O,94
1226544.01184639,683121.484130055,190,07/21/93,LORD S PT.,41,19.97100067,71,55.53499984,P,1.20000004, , ,ABSENT,O,93
1155968.60411297,683087.424158812,191,07/20/94,NIANTIC RIVER,41,20.05900001,72,10.95300006,P,0, ,"ONE SCALLOP; NEAR PINE GROVE",ABSENT,O,94
1157776.77995856,683080.117086813,192,07/19/94,NIANTIC RIVER,41,20.05599975,72,10.55799961,A,0, ,NIANTIC RIVER RD. AREA,ABSENT,O,94
1157821.34614238,682764.612140387,193,07/19/94,NIANTIC RIVER,41,20.00399971,72,10.54899978,A,0, ,"MUDDY SUBSTRATE; NIANTIC RIVER RD. AREA",ABSENT,O,94
1155944.10809897,682734.40189898,194,07/20/94,NIANTIC RIVER,41,20.00099945,72,10.95899963,A,0, ,"ONE SCALLOP; NEAR PINE GROVE",ABSENT,O,94
1156085.04515305,682711.606012806,195,07/20/94,NIANTIC RIVER,41,19.99699974,72,10.92800045,L,0, ,"CRABS; SCALLOPS; MUD; NEAR STATE MILITARY CAMP",ABSENT,O,94
1156000.23298672,682691.760908142,196,07/20/94,NIANTIC RIVER,41,19.99399948,72,10.94699954,L,0, ,"A FEW SHORT SHOOTS; NEAR STATE MILITARY CAMP",ABSENT,O,94
1229351.65911822,682626.563860059,197,07/21/93,STONINGTON HARBOR,41,19.88500022,71,54.92300033,A,0, , ,"ASCO,CODI,RHOD,LAMI",O,93
1235679.25505881,682439.523879811,198,07/21/93,SANDY POINT,41,19.84399986,71,53.54100036,A,0, , ,ABSENT,O,93
1236307.57105939,682422.062956721,199,07/21/93,SANDY POINT,41,19.84000015,71,53.40399932,A,0, ," SAND; DETRITUS",ABSENT,O,93
1155942.17503197,682345.925969899,200,07/20/94,NIANTIC RIVER,41,19.93700027,72,10.96000003,L,0, ,"SHORT SHOOTS VERY SPOTTY; NEAR STATE MILITARY CAMP",ABSENT,O,94
1155982.48695922,682334.333145306,201,07/20/94,NIANTIC RIVER,41,19.93499946,72,10.95100021,L,0, ,"A FEW SHORT SHOOTS; NEAR STATE MILITARY CAMP",ABSENT,O,94
1157480.22805822,682301.24101989,202,07/19/94,NIANTIC RIVER,41,19.92799949,72,10.62399959,L,0, ,"ONE EELGRASS SHORT SHOOT; NIANTIC RIVER RD. AREA",ABSENT,O,94
1156301.11296239,682148.130105644,203,07/20/94,NIANTIC RIVER,41,19.90399932,72,10.88199996,L,0, ,"SHORT SHOOTS VERY SPOTTY; NEAR STATE MILITARY CAMP",ABSENT,O,94
1212372.9591518,682128.889986649,204,07/21/93,SOUTH OF CLAM POINT,41,19.82900047,71,58.63299942,A,0, , SAND,ABSENT,O,93
1180627.21293214,682028.902981892,205,08/30/93,MOUTH OF THAMES R.,41,19.8560009,72,5.56799983,A,3.0999999, , SILT,ABSENT,O,93
1210552.76495755,681959.940849483,206,07/21/93,NEAR BEEBE COVE,41,19.80400085,71,59.03099822,L,2.0999999, , SILT,"CLAD,ENTE,GRAC",O,93
1156110.11596905,681958.577991307,207,07/20/94,NIANTIC RIVER,41,19.87299919,72,10.92399978,A,0,2:24,NEAR STATE MILITARY CAMP,ABSENT,O,94
1156255.61502188,681934.329024062,208,07/20/94,NIANTIC RIVER,41,19.86899948,72,10.89200019,L,0, ,NEAR STATE MILITARY CAMP,ABSENT,O,94
1157355.60888489,681880.825850233,209,07/19/94,NIANTIC RIVER,41,19.85899925,72,10.65200042,H,0, , NIANTIC RIVER RD. AREA,ABSENT,O,94
1157369.23385763,681857.185149476,210,07/19/94,NIANTIC RIVER,41,19.85499954,72,10.64900016,A,0, ,"CHECK POINT; NIANTIC RIVER RD. AREA",ABSENT,O,94
1241686.91889647,681850.584112808,211,07/21/93,BARN IS.,41,19.73699951,71,52.22999954,A,0, ," SAND; ROCK","AGAR,ASCO,POLY",O,93
1156086.6799923,681787.918883815,212,07/20/94,NIANTIC RIVER,41,19.84499931,72,10.9289999,L,0, ,NEAR STATE MILITARY CAMP,ABSENT,O,94
1246943.3211133,681746.092851982,213,07/21/93,PAWCATUCK RIVER,41,19.71100044,71,51.08200073,A,0, , ,"GRAC,POLY,ULVA",O,93
1157374.48515947,681735.651927978,214,07/19/94,NIANTIC RIVER,41,19.83499908,72,10.64799976,L,0, , NIANTIC RIVER RD. AREA,ABSENT,O,94
1157388.04812448,681712.010899141,215,07/19/94,NIANTIC RIVER,41,19.83099937,72,10.64500045,L,0, , NIANTIC RIVER RD. AREA,ABSENT,O,94
1217339.05092564,681711.296989813,216,07/21/93,MASON IS. - ANDREWS IS.,41,19.75300025,71,57.54899978,M,2.70000004, , ,ABSENT,O,93
1157406.11108047,681680.994885057,217,07/19/94,NIANTIC RIVER,41,19.82600021,72,10.64099979,L,0, , NIANTIC RIVER RD. AREA,ABSENT,O,94
1157415.11106247,681675.135972887,218,07/19/94,NIANTIC RIVER,41,19.82500076,72,10.63899993,L,0, , NIANTIC RIVER RD. AREA,ABSENT,O,94
1181005.46512839,681667.044125557,219,08/30/93,MOUTH OF THAMES R.,41,19.79599952,72,5.48600006,A,0, , ,ABSENT,O,93
1157428.67304322,681657.431940064,220,07/19/94,NIANTIC RIVER,41,19.8220005,72,10.63599967,L,0, , NIANTIC RIVER RD. AREA,ABSENT,O,94
1157448.86099496,681639.776135474,221,07/19/94,NIANTIC RIVER,41,19.81900024,72,10.63199996,L,0, , NIANTIC RIVER RD. AREA,ABSENT,O,94
1157475.86094098,681614.745017558,222,07/19/94,NIANTIC RIVER,41,19.81500053,72,10.6260004,L,0, , NIANTIC RIVER RD. AREA,ABSENT,O,94
1155868.93403672,681592.255889311,223,07/20/94,NIANTIC RIVER,41,19.81299972,72,10.97700023,L,0, ,NEAR STATE MILITARY CAMP,ABSENT,O,94
1157484.98592272,681591.087912649,224,07/19/94,NIANTIC RIVER,41,19.81100082,72,10.62399959,L,0, , NIANTIC RIVER RD. AREA,ABSENT,O,94
1181019.52809238,681582.651905894,225,08/30/93,MOUTH OF THAMES R.,41,19.78199958,72,5.4829998,L,2.0999999, , VERY SPARSE,ABSENT,O,93
1226592.97500305,681501.389929309,226,07/21/93,WEST OF WAMPHASSUC POINT,41,19.70400047,71,55.52799987,P,0, , ,ABSENT,O,93
1157633.4249303,681446.774881065,227,07/19/94,NIANTIC RIVER,41,19.78700065,72,10.592,L,0,11:47,NIANTIC RIVER RD AREA,ABSENT,O,94
1211995.21712513,681378.235976145,228,07/21/93,RAM POINT,41,19.70599937,71,58.71699905,A,0, , ,ABSENT,O,93
1157743.61204588,681349.650075316,229,07/19/94,NIANTIC RIVER,41,19.7709999,72,10.56799983,L,0,11:45,NIANTIC RIVER RD AREA,ABSENT,O,94
1181296.53016305,681311.948050976,230,08/30/93,MOUTH OF THAMES R.,41,19.73699951,72,5.42299985,A,0, , ,ABSENT,O,93
1219558.25613289,681276.557045639,231,07/21/93,DODGES IS.,41,19.67799949,71,57.06499862,M,2.0999999, , ,ABSENT,O,93
1156787.93285489,681198.010942891,232,07/20/94,NIANTIC RIVER,41,19.74699974,72,10.77700042,P,0, ,NEAR MT. TABOR,ABSENT,O,94
1155615.31610563,681068.712973148,233,07/20/94,NIANTIC RIVER,41,19.72699928,72,11.03299999,A,0, ,NEAR STATE MILITARY CAMP,ABSENT,O,94
1232478.51113223,681060.185103059,234,07/21/93,STONINGTON PT.,41,19.62199974,71,54.24300003,A,0, , ,ABSENT,O,93
1157025.93303506,681035.010940805,235,07/20/94,NIANTIC RIVER,41,19.71999931,72,10.72500038,P,0, ,NEAR MT. TABOR,ABSENT,O,94
1232503.44907448,681023.356108472,236,07/21/93,STONINGTON PT.,41,19.61599922,71,54.23799896,P,0, , ,ABSENT,O,93
1155671.75398488,680983.08716014,237,07/20/94,NIANTIC RIVER,41,19.71299934,72,11.0209999,A,0, ,NEAR STATE MILITARY CAMP,ABSENT,O,94
1231744.0089923,680961.063910231,238,07/21/93,STONINGTON PT.,41,19.60700035,71,54.40399932,A,0, , ,"CHAM,LAMI,PHYL",O,93
1155654.06701238,680953.321143553,239,07/20/94,NIANTIC RIVER,41,19.70800018,72,11.02499961,L,0, ,NEAR STATE MILITARY CAMP,ABSENT,O,94
1155616.19307239,680929.351047143,240,07/20/94,NIANTIC RIVER,41,19.70400047,72,11.03299999,H,0, ,"BAND OF EELGRASS; NEAR RTE. 156",ABSENT,O,94
1156262.25116347,680920.250015482,241,07/20/94,NIANTIC RIVER,41,19.70199966,72,10.89200019,A,0,1:30,NEAR STATE MILITARY CAMP,GRAC,O,94
1228718.68400621,680816.036969304,242,07/21/93,STONINGTON BREAKWATER,41,19.58799934,71,55.06499862,M,0, , EDGE OF BED,ABSENT,O,93
1227867.36812356,680778.197149977,243,07/21/93,WAMPHASSUC PT.,41,19.58300018,71,55.25099945,H,0, , ,ABSENT,O,93
1228654.55913447,680742.770055473,244,07/21/93,WAMPHASSUC PT.,41,19.57600021,71,55.07899856,L,3.0999999, ," ROCK SPOTTY;  EDGE OF BED","ASCO,FUCU,LAMI,ULVA",O,93
1158103.24190405,680720.440047637,245,07/19/94,NIANTIC RIVER,41,19.66699981,72,10.48999977,L,0, ,NIANTIC RIVER RD AREA,ABSENT,O,94
1228004.36916189,680712.792097062,246,07/21/93,WAMPHASSUC PT.,41,19.5720005,71,55.22100067,H,2.0999999, , ,ABSENT,O,93
1211981.35199539,680679.77510272,247,07/21/93,SOUTH OF RAM POINT,41,19.5909996,71,58.72100067,M,1.79999995, , LARGE PATCHES,ABSENT,O,93
1245736.89701697,680603.752945065,248,07/21/93,PAWCATUCK RIVER,41,19.52499961,71,51.34799957,A,0, , ROCK,"CHON,FUCU,GRAC,POLY,ULVA",O,93
1228651.31209372,680567.018110394,249,07/21/93,STONINGTON BREAKWATER,41,19.55599975,71,55.08000183,P,4, , ,ABSENT,A,93
1181512.47592539,680548.565063313,250,08/30/93,MOUTH OF THAMES R.,41,19.61100006,72,5.37699985,L,0, , ISOLATED SHORT SHOOTS,ABSENT,O,93
1227621.55693538,680538.596907392,251,07/21/93,WAMPHASSUC PT.,41,19.54400062,71,55.3050003,P,3.20000004, , ,ABSENT,O,93
1229669.38092372,680516.827922061,252,07/21/93,STONINGTON BREAKWATER,41,19.53700065,71,54.8580017,A,0, , ,ABSENT,O,93
1228507.12504613,680505.609112471,253,07/21/93,STONINGTON BREAKWATER,41,19.53700065,71,55.11199951,P,0, , PATCHY TO CONTINUOUS,ABSENT,O,93
1228516.18802014,680492.343062893,254,07/21/93,STONINGTON BREAKWATER,41,19.53499984,71,55.11000061,P,0, , EDGE OF BED,ABSENT,O,93
1228818.62803206,680422.611903146,255,07/21/93,STONINGTON BREAKWATER,41,19.52300071,71,55.04399871,A,7.5999999, , ,ABSENT,O,93
1157920.37284721,680318.899840221,256,10/25/94,NIANTIC RIVER,41,19.60099983,72,10.53100013,A,0, ,DOCK,ABSENT,O,94
1157920.37284721,680312.977936059,257,10/18/94,NIANTIC RIVER,41,19.60000038,72,10.53100013,A,0,0,"DOCK; NIANTIC RIVER",ABSENT,O,94
1157855.68596873,680293.273907229,258,07/19/94,NIANTIC RIVER,41,19.59700012,72,10.54500007,A,0, ,NIANTIC RIVER RD. AREA,ABSENT,O,94
1157846.87397847,680275.414034814,259,07/20/94,NIANTIC RIVER,41,19.59399986,72,10.54699993,A,0,10:45,"THICK FOG; NEAR MT. TABOR",ABSENT,O,94
1225142.73708989,680271.778871477,260,07/21/93,STONINGTON BREAKWATER,41,19.50399971,71,55.84700012,A,0, , ,ABSENT,O,93
1157905.06086998,680263.945881888,261,07/20/94,NIANTIC RIVER,41,19.59199905,72,10.53400039,A,0, ,"STATE DOCK; NIANTIC RIVER RD. AREA",ABSENT,O,94
1157860.37395146,680263.648966476,262,11/03/94,NIANTIC RIVER,41,19.59199905,72,10.54399967,A,0,10:46,"HIGH TIDE: 0823;LOW TIDE: 1516",ABSENT,O,94
1157864.87394246,680257.742154136,263,07/19/94,NIANTIC RIVER DOCK,41,19.5909996,72,10.54300022,A,0,11:12,NEAR NIANTIC RIVER RD.,ABSENT,O,94
1228536.62892413,680225.669055566,264,07/21/93,STONINGTON BREAKWATER,41,19.49099922,71,55.10599899,P,3.29999995, , EDGE OF BED,ABSENT,O,93
1228449.69209014,680201.105128303,265,07/21/93,STONINGTON BREAKWATER,41,19.48699951,71,55.125,H,3.70000004, , EDGE OF BED,ABSENT,O,93
1181712.23011905,680148.297163054,266,08/30/93,MOUTH OF THAMES R.,41,19.54500007,72,5.33400011,L,0, ,"TWO SHORT SHOOTS, SECCHI 1.6, TEMP 23.5",ABSENT,O,93
1155838.32484597,680122.762109146,267,07/20/94,NIANTIC RIVER,41,19.57099914,72,10.98600006,L,0, ,"PATCHES; NEAR RTE. 156",ABSENT,O,94
1155874.2001023,680111.137132391,268,07/20/94,NIANTIC RIVER,41,19.56900024,72,10.97799968,L,0, ,"PATCHES; NEAR RTE. 156",ABSENT,O,94
1155878.82509306,680085.964938641,269,07/20/94,NIANTIC RIVER,41,19.56500053,72,10.97700023,M,0, ,"ONE CLUMP/M2; NEAR RTE. 156",ABSENT,O,94
1155888.0760588,680037.089052141,270,07/20/94,NIANTIC RIVER,41,19.5569992,72,10.97500038,P,0, ,NEAR RTE. 156,ABSENT,O,94
1155997.6998553,680020.028062642,271,07/20/94,NIANTIC RIVER,41,19.55400085,72,10.95100021,P,0, ,"""BETTER"" PLANTS; NEAR RTE. 156",ABSENT,O,94
1155910.63900581,680001.666878894,272,07/20/94,NIANTIC RIVER,41,19.55100059,72,10.97000026,P,0, ,"TALLER PLANTS; NEAR RTE. 156",ABSENT,O,94
1156011.88913138,679904.463989317,273,07/20/94,NIANTIC RIVER,41,19.53499984,72,10.94799995,A,0, ,NEAR RTE. 156,ABSENT,O,94
1244031.77509914,679901.144114062,274,07/21/93,PAWCATUCK PT.,41,19.41200065,71,51.72200012,A,0, , SAND,ABSENT,O,93
1156072.32601839,679893.010928228,275,07/20/94,NIANTIC RIVER,41,19.53300094,72,10.93500041,L,0, ,"PATCHY; NEAR RTE. 156",ABSENT,O,94
1156146.26386264,679869.777050808,276,07/20/94,NIANTIC RIVER,41,19.52899932,72,10.91899967,P,0, ,NEAR RTE. 156,ABSENT,O,94
1156434.6989813,679859.811847642,277,07/20/94,NIANTIC RIVER,41,19.52700042,72,10.85599994,P,0, ,"PATCHY; NEAR RTE. 156",ABSENT,O,94
1156365.45010406,679851.935879141,278,07/20/94,NIANTIC RIVER,41,19.52599906,72,10.87100028,M,0, ,"PATCHY; NEAR RTE. 156",ABSENT,O,94
1156246.95099722,679851.1691484,279,07/20/94,NIANTIC RIVER,41,19.52599906,72,10.89700031,L,0, ,"PATCHY; NEAR RTE. 156",ABSENT,O,94
1185032.08798064,679822.254836142,280,08/30/93,10 FT OFF PIER,41,19.50600051,72,4.5999999,A,0, ," SILT; ROCK",LAMI,A,93
1156557.88705514,679817.624924138,281,07/20/94,NIANTIC RIVER,41,19.52000045,72,10.82900047,P,0, ,"PATCHY; NEAR RTE. 156",ABSENT,O,94
1156613.94895089,679794.282123059,282,07/20/94,NIANTIC RIVER,41,19.51600074,72,10.81700038,L,0, ,"LITTLE PATCH; NEAR RTE. 156",ABSENT,O,94
1181802.23387605,679785.729974806,283,08/30/93,MOUTH OF THAMES R.,41,19.48500061,72,5.31500005,L,2.70000004,2:30,SAL 29.5,ABSENT,O,93
1181789.4848858,679699.635002643,284,08/25/93,MOUTH OF THAMES R.,41,19.47100067,72,5.31799983,P,0, , ONE SMALL PATCH,ABSENT,O,93
1157187.38513997,679615.708005145,285,07/20/94,NIANTIC RIVER,41,19.48600006,72,10.69200038,A,0, ,NEAR RTE. 156,GRAC,O,94
1200392.49984506,679449.235897139,286,08/23/93,MUMFORD COVE,41,19.40500068,72,1.25499999,A,0.80000001, , ,ABSENT,O,93
1181908.86194363,679421.882933483,287,08/30/93,MOUTH OF THAMES R.,41,19.42600059,72,5.42399978,L,2.40000009, , NARROW BAND,ABSENT,A,93
1211262.43086106,679331.548140392,288,07/21/93,UCONN/NOANK - MASON IS,41,19.37000083,71,58.88100051,M,1.79999995, ," SILT; DETRITUS",ABSENT,O,93
1185010.53487414,679141.870042056,289,08/30/93,MOUTH OF THAMES R.,41,19.375,72,4.61499977,A,0, , SAND,LAMI,O,93
1201017.37687613,679040.847934395,290,08/23/93,MUMFORD COVE,41,19.33699989,72,1.11899995,A,2.0999999, , SILT,ABSENT,O,93
1227391.39400989,678896.562133729,291,07/21/93,NOYES ROCK,41,19.27400016,71,55.35900115,A,0, , ,"CHOR,DESM,LAMI,PALM",O,93
1155851.40191956,678810.708958983,292,10/18/94,NIANTIC BAY,41,19.35499954,72,10.98499965,A,2.29999995,0, ,ABSENT,O,94
1156030.46389739,678782.226076305,293,10/18/94,NIANTIC BAY,41,19.35000038,72,10.94600009,A,2.29999995,1:39, ,ABSENT,O,94
1153442.66789189,678649.691892564,294,10/18/94,NIANTIC BAY,41,19.33099937,72,11.51099967,L,2.29999995,0,JUST EAST OF FISH NET,ABSENT,O,94
1201237.9440203,678605.345852643,295,08/23/93,MUMFORD COVE,41,19.26499938,72,1.07200002,P,0.89999997, , ,ABSENT,O,93
1153288.79484005,678593.844891399,296,10/18/94,NIANTIC BAY,41,19.3220005,72,11.54500007,M,3,0,EELGRASS EDGE WEST OF NET,ABSENT,O,94
1153123.5461548,678561.638919055,297,10/18/94,NIANTIC BAY,41,19.31699943,72,11.58100032,H,1,0,S. OF RR TO W. OF FISHNET TRAP,ABSENT,O,94
1153329.54607089,678509.59407565,298,10/18/94,NIANTIC BAY,41,19.30800056,72,11.53600025,A,2.29999995,0,JUST EAST OF FISH NET,ABSENT,O,94
1152987.61007497,678494.042925641,299,10/18/94,NIANTIC BAY,41,19.30599975,72,11.61100006,H,1.29999995,0,S. OF RR TO W. OF FISHNET TRAP,ABSENT,O,94
1153106.42315756,678447.372087225,300,10/18/94,NIANTIC BAY,41,19.29800033,72,11.58500003,H,2,0,S. OF RR TO W. OF FISHNET TRAP,ABSENT,O,94
1152887.92490689,678354.038940564,301,10/18/94,NIANTIC BAY,41,19.28300094,72,11.63300037,H,0,0,S. OF RR TO W. OF FISHNET TRAP,ABSENT,O,94
1233115.74509397,678314.586919725,302,07/21/93,STONINGTON BREAKWATER,41,19.16900062,71,54.11000061,A,4.5999999, , ,ABSENT,O,93
1233265.62110655,678304.199145228,303,07/21/93,STONINGTON BREAKWATER,41,19.16699981,71,54.07699966,P,2.40000009, , EDGE OF BED,ABSENT,O,93
1152776.55111389,678292.521018982,304,10/18/94,NIANTIC BAY,41,19.27300071,72,11.65699958,H,1.29999995,0,S. OF RR TO W. OF FISHNET TRAP,ABSENT,O,94
1208375.74306488,678288.902915969,305,08/23/93,WEST COVE,41,19.20800018,71,59.50099945,A,0, ," SAND;  COBBLES","ASCO,FUCU",O,93
1152667.36498055,678242.894149721,306,10/18/94,NIANTIC BAY,41,19.26499938,72,11.68099975,H,1.29999995,0,S. OF RR TO W. OF FISHNET TRAP,ABSENT,O,94
1153085.42483997,678239.665153563,307,10/18/94,NIANTIC BAY,41,19.26399993,72,11.59000015,L,2.70000004,0,EDGE OF BED S. OF RR. W. OF FISHNET TRAP,ABSENT,O,94
1152558.11585522,678194.750873312,308,10/18/94,NIANTIC BAY,41,19.25699996,72,11.70499992,M,1.29999995,0,CLUMPS S. OF RR W. OF FISHNET TRAP,ABSENT,O,94
1153148.42504205,678173.351965979,309,10/18/94,NIANTIC BAY,41,19.25300025,72,11.57600021,L,3.29999995,0,S. OF RR TO W. OF FISHNET TRAP,ABSENT,O,94
1152466.80501422,678139.295931727,310,10/18/94,NIANTIC BAY,41,19.24799919,72,11.72500038,M,1.70000004,0,"EELGRASS CLUMPS; CRESCENT BEACH",ABSENT,O,94
1207906.36801939,678117.253981054,311,08/23/93,WEST COVE,41,19.17499923,71,59.61600112,A,2.0999999, ," SILT;  DETRITUS",ABSENT,O,93
1181985.12885147,678086.536850899,312,08/25/93,MOUTH OF THAMES R.,41,19.20499992,72,5.27799987,L,2.70000004, , THIN PATCHES,ABSENT,O,93
1232908.06014189,678063.456844553,313,07/21/93,STONINGTON BREAKWATER,41,19.12800025,71,54.15599822,H,2.0999999, , ,ABSENT,O,93
1201833.07406364,678021.785011888,314,08/23/93,MUMFORD COVE,41,19.16799926,72,0.94300001,A,0, , SAND,ABSENT,A,93
1207858.49508364,677970.048894897,315,08/23/93,WEST COVE,41,19.15099906,71,59.6269989,A,2.0999999, , SILT,ABSENT,O,93
1205665.42696323,677958.332054809,316,08/23/93,PALMER COVE,41,19.15200042,72,0.10599999,A,0, , ,CODI,O,93
1152485.99395221,677939.260898724,317,10/18/94,NIANTIC BAY,41,19.21500015,72,11.72099971,M,1.29999995,0,"EDGE OF BED; CRESCENT BEACH",ABSENT,O,94
1193399.06304455,677916.94302997,318,08/23/93,BUSHY PT. BEACH,41,19.16799926,72,2.78500008,P,1.79999995, , EDGE OF BED,ABSENT,O,93
1193327.56384373,677910.426966891,319,08/23/93,BLUFF PT. STATE PARK,41,19.16699981,72,2.80100011,A,0, , ,ABSENT,O,93
1152463.86998072,677896.135000721,320,10/18/94,NIANTIC BAY,41,19.20800018,72,11.72599983,M,2,0,CLUMPS OF EELGRASS,ABSENT,O,94
1201389.39089589,677884.574000224,321,08/23/93,MUMFORD COVE,41,19.1459999,72,1.03999996,A,0.89999997, , ,ABSENT,O,93
1225165.46112581,677880.457866728,322,07/21/93,NOYES SHOAL,41,19.11000061,71,55.84700012,A,0, , ,ABSENT,O,93
1224810.02187605,677877.077952221,323,07/21/93,NOYES SHOAL,41,19.11000061,71,55.92499923,A,4.30000019, , SAND,ABSENT,O,93
1205623.74102297,677871.987083137,324,08/23/93,PALMER COVE,41,19.13800048,72,0.115,P,0, , ,ABSENT,O,93
1202350.38602114,677824.897938475,325,08/23/93,MUMFORD COVE,41,19.13599967,72,0.82499998,A,0.89999997, ,JUST OFF MARSH EDGE,"ASCO,FUCU",O,93
1185227.79985955,677814.979979306,326,08/30/93,MOUTH OF THAMES R.,41,19.19799995,72,4.52799987,A,0, , ,LAMI,O,93
1191381.38893031,677789.837969229,327,08/25/93,BUSHY PT. - JUPITER PT.,41,19.14399909,72,3.22600007,A,0, , ,ABSENT,O,93
