objectid,date,count
610,11/26/2021 10:00:00 AM,11568.0
611,11/27/2021 10:00:00 AM,11571.0
612,11/28/2021 10:00:00 AM,11571.0
613,11/29/2021 10:00:00 AM,11571.0
614,11/30/2021 10:00:00 AM,11571.0
615,12/01/2021 10:00:00 AM,11572.0
616,12/02/2021 10:00:00 AM,11572.0
617,12/03/2021 10:00:00 AM,11579.0
618,12/04/2021 10:00:00 AM,11585.0
619,12/05/2021 10:00:00 AM,
620,12/06/2021 10:00:00 AM,
621,12/07/2021 10:00:00 AM,
622,12/08/2021 10:00:00 AM,
623,12/09/2021 10:00:00 AM,
624,12/10/2021 10:00:00 AM,
625,12/11/2021 10:00:00 AM,
626,12/12/2021 10:00:00 AM,
627,12/13/2021 10:00:00 AM,
628,12/14/2021 10:00:00 AM,
629,12/15/2021 10:00:00 AM,
630,12/16/2021 10:00:00 AM,
631,12/17/2021 10:00:00 AM,
632,12/18/2021 10:00:00 AM,
633,12/19/2021 10:00:00 AM,
634,12/20/2021 10:00:00 AM,
635,12/21/2021 10:00:00 AM,
636,12/22/2021 10:00:00 AM,
637,12/23/2021 10:00:00 AM,
638,12/24/2021 10:00:00 AM,
639,12/25/2021 10:00:00 AM,
640,12/26/2021 10:00:00 AM,
641,12/27/2021 10:00:00 AM,
642,12/28/2021 10:00:00 AM,
643,12/29/2021 10:00:00 AM,
644,12/30/2021 10:00:00 AM,
645,12/31/2021 10:00:00 AM,
646,01/01/2022 10:00:00 AM,
647,01/02/2022 10:00:00 AM,
648,01/03/2022 10:00:00 AM,
649,01/04/2022 10:00:00 AM,
650,01/05/2022 10:00:00 AM,
651,01/06/2022 10:00:00 AM,
652,01/07/2022 10:00:00 AM,
653,01/08/2022 10:00:00 AM,
654,01/09/2022 10:00:00 AM,
655,01/10/2022 10:00:00 AM,
656,01/11/2022 10:00:00 AM,
657,01/12/2022 10:00:00 AM,
658,01/13/2022 10:00:00 AM,
