county_name,code,district_name,city,address,state,zip,phone,fax,web_siteurl,superintendent,superintendents_email,board_president,unnamed_one_three,unnamed_one_four
CRAIG       ,18-I020,BLUEJACKET                    ,Bluejacket,276 Ne 3Rd St.,OK,74333.0,(918) 784-2365,(918) 784-2130,www.bluejacket.k12.ok.us,Shellie Baker,sbaker@bluejacket.k12.ok.us,John Rogers,NULL,NULL
CRAIG       ,18-I065,VINITA                        ,Vinita,114 South Scraper Street,OK,74301.0,(918) 256-6778,(918) 256-5617,www.vinitahornets.com,Kelly Grimmett,grimmekd@vinitahornets.com,Jandra Korb,NULL,NULL
CREEK       ,19-C008,LONE STAR                     ,Sapulpa,2945 S. Hickory St.,OK,74066.0,(918) 224-0201,(918) 224-1618,www.lonestar.k12.ok.us,Tracie Hale,thale@lonestar.k12.ok.us,Jim Pilkington,NULL,NULL
CREEK       ,19-C012,GYPSY                         ,Depew,30899 South 417Th West Avenue,OK,74028.0,(918) 324-5365,(918) 324-5003,http://www.gypsy.k12.ok.us,Rachel Collins,rcollins@gypsy.k12.ok.us,Paula Ostrum,NULL,NULL
CREEK       ,19-C034,PRETTY WATER                  ,Sapulpa,15223 West 81St Street South,OK,74066.0,(918) 224-4952,(918) 224-4039,www.prettywater.k12.ok.us,Jeff Taylor,jtaylor@prettywater.k12.ok.us,Wesley Fisher,NULL,NULL
CREEK       ,19-C035,ALLEN-BOWDEN                  ,Tulsa,7049 Frankoma Road,OK,74131.0,(918) 224-4440,(918) 224-0617,http://www.allenbowden.k12.ok.us/,Kelly Husted,k-husted@allenbowden.k12.ok.us,Aaron Johnson,NULL,NULL
CREEK       ,19-I002,BRISTOW                       ,Bristow,420 North Main,OK,74010.0,(918) 367-5555,(918) 367-5848,www.bristow.k12.ok.us,Curtis Shelton,cshelton@bristow.k12.ok.us,Alan Little,NULL,NULL
CREEK       ,19-I003,MANNFORD                      ,Mannford,136 Evans Avenue,OK,74044.0,(918) 865-4062,(918) 865-3405,http://www.mannford.k12.ok.us/,Steve Waldvogel,waldvogels@mannford.k12.ok.us,Daniel Greenwood,NULL,NULL
CREEK       ,19-I005,MOUNDS                        ,Mounds,1603 Russell Ave,OK,74047.0,(918) 827-6100,(918) 827-3704,http://www.moundsps.com,Doran Smith,dsmith@moundsps.com,Rich Marshall,NULL,NULL
CREEK       ,19-I017,OLIVE                         ,Drumright,9352 South 436Th West Avenue,OK,74030.0,(918) 352-9567,(918) 352-4379,http://www.olive.k12.ok.us,Jimmy Reynolds,jreynolds@olive.k12.ok.us,Matt Hodson,NULL,NULL
CREEK       ,19-I018,KIEFER                        ,Kiefer,4600 West 151St Street,OK,74041.0,(918) 321-3421,(918) 321-5216,www.kiefer.k12.ok.us,Mary Murrell,mmurrell@kiefer.k12.ok.us,Jess Mccullough,NULL,NULL
CREEK       ,19-I020,OILTON                        ,Oilton,309 E. Peterson,OK,74052.0,(918) 862-0389,(918) 862-3955,www.oilton.k12.ok.us,Matt Posey,mposey@oilton.k12.ok.us,Roy Cardwell,NULL,NULL
CREEK       ,19-I021,DEPEW                         ,Depew,725 Simms St,OK,74028.0,(918) 324-5466,(918) 324-5336,www.depew.k12.ok.us,Leon Hiett,lhiett@depew.k12.ok.us,Tony Jackson,NULL,NULL
CREEK       ,19-I031,KELLYVILLE                    ,Kellyville,144 S. Elm,OK,74039.0,(918) 247-6133,(918) 247-6120,www.kellyvilleschools.org,Joe Pierce,jpierce@kellyvilleschools.org,John Tuttle,NULL,NULL
CREEK       ,19-I033,SAPULPA                       ,Sapulpa,511 East Lee,OK,74066.0,(918) 224-3400,(918) 227-8347,http://www.sapulpaps.org/,Robert Armstrong,rarmstrong@sapulpaps.org,Melinda Ryan,NULL,NULL
CREEK       ,19-I039,DRUMRIGHT                     ,Drumright ,505 W. 2Nd Street,OK,74030.0,(918) 352-2492,(918) 352-4430,www.drumright.k12.ok.us,Robby Dorsey,rdorsey@drumright.k12.ok.us,Anthony Sylvester,NULL,NULL
CUSTER      ,20-I005,ARAPAHO-BUTLER                ,Arapaho,214 N. 12Th Street,OK,73620.0,(580) 323-3262,(580) 323-5886,http://www.arapaho.k12.ok.us/,James Edelen,jedelen@arapaho.k12.ok.us,Randi Day,NULL,NULL
CUSTER      ,20-I007,THOMAS-FAY-CUSTER UNIFIED DIST,Thomas,920 N. Main,OK,73669.0,(580) 661-3527,(580) 661-3589,www.thomas.k12.ok.us,Rob Royalty,rob@thomas.k12.ok.us,Kent Switzer,NULL,NULL
CUSTER      ,20-I026,WEATHERFORD                   ,Weatherford,516 North Broadway Street,OK,73096.0,(580) 772-3327,(580) 774-0821,www.wpsok.org,Chad Wilson,cwilson@wpsok.org,Michelle Stephens,NULL,NULL
CUSTER      ,20-I099,CLINTON                       ,Clinton,1720 Opal Ave,OK,73601.0,(580) 323-1800,(580) 323-1804,www.clintonokschools.org,Kevin Hime,kevin.hime@clintonokschools.org,"Floyd Simon, Jr.",NULL,NULL
DELAWARE    ,21-C006,CLEORA                        ,Afton,451358 East 295 Road,OK,74331.0,(918) 256-6401,(918) 256-2128,http://www.cleora.net,Kenny Guthrie,kguthrie@cleora.net,Billy Jarvis,NULL,NULL
DELAWARE    ,21-C014,LEACH                         ,Rose,55979 S. 530 Road,OK,74364.0,(918) 868-2277,(918) 868-3501,www.leachschool.net,Regiena Henderson,rhenderson@leachschool.net,Luther Barentt,NULL,NULL
DELAWARE    ,21-C030,KENWOOD                       ,Salina,48625 South 502 Road,OK,74365.0,(918) 434-5799,(918) 434-6552,NULL,Billy Taylor,billyt@sstelco.com,Matthew Budder,NULL,NULL
DELAWARE    ,21-C034,MOSELEY                       ,Colcord,7904 North Moseley Road,OK,74338.0,(918) 505-1000,(918) 422-5971,moseleyschool.com,Charlene Carter,charlene@moseleyschool.com,Cole Mott,NULL,NULL
DELAWARE    ,21-I001,JAY                           ,Jay,821 N. Main,OK,74346.0,(918) 253-4293,(918) 253-8970,www.jay.k12.ok.us,Kenneth Bridges,kbridges@jay.k12.ok.us,David Holcombe,NULL,NULL
DELAWARE    ,21-I002,GROVE                         ,Grove,310 S Broadway,OK,74344.0,(918) 786-3003,(918) 786-9365,www.ridgerunners.net,Sandy Jo Coaly,scoaly@ridgerunners.net,Clara Mills,NULL,NULL
DELAWARE    ,21-I003,KANSAS                        ,Kansas,700 N. Wood Ave.,OK,74347.0,(918) 868-2562,(918) 868-3103,www.kansasps.com,Jim Burgess,JIM@KANSASPS.COM,Eldon Brashear,NULL,NULL
DELAWARE    ,21-I004,COLCORD                       ,Colcord,433 South Larmon,OK,74338.0,(918) 326-4107,(918) 326-0035,http://www.colcordschools.com/,Bud Simmons,bsimmons@colcordschools.com,David Ramsey,NULL,NULL
DELAWARE    ,21-I005,OAKS-MISSION                  ,Oaks,357 W. Main,OK,74359.0,(918) 868-2499,(918) 868-2707,http://oaksschools.com,Wyman Thompson,chandra@oaksschools.com,Emmett Thompson,NULL,NULL
DEWEY       ,22-I005,VICI                          ,Vici,301 North Miller Street,OK,73859.0,(580) 995-4744,(580) 995-3101,www.vicischools.k12.ok.us,Coby Nelson,cnelson@vicischools.k12.ok.us,Justin Morris,NULL,NULL
DEWEY       ,22-I008,SEILING                       ,Seiling,100 N. Elm,OK,73663.0,(580) 922-7383,(580) 922-8019,www.seiling.k12.ok.us,Randy Seifried,rseifried@seiling.k12.ok.us,Roy Jones,NULL,NULL
DEWEY       ,22-I010,TALOGA                        ,Taloga,500 West Ruble,OK,73667.0,(580) 328-5577,(580) 328-5237,http://www.taloga.k12.ok.us,Darci Brown,dbrown@taloga.k12.ok.us,Gussie Drain,NULL,NULL
ELLIS       ,23-I002,FARGO                         ,Fargo,513 S Main,OK,73840.0,(580) 698-2298,(580) 698-8019,http://www.fargo.k12.ok.us/,Mike Jones,mjones@fargo.k12.ok.us,Lindsey Schneider,NULL,NULL
ELLIS       ,23-I003,ARNETT                        ,Arnett,103 W. Haskell,OK,73832.0,(580) 885-7811,(580) 885-7307,www.arnett.k12.ok.us,Tracy Kincannon,tkincannon@arnett.k12.ok.us,Rocky West,NULL,NULL
ELLIS       ,23-I042,SHATTUCK                      ,Shattuck,602 South Hickory,OK,73858.0,(580) 938-2586,(580) 938-8019,www.shattuck.k12.ok.us,Tyson Bullard,rtbullard@shattuck.k12.ok.us,Cody Rehder,NULL,NULL
GARFIELD    ,24-I001,WAUKOMIS                      ,Waukomis,209 West Locust,OK,73773.0,(580) 758-3247,(580) 758-3834,www.waukomis.k12.ok.us,Shawn Tennyson,shawntennyson@waukomis.k12.ok.us,Joe Vaverka,NULL,NULL
GARFIELD    ,24-I018,KREMLIN-HILLSDALE             ,Kremlin,705 Fifth,OK,73753.0,(580) 874-2284,(580) 874-4488,www.kremlin.k12.ok.us,Jim Patton,pattonj@kremlin.k12.ok.us,Kevin Anderson,NULL,NULL
GARFIELD    ,24-I042,CHISHOLM                      ,Enid,305 Utah,OK,73701.0,(580) 237-5512,(580) 297-5494,www.chisholm.k12.ok.us,Roydon Tilley,rtilley@chisholm.k12.ok.us,Jennifer Kisling,NULL,NULL
GARFIELD    ,24-I047,GARBER                        ,Garber,108 East Garber Road,OK,73738.0,(580) 863-2220,(580) 863-2259,http://www.garber.k12.ok.us/,Will Jones,wjones@garber.k12.ok.us,Lee Schnaithman,NULL,NULL
GARFIELD    ,24-I056,PIONEER-PLEASANT VALE         ,Waukomis,6520 East Wood Road,OK,73773.0,(580) 758-3282,(580) 758-3504,www.ppv.k12.ok.us,Brent Koontz,bkoontz@ppv.k12.ok.us,Clee Jay Hedges,NULL,NULL
GARFIELD    ,24-I057,ENID                          ,Enid,500 South Independence Avenue,OK,73701.0,(580) 366-7000,(580) 366-8900,www.enidpublicschools.org,Darrell Floyd,dgfloyd@enidk12.org,Colin Abernathy,NULL,NULL
GARFIELD    ,24-I085,DRUMMOND                      ,Drummond,South Hwy 132,OK,73735.0,(580) 493-2216,(580) 493-2273,www.drummond.k12.ok.us,Brent Rousey,mwoods@drummond.k12.ok.us,Curtis Mack,NULL,NULL
GARFIELD    ,24-I094,COVINGTON-DOUGLAS             ,Covington,400 E Maine,OK,73730.0,(580) 864-7481,(580) 864-7644,www.c-d.k12.ok.us,Darren Sharp,dsharp@cdwildcats.com,Paula Harak,NULL,NULL
GARVIN      ,25-C016,WHITEBEAD                     ,Pauls Valley,16476 North County Road 3200,OK,73075.0,(405) 238-3021,(405) 238-6258,http://www.whitebead.org,Lou Ann Wood,lwood@wbead.k12.ok.us,Ed Tillery,NULL,NULL
GARVIN      ,25-I002,STRATFORD                     ,Stratford,341 North Elm Street,OK,74872.0,(580) 759-3615,(580) 759-2669,www.stratford.k12.ok.us,Michael Blackburn,mblackburn@stratford.k12.ok.us,Jason Korzan,NULL,NULL
GARVIN      ,25-I005,PAOLI                         ,Paoli,410 Stewart Street West,OK,73074.0,(405) 484-7336,(405) 484-7268,http://www.paoli.k12.ok.us/,David Morris,dmorris@paoli.k12.ok.us,Adrianne Olguin,NULL,NULL
GARVIN      ,25-I007,MAYSVILLE                     ,Maysville,600 First Street,OK,73057.0,(888) 806-5220,(405) 867-4864,NULL,Shelly Hildebrand-Beach,shildebrand@maysville.k12.ok.us,David Riley,NULL,NULL
GARVIN      ,25-I009,LINDSAY                       ,Lindsay,800 West Creek Street,OK,73052.0,(405) 756-3131,(405) 756-8819,www.lindsay.k12.ok.us,Dan Chapman,dchapman@lindsay.k12.ok.us,Kris Cummins,NULL,NULL
GARVIN      ,25-I018,PAULS VALLEY                  ,Pauls Valley,301 North Chickasaw,OK,73075.0,(405) 238-6453,(405) 238-9178,www.paulsvalleyschools.com,Mike Martin,mmartin@paulsvalley.k12.ok.us,Katie Johnson,NULL,NULL
GARVIN      ,25-I038,WYNNEWOOD                     ,Wynnewood,702 East Robert S. Kerr Boulevard,OK,73098.0,(405) 665-2004,(405) 665-5425,www.wynnewood.k12.ok.us,Timothy Simpson,tsimpson@wynnewood.k12.ok.us,Terry Brown,NULL,NULL
GARVIN      ,25-I072,ELMORE CITY-PERNELL           ,Elmore City,100 North Muse Avenue,OK,73433.0,(580) 788-2566,(580) 788-4624,www.ecpbadgers.com,Jennifer Cruz,jcruz@ecpbadgers.com,Tony Davis,NULL,NULL
GRADY       ,26-C037,FRIEND                        ,Chickasha,1307 County Road 1350,OK,73018.0,(405) 224-3822,(405) 222-5416,http://www.friend.k12.ok.us,Jason Brittain,jbrittain@friend.k12.ok.us,Joshua Kirby,NULL,NULL
GRADY       ,26-C096,MIDDLEBERG                    ,Blanchard,2130 County Road 1317,OK,73010.0,(405) 485-3612,(405) 485-3204,www.middleberg.k12.ok.us,Joel Read,jread@middleberg.k12.ok.us,Mark Shaw,NULL,NULL
GRADY       ,26-C131,PIONEER                       ,Chickasha,3686 State Highway 92,OK,73018.0,(405) 224-2700,(405) 224-2755,pioneerk8.k12.ok.us,Mike Sparks,msparks@pioneerk8.k12.ok.us,Monty Baker,NULL,NULL
GRADY       ,26-I001,CHICKASHA                     ,Chickasha,900 West Choctaw Avenue,OK,73018.0,(405) 222-6500,(405) 222-6590,www.chickasha.k12.ok.us,David Cash,dcash@chickasha.k12.ok.us,Julie Badgett Sinn,NULL,NULL
GRADY       ,26-I002,MINCO                         ,Minco,701 Sw Third St,OK,73059.0,(405) 352-4867,(405) 352-4496,http://www.minco.k12.ok.us/,Kevin Sims,ksims@minco.k12.ok.us,Don Mcmahon,NULL,NULL
GRADY       ,26-I051,NINNEKAH                      ,Ninnekah,904 East  Dell Street,OK,73067.0,(405) 224-4092,(405) 224-4096,http://www.ninnekah.ok.nph.schoolinsites.com/,Todd Bunch,tbunch@ninnekah.k12.ok.us,Jack Garrett,NULL,NULL
GRADY       ,26-I056,ALEX                          ,Alex,209 South 2Nd Street,OK,73002.0,(405) 785-2605,(405) 785-2914,http://www.alex.k12.ok.us/,Jason James,jjames@alex.k12.ok.us,Tom Ketchum,NULL,NULL
GRADY       ,26-I068,RUSH SPRINGS                  ,Rush Springs,601 West Blakley,OK,73082.0,(580) 476-3929,(580) 476-2018,http://www.rushsprings.k12.ok.us/,Robbie Burch,rburch@rushsprings.k12.ok.us,Eddie Rathbun,NULL,NULL
GRADY       ,26-I095,BRIDGE CREEK                  ,Blanchard,2209 East Sooner Road,OK,73010.0,(405) 387-4880,(405) 387-4882,www.bridgecreek.k12.ok.us,David Morrow,dmorrow@bridgecreek.k12.ok.us,Shawn Salmon,NULL,NULL
GRADY       ,26-I097,TUTTLE                        ,Tuttle,515 East Main,OK,73089.0,(405) 381-2605,(405) 381-4008,www.tuttleschools.info,Bobby Waitman,bwaitman@tuttleschools.info,Tim Hogland,NULL,NULL
GRADY       ,26-I099,VERDEN                        ,Verden,196 South Locust,OK,73092.0,(405) 453-7247,(405) 453-7246,www.verdenschools.org,David Davidson,ddavidson@verdenschools.org,Norman Wood,NULL,NULL
GRADY       ,26-I128,AMBER-POCASSET                ,Amber,401 East Main Street,OK,73004.0,(405) 224-5768,(405) 224-5115,www.amposchools.org,Jerime Parker,jparker@amposchools.org,Matt Caves,NULL,NULL
GRANT       ,27-I054,MEDFORD                       ,Medford,301 North Main Street,OK,73759.0,(580) 395-2392,(580) 395-2391,www.medford.k12.ok.us,Mickey Geurkink,mgeurkink@medford.k12.ok.us,Travis Jantzen,NULL,NULL
GRANT       ,27-I090,POND CREEK-HUNTER             ,Pond Creek,200 East Broadway,OK,73766.0,(580) 532-4242,(580) 532-4965,http://www.pondcreek-hunter.k12.ok.us/,Joel Quinn,jquinn@pondcreek-hunter.k12.ok.us,Michelle Shaw,NULL,NULL
GRANT       ,27-I095,DEER CREEK-LAMONT             ,Lamont,1192 Harrison Avenue,OK,74643.0,(580) 388-4333,(580) 388-4341,www.dclak12.org,Barbara Regier,bregier@dclak12.org,Mike Williams,NULL,NULL
GREER       ,28-I001,MANGUM                        ,Mangum,400 North Pennsylvania Avenue,OK,73554.0,(580) 782-3371,(580) 782-2313,www.mangum.k12.ok.us,Shane Boothe,shane.boothe@mangum.k12.ok.us,Danny Avery,NULL,NULL
GREER       ,28-I003,GRANITE                       ,Granite,507 West 6Th Street,OK,73547.0,(580) 535-2104,(580) 535-2106,www.granite.k12.ok.us,Rodney Calhoun,rcalhoun@granite.k12.ok.us,Tara Bone,NULL,NULL
HARMON      ,29-I066,HOLLIS                        ,Hollis,415 N Main,OK,73550.0,(580) 688-3450,(580) 688-2532,www.hollis.k12.ok.us,Jennifer Mcqueen,jmcqueen@hollis.k12.ok.us,Terry Bogle,NULL,NULL
HARPER      ,30-I001,LAVERNE                       ,Laverne,605 W. Jane Jayroe Blvd.,OK,73848.0,(580) 921-3362,(580) 921-3636,http://www.laverne.k12.ok.us,Eddie Thomas,thomas@laverne.k12.ok.us,Andy Cunningham,NULL,NULL
HARPER      ,30-I004,BUFFALO                       ,Buffalo,605 Se 2Nd,OK,73834.0,(580) 735-2448,(580) 735-2619,www.buffalo.k12.ok.us,Dale Spradlin,dspradlin@buffalo.k12.ok.us,Dr. Rick Olson,NULL,NULL
HARPER      ,30-I004,BUFFALO                       ,Bfufalo,605 Se 2Nd,OK,73834.0,(580) 735-2448,(580) 735-2619,www.buffalok.12.ok.us,Dale Spradiln,dspradlin@buffaloschool.net,Dr. Rick Olson,NULL,NULL
HASKELL     ,31-C010,WHITEFIELD                    ,Whitefield,107 South Redding,OK,74472.0,(918) 967-8572,(918) 967-0007,www.whitefield.k12.ok.us,Scott Shepherd,SSHEPHERD@WHITEFIELD.K12.OK.US,Royce Alverson,NULL,NULL
HASKELL     ,31-I013,KINTA                         ,Kinta,Jct Hwy 2 & 31,OK,74552.0,(918) 768-3338,(918) 768-3221,www.kinta.k12.ok.us,Patricia Deville,pdeville@kinta.k12.ok.us,Roy King,NULL,NULL
HASKELL     ,31-I020,STIGLER                       ,Stigler,309 Northwest E Street,OK,74462.0,(918) 967-2805,(918) 967-4550,https://www.stiglerps.com,Monty Guthrie,mguthrie@stiglerps.com,Susan White,NULL,NULL
HASKELL     ,31-I037,MCCURTAIN                     ,Mccurtain,Hwy 26 & Cole Street,OK,74944.0,(918) 945-7237,(918) 945-7064,www.mccurtainschools.org,Deward Palmer,deward.palmer@mccurtainschools.org,Kim Satterfield,NULL,NULL
HASKELL     ,31-I043,KEOTA                         ,Keota,110 Northeast 6Th Street,OK,74941.0,(918) 966-3950,(918) 966-3247,http://www.keota.k12.ok.us/,Twylah Morris,tmorris@keota.k12.ok.us,Jimmy Winklepleck,NULL,NULL
HUGHES      ,32-I001,MOSS                          ,Holdenville,8087 East 134 Road,OK,74848.0,(405) 379-2273,(405) 379-2333,http://www.moss.k12.ok.us/,Brett Hill,bhill@moss.k12.ok.us,Kevin Nolen,NULL,NULL
HUGHES      ,32-I005,WETUMKA                       ,Wetumka,416 South Tiger Street,OK,74883.0,(405) 452-5150,(405) 452-3052,http://www.wetumka.k12.ok.us,Donna Mcgee,dmcgee@wetumka.k12.ok.us,Rufus Scott,NULL,NULL
HUGHES      ,32-I035,HOLDENVILLE                   ,Holdenville,210 Grimes Street,OK,74848.0,(405) 379-5483,(405) 379-5874,www.holdenville.k12.ok.us,Randy Davenport,rdavenport@holdenville.k12.ok.us,Terry Swayze,NULL,NULL
HUGHES      ,32-I048,CALVIN                        ,Calvin,229 Third Street,OK,74531.0,(405) 645-2411,(405) 645-2384,www.calvin.k12.ok.us,Travis Graham,tgraham@calvin.k12.ok.us,James Simmons,NULL,NULL
HUGHES      ,32-I054,STUART                        ,Stuart,8837 Fourth Street,OK,74570.0,(918) 546-2476,(918) 546-2329,www.stuart.k12.ok.us,Tracy Blasengame,tblas@stuart.k12.ok.us,William Sanmillan,NULL,NULL
JACKSON     ,33-I001,NAVAJO                        ,Altus,15695 South County Road 210,OK,73521.0,(580) 482-7742,(580) 482-7749,www.navajo.k12.ok.us,Vicki Nance,vnance@navajo.k12.ok.us,Gary Cobb,NULL,NULL
JACKSON     ,33-I014,DUKE                          ,Duke,300 North Chickasaw,OK,73532.0,(580) 679-3014,(580) 679-3017,www.dukeschools.com,Kevin Brown,kbrown@dukeschools.com,Michael Milner,NULL,NULL
JACKSON     ,33-I018,ALTUS                         ,Altus,219 N. Lee,OK,73521.0,(580) 481-2100,(580) 481-2129,http://www.altusps.com,Roger Hill,rhill@altusps.com,Kelley Duncan,NULL,NULL
JACKSON     ,33-I040,OLUSTEE-ELDORADO              ,Olustee,606 E. 6Th Street,OK,73560.0,(580) 648-2243,(580) 648-2501,olustee.k12.ok.us,Gaylene Freeman,gfreeman@olustee.k12.ok.us,Brayan Walker,NULL,NULL
JACKSON     ,33-I054,BLAIR                         ,Blair,610 Zinn Street,OK,73526.0,(580) 563-2632,(580) 563-9166,www.blairschool.org,Jimmy Smith,jsmith@blairschool.org,Misti Fraser,NULL,NULL
JEFFERSON   ,34-C003,TERRAL                        ,Terral,340 Apache Avenue,OK,73569.0,(580) 437-2244,(580) 437-2246,NULL,Greg Fouse,gfouse@terral.k12.ok.us,Carrie Villarreal,NULL,NULL
JEFFERSON   ,34-I001,RYAN                          ,Ryan,1201 Washington Street,OK,73565.0,(580) 757-2308,(580) 757-2609,http://www.ryan.k12.ok.us,Marcus Chapman,mchapman@ryan.k12.ok.us,Timmy Good,NULL,NULL
JEFFERSON   ,34-I014,RINGLING                      ,Ringling,706 N. 5Th St Unit G,OK,73456.0,(580) 662-2385,(580) 662-2683,http://www.ringling.k12.ok.us/,Kent Southward,ksouthward@ringling.k12.ok.us,Brandon Martin,NULL,NULL
JEFFERSON   ,34-I023,WAURIKA                       ,Waurika,600 East Florida Avenue,OK,73573.0,(580) 228-3373,(580) 228-3428,www.waurikaschools.org,Roxie Terry,rterry@waurikaschools.org,Kimberly Gholson,NULL,NULL
JOHNSTON    ,35-C007,MANNSVILLE                    ,Mannsville,509 East School Street,OK,73447.0,(580) 371-2892,(580) 371-9336,www.mannsvilleschool.com,Brandi Price,bprice@mannsville.k12.ok.us,Roy Justice,NULL,NULL
JOHNSTON    ,35-C010,RAVIA                         ,Ravia,305 Mill Street,OK,73455.0,(580) 371-9163,(580) 371-3067,www.ravia.k12.ok.us,David Duncan,dduncan@ravia.k12.ok.us,Shari Mcdaniel,NULL,NULL
JOHNSTON    ,35-I002,MILL CREEK                    ,Mill Creek,602 South Chickasaw Avenue,OK,74856.0,(580) 384-5514,(580) 384-3920,www.millcreek.k12.ok.us,Lorinda Chancellor,lorindac@millcreek.k12.ok.us,Kathy Castleberry,NULL,NULL
JOHNSTON    ,35-I020,TISHOMINGO                    ,Tishomingo,1300 East Main Street,OK,73460.0,(580) 371-9190,(580) 371-3765,www.tishomingo.k12.ok.us,Kevin Duncan,kduncan@tishomingo.k12.ok.us,Doug Blackburn,NULL,NULL
JOHNSTON    ,35-I029,MILBURN                       ,Milburn,200 North 8Th Street,OK,73450.0,(580) 443-5522,(580) 443-5303,http://www.milburnps.org,Joey Mcbride,jmcbride@milburnps.org,Mike West,NULL,NULL
JOHNSTON    ,35-I035,COLEMAN                       ,Coleman,451 W. Main,OK,73432.0,(580) 937-4418,(580) 937-4615,http://www.coleman.k12.ok.us/,John Sheridan,john.sheridan@coleman.k12.ok.us,Kevin Harner,NULL,NULL
JOHNSTON    ,35-I037,WAPANUCKA                     ,Wapanucka,502 S. Choctaw,OK,73461.0,(580) 937-4288,(580) 937-4804,wpss.k12.ok.us,Jerry Romines,jromines@tupelo.k12.ok.us,Edgar Collins,NULL,NULL
KAY         ,36-C027,PECKHAM                       ,Newkirk,7175 West School Street,OK,74647.0,(580) 362-2633,(580) 362-3970,www.peckham.k12.ok.us,Gary Young,gyoung@peckham.k12.ok.us,Kim Case,NULL,NULL
KAY         ,36-C050,KILDARE                       ,Ponca City,1265 Church St,OK,74604.0,(580) 362-2811,(580) 362-2811,Kidare.k12.ok.us,Bruce Shelley,bshelley@kildare.k12.ok.us,Dustin Schickram,NULL,NULL
KAY         ,36-I045,BLACKWELL                     ,Blackwell,201 East Blackwell Avenue,OK,74631.0,(580) 363-2570,(580) 363-5513,www.blackwell.k12.ok.us,Richard Riggs,rriggs@blackwell.k12.ok.us,Angi Prince,NULL,NULL
KAY         ,36-I071,PONCA CITY                    ,Ponca City,613 East Grand Avenue,OK,74601.0,(580) 767-8000,(580) 767-9569,www.pcps.us,Shelley Arrott  2017-2018,matlos@pcps.us,David Kinkaid,NULL,NULL
KAY         ,36-I087,TONKAWA                       ,Tonkawa,500 East North Avenue,OK,74653.0,(580) 628-3597,(580) 628-5132,www.tonkawa.k12.ok.us,Lori Simpson,lsimpson@tonkawa.k12.ok.us,Cara Beth Johnson,NULL,NULL
KAY         ,36-I125,NEWKIRK                       ,Newkirk,625 West South Street,OK,74647.0,(580) 362-2388,(580) 362-3413,www.newkirk.k12.ok.us,Brady Barnes,bbarnes@newkirk.k12.ok.us,Russell Cobb,NULL,NULL
KINGFISHER  ,37-I002,DOVER                         ,Dover,201 N Taylor,OK,73734.0,(405) 828-4206,(405) 828-7150,www.dover.k12.ok.us,Shannon Grimes,sgrimes@dover.k12.ok.us,Larry Harviston,NULL,NULL
KINGFISHER  ,37-I003,LOMEGA                        ,Omega,18319 N 2700 Rd,OK,73764.0,(405) 729-4215,(405) 729-4666,www.lomega.k12.ok.us,Karen Castonguay,karenc@lomega.k12.ok.us,Brad Uhlenhake,NULL,NULL
KINGFISHER  ,37-I007,KINGFISHER                    ,Kingfisher,602 West Chisholm Drive,OK,73750.0,(405) 375-4194,(405) 375-5565,http://www.kingfisher.k12.ok.us/,Jason Sternberger,jason.sternberger@kingfisher.k12.ok.us,David Diesselhorst,NULL,NULL
KINGFISHER  ,37-I016,HENNESSEY                     ,Hennessey,604 East Oklahoma Street,OK,73742.0,(405) 853-4321,(405) 853-4439,www.hps.k12.ok.us,Mike Woods,mwoods@hps.k12.ok.us,Kevin Fuksa,NULL,NULL
KINGFISHER  ,37-I089,CASHION                       ,Cashion,101 North Euclid,OK,73016.0,(405) 433-2741,(405) 433-2646,www.cashionps.org,Sammy Jackson,sjackson@cashionps.org,Earl Ogletree,NULL,NULL
KINGFISHER  ,37-I105,OKARCHE                       ,Okarche,632 West Oklahoma Avenue,OK,73762.0,(405) 263-7300,(405) 263-7515,www.okarche.k12.ok.us,Robert Friesen,friesenr@okarche.k12.ok.us,Shawn Vogt,NULL,NULL
KIOWA       ,38-I001,HOBART                        ,Hobart,321 North Jefferson Street,OK,73651.0,(580) 726-5691,(580) 726-2855,www.hobart.k12.ok.us,Cathy Hunt,huntc@hobart.k12.ok.us,Dwayne Robinson,NULL,NULL
KIOWA       ,38-I002,LONE WOLF                     ,Lone Wolf,1001 7Th St.,OK,73655.0,(580) 846-9091,(580) 846-5266,lonewolfschool.com,James Sutherland,jsutherland@itlnet.net,Scott Keesee,NULL,NULL
KIOWA       ,38-I003,MOUNTAIN VIEW-GOTEBO          ,Mountain View,"Rural Route 2, Box 88",OK,73062.0,(580) 347-2211,(580) 347-2869,www.mvgschools.com,Sam Belcher,sbelcher@mvgschools.com,Jennifer Sechrist,NULL,NULL
KIOWA       ,38-I004,SNYDER                        ,Mt. Park,218 N Highway 183,OK,73559.0,(580) 569-2773,(580) 569-4205,www.snyder.k12.ok.us,Travis Gates,tgates@snyder.k12.ok.us,Mike Roberts,NULL,NULL
LATIMER     ,39-I001,WILBURTON                     ,Wilburton,1201 West Blair Avenue,OK,74578.0,(918) 465-2100,(918) 465-3086,www.wilburtondiggers.org,Beatrice Butler,trice.butler@wilburtondiggers.org,Jonea Royce,NULL,NULL
LATIMER     ,39-I002,RED OAK                       ,Red Oak,404 N. Main,OK,74563.0,(918) 754-2426,(918) 754-2898,www.redoak.k12.ok.us,Bryan Deatherage,bdeatherage@redoak.k12.ok.us,Steve Brewer,NULL,NULL
