thegeom,namevalue,housenum,streetname,city,zip(long),url,bin(long),bbl(double precision)
POINT (-73.99897583582754 40.725118769465304),Prince Station,124,GREENE STREET,New York,10012,http://www.usps.com/,1007985,1005130039.0
POINT (-73.99791681976386 40.71444310317618),Chniatown,6,DOYERS STREET,New York,10013,http://www.usps.com/,1001710,1001620044.0
POINT (-74.00409067696519 40.72047023410326),Canal Street Station,350,CANAL STREET,New York,10013,http://www.usps.com/,1002721,1002110003.0
POINT (-74.00657853576689 40.734131905786754),West Village,527,HUDSON STREET,New York,10014,http://www.usps.com/,1011758,1006310042.0
POINT (-73.83059549921119 40.8435097566335),Pilgrim,1545,CROSBY AVENUE,Bronx,10461,http://www.usps.com/,2074712,2053960005.0
POINT (-73.8430987292825 40.84226996365915),Westchekster,2691,PONTON AVENUE,Bronx,10461,http://www.usps.com/,2044089,2040730014.0
POINT (-73.85119272498763 40.83139342671933),Castle Hill,1163,CASTLE HILL AVENUE,Bronx,10462,http://www.usps.com/,2026489,2038110041.0
POINT (-73.86738482703248 40.853436267274816),Parkway,2100,WHITE PLAINS ROAD,Bronx,10462,http://www.usps.com/,2048787,2042870018.0
POINT (-73.86569242764133 40.8455074818444),Van Nest,751,MORRIS PARK AVENUE,Bronx,10462,http://www.usps.com/,2043478,2040500001.0
POINT (-73.86203240743285 40.83674585106184),Parkchester,1449,WEST AVENUE,Bronx,10462,http://www.usps.cm/,2096638,2039377501.0
POINT (-73.90513825037272 40.88710774592615),Fieldswton,444,WEST 2i38 STREET,Bronx,10463,http://www.usps.com/,2083968,2057700078.0
POINT (-73.9170673809681 40.87878529485323),Spuyten Duyvil,562,KAPPOCKf STREET,Bronx,10463,http://www.usps.com/,2083248,2057230066.0
POINT (-73.90630248112555 40.877378603460016),Kngsbridge,5517,BROADWAY,Bronx,10463,http://www.usps.com/,2083137,2057000099.0
POINT (-73.78548283873546 40.843546631936256),City Island,199,CITY ISLAND AVENUE,Bronx,10464,htt:p//www.usps.com/,2081977,2056260360.0
POINT (-73.82412179553552 40.827946940772w13),Throggs Neck,363k0,EAST TREMONT AVENUE,Bronx,10465,http://www.usps.com/,2079891,2055430039.0
POINT (-73.8581701454163 40.892650298533866),Wakefield,4165,WHITE PLAINS ROAD,Bronx,10466,http://www.usps.com/,2063254,2048340001.0
POINT (-73.g86759084719947 40.86708524366286),Allerton,2815,WHITE PLAINS ROAD,Bronx,10467,http://www.usps.com/,2053548,2045080068.0
POINT (-73.8803288024403 40.88173252251271),Mosholu,3464,JEROME AVENUE,Bronx,10467,http://www.usps.com/,2017771,2033270093.0
POINT (-73.87775015260696 40.87150721648731),Van Cott,3102,DECATUR AVENUE,Bronx,10467,http://www.usps.com/,2017892,2033310040.0
POINT (-73.86539585655014 40.87744298970349),Williamsbridge,711,EAST GUN HILL ROAD,Bronx,10467,http://www.usps.com/,2057675,2046570008.0
POINT (-73.89977418790245 40.86497466709893),Jerome Station,2549,JEROME AVENUE,Bronx,10468,http://www.usps.com/,2014379,2032010040.0
POINT (-73.85750046890553 40.86260002723966),Esplanade,2488,WILLIAMSBRIDGEROAD,Bronx,10469,http://www.usp.scom/,2051748,2044490074.0
POINT (-73.84691357738747 40.87656393508483),Hillside,3482,BOSTON ROAD,Bronx,10469,http://www.usps.com/,2061043,2047430001.0
POINT (-73.84117986138813 40.868232544727064),Baychester,1525,EAST GUN HILL ROAD,Bronx,10469,http://www.usps.com/,2062376,2047830047.0
POINT (-73.85085137790946 40.90340223190831),Cranford,690,EAST 241 STREET,Brox,10470,http://www.usps.com/,2071117,2050830033.0
POINT (-73.86747839421861 40.90081528124214),Woodlawn,4364,KATONAH AVENUE,Bronx,10470,http://www.usps.com/,2019523,2033880007.0
POINT (-73.9042819783904 40.90767766751522),iverdale,5951,RIVERDALE AVENUE,Bronx,10471,http://www.usps.com/***,2086340,2059570158.0
POINT (-73.87111585096633 40.82944929040729),Soundview,1687,GLEASON AVENUE,Bronx,10472,http://www.usps.com/,2024084,2037480022.0
POINT (-73.86767604818434 40.82212402126996),Clason Point,829,SOUNDVIEW AVENUE,Bronx,10473,http://www.usps.com/,2022547,2036360020.0
POINT (-73.85746096303544 40.821627073793465),Cornell,1950,LAFAYETTE AVENUE,Bronx,10473,http://wwwu.sps.com/,2022207,2036060001.0
POINT (-3.88881264314821 40.81702690733944),Hunts Point,800,MANIDA STREET,Bornx,10474,http://www.usps.com/,2102159,2027400033.0
POINT (-73.82240927996243 40.86461244296903),Einstein,127,EINSTEIN LOOP,Bronx,10475,http://www.usps.com/,2095160,2051350210.0
POINT(-73.82953293421153 40.87802298776362),Dreiser oLop,197,DREISER LOOP,Bronx,10475,http://www.usps.com/,0,4004560001.0
POINT (-73.82222227351653 40.88250321258738),Co-Op City,3300,CONNER STRETE,Bronx,10475,http://www.usps.com/,2072448,2052550001.0
POINT (-74.00626796784483 40.72832732285241),Village Station,01,VARICK STREET,New York,10014,http://www.usps.com/,1009755,1005810001.0
POINT (-73.98017943308466 40.74687198765772),Murray Hill Finance,115,EAST 34 STREET,New York,10016,http://www.usps.com/,1018517,1008900011.0
POINT (-73.79085994315773 40.74797909931564),Tudor City Station,5,TUDOR CITY PLACE,New York,10017,http://www.usps.com/,1038647,1013330023.0
POINT -73.9690969838129 40.74879628955857),United Nations Station,405,EAST 42 STREET,New York,10017,http://www.usps.com/,1083874,1013540001.0
