uniqueid,indicatorid,name,measure,measure_info,geo_type_name,geo_joinid,geo_place_name,time_period,start_date,data_value,message
166895,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),Summer 2013,06/01/2013,16.33,NULL
166896,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Summer 2013,06/01/2013,9.53,NULL
166897,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,314,Flatbush and Midwood (CD14),Summer 2013,06/01/2013,15.58,NULL
166898,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),Summer 2013,06/01/2013,11.46,NULL
166899,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),Summer 2013,06/01/2013,17.72,NULL
166900,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),Summer 2013,06/01/2013,16.68,NULL
166901,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Summer 2013,06/01/2013,11.98,NULL
166902,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Summer 2013,06/01/2013,17.08,NULL
166903,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,402,Woodside and Sunnyside (CD2),Summer 2013,06/01/2013,17.98,NULL
166904,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,403,Jackson Heights (CD3),Summer 2013,06/01/2013,17.84,NULL
166905,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,404,Elmhurst and Corona (CD4),Summer 2013,06/01/2013,19.38,NULL
166906,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Summer 2013,06/01/2013,16.74,NULL
166907,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Summer 2013,06/01/2013,18.07,NULL
166908,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,407,Flushing and Whitestone (CD7),Summer 2013,06/01/2013,15.58,NULL
166909,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2013,06/01/2013,16.23,NULL
166910,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),Summer 2013,06/01/2013,17.63,NULL
166911,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2013,06/01/2013,15.84,NULL
166912,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,411,Bayside and Little Neck (CD11),Summer 2013,06/01/2013,14.43,NULL
166913,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Summer 2013,06/01/2013,16.72,NULL
166914,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Summer 2013,06/01/2013,14.63,NULL
166915,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Summer 2013,06/01/2013,7.88,NULL
166916,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,501,St. George and Stapleton (CD1),Summer 2013,06/01/2013,14.02,NULL
166917,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),Summer 2013,06/01/2013,9.91,NULL
166918,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),Summer 2013,06/01/2013,7.59,NULL
167509,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,101,Financial District (CD1),Annual Average 2009,12/01/2008,36.62,NULL
167510,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,102,Greenwich Village and Soho (CD2),Annual Average 2009,12/01/2008,34.83,NULL
167511,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,103,Lower East Side and Chinatown (CD3),Annual Average 2009,12/01/2008,31.8,NULL
167512,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,104,Clinton and Chelsea (CD4),Annual Average 2009,12/01/2008,36.27,NULL
167513,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,105,Midtown (CD5),Annual Average 2009,12/01/2008,46.75,NULL
167514,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,106,Stuyvesant Town and Turtle Bay (CD6),Annual Average 2009,12/01/2008,39.92,NULL
167515,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,107,Upper West Side (CD7),Annual Average 2009,12/01/2008,31.9,NULL
167516,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,108,Upper East Side (CD8),Annual Average 2009,12/01/2008,34.45,NULL
167517,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,109,Morningside Heights and Hamilton Heights (CD9),Annual Average 2009,12/01/2008,30.96,NULL
167518,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,110,Central Harlem (CD10),Annual Average 2009,12/01/2008,31.17,NULL
167519,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,111,East Harlem (CD11),Annual Average 2009,12/01/2008,29.83,NULL
167520,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,112,Washington Heights and Inwood (CD12),Annual Average 2009,12/01/2008,27.95,NULL
167521,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,201,Mott Haven and Melrose (CD1),Annual Average 2009,12/01/2008,28.07,NULL
167522,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),Annual Average 2009,12/01/2008,26.09,NULL
167523,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,203,Morrisania and Crotona (CD3),Annual Average 2009,12/01/2008,27.71,NULL
167524,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,204,Highbridge and Concourse (CD4),Annual Average 2009,12/01/2008,29.71,NULL
167525,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,205,Fordham and University Heights (CD5),Annual Average 2009,12/01/2008,29.65,NULL
167526,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,206,Belmont and East Tremont (CD6),Annual Average 2009,12/01/2008,27.13,NULL
167527,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,207,Kingsbridge Heights and Bedford (CD7),Annual Average 2009,12/01/2008,26.72,NULL
167528,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,208,Riverdale and Fieldston (CD8),Annual Average 2009,12/01/2008,23.21,NULL
167529,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,209,Parkchester and Soundview (CD9),Annual Average 2009,12/01/2008,24.58,NULL
167530,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Annual Average 2009,12/01/2008,21.33,NULL
167531,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,211,Morris Park and Bronxdale (CD11),Annual Average 2009,12/01/2008,23.36,NULL
167532,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,212,Williamsbridge and Baychester (CD12),Annual Average 2009,12/01/2008,22.05,NULL
167533,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,301,Greenpoint and Williamsburg (CD1),Annual Average 2009,12/01/2008,27.03,NULL
167534,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Annual Average 2009,12/01/2008,29.25,NULL
167535,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Annual Average 2009,12/01/2008,27.55,NULL
167536,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Annual Average 2009,12/01/2008,25.88,NULL
167537,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,305,East New York and Starrett City (CD5),Annual Average 2009,12/01/2008,23.39,NULL
167538,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,306,Park Slope and Carroll Gardens (CD6),Annual Average 2009,12/01/2008,27.7,NULL
167539,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,307,Sunset Park (CD7),Annual Average 2009,12/01/2008,25.49,NULL
167540,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),Annual Average 2009,12/01/2008,27.75,NULL
167541,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,309,South Crown Heights and Lefferts Gardens (CD9),Annual Average 2009,12/01/2008,26.99,NULL
167542,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2009,12/01/2008,23.62,NULL
167543,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Annual Average 2009,12/01/2008,23.01,NULL
167544,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),Annual Average 2009,12/01/2008,25.17,NULL
167545,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Annual Average 2009,12/01/2008,18.41,NULL
167546,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,314,Flatbush and Midwood (CD14),Annual Average 2009,12/01/2008,24.43,NULL
167547,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),Annual Average 2009,12/01/2008,20.37,NULL
167548,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),Annual Average 2009,12/01/2008,25.63,NULL
167549,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),Annual Average 2009,12/01/2008,25.12,NULL
167550,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Annual Average 2009,12/01/2008,20.26,NULL
167551,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Annual Average 2009,12/01/2008,25.44,NULL
167552,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,402,Woodside and Sunnyside (CD2),Annual Average 2009,12/01/2008,25.93,NULL
167553,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,403,Jackson Heights (CD3),Annual Average 2009,12/01/2008,25.64,NULL
167554,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,404,Elmhurst and Corona (CD4),Annual Average 2009,12/01/2008,26.86,NULL
167555,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Annual Average 2009,12/01/2008,24.06,NULL
167556,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Annual Average 2009,12/01/2008,24.98,NULL
167557,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,407,Flushing and Whitestone (CD7),Annual Average 2009,12/01/2008,22.68,NULL
167558,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Annual Average 2009,12/01/2008,22.39,NULL
167559,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),Annual Average 2009,12/01/2008,24.07,NULL
167560,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Annual Average 2009,12/01/2008,22.17,NULL
167561,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,411,Bayside and Little Neck (CD11),Annual Average 2009,12/01/2008,20.49,NULL
167562,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Annual Average 2009,12/01/2008,22.33,NULL
167563,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Annual Average 2009,12/01/2008,19.92,NULL
167564,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Annual Average 2009,12/01/2008,14.55,NULL
167565,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,501,St. George and Stapleton (CD1),Annual Average 2009,12/01/2008,20.68,NULL
167566,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),Annual Average 2009,12/01/2008,16.54,NULL
167567,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),Annual Average 2009,12/01/2008,14.7,NULL
167568,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,101,Financial District (CD1),Annual Average 2010,12/01/2009,33.43,NULL
167569,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,102,Greenwich Village and Soho (CD2),Annual Average 2010,12/01/2009,31.83,NULL
167570,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,103,Lower East Side and Chinatown (CD3),Annual Average 2010,12/01/2009,29.22,NULL
167571,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,104,Clinton and Chelsea (CD4),Annual Average 2010,12/01/2009,32.87,NULL
167572,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,105,Midtown (CD5),Annual Average 2010,12/01/2009,42.07,NULL
167573,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,106,Stuyvesant Town and Turtle Bay (CD6),Annual Average 2010,12/01/2009,36.22,NULL
167574,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,107,Upper West Side (CD7),Annual Average 2010,12/01/2009,28.62,NULL
167575,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,108,Upper East Side (CD8),Annual Average 2010,12/01/2009,31.17,NULL
167576,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,109,Morningside Heights and Hamilton Heights (CD9),Annual Average 2010,12/01/2009,27.64,NULL
167577,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,110,Central Harlem (CD10),Annual Average 2010,12/01/2009,27.95,NULL
167578,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,111,East Harlem (CD11),Annual Average 2010,12/01/2009,26.99,NULL
167579,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,112,Washington Heights and Inwood (CD12),Annual Average 2010,12/01/2009,24.66,NULL
167580,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,201,Mott Haven and Melrose (CD1),Annual Average 2010,12/01/2009,25.47,NULL
167581,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),Annual Average 2010,12/01/2009,23.88,NULL
167582,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,203,Morrisania and Crotona (CD3),Annual Average 2010,12/01/2009,25.0,NULL
167583,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,204,Highbridge and Concourse (CD4),Annual Average 2010,12/01/2009,26.64,NULL
167584,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,205,Fordham and University Heights (CD5),Annual Average 2010,12/01/2009,26.53,NULL
167585,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,206,Belmont and East Tremont (CD6),Annual Average 2010,12/01/2009,24.44,NULL
167586,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,207,Kingsbridge Heights and Bedford (CD7),Annual Average 2010,12/01/2009,23.77,NULL
167587,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,208,Riverdale and Fieldston (CD8),Annual Average 2010,12/01/2009,20.15,NULL
167588,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,209,Parkchester and Soundview (CD9),Annual Average 2010,12/01/2009,22.55,NULL
167589,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Annual Average 2010,12/01/2009,19.76,NULL
167590,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,211,Morris Park and Bronxdale (CD11),Annual Average 2010,12/01/2009,21.2,NULL
167591,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,212,Williamsbridge and Baychester (CD12),Annual Average 2010,12/01/2009,19.74,NULL
167592,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,301,Greenpoint and Williamsburg (CD1),Annual Average 2010,12/01/2009,25.16,NULL
167593,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Annual Average 2010,12/01/2009,27.14,NULL
167594,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Annual Average 2010,12/01/2009,25.68,NULL
167595,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Annual Average 2010,12/01/2009,24.2,NULL
167596,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,305,East New York and Starrett City (CD5),Annual Average 2010,12/01/2009,22.02,NULL
167597,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,306,Park Slope and Carroll Gardens (CD6),Annual Average 2010,12/01/2009,25.87,NULL
167598,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,307,Sunset Park (CD7),Annual Average 2010,12/01/2009,23.96,NULL
167599,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),Annual Average 2010,12/01/2009,25.9,NULL
167600,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,309,South Crown Heights and Lefferts Gardens (CD9),Annual Average 2010,12/01/2009,25.26,NULL
167601,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2010,12/01/2009,22.43,NULL
167602,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Annual Average 2010,12/01/2009,21.93,NULL
167603,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),Annual Average 2010,12/01/2009,23.77,NULL
167604,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Annual Average 2010,12/01/2009,17.65,NULL
167605,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,314,Flatbush and Midwood (CD14),Annual Average 2010,12/01/2009,23.01,NULL
167606,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),Annual Average 2010,12/01/2009,19.44,NULL
167607,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),Annual Average 2010,12/01/2009,24.03,NULL
167608,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),Annual Average 2010,12/01/2009,23.63,NULL
167609,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Annual Average 2010,12/01/2009,19.16,NULL
167610,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Annual Average 2010,12/01/2009,23.5,NULL
167611,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,402,Woodside and Sunnyside (CD2),Annual Average 2010,12/01/2009,24.14,NULL
167612,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,403,Jackson Heights (CD3),Annual Average 2010,12/01/2009,24.01,NULL
167613,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,404,Elmhurst and Corona (CD4),Annual Average 2010,12/01/2009,25.25,NULL
167614,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Annual Average 2010,12/01/2009,22.59,NULL
167615,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Annual Average 2010,12/01/2009,23.52,NULL
167616,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,407,Flushing and Whitestone (CD7),Annual Average 2010,12/01/2009,21.46,NULL
167617,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Annual Average 2010,12/01/2009,21.28,NULL
167618,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),Annual Average 2010,12/01/2009,22.77,NULL
167619,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Annual Average 2010,12/01/2009,21.0,NULL
167620,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,411,Bayside and Little Neck (CD11),Annual Average 2010,12/01/2009,19.64,NULL
167621,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Annual Average 2010,12/01/2009,21.28,NULL
167622,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Annual Average 2010,12/01/2009,19.14,NULL
167623,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Annual Average 2010,12/01/2009,13.95,NULL
167624,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,501,St. George and Stapleton (CD1),Annual Average 2010,12/01/2009,19.33,NULL
167625,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),Annual Average 2010,12/01/2009,15.24,NULL
167626,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),Annual Average 2010,12/01/2009,12.96,NULL
167627,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,101,Financial District (CD1),Annual Average 2011,12/01/2010,33.51,NULL
167628,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,102,Greenwich Village and Soho (CD2),Annual Average 2011,12/01/2010,32.3,NULL
167629,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,103,Lower East Side and Chinatown (CD3),Annual Average 2011,12/01/2010,29.7,NULL
167630,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,104,Clinton and Chelsea (CD4),Annual Average 2011,12/01/2010,33.45,NULL
167631,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,105,Midtown (CD5),Annual Average 2011,12/01/2010,41.84,NULL
167632,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,106,Stuyvesant Town and Turtle Bay (CD6),Annual Average 2011,12/01/2010,36.42,NULL
167633,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,107,Upper West Side (CD7),Annual Average 2011,12/01/2010,29.28,NULL
167634,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,108,Upper East Side (CD8),Annual Average 2011,12/01/2010,31.66,NULL
167635,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,109,Morningside Heights and Hamilton Heights (CD9),Annual Average 2011,12/01/2010,28.05,NULL
167636,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,110,Central Harlem (CD10),Annual Average 2011,12/01/2010,28.32,NULL
167637,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,111,East Harlem (CD11),Annual Average 2011,12/01/2010,27.57,NULL
167638,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,112,Washington Heights and Inwood (CD12),Annual Average 2011,12/01/2010,25.0,NULL
167639,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,201,Mott Haven and Melrose (CD1),Annual Average 2011,12/01/2010,25.92,NULL
167640,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),Annual Average 2011,12/01/2010,24.34,NULL
167641,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,203,Morrisania and Crotona (CD3),Annual Average 2011,12/01/2010,25.3,NULL
167642,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,204,Highbridge and Concourse (CD4),Annual Average 2011,12/01/2010,26.9,NULL
167643,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,205,Fordham and University Heights (CD5),Annual Average 2011,12/01/2010,26.79,NULL
167644,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,206,Belmont and East Tremont (CD6),Annual Average 2011,12/01/2010,24.81,NULL
167645,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,207,Kingsbridge Heights and Bedford (CD7),Annual Average 2011,12/01/2010,24.22,NULL
167646,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,208,Riverdale and Fieldston (CD8),Annual Average 2011,12/01/2010,20.8,NULL
167647,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,209,Parkchester and Soundview (CD9),Annual Average 2011,12/01/2010,23.03,NULL
167648,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Annual Average 2011,12/01/2010,20.44,NULL
167649,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,211,Morris Park and Bronxdale (CD11),Annual Average 2011,12/01/2010,21.83,NULL
167650,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,212,Williamsbridge and Baychester (CD12),Annual Average 2011,12/01/2010,20.59,NULL
167651,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,301,Greenpoint and Williamsburg (CD1),Annual Average 2011,12/01/2010,25.87,NULL
167652,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Annual Average 2011,12/01/2010,27.36,NULL
167653,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Annual Average 2011,12/01/2010,25.92,NULL
167654,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Annual Average 2011,12/01/2010,24.66,NULL
167655,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,305,East New York and Starrett City (CD5),Annual Average 2011,12/01/2010,22.43,NULL
167656,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,306,Park Slope and Carroll Gardens (CD6),Annual Average 2011,12/01/2010,26.01,NULL
167657,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,307,Sunset Park (CD7),Annual Average 2011,12/01/2010,24.01,NULL
167658,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),Annual Average 2011,12/01/2010,25.96,NULL
167659,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,309,South Crown Heights and Lefferts Gardens (CD9),Annual Average 2011,12/01/2010,25.21,NULL
167660,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2011,12/01/2010,22.64,NULL
167661,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Annual Average 2011,12/01/2010,21.93,NULL
167662,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),Annual Average 2011,12/01/2010,23.65,NULL
167663,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Annual Average 2011,12/01/2010,17.69,NULL
167664,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,314,Flatbush and Midwood (CD14),Annual Average 2011,12/01/2010,22.86,NULL
167665,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),Annual Average 2011,12/01/2010,19.38,NULL
167666,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),Annual Average 2011,12/01/2010,24.23,NULL
167667,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),Annual Average 2011,12/01/2010,23.62,NULL
167668,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Annual Average 2011,12/01/2010,19.24,NULL
167669,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Annual Average 2011,12/01/2010,24.36,NULL
167670,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,402,Woodside and Sunnyside (CD2),Annual Average 2011,12/01/2010,25.08,NULL
167671,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,403,Jackson Heights (CD3),Annual Average 2011,12/01/2010,24.74,NULL
167672,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,404,Elmhurst and Corona (CD4),Annual Average 2011,12/01/2010,25.94,NULL
167673,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Annual Average 2011,12/01/2010,23.31,NULL
167674,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Annual Average 2011,12/01/2010,24.11,NULL
167675,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,407,Flushing and Whitestone (CD7),Annual Average 2011,12/01/2010,21.94,NULL
