OBJECTID,AREA,PERIMETER,ZONING_,ZONING_ID,SYMBOL,ZONING_COD,ZONING_NAM,ZONING_TYP,Shape_Length,Shape_Area
808,157315.043649,1875.77763176,809,1225,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1875.77736004052,157315.11101642
809,87360.3472027,1193.60419259,810,3549,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1193.60386901774,87360.3218961136
810,25755.8045362,757.847900584,811,3558,278,C2,COMM,COMMERCIAL-INDUSTRIAL,757.848035586348,25755.8303429207
811,9737.78822351,448.461779574,812,3573,278,C2,COMM,COMMERCIAL-INDUSTRIAL,448.461212124127,9737.76181480875
812,47837.3023756,1042.18041335,813,3583,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1042.18011188953,47837.3003806963
813,27962.8907868,706.69200053,814,3630,278,C2,COMM,COMMERCIAL-INDUSTRIAL,706.692001781439,27962.8818879412
814,23533.401961,619.876875118,815,3631,278,C2,COMM,COMMERCIAL-INDUSTRIAL,619.876505781611,23533.3855020885
815,21509.510625,629.358862994,816,629,278,C2,COMM,COMMERCIAL-INDUSTRIAL,629.358657788343,21509.4889671115
816,379085.24599,3349.13046224,817,3651,278,C2,COMM,COMMERCIAL-INDUSTRIAL,3349.12990323349,379085.230727367
817,19858.5076451,584.562199079,818,3785,278,C2,COMM,COMMERCIAL-INDUSTRIAL,584.561665032232,19858.4680881804
818,64085.7623884,1076.1697329,819,2059,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1076.16985043033,64085.779881394
819,4599185.98831,11779.0810425,820,636,278,C2,COMM,COMMERCIAL-INDUSTRIAL,11779.0810999308,4599186.20909999
820,25035.3947499,640.771093444,821,262,278,C2,COMM,COMMERCIAL-INDUSTRIAL,640.770888918267,25035.3834100308
821,59650.7424747,972.256456508,822,1267,278,C2,COMM,COMMERCIAL-INDUSTRIAL,972.256271596225,59650.7349807446
822,28068.800935,675.044891262,823,3784,278,C2,COMM,COMMERCIAL-INDUSTRIAL,675.044883836977,28068.8081057291
823,619073.350518,3830.9806116,824,1272,278,C2,COMM,COMMERCIAL-INDUSTRIAL,3830.98049692993,619073.361440413
824,9347.1643797,393.302127061,825,268,278,C2,COMM,COMMERCIAL-INDUSTRIAL,393.30180480887,9347.15165820403
825,404012.523391,2493.97306669,826,1450,278,C2,COMM,COMMERCIAL-INDUSTRIAL,2493.97259975477,404012.461133963
826,87634.3674606,1238.70669094,827,1287,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1238.706331853,87634.3564555363
827,74138.3556919,1167.51476408,828,234,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1167.51504933959,74138.4073455631
828,125497.865125,1793.16087553,829,1291,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1793.16030049808,125497.783863517
829,125183.563911,2021.15092037,830,1451,278,C2,COMM,COMMERCIAL-INDUSTRIAL,2021.1512397715,125183.523443917
830,47013.4622828,878.111498998,831,1307,278,C2,COMM,COMMERCIAL-INDUSTRIAL,878.111079005044,47013.4063850053
831,184817.087453,1752.52493283,832,1313,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1752.52515117817,184817.137906563
832,523581.633747,3571.69641289,833,3777,278,C2,COMM,COMMERCIAL-INDUSTRIAL,3571.69656615367,523581.667824543
833,93096.1206351,1531.15185569,834,661,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1531.1517157411,93096.1372366692
834,17243.4787282,544.479087134,835,662,278,C2,COMM,COMMERCIAL-INDUSTRIAL,544.478381630897,17243.4230598789
835,1195499.492,5233.79499272,836,156,278,C2,COMM,COMMERCIAL-INDUSTRIAL,5233.79455497179,1195499.5000025
836,25190.5188439,635.182529482,837,891,278,C2,COMM,COMMERCIAL-INDUSTRIAL,635.182215614205,25190.5112435117
837,9669.33756027,562.397885588,838,2204,278,C2,COMM,COMMERCIAL-INDUSTRIAL,562.398052818035,9669.34287474552
838,25807.9897931,692.091338423,839,672,278,C2,COMM,COMMERCIAL-INDUSTRIAL,692.091191766135,25808.0100157043
839,478957.051904,3150.55608645,840,2063,278,C2,COMM,COMMERCIAL-INDUSTRIAL,3150.55572772804,478956.984186526
840,17028.6297679,610.64297473,841,674,278,C2,COMM,COMMERCIAL-INDUSTRIAL,610.643486920607,17028.6661759871
841,102799.342732,1401.27515907,842,2208,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1401.27563414638,102799.358553908
842,205345.199324,2110.9747983,843,2064,278,C2,COMM,COMMERCIAL-INDUSTRIAL,2110.97408075402,205344.987922647
843,57752.6009759,996.724727112,844,1329,278,C2,COMM,COMMERCIAL-INDUSTRIAL,996.724667458395,57752.6012869881
844,33447.8746503,741.914888482,845,278,278,C2,COMM,COMMERCIAL-INDUSTRIAL,741.914918935965,33447.8982823532
845,67832.8612108,1044.44782583,846,809,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1044.44790123584,67832.8670618785
846,2680.50347325,246.274559609,847,9,278,C2,COMM,COMMERCIAL-INDUSTRIAL,246.274384792952,2680.49699532902
847,97248.5208634,1539.58912267,848,1912,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1539.58905340758,97248.4820181744
848,208442.05004,2156.50030887,849,1338,278,C2,COMM,COMMERCIAL-INDUSTRIAL,2156.4996682679,208442.018775984
849,79227.4280762,1171.49114419,850,13,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1171.49082852373,79227.4316891534
850,25099.4275703,743.547377355,851,14,278,C2,COMM,COMMERCIAL-INDUSTRIAL,743.547492348182,25099.4379026322
851,39216.0664425,1053.0134809,852,15,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1053.01317407215,39216.0823378101
852,66432.7418775,1125.52393248,853,17,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1125.52445118139,66432.7906682425
853,264684.835652,3123.64616361,854,832,278,C2,COMM,COMMERCIAL-INDUSTRIAL,3123.64604735734,264684.84177759
854,39438.5857144,803.463015589,855,18,278,C2,COMM,COMMERCIAL-INDUSTRIAL,803.463458937789,39438.6326473694
855,1128830.14026,4811.24726935,856,1805,278,C2,COMM,COMMERCIAL-INDUSTRIAL,4811.24726912988,1128830.20528077
856,41325.0783683,825.021981451,857,1366,278,C2,COMM,COMMERCIAL-INDUSTRIAL,825.022427527317,41325.100926207
857,45021.1471145,855.499542491,858,1380,278,C2,COMM,COMMERCIAL-INDUSTRIAL,855.499294414092,45021.1275175982
858,493946.769826,3559.93297841,859,303,278,C2,COMM,COMMERCIAL-INDUSTRIAL,3559.93289664578,493946.696336581
859,149098.736787,1619.36422326,860,1402,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1619.36413055692,149098.761874024
860,26686.8814961,677.08467808,861,377,278,C2,COMM,COMMERCIAL-INDUSTRIAL,677.084113909674,26686.8500120477
861,45844.2481453,853.967247238,862,1414,278,C2,COMM,COMMERCIAL-INDUSTRIAL,853.967634375218,45844.2759984255
862,616604.378584,3855.59428219,863,129,278,C2,COMM,COMMERCIAL-INDUSTRIAL,3855.59400898977,616604.440954785
863,51860.4518385,952.201542193,864,2091,278,C2,COMM,COMMERCIAL-INDUSTRIAL,952.20148897677,51860.4538959194
864,49826.1895442,891.780288212,865,328,278,C2,COMM,COMMERCIAL-INDUSTRIAL,891.779958135254,49826.1751253119
865,8440.93178011,529.366712377,866,1432,278,C2,COMM,COMMERCIAL-INDUSTRIAL,529.36682595216,8440.95698091012
866,37257.4435029,786.365765166,867,1434,278,C2,COMM,COMMERCIAL-INDUSTRIAL,786.365559995798,37257.4167480931
867,76823.9801486,1117.18337096,868,718,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1117.18319576733,76823.936142969
868,72048.2063806,1158.91300461,869,2158,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1158.91243823037,72048.1713540301
869,45688.8618177,1090.16474515,870,25,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1090.16411904344,45688.8187039442
870,25799.8504444,669.08161425,871,27,278,C2,COMM,COMMERCIAL-INDUSTRIAL,669.081581072261,25799.8562744083
871,53515.7313298,933.366789227,872,2104,278,C2,COMM,COMMERCIAL-INDUSTRIAL,933.366282177444,53515.7019419352
872,58422.8115506,1121.65849585,873,723,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1121.65872580831,58422.8370935834
873,150965.792917,2198.17139991,874,3761,278,C2,COMM,COMMERCIAL-INDUSTRIAL,2198.17144734519,150965.773065908
874,83529.5620333,1202.40414152,875,726,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1202.40380403329,83529.5271629139
875,64958.1417121,1048.41683094,876,1574,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1048.41714916757,64958.1950433222
876,44561.5141843,913.623225539,877,2109,278,C2,COMM,COMMERCIAL-INDUSTRIAL,913.623425951575,44561.537268339
877,1810907.47547,7480.27567083,878,40,278,C2,COMM,COMMERCIAL-INDUSTRIAL,7480.27558671822,1810907.54149717
878,37620.598103,801.436009705,879,378,278,C2,COMM,COMMERCIAL-INDUSTRIAL,801.435806191821,37620.5867085541
879,332601.269147,2509.09579157,880,1495,278,C2,COMM,COMMERCIAL-INDUSTRIAL,2509.09574621819,332601.286311665
880,14122.3739952,545.109978859,881,1592,278,C2,COMM,COMMERCIAL-INDUSTRIAL,545.110085937636,14122.3784079557
881,31883.7368306,800.030223217,882,1638,278,C2,COMM,COMMERCIAL-INDUSTRIAL,800.029991219088,31883.7497509731
882,75373.6849531,1383.62405645,883,334,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1383.6240268141,75373.6550841493
883,41916.8108623,857.729067207,884,148,278,C2,COMM,COMMERCIAL-INDUSTRIAL,857.728892521249,41916.8040422578
884,22957.8422105,608.667841302,885,1499,278,C2,COMM,COMMERCIAL-INDUSTRIAL,608.667372286813,22957.818823314
885,43865.5429446,926.412041051,886,340,278,C2,COMM,COMMERCIAL-INDUSTRIAL,926.411896691107,43865.5143215938
886,17995.518907,591.163979021,887,2125,278,C2,COMM,COMMERCIAL-INDUSTRIAL,591.163594454147,17995.4788864292
887,52054.5357101,1044.70374948,888,907,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1044.70379340852,52054.5740479116
888,105010.09007,1351.67802339,889,909,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1351.67813003084,105010.106690306
889,103700.402997,1277.51695574,890,2,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1277.51711336285,103700.467671413
890,33299.630248,744.64970306,891,916,278,C2,COMM,COMMERCIAL-INDUSTRIAL,744.650031547013,33299.65178298
891,21495.5056771,778.723373875,892,2057,278,C2,COMM,COMMERCIAL-INDUSTRIAL,778.723281915305,21495.5146482639
892,36772.2038126,768.72087644,893,778,278,C2,COMM,COMMERCIAL-INDUSTRIAL,768.721406172572,36772.2537316729
893,68108.4242307,2189.00487067,894,1631,278,C2,COMM,COMMERCIAL-INDUSTRIAL,2189.00521757536,68108.4745339058
894,46790.2829584,1072.46021371,895,86,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1072.46028492222,46790.2756793265
895,36178.410575,849.644275727,896,749,278,C2,COMM,COMMERCIAL-INDUSTRIAL,849.644450927357,36178.4425072218
896,63720.9635542,1077.47070941,897,97,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1077.47141655899,63721.0593376894
897,152378.735742,1921.515645,898,99,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1921.51536879415,152378.673528887
898,40229.5872643,802.693147732,899,1757,278,C2,COMM,COMMERCIAL-INDUSTRIAL,802.692803763503,40229.5518464694
899,75344.8504737,1415.54018922,900,782,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1415.54022027831,75344.8633894805
900,7093.52798692,377.350516746,901,3725,278,C2,COMM,COMMERCIAL-INDUSTRIAL,377.35063092298,7093.52863971281
901,2770.53451625,204.318254143,902,3726,278,C2,COMM,COMMERCIAL-INDUSTRIAL,204.317912111427,2770.52809757718
902,39819.7051049,816.988655999,903,1687,278,C2,COMM,COMMERCIAL-INDUSTRIAL,816.988814491322,39819.7164188746
903,102234.815765,1926.85738507,904,76,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1926.85755039407,102234.923300163
904,36167.9755019,1001.39002333,905,1739,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1001.39036362666,36167.9971169118
905,51551.0230081,1101.50832607,906,926,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1101.50864607455,51551.0541351416
906,114002.619059,1368.77993667,907,968,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1368.77987785594,114002.605419374
907,513080.470764,2948.43462432,908,969,278,C2,COMM,COMMERCIAL-INDUSTRIAL,2948.43491005589,513080.498498556
908,135779.578292,1609.29733088,909,3819,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1609.29749552934,135779.590463993
909,1707042.81315,8862.18194335,910,1613,278,C2,COMM,COMMERCIAL-INDUSTRIAL,8862.18224884904,1707042.95523277
910,7287.72407799,373.681556768,911,5,278,C2,COMM,COMMERCIAL-INDUSTRIAL,373.681431745881,7287.72250928036
911,6136.03650729,450.819578678,912,3317,278,C2,COMM,COMMERCIAL-INDUSTRIAL,450.819417033571,6136.00648852502
912,91434.7428154,1257.70226212,913,3824,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1257.70273270003,91434.8160798572
913,1074039.66226,4627.34072099,914,1799,278,C2,COMM,COMMERCIAL-INDUSTRIAL,4627.33963070211,1074039.66626439
914,44733.5103019,1259.03445953,915,716,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1259.03372721447,44733.3830546628
915,25682.3495465,642.151168155,916,717,278,C2,COMM,COMMERCIAL-INDUSTRIAL,642.150912707992,25682.321240088
916,16400.0000727,610.000000477,917,719,278,C2,COMM,COMMERCIAL-INDUSTRIAL,609.999918018488,16399.9863780165
917,60142.2674448,1032.22529224,918,720,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1032.22536182162,60142.2663296016
918,36150.0786281,823.087918912,919,3713,278,C2,COMM,COMMERCIAL-INDUSTRIAL,823.087936860116,36150.0779140248
919,247448.998077,2285.30645624,920,935,278,C2,COMM,COMMERCIAL-INDUSTRIAL,2285.30697821456,247449.070313921
920,150115.078809,1643.47040353,921,388,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1643.47048843895,150115.067324164
921,47270.2461232,1345.57779787,922,2338,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1345.57744291737,47270.2577726843
922,132323.715862,1924.16779167,923,2397,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1924.16723626183,132323.692298744
923,105543.113695,1461.63594874,924,2414,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1461.63543915003,105543.130377915
924,161170.541083,1869.42224497,925,2424,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1869.42203941746,161170.506120677
925,61050.0367024,967.738413513,926,2465,278,C2,COMM,COMMERCIAL-INDUSTRIAL,967.73839708247,61050.0176670843
926,8414.90019052,396.106771194,927,2479,278,C2,COMM,COMMERCIAL-INDUSTRIAL,396.106829727602,8414.89165893933
927,180161.549572,2499.2124304,928,2510,278,C2,COMM,COMMERCIAL-INDUSTRIAL,2499.21195777423,180161.53121336
928,21982.9498092,673.586064314,929,2519,278,C2,COMM,COMMERCIAL-INDUSTRIAL,673.586213669236,21982.9720251082
929,27005.4357946,805.511417635,930,2537,278,C2,COMM,COMMERCIAL-INDUSTRIAL,805.511066023855,27005.4469493847
930,19533.4303596,562.341999813,931,2588,278,C2,COMM,COMMERCIAL-INDUSTRIAL,562.342081982731,19533.4182362718
931,17081.4767663,554.259021607,932,2613,278,C2,COMM,COMMERCIAL-INDUSTRIAL,554.259130062389,17081.4652731118
932,75392.3427779,1296.23282922,933,2646,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1296.23288921817,75392.3462378025
933,103886.487255,1458.98894969,934,2654,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1458.98884452834,103886.496896354
934,39652.2121172,797.600577102,935,2669,278,C2,COMM,COMMERCIAL-INDUSTRIAL,797.600826380885,39652.2280695342
935,11323.7400859,515.760043918,936,2695,278,C2,COMM,COMMERCIAL-INDUSTRIAL,515.760012354058,11323.7549968557
936,3112889.34828,16062.0980785,937,2700,278,C2,COMM,COMMERCIAL-INDUSTRIAL,16062.0977339678,3112888.84186266
937,147472.329371,1587.73724014,938,2736,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1587.73776621218,147472.377603555
938,9697.23308283,472.608169645,939,478,278,C2,COMM,COMMERCIAL-INDUSTRIAL,472.607507446994,9697.19715002227
939,3749.8990827,341.870338133,940,2758,278,C2,COMM,COMMERCIAL-INDUSTRIAL,341.87045556261,3749.9178389314
940,9501.98062754,434.769016379,941,2762,278,C2,COMM,COMMERCIAL-INDUSTRIAL,434.768997490313,9501.98553459272
941,85446.1877789,1203.6425147,942,2797,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1203.64244049027,85446.218462576
942,167833.134147,1670.66001387,943,2800,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1670.66029100666,167833.149169766
943,28643.529505,725.105739432,944,2811,278,C2,COMM,COMMERCIAL-INDUSTRIAL,725.105822251947,28643.54930365
944,109483.793424,1365.09803511,945,2867,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1365.09766484164,109483.723072344
945,14093.5314288,493.48395108,946,2886,278,C2,COMM,COMMERCIAL-INDUSTRIAL,493.483795090435,14093.5288886607
946,212584.528886,2019.29651861,947,352,278,C2,COMM,COMMERCIAL-INDUSTRIAL,2019.29605294665,212584.530636113
947,38262.5527153,782.541344279,948,1773,278,C2,COMM,COMMERCIAL-INDUSTRIAL,782.541436301427,38262.5394374569
948,16858.69237,519.370775257,949,1787,278,C2,COMM,COMMERCIAL-INDUSTRIAL,519.370772137492,16858.6920722694
949,50791.2197272,916.303175394,950,901,278,C2,COMM,COMMERCIAL-INDUSTRIAL,916.30334010104,50791.2279475477
950,90428.72963,1299.1077899,951,902,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1299.10791776951,90428.760011541
951,41679.0934297,885.990543299,952,903,278,C2,COMM,COMMERCIAL-INDUSTRIAL,885.99079782339,41679.1183827847
952,2098520.32108,9360.23707273,953,88,278,C2,COMM,COMMERCIAL-INDUSTRIAL,9360.23702953506,2098520.35111816
953,108242.965674,1413.14042095,954,980,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1413.14055531231,108242.945463751
954,291192.594554,2618.53546826,955,1537,278,C2,COMM,COMMERCIAL-INDUSTRIAL,2618.53522897619,291192.580375584
955,9716.53442497,609.305537782,956,741,278,C2,COMM,COMMERCIAL-INDUSTRIAL,609.305434412311,9716.54210312816
956,66418.6793178,1150.18797563,957,1614,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1150.18781837574,66418.6613085347
957,569372.142159,3171.24416352,958,1919,278,C2,COMM,COMMERCIAL-INDUSTRIAL,3171.24459341841,569372.160712724
958,113029.632309,1529.03087809,959,1235,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1529.03070346083,113029.609400658
959,8199.99992216,399.999997776,960,1240,278,C2,COMM,COMMERCIAL-INDUSTRIAL,399.999615739946,8199.98962842859
960,104900.747107,1323.01874456,961,938,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1323.0185986718,104900.730347913
961,41367.8320855,918.0526926,962,985,278,C2,COMM,COMMERCIAL-INDUSTRIAL,918.052635277162,41367.7926933163
962,65000.8207824,1053.92024111,963,956,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1053.92019582837,65000.8269678449
963,5188975.38206,12070.6630015,964,855,278,C2,COMM,COMMERCIAL-INDUSTRIAL,12070.6625477733,5188975.55172665
964,284961.526635,2714.01190755,965,991,278,C2,COMM,COMMERCIAL-INDUSTRIAL,2714.01163349091,284961.506038981
965,6447.11425781,335.092366914,966,1946,278,C2,COMM,COMMERCIAL-INDUSTRIAL,335.091942460005,6447.09835041905
966,564329.464354,3257.44028611,967,2301,278,C2,COMM,COMMERCIAL-INDUSTRIAL,3257.44055383776,564329.519694675
967,34447.552707,756.661877436,968,1947,278,C2,COMM,COMMERCIAL-INDUSTRIAL,756.662186380506,34447.5618376137
968,629852.119175,3722.72149987,969,2309,278,C2,COMM,COMMERCIAL-INDUSTRIAL,3722.72103191935,629851.853899391
969,34185.5593065,775.445951645,970,2320,278,C2,COMM,COMMERCIAL-INDUSTRIAL,775.445473593188,34185.4943363834
970,148708.327539,2146.76667063,971,2327,278,C2,COMM,COMMERCIAL-INDUSTRIAL,2146.76659849391,148708.353584893
971,16833.4899864,544.972437969,972,2339,278,C2,COMM,COMMERCIAL-INDUSTRIAL,544.972292687889,16833.4832345559
972,52537.6863631,923.285747325,973,2343,278,C2,COMM,COMMERCIAL-INDUSTRIAL,923.285867344822,52537.7245758248
973,59247.9060386,971.531406392,974,2351,278,C2,COMM,COMMERCIAL-INDUSTRIAL,971.531699342925,59247.9221969737
974,617107.516434,3931.50368038,975,3839,278,C2,COMM,COMMERCIAL-INDUSTRIAL,3931.50325555426,617107.264633132
975,145227.286103,1636.80444837,976,1014,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1636.8048466415,145227.331716651
976,124785.360152,1715.23296141,977,2382,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1715.2333252956,124785.322530195
977,32258.0964619,724.562134804,978,2392,278,C2,COMM,COMMERCIAL-INDUSTRIAL,724.562191419186,32258.1090578113
978,18601.8122952,659.831181862,979,2396,278,C2,COMM,COMMERCIAL-INDUSTRIAL,659.83145194644,18601.8084979638
979,68894.9868859,1127.36608173,980,398,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1127.36588062995,68894.9513735705
980,10643.252686,497.769087493,981,2401,278,C2,COMM,COMMERCIAL-INDUSTRIAL,497.768865758256,10643.2406962589
981,4388.02620712,423.046032314,982,2402,278,C2,COMM,COMMERCIAL-INDUSTRIAL,423.045552098789,4387.99394066647
982,28256.0630008,682.567413586,983,1030,278,C2,COMM,COMMERCIAL-INDUSTRIAL,682.567108353777,28256.0331152518
983,452448.401655,3868.92500169,984,2421,278,C2,COMM,COMMERCIAL-INDUSTRIAL,3868.9261874434,452448.47573475
984,101601.355786,1349.1006192,985,412,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1349.10032170363,101601.34878696
985,196635.704004,1851.09798659,986,413,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1851.09813953744,196635.780126821
986,49766.705567,1313.56260785,987,2446,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1313.56260347371,49766.7382829082
987,102458.433157,1412.40317134,988,2448,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1412.40393256461,102458.43587933
988,83776.9654457,1286.42302199,989,2459,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1286.42275655939,83776.9372103101
989,19892.348865,563.651294174,990,1042,278,C2,COMM,COMMERCIAL-INDUSTRIAL,563.651332723706,19892.3477075266
990,48695.520349,1294.62587089,991,2474,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1294.62553518471,48695.5105487859
991,9376.4843265,448.140478131,992,2481,278,C2,COMM,COMMERCIAL-INDUSTRIAL,448.140571981196,9376.50964293402
992,63007.9841009,1420.14101132,993,2488,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1420.14134627613,63008.0039762398
993,11663.4155015,646.833766672,994,2490,278,C2,COMM,COMMERCIAL-INDUSTRIAL,646.833567682209,11663.4275170968
994,39230.7359637,817.853794624,995,2497,278,C2,COMM,COMMERCIAL-INDUSTRIAL,817.853268037879,39230.7147069948
995,54246.4668265,1109.6601966,996,2503,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1109.66010657435,54246.5050860988
996,34563.0202138,778.166751073,997,2511,278,C2,COMM,COMMERCIAL-INDUSTRIAL,778.166945847868,34563.0564333507
997,48709.3264616,896.024921228,998,2517,278,C2,COMM,COMMERCIAL-INDUSTRIAL,896.024891576425,48709.3321140756
998,22770.3550845,690.039483128,999,2518,278,C2,COMM,COMMERCIAL-INDUSTRIAL,690.039744829121,22770.3581977397
999,15351.7608954,565.238431564,1000,1048,278,C2,COMM,COMMERCIAL-INDUSTRIAL,565.238529791161,15351.7438837383
1000,14946.3917811,628.903774155,1001,2525,278,C2,COMM,COMMERCIAL-INDUSTRIAL,628.903690773029,14946.3746973743
1001,71899.9242026,1167.15614891,1002,1875,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1167.15581971931,71899.8537252427
1002,25965.9785651,694.258497909,1003,1876,278,C2,COMM,COMMERCIAL-INDUSTRIAL,694.258205038473,25965.9361113479
1003,1236910.87455,5812.0887742,1004,428,278,C2,COMM,COMMERCIAL-INDUSTRIAL,5812.08962672948,1236910.9114109
1004,271547.245844,2977.03010513,1005,1877,278,C2,COMM,COMMERCIAL-INDUSTRIAL,2977.03048799318,271547.267442066
1005,10417.1375254,502.015349543,1006,2569,278,C2,COMM,COMMERCIAL-INDUSTRIAL,502.015932757454,10417.1453005368
1006,662403.198799,4972.3765831,1007,2577,278,C2,COMM,COMMERCIAL-INDUSTRIAL,4972.37627466116,662403.219107779
1007,7917.20794956,478.620577601,1008,2579,278,C2,COMM,COMMERCIAL-INDUSTRIAL,478.620829711103,7917.24717145355
1008,178149.470456,2215.59473858,1009,2593,278,C2,COMM,COMMERCIAL-INDUSTRIAL,2215.59492637381,178149.516637476
1009,60624.7327406,1095.10689099,1010,2601,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1095.10678639433,60624.7282690077
1010,11240.0833248,457.689584816,1011,2610,278,C2,COMM,COMMERCIAL-INDUSTRIAL,457.68897356306,11240.0604098671
1011,127844.247756,2191.08998964,1012,443,278,C2,COMM,COMMERCIAL-INDUSTRIAL,2191.08963209134,127844.185640178
1012,9544.54196833,550.935441627,1013,2614,278,C2,COMM,COMMERCIAL-INDUSTRIAL,550.935631963703,9544.56021206367
1013,22248.0730077,848.818440418,1014,2624,278,C2,COMM,COMMERCIAL-INDUSTRIAL,848.818767467124,22248.111332296
1014,14721.7902079,554.916312031,1015,2627,278,C2,COMM,COMMERCIAL-INDUSTRIAL,554.915886129675,14721.7671412502
1015,410411.141193,3544.06600692,1016,1056,278,C2,COMM,COMMERCIAL-INDUSTRIAL,3544.06574551355,410411.130378436
1016,31190.9127329,711.063823888,1017,2644,278,C2,COMM,COMMERCIAL-INDUSTRIAL,711.063718249889,31190.9212735899
1017,58047.3119625,964.746996135,1018,2671,278,C2,COMM,COMMERCIAL-INDUSTRIAL,964.747152310527,58047.3610866115
1018,234098.335445,1973.69383943,1019,2692,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1973.69354806196,234098.318214043
1019,16940.9573695,784.367106868,1020,460,278,C2,COMM,COMMERCIAL-INDUSTRIAL,784.367061662814,16940.9562208188
1020,46873.0086656,871.239451181,1021,2702,278,C2,COMM,COMMERCIAL-INDUSTRIAL,871.239493334441,46873.0237382579
1021,957557.922382,10141.7429469,1022,2714,278,C2,COMM,COMMERCIAL-INDUSTRIAL,10141.7434385417,957558.067989184
1022,1613119.34872,8096.29002647,1023,2717,278,C2,COMM,COMMERCIAL-INDUSTRIAL,8096.28998031452,1613119.51017673
1023,60070.4432326,1027.5928901,1024,2730,278,C2,COMM,COMMERCIAL-INDUSTRIAL,1027.593105605,60070.5041773957
1024,14125.0858581,645.687280808,1025,2738,278,C2,COMM,COMMERCIAL-INDUSTRIAL,645.687026341658,14125.0676636903
1025,161102.907136,3079.04300568,1026,1958,278,C2,COMM,COMMERCIAL-INDUSTRIAL,3079.04290090594,161102.902345409
1026,280369.469923,2759.31531337,1027,1067,278,C2,COMM,COMMERCIAL-INDUSTRIAL,2759.31631057458,280369.462397803
1027,337388.098651,2455.13398584,1028,481,278,C2,COMM,COMMERCIAL-INDUSTRIAL,2455.13453333144,337388.196928774
