objectid,statefp,countyfp,tractce,geoid,namevalue,namelsad,mtfcc,funcstat,aland,awater,li_cor_dac,shape_area,shape_length
1018,6,37,128500,6037128500,1285.0,Census Tract 1285,G5020,S,973791,0,LIC,1426087.58203125,4880.33350554561
1019,6,37,123304,6037123304,1233.04,Census Tract 1233.04,G5020,S,879083,0,Both,1288182.41015625,4957.76965554202
1020,6,97,152000,6097152000,1520.0,Census Tract 1520,G5020,S,1271623,0,LIC,2076019.546875,6841.84161226476
1021,6,13,306003,6013306003,3060.03,Census Tract 3060.03,G5020,S,1792594,0,Both,2891958.875,8665.19412258775
1022,6,13,313205,6013313205,3132.05,Census Tract 3132.05,G5020,S,1481529,0,LIC,2390826.859375,9518.17804969479
1023,6,13,333102,6013333102,3331.02,Census Tract 3331.02,G5020,S,1955074,0,LIC,3150197.984375,7349.53369784609
1024,6,37,111400,6037111400,1114.0,Census Tract 1114,G5020,S,1812030,0,LIC,2659125.59375,6698.83290975371
1025,6,37,109800,6037109800,1098.0,Census Tract 1098,G5020,S,1399406,0,LIC,2053411.64453125,6116.75394777333
1026,6,89,11600,6089011600,116.0,Census Tract 116,G5020,S,50410415,3792530,LIC,94323512.9648438,52188.0836177309
1027,6,89,10500,6089010500,105.0,Census Tract 105,G5020,S,4244526,2108,LIC,7368395.6328125,12695.92364884
1028,6,89,12500,6089012500,125.0,Census Tract 125,G5020,S,1216821211,52581839,LIC,2230442438.33984,269363.213485051
1029,6,89,12701,6089012701,127.01,Census Tract 127.01,G5020,S,1004478193,7394359,LIC,1771624890.09766,288818.918650665
1030,6,89,12200,6089012200,122.0,Census Tract 122,G5020,S,51612687,1068915,LIC,90977110.4648438,46662.2561562736
1031,6,89,12601,6089012601,126.01,Census Tract 126.01,G5020,S,2340462166,49792179,LIC,4184109453.41797,386083.92595809
1032,6,89,12702,6089012702,127.02,Census Tract 127.02,G5020,S,1291762276,16993667,LIC,2294662893.3125,288184.015202217
1033,6,97,152100,6097152100,1521.0,Census Tract 1521,G5020,S,2173159,0,LIC,3549578.484375,9886.73664420807
1034,6,37,123510,6037123510,1235.1,Census Tract 1235.10,G5020,S,788312,10153,Both,1170006.375,4530.14398265573
1035,6,97,151900,6097151900,1519.0,Census Tract 1519,G5020,S,980869,0,LIC,1601068.9609375,5482.72709156689
1036,6,37,123520,6037123520,1235.2,Census Tract 1235.20,G5020,S,502130,8705,Both,748422.89453125,4606.28786937831
1037,6,37,123601,6037123601,1236.01,Census Tract 1236.01,G5020,S,1504226,28231,LIC,2244634.796875,6757.81498226995
1038,6,37,123700,6037123700,1237.0,Census Tract 1237,G5020,S,952358,0,LIC,1395176.546875,4836.78872237247
1039,6,37,123800,6037123800,1238.0,Census Tract 1238,G5020,S,1290040,0,Both,1889641.3203125,6444.09261597346
1040,6,37,401002,6037401002,4010.02,Census Tract 4010.02,G5020,S,1473432,0,LIC,2156335.38671875,5863.78674909361
1041,6,37,401101,6037401101,4011.01,Census Tract 4011.01,G5020,S,3011646,3558,LIC,4411080.2265625,9245.61341195538
1042,6,37,401102,6037401102,4011.02,Census Tract 4011.02,G5020,S,1282147,0,LIC,1875933.64453125,5875.12898884506
1043,6,23,1101,6023001101,11.01,Census Tract 11.01,G5020,S,9632340,0,LIC,16870362.7070313,19753.5784319487
1044,6,59,21813,6059021813,218.13,Census Tract 218.13,G5020,S,4245501,450651,DAC,6827603.94140625,14965.1297834643
1045,6,37,113212,6037113212,1132.12,Census Tract 1132.12,G5020,S,998550,0,LIC,1465455.05078125,5241.95788833481
1046,6,37,131010,6037131010,1310.1,Census Tract 1310.10,G5020,S,1056713,9979,Both,1563768.46875,5380.01010632267
1047,6,37,131020,6037131020,1310.2,Census Tract 1310.20,G5020,S,1428939,16026,Both,2117542.64453125,6505.6716276207
1048,6,37,131100,6037131100,1311.0,Census Tract 1311,G5020,S,1101835,0,Both,1615285.04296875,5236.03745320902
1049,6,37,131200,6037131200,1312.0,Census Tract 1312,G5020,S,1128421,0,LIC,1654264.02734375,5347.69848619415
1050,6,55,201004,6055201004,2010.04,Census Tract 2010.04,G5020,S,2649358,1415,LIC,4294358.61328125,9454.17190490838
1051,6,55,200301,6055200301,2003.01,Census Tract 2003.01,G5020,S,2809779,95021,LIC,4722468.42578125,9828.28540300897
1052,6,55,200505,6055200505,2005.05,Census Tract 2005.05,G5020,S,751793,4908,LIC,1231114.23828125,5573.42292597401
1053,6,37,241202,6037241202,2412.02,Census Tract 2412.02,G5020,S,1163227,0,Both,1694104.47265625,5162.11468204427
1054,6,37,406500,6037406500,4065.0,Census Tract 4065,G5020,S,2022163,24258,LIC,2989605.61328125,7456.0906118255
1055,6,37,572100,6037572100,5721.0,Census Tract 5721,G5020,S,676132,113160,DAC,1146583.8515625,5026.19829798205
1056,6,37,239702,6037239702,2397.02,Census Tract 2397.02,G5020,S,486273,0,Both,708671.515625,3699.93915196935
1057,6,37,239802,6037239802,2398.02,Census Tract 2398.02,G5020,S,609444,0,Both,888184.81640625,4135.74335507448
1058,6,37,461501,6037461501,4615.01,Census Tract 4615.01,G5020,S,1004066,0,LIC,1470557.09765625,5032.74371187419
1059,6,37,650605,6037650605,6506.05,Census Tract 6506.05,G5020,S,484186,3639,LIC,709013.21484375,3388.87597351152
1060,6,37,900508,6037900508,9005.08,Census Tract 9005.08,G5020,S,3974231,11929,LIC,5908403.265625,9914.32326965713
1061,6,37,901008,6037901008,9010.08,Census Tract 9010.08,G5020,S,2682477,0,LIC,3977740.28515625,7988.34883207068
1062,6,37,106649,6037106649,1066.49,Census Tract 1066.49,G5020,S,1112675,0,LIC,1634040.86328125,7669.94942343369
1063,6,37,102104,6037102104,1021.04,Census Tract 1021.04,G5020,S,1658544,0,LIC,2431503.1171875,10170.0172868867
1064,6,97,152201,6097152201,1522.01,Census Tract 1522.01,G5020,S,1204483,0,LIC,1967244.125,6840.51702702551
1065,6,97,151308,6097151308,1513.08,Census Tract 1513.08,G5020,S,2976460,0,LIC,4847948.00390625,10397.1875930262
1066,6,97,153200,6097153200,1532.0,Census Tract 1532,G5020,S,12676764,0,Both,20665437.125,21091.8606296628
1067,6,97,151201,6097151201,1512.01,Census Tract 1512.01,G5020,S,28414698,29015,LIC,46278586.1640625,44525.6532224822
1068,6,97,153902,6097153902,1539.02,Census Tract 1539.02,G5020,S,3501240,0,LIC,5742976.8203125,15882.5586509742
1069,6,37,408722,6037408722,4087.22,Census Tract 4087.22,G5020,S,2105580,0,LIC,3069149.33203125,7992.23068188166
1070,6,61,21802,6061021802,218.02,Census Tract 218.02,G5020,S,21235046,241018,LIC,35556641.7851563,32926.1472018007
1071,6,61,20300,6061020300,203.0,Census Tract 203,G5020,S,5470660,0,LIC,9046785.21484375,21136.795378866
1072,6,61,20107,6061020107,201.07,Census Tract 201.07,G5020,S,7179606,301151,LIC,12491258.9179688,25988.2818372481
1073,6,37,113237,6037113237,1132.37,Census Tract 1132.37,G5020,S,4736212,11048,LIC,6964293.515625,13460.0152676059
1074,6,37,542105,6037542105,5421.05,Census Tract 5421.05,G5020,S,623487,0,Both,907186.59765625,4425.19792858692
1075,6,37,542106,6037542106,5421.06,Census Tract 5421.06,G5020,S,835522,39678,Both,1273418.89453125,6405.19239636374
1076,6,37,408631,6037408631,4086.31,Census Tract 4086.31,G5020,S,1486351,0,Both,2168061.9765625,6148.30266519287
1077,6,37,190401,6037190401,1904.01,Census Tract 1904.01,G5020,S,166929,0,Both,244080.21484375,1972.70875072723
1078,6,37,190402,6037190402,1904.02,Census Tract 1904.02,G5020,S,157146,0,LIC,229773.91796875,1924.52919990969
1079,6,37,190801,6037190801,1908.01,Census Tract 1908.01,G5020,S,324193,0,Both,473924.546875,2922.99189578279
1080,6,37,207302,6037207302,2073.02,Census Tract 2073.02,G5020,S,256148,0,Both,374047.0078125,3039.05883047867
1081,6,37,207501,6037207501,2075.01,Census Tract 2075.01,G5020,S,134327,0,LIC,196192.03515625,1803.18414990601
1082,6,37,208501,6037208501,2085.01,Census Tract 2085.01,G5020,S,243219,0,LIC,355344.96484375,2416.65572826281
1083,6,37,185203,6037185203,1852.03,Census Tract 1852.03,G5020,S,547994,0,Both,801200.2421875,4404.33253641402
1084,6,97,152502,6097152502,1525.02,Census Tract 1525.02,G5020,S,1835982,0,LIC,3000421.78125,8112.34720044968
1085,6,97,153003,6097153003,1530.03,Census Tract 1530.03,G5020,S,1728005,0,LIC,2820516.62890625,10750.1924774236
1086,6,97,150603,6097150603,1506.03,Census Tract 1506.03,G5020,S,3464701,0,LIC,5627490.55859375,11871.9526292272
1087,6,97,153006,6097153006,1530.06,Census Tract 1530.06,G5020,S,3406973,0,LIC,5562422.81640625,11899.2216784358
1088,6,97,151402,6097151402,1514.02,Census Tract 1514.02,G5020,S,8793749,26110,LIC,14381797.4453125,21913.3922720253
1089,6,97,152202,6097152202,1522.02,Census Tract 1522.02,G5020,S,2773402,0,LIC,4530975.53515625,10792.6447228548
1090,6,97,153705,6097153705,1537.05,Census Tract 1537.05,G5020,S,46048166,522775,LIC,76175268.7734375,67670.8120512423
1091,6,97,153703,6097153703,1537.03,Census Tract 1537.03,G5020,S,74390862,817247,LIC,122893095.320313,78143.0060554307
1092,6,37,433200,6037433200,4332.0,Census Tract 4332,G5020,S,1774673,0,Both,2592709.5859375,8163.10529875105
1093,6,37,433302,6037433302,4333.02,Census Tract 4333.02,G5020,S,858411,0,Both,1253959.21484375,6258.38327946958
1094,6,37,433401,6037433401,4334.01,Census Tract 4334.01,G5020,S,504094,0,Both,736315.9921875,3738.54789372885
1095,6,37,433403,6037433403,4334.03,Census Tract 4334.03,G5020,S,706784,0,Both,1032452.71484375,4401.84471049393
1096,6,37,433501,6037433501,4335.01,Census Tract 4335.01,G5020,S,1171421,16621,Both,1735233.2421875,5344.30992763246
1097,6,37,211121,6037211121,2111.21,Census Tract 2111.21,G5020,S,213921,0,LIC,312567.1171875,2799.11704466722
1098,6,37,211202,6037211202,2112.02,Census Tract 2112.02,G5020,S,179169,0,Both,261796.44140625,2048.09209812055
1099,6,37,462700,6037462700,4627.0,Census Tract 4627,G5020,S,1675552,0,LIC,2452733.59765625,6540.48909453807
1100,6,37,462800,6037462800,4628.0,Census Tract 4628,G5020,S,1126292,1079,LIC,1650294.8046875,5648.99371872648
1101,6,55,200705,6055200705,2007.05,Census Tract 2007.05,G5020,S,1271605,0,LIC,2068274.2109375,6947.73449891146
1102,6,55,200804,6055200804,2008.04,Census Tract 2008.04,G5020,S,1228020,0,LIC,1996788.359375,6377.17145646172
1103,6,55,200704,6055200704,2007.04,Census Tract 2007.04,G5020,S,1549863,0,LIC,2521528.609375,7273.87703867293
1104,6,37,910505,6037910505,9105.05,Census Tract 9105.05,G5020,S,1608394,2252,LIC,2380678.67578125,8623.25288954074
1105,6,37,291120,6037291120,2911.2,Census Tract 2911.20,G5020,S,701467,0,Both,1021112.6328125,4043.06288975324
1106,6,13,329000,6013329000,3290.0,Census Tract 3290,G5020,S,2715166,0,LIC,4379063.44140625,11718.1017282025
1107,6,37,910208,6037910208,9102.08,Census Tract 9102.08,G5020,S,3305729,0,LIC,4890229.50390625,9892.14842536211
1108,6,37,269601,6037269601,2696.01,Census Tract 2696.01,G5020,S,333656,0,Both,487160.8515625,2790.6812085348
1109,6,37,269903,6037269903,2699.03,Census Tract 2699.03,G5020,S,283825,0,LIC,414201.85546875,2839.39753769772
1110,6,37,269904,6037269904,2699.04,Census Tract 2699.04,G5020,S,337354,0,LIC,492398.23828125,3322.24979678437
1111,6,37,271902,6037271902,2719.02,Census Tract 2719.02,G5020,S,924201,0,LIC,1348382.453125,4694.01009869736
1112,6,37,272201,6037272201,2722.01,Census Tract 2722.01,G5020,S,260003,0,LIC,379253.54296875,2466.54035492599
1113,6,37,272202,6037272202,2722.02,Census Tract 2722.02,G5020,S,309580,0,LIC,451540.984375,3233.40695390669
1114,6,37,535902,6037535902,5359.02,Census Tract 5359.02,G5020,S,1013032,0,Both,1475562.2578125,4979.19247127393
1115,6,37,601303,6037601303,6013.03,Census Tract 6013.03,G5020,S,438449,0,Both,639154.21875,3274.52607615325
1116,6,37,532606,6037532606,5326.06,Census Tract 5326.06,G5020,S,278787,0,Both,406496.0,2892.16229596722
1117,6,37,226700,6037226700,2267.0,Census Tract 2267,G5020,S,782727,0,Both,1142177.6171875,4473.16671858566
1118,6,37,271801,6037271801,2718.01,Census Tract 2718.01,G5020,S,479928,0,LIC,700316.93359375,3538.83558907612
1119,6,37,221810,6037221810,2218.1,Census Tract 2218.10,G5020,S,304336,0,Both,444234.484375,2751.66397920502
1120,6,37,203200,6037203200,2032.0,Census Tract 2032,G5020,S,515982,0,Both,753558.03125,3760.64737363791
1121,6,37,209402,6037209402,2094.02,Census Tract 2094.02,G5020,S,136235,0,Both,198970.40625,1786.62515507958
1122,6,37,212305,6037212305,2123.05,Census Tract 2123.05,G5020,S,108058,0,LIC,157825.3828125,1605.70795315336
1123,6,37,433602,6037433602,4336.02,Census Tract 4336.02,G5020,S,927111,34343,Both,1404339.90625,5997.28394514329
1124,6,37,406411,6037406411,4064.11,Census Tract 4064.11,G5020,S,731557,17816,Both,1094846.48828125,5313.40172729338
1125,6,37,480704,6037480704,4807.04,Census Tract 4807.04,G5020,S,1069409,0,LIC,1563746.87890625,6505.01222072534
1126,6,37,480802,6037480802,4808.02,Census Tract 4808.02,G5020,S,1713243,0,LIC,2503801.640625,7012.41172801041
1127,6,87,100500,6087100500,1005.0,Census Tract 1005,G5020,S,5426894,0,LIC,8517762.39453125,16582.5006771772
1128,6,87,110200,6087110200,1102.0,Census Tract 1102,G5020,S,2961315,0,LIC,4642726.30859375,9048.84179424221
1129,6,87,120600,6087120600,1206.0,Census Tract 1206,G5020,S,34475531,336609,LIC,54819106.7148438,51584.2789475174
1130,6,87,121700,6087121700,1217.0,Census Tract 1217,G5020,S,2640917,0,LIC,4145552.0703125,8191.12505466801
1131,6,87,110502,6087110502,1105.02,Census Tract 1105.02,G5020,S,1471425,0,LIC,2307056.62109375,8717.97625512979
1132,6,87,100400,6087100400,1004.0,Census Tract 1004,G5020,S,4857963,0,LIC,7628947.3671875,13376.4059856294
1133,6,87,122003,6087122003,1220.03,Census Tract 1220.03,G5020,S,5546406,0,LIC,8709158.30859375,22831.1163265489
1134,6,87,100200,6087100200,1002.0,Census Tract 1002,G5020,S,2439265,0,LIC,3829988.9296875,10068.188064501
1135,6,87,123100,6087123100,1231.0,Census Tract 1231,G5020,S,7677667,415940,LIC,12699294.0625,14940.7543754912
1136,6,87,122001,6087122001,1220.01,Census Tract 1220.01,G5020,S,31384843,0,LIC,49328752.4726563,37845.1526843251
1137,6,87,110700,6087110700,1107.0,Census Tract 1107,G5020,S,4383864,0,LIC,6874993.1796875,12121.1414723985
1138,6,87,121300,6087121300,1213.0,Census Tract 1213,G5020,S,3916485,0,LIC,6151367.43359375,11556.0080682617
1139,6,37,211804,6037211804,2118.04,Census Tract 2118.04,G5020,S,185958,0,Both,271673.48046875,2089.3795830655
1140,6,37,212101,6037212101,2121.01,Census Tract 2121.01,G5020,S,185780,0,LIC,271388.58984375,2088.52702049625
1141,6,87,100900,6087100900,1009.0,Census Tract 1009,G5020,S,1886029,718758,LIC,4088297.578125,11067.5570837986
1142,6,87,120301,6087120301,1203.01,Census Tract 1203.01,G5020,S,49747763,330392,LIC,78861664.34375,73449.0111776265
1143,6,87,110100,6087110100,1101.0,Census Tract 1101,G5020,S,2455441,0,LIC,3849141.43359375,9266.61467875198
1144,6,87,120302,6087120302,1203.02,Census Tract 1203.02,G5020,S,3455936,0,LIC,5439808.56640625,16322.0495737563
1145,6,87,121402,6087121402,1214.02,Census Tract 1214.02,G5020,S,1339458,0,LIC,2102662.83203125,6923.63568365898
1146,6,87,110501,6087110501,1105.01,Census Tract 1105.01,G5020,S,1841006,0,LIC,2885828.3984375,10447.120139004
1147,6,37,212102,6037212102,2121.02,Census Tract 2121.02,G5020,S,138654,0,LIC,202548.62890625,1806.45256471654
1148,6,37,214503,6037214503,2145.03,Census Tract 2145.03,G5020,S,232314,0,LIC,339391.3828125,2573.30282786952
1149,6,37,214901,6037214901,2149.01,Census Tract 2149.01,G5020,S,312677,0,LIC,456874.3046875,2725.57292033019
1150,6,37,234901,6037234901,2349.01,Census Tract 2349.01,G5020,S,325412,0,Both,474459.8515625,2922.59202703262
1151,6,37,239801,6037239801,2398.01,Census Tract 2398.01,G5020,S,370763,0,Both,540379.72265625,3660.2899399817
1152,6,37,553504,6037553504,5535.04,Census Tract 5535.04,G5020,S,638683,0,Both,929592.4765625,5070.2533661497
1153,6,37,554104,6037554104,5541.04,Census Tract 5541.04,G5020,S,364478,0,Both,530324.1171875,3088.67324152851
1154,6,37,554105,6037554105,5541.05,Census Tract 5541.05,G5020,S,337184,0,Both,490525.71484375,3714.15005764493
1155,6,37,554203,6037554203,5542.03,Census Tract 5542.03,G5020,S,684290,0,Both,995353.421875,5078.14589259948
1156,6,37,554204,6037554204,5542.04,Census Tract 5542.04,G5020,S,659358,0,Both,959187.7578125,4760.7293623742
1157,6,37,554301,6037554301,5543.01,Census Tract 5543.01,G5020,S,675594,0,Both,982751.01171875,5238.85634247108
1158,6,37,554302,6037554302,5543.02,Census Tract 5543.02,G5020,S,718131,0,Both,1044406.65625,4106.17356930527
1159,6,23,940000,6023940000,9400.0,Census Tract 9400,G5020,S,364418755,2369202,LIC,646497504.808594,101982.344950743
1160,6,61,20901,6061020901,209.01,Census Tract 209.01,G5020,S,1792709,0,LIC,2950821.5390625,12304.2864370462
1161,6,37,480901,6037480901,4809.01,Census Tract 4809.01,G5020,S,951406,0,LIC,1390585.94140625,4790.98699452614
1162,6,37,401704,6037401704,4017.04,Census Tract 4017.04,G5020,S,1811580,0,Both,2648640.6953125,7225.56591519861
1163,6,37,189800,6037189800,1898.0,Census Tract 1898,G5020,S,729738,0,LIC,1066876.44140625,4672.72989086732
1164,6,37,191204,6037191204,1912.04,Census Tract 1912.04,G5020,S,201087,0,Both,293953.42578125,2181.81025192933
1165,6,37,125320,6037125320,1253.2,Census Tract 1253.20,G5020,S,632474,0,Both,926152.9375,4840.40250650918
1166,6,37,123010,6037123010,1230.1,Census Tract 1230.10,G5020,S,1015849,0,Both,1488813.9921875,5034.67566848178
1167,6,37,134720,6037134720,1347.2,Census Tract 1347.20,G5020,S,989535,0,Both,1450309.9765625,4906.24216127186
1168,6,37,131800,6037131800,1318.0,Census Tract 1318,G5020,S,1315591,0,Both,1928190.24609375,5868.42124813244
1169,6,37,224310,6037224310,2243.1,Census Tract 2243.10,G5020,S,180792,0,Both,263987.60546875,2492.25179510958
1170,6,37,430901,6037430901,4309.01,Census Tract 4309.01,G5020,S,1164433,0,LIC,1704124.86328125,5504.26980360799
1171,6,37,301206,6037301206,3012.06,Census Tract 3012.06,G5020,S,828425,0,LIC,1212995.37109375,4927.49871483276
1172,6,37,542103,6037542103,5421.03,Census Tract 5421.03,G5020,S,571330,0,Both,831453.08203125,4184.73327091726
1173,6,37,293307,6037293307,2933.07,Census Tract 2933.07,G5020,S,338671,0,Both,491566.55859375,3363.58653691001
1174,6,83,1208,6083001208,12.08,Census Tract 12.08,G5020,S,1810409,227878,LIC,3001169.56640625,8844.00932066579
1175,6,83,1604,6083001604,16.04,Census Tract 16.04,G5020,S,2452105,167685,LIC,3857091.6171875,11691.0367191491
1176,6,83,2928,6083002928,29.28,Census Tract 29.28,G5020,S,1262746,42349,LIC,1922217.43359375,6186.18802739921
1177,6,79,12102,6079012102,121.02,Census Tract 121.02,G5020,S,3097792,126995,LIC,4831322.96484375,13240.7320206248
1178,6,37,533502,6037533502,5335.02,Census Tract 5335.02,G5020,S,234233,0,Both,341544.84765625,2375.61578939998
1179,6,37,402402,6037402402,4024.02,Census Tract 4024.02,G5020,S,5341363,7116,Both,7811306.40625,16109.8944936217
1180,6,37,209810,6037209810,2098.1,Census Tract 2098.10,G5020,S,149829,0,Both,218798.921875,1995.52120411633
1181,6,37,117404,6037117404,1174.04,Census Tract 1174.04,G5020,S,1765652,0,DAC,2589275.8515625,6536.27439982953
1182,6,37,123203,6037123203,1232.03,Census Tract 1232.03,G5020,S,583709,3900,Both,861056.06640625,4708.68305519964
1183,6,37,550000,6037550000,5500.0,Census Tract 5500,G5020,S,780448,0,DAC,1136383.19140625,5365.51362241051
1184,6,37,237600,6037237600,2376.0,Census Tract 2376,G5020,S,503742,0,Both,734411.45703125,3486.43090544061
1185,6,37,204410,6037204410,2044.1,Census Tract 2044.10,G5020,S,296877,0,Both,433502.97265625,2801.66617764408
1186,6,37,296220,6037296220,2962.2,Census Tract 2962.20,G5020,S,536366,0,Both,777677.8828125,3522.06720256464
1187,6,37,228500,6037228500,2285.0,Census Tract 2285,G5020,S,448896,0,Both,654831.6328125,3392.38402327337
1188,6,37,183810,6037183810,1838.1,Census Tract 1838.10,G5020,S,454934,0,Both,665247.94140625,3792.21246945878
1189,6,37,480101,6037480101,4801.01,Census Tract 4801.01,G5020,S,1136819,0,LIC,1662454.17578125,5396.03819633629
1190,6,37,575803,6037575803,5758.03,Census Tract 5758.03,G5020,S,199589,0,Both,289636.6328125,2538.38446074731
1191,6,37,131400,6037131400,1314.0,Census Tract 1314,G5020,S,1107141,0,Both,1623060.25,5283.41224344193
1192,6,37,131600,6037131600,1316.0,Census Tract 1316,G5020,S,2184453,6443,LIC,3211809.96484375,7171.68675098581
1193,6,87,100700,6087100700,1007.0,Census Tract 1007,G5020,S,936221,0,LIC,1469714.0859375,5331.7255303348
1194,6,37,554405,6037554405,5544.05,Census Tract 5544.05,G5020,S,765520,0,Both,1113340.91796875,4317.33362191589
1195,6,75,12302,6075012302,123.02,Census Tract 123.02,G5020,S,92649,0,LIC,148590.41015625,2019.86555945336
1196,6,75,11902,6075011902,119.02,Census Tract 119.02,G5020,S,93053,0,LIC,149256.66015625,1648.69998877878
1197,6,75,12201,6075012201,122.01,Census Tract 122.01,G5020,S,92048,0,LIC,147623.140625,1537.55254901837
1198,6,75,12202,6075012202,122.02,Census Tract 122.02,G5020,S,92823,0,LIC,148863.1171875,1557.57202819114
1199,6,75,12402,6075012402,124.02,Census Tract 124.02,G5020,S,358024,0,LIC,574098.12109375,3600.12469084965
1200,6,5,200,6005000200,2.0,Census Tract 2,G5020,S,323145352,190299,LIC,528380093.761719,161563.697669009
1201,6,5,401,6005000401,4.01,Census Tract 4.01,G5020,S,42399270,19726,LIC,69171103.5742188,54537.1230791001
1202,6,75,15801,6075015801,158.01,Census Tract 158.01,G5020,S,343931,0,LIC,551517.36328125,3423.48598370432
1203,6,41,102202,6041102202,1022.02,Census Tract 1022.02,G5020,S,3162535,0,LIC,5117457.0,10107.0670057537
1204,6,41,102203,6041102203,1022.03,Census Tract 1022.03,G5020,S,2721281,0,LIC,4402705.73828125,9952.81248963413
1205,6,41,109001,6041109001,1090.01,Census Tract 1090.01,G5020,S,2223111,0,LIC,3584188.19140625,8484.6990475252
1206,6,97,152203,6097152203,1522.03,Census Tract 1522.03,G5020,S,1320234,0,LIC,2155783.24609375,6815.10664795797
1207,6,61,20713,6061020713,207.13,Census Tract 207.13,G5020,S,1544809,0,LIC,2542419.01171875,11364.9772124619
1208,6,61,21040,6061021040,210.4,Census Tract 210.40,G5020,S,2938016,0,LIC,4841070.36328125,12023.372836117
1209,6,37,191410,6037191410,1914.1,Census Tract 1914.10,G5020,S,311385,0,Both,455143.4375,2740.09297270787
1210,6,37,541606,6037541606,5416.06,Census Tract 5416.06,G5020,S,340899,0,Both,496091.12890625,2979.1986265523
1211,6,37,234800,6037234800,2348.0,Census Tract 2348,G5020,S,654191,0,Both,953823.3984375,3906.51809809414
1212,6,37,500600,6037500600,5006.0,Census Tract 5006,G5020,S,1172912,2216,Both,1714409.5078125,5442.08675304544
1213,6,37,701100,6037701100,7011.0,Census Tract 7011,G5020,S,2530607,0,LIC,3696219.3515625,10408.3274891192
1214,6,37,302103,6037302103,3021.03,Census Tract 3021.03,G5020,S,550707,0,Both,805966.66796875,3525.70415723952
1215,6,37,570601,6037570601,5706.01,Census Tract 5706.01,G5020,S,780449,0,Both,1134610.23046875,4543.7223790256
1216,6,37,980021,6037980021,9800.21,Census Tract 9800.21,G5020,S,6380469,565373,LIC,10195022.3398438,18963.3197334808
1217,6,37,211802,6037211802,2118.02,Census Tract 2118.02,G5020,S,325416,0,LIC,475371.57421875,2922.30205037107
1218,6,37,191720,6037191720,1917.2,Census Tract 1917.20,G5020,S,264327,0,Both,386361.0546875,2558.92554689248
1219,6,37,122420,6037122420,1224.2,Census Tract 1224.20,G5020,S,862717,0,Both,1264416.14453125,4572.55388496225
1220,6,37,128220,6037128220,1282.2,Census Tract 1282.20,G5020,S,555594,0,Both,813900.4609375,3703.6368369343
1221,6,97,152802,6097152802,1528.02,Census Tract 1528.02,G5020,S,2053123,0,LIC,3354054.56640625,8690.28777703973
1222,6,97,152903,6097152903,1529.03,Census Tract 1529.03,G5020,S,1669654,0,LIC,2727025.03515625,7124.03740322167
1223,6,45,11102,6045011102,111.02,Census Tract 111.02,G5020,S,834001492,22658235,LIC,1416739686.36328,217174.590925738
1224,6,37,189903,6037189903,1899.03,Census Tract 1899.03,G5020,S,83969,0,LIC,122774.21484375,1528.00414165803
1225,6,37,111205,6037111205,1112.05,Census Tract 1112.05,G5020,S,1141319,17739,LIC,1700728.18359375,5430.26056067147
1226,6,37,115403,6037115403,1154.03,Census Tract 1154.03,G5020,S,703743,0,Both,1031927.59765625,4102.22456712044
1227,6,37,297201,6037297201,2972.01,Census Tract 2972.01,G5020,S,403962,0,Both,585484.421875,3038.63524531467
1228,6,37,603802,6037603802,6038.02,Census Tract 6038.02,G5020,S,630818,0,Both,917805.53125,3867.38238907023
1229,6,37,125502,6037125502,1255.02,Census Tract 1255.02,G5020,S,522913,0,LIC,765542.8671875,3548.85626547833
1230,6,37,127103,6037127103,1271.03,Census Tract 1271.03,G5020,S,280065,5980,Both,419241.07421875,2784.63119738456
1231,6,37,127603,6037127603,1276.03,Census Tract 1276.03,G5020,S,431404,0,Both,632154.05078125,3584.93499765712
1232,6,37,127711,6037127711,1277.11,Census Tract 1277.11,G5020,S,947643,0,Both,1388367.73828125,5000.71279283904
1233,6,37,127803,6037127803,1278.03,Census Tract 1278.03,G5020,S,640852,0,Both,939107.71875,3882.36082698498
1234,6,37,127806,6037127806,1278.06,Census Tract 1278.06,G5020,S,683182,0,Both,1000926.171875,4968.58069371718
1235,6,37,128101,6037128101,1281.01,Census Tract 1281.01,G5020,S,648896,0,Both,950731.08984375,3900.12652545681
1236,6,37,128601,6037128601,1286.01,Census Tract 1286.01,G5020,S,681877,0,Both,998768.18359375,5099.71093803599
1237,6,19,3400,6019003400,34.0,Census Tract 34,G5020,S,1917437,0,Both,2994098.66015625,7083.73535016752
1238,6,37,131702,6037131702,1317.02,Census Tract 1317.02,G5020,S,717311,4766,Both,1058307.23046875,4127.39940816896
1239,6,37,132002,6037132002,1320.02,Census Tract 1320.02,G5020,S,1600216,0,DAC,2344816.265625,7765.32788346692
1240,6,37,132101,6037132101,1321.01,Census Tract 1321.01,G5020,S,810523,0,Both,1187540.7734375,4384.9600242562
1241,6,37,275102,6037275102,2751.02,Census Tract 2751.02,G5020,S,610131,13718,LIC,909930.0625,4496.89390157646
1242,6,37,461502,6037461502,4615.02,Census Tract 4615.02,G5020,S,1172566,0,LIC,1717382.43359375,5401.27371879484
1243,6,37,461901,6037461901,4619.01,Census Tract 4619.01,G5020,S,878769,0,LIC,1286452.88671875,4948.72625689904
1244,6,37,461902,6037461902,4619.02,Census Tract 4619.02,G5020,S,835323,0,LIC,1222684.71484375,4560.50259401459
1245,6,37,462002,6037462002,4620.02,Census Tract 4620.02,G5020,S,511535,0,LIC,749002.6484375,3982.62156870281
