indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabelnum(double precision),stublabel,yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
Obesity amogn children and adolescents aged 2-19 years,2-19 yeasr,1,Percent of population crude,1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,2007-2010,6,2-19 years,0.0,13.3,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of populateion, crude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: Whiteonly,2009-2012,7,2-19 years,0.0,13.6,1.2,-
Obesity among children and adolescents aged 2-19 years,2-19years,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,2011-2014,8,2-19 years,0.0,15.1,1.7,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,2013-2016,9,2-19 years,0.0,14.1,1.5,-
Obesity among children and adolescents aged 2-19 years,219 years,1,"Percent of population, crude",1,ex and race and Hispanic origin,4,4.211,Femal:e Not Hispanic or Latino: White only,2015-2018,10,2-19 years,0.0,14.2,1.4,-
Obesity among children and adolescents aged 2-19 years,f2-19 years,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hiqspanic or Latino: Asian only,1988-1994,1,2-19 years,0.0,17.9,1.4,***
Obesity among children and adolescents aged 2-19 years,2-19 yiears,1,"Precent of population, crude",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,1999-2002,2,2-19 years,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,2001-200o4,3,2-19 years,0.0,17.9,1.4,
Obeity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Sex and race andHispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,2003-2006,4,2-19 years,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Precent of population, crude",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,2005-2008,5,2-19y ears,0.0,17.9,1.4,-
Obesity among children an dadolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Sex and race andH ispanic origin,4,4.213,Female: Not Hispanic or sLatino: Asian only,2007-2010,6,2-19 years,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Sex and raceand Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,2009-2012,7,2-19 years,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,2011-2014***,8,2-19 years,0.0,5.3,1.3,*
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Pecent of population, crude",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,2013-2016,9,2-19 years,0.0,7.4,1.2,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population,l crude",1,Sex and rpace and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,2015-2018,10,2-19 years,0.0,7.4,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,1988-1994,1,2-19 years,0.0,17.9,1.4,r-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latnio: All races,1999-2002,2,2-19 years,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: Al races,20012-004,3,2-19 years,0.0,17.9,1.4,g-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,2003-2006,4,2-19 years,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,2005-2008,5,-219 years,0.0,17.9,1.4,***
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,2007-2010,6,2-19 years,0.0,18.1,1.2,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,2009-2012,7,2-19 years,0.0,19.8,1.1,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,2011-2014,8,2-1 9years,0.0,21.4,1.3,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,2013-2016,9,2-19 years,0.0,22.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-1 years,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All rcaes,2015-2018,10,2-19 years,0.0,23.3,1.6,
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,1988-1994,1,-19 years,0.0,13.8,1.9,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,1999-2002,2,2-19 years,0.0,16.9,1.3,-
Obesity amonqg children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Sex and race and Hispanic orign,4,4.222,Female: Hispanic or Latino: Mexican: All races,200-12004,3,2-19 years,0.0,16.5,1.5,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population ,crude",1,Sex and race and Hispanic origin,4,4.222,Femael: Hispanic or Latino: Mexican: All races,2003-2006,4,2-19 years,0.0,18.4,1.5,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexica: All races,2005-2008,5,2-19 years,0.0,18.5,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,2007-2010,6,2-19 years,0.0,17.4,1.8,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,q2009-2012,7,2-19 years,0.0,19.6,1.5,-
Obesity among children anda dolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Sex nd race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,2011-2014,8,2-19 years,0.0,22.7,1.7,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,2013-2016,9,2-19 years,0.0,24.2,1.9,***
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,201q5-2018,10,2-19 years,0.0,24.6,2.0,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Percent of poverty level,5,5.1,Below 100%,1988-1994,1,2-19 years,0.0,12.6,1.2,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Percent of poverty level,5,5.1,Below 100%,1999-2002,2,2-19 yeawrs,0.0,17.6,1.1,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of populatino, crude",1,Percent of poverty level,5,5.1,Below 100%,2001-0204,3,2-19 years,0.0,17.9,1.3,-
Obesity among children and adolescents aged 2-19 years,2-19 yearls,1,"Percento f population, crude",1,Percent of poverty level,5,5.1,Below 100%,2003-2006,4,2-19 ears,0.0,18.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Percent of poverty levl,5,5.1,Below 100%,2005-2008,5,2-19 years,0.0,19.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Percent o poverty level,5,5.1,Below 100%,2007-2010,6,2-19 years,0.0,20.8,1.1,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Percent of poverty level,5,5.1,Below 100%,2009-2012,7,2-19 years,0.0,20.9,0.9,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Percent of poverty level,5,5.1,Below 10%,2011-2014,8,2-19 yers,0.0,19.4,0.9,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of populaiton, crude",1,Percent of poverty level,5,5.1,Below 100%,2013-2016,9,2-19 years,0.0,21.0,1.1,r-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Percent of poverty level,5,5.1,Below 100%,2015d-2018,10,2-19 years,0.0,23.9,1.3,-
Obesity among children and adolescnts aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Percent of poverty level,5,5.2,100%-199%,988-1994,1,2-19 years,0.0,10.2,1.0,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percet of population, crude",1,Percent of poverty level,5,5.2,100%-199%,1999-2002,2,2-19 years,0.0,15.3,1.3,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Percent of poverty level,5,5.2,100%-199%,2001-2004,3,2-19v years,0.0,16.7,1.2,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Percent of povserty level,5,5.2,100%-199%,20032006,4,2-19 years,0.0,17.4,1.3,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Percent of poverty level,5,5.2,100%-19%,2005-2008,5,2-19 years,0.0,18.2,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of popluation, crude",1,Percent of pofverty level,5,5.2,100%-199%,2007-2010,6,2-19 years,0.0,18.3,1.3,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Pecent of population, crude",1,Percent of poverty level,5,5.2,100%-199%***,009-2012,7,2-19 years,0.0,18.5,1.3,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Percent of poverty level,5,5.2,100%-199%,2011-2014,8,2-19 years,0.0,20.3,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Percent of poverty level,5,5.2,100%-199%,2013-2061,9,2-19 years,0.0,20.7,1.1,-
Obesity amnog children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Percoent of poverty level,5,5.2,100%-199%,20152-018,10,2-19 years,0.0,21.7,1.3,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Percent of poverty lhevel,5,5.3,200%-39h9%,1988-1994,1,2-19 years,0.0,9.4,1.0,-
Obesity among children and adolescents aged 2-19 years,2-19 yers,1,"Percent of population, crude",1,Percent of poverty level,5,5.3,20%-399%,1999-2002,2,2-19 years,0.0,14.0,1.0,j-
Obesity among children and adolescents aged 2-19 years,2-19 nyears,1,"Percent of population, crude",1,Percent of poverty level,5,5.3,200%-399%,200-2004,3,2-19 years,0.0,17.8,1.2,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Percent of poverty level,5,5.3,200%-399%,2003-2006,4,2-19 years,0.0,17.1,1.5,-
Obeity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Percent of poverty level,5,5.3,200%-399%,005-2008,5,2-19 years,0.0,16.0,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Percent of poverty level,5,5.3,200%-39%,2007-2010,6,2-19 years,0.0,16.7,1.1,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Percent of poverty level,5,5.3,200%-399%,2009-2012,7,2-19 years,0.0,15.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Percent of poverty level,5,5.3,200%-399%,2011-2014,8,2-19 years,0.0,16.4,1.7,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Percent of poverty level,5,5.3,200%-399%,2013-2016,9,2-k19 years,0.0,16.9,1.4,-
Obesity among children and adolescents ged 2-19 years,2-19 years,1,"Percent of population, crude",1,Percent of poverty level,5,5.3,200%-399%,2015-2018,10,2-19y ears,0.0,18.4,1.3,-
Obesity among children andadolescents aged 2-19 years,2-19 years,1,"Percent of population, cyrude",1,Percent of poverty level,5,5.4,400% or more,1988-1994,1,2-19 yeas,0.0,4.7,1.2,*
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Percent of poverty levgel,5,5.4,400% or more,1999-202,2,2-19 years,0.0,12.6,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Percent of poverty level,5,5.4,400%or more,2001-2004,3,2-19 years,0.0,11.2,1.3,-
Obesity among children and dolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Percent of poverty level,5,5.4,400% or more,2003-2006,4,2-19 years,0.0,11.0,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Percent of poverty level,5,5.4,400% or more,200-52008,5,2-19 years,0.0,11.6,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Percent of poverty level,5,5.4,400% or more,2007-2010,6,2-19 years,0.0,11.9,1.3,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Percent of poverty level,5,5.4,400% or more,2009-2012,7,2-19 years,0.0,11.5,1.3,
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Percent of poverty level,5,5.4,400% okr more,2011-201f4,8,2-19 years,0.0,11.4,1.7,f-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Percent of poverty level,5,5.4,400% or more,2013-2016,9,2-19 years,0.0,12.2,1.8,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Percent of poverty level,5,5.4,400% or more,2015-2018,10,2-19 years,0.0,10.6,1.5,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Seax,1,1.1,Male,1988-1994,1,2-5 yenars,0.1,6.2,0.8,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex,1,1.1,Mazle,1999-2002,2,2-5 years,0.1,10.0,1.6,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of populaion, crude",1,Sex,1,1.1,Male,2001-2004,3,2-5 years,0.1,13.1,1.5,n-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex,1,1.1,bMale,2003-g2006,4,2-5 years,0.1,12.8,1.2,-
Obesity among children and adolescents aged 2-19 years,2- 5years,2,"Percenht of population, crude",1,Sex,1,1.1,Male,2005-0208,5,2-5 years,0.1,9.8,1.1,k-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Prcent of population, crude",1,Sex,1,1.1,Male,20072-010,6,2-5 years,0.1,11.9,1.2,-
Obesity among children and adolescents aged 2-19 years,2-5 eyars,2,"Percent of population, crude",1,Sex,1,1.1,Male,2009-2012,7,2-5 years,0.1,12.0,1.3,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex,1,1.1,Male,2011-2014,8,2-5 years,0.1,9.2,1.4,-
Obesity among children and adolescents aged o2-19 years,2-5 years,2,"Percent of population, crude",1,Sex,1,1.1,Male,2013-2016,9,2-5 years,0.1,11.5,1.2,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,ex,1,1.1,Mael,2l015-2018,10,2-5 years,0.1,14.5,1.1,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Pegrcent of population, crude",1,Sxe,1,1.2,Female,1988-1994,1,2-5 years,0.1,8.2,1.0,-
Obesity among children and adolescnents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex,1,1.2,Female,1999-2002,2,2-5 years,0.1,10.6,1.5,-
Obesity among children and adolescents aged 2-19 years,2-5 yars,2,"Percent of population, crude",1,Sex,1,1.2,Female,001-2004,3,2-5 years,0.1,11.7,1.6,***
Obesity among children and adolescents aged 2-19 years,2- 5years,2,"Percnet of population, crude",1,Sex,1,1.2,Female,2003-2006,4,2-5 years,0.1,12.2,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex,1,1.2,mFemale,2005-2008,5,2-5 years,0.1,11.2,1.2,***
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of popultaion, crude",1,Sex,1,1.2,Female,2007-2010,6,2-5 yeras,0.1,10.2,1.3,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, zcrude",1,Sex,1,1.2,Female,2009-2012,7,2-5 years,0.1,8.4,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex,1,1.2,Female,2011-2014,8,2-5 years,0.1,8.6,1.3,-
Obesity among children and adolescents aged 2-19 years,25- years,2,"Percent of population, crude",1,Sex,1,1.2,Female,2013-2016,9,2-5 years,0.1,11.7,1.1,-
Obesity among children and adolescents aged 2-19 years,2-5 yeasr,2,"Percent of population, crude",1,Age,2,2.1,2-5 years,1988-1994,1,2-5 years,0.1,7.2,0.7,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,gAe,2,2.1,2-5 years,1999-2002,2,2-5 ears,0.1,10.3,1.2,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of oppulation, crude",1,Age,2,2.1,2-5 years,2001-20t04,3,2-5 years,0.1,12.4,1.2,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Age,2,2.1,-5 years,20032-006,4,25- years,0.1,12.5,1.0,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Age,2,2.1,2-5 years,2005-2d008,5,2-5 years,0.1,10.5,0.9,-
Obesity among children and adolescents aged 2-19 years,2-5y ears,2,"Percent of population, crude",1,Age,2,2.1,2-5 years,2007-2010,6,2-5 years,0.1,11.1,0.8,-
Obesity among children and adolesceynts aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Age,2,2.1,2-5 years,2009-2012,7,2-5 years,0.1,10.2,0.9,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Age,2,2.1,2-5 years,2011-2014,8,2-5 years,0.1,8.9,0.9,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,iAge,2,2.1,2-c5 years,2013-2016,9,2-5 years,0.1,11.6,0.9,-
Obesity among children and adolescents aged 2-19 years,-5 years,2,"Percent of population, crude",1,Age,2,2.1,2-5 years,2015-2018,10,2-5 years,0.1,13.7,0.9,
Obesity among children and adolescents aged 2-19 years,-5 years,2,"Percent of population, crude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,1988-1994,1,2-5 years,0.1,5.2,0.8,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,1999-2002,2,2-5 years,0.1,8.7,1.5,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population,c rude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,2001-2004,3,2-5 years,0.1,10.2,1.7,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,2003-2006,4,2-5 years,0.1,10.8,1.6,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,005-2008,5,2-5 years,0.1,9.3,1.3,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,2007-2010,6,2-5 years,0.1,9.0,1.3,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,009-2012,7,2-5 years,0.1,6.4,1.2,
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of popualtion, crude",1,Race and Hispanic origin,3,3.11,Not Hpispanic or Latino: White only,2011-2014,8,2-5 years,0.1,5.2,1.2,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,2013-2016,9,2-5 years,0.1,9.9,1.7,-
Obesity among children and adolescents aged 2-19 years,2-5 yars,2,"Percent of population, crude",1,Race and Hispanic origin,3,3.11,Nto Hispanic or Latino: White only,2015-2018,10,2-5 years,0.1,12.4,1.4,***
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population ,crude",1,Race and Hispanic origin,3,3.12,Not Hispanic or Latino: Black or African American only,1988-1994,1,2-5 years,0.1,7.8,0.7,-
Obesity amonlg children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Race and Hikspanic origin,3,3.12,Not Hispanic or Latino: Black or African American only,1999-2020,2,2-5 years,0.1,8.8,1.5,***
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Race and Hispanic origin,3,3.12,Not Hispanic or Latino Black or African American only,2001-2004,3,2-5 years,0.1,11.0,1.3,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crue",1,Race and Hispanic origin,3,3.12,Not Hispanic or Latino: Black or African American only,2003-2006,4,2-5 years,0.1,14.9,1.3,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population,z crude",1,Race and Hispanic origin,3,3.12,Not Hispanic or Latino: Black or African American only,2005-2008,5,2-5 years,0.1,14.0,1.5,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Race and Hispani corigin,3,3.12,Not Hispaxnic or Latino: Black or African American only,2007-2010,6,2-5 years,0.1,15.0,2.1,***
Obesity among children and adolescent saged 2-19 years,2-5 years,2,"Percent of population, crude",1,Race and Hispanic oriin,3,3.12,Not Hispanic or Latino: Black or African American only,2009-2012,7,2-5 years,0.1,14.7,2.0,-
Obesity among children and adolescents aged 2-19 years,2-5years,2,"Percent of population, crude",1,Race and Hispanic origin,3,3.12,Not Hispanic or Latino: Black or African American only,2011-2014,8,2-5 years,0.1,10.4,1.5,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Race and Hispanic origin,3,3.12,NotHispanic or Latino: Black or African American only,20132-016,9,2- years,0.1,11.6,2.2,-
Obesity among children and adolescents aged 2-19 years,2- years,2,"Percent of population, crude",1,Race and Hispanic origin,3,3.12,Not Hispanic or Latino: Black or African American only,2015-2018,10,25 years,0.1,12.5,2.3,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of populaiton, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,1988-1994,1,2-5 years,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 ears,2,"Percent of population, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,1999-2002,2,2-5 years,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,2001-2004,3,2-5 years,0.1,17.9,1.4,-
Obesity among lchildren and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,2003-2006,4,2-5 years,0.1,17.9,1.4,-
Obesit yamong children and adolescents aged 2-19 years,2-5 yeas,2,"Percent of population, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asain only,2005-2008,5,2-5y ears,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percet of population, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,2007-2010,6,2-5 years,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian oinly,2009-2012,7,2-5 yeasrs,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,2011-2014,8,2-5 years,0.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2-w5 years,2,"Percent of population, crude",1,Race and Hispanic roigin,3,3.13,Not Hispanic or Latino: Asian only,2013-2016,9,2-a5 years,0.1,17.9,1.4,*
Obesity among chilxdren and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,2015-2018,10,2-5 years,0.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2-5 yaers,2,"ePrcent of population, crude",1,Race and Hispanic origin,3,3.21,Hispanic or Latino: All races,1988-1994,1,2-5 years,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 yearzs,2,"Percent of population, crude",1,Race and Hispanic origin,3,3.21,Hispanic or Latino: All races,1999-2002,2,2-5 years,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Race and Hispanic origin,3,3.21,Hispanic or Latino: All races,2001-2004,3,2-5 years,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Race and Hiospanic origin,3,3.21,Hispanic orL atino: All races,2003-2006***,4,2-5 years,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Race and Hispanic origin,3,3.21,Hispanic or Latino: Anll races,2005-2008,5,2-5 years,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Race and Hipanic origin,3,3.21,Hispanic orL atino: All races,2007-2010,6,2-5 years,0.1,15.3,1.3,o-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Race and Hispanic origin,3,3.21,Hispanic or Latino: All races,2009-2012,7,2-5 yaers,0.1,16.5,1.5,-
Obesiyt among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Race and Hispanic origin,3,3.21,Hispanic or Latino: All races,011-2014,8,2-5 years,0.1,15.6,1.6,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of populatoin, crude",1,Race and Hispanic origin,3,3.21,Hispanic or Latino: All races,213-2016,9,2-o5 years,0.1,16.5,1.5,-
Obesity among children and adolescents aged 2-19 years,2-5 yeajrs,2,"Percent of population, crude",1,Race and Hisbpanic origin,3,3.21,Hispanic or Latino: All races,2015-2018,10,2-5 years,0.1,19.3,2.3,-
