X,Y,OBJECTID,LEASE_NUMBER,PROJECT_NAME,PROJECT_PHASE_NUMBER,DEVELOPER_NAME,WIND_TURBINE_ID,MAX_HEIGHT_M,MAX_MW,MAX_ROTOR_DIAMETER_M,WIND_TURBINE_MODEL,DEPTH_M,OPTION_NUMBER,STATUS,NOTES,LONGITUDE_NAD83,LATITUDE_NAD83,Northing,Easting,UTM_ZONE,is_spare
-7818785.2927,4986226.3018,450,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BF48,325,,280,TBD,,,Proposed,,-70.23734311,40.82270025,4519812.00446068,395658.00282358,19N,
-7816341.0182,4986260.6464,451,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BF49,325,,280,TBD,,,Proposed,,-70.21538583,40.82293372,4519812.00917868,397510.00562056,19N,
-7840742.3619,4983436.5132,452,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BG39,325,,280,TBD,,,Proposed,,-70.43458676,40.80373291,4517960.00919374,378990.00563352,19N,
-7838298.9812,4983476.347,453,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BG40,325,,280,TBD,,,Proposed,,-70.4126375,40.80400377,4517960.00914617,380842.005639,19N,
-7835855.5676,4983515.5671,454,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BG41,325,,280,TBD,,,Proposed,,-70.39068795,40.80427046,4517960.00919895,382694.00561541,19N,
-7833412.1214,4983554.1735,455,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BG42,325,,280,TBD,,,Proposed,,-70.36873811,40.80453297,4517960.0091472,384546.00560997,19N,
-7830968.6433,4983592.1662,456,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BG43,325,,280,TBD,,,Proposed,,-70.34678798,40.80479131,4517960.00912016,386398.00559082,19N,
-7828525.1374,4983629.5389,457,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BG44,325,,280,TBD,,,Proposed,,-70.3248376,40.80504544,4517960.00451281,388250.00283899,19N,
-7826081.5933,4983666.3104,458,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BG45,325,,280,TBD,,,Proposed,,-70.30288687,40.80529547,4517960.00920768,390102.00563009,19N,
-7823638.0259,4983702.4555,459,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BG46,325,,280,TBD,,,Proposed,,-70.28093594,40.80554124,4517960.00451348,391954.00276637,19N,
-7821194.4251,4983737.993,460,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BG47,325,,280,TBD,,,Proposed,,-70.25898471,40.80578288,4517960.0044214,393806.00277473,19N,
-7843145.1322,4980943.5986,461,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BH38,325,,280,TBD,,,Proposed,,-70.4561712,40.78677938,4516108.00451962,377138.00279642,19N,
-7840702.396,4980984.0121,462,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BH39,325,,280,TBD,,,Proposed,,-70.43422774,40.78705426,4516108.00447374,378990.00277676,19N,
-7838259.6227,4981023.8188,463,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BH40,325,,280,TBD,,,Proposed,,-70.41228394,40.787325,4516108.00918899,380842.00564632,19N,
-7835816.8237,4981062.9999,464,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BH41,325,,280,TBD,,,Proposed,,-70.39033991,40.78759149,4516108.00449835,382694.00278728,19N,
-7833373.9887,4981101.5742,465,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BH42,325,,280,TBD,,,Proposed,,-70.36839556,40.78785385,4516108.00449377,384546.002832,19N,
-7830931.1181,4981139.5413,466,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BH43,325,,280,TBD,,,Proposed,,-70.34645088,40.78811208,4516108.00919813,386398.00557415,19N,
-7828488.2197,4981176.889,467,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BH44,325,,280,TBD,,,Proposed,,-70.32450596,40.7883661,4516108.00916346,388250.00560082,19N,
-7826045.2904,4981213.6235,468,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BH45,325,,280,TBD,,,Proposed,,-70.30256076,40.78861594,4516108.00913995,390102.00556815,19N,
-7823602.3343,4981249.7382,469,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BH46,325,,280,TBD,,,Proposed,,-70.28061532,40.78886157,4516108.00440845,391954.00284137,19N,
-7821159.3411,4981285.2524,470,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BH47,325,,280,TBD,,,Proposed,,-70.25866954,40.78910311,4516108.00918918,393806.00561104,19N,
-7845546.6774,4978450.7532,471,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BJ37,325,,280,TBD,,,Proposed,,-70.47774464,40.769822,4514256.0044989,375286.00277176,19N,
-7843104.5857,4978491.7456,472,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BJ38,325,,280,TBD,,,Proposed,,-70.45580697,40.77010088,4514256.00444922,377138.00284589,19N,
-7840662.4564,4978532.1318,473,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BJ39,325,,280,TBD,,,Proposed,,-70.43386895,40.77037563,4514256.00920721,378990.00561747,19N,
-7838220.2973,4978571.8993,474,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BJ40,325,,280,TBD,,,Proposed,,-70.41193067,40.77064618,4514256.00922157,380842.00557599,19N,
-7835778.1052,4978611.0537,475,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BJ41,325,,280,TBD,,,Proposed,,-70.3899921,40.77091255,4514256.00912597,382694.005634,19N,
-7833335.8844,4978649.5894,476,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BJ42,325,,280,TBD,,,Proposed,,-70.36805326,40.77117472,4514256.00443231,384546.00281677,19N,
-7830893.6281,4978687.5186,477,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BJ43,325,,280,TBD,,,Proposed,,-70.3461141,40.77143276,4514256.004507,386398.00280833,19N,
-7828451.3367,4978724.8414,478,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BJ44,325,,280,TBD,,,Proposed,,-70.32417464,40.77168667,4514256.00914796,388250.00556734,19N,
-7826009.018,4978761.5452,479,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BJ45,325,,280,TBD,,,Proposed,,-70.30223492,40.77193636,4514256.00912894,390102.00560073,19N,
-7823566.6726,4978797.6298,480,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BJ46,325,,280,TBD,,,Proposed,,-70.28029497,40.77218185,4514256.00446649,391954.00279339,19N,
-7847947.0023,4975957.9723,481,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BK36,325,,280,TBD,,,Proposed,,-70.49930712,40.75286072,4512404.00448504,373434.00284805,19N,
-7845505.5513,4975999.5488,482,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BK37,325,,280,TBD,,,Proposed,,-70.4773752,40.75314365,4512404.0091588,375286.00557958,19N,
-7843064.0731,4976040.5007,483,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BK38,325,,280,TBD,,,Proposed,,-70.45544304,40.75342232,4512404.0044965,377138.00281105,19N,
-7840622.5538,4976080.8532,484,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BK39,325,,280,TBD,,,Proposed,,-70.4335105,40.75369692,4512404.00920867,378990.00562855,19N,
-7838181.0047,4976120.5872,485,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BK40,325,,280,TBD,,,Proposed,,-70.4115777,40.75396731,4512404.00912982,380842.00557124,19N,
-7835739.4227,4976159.709,486,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BK41,325,,280,TBD,,,Proposed,,-70.38964461,40.75423353,4512404.00911426,382694.00563995,19N,
-7833297.8119,4976198.2126,487,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BK42,325,,280,TBD,,,Proposed,,-70.36771125,40.75449554,4512404.00445317,384546.00277089,19N,
-7830856.1657,4976236.1102,488,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BK43,325,,280,TBD,,,Proposed,,-70.34577758,40.75475342,4512404.00451035,386398.00281789,19N,
-7828414.4844,4976273.4017,489,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BK44,325,,280,TBD,,,Proposed,,-70.32384359,40.75500719,4512404.00919732,388250.0055721,19N,
-7825972.7796,4976310.0687,490,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BK45,325,,280,TBD,,,Proposed,,-70.30190939,40.75525669,4512404.00444345,390102.00276506,19N,
-7850346.1078,4973465.2565,491,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BL35,325,,280,TBD,,,Proposed,,-70.52085865,40.73589556,4510552.00445461,371582.002836,19N,
-7847905.3048,4973507.4037,492,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BL36,325,,280,TBD,,,Proposed,,-70.49893255,40.73618244,4510552.00450041,373434.00278209,19N,
-7845464.4633,4973548.9454,493,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BL37,325,,280,TBD,,,Proposed,,-70.4770061,40.7364652,4510552.00921477,375286.00563136,19N,
-7843023.5909,4973589.8694,494,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BL38,325,,280,TBD,,,Proposed,,-70.45507938,40.73674376,4510552.00916492,377138.00561375,19N,
-7840582.6883,4973630.1756,495,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BL39,325,,280,TBD,,,Proposed,,-70.43315239,40.73701811,4510552.00447774,378990.00278396,19N,
-7838141.7486,4973669.8765,496,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BL40,325,,280,TBD,,,Proposed,,-70.41122506,40.73728834,4510552.00451643,380842.00283498,19N,
-7835700.7763,4973708.9657,497,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BL41,325,,280,TBD,,,Proposed,,-70.38929744,40.7375544,4510552.00446282,382694.00277983,19N,
-7833259.7714,4973747.4433,498,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BL42,325,,280,TBD,,,Proposed,,-70.36736953,40.7378163,4510552.00444234,384546.00283849,19N,
-7830818.7348,4973785.3093,499,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BL43,325,,280,TBD,,,Proposed,,-70.34544133,40.73807404,4510552.00447581,386398.00280694,19N,
-7828377.6667,4973822.5634,500,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BL44,325,,280,TBD,,,Proposed,,-70.32351285,40.73832761,4510552.00446749,388250.00281726,19N,
-7852743.9951,4970972.6071,501,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BM34,325,,280,TBD,,,Proposed,,-70.54239923,40.71892652,4508700.00449153,369730.00280135,19N,
-7850303.8364,4971015.3298,502,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BM35,325,,280,TBD,,,Proposed,,-70.52047892,40.7192174,4508700.00452105,371582.00277561,19N,
-7847863.6422,4971057.4417,503,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BM36,325,,280,TBD,,,Proposed,,-70.49855829,40.71950411,4508700.00442421,373434.00284615,19N,
-7845423.4131,4971098.9425,504,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BM37,325,,280,TBD,,,Proposed,,-70.47663735,40.71978667,4508700.00444585,375286.00281225,19N,
-7842983.1497,4971139.8325,505,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BM38,325,,280,TBD,,,Proposed,,-70.45471609,40.72006506,4508700.00449164,377138.00280529,19N,
-7840542.8525,4971180.1113,506,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BM39,325,,280,TBD,,,Proposed,,-70.43279454,40.72033929,4508700.00446991,378990.00278784,19N,
-7838102.5183,4971219.7852,507,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BM40,325,,280,TBD,,,Proposed,,-70.41087265,40.72060941,4508700.00912826,380842.00558826,19N,
-7835662.1549,4971258.8417,508,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BM41,325,,280,TBD,,,Proposed,,-70.3889505,40.72087532,4508700.00913717,382694.0056128,19N,
-7833221.7591,4971297.2872,509,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BM42,325,,280,TBD,,,Proposed,,-70.36702806,40.72113706,4508700.00913338,384546.00560477,19N,
-7830781.3315,4971335.1216,510,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BM43,325,,280,TBD,,,Proposed,,-70.34510533,40.72139465,4508700.00913372,386398.00561313,19N,
-7855140.6619,4968480.0311,511,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BN33,325,,280,TBD,,,Proposed,,-70.56392885,40.70195366,4506848.00918347,367878.00559434,19N,
-7852701.1508,4968523.3223,512,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BN34,325,,280,TBD,,,Proposed,,-70.54201435,40.70224848,4506848.00446597,369730.00284141,19N,
-7850261.6003,4968566.0094,513,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BN35,325,,280,TBD,,,Proposed,,-70.52009951,40.70253919,4506848.00450532,371582.0027843,19N,
-7847822.0145,4968608.0861,514,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BN36,325,,280,TBD,,,Proposed,,-70.49818434,40.70282573,4506848.00448099,373434.00285003,19N,
-7845382.3902,4968649.5585,515,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BN37,325,,280,TBD,,,Proposed,,-70.47626883,40.70310817,4506848.00914373,375286.00561731,19N,
-7842942.7353,4968690.4143,516,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BN38,325,,280,TBD,,,Proposed,,-70.45435304,40.7033864,4506848.009166,377138.00565248,19N,
-7840503.0464,4968730.6594,517,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BN39,325,,280,TBD,,,Proposed,,-70.43243695,40.70366047,4506848.0091848,378990.00561809,19N,
-7838063.3243,4968770.2941,518,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BN40,325,,280,TBD,,,Proposed,,-70.41052056,40.70393038,4506848.00921634,380842.00564716,19N,
-7835623.573,4968809.3117,519,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BN41,325,,280,TBD,,,Proposed,,-70.38860391,40.70419609,4506848.00443908,382694.00283871,19N,
-7833183.7858,4968847.7251,520,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BN42,325,,280,TBD,,,Proposed,,-70.36668694,40.70445769,4506848.00444171,384546.00280197,19N,
-7857536.1196,4965987.5105,521,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BP32,325,,280,TBD,,,Proposed,,-70.58544761,40.68497684,4504996.00444095,366026.00283065,19N,
-7855097.2492,4966031.3818,522,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BP33,325,,280,TBD,,,Proposed,,-70.56353887,40.68527569,4504996.00442441,367878.00279091,19N,
-7852658.3423,4966074.6431,523,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BP34,325,,280,TBD,,,Proposed,,-70.5416298,40.68557039,4504996.00448031,369730.00280637,19N,
-7850219.3997,4966117.2947,524,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BP35,325,,280,TBD,,,Proposed,,-70.51972041,40.68586092,4504996.0045181,371582.00283858,19N,
-7847780.4217,4966159.3362,525,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BP36,325,,280,TBD,,,Proposed,,-70.49781071,40.6861473,4504996.00444691,373434.00284926,19N,
-7845341.4088,4966200.7677,526,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BP37,325,,280,TBD,,,Proposed,,-70.47590069,40.68642953,4504996.00450862,375286.00280585,19N,
-7842902.3618,4966241.5893,527,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BP38,325,,280,TBD,,,Proposed,,-70.45399036,40.6867076,4504996.00449791,377138.0028372,19N,
-7840463.2809,4966281.8009,528,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BP39,325,,280,TBD,,,Proposed,,-70.43207974,40.68698151,4504996.00443551,378990.00282253,19N,
-7838024.1632,4966321.4087,529,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BP40,325,,280,TBD,,,Proposed,,-70.41016878,40.6872513,4504996.00917997,380842.00559251,19N,
-7835585.0162,4966360.4,530,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BP41,325,,280,TBD,,,Proposed,,-70.38825755,40.6875169,4504996.00917839,382694.00563102,19N,
-7859930.3589,4963495.0654,531,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BQ31,325,,280,TBD,,,Proposed,,-70.60695542,40.66799622,4503144.00441581,364174.00285466,19N,
-7857492.1324,4963539.5094,532,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BQ32,325,,280,TBD,,,Proposed,,-70.58505246,40.66829905,4503144.00447872,366026.00285791,19N,
-7855053.8692,4963583.344,533,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BQ33,325,,280,TBD,,,Proposed,,-70.56314918,40.66859772,4503144.00443728,367878.00280743,19N,
-7852615.5696,4963626.5691,534,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BQ34,325,,280,TBD,,,Proposed,,-70.54124557,40.66889224,4503144.00442021,369730.00283744,19N,
-7850177.2343,4963669.1851,535,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BQ35,325,,280,TBD,,,Proposed,,-70.51934164,40.66918261,4503144.00444945,371582.00282658,19N,
-7847738.8637,4963711.1915,536,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BQ36,325,,280,TBD,,,Proposed,,-70.49743739,40.66946882,4503144.00443263,373434.00282068,19N,
-7845300.4582,4963752.5885,537,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BQ37,325,,280,TBD,,,Proposed,,-70.47553283,40.66975088,4503144.00450061,375286.00278487,19N,
-7842862.0185,4963793.376,538,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BQ38,325,,280,TBD,,,Proposed,,-70.45362796,40.67002879,4503144.0044481,377138.00284771,19N,
-7840423.5415,4963833.5603,539,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BQ39,325,,280,TBD,,,Proposed,,-70.43172275,40.67030258,4503144.00913751,378990.00558784,19N,
-7837985.0384,4963873.1224,540,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BQ40,325,,280,TBD,,,Proposed,,-70.40981731,40.67057213,4503144.0045081,380842.00279193,19N,
-7862323.3844,4961002.6903,541,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BR30,325,,280,TBD,,,Proposed,,-70.62845232,40.65101175,4501292.00447031,362322.00285876,19N,
-7859885.8018,4961047.706,542,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BR31,325,,280,TBD,,,Proposed,,-70.60655515,40.65131855,4501292.00449726,364174.00284959,19N,
-7857448.182,4961092.1128,543,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BR32,325,,280,TBD,,,Proposed,,-70.58465765,40.6516212,4501292.00446196,366026.0028515,19N,
-7855010.5255,4961135.9108,544,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BR33,325,,280,TBD,,,Proposed,,-70.56275982,40.6519197,4501292.00449642,367878.00282928,19N,
-7852572.8327,4961179.1,545,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BR34,325,,280,TBD,,,Proposed,,-70.54086166,40.65221405,4501292.00450882,369730.00282825,19N,
-7850135.1042,4961221.6802,546,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BR35,325,,280,TBD,,,Proposed,,-70.51896318,40.65250424,4501292.00451958,371582.00281124,19N,
-7847697.3404,4961263.6516,547,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BR36,325,,280,TBD,,,Proposed,,-70.49706438,40.65279029,4501292.00443633,373434.00282376,19N,
-7845259.5383,4961305.0204,548,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BR37,325,,280,TBD,,,Proposed,,-70.47516524,40.65307223,4501292.00922893,375286.00561798,19N,
-7842821.709,4961345.7674,549,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BR38,325,,280,TBD,,,Proposed,,-70.45326585,40.65334993,4501292.00451097,377138.00279642,19N,
-7840383.8388,4961385.9182,550,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BR39,325,,280,TBD,,,Proposed,,-70.4313661,40.65362356,4501292.00921214,378990.00563085,19N,
-7862278.2584,4958555.9724,551,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BS30,325,,280,TBD,,,Proposed,,-70.62804695,40.63433421,4499440.00445546,362322.00282843,19N,
-7859841.282,4958600.9503,552,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BS31,325,,280,TBD,,,Proposed,,-70.60615523,40.63464083,4499440.00442164,364174.00282943,19N,
-7857404.2685,4958645.3202,553,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BS32,325,,280,TBD,,,Proposed,,-70.58426317,40.6349433,4499440.00450134,366026.00278691,19N,
-7854967.2146,4958689.088,554,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BS33,325,,280,TBD,,,Proposed,,-70.56237075,40.63524167,4499440.00921579,367878.00561936,19N,
-7852530.128,4958732.2411,555,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BS34,325,,280,TBD,,,Proposed,,-70.54047803,40.63553584,4499440.00913724,369730.00562151,19N,
-7850093.0093,4958774.7795,556,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BS35,325,,280,TBD,,,Proposed,,-70.51858503,40.63582583,4499440.00450462,371582.00284789,19N,
-7847655.8518,4958816.7158,557,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BS36,325,,280,TBD,,,Proposed,,-70.49669168,40.6361117,4499440.00445764,373434.00283349,19N,
-7845218.6596,4958858.0437,558,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BS37,325,,280,TBD,,,Proposed,,-70.47479802,40.63639343,4499440.00451071,375286.00283942,19N,
-7842781.4333,4958898.7633,559,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BS38,325,,280,TBD,,,Proposed,,-70.45290405,40.63667101,4499440.00446133,377138.00282446,19N,
-7850050.9497,4956328.4826,560,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BT35,325,,280,TBD,,,Proposed,,-70.5182072,40.61914736,4497588.0045167,371582.00282854,19N,
-7847614.398,4956370.3839,561,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BT36,325,,280,TBD,,,Proposed,,-70.4963193,40.61943307,4497588.00449619,373434.00282488,19N,
-7850008.9252,4953882.7887,562,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BU35,325,,280,TBD,,,Proposed,,-70.51782969,40.60246884,4495736.00444297,371582.00281051,19N,
-7847572.9788,4953924.6551,563,OCS-A 0521,SouthCoast Wind,,SouthCoast Wind Energy LLC,BU36,325,,280,TBD,,,Proposed,,-70.49594722,40.60275438,4495736.00444061,373434.00277107,19N,
-8247331.4861,4742584.0375,895,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.70001221,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.08703792,39.14583588,4333357.16968346,578893.13170711,18N,
-8250264.3209,4744523.1833,896,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.70001221,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.11338401,39.15934424,4334833.70953539,576601.7622487,18N,
-8248852.0415,4744758.8495,897,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.70001221,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.10069729,39.16098574,4335026.6673905,577696.08062658,18N,
-8247439.6994,4744994.3218,898,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.70001221,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.08801001,39.16262586,4335219.62521045,578790.39894988,18N,
-8246027.2945,4745229.6001,899,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.70001221,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.07532217,39.16426459,4335412.58302287,579884.71737417,18N,
-8244614.8271,4745464.6847,900,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.70001221,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.06263376,39.16590193,4335605.54096286,580979.03570825,18N,
-8251785.7966,4746697.9781,901,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.70001221,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.12705166,39.17449107,4336503.20721087,575404.71112873,18N,
-8250373.2457,4746933.9041,902,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.70001221,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.1143625,39.17613404,4336696.16503525,576499.02950198,18N,
-8248960.6319,4747169.6362,903,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.70001221,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.10167278,39.17777561,4336889.12288877,577593.34787625,18N,
-8247547.9552,4747405.1744,904,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.70001221,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.08898249,39.17941579,4337082.08079735,578687.6662343,18N,
-8246135.2159,4747640.5181,905,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.70001221,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.07629164,39.18105459,4337275.03856496,579781.98456117,18N,
-8244722.4139,4747875.668,906,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.70001221,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.06360023,39.18269199,4337467.99644118,580876.30301021,18N,
