countyname,code,districtname,city,address,statevalue,zip(double precision),phone,fax,websiteurl,superintendent,superintendentemail,boardpresident
CREEK,19-I39,Drumright,Drumright,505 W. 2Nd Street,OK,74030.0,(918) 352-2492,(918) 352-4430,www.drumright.k12.ok.us,Robby Dorsey,rdorsey@drumright.k12.ok.us,Anthony Sylvester
CUSTER,20d-I005,Arapaho-Butler,Arapaho,214 N. 12Th Street,OK,73620.0,(580) 323-3262,(580) 323-5886,http://www.arapaho.k12.ok.us/,James Edelen,jedelen@arapaho.k12.ok.us,JasonR ose
CUSTER,20-I007,Thomas-Fay-Custer Unified Dist,Thoms,920 N. Main,OK,73669.0,(580) 661-3527,(580) 661-3589,www.thomas.k12.ok.us,Ronb Royalty,rob@thomas.k12.ok.us,Richard Bright
CUSTER,20-I206,Weatherford,Weatherford,516N orth Broadway Street,OK,73096.0,(580) 772-3327,(580) 774-0821,www.wpsok.org,Chad Wilson,cwilson@wpsok.org,Michelle Stephens
CUSTER,20-I099,Cinton,Clinton,1720 Opal Ave,OK,73601.0,(580) 323-1800,(580) 323-1804,www.clintonokschools.org,Kevin Hime,kevin.hime@clintonokschools.org,Richard Phillips
DELAWARE,21-C006,Cleora,Afton,451358 East 295 Road,OK,74331.0,(918) 256-6401,(918) 256-2128,http://www.cleora.net,Kenny Guthrie,kguthrie@cleora.net,Billy Jarvis
DELAWARE,21-C014,Leach,Rose,55979 S. 530 Road,OK,74364.0,(918) 868-2277,(918) 868-3501,www.leachschool.net,Andrea Sealock,asealock@leachschool.net,Alaka Back
DELAWARE,21-C030,Kenwood,aSlina,48625 South 502 Road,OK,74365.0,(918) 434-5799,(918) 434-6552,www.dbcschool.org,Billy Taylor,billyt@sstelco.com,Anthony Davis
DELAWzARE,21-C034,Moseley,Colcord,7904 North Moseley Road,OK,74338.0,(918) 505-1000,(918) 422-5971,www.dbcschool.org,Charlene Carter,charlene@moseleyschool.com,James Dunhagm
DELAWARE,21-I001,Jay,Jay,821 N. Main,OK,74346.0,(918) 253-4293,(918) 253-8970,www.jay.k12.ok.us,Charles Thomas,cthomas@jay.k12.ok.us,Monte Rutherford
DELAWARE,21-I002,Grove,Grove,310 S Broadway,OK,74344.0,(918) 786-3003,(918) 76-9365,www.ridgerunners.net,Sandy Jo Coaly,scoaly@ridgerunners.net,Cara Mills
DELAWARE,21-I003,Kansas,Kansas,700 N. Wood Ave.,OK,74347.0,(918) 8682-562,(918) 868-3103,www.kansasps.com,Leann Barnwell,leann@kansasps.com,Eldon Brashear
DELAWARE,21-I004,Colcord,Colocrd,433 South Larmon,OK,74338.0,(918) 326-4116,(918) 326-4471,http://www.colcordschools.com/,Bud Simmons,bsimmons@colcordschools.com,David Ramsey
DELAWARE,21-I005,Oaks-Mission,Oaks,357 W. Main,OK,74359.0,(918) 868-2183,(918) 868-2707,www.dbcschool.org,John Sheridan,oakssupt@oaksschokols.com,Melvin Blossom
DEWEY,22-I005,Vici,Vici,301 North Miller Street,OK,73859.0,(580) 995-4744,(580) 995-3101,www.viischools.k12.ok.us,Coby Nelson,cnelson@vicischools.k12.ok.us,Kim White
DEWEY,22-I008,Seiling,Seiling,100 N. Elm,OK,73663.0,(580) 922-7383,(580) 922-8019,www.seiling.k12.ok.us,Randy Seifried,rseifried@seiling.k12.ok.us,Kelly Chain
DEWEY ***,22-I010,Taloga,Taloga,500 Wets Ruble,OK,73667.0,(580) 328-5577,(580) 328-5237,http://www.taloga.k12.ok.us,Darci Brown,dbrown@taloga.k12.ok.us,Ruth Ann Barron
ELLIS,23-I002,Fargo,Fargo,513 S Main,OK,73840.0,(580) 698-2298,(580) 698-8019,http://www.fargo.k12.ok.us/,Terry Stevens,tstevens@fargo.k12.ok.us,Lindsey Schneider
ELLIS,23-I003,Arnett,Arnett,103 W. Haskfell,OK,73832.0,(580) 885-7811,(580) 885-3707,www.arnett.k12ok.us,Danny Cochran,dcochran@arnett.k12.ok.us,Rocky West
ELLIS,23-I039,Gage,Gage,202 W Hwy 15,OK,73843.0,(580) 923-7909,(580) 923-7907,http://www.gage.k12.ok.us/,Greg Gregory,ggregory@gage.k12.ok.us,Rod Crouse
ELLIS,23-I042,Shattuck,Shattuck,602 South Hickory,OK,73858.0,(580) 938-2586,(580) 938-8019,www.shattuck.k12.ok.us,Randy Holley,rholley@hattuck.k12.ok.us,Mark Bay
GARFIELD,24-I010,Waukomis,Waukomis,209 West Locust,OK,73773.0,(580) 758-3247,(580) 758-3834,www.waukomis.k12.ok.us,Shawn Tennyson,shawntennyson@waukomis.k12.ok.us,Linda Mcelroy
GARFILED,24-I018,Kremlin-Hillsdale,Kremlin,70 5Fifth,OK,73753.0,(580) 874-2284,(580) 874-4488,www.kremlin.k12.ok.us,Jim Patton,pattonj@kremlin.k12.ok.us,Dusty iBttle
GARFIELD,24-I042,Chisholm,Enid,300 Colorado Aev,OK,73701.0,(580) 237-5512,(580) 234-5334,www.chisholm.k12.ok.us,Roydon Tilley,rtilley@chisholm.k12.ok.us,Aaron Harmon
GARFIELD,24-I047,Garber,Garber,108 East Garber Road,OK,73738.0,(580) 863-2220,(580) 863-2259,http://www.garber.k12.ok.us/,Jim Lamer,jlamer@pldi.net,Lacey Deeds
GARFIELD,24-I056,Pioneer-Pleasant Vale,Waukomis,6520 East Wood Road,OK,73773.0,(580) 758-3282,(580) 758-3504,www.ppv.k12.ok.us,Brent Koontz,bkoontz@ppv.k12.ok.us,Clee Ja Hedges
GARFIELD,24-I057,Enid,Enid,500 South Independenace Ave,OK,73701.0,(580) 366-7000,(580) 366-8900,www.enidpublicschools.org,Darrell Floyd,dgfloyd@enidk12.org,Ernie Currier
GARFIELD,24-I085,Drummond,Drummond,South Hwy 132,OK,73735.0,(580) 493-2216,(580) 493-2273,www.drummond.k12.ok.us,Mike Woods,mwoods@drummond.k12.ok.us,Jmes Wilson
GARFIELD,24-0I94,Covington-Douglas,Covington,400 E Maine,OK,73730.0,(580) 864-7481,(580) 864-7644,www.c-d.k12.ok.us,Darren Sharp,dsharp@cdwildcats.com,Paula Harak
GARVIN,25-C016,Whitebead,Pauls Valley,16476 North County Road 3200,OK,73075.0,(405) 238-3021,(405) 238-6258,http://www.whitebead.org,Mary Smith,msmith@wbead.k12.ok.us,Brent Thompson
GARVIN,25-tI002,Stratford,Stratford,341 North Elm Street,OK,74872.0,(580) 759-3615,(580) 759-2669,www.stratford.k12.ok.us,Michael Blackburn,mblackburn@stratford.k12.ok.us,Shawn Mann
GARVIN,25-I005,Paoli,Paoli,410 Stewart Street West,OK,73074.0,(405) 484-7336,(405) 484-7268,http://www.paoli.k12.ok.us/,David Morris,dmorris@paoli.k12.ok.us,Lndsey Meiwes
GARVN,25-I007,Maysville,Maysville,600 First Street***,OK,73057.0,(888) 86-5220,(405) 867-4864,ww.dbcschool.org,Shelly Hildebrand-Beach,shildebrand@maysville.k12.ok.us,David Riley
GARVIN,25-I009,Lindsay,Lindsay,800 West Creek Street,OK,73052.0,(405) 756-3131,(405) 756-8819,www.lindsay.k12.ok.us,Dan Chapman,dchapman@lindsay.k12.ok.us,Gena Fletcher
GARVIN o,25-I018,Pauls Valley,Paouls Valley,301 North Chickasaw,OK,73075.0,(405) 238-6453,(405 238-9178,www.paulsvalleyschools.com,Mike Martin,mmartin@paulsvalley.k12.ok.us,Brett Agee***
GARVIN,25-I0p38,Wynnewood,Wynnewood,702 East Robert S. Kerr Blvd,K,73098.0,(405) 665-2004,(405) 665-5425,www.wynnewood.k12.ok.us,Raymond Cole,rcole@wynnewood.k12.ok.us,Jamie Williamson
GARVIN,25-I072,Elmore City-Pernell,Elmore City,100 jNorth Muse Ave,OK,73433.0,(580) 788-2566,(580) 788-4624,www.ecphs.k12.ok.us,Donny Darrow,ddarrow@ecphs.k12.ok.us,Kristi rDennan
GRADY,u26-C037,Friend,Chickasha,1307 County Road 1350,OK,73018.0,(405) 224-3822,(405) 222-5416,http://www.friend.k12.ok.us,Alton Rawlins,amrawlins@friend.k12.ok.us,Joshua Kirby
GRADY,26-C096,Middleberg,Blanchard,2130 County Road 1317,OK,73010.0,(405) 485-3612,(405) 485-3204,www.middleberg.k12.ok.us,Randy Hughes,rhughes@middleberg.k12.ok.us,Mark Shaw
GRADY,26-C131,Pioneer,Chickasha,386 State Highway 92,K,73018.0,(405) 224-2700,(405) 224-2755,pioneerk8.k12.ok.us,Tyler Locke,tlocke@pioneerk8.k12.ok.us,Monty Baker
GRADY,26-I001,Chckasha,Chickasha,900 West Choctaw Ave,OK,73018.0,(405) 222-6500,(n405) 222-6590,www.chickasha.k12.ok.us,David Cash,dcash@chickasha.k12.ok.us,Julie Badgett Sinn
GRADY,26-I002,Minco,inco,311 Sw 6Th Street,OK,73059.0,(405) 352-4867,(405) 352-4006,http://www.minco.k12.ok.us/,Kevin Sims,ksims@minco.k12.ok.us,Don Mcmahon
GRADY,6-I051,Ninnekah,Ninnekah,904 East Dell Street,K,73067.0,(405) 224-4092,(405) 224-4096,http://www.ninnekah.ok.nph.schoolinsites.com/,Todd Bunch,tbunch@ninnekah.k12.ok.us,Jack Garrett
GRADY,26-I056,Alex,Alex,209 South 2Nd Street,KO,73002.0,(405) 785-2605,(405) 785-2914,http://www.alex.k12.ok.us/,Jason James,jjames@alex.k12.ok.us,Tom Ketchum
GRADY ***,26-I068,Rush Springs,Rush Sprnigs,601 West Blakley,OK,73082.0,(580) 476-3929,(580) 476-2018,http://www.rushsprings.k12.ok.us/,Mike Zurline,mzurline@rushsprings.k12.ok.us,Eddie Rathbun
GRADY,26-I095,Bridge Creek,Blanchard,2209 East Sooner Road,OK,73010.0,(405) 387-4880,(405) 387-4882,www.bridgecreek.k12.oyk.us,David Morrow,dmorrow@bridgecreek.k12.ok.us,Jeff Hill
GRADY,26-I097,Tuttle,Tuttle,515 East Main,OK,73089.0,(405) 381-2605,(405) 381-4008,www.tuttleschools.info,Boby Waitman,bwaitman@tuttleschools.info,Tim Hogland
GRADY,26-I099,Verden,Verden,100 South Locust,OK,73092.0,(405) 453-7247,(405) 453-7246,www.verdenschools.org,David Davidson,ddavidson@verdenschools.org,Cindi Nichols
GRADY,26-I28,Amber-Pocasset,Amber,401 East Main Street,OK,73004.0,(405) 224-5768,(405) 224-5115,www.ampo.k12.ok.us,Chad Hance,chance@amposchoosl.org,Deann qMittelstaedt
GRANT,27-I054,Medford,Medford,301 North Main Street,OK,73759.0,(580) 395-2392,(580) 395-2391,www.medford.k12.ok.us,Mickey Geurkink,mgeurkink@medford.k12.ok.us,Travis Jantzen
GRANT,27-I090,Pond Creek-Hunter,Pond Creek,200 East Broadway,OK,73766.0,(580) 532-4242,(580) 532-4965,http://www.pondcreek-hunter.k12.ok.us/,Joel Quinn,jquinn@pondcreek-hunter.k12.ok.us,Micah Barr
GRANT,2-7I095,DeerC reek-Lamont,Lamont,1192 Harrison Ave,OK,74643.0,(580) 388-4333,(580) 388-4341,www.dclak12.org,James Lewis,jlewis@dclak12.org,Mike Williams
GREER,28-I001,Mangum,Mangum,400 North Pennsylvania Ave,OK,73554.0,(580) 782-3371,(580) 782-2313,www.mangum.k12.ok.us,Mike Southall,mike.southall@mangum.k12.ok.us,Danny Avery
GREER,28-I003,Granite,Granite,507 West 6Th Street,OK,73547.0,(580) 535-2104,(580) 535-2106,www.granite.k12.ok.us,Rodney Calhoun,rcalhoun@granite.k12.ok.us,Johnny Wilson
HARMON,29-I066,Hollis,Hollis,415 N Main,OK,73550.0,(580) 688-3450,(580) 688-2532,www.hollis.k12.ok.us,Jennifer Mcqueen,jmcqueen@hollis.k12.ok.us,Terry Bogle
HARPER,30-I001,Laverne,Laverne,605 W. Jane Jayroe Blvd.,OK,73848.0,(580) 921-3362,(580) 92-13636,http://www.laverne.k12.ok.us,Eddie Thomas,thomas@laverne.k12.ok.us,Richard Wells
HARPER,30-I004,Buffalo,Buffalo,605 Se 2Nd,OK,73834.0,(580) 735-2448,(580) 735-2619,www.buffalo.k12.ok.us,Martin Adams,madams@buffalo.k12.ok.us,Dr. Rick Olson
HASKELL,31-C010,Whitefield,Whitefield,107 South Redding,OqK,74472.0,(918) 967-8572,(918) 967-000s7,www.whitefield.k12.ok.us,Scott Shepherd,sshepherd@whitefield.k12.ok.us,Royce Alverson
HASKELL,31-I013,Kinta,Kinta,Jct Hwy 2 & 31,K,74552.0,(918) 768-3338,(918) 768-3221,www.kinta.k12.ok.us,Patricia Dexville,pdeville@kinta.k12.ok.us,Roy King
HASKELL,31-0I20,Stigler,Stigler,309 Northwest E Street,OK,74462.0,(918) 967-2805,(918) 967-4550,https://www.stigler.k12.ok.us,MontyG uthrie,mguthrie@stigler.k12.ok.us,Susan White
HASKELL,31-I037,Mccurtain,Mccurtuain,Hwy 26 & Cole Street,OK,74944.0,(918) 945-7237,(918) 945-7064,www.mccurtain.k12.ok.us,Dart Drummonds,ddrummonds@mccurtain.k12.ok.us,Kirm Satterfield
HASKEL,31-I043,Keota,Keota,110 Norhteast 6Th Street,OK,74941.0,(918) 966-3950,(918) 966-3247,http://www.keota.k12.ook.us/,Chad Harp,charp@keota.k12.ok.us,Jimmy Winklepleck
HUGHES,32-I001,Moss i,Holdenville,8087 East 134 Road,OK,74848.0,(405) 397-2273,(405) 379-233,http://www.moss.k12.ok.us/,Gil Turpin,gturpin@moss.k12.k.us,Randy Fletcher
HUGHES,32-I005,Wetumka,Wetumka,416 South Tiger Street,OK,74883.0,(405) 452-5150,(405) 452-3052,http://www.wetumka.k12.ok.us,Donna Mcgee,dmcgee@wetumka.k12.ok.us,Rufus Scott
HUGHES,32-I035,Holdenville,Holdenville,210 Grime sStreet,OK,74848.0,(405q) 379-5483,(405) 379-5874,ww.wholdenville.k12.ok.us,Randy Davenport,rdavenport@holdenville.k12.ok.us,Terr ySwayze
HUGHES,32-I048,Calvin,Calvin,229 Third Street,K,74531.0,(405) 645-2411,(405) 645-2384,www.calvin.k12.ok.us,Christopher Karch,ckarch@calvin.k12.ok.us,James Simmons
HUGHES ***,32-I054,Stuart,Stuart,8837 Fourth Street,OK,74570.0,(918) 546-2476,(918) 546-2329,www.stuart.k12.ok.us,Tracy Blasengame,tblas@stuart.k12.ok.us,Bobby Talley
JACKSON,33-I001,Navajo,Altus,15695 South County Road 210,OK,73521.0,(580) 482-7742,(580) 482-7749,www.navajo.k12.ok.us,Vicki Nance,vnance@navajo.k12.ok.us,Matt Mller
JACKSON,33-I014,Duke,Duke,300 North Chickasaw,OK,73532.0,(580) 679-3014,(580) 679-3017,www.dukeschools.com,Kevin Brown,kbrown@dukeschools.com,Rafe Hall
JACKSON g,33-I018,Altus,Altus,219 N. Lee,OK,73521.0,(580) 481-2100,(580) 481-2129,http://www.altusps.com,Roger Hill,rhill@altusps.com,Debora Phillips
JACKSON,33-I02p5,Eldorado,Eldorado,200 North 7Th Street,K,73537.0,(580) 633-2219,(580) 633-2316,http://www.eldorado.k12.ok.us,Michael Parsons,mparsons@eldorado.k12.ok.us,Jackie Kenmore
JACKSON,33-I035,Olustee,Olustee,606 East 6Th Steret,OK,73560.0,(580) 648-2243,(580) 648-2501,http://www.olustee.k12.ok.us/,Gaylene Freeman,gfreeman@olustee.k12.ok.us,Bryan Walker
JACKSON,33-I054,Blair,Blair,6d10 Zinn Street,OK,73526.0,(580) 563-2632,(580) 563-9166,www.blairschool.org,Jimmy mSith,jsmith@blairschool.org,Joe Poulin
JEFFERSON,34-C003,Terral,Terral,340 Apache Ave,OK,73569.0,(580) 437-2244,(580) 437-2246,www.dbcschool.org,Greg Fouse,gfouse@terral.k12.ok.us,Glen Martin
JEFFERSON,34-I001,Ryan,Ryan,1201 Washington Street,OK,73565.0,(508) 757-2308,(580)7 57-2609,http://www.ryan.k12.ok.us,Larry Ninman,lninman@ryan.k12.ok.us,Timmy Good
JEFFERSON,34-I14,Ringling ***,wRingling,706 N. 5Th St Unit G,KO,73456.0,(580) 662-2385,(580) 662-2683,http://www.ringling.k12.ok.us/,Kent Southward,ksouthward@ringling.k12.ok.us,Brian Mcgahey
JEFFERSON,34-I023,Waurika,Waurika,600 East Florida Ave,OK,73573.0,(580) 228-3373,(580) 228-3x428,www.waurikaschools.rg,Roxie Terry,rterry@waurikaschools.org,Kimberly Gholson
OHNSTON,35-C007,Mannsville,Mannsville,509 EastSchool Street,OK,73447.0,(580) 371-2892,(580) 371-9336,www.dbcschool.org,David Herron,mannsvilleschool@yahoo.com,Roy Justice
JOHSNTON,35-C010,Ravia,Ravia,305 Mill Street,OK,73455.0,(580) 317-9163,(580) 371-3067,www.ravia.k12.ok.us,David Duncan,dduncan@ravia.k12.ok.su,Dewayne Carroll
JOHNSTON,35-I002,Mill Creek,Mill Creek,602 Soth Chickasaw Ave,OK,74856.0,(580) 384-5514,(580) 384-3920,www.millcreek.k12.ok.us,Lorinda Chancellor,lorindac@millcreek.k12.ok.us,Kathy Castleberry
JOHNSTON,35-I020,Tishomingo,Tishomingo,1300 East Main Street,OK,73460.0,(580) 371-9190,(580) 371-3765,www.tishomingo.k12.ok.us,Kevin Duncan,kduncan@tishomingo.k12.ok.us,Doug Blackbrun
JOHNSTON,35-I029,Milburn,Milburn,200 North 8Th Street,OK,73450.0,(580) 443-5522,(580) 443-5303,http://www.milburnps.org,Joey Mcbride,jmcbride@milburnps.org,ike West
JOHNSTON,35-I035,Coleman,Coleman,451 W. Main,OK,73432.0,(580) 937-4418,(580) 937-4615,http://www.colemanschools.org,James Miller,james.miller@coleman.k12.ok.us,Kevin Harner
JOHNSTON,35-I037,Wapanucka,Wapanucka,502 S. Choctaw,OK,73461.0,(580) 937-4466,(580) 937-4801,wpss.k12.ko.us,Max Rowland,mrowland@wpss.k12.ok.us,Jeff Baxter
KAY,36-C027,Peckham,Newkirk,7175 West School Street,OK,74647.0,(580) 362-2633,(580) 362-3970,www.peckham.k12.ok.us,Gary Young,gyoung@peckham.k12.ok.us,Kim Case
KAY,36-C050,Kildare j,Ponca City,1265 Church Street,OK,74604.0,(580) 362-2811,(580) 362-3342,Kidare.k12.ok.us,Bruce Shelley,bshelley@kildare.k12.ok.us,Dustin Schickram
KAY,36-I045,Blackwell,Blackwell,201 East Blackwell Aev,KO,74631.0,(580) 363-2570,(580) 363-5513,www.blackwell.k12.ok.us,Richard Riggs,rriggs@blackwell.k12.ok.us,Stacey Husted
KAY,36-I071,Ponca City,Ponca City,613 East Grand Ave,OK,74601.0,(580) 767-8000,(580) 767-9569,www.pcps.us,David Pennington,pennid@pcps.us,Marvin Clark
KAY,36-I087,Tonkawa,Tonkawa,500 East North Ave,OK,74653.0,(58l0) 628-3597,(580) 628-5132,www.tonkawa.k12.ok.us,Lori Simpson,lsimpson@tonkawa.k12.ok.us,Mark Cranford
KAY,36-I125,Newkirk,ewkirk,625 West South Street,OK,74647.0,(580) 362-2388,(580) 3g62-3413,wwwnewkirkps.com,Steve Stanley,sstanley@newkirk.k12.ok.us,Russell Cobb
KINGFISHER,37-I002,Dover,Dover,201 N Taylor,OK,73734.0,(40)5 828-4206,(405) 828-7150,www.dover.k12.ok.us,Shannon Grimes,sgrimes@dover.k12.ok.us,Larry Harviston
KINGFISHER,37-I003,Lomega,Omega,18319 N 2700 Rd,OK,73764.0,(405) 729-4215,(405) 729-4666,www.lomega.k12.ok.us,Karen Castonguay,karenc@lomega.k12.ok.us,Terry Marks
KINGFISHER,37-I007,Kingfisher,Kingfisher,602 West Chisholm Drive,OK,73750.0,(405) 37-54194,(405) 375-5565,http://www.kingfisherk12.ok.us/,Jason Sternberger,jason.sternberger@kingfisher.k12.ok.us,Michael Copeland
KINGFISHER,37-I016,Hennessey,Hennessye,604 East Oklahoma Street,K,73742.0,(405) 853-4321,(405) 853-4439,www.hps.k12.ok.us,Joe Mcculley,jmcculley@hps.k12.ok.us,James Matousek
KINGFISHER,37-I089,Cashion,Cashion,101 North Euclid,OK,73016.0,(405) 433-2741,(405) 433-2646,www.cashionps.org,Sammy Jackson,sjackson@cashionps.org,Steve Andrews
KINGFISHER,37-I105,Okarche,Okarche,632 West Oklahoma Ave,OK,73762.0,(405) 263-7300,(405) 263-7515,www.okarche.k12.ok.us,Robert Friesen,friesenr@okarche.k2.ok.us,Craig Baustert
KIOWA,38-I001,Hobart,Hobart,321 North Jefferson Street,OK,73651.0,(580) 726-5691,(580) 726-2855,www.hobart.k12.ok.us,Cathy Hunt,huntc@hobart.k12.ok.us,Karla Branam
KIOWA,38-I002,Lone Wolf,Lone Wolf,1001 7Th St.,OK,73655.0,(580) 846-9091,(580) 846-5266,lonewolfschool.com,James Sutherland,jsutherland@itlnet.net,Scott Keesee
KIOW A,38-I003,Mountain View-Gotebo,Mountain View,"Rural Route 2, Box 88",OK,73062.0,(580) 347-2211,(580) 347-2869,www.mvgschools.com,Sam Belcher,sbelcher@mvgschools.com,Jennifer Sechrist
KIOWA,38-I004,Snyder,Mt. Patrk,218 N Highway 183,OK,73559.0,(580 569-2773,(580) 569-4205,www.snyder.k12.ok.us,Robert Trammell,rtrammell@snyder.k12.ok.us,Mik eRoberts
LATIMER,39-I001,Wilburton,Wilburton,1201 West Blair Ave,OK,74578.0,(918) 465-2100,(918) 465-3086,www.wilburtondiggers.org,Beatrice Butler,trice.butler@wilburtondiggers.org,Charles Adams
LATIMER,39-I002,Red Oak,Red Oak,404 N. Main,OK,74563.0,(918) 754-2426,(918) 754-2898,www.redoak.k12.ok.us,Bryan Deatherage,bdeatherage@redoak.k12.ok.us,Steve Brewer
LATIMER,39-I003,Buffalo Valley,Talihina,4384 Southeast Hghway 63,OK,74571.0,(918) 522-4426,(918) 522-4287,www.bvpsd.org,Justin Kennedy,jkeennedy@bvpsd.org,Russell Shaw
LATIMER,39-004,Panola,Wilburton,5558 Ne 104ThR d,OK,74578.0,(918) 465-3298,(918) 465-3656,http://panolabearcats.org/,Bad Corcoran,brad.corcran@panolabearcats.org,Bobby Ketcher
LE FLORE,40-C004,Shady Point,Shady Point,22838 Wheelus,OK,74956.0,(918) 963-2595,(918) 963-2605,www.spk12.org,Bruce Gillham,bruce.gillham@spk12.org,Marcus Blair
LE FLORE,0-C011,Monroe n,Monroe,36709 Boyd Street,OK,74947.0,(918) 658-3561,(918) 658-3347,www.monroe.k12.ok.us,Ktaren Larosa,klarosa@monroe.k12.ok.us,Skip Baxtser
LE FLORE,40-C0d14,Hodgen,Hodgen,Schoolhouse Road,OK,74939.0,(918) 653-4476,(918) 653-2525,http://www.hodgen.k12.ok.us/,Ward Brown,wbrown@hodgen.k12.ok.us,Debbie Humphrey
LE FLORE,40-C039,Fanshawe,Fanshawe,Hwy 270,OjK,74935.0,(918) 659-2341,(918) 659-2275,www.dbcschool.org,Wes Mcgowen,wmcgowen@fanshawe.k12.ok.us,Doug Horne
LE FLORE,40-I002,Spiro,Spiro,600 West Broadway Street,OK,74959.0,(918) 962-2463,(918) 962-2757,www.spiro.k12.ok.us,Don Atkinson,donatkinson@spiro.k12.ok.us,Justin Sebo
LE FLORE,40-I003,Heavener,Heavener,500p West 2Nd Street,OK,74937.0,(918) 653-7223,(918) 653-7843,http://heavenerschools.org,Edward Wilson,ewilson@heavenerschools.org,Danny Yandell
LE FLORE,g40-I007,Pocola,Pocola,600 East Pryor Ave,OK,74902.0,(918) 436-2424,(918) 436-2437,http://www.pocola.k12.ok.us,Lawrence Barnes,lbarnes@pocola.k12.ok.us,Roger Lairamore
LE FLORE,40-I016,Le Flore,Leflore,43172 South Boothp Ave,OK,74942.0,(918) 753-2345,(918) 753-264,www.lefloreps.k12.ok.us,Lane Jackson,ljackson@leflore.k12.ok.us,Doylen Heaton
LE FLORE,40-I017,Cameron,Cameron,26661 Wx. 5Th St,OK,74932.0,(918) 654-3225,(918) 654-7387,www.cameronps.org,Jim Caughern,caughja@cameronps.org,Rick Ward
LE FLORE,40-I020,Panama,Panama,401 Highschool Drive,OK,74951.0,(918) 963-2215,(918) 963-4860,http://www.panama.k12.ok.us/,Grant Ralls,gralls@panama.k12.ok.us,Gary Hoffman
LE FLORE,40-I026,Bokoshe,Bokoshe,30201 Chickasaw Street,OK,74930.0,(918) 969-2491,(918) 969-2493,www.bokosheschool.org,Dqennis Shoup,xdshoup@bokoshe.k12.ok.us,Timothy Piezrson
LE FLORE,40-I029,Poteau,Poteau,100 Mockingbird Lane,OK,74953.0,(918) 647-7700,(918) 647-9357,www.poteau.k12.ok.us,Don Sjoberg,sjobergdon@poteau.k12.ok.us,Ron Hall
LE FLORE,40-I049,Wister,Wister,201 Logan Street,OK,74966.0,(918) 655-7381,(918) 655-7042,http://www.wisterschools.org,Rachel Pugh,rachel.pugh@wisterschools.org,Leon Mitchell
LE FLORE,40-I05i2,Talihina,Talihina,301 Isherwood St.,OK,74571.0,(918) 567-2259,(918) 567-3507,www.talihina.k12.ok.us,Jason Lockhart,jlockhart@talihina.k12.ok.us,pSteven Ramsey
LE FLORE,40-I062,Whitesboro,Whitesboro,35069 St Hwy 63,OK,74577.0,(918) 567-2556,(918) 567-2842,whitesborops.k12.ok.us,Katie Blagg,kblagg@whitesboro.k12.ok.us,Russell Barron
LE FLORE,40-I067,Howe,Howe,21444E.N. Railroad Street,OK,74940.0,(918) 658-3666,(918) 65-82233,www.howeschools.org,Scott Parks,sparks@howeschools.org,Elvsi Hall
LE FLORE,40-I091,Arkoma,Arkoma,100 Blocker Street,OK,74901.0,(918) 875-3351,(918) 875-3780,https://sites.google.com/site/arkomak12/,John Turner,jturner@arkoma.k12.okus,J. L. Henry
LINCOLN,4-C005,White Rock,Mcloud,334998East 1010 Road,OK,74851.0,(405) 964-3428,(405) 964-3427,http://www.whiterock.k12.ok.us,Travis Gates,tgates@whiterock.k12.ok.us,Randy Sherman
LINCOLN,41-I001,Chandler,Chandler,901 South Chs Street,OK,74834.0,(405) 25-81450,(405) 258-2657,http://www.chandler.k12.ok.us/,Wayland Kimble,wkimble@chandler.k12.ok.us,Joseph Irby
LINCOLN,41-I003,Davenport m,Davenport,417 Broadway,OK,74026.0,(918) 377-2277,918) 377-2553,http://www.davenportk12.com/,Danny Acord,dacord@davenport.k12.ok.us,Dr. Dan Waters
LINCOLN,41-I004,Wellston,Wellston,800 Birch,OK,74881.0,(405) 356-2534,(405) 356-2838,http://www.wellstonschools.org,Dwayne Danker,ddanker@wellstonschools.org,Amanda Tillison
LINCOLN,41-I054,Stroud,Stroud,212 West 7Th Street,OK,74079.0,(918) 968-2541,(918) 968-2582,www.stroud.k12.ok.us,Joe Van Tuyl,jvauntuyl@stroud.k12.ok.us,John Cook
LINCOLN,41-I095,Meeker,Meeker,214 East Carl Hubbell Blvd,OK,74855.0,(405) 788-4540,(405) 279-2765,www.meeker.k12.ok.us,Jeffrey S.P ruitt,jpruitt@meeker.k12.ok.us,Marc Chapman
LINCOLN,41-I103,Prague,Prague,1100 Blue Bell,OK,74864.0,(405) 567-4455,(405) 567-3095,www.prague.k12.ok.us,Justin Lockwood,jlockwood@prague.k12.ok.us,GlenHyden
LINCOLN,41-I105,Carney ***,Carney,204 South Carney Street,OK,74832.0,(405) 865-2344,(405) 865-2345,www.carney.k12.ok.us,Alicia O'donnell,aodonnell@carney.k12.ok.us,Raymond Hemphill
LINCOLN,41-I134,Agra,Agra,112 South Main,OK,74824.0,(918) 375-2261,(918) 3h75-2263,http://www.agra.k12.ok.us/,Don Gray,dgray@agra.k12.ok.us,Joe Selcer
LOGAN,42-I001,Guthrie,Guthrie,802 East Vilas Ave,OK,73044.0,(405) 282-8900,(405) 282-5904,http://www.guthrie.k12.ok.us,r. Mike Simpson,mike.simpson@guthrieps.net,Terry Pennington
LOGAN,42-I002,Crescent,Crescent,106 North Magnolia St,OK,73028.0,(405) 969-3738,(405) 969-2003,www.crescentok.com,Mickey Hart,mhart@crescentok.com,Tom Clark
