OBJECTID,STATEABBR,PRINMERCD,PRINMER,TWNSHPNO,TWNSHPFRAC,TWNSHPDIR,RANGENO,RANGEFRAC,RANGEDIR,TWNSHPDPCD,PLSSID,TWNSHPLAB,SRVNAME,SURVTYP,SURVTYPTXT,SOURCEDATE,SOURCEREF,SHAPE_Length,SHAPE_Area
632,NM,23,New Mexico Meridian,002,0,S,006,0,W,0,NM230020S0060W0,2S 6W,,,,,,38212.5835461211,90816808.7271322
633,NM,23,New Mexico Meridian,002,0,S,007,0,W,0,NM230020S0070W0,2S 7W,,,,,,38619.0771669076,92659180.8842697
634,NM,23,New Mexico Meridian,001,0,S,007,0,W,0,NM230010S0070W0,1S 7W,,,,,,39247.5533956098,95962952.1209383
635,NM,23,New Mexico Meridian,001,0,S,006,0,W,0,NM230010S0060W0,1S 6W,,,,,,39015.9855923589,94170696.2719375
636,NM,23,New Mexico Meridian,002,0,S,004,0,W,0,NM230020S0040W0,2S 4W,,,,,,38396.7754493772,91641886.5827526
637,NM,23,New Mexico Meridian,002,0,S,005,0,W,0,NM230020S0050W0,2S 5W,,,,,,38077.6638698504,90179175.4145943
638,NM,23,New Mexico Meridian,001,0,S,005,0,W,0,NM230010S0050W0,1S 5W,,,,,,38650.8688910297,92969251.5045606
639,NM,23,New Mexico Meridian,001,0,S,004,0,W,0,NM230010S0040W0,1S 4W,,,,,,38457.2538792203,92120951.3489421
640,NM,23,New Mexico Meridian,004,0,S,003,0,W,0,NM230040S0030W0,4S 3W,,,,,,39112.6985025238,92340798.2785189
641,NM,23,New Mexico Meridian,004,0,S,002,0,W,0,NM230040S0020W0,4S 2W,,,,,,38678.4465807771,93103761.89793
642,NM,23,New Mexico Meridian,003,0,S,003,0,W,0,NM230030S0030W0,3S 3W,,,,,,38431.5492759557,91737934.9611223
643,NM,23,New Mexico Meridian,002,0,S,003,0,W,0,NM230020S0030W0,2S 3W,,,,,,38492.7903700229,92607627.0851858
644,NM,23,New Mexico Meridian,002,0,S,002,0,W,0,NM230020S0020W0,2S 2W,,,,,,38616.9794922366,92941573.1755936
645,NM,23,New Mexico Meridian,001,0,S,003,0,W,0,NM230010S0030W0,1S 3W,,,,,,38691.6403717442,93132523.8425537
646,NM,23,New Mexico Meridian,007,0,S,002,0,E,0,NM230070S0020E0,7S 2E,,,,,,38483.1564076797,92293780.6393111
647,NM,23,New Mexico Meridian,008,0,S,002,0,E,0,NM230080S0020E0,8S 2E,,,,,,38560.4502494805,92781837.2390966
648,NM,23,New Mexico Meridian,008,0,S,003,0,E,0,NM230080S0030E0,8S 3E,,,,,,38625.760032759,92986846.4025361
649,NM,23,New Mexico Meridian,007,0,S,003,0,E,0,NM230070S0030E0,7S 3E,,,,,,38528.4449316591,92570717.4017434
650,NM,23,New Mexico Meridian,007,0,S,004,0,E,0,NM230070S0040E0,7S 4E,,,,,,38560.2653959204,92651611.7744845
651,NM,23,New Mexico Meridian,008,0,S,004,0,E,0,NM230080S0040E0,8S 4E,,,,,,38495.1579096215,92367614.4802622
652,NM,23,New Mexico Meridian,005,0,S,003,0,E,0,NM230050S0030E0,5S 3E,,,,,,38696.4383144072,93340807.4835645
653,NM,23,New Mexico Meridian,006,0,S,003,0,E,0,NM230060S0030E0,6S 3E,,,,,,38556.6045517784,92631654.5326878
654,NM,23,New Mexico Meridian,005,0,S,004,0,E,0,NM230050S0040E0,5S 4E,,,,,,38661.1910877526,93168859.0271001
655,NM,23,New Mexico Meridian,006,0,S,004,0,E,0,NM230060S0040E0,6S 4E,,,,,,38569.7024506564,92735122.9942991
656,NM,23,New Mexico Meridian,007,0,S,006,0,E,0,NM230070S0060E0,7S 6E,,,,,,38662.1862677332,93223146.7885699
657,NM,23,New Mexico Meridian,008,0,S,006,0,E,0,NM230080S0060E0,8S 6E,,,,,,39891.1515104881,99509939.4133284
658,NM,23,New Mexico Meridian,007,0,S,005,0,E,0,NM230070S0050E0,7S 5E,,,,,,35704.1703687553,79675682.2756136
659,NM,23,New Mexico Meridian,008,0,S,005,0,E,0,NM230080S0050E0,8S 5E,,,,,,39044.6434026665,94430873.1276388
660,NM,23,New Mexico Meridian,008,0,S,007,0,E,0,NM230080S0070E0,8S 7E,,,,,,40999.8857392143,104380348.492717
661,NM,23,New Mexico Meridian,008,0,S,008,0,E,0,NM230080S0080E0,8S 8E,,,,,,38919.5089895832,94484542.8917673
662,NM,23,New Mexico Meridian,007,0,S,008,0,E,0,NM230070S0080E0,7S 8E,,,,,,39474.3953800157,98460693.5145356
663,NM,23,New Mexico Meridian,007,0,S,007,0,E,0,NM230070S0070E0,7S 7E,,,,,,39341.3352732562,94163551.0793571
664,NM,23,New Mexico Meridian,005,0,S,006,0,E,0,NM230050S0060E0,5S 6E,,,,,,38652.1940766731,93025277.1243276
665,NM,23,New Mexico Meridian,006,0,S,006,0,E,0,NM230060S0060E0,6S 6E,,,,,,36201.4886928035,81924382.6058411
666,NM,23,New Mexico Meridian,005,0,S,005,0,E,0,NM230050S0050E0,5S 5E,,,,,,38743.4905125806,93642606.1904389
667,NM,23,New Mexico Meridian,006,0,S,005,0,E,0,NM230060S0050E0,6S 5E,,,,,,38285.1535424977,91272825.6474518
668,NM,23,New Mexico Meridian,006,0,S,008,0,E,0,NM230060S0080E0,6S 8E,,,,,,40134.2018774764,100574528.20744
669,NM,23,New Mexico Meridian,005,0,S,008,0,E,0,NM230050S0080E0,5S 8E,,,,,,39620.1790663356,98114839.6421176
670,NM,23,New Mexico Meridian,006,0,S,007,0,E,0,NM230060S0070E0,6S 7E,,,,,,37105.9402865954,85801672.7847003
671,NM,23,New Mexico Meridian,005,0,S,007,0,E,0,NM230050S0070E0,5S 7E,,,,,,38659.3814345437,93146457.4963306
672,NM,23,New Mexico Meridian,004,0,S,003,0,E,0,NM230040S0030E0,4S 3E,,,,,,38707.6907769762,93576285.4593378
673,NM,23,New Mexico Meridian,004,0,S,002,0,E,0,NM230040S0020E0,4S 2E,,,,,,38498.9304590403,92360400.1619619
674,NM,23,New Mexico Meridian,003,0,S,002,0,E,0,NM230030S0020E0,3S 2E,,,,,,38698.6894398963,93261661.3011392
675,NM,23,New Mexico Meridian,003,0,S,003,0,E,0,NM230030S0030E0,3S 3E,,,,,,38755.2458949794,93366806.4805317
676,NM,23,New Mexico Meridian,003,0,S,004,0,E,0,NM230030S0040E0,3S 4E,,,,,,38581.6291738126,92744195.1918385
677,NM,23,New Mexico Meridian,004,0,S,004,0,E,0,NM230040S0040E0,4S 4E,,,,,,38608.8294039388,92941621.566086
678,NM,23,New Mexico Meridian,002,0,S,003,0,E,0,NM230020S0030E0,2S 3E,,,,,,38659.1294622275,93194269.4414556
679,NM,23,New Mexico Meridian,002,0,S,002,0,E,0,NM230020S0020E0,2S 2E,,,,,,38492.2771743846,92244869.1008574
680,NM,23,New Mexico Meridian,002,0,S,004,0,E,0,NM230020S0040E0,2S 4E,,,,,,38528.0135413637,92483192.5232829
681,NM,23,New Mexico Meridian,003,0,S,005,0,E,0,NM230030S0050E0,3S 5E,,,,,,38625.382111791,93052412.0424618
682,NM,23,New Mexico Meridian,004,0,S,005,0,E,0,NM230040S0050E0,4S 5E,,,,,,38719.8756132934,93389461.17406
683,NM,23,New Mexico Meridian,004,0,S,006,0,E,0,NM230040S0060E0,4S 6E,,,,,,38617.1234071493,92984517.482583
684,NM,23,New Mexico Meridian,003,0,S,006,0,E,0,NM230030S0060E0,3S 6E,,,,,,38565.830319928,92693345.7343471
685,NM,23,New Mexico Meridian,004,0,S,008,0,E,0,NM230040S0080E0,4S 8E,,,,,,40000.7243469547,99972337.8207277
686,NM,23,New Mexico Meridian,003,0,S,007,0,E,0,NM230030S0070E0,3S 7E,,,,,,38587.4047562572,92799794.7835858
687,NM,23,New Mexico Meridian,003,0,S,008,0,E,0,NM230030S0080E0,3S 8E,,,,,,39974.6996905866,99849912.9791363
688,NM,23,New Mexico Meridian,004,0,S,007,0,E,0,NM230040S0070E0,4S 7E,,,,,,38474.9505527573,92283732.2706942
689,NM,23,New Mexico Meridian,002,0,S,006,0,E,0,NM230020S0060E0,2S 6E,,,,,,38626.7013373065,92985629.6462628
690,NM,23,New Mexico Meridian,002,0,S,005,0,E,0,NM230020S0050E0,2S 5E,,,,,,38531.8617166488,92491255.8064307
691,NM,23,New Mexico Meridian,001,0,S,005,0,E,0,NM230010S0050E0,1S 5E,,,,,,38677.8237635065,93196741.4056404
692,NM,23,New Mexico Meridian,001,0,S,006,0,E,0,NM230010S0060E0,1S 6E,,,,,,38758.4500398317,93612823.038322
693,NM,23,New Mexico Meridian,002,0,S,008,0,E,0,NM230020S0080E0,2S 8E,,,,,,39958.5311008098,99742090.9818247
694,NM,23,New Mexico Meridian,001,0,S,008,0,E,0,NM230010S0080E0,1S 8E,,,,,,40073.4155090814,100260380.15915
695,NM,23,New Mexico Meridian,002,0,S,007,0,E,0,NM230020S0070E0,2S 7E,,,,,,38573.1416212285,92746806.3282066
696,NM,23,New Mexico Meridian,001,0,S,007,0,E,0,NM230010S0070E0,1S 7E,,,,,,38755.8487764369,93523108.9677227
697,NM,23,New Mexico Meridian,025,0,S,010,0,E,0,NM230250S0100E0,25S 10E,,,,,,38770.0832200651,93246424.0566532
698,NM,23,New Mexico Meridian,026,0,S,012,0,E,0,NM230260S0120E0,26S 12E,,,,,,36006.3066895291,81043608.5580324
699,NM,23,New Mexico Meridian,026,0,S,011,0,E,0,NM230260S0110E0,26S 11E,,,,,,37372.68887865,87243050.4973487
700,NM,23,New Mexico Meridian,025,0,S,011,0,E,0,NM230250S0110E0,25S 11E,,,,,,39392.6845366218,97027424.2252026
701,NM,23,New Mexico Meridian,025,0,S,009,0,E,0,NM230250S0090E0,25S 9E,,,,,,38728.6274969053,93459821.8208291
702,NM,23,New Mexico Meridian,026,0,S,010,0,E,0,NM230260S0100E0,26S 10E,,,,,,36499.5952434978,83257920.9226006
703,NM,23,New Mexico Meridian,026,0,S,009,0,E,0,NM230260S0090E0,26S 9E,,,,,,36409.8843649737,82843395.6031306
704,NM,23,New Mexico Meridian,025,0,S,012,0,E,0,NM230250S0120E0,25S 12E,,,,,,38709.8068492714,93447897.2545024
705,NM,23,New Mexico Meridian,026,0,S,013,0,E,0,NM230260S0130E0,26S 13E,,,,,,35862.8036315251,80381557.2149495
706,NM,23,New Mexico Meridian,025,0,S,016,0,E,0,NM230250S0160E0,25S 16E,,,,,,38759.2627389486,93730335.25182
707,NM,23,New Mexico Meridian,025,0,S,013,0,E,0,NM230250S0130E0,25S 13E,,,,,,38578.9719235023,88894090.2738694
708,NM,23,New Mexico Meridian,026,0,S,014,0,E,0,NM230260S0140E0,26S 14E,,,,,,36683.8646749942,84090662.0729459
709,NM,23,New Mexico Meridian,025,0,S,014,0,E,0,NM230250S0140E0,25S 14E,,,,,,38639.2570118868,93138147.1481109
710,NM,23,New Mexico Meridian,026,0,S,016,0,E,0,NM230260S0160E0,26S 16E,,,,,,36877.2079491262,84958619.3858433
711,NM,23,New Mexico Meridian,025,0,S,015,0,E,0,NM230250S0150E0,25S 15E,,,,,,38709.6608225788,93445251.0348188
712,NM,23,New Mexico Meridian,025,0,S,020,0,E,0,NM230250S0200E0,25S 20E,,,,,,38238.4174251719,91062121.2419748
713,NM,23,New Mexico Meridian,026,0,S,019,0,E,0,NM230260S0190E0,26S 19E,,,,,,36337.7228922621,82548683.1859114
714,NM,23,New Mexico Meridian,026,0,S,020,0,E,0,NM230260S0200E0,26S 20E,,,,,,36298.1565088132,82309664.9677184
715,NM,23,New Mexico Meridian,025,0,S,018,0,E,0,NM230250S0180E0,25S 18E,,,,,,38788.5584510022,93859686.1259678
716,NM,23,New Mexico Meridian,026,0,S,017,0,E,0,NM230260S0170E0,26S 17E,,,,,,36924.7866151698,85329236.3241692
717,NM,23,New Mexico Meridian,025,0,S,017,0,E,0,NM230250S0170E0,25S 17E,,,,,,38737.2489538554,93569421.6219316
718,NM,23,New Mexico Meridian,025,0,S,019,0,E,0,NM230250S0190E0,25S 19E,,,,,,38255.9577387789,91171918.0064293
719,NM,23,New Mexico Meridian,026,0,S,018,0,E,0,NM230260S0180E0,26S 18E,,,,,,36903.0957368235,85021984.4111183
720,NM,23,New Mexico Meridian,025,0,S,021,0,E,0,NM230250S0210E0,25S 21E,,,,,,38323.3032479757,91293261.0305659
721,NM,23,New Mexico Meridian,025,0,S,023,0,E,0,NM230250S0230E0,25S 23E,,,,,,38815.3475911241,93735838.5298718
722,NM,23,New Mexico Meridian,026,0,S,023,0,E,0,NM230260S0230E0,26S 23E,,,,,,36995.3533758637,86087901.4160538
723,NM,23,New Mexico Meridian,023,0,S,010,0,E,0,NM230230S0100E0,23S 10E,,,,,,38897.0676260028,94340614.2500986
724,NM,23,New Mexico Meridian,024,0,S,009,0,E,0,NM230240S0090E0,24S 9E,,,,,,38718.4994670517,92705483.3223476
725,NM,23,New Mexico Meridian,024,0,S,010,0,E,0,NM230240S0100E0,24S 10E,,,,,,39112.1662288602,96472438.3896077
726,NM,23,New Mexico Meridian,024,0,S,011,0,E,0,NM230240S0110E0,24S 11E,,,,,,38979.8901869345,94615332.5063468
727,NM,23,New Mexico Meridian,023,0,S,012,0,E,0,NM230230S0120E0,23S 12E,,,,,,37511.740595962,87332993.2144728
728,NM,23,New Mexico Meridian,023,0,S,011,0,E,0,NM230230S0110E0,23S 11E,,,,,,38986.729812282,94952923.1126865
729,NM,23,New Mexico Meridian,024,0,S,012,0,E,0,NM230240S0120E0,24S 12E,,,,,,38302.9843840035,91257590.3100531
730,NM,23,New Mexico Meridian,022,0,S,010,0,E,0,NM230220S0100E0,22S 10E,,,,,,38893.1348107199,94993136.7411343
731,NM,23,New Mexico Meridian,021,0,S,010,0,E,0,NM230210S0100E0,21S 10E,,,,,,39497.4675733311,96538875.5865471
732,NM,23,New Mexico Meridian,021,0,S,012,0,E,0,NM230210S0120E0,21S 12E,,,,,,38063.7469042261,89691610.98406
733,NM,23,New Mexico Meridian,022,0,S,012,0,E,0,NM230220S0120E0,22S 12E,,,,,,37443.1120825509,87066898.1359531
734,NM,23,New Mexico Meridian,022,0,S,011,0,E,0,NM230220S0110E0,22S 11E,,,,,,38989.7009851652,95210280.5339714
735,NM,23,New Mexico Meridian,021,0,S,011,0,E,0,NM230210S0110E0,21S 11E,,,,,,39236.1493249006,95417487.7145997
736,NM,23,New Mexico Meridian,023,0,S,014,0,E,0,NM230230S0140E0,23S 14E,,,,,,38614.1306298234,92985143.1724441
737,NM,23,New Mexico Meridian,024,0,S,014,0,E,0,NM230240S0140E0,24S 14E,,,,,,38813.4701298824,93873836.1650396
738,NM,23,New Mexico Meridian,024,0,S,013,0,E,0,NM230240S0130E0,24S 13E,,,,,,37993.5273154681,89900830.0706776
739,NM,23,New Mexico Meridian,023,0,S,013,0,E,0,NM230230S0130E0,23S 13E,,,,,,38662.1573990113,93207094.9966366
740,NM,23,New Mexico Meridian,024,0,S,016,0,E,0,NM230240S0160E0,24S 16E,,,,,,38780.3143616588,93830728.2094321
741,NM,23,New Mexico Meridian,024,0,S,015,0,E,0,NM230240S0150E0,24S 15E,,,,,,38881.0296794374,94241387.4875589
742,NM,23,New Mexico Meridian,023,0,S,015,0,E,0,NM230230S0150E0,23S 15E,,,,,,38627.957792509,93051241.4797404
743,NM,23,New Mexico Meridian,023,0,S,016,0,E,0,NM230230S0160E0,23S 16E,,,,,,38817.1540579136,93992759.9774495
744,NM,23,New Mexico Meridian,022,0,S,014,0,E,0,NM230220S0140E0,22S 14E,,,,,,38581.8995280969,92839495.6233786
745,NM,23,New Mexico Meridian,021,0,S,013,0,E,0,NM230210S0130E0,21S 13E,,,,,,39359.0824420387,96398096.9352044
746,NM,23,New Mexico Meridian,022,0,S,013,0,E,0,NM230220S0130E0,22S 13E,,,,,,38620.6247106359,92996035.0329892
747,NM,23,New Mexico Meridian,021,0,S,014,0,E,0,NM230210S0140E0,21S 14E,,,,,,39328.2932182881,96212872.2984378
748,NM,23,New Mexico Meridian,022,0,S,015,0,E,0,NM230220S0150E0,22S 15E,,,,,,38558.8421206225,92701638.2684818
749,NM,23,New Mexico Meridian,021,0,S,015,0,E,0,NM230210S0150E0,21S 15E,,,,,,39378.6945901078,96508786.9515226
750,NM,23,New Mexico Meridian,021,0,S,016,0,E,0,NM230210S0160E0,21S 16E,,,,,,39806.5424645249,98431880.175472
751,NM,23,New Mexico Meridian,022,0,S,016,0,E,0,NM230220S0160E0,22S 16E,,,,,,38856.2536296551,94195403.0909025
752,NM,23,New Mexico Meridian,020,0,S,010,0,E,0,NM230200S0100E0,20S 10E,,,,,,37971.3812672412,89727350.6461551
753,NM,23,New Mexico Meridian,020,0,S,009,0,E,0,NM230200S0090E0,20S 9E,,,,,,38650.9233041647,93166753.3295441
754,NM,23,New Mexico Meridian,019,0,S,009,0,E,0,NM230190S0090E0,19S 9E,,,,,,40212.5183964979,100711198.052531
755,NM,23,New Mexico Meridian,019,0,S,010,0,E,0,NM230190S0100E0,19S 10E,,,,,,37822.8374795773,88655839.736826
756,NM,23,New Mexico Meridian,017,0,S,010,0,E,0,NM230170S0100E0,17S 10E,,,,,,37360.3033524315,86514867.9574253
757,NM,23,New Mexico Meridian,018,0,S,009,0,E,0,NM230180S0090E0,18S 9E,,,,,,39643.0251244927,98076136.3035832
758,NM,23,New Mexico Meridian,018,0,S,010,0,E,0,NM230180S0100E0,18S 10E,,,,,,35663.9550234517,79305436.387752
759,NM,23,New Mexico Meridian,017,0,S,009,0,E,0,NM230170S0090E0,17S 9E,,,,,,39150.6633831505,95832035.1108004
760,NM,23,New Mexico Meridian,017,0,S,012,0,E,0,NM230170S0120E0,17S 12E,,,,,,38808.8549509495,93815815.910948
761,NM,23,New Mexico Meridian,017,0,S,011,0,E,0,NM230170S0110E0,17S 11E,,,,,,38509.2912603468,92056491.9174088
762,NM,23,New Mexico Meridian,019,0,S,014,0,E,0,NM230190S0140E0,19S 14E,,,,,,38956.6434926204,95003209.1830081
763,NM,23,New Mexico Meridian,020,0,S,014,0,E,0,NM230200S0140E0,20S 14E,,,,,,38139.792946685,90803024.1940976
764,NM,23,New Mexico Meridian,020,0,S,016,0,E,0,NM230200S0160E0,20S 16E,,,,,,38336.6341555863,91665384.4137778
765,NM,23,New Mexico Meridian,020,0,S,015,0,E,0,NM230200S0150E0,20S 15E,,,,,,38276.0255809314,91445003.9784618
766,NM,23,New Mexico Meridian,019,0,S,015,0,E,0,NM230190S0150E0,19S 15E,,,,,,38660.0894024899,93306350.3888486
767,NM,23,New Mexico Meridian,019,0,S,016,0,E,0,NM230190S0160E0,19S 16E,,,,,,38963.3370020255,87968742.7440758
768,NM,23,New Mexico Meridian,019,2,S,016,0,E,0,NM230192S0160E0,19.5S 16E,,,,,,18187.083643561,1822734.68032246
769,NM,23,New Mexico Meridian,018,0,S,014,0,E,0,NM230180S0140E0,18S 14E,,,,,,39228.3781785807,95980265.0061531
770,NM,23,New Mexico Meridian,017,0,S,014,0,E,0,NM230170S0140E0,17S 14E,,,,,,39152.2715407601,95750757.7676073
771,NM,23,New Mexico Meridian,017,0,S,013,0,E,0,NM230170S0130E0,17S 13E,,,,,,38617.6149383462,92839890.6387251
772,NM,23,New Mexico Meridian,018,0,S,015,0,E,0,NM230180S0150E0,18S 15E,,,,,,38925.1383353653,94198243.3394592
773,NM,23,New Mexico Meridian,018,0,S,016,0,E,0,NM230180S0160E0,18S 16E,,,,,,38222.1484837416,92491125.6940465
774,NM,23,New Mexico Meridian,017,0,S,015,0,E,0,NM230170S0150E0,17S 15E,,,,,,38966.0094159857,95077435.5744524
775,NM,23,New Mexico Meridian,017,0,S,016,0,E,0,NM230170S0160E0,17S 16E,,,,,,37805.7453028388,88454201.4263
776,NM,23,New Mexico Meridian,023,0,S,018,0,E,0,NM230230S0180E0,23S 18E,,,,,,38780.3510548017,93828962.0323276
777,NM,23,New Mexico Meridian,024,0,S,018,0,E,0,NM230240S0180E0,24S 18E,,,,,,38781.4375740845,93811159.9378976
778,NM,23,New Mexico Meridian,023,0,S,017,0,E,0,NM230230S0170E0,23S 17E,,,,,,38691.1322928487,93349394.1032958
779,NM,23,New Mexico Meridian,024,0,S,017,0,E,0,NM230240S0170E0,24S 17E,,,,,,38707.8978604051,93465564.567986
780,NM,23,New Mexico Meridian,023,0,S,020,0,E,0,NM230230S0200E0,23S 20E,,,,,,37461.5295307645,87182852.6695882
781,NM,23,New Mexico Meridian,024,0,S,019,0,E,0,NM230240S0190E0,24S 19E,,,,,,38231.6707051826,91055555.3670063
782,NM,23,New Mexico Meridian,024,0,S,020,0,E,0,NM230240S0200E0,24S 20E,,,,,,38310.2674175979,91387497.2497007
783,NM,23,New Mexico Meridian,023,0,S,019,0,E,0,NM230230S0190E0,23S 19E,,,,,,38199.8386216845,90860750.3788042
784,NM,23,New Mexico Meridian,022,0,S,018,0,E,0,NM230220S0180E0,22S 18E,,,,,,38763.966972551,93735866.3392639
785,NM,23,New Mexico Meridian,022,0,S,017,0,E,0,NM230220S0170E0,22S 17E,,,,,,38663.3699556107,93220928.7582967
786,NM,23,New Mexico Meridian,021,0,S,018,0,E,0,NM230210S0180E0,21S 18E,,,,,,40178.4584244859,100245822.631335
787,NM,23,New Mexico Meridian,022,0,S,020,0,E,0,NM230220S0200E0,22S 20E,,,,,,37509.1415110291,87393879.1693749
788,NM,23,New Mexico Meridian,021,0,S,019,0,E,0,NM230210S0190E0,21S 19E,,,,,,39603.6892507619,97090168.2366679
789,NM,23,New Mexico Meridian,022,0,S,019,0,E,0,NM230220S0190E0,22S 19E,,,,,,38158.557870846,90695693.92324
790,NM,23,New Mexico Meridian,021,0,S,020,0,E,0,NM230210S0200E0,21S 20E,,,,,,37502.4874290665,87372802.5883294
791,NM,23,New Mexico Meridian,024,0,S,021,0,E,0,NM230240S0210E0,24S 21E,,,,,,37923.2416137951,89511092.6310993
792,NM,23,New Mexico Meridian,023,0,S,021,0,E,0,NM230230S0210E0,23S 21E,,,,,,38603.8310746776,92996509.2711834
793,NM,23,New Mexico Meridian,024,0,S,022,0,E,0,NM230240S0220E0,24S 22E,,,,,,38368.9037074881,91723118.8813489
794,NM,23,New Mexico Meridian,024,0,S,023,0,E,0,NM230240S0230E0,24S 23E,,,,,,38293.7386988162,92071475.757063
795,NM,23,New Mexico Meridian,023,0,S,022,0,E,0,NM230230S0220E0,23S 22E,,,,,,38305.5157764534,91383727.4238198
796,NM,23,New Mexico Meridian,023,0,S,023,0,E,0,NM230230S0230E0,23S 23E,,,,,,38836.3252436188,93991753.3091622
797,NM,23,New Mexico Meridian,021,0,S,021,0,E,0,NM230210S0210E0,21S 21E,,,,,,38637.6642295086,93084983.0965223
798,NM,23,New Mexico Meridian,022,0,S,021,0,E,0,NM230220S0210E0,22S 21E,,,,,,38651.3151503015,93142403.2631072
799,NM,23,New Mexico Meridian,022,0,S,022,0,E,0,NM230220S0220E0,22S 22E,,,,,,38323.0307428564,91472955.1364922
800,NM,23,New Mexico Meridian,021,0,S,022,0,E,0,NM230210S0220E0,21S 22E,,,,,,38297.8687691658,91357072.4861959
801,NM,23,New Mexico Meridian,022,0,S,023,0,E,0,NM230220S0230E0,22S 23E,,,,,,38905.8654103663,94383031.4753544
802,NM,23,New Mexico Meridian,021,0,S,023,0,E,0,NM230210S0230E0,21S 23E,,,,,,38358.1680255883,91626549.2287673
803,NM,23,New Mexico Meridian,020,0,S,017,0,E,0,NM230200S0170E0,20S 17E,,,,,,38746.156793116,93582970.7986571
804,NM,23,New Mexico Meridian,020,0,S,018,0,E,0,NM230200S0180E0,20S 18E,,,,,,38248.0606187645,91322314.8208374
805,NM,23,New Mexico Meridian,019,0,S,018,0,E,0,NM230190S0180E0,19S 18E,,,,,,38655.3317695093,93124939.2220276
806,NM,23,New Mexico Meridian,019,0,S,017,0,E,0,NM230190S0170E0,19S 17E,,,,,,38738.5910927453,93664745.5473538
807,NM,23,New Mexico Meridian,020,0,S,019,0,E,0,NM230200S0190E0,20S 19E,,,,,,38866.1489880913,93999787.9523499
808,NM,23,New Mexico Meridian,020,0,S,020,0,E,0,NM230200S0200E0,20S 20E,,,,,,39127.3459932844,95369910.2792889
809,NM,23,New Mexico Meridian,020,2,S,020,0,E,0,NM230202S0200E0,20.5S 20E,,,,,,18685.9732337689,6247865.0686776
810,NM,23,New Mexico Meridian,019,0,S,019,0,E,0,NM230190S0190E0,19S 19E,,,,,,38408.9084268469,91947071.2408255
811,NM,23,New Mexico Meridian,019,0,S,020,0,E,0,NM230190S0200E0,19S 20E,,,,,,38645.9364624974,93110078.574531
812,NM,23,New Mexico Meridian,018,0,S,017,0,E,0,NM230180S0170E0,18S 17E,,,,,,39654.2738604671,97149207.4478816
813,NM,23,New Mexico Meridian,018,0,S,018,0,E,0,NM230180S0180E0,18S 18E,,,,,,39212.5885181976,95721429.5096005
814,NM,23,New Mexico Meridian,017,0,S,018,0,E,0,NM230170S0180E0,17S 18E,,,,,,38790.1019478789,94084503.5791945
815,NM,23,New Mexico Meridian,017,0,S,017,0,E,0,NM230170S0170E0,17S 17E,,,,,,38487.4611466472,92134551.2055043
816,NM,23,New Mexico Meridian,018,0,S,019,0,E,0,NM230180S0190E0,18S 19E,,,,,,38025.067021099,90140133.7305734
817,NM,23,New Mexico Meridian,017,0,S,019,0,E,0,NM230170S0190E0,17S 19E,,,,,,38839.3828507069,93968334.2938381
818,NM,23,New Mexico Meridian,017,0,S,020,0,E,0,NM230170S0200E0,17S 20E,,,,,,38840.1708363676,93988856.4809743
819,NM,23,New Mexico Meridian,018,0,S,020,0,E,0,NM230180S0200E0,18S 20E,,,,,,38161.204749072,90835691.8279335
820,NM,23,New Mexico Meridian,020,2,S,021,0,E,0,NM230202S0210E0,20.5S 21E,,,,,,19791.0529752434,6498044.53054217
821,NM,23,New Mexico Meridian,020,0,S,021,0,E,0,NM230200S0210E0,20S 21E,,,,,,39183.5778669959,95733205.5638987
822,NM,23,New Mexico Meridian,019,0,S,021,0,E,0,NM230190S0210E0,19S 21E,,,,,,38692.4912332077,93418779.069173
823,NM,23,New Mexico Meridian,020,0,S,023,0,E,0,NM230200S0230E0,20S 23E,,,,,,39051.6837889492,94902191.3970464
824,NM,23,New Mexico Meridian,020,2,S,022,0,E,0,NM230202S0220E0,20.5S 22E,,,,,,19660.0433645636,7207716.30062317
825,NM,23,New Mexico Meridian,020,2,S,023,0,E,0,NM230202S0230E0,20.5S 23E,,,,,,19854.9604928007,8110401.24623636
826,NM,23,New Mexico Meridian,019,0,S,023,0,E,0,NM230190S0230E0,19S 23E,,,,,,38664.642490494,93126158.9838095
827,NM,23,New Mexico Meridian,019,0,S,024,0,E,0,NM230190S0240E0,19S 24E,,,,,,38800.9552922681,94237259.0088667
828,NM,23,New Mexico Meridian,020,0,S,024,0,E,0,NM230200S0240E0,20S 24E,,,,,,38791.0647740314,93834240.9191645
829,NM,23,New Mexico Meridian,018,0,S,021,0,E,0,NM230180S0210E0,18S 21E,,,,,,38459.6065151396,92336769.2974642
830,NM,23,New Mexico Meridian,017,0,S,021,0,E,0,NM230170S0210E0,17S 21E,,,,,,38445.6972060854,92226369.0358329
831,NM,23,New Mexico Meridian,018,0,S,023,0,E,0,NM230180S0230E0,18S 23E,,,,,,38649.5833712399,93077974.8581418
832,NM,23,New Mexico Meridian,017,0,S,023,0,E,0,NM230170S0230E0,17S 23E,,,,,,38320.1208162785,91921321.0640588
833,NM,23,New Mexico Meridian,026,0,S,025,0,E,0,NM230260S0250E0,26S 25E,,,,,,36884.4411814337,85027231.6552946
834,NM,23,New Mexico Meridian,025,0,S,025,0,E,0,NM230250S0250E0,25S 25E,,,,,,38795.0978082064,93877850.8340428
