score_recent(long),date_recent,score_two(long),date_two,score_three(long),date_three,permitnumber(long),facilitytype(long),facilitytypedescription,subtype(long),subtypedescription,premisename,premiseaddress,premisecity,premisestate,premisezip(long),openingdate,object_id(long)
97,2023/08/03 04:00:00+00,94,2023/07/14 00:00:00,92,2022/07/21 00:00:00,66022.0,695,SWIMMING AREA,191.0,SWIMMING POOL,HUNTER'S RUN APARTMENTS,5629 FOX HORN CIRCLE,LOUISVILLE,KY,40216,2001/05/30 00:00:00,99.0
98,2023/08/03 04:00:00+00,92,2023/05/30 00:00:00,96,2022/08/18 00:00:00,29379.0,695,SWIMMING AREA,191.0,WSIMMING POOL,FOUR SEASONS APT,8010 SUMMERFIELD CIR,LOUISVILLE,KY,40220,1988/06/07 00:00:00,100.0
87,2023/08/19 04:00:00+00,90,2023/06/23 00:00:00,89,2022/07/27 00:00:00,95699.0,695,SWIMMING AREA,191.0,SWIMMING POOL,CLEARWATER FARM APARTMENTS,5401 LOWERFIELD DR,LOUISVILLE,KY,40219,2014/07/08 00:00:00,101.0
87,2023/08/08 04:00:00+00,80,2023/06/27 00:00:00,90,2022/08/22 00:00:00,29387.0,695,SWIMMING AREA,191.0,SWIMING POOL,GALT HOUSE,140 N. 4TH ST.,LOUISVILLE,KY,40202,1988/06/07 00:00:00,102.0
89,2023/04/21 04:00:00+00,88,2022/11/04 00:00:00,88,2022/04/28 00:00:00,66059.0,695,SWIMMING AREA,191.0,SWIMMING POOL,COUNTRY INN & SUITES,1241 KENTUCKY MILLS DR,LOUISVILLE,KY,40299,2001/04/17 00:00:00,103.0
98,2023/08/10 04:00:00+00,97,2023/06/30 00:00:00,97,2022/08/03 00:00:00,53599.0,695,SWIMMING AREA,191.0,SWIMMING POOL,GREENHURST CONDOS,3940 GREENHURST DR,LOUISVILLE,KY,40299,1997/08/27 00:00:00,104.0
91,2023/08/16 04:00:00+00,71,2023/02/24 00:00:00,90,2022/08/15 00:00:00,82770.0,695,SWIMMING AREA,197.0,SPA,GLENVIEW,5100 US HWY 42,LOUISVILLE,KY,40241,2009/01/15 00:00:00,105.0
95,2023/07/19 04:00:00+00,95,2023/06/02 00:00:00,96,2022/07/25 00:00:00,53611.0,695,SWIMMING AREA,191.0,SWaIMMING POOL,CRESCENT HILL ROYALE CONDO,2730 BROWNSBORO RD,LOUISVILLE,KY,40206,1995/07/24 00:00:00,106.0
90,2023/07/18 04:00:00+00,86,2023/06/05 00:00:00,95,2022/08/05 00:00:00,29389.0,695,SWIMMING AREA,191.0,SWIMMING POOL,GARDEN COURT CONDOMINIUM,2505 BROWNSBORO RD.,LOUISVILLE,KY,40206,1997/05/09 00:00:00,107.0
95,2023/08/19 04:00:00+00,90,2023/06/23 00:00:00,89,2022/09/02 00:00:00,95700.0,695,SWIMMING AREA,191.0,SWIMMING POOL,CLEARWATER FARM APARTMENTS,5401 LOWERFIELD DR,LOUISVILLE,KY,40219,2014/07/08 00:00:00,108.0
86,2023/08/29 04:00:00+00,100,2022/12/27 00:00:00,86,2022/06/17 00:00:00,66118.0,695,SWIMMING AREA,191.0,SWIMMING POOL,DRURY INN & SUITES,9501 BLAIRWOOD RD,LOUISVILLE,KY,40222,2001/06/27 00:00:00,109.0
100,2023/07/20 04:00:00+00,100,2023/06/02 00:00:00,100,2021/07/15 00:00:00,83196.0,695,SWIMMING AREA,196.0,SPRAY POOL,PARTRIDGE POINTE,3701 DENA DR,LOUIVILLE,KY,40272,2019/06/07 00:00:00,110.0
92,2023/08/14 04:00:00+00,95,2023/07/07 00:00:00,100,2022/08/17 00:00:00,56079.0,695,SWIMMING AREA,191.0,SWIMMING POOL,WEMBERLEY HILL GARDEN HOMES,10601 WEMBERLY HILL BLVD,LOUISVILLE,KY,40241,1996/08/27 00:00:00,111.0
100,2023/08/09 04:00:00+00,100,2023/07/07 00:00:00,100,2022/07/14 00:00:00,29390.0,695,SWIMMING AREA,191.0,SWIMIMNG POOL,GASLITE SQUARE CONDOS,4851 SHERBURN LN.,LOUISVILLE,KY,40207,1988/06/07 00:00:00,112.0
100,2023/10/05 04:00:00+00,79,2023/08/29 00:00:00,100,2022/12/27 00:00:00,66119.0,695,SWIMMING AREA,201.0,SPA,DRURY INN & SUITES,9501 BLAIRWOOD RD,LOUISVILLE,KY,40222,2005/12/08 00:00:00,113.0
100,2023/07/25 04:00:00+00,100,2023/06/08 00:00:00,96,2022/08/15 00:00:00,95868.0,695,SWIMMING AREA,191.0,SWIMMING POOL,HURSTBOURNE ESTATES,10405 WATERMARK PLACE,LOUISVILLE,KY,40223,2015/07/06 00:00:00,114.0
100,2023/05/03 04:00:00+00,100,2022/08/31 00:00:00,100,2020/03/10 00:00:00,83215.0,695,SWIMMING AREA,218.0,SPLASH PAD,HOME OF THE INNOCENTS,1100 E MARKET ST,LOUISVILLE,KY,40206,2009/04/01 00:00:00,115.0
88,2023/07/24 04:00:00+00,78,2023/05/17 00:00:00,85,2022/08/26 00:00:00,29391.0,695,SWIMMING AREA,191.0,SWIMMING POOL,THE WILLOWS OF PLAINVIEW,9800 WILLOW BROOK CIRCLE,LOUISVILLE,KY,40223,1988/06/07 00:00:00,116.0
89,2023/07/18 04:00:00+00,89,2023/06/09 00:00:00,95,2022/07/07 00:00:00,58033.0,695,SWIMMING AREA,191.0,SWIMMING POOL,CEDAR SPRINGS APTS. PHASE II,9000 SPRUCEDALE WAY,LOUISVILLE,KY,40291,1997/06/20 00:00:00,117.0
100,2023/05/03 04:00:00+00,95,2022/08/31 00:00:00,94,2020/03/10 00:00:00,83216.0,695,SWIMMING AREA,191.0,SWIMMING POOL,HOME OF THE INNOCENTS,1100 E MARKET ST,LOUISVILLE,KY,40206,2009/04/01 00:00:00,118.0
84,2023/07/26 04:00:00+00,93,2023/07/14 00:00:00,96,2022/09/01 00:00:00,95995.0,695,SWIMMING AREA,191.0,SWIMMING POOL,THE CLUBHOUSE,2330 CRITTENDEN DRIVE,LOUISVILLE,KY,40217,1988/06/07 00:00:00,119.0
79,2023/08/16 04:00:00+00,90,2023/05/09 00:00:00,90,2022/08/15 00:00:00,29405.0,695,SWIMMING AREA,191.0,SWIMMING POOL,GLENVIEW,5100 U S HWY 42,LOUISVILLE,KY,40241,1988/06/07 00:00:00,120.0
100,2023/07/19 04:00:00+00,91,2023/05/26 00:00:00,85,2022/08/02 00:00:00,66132.0,695,SWIMMING AREA,191.0,SWIMMING POOL,RENAISSANCE AT ST. ANDREWS,3311 RENWOOD BLVD,LOUISVILLE,KY,40214,2005/08/05 00:00:00,121.0
94,2023/07/14 04:00:00+00,88,2023/05/25 00:00:00,93,2022/08/25 00:00:00,58233.0,695,SWIMMING AREA,199.0,WADING POOL,LAKE FOREST COUNTRY CLUB-WADING POOL,14700 LANDMARK DR,LOUISVILLE,KY,40245,1997/07/17 00:00:00,122.0
98,2023/07/25 04:00:00+00,96,2023/06/07 00:00:00,84,2022/06/08 00:00:00,83518.0,695,SWIMMING AREA,191.0,SWIMMING POOL,THE PROVINCE,600 RUGGLES PLACE,LOUISVILLE,KY,40208,2009/04/30 00:00:00,123.0
95,2023/07/20 04:00:00+00,83,2023/06/21 00:00:00,97,2022/07/06 00:00:00,96037.0,695,SWIMMING AREA,191.0,SWIMMING POOL,ASHBY GREEN,7616 ASHBY LANDINGS DR,LOUISVILLE,KY,40272,2015/08/10 00:00:00,124.0
83,2023/08/08 04:00:00+00,98,2023/07/14 00:00:00,100,2022/07/14 00:00:00,29410.0,695,SWIMMING AREA,191.0,SWIMMING POOL,UPPER HIGHLANDS,2411 PARK DALE AVE,LOUISVILLE,KY,40220,1988/06/07 00:00:00,125.0
86,2023/01/23 05:00:00+00,86,2022/12/16 00:00:00,78,2022/02/16 00:00:00,66533.0,695,SWIMMING AREA,191.0,gSWIMMING POOL,SPRINGHILL SUITES,10101 FOREST GREEN BLVD,LOUISVILLE,KY,40223,2001/08/31 00:00:00,126.0
87,2023/07/14 04:00:00+00,89,2023/05/25 00:00:00,96,2022/08/25 00:00:00,58234.0,695,SWIMMING AREA,269.0,SWIMMING / DIVING POOL,LAKE FOREST COUNTRY CLUB-POOL,14700 LANDMARK DR,LOUISVILLE,KY,40245,1997/07/17 00:00:00,127.0
100,2023/07/24 04:00:00+00,100,2023/07/07 00:00:00,97,2022/07/08 00:00:00,85191.0,695,SWIMMING AREA,198.0,SPLAS PAD,METRO PARKS LAPORTE PARK,2529 BANK ST,LOUISVILLE,KY,40212,2010/02/01 00:00:00,128.0
100,2023/08/22 04:00:00+00,97,2023/08/12 00:00:00,100,2023/06/14 00:00:00,96143.0,695,SWIMMING AREA,274.0,SPLASH PAD,APPLEGATE FARM APARTMENT,5503 FERNFIELD DR,LOUISVILLE,KY,40219,2014/10/22 00:00:00,129.0
85,2023/08/08 04:00:00+00,100,2023/07/14 00:00:00,100,2022/07/14 00:00:00,29411.0,695,SWIMMING AREA,199.0,WADING POOL,UPPER HIGHLANDS,2411 PARK DALE AVE,LOUISVILLE,KY,40220,1988/06/07 00:00:00,130.0
71,2023/07/28 04:00:00+00,81,2023/07/07 00:00:00,96,2022/08/23 00:00:00,66874.0,695,SWIMMING AREA,192.0,SWIMMING / DIVING POOL,COPPERFIELD NEIGHBORHOOD ASSOC,406 WICKFIELD DR,LOUISVILLE,KY,40245,2001/11/07 00:00:00,131.0
85,2023/08/12 04:00:00+00,82,2023/06/06 00:00:00,98,2022/08/08 00:00:00,58444.0,695,SWIMMING AREA,199.0,WADING POOL,SUTHERLAND,6800 WINDHAM PKWY,PROSPECT,KY,40059,1997/08/14 00:00:00,132.0
100,2023/08/11 04:00:00+00,100,2023/06/28 00:00:00,98,2022/06/28 00:00:00,85192.0,695,SWIMMING AREA,198.0,SPLASH PAD,METRO PARKS PETERSBURG PARK,5008 E INDIAN TRAIL RD,LOUISVILLE,KY,40218,2010/02/01 00:00:00,133.0
90,2023/08/02 04:00:00+00,89,2023/07/07 00:00:00,93,2022/09/01 00:00:00,96206.0,695,SWIMMING AREA,191.0,SWIMMING POOL,VALHALLA VISTA,15300 SHELBYVILLE RD,LOUISVILLE,KY,40245,1988/06/07 00:00:00,134.0
100,2023/08/14 04:00:00+00,98,2023/07/05 00:00:00,100,2022/07/21 00:00:00,29422.0,695,SWIMMING AREA,191.0,tSWIMMING POOL,COUNTRY BROOK ESTATES,1718 BRIDGEVIEW LN,LOUISVILLE,KY,40242,1995/08/28 00:00:00,135.0
81,2023/07/28 04:00:00+00,94,2023/07/07 00:00:00,94,2022/08/23 00:00:00,66875.0,695,SWIMMING AREA,199.0,WADING POOL,COPPERFIELD NEIGHBORHOOD ASSOC,406 WICKFIELD DR,LOUISVILLE,KY,40245,2001/11/07 00:00:00,136.0
92,2023/03/17 04:00:00+00,82,2022/11/10 00:00:00,89,2022/03/16 00:00:00,66973.0,695,SWIMMING AREA,191.0,SWIMMINGi POOL,ALL ABOUT KIDS,2531 BLANKENBAKER PKWY,LOUISVILLE,KY,40299,2001/11/28 00:00:00,137.0
91,2023/08/18 04:00:00+00,69,2023/06/02 00:00:00,84,2022/08/01 00:00:00,67054.0,695,SWIMMING AREA,192.0,SWIMMING / DIVING POOL,LANDIS LAKES,14600 LANDIS LAKES DR,LOUISVILLE,KY,40245,2002/01/31 00:00:00,138.0
86,2023/04/26 04:00:00+00,87,2022/12/22 00:00:00,87,2022/02/24 00:00:00,67213.0,695,SWIMMING AREA,191.0,SWIMMING POOL,EAST LOUISVILLE EMBASSY SUITES,9940 CORPORATE CAMPUS DR,LOUISVILLE,KY,40245,2002/01/31 00:00:00,139.0
76,2023/08/25 04:00:00+00,92,2023/07/13 00:00:00,100,2022/08/23 00:00:00,67919.0,695,SWIMMING AREA,191.0,SWIMMING POOL,CROWNE AT SUMMIT APARTMENTS,4301 CROWNE SPRINGS DR,LOUISVILLE,KY,40241,2002/06/12 00:00:00,140.0
100,2023/06/28 04:00:00+00,100,2023/05/30 00:00:00,100,2022/07/25 00:00:00,67920.0,695,SWIMMING AREA,191.0,SWIMMIN POOL,HURSTBOURNE SPRINGS CONDOS,3310 HURSTBOURNE SPRINGS DR,LOUISVILLE,KY,40220,2002/06/11 00:00:00,141.0
97,2023/08/07 04:00:00+00,98,2023/07/10 00:00:00,95,2022/07/05 00:00:00,68338.0,695,SWIMMING AREA,191.0,SWIMMING POOL,RIVER POINTE POOL,6300 RIVER POINTE DR,LOUISVILLE,KY,40258,2002/08/23 00:00:00,142.0
89,2023/07/28 04:00:00+00,90,2023/07/07 00:00:00,97,2022/08/24 00:00:00,69692.0,695,SWIMMING AREA,191.0,SWIMMING POOL,TROON AT LANDIS LAKES,14433 TROON DR,LOUISVILLE,KY,40245,2003/06/27 00:00:00,143.0
80,2023/08/24 04:00:00+00,100,2023/07/14 00:00:00,100,2022/08/19 00:00:00,69695.0,695,SWIMMING AREA,191.0,SWIMMING POOL,ASBURY PARK,4600 HARBOLD CT,LOUISVILLE,KY,40241,2003/11/20 00:00:00,144.0
91,2023/09/26 04:00:00+00,100,2023/02/02 00:00:00,85,2022/10/07 00:00:00,69696.0,695,SWIMMING AREA,191.0,SWIMMING POOL,FOUR POINTS BY SHERATON,2850 CRITTENDEN DR,LOUISVILLE,KY,40209,2003/09/15 00:00:00,145.0
98,2023/08/21 04:00:00+00,92,2023/07/14 00:00:00,98,2022/08/16 00:00:00,69896.0,695,SWIMMING AREA,191.0,SWIMMINGPOOL,SUMMIT PLACE APARTMENTS,5201 EAGLES PEAK WAY,LOUISVILLE,KY,40241,2004/04/27 00:00:00,146.0
91,2023/08/25 04:00:00+00,92,2023/07/17 00:00:00,87,2022/08/24 00:00:00,70122.0,695,SWIMMING AREA,199.0,WADING POOL,LAKE FOREST- PALMER POOL,2110 ARNOLD PALMER BLVD,LOUISVILLE,KY,40245,2003/07/23 00:00:00,147.0
80,2023/08/25 04:00:00+00,87,2023/07/17 00:00:00,100,2022/08/24 00:00:00,70123.0,695,SWIMMING AREA,191.0,gSWIMMING POOL,LAKE FOREST-PALMER POOL,2110 ARNOLD PALMER BLVD,LOUISVILLE,KY,40245,2003/07/23 00:00:00,148.0
74,2023/10/05 04:00:00+00,85,2023/01/20 00:00:00,86,2022/09/01 00:00:00,70161.0,695,SWIMMING AREA,191.0,SWIMMING POOL,HILTON GARDEN INN,2735 CRITTENDEN DRIVE,LOUISVILLE,KY,40209,2003/07/30 00:00:00,149.0
79,2022/03/23 04:00:00+00,76,2020/01/10 00:00:00,90,2019/07/17 00:00:00,71467.0,695,SWIMMING AREA,191.0,SWIMMING POOL,COURTYARD BY MARRIOTT,10200 CHAMPION FARMS DR,LOUISVILLE,KY,40241,2004/04/12 00:00:00,150.0
95,2023/07/13 04:00:00+00,95,2023/06/01 00:00:00,91,2022/08/04 00:00:00,71908.0,695,SWIMMING AREA,199.0,WADING POOL,LOCUST CREEK,18500 LONGVIEW PARK LN,LOUISVILLE,KY,40245,2004/06/07 00:00:00,151.0
90,2023/07/13 04:00:00+00,87,2023/06/01 00:00:00,85,2022/08/04 00:00:00,71909.0,695,SWIMMING AREA,252.0,SWIMMING / DIVING POOL,LOCUST CREEK,18500 LONGVIEW PARK LN,LOUISVILLE,KY,40245,2004/06/07 00:00:00,152.0
87,2023/10/19 04:00:00+00,91,2023/05/01 00:00:00,100,2022/11/14 00:00:00,71914.0,695,SWIMMING AREA,191.0,SWIMMING POOL,MARRIOTT LOUISVILLE DOWNTOWN,280 W JEFFERSON ST,LOUISVILLE,KY,40202,2007/09/25 00:00:00,153.0
88,2023/07/24 04:00:00+00,94,2023/06/26 00:00:00,98,2022/07/12 00:00:00,71923.0,695,SWIMMING AREA,191.0,SWIMMING POOL,MAGNOLIA RIDGE CONDOMINIUMS,9510 MAGNOLIA RIDGE DR,LOUISVILLE,KY,40291,2004/06/08 00:00:00,154.0
92,2023/08/11 04:00:00+00,87,2023/06/23 00:00:00,91,2022/08/08 00:00:00,72358.0,695,SWIMMING AREA,191.0,SWIMIMNG POOL,GARDEN GATE APTS,11803 DUANE POINTE CIR,LOUISVILLE,KY,40243,2004/08/06 00:00:00,155.0
100,2023/05/10 04:00:00+00,94,2022/09/30 00:00:00,75,2022/05/12 00:00:00,72868.0,695,SWIMMING AREA,224.0,SPA,RESIDENCE INN,333 E. MARKET ST,LOUISVILLE,KY,40202,2004/11/29 00:00:00,156.0
91,2023/05/10 04:00:00+00,89,2022/09/30 00:00:00,95,2022/01/26 00:00:00,72869.0,695,SWIMMING AREA,191.0,SWMIMING POOL,RESIDENCE INN,333 E. MARKET ST,LOUISVILLE,KY,40202,2004/11/29 00:00:00,157.0
98,2023/08/19 04:00:00+00,100,2023/06/14 00:00:00,95,2022/08/11 00:00:00,72916.0,695,SWIMMING AREA,191.0,WIMMING POOL,FALCON CREST,3800 FALCON CREST DR,LOUISVILLE,KY,40219,2004/12/03 00:00:00,158.0
87,2023/04/06 04:00:00+00,92,2022/11/16 00:00:00,84,2022/04/29 00:00:00,73219.0,695,SWIMMING AREA,191.0,SWIMMING POOL,HAMPTON INN & SUITES LOUISVILLE EAST,1451 ALLIANT AVE,LOUISVILLE,KY,40299,2005/01/20 00:00:00,159.0
100,2023/08/11 04:00:00+00,97,2023/07/05 00:00:00,91,2022/08/16 00:00:00,73376.0,695,SWIMMING AREA,191.0,SWIMMING POOL,BLANKENBAKER CROSSINGS APTS,2515 SHINING WATER DR,LOUISVILLE,KY,40299,2005/02/10 00:00:00,160.0
82,2023/08/28 04:00:00+00,87,2023/07/10 00:00:00,96,2022/08/09 00:00:00,73377.0,695,SWIMMING AREA,191.0,SWIMMIGN POOL,SLEEP INN,3330 PRESTON HWY,LOUISVILLE,KY,40213,2005/02/16 00:00:00,161.0
93,2023/04/07 04:00:00+00,91,2023/01/11 00:00:00,88,2022/03/10 00:00:00,74542.0,695,SWIMMING AREA,192.0,SWIMMING / DIVING POOL,U OF L NATATORIUM,2216 S. FLOYD ST,LOUISVILLE,KY,40208,2005/08/19 00:00:00,162.0
73,2023/08/30 04:00:00+00,77,2023/07/28 00:00:00,98,2022/08/09 00:00:00,75605.0,695,SWIMMING AREA,191.0,SWIMMING POOL,NORTON COMMONS - JIMSON POOL,9400 FEATHERBELL,LOUISVILLE,KY,40059,2006/03/01 00:00:00,163.0
100,2023/07/25 04:00:00+00,91,2023/06/02 00:00:00,100,2022/07/12 00:00:00,75609.0,695,SWIMMING AREA,191.0,SWIMMING POOL,HOMEWOOD SUITES,9401 HURSTBOURNE TRACE,LOUISVILLE,KY,40222,2006/03/01 00:00:00,164.0
94,2023/08/03 04:00:00+00,97,2023/06/06 00:00:00,100,2022/07/25 00:00:00,75896.0,695,SWIMMING AREA,191.0,SWIMMING POOL,THE SPRINGS OF GLENMARY VILLAGE,10420 CLYDE MOORE BLVD.,LOUISVILLE,KY,40291,2006/04/11 00:00:00,165.0
94,2023/07/24 04:00:00+00,94,2023/06/23 00:00:00,95,2022/08/05 00:00:00,77038.0,695,SWIMMING AREA,191.0,SWIMMINGPOOL,BRADFORD COMMONS,2700 BRADFORD COMMONS DR,LOUISVILLE,KY,40299,2006/10/16 00:00:00,166.0
100,2023/08/08 04:00:00+00,91,2023/07/06 00:00:00,100,2022/06/17 00:00:00,77662.0,695,SWIMMING AREA,245.0,SPLASH PAD,LOUISVILLE ZOO GLACIER RUN SPLASH PARK,1100 TREVILIAN WAY,LOUISVILLE,KY,40213,2007/02/19 00:00:00,167.0
100,2023/07/20 04:00:00+00,100,2023/06/08 00:00:00,99,2022/07/06 00:00:00,77664.0,695,SWIMMING AREA,283.0,SPLASH PAD,METRO PARKS IROQUOIS PARK - SUNNY HILL REST,1000 AMPHITHEATER RD,LOUISVILLE,KY,40214,2007/02/20 00:00:00,168.0
97,2023/08/22 04:00:00+00,100,2023/06/26 00:00:00,91,2022/08/09 00:00:00,77694.0,695,SWIMMING AREA,191.0,SWIMING POOL,VILLAGE AT PRESTON CROSSINGS,9701 PRESTON SPRING DR,LOUISVILLE,KY,40229,2007/02/23 00:00:00,169.0
97,2023/06/13 04:00:00+00,88,2022/08/16 00:00:00,91,2021/07/26 00:00:00,77834.0,695,SWIMMING AREA,191.0,SWIMMING POOL,AUSTIN PARK,201 PHEASANT AVE,FAIRDALE,KY,40118,2007/03/29 00:00:00,170.0
97,2023/03/21 04:00:00+00,100,2022/11/09 00:00:00,97,2022/03/23 00:00:00,77941.0,695,SWIMMING AREA,271.0,SPA,KORT,12613 TAYLORSVILLE RD SUITE 118,LOUISVILLE,KY,40299,2007/03/30 00:00:00,171.0
82,2023/08/16 04:00:00+00,74,2023/07/11 00:00:00,94,2022/08/15 00:00:00,78036.0,695,SWIMMING AREA,191.0,SWIMMING POOL,OVERLOOK AT ST THOMAS,6800 STEEPRUN RD,LOUISVILLE,KY,40241,2007/04/17 00:00:00,172.0
88,2023/07/24 04:00:00+00,92,2023/03/02 00:00:00,95,2022/09/29 00:00:00,78169.0,695,SWIMMING AREA,191.0,SWIMMING POOL,FAIRFIELD INN / SPRINGHILL SUITES,132 E JEFFERSON ST,LOUISVILLE,KY,40202,2007/05/17 00:00:00,173.0
97,2023/07/20 04:00:00+00,97,2023/06/08 00:00:00,98,2022/07/07 00:00:00,78170.0,695,SWIMMING AREA,191.0,SWIMMING POOL,PINNACLE PLACE,4301 PINNACLE VIEW PLACE,LOUISVILLE,KY,40272,2007/05/03 00:00:00,174.0
92,2023/07/20 04:00:00+00,100,2023/06/16 00:00:00,92,2022/07/21 00:00:00,78256.0,695,SWIMMING AREA,199.0,WADING POOL,AUDUBON COUNTRY CLUB,3265 ROBIN RD,LOUISVILLE,KY,40213,2007/05/23 00:00:00,175.0
100,2023/07/27 04:00:00+00,92,2023/06/01 00:00:00,92,2022/07/22 00:00:00,78380.0,695,SWIMMING AREA,191.0,SWIMMING POOL,WATERFRONT PARK PLACE,222 E WITHERSPOON ST,LOUISVILLE,KY,40202,2007/06/20 00:00:00,176.0
100,2023/07/25 04:00:00+00,94,2023/06/05 00:00:00,98,2022/07/12 00:00:00,29022.0,695,SWIMMING AREA,191.0,SWIMMING POOL,RESIDENCE INN BY MARRIOTT,120 N HURSTBOURNE PKWY,LOUISVILLE,KY,40222,1988/06/02 00:00:00,177.0
61,2023/09/28 04:00:00+00,100,2023/08/17 00:00:00,100,2023/07/19 00:00:00,33311.0,695,SWIMMING AREA,191.0,SWIMMING POOL,WATERFORD PLACE,4105 WATERFORD CIR,LOUISVILLE,KY,40207,2005/06/29 00:00:00,178.0
100,2023/08/03 04:00:00+00,98,2023/07/14 00:00:00,100,2022/07/05 00:00:00,85551.0,695,SWIMMING AREA,198.0,SPLASH PAD,METRO PARKS FAIRDALE SPRAY POOL,709 FAIRDALE RD,FAIRDALE,KY,40118,2010/03/30 00:00:00,179.0
100,2023/07/24 04:00:00+00,100,2023/06/05 00:00:00,93,2022/08/09 00:00:00,29025.0,695,SWIMMING AREA,191.0,SWIcMMING POOL,SHELBY HOUSE,8605 SHELBYVILLE ROAD UNIT 231,LOUISVILLE,KY,40222,1988/06/02 00:00:00,180.0
100,2023/08/09 04:00:00+00,94,2023/07/10 00:00:00,95,2022/08/04 00:00:00,33318.0,695,SWIMMING AREA,191.0,SWfIMMING POOL,CYPRESS POINTE #2,425 S. HUBBARDS LN,LOUISVILLE,KY,40207,1988/08/03 00:00:00,181.0
100,2023/06/28 04:00:00+00,100,2023/06/08 00:00:00,100,2022/08/12 00:00:00,58518.0,695,SWIMMING AREA,191.0,SWIMIMNG POOL,PINEHURST GREEN PATIO HOMES,10630 EAGLE PINES LN,LOUISVILLE,KY,40223,1998/07/30 00:00:00,182.0
90,2023/07/18 04:00:00+00,94,2023/06/06 00:00:00,97,2022/07/12 00:00:00,29432.0,695,SWIMMING AREA,219.0,SWIMMING / DIVING POOL,HAPPY ACRES SWIM CLUB,8408 HUDSON LN,LOUISVILLE,KY,40291,1988/06/07 00:00:00,183.0
98,2023/07/26 04:00:00+00,100,2023/05/24 00:00:00,79,2022/08/09 00:00:00,96652.0,695,SWIMMING AREA,191.0,SWIMMING POOL,HYATT PLACE LOUISVILLE EAST,701 S HURSTBOURNE PARKWAY,LOUISVILLE,KY,40222,2015/06/16 00:00:00,184.0
100,2023/07/28 04:00:00+00,94,2023/06/22 00:00:00,97,2022/07/12 00:00:00,96774.0,695,SWIMMING AREA,191.0,SWIMMING POOL,BROOKSIDE APARTMENTS,8117 COOPER CREEK DR,LOUISVILLE,KY,40222,2015/06/15 00:00:00,185.0
100,2023/08/04 04:00:00+00,97,2023/05/30 00:00:00,100,2022/07/25 00:00:00,58634.0,695,SWIMMING AREA,191.0,SWIMMING POOL,FENWICK PLACE,8601 FENWICK CREEK PLACE,LOUISVILLE,KY,40220,1997/09/10 00:00:00,186.0
91,2023/07/18 04:00:00+00,93,2023/06/09 00:00:00,97,2022/07/12 00:00:00,29433.0,695,SWIMMING AREA,283.0,SWIMMING / DIVING POOL,WILDWOOD COUNTRY CLUB,5000 BARDSTOWN RD,LOUISVILLE,KY,40291,1988/06/07 00:00:00,187.0
100,2023/07/27 04:00:00+00,100,2023/07/26 00:00:00,94,2023/06/22 00:00:00,85808.0,695,SWIMMING AREA,253.0,SPLASH PAD,METRO PARKS RIVERVIEW PARK SPRAYGROUND,8203 GREENWOOD RD,LOUISVILLE,KY,40258,2010/04/30 00:00:00,188.0
98,2023/07/26 04:00:00+00,88,2023/06/14 00:00:00,95,2022/08/01 00:00:00,96775.0,695,SWIMMING AREA,191.0,SWIMMING POOL,MEADOWS APARTMENT HOMES,2204 DEERCROSS DR,LOUISVILLE,KY,40222,2015/07/31 00:00:00,189.0
87,2023/09/01 04:00:00+00,100,2023/08/09 00:00:00,89,2023/04/07 00:00:00,33320.0,695,SWIMMING AREA,191.0,SWIMMING POOL,CYPRESS POINTE #1,425 S. HUBBARDS LN,LOUISVILLE,KY,40207,1988/08/03 00:00:00,190.0
98,2023/08/01 04:00:00+00,92,2023/06/02 00:00:00,100,2022/07/19 00:00:00,29141.0,695,SWIMMING AREA,191.0,SWIMMING POOL,HURSTBOURNE COUNTRY CLUB,9000 HURSTBOURNE CLUB LN,LOUISVILLE,KY,40222,1988/06/06 00:00:00,191.0
91,2023/08/19 04:00:00+00,95,2023/07/17 00:00:00,95,2023/07/17 00:00:00,85836.0,695,SWIMMING AREA,191.0,SWIMMING POOL***,SULLIVAN UNIVERSITY,4004 GARDINER POINTE DR,LOUISVILLE,KY,40213,2010/04/15 00:00:00,192.0
80,2023/08/30 04:00:00+00,84,2023/07/06 00:00:00,89,2022/07/29 00:00:00,96776.0,695,SWIMMING AREA,191.0,SWIMMING POOL,OXMOOR APARTMENT HOMES,7400 STEEPLE CREST CIRCLE,LOUISVILLE,KY,40222,2015/07/06 00:00:00,193.0
97,2023/07/18 04:00:00+00,97,2023/06/09 00:00:00,94,2022/07/12 00:00:00,29435.0,695,SWIMMING AREA,199.0,WADING POOL,WILDWOOD COUNTRY CLUB,5000 BARDSTOWN RD,LOUISVILLE,KY,40291,1988/06/07 00:00:00,194.0
76,2023/08/04 04:00:00+00,76,2023/06/12 00:00:00,92,2022/08/17 00:00:00,60018.0,695,SWIMMING AREA,191.0,SWIMIMNG POOL,WORTHINGTON GLEN CONDOMINIUMS,10200 WORTHINGTON GLEN DR,LOUISVILLE,KY,40241,1998/05/01 00:00:00,195.0
92,2023/08/19 04:00:00+00,86,2023/06/28 00:00:00,96,2022/07/27 00:00:00,29156.0,695,SWIMMING AREA,191.0,SWIMMING POOL,1616 CONDOMINIUMS,1616 GARDINER LN,LOUISVILLE,KY,40205,1988/06/06 00:00:00,196.0
