station,stationname,elevation(double precision),latitude(double precision),longitude(double precision),datevalue(long),dlytminnormal(long),dlytmaxnormal(long),mtdprcpnormal(long)
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100923,404,650,161
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100924,400,646,168
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100925,395,641,174
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100926,391,636,181
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,59.98656193675276,-98.01,20100927,387,631,188
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,67.25579142920468,-98.01,20100928,382,627,195
GHCND:USC00327027,PETERSBURG 2 N ND US,688.52078701855,48.0355,-98.01,20100929,378,622,202
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100930,374,617,208
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101001,370,612,7
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101002,366,607,13
GHCND:USC00327027,PETERSBURG 2 N ND US,480.508979649884,48.0355,-100.4794784350044,20101003,361,602,20
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101004,357,597,27
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,40.553673171180506,-98.01,20101005,353,592,33
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101006,349,587,40
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101007,346,582,46
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,49.83932061687221,-98.01,20101008,342,577,53
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,42.33823715400287,-98.01,20101009,338,572,58
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101010,334,567,64
GHCND:USC00327027,PETERSBURG 2 N ND US,242.37120958613653,48.0355,-98.01,20101011,330,562,70
GHCND:USC00327027,PETERSBURG 2 N ND US,242.6967371078711,48.0355,-98.01,20101012,326,556,76
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101013,322,551,82
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101014,318,545,88
GHCND:USC00327027,PETERSBURG 2 N ND US,618.9628610396416,48.0355,-98.01,20101015,315,540,94
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101016,311,534,100
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,38.53608165007487,-98.01,20101017,307,528,106
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101018,303,522,112
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,44.26953161756229,-98.01,20101019,299,516,117
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101020,295,511,123
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101021,291,504,128
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101022,287,498,133
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101023,283,492,137
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101024,279,486,141
GHCND:USC00327027,PETERSBURG 2 N ND US,244.7545304190392,48.0355,-98.01,20101025,274,479,145
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101026,270,473,149
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,64.1005841706649,-98.01,20101027,266,466,154
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,37.92424144568509,-98.01,20101028,261,460,158
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101029,257,453,161
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101030,252,447,165
GHCND:USC00327027,PETERSBURG 2 N ND US,274.26410460419874,48.0355,-98.01,20101031,248,440,169
GHCND:USC00327027,PETERSBURG 2 N ND US,335.8388152363426,27.87530991047867,-98.01,20101101,243,433,3
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101102,238,426,6
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101103,233,419,9
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-131.29420532977818,20101104,228,413,12
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101105,223,406,15
GHCND:USC00327027,PETERSBURG 2 N ND US,609.0356218247307,37.245541916149975,-98.01,20101106,218,399,18
GHCND:USC00327027,PETERSBURG 2 N ND US,591.0883347429442,43.25098493792164,-98.01,20101107,213,392,21
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101108,207,385,24
GHCND:USC00327027,PETERSBURG 2 N ND US,654.8091326137805,48.0355,-98.01,20101109,202,378,27
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,49.14794647086965,-98.01,20101110,197,371,30
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101111,191,365,32
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101112,186,358,35
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,24.02873884815047,-98.01,20101113,180,351,38
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.39984728610391,-143.04123682062925,20101114,175,344,41
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101115,169,338,43
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101116,163,331,46
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101117,157,325,49
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101118,152,318,51
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-146.53438804804662,20101119,146,312,54
GHCND:USC00327027,PETERSBURG 2 N ND US,610.1000432057252,48.0355,-98.01,20101120,140,306,57
GHCND:USC00327027,PETERSBURG 2 N ND US,681.3711937513293,48.72738726226015,-92.4316022496513,20101121,134,300,60
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101122,129,294,62
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101123,123,288,65
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101124,117,282,67
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101125,112,276,70
GHCND:USC00327027,PETERSBURG 2 N ND US,378.5252085442932,48.0355,-70.03945541159416,20101126,106,271,72
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101127,100,265,74
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101128,95,260,77
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-106.31309550822698,20101129,89,254,79
GHCND:USC00327027,PETERSBURG 2 N ND US,546.4450282286452,64.13556229416795,-98.01,20101130,84,249,81
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101201,78,244,3
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101202,73,239,5
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,36.7302597075397,-98.01,20101203,68,234,8
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101204,63,230,11
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101205,58,225,13
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-106.93504967232496,20101206,53,221,16
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,60.349530013477775,-98.01,20101207,48,216,19
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101208,44,212,22
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101209,39,208,24
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101210,34,204,27
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101211,30,200,30
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101212,26,196,32
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101213,22,193,35
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101214,18,189,37
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101215,14,186,39
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101216,10,182,41
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,33.1634621139884,-85.44769981636648,20101217,7,179,44
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101218,3,176,46
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101219,0,173,48
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101220,-4,170,50
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101221,-7,168,52
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101222,-10,165,53
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,52.443536086248976,-98.01,20101223,-13,162,55
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101224,-15,160,58
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101225,-18,158,60
GHCND:USC00327027,PETERSBURG 2 N ND US,368.274212347281,48.0355,-98.01,20101226,-21,156,62
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101227,-23,154,64
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-131.15397078175693,20101228,-25,152,67
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101229,-27,150,69
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101230,-29,148,71
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101231,-31,147,73
