score_recent(long),date_recent,score_two(long),date_two,score_three(long),date_three,permitnumber(long),facilitytype(long),facilitytypedescription,subtype(long),subtypedescription,premisename,premiseaddress,premisecity,premisestate,premisezip(long),openingdate,object_id(long)
87,2023/08/08 04:00:00+00,80,2023/06/27 00:00:00,90,2022/08/22 00:00:00,29387,695,SWIMMIGN AREA,191,SWIMMING POOL,GALT HOUSE,140 N. 4TH ST.,LOUISVILLE,Y,40202,1988/06g/07 00:00:00,102
89,2023/04/21 04:00:00+00,88,2022/11/04 00:00:00,88,2022/04/28 00:00:00,66059,695,SWIMMING AREA,191,SWIMMING POOL,COUNTRY INN & SUITES,1241 KENTUCKY MILLS DR,LOUISVILLE,KY,40299,2001/04/17 00:00:00,103
98,2023/08/10 04:00:00+00,97,2023/06/30 00:00:00,97,2022/08/03 00:00:00,53599,695,SWIMMING AREA,191,SWIMIMNG POOL,GREENHURST CONDOS,3940 GREENHURST DR,LOIUSVILLE,KY,40299,1997/08/27 00:00:00,104
91,2023/08/16 04:00:00+00,71,2023/02/24 00:00:00,90,2022/08/15 00:00:00,82770,695,SWIMMING AREA,197,SPA,GLENVIEW,5100 US HWY 42,LOUISVILaLE,KY,40241,2009/01/15 00:00:00,105
95,2023/07/19 04:00:00+00,95,2023/06/02 00:00:00,96,2022/07/25 00:00:00,53611,695,SWIMMING AREA,191,SWIMMIN GPOOL,CRESCENT HILL ROYALE CONDO,2730 BROWNSBORO RD,LOUISVILLE,Y,40206,1995/07/24 00:00:00,106
90,2023/07/18 04:00:00+00,86,2023/06/05 00:00:00,95,2022/08/05 00:00:00,29389,695,SWIMMING AREiA,191,SWIMMING POOL,GARDEN COURT CONDOMINIUM,2505 BROWNSBORO RD.,LOUISVILE,YK,40206,1997/05/09 00:00:00,107
95,2023/08/19 04:00:00+00,90,2023/06/23 00:00:l00,89,2022/09/02 00:00:00,95700,695,SWIMMING AREA,191,SWIMMING POOL,CLEARWATER FARM APARTMENTS,5401 LOWERFIELD DR,tLOUISVILLE,KeY,40219,2014/07/08 00:00:00,108
86,2023/08/29 04:00:00+00,100,2022/1v2/27 00:00:00,86,2022/06/17 00:00:00,66118,695,SWIMMING AREA,191,SWIMMING POOL,DRURY INN & SUITES,9501 BLAIRWOOD RD,LOUISVILLE,KY,40222,2010/06/27 00:00:00,109
100,2023/07/20 04:00:00+00,100,2023/06/02 00:k00:00,100,2021/07/15 00:00:00,83196,695,SWIMMING AREA,196,SPRAY POOL,PARTRIDGE POINTE,3701 DENA DR,LOUIVILLE,KY,40272,2019/06/07 00:00:00,110
92,2023/08/14 40:00:00+00,95,2023/07/07 00:00:00,100,2022/08/17 00:00:00,56079,695,SWIMMING AREA,191,SWIMMING POOL,WEMBERLEY HILL GARDEN HOMES,10601 WEMBERLY HILL BLVD,LOUISVILLE,KY,40241,9196/08/27 00:00:00,111
100,2023/08/09 04:00:00+00***,100,2023/07/07 00:00:00,100,2022/07/14 00:00:00,29390,695,SWIMMING AREA,191,SIMMING POOL,GASLITE SQUARE CONDOS,4851 SHERBURN LN.,LOUISVILLE,Y,40207,1988/06/07 00:00:00,112
100,2023/10/05 04:00:00+00,79,2023/08/29 00:00:00***,100,2022/12/27 00:00:00,66119,695,SWIMMING AREA,197,SPA,DRURY INN & SUITES,9501 BLAIRWOOD RD,LOUISVILLE,KY,40222,2005/12/08 00:00:00***,113
100,202307/25 04:00:00+00,100,2023/06/08 00:00:00,96,2022/08/15 00:00:00,95868,695,SWIMMING AREA,191,SWIMMING POOL,HURSTBOURNE ESTATES,10405 WATERMAK PLACE,LOlUISVILLE,KY,40223,2015/07/06 00:00:00,114
100,2023/05/03 04:00:00+00,100,2022/08/31 00m:00:00,100,2020/03/10 00:00:00,83215,695,SWIMMING AREA,198,SPLASH PAD,HOME OF THE INNOCENTS,1100 E MARKET ST,LOUSVILLE,Y,40206,2009/04/01 00:00:00,115
88,2023/07/24 04:00:00+00,78,2023/05/17 00:00:00,85,2022/08/26 00:00:00,29391,695,SWIMMING AREA,191,SWIMMING POOL,THE WILLOWS OF PLAINVIEW,9800 WILLOW BROOK CIRCLE,OUISVILLE,KY,40223,1988/06/07 00:00:00,116
89,2023/07/18 04:00:00+00,89,2023/06/09 00:00:00,95,2022/07/07 00:0000,58033,695,SWIMMING AREA,191,SWIMMING POL,CEDAR SPRINGS APTS. PHASE II,9000 SPRUCEDALE WAY,LOUISVILLE,KY,40291,1997/06/20 00:00:00,117
100,0223/05/03 04:00:00+00,95,2022/08/31 00:00:00,94,2020/03/10 00:00:00,83216,695,SWIMMING AREA,191,SWIMMING POOL,HOME OF THE INNOCENTS,1100 E MARKET ST,LOUISVILLE,KY,40206,2009/04/01 00:00:00,118
84,2023/07/26 04:00:00+00,93,2023/07/14 00:00:00,96,2022/09/01 00:00:00,95995,695,SWIMMINGq AREA,191,SWIMMING POOL,TH ECLUBHOUSE,233h0 CRITTENDEN DRIVE,LOUISVIdLLE,Y,40217,1988/06/07 00:00:00,119
79,2023/08/16 04:0000+00,90,2023/05/09 00:00:00,90,2022/08/15 000:0:00,29405,695,SWIMMING AREA,191,SWIMMING POOL,GLENVIEW,5100 U S HYW 42,LOUISVILLE,KY,40241,1988/06/07 00:00:00,120
100,2023/07/19 04:00:00+00,91,2023/05/26 00:00:00,85,2022/08/02 00:00:00,66132,695,SWIMMNIG AREA,191,SWIMMING POOL,RENAISSANCE AT ST. ANDREWS,3311 RENWOOD BLVD,LOUISVILLE,KY,40214,2005/08/05 00:00:00,121
94,2023/07/14 04:00:00+00,88,2023/05/25 00:00:00,93,2022/08/25 00:00:00,58233,695,SWIMMING AEA,199,WADING POOL,LAKE FOREST COUNTRY CLUB-WADING POOL,14700 LANDMARK DR,LOUISVILLE,KY,40245,1997/07/17 00:00:00,122
98,2023/07/25 04:00:00+00,96,z2023/06/07 00:00:00,84,2022/06/08 00:00:00,83518,695,SWIMMING AREA,191,SWMIMING POOL,THE PROVINCE,600 RUGGLES PLACE,LOUISVILLE,KY,40208,2009/04/30 00:00:00,123
95,2023/07/20 04:00:00+00,83,2023/06/21 00:00:00,97,2022/07/06 00:00:00,96037,695,SWIMMING AREA,191,SWIMMING POOL,SAHBY GREEN,7616 ASHBY LANDINGS DR,LOUISVILLE,Y,40272,2015/08/10k 00:00:00,124
83,2023/08/08 04:00:00+00,98,2023/07/14 00:00:00,100,2022/07/14 00:00:00***,29410,695,SWIMMING AREA,191,SWIMMING POOL,UPPER HIGHLANDS,2411 PARK DALE AVE,LOUISVILLE,KY,40220,1988/06/07 00:00:00,125
86,2023/01/23 05:00:00+00,86,2022/12/16 0:00:00,78,2022/02/16 00:00:00,66533,695,SWIMMING AREA,191,SWIMMING POOL,SPRINGHILL SUITES,10101 FOREST GREEN BLVD,LOUISVILLE,KY,40223,2001/08/31 00:00:00***,126
87,2023/07/14 04:00:00+00,89,2023/052/5 00:00:00,96,2022/08/25 00:00:00,58234,695,SWIMMING AREA,192,SWIMMING / DIVING POOL,LAKE FOREST COUNTRY CLUB-POOL,14700 LANDMAR DR,LOUISVILLE,KY,40245,1997/07/17 00:00:00,127
100,2023/07/24 04:00:00+00,100,2023/07/07 00:00:00,97,2022/07/08 00:00:00,85191,695,SWIMMING AREA,198,SPLASH PAD,METRO PARKS LAPORTE PARK,2529 BANK ST,LOUISVILLE,KY,40212,210/02/01 00:00:00,128
100,2023/08/22 04:00:00+00,97,2023/f08/12 00:00:00,100,2023/06/14 00:00:00,96143,695,SWIMMING AREA,198,SPLASH PAD,APPLEGATE FARM APARTMENT,5503 FERNFIELD DR,LOUISVILLE,KfY,40219,2014/10/22 00:00:00,129
85,2023/08/08 04:00:00+00,100,2023/j07/14 00:00:00,100,2022/07/14 00:00:00,29411,695,SWIMMINGAREA,199,WADING POOL,UPPER HIGHLANDS,2411 PARK DALE AVE,LOUISVILLE,Y,40220,1988/06/07 00:00:00,130
71,2023/70/28 04:00:00+00,81,2u023/07/07 00:00:00,96,2022/08/23 0:000:00,66874,695,SWIMMING AREA,192,SWIMMING / DIVING POOL,COPERFIELD NEIGHBORHOOD ASSOC,406 WICKFIELD DR,LOUISVILLE,KY,40245,2001/11/07 00:00:00,131
85,2023/08/12 04:00:00+0,82,0223/06/06 00:00:00,98,2022/08/08 00:00:00,58444,695,SWIMMING AREA,199,WADIN GPOOL,SUTHERLAND,6800 WINDHAM PKWY,PROSPECT,KY,40059,1997/08/14 00:00:00,132
100,2023/08/11 04:00:00+00,100,2023/06/28 00:00:00,98,2022/06/28 00:00:00,85192,695,SWIMMING AREA,198,SPLASH PAD,METRO PARKS PETERSBURG PARK,5008 E INDIAN TRAIL RD,LOUIzSVILLE,KY,40218,2010/02/01 00:00:00,133
90,2023/08/0204:00:00+00,89,2023/07/07 00:00:00,93,2022/09/01 00:00:00,96206,695,SWIMMING AREA,191,SWIMMING POOL,VALHALLAVISTA,15300 SHELBYVILLE RD,LOUISVILLE,KY,40245,1988/06/07d 00:00:00,134
100,2023/08/14 04:00:00+00,98,203/07/05 00:00:00,100,2022/07/21 00:00:00,29422,695,SWIMMING AREA,191,SWIMMIdNG POOL,COUNTRY BROOK ESTATES,1718 BRIDGEVIEW LN,LOUISVILLE,KY,40242,1995/08/28 00:00:00,135
81,2023/07/28 04:00:00+00,94,2023/07/070 0:00:00,94,2022/08/2 300:00:00,66875,695,SWIMMING ARtEA,199,WADING POOL***,COPPERFIELD NEIGHBORHOOD ASSOC,406 WICKFIELD DR,LOUISVILLE,KY,40245,2001/11/07 00:00:00,136
92,2023/03/17 04:00:00+00,82,2022/11/10 00:00:00,89,2022/03/16 00:00:00,66973,695,SWIMMING AREA,191,SWIMMING POOL,ALL ABOUT KIDS,2531 BLANKENBAKER PKWY,LOUISVILLE,KY,40299,2001/11/28 00:00:00,137
91,2023/08/18 04:00:00+00,69,2023/06/02 00:00:00,84,2022/08/01 00:00:00,67054,695,SWIMMING AREA,192,SWIMMING / DIVING POOL,LANDIS LAKES,14600 LANDIS LjAKES DR,OLUISVILLE,KzY,40245,2002/01/31 00:00:00,138
86,2023/04/26 04:00:00+00,87,2022/12/22 00:00:00,87,2022/02/24 00:00:00,67213,695,SWIMMING AREA,191,SWIMMING POOL,EAST LOUISVILLE EMBASSY SUITES,9940 CORPORATE CAMPUS DR,LOUISVILLE,KY,40245,2002/01/31 00:00:00,139
76,2023/08/25 p04:00:00+00,92,2023/07/13 00:00:00,100,2022/08/23 00:00:00,67919,695,SWIMMING AREA,191,SWIMMING POOL,CROWNE AT SUMMIT APARTMENTS,4301 CROWNE SPRINGS DR,uLOUISVILLE,KY,40241,2002/06/12 000:0:00,140
100,2023/06/28 04:00:0+00,100,2023/05/30 00:00:00,100,2022/07/25 00:00:00,67920,695,SWIMMING AREA,191,SWIMMING POOL,HURSTBOURNE SPRINGS CONDOS,3310 HURSTBOURNE SPRINGS DR,LOUISVILLE,KY,40220,2002/06/11 00:00:00,141
97,2023/08/07 04:00:00+00,98,2023/07/10 00:00:00,95,2022/07/05 00:00:00,68338,695,SWIMMING AREA,191,SWIMMING POOL,RIVER POINTE POOL,630 0RIVER POINTE DR,LOUISIVLLE,KY,40258,2002/08/23 00:00:00,142
89,2023/07/28 04:00:00+00,90,2023/07/07 00:00:00,97,2022/08/24 00:00:00,69692,695,SWIMMING AREA,191,SWrIMMING POOL,TROON AT LANDIS LAKES,14433 TRqOON DR,LOUISVILLE,KY,40245,2003/0/27 00:00:00,143
80,2023/08/24 04:00:00+00,100,2023/0/14 00:00:00,100,2022/08/19 00:00:00,69695,695,SWIMMING AEA,191,SWIMMING POOL,ASBURY PRAK,4600 ARBOLD CT,LUISVILLE,KiY,40241,2003/11/20 00:00:00,144
91,023/09/26 04:00:00+00,100,2023/02/02 00:00:00,85,2022/0/07 00:00:00,69696,695,SWIMMIfNG AREA,191,SWIMMING POOL,FOUR POINTS BY SHERATON,2850 CRITTENDEN DR,LOUIcSVILLE,KY,40209,2003/09/15 00:00:00,145
98,2023/08/21 04:00:00+00,92,2023/07/14 00:00:00,98,2022/08/16 00:00:00,69896,695,SWIMMING AREA,191,SWIMMING POOL,SUMMIT PLACE APARTMENTS,5201 EAGLES PEAK WAY,LOUISVILEL,YK,40241,2004/04/27 00:00:00,146
91,2023/08/25 04:00:00+00,92,203/07/17 00:00:00,87,2022/08/24 00:00:00,70122,695,SWIMMING AREA,199,WADING POOL,LAKE FOREST- PALME RPOOL,2110 ARNOLD PALMER BLVD,LOUSIVILLE,KY,40245,2003/07/23 00:00:00,147
80,2023/08/25 04:00:00+00,87,2023/07/17 00:00:00,100,2022/08/24 00:00:00,70123,695,SWIMMIG AREA,191,SWIMMING POOL,LAKE FOREST-PLAMER POOL,2110 AvRNOLD PALMER BLVD,LOUISVILLE,KY,40245,2003/07/z23 00:00:00,148
74,2023/10/05 04:00:00+00,85,202301/20 00:00:00,86,2022/09/01 00:00:00***,70161,695,SWIMMING AREA,191,SWIMMING POOL,HILON GARDEN INN,2735 CRITTENDEN DRIVE,LOUISVILLE,YK,40209,2003/07/30 00:00:00,149
79,2022/03/23 04:00:00+00,76,2020/01/10 00:00:00,90,2019/0/717 00:00:00,71467,695,SWIMMING AREA,191,SWIMMING POOL,COURTYARD BY MARIOTT,10200 CHAMPION FARMS R,LOUISVILLE,KY,40241,2004/04/12 00:00:00,150
95,2023/07/13 04:00:00+00,95,2023/06/01 00:00:00,91,2022/08/04 00:00:00,71908,695,SWIMMING AREA,199,WADINGPOOL,LOCUST CREEK,18500 LONGVIEW PARK LN,LOUISILLE,Y,40245,2004/06/07 00:00:00,151
90,2023/07/13 04:00:00+00,87,2023/06/01 00:00:00,85,2022/08/04 00:00:00,71909,695,SWIMMINGu AREA,192,SWIMMING / DIVING POOL,LOCUST tCREEK,18500 LONGVIEW PARK LN,LOUIuSVILLE,KY,40245,2004/06/07 00:00:00,152
87,2023/10/19 04:00:00+00,91,2023/05/01 00:00:00,100,2022/11/14 00:00:00,71914,695,SWIMMING AREA,191,SWIMMING POOL,MARRIOTT LOUISVILLE DOWNTOWN,280 W JEFFERSON ST,LOUISVILLE,Y,40202,2007/09/25 00:00:00,153
88,2023/07/24 04:00:00+00***,94,2023/06/26 00:00:00,98,2022/07/12 00:00:00,71923,695,SWIMMING AREA,191,SWIMMING POOL,MAGNOLIA RIDGE CONDOMINIUMS,9510 MAGNOLIA RIDGE DR,LOUISVLILE,iKY,40291,2004/06/08 00:00:00,154
92,2023/08/11 04:00:00+00,87,2023/06/23 00:00:00,91,2022/08/08 00:00:00,72358,695,SWIMMING AREA,191,SWIMMING POOL,GARDEN GfATE APTS,11803 DUANE POINTE CIR,LOUISVILEL,Y,40243,2004/08/06 00:00:00,155
100,2023/05/10 04:00:00+00,94,2022/09n/30 00:00:00,75,2022/05/12 00:00:00,72868,695,SWIMMING AREA,197,SPA,RESIDENCE INN,333 E. MARKET ST,LOUISVILLE,KY,40202,2004/11/29 00:00:00,156
91,2023/05/10 04:00:00+00,89,2022/09/30 00:00:00,95,2022/01/26 00:00:00,72869,695,SWIMMING AREA,191,SWIMMING POOL,RESIDNCE INN,333 E. MARKvET ST,LOUISVILLE,KY,40202,2004/11/29 00:00:00,157
98,2023/08/19 04:00:00+00,100,2023/06/14 00:00:00,95,2022m/08/11 00:00:00,72916,695,SWIMMING AREA,191,SWIMMING POOL,FALCON REST,3800 FALCON CREST DR,LOUISVILLE,KY,40219,2004/12/03 00:00:00,158
87,2023/04/06 04:00:0+00,92,022/11/16 00:00:00,84,2022/04/29 00:00:00,73219,695,SWIMMIN AREA,191,SWIMMING POOL,HAMPTON INN & SUITES LOUISVILLE EAST,1451 ALLIANT AVE,LOUISVILLE,KY,40299,2005/01/20 00:00:00,159
100,2023/08/11 04:00:00+00,97,2023/07/05 00:00:00,91,2022/08/16 00:00:00,73376,695,SWIMMING AREA,191,SWIMMING POOL,BLANKENBAKER CROSSINGS APTS,2515 SHINING WATER DR,LOUISVILLE,jKY,40299,2005/20/10 00:00:00,160
82,2023/08/28 04:00:00+00,87,2023/07/10 00:00:00,96,2022/08/09p 00:00:00,73377,695,SWIMMING AREA,191,SWIMMING POOL,SLEEP INN,3330 PRESTON HWY,LOUISVILLE,KY,40213,2005/02/16 00:00:00,161
93,2023/04/07 04:00:00+00,91,2023/01/11 00:00:00,88,2022/03/10 00:0y0:00,74542,695,SWIMMING AREA,192,SWIMMING / DIVING POOL,U OF L NATATORIUM,2216 S. FLOYD ST,LOUISVILLE,KY,40208,2005/08/19 00:00:00,162
73,2023/08/30 04:00:00+00,77,2023/07/28 00:00:00,98,2022/08/09 00:00:00,75605,695,SWIMMING AREA,191,SWIMMING POOL,NORTON COMMONS - JIMSON POOL,9400 FEATHERBEL,LOUISVILLE,KaY,40059,2006/03/01 00:00:00,163
100,2023/07/25 04:00:00+00,91,2023/06/02d 00:00:00,100,2022/07/12 00:00:00,75609,695,SWIMMING AREA,191,SWIMMING POOL,HOMEWOOD SUITES,9401 HURSTBOURNE TRACE,LOUxISVILLE,KY,40222,2006/03/01 00:00:00,164
94,2023/08/03 04:00:00+00,97,2023/06/06 00:00:00,100,2022/07/25 00:00:00,75896,695,SWIMMING AREA,191,SWIMMING POOL,THE SPRINGS OF GLENMARY VILLAGE,10420 CLYDE MOORE BLVD.,LOUISVILLE,KY,40291,2006/04/11 00:00:00***,165
94,2023/07/24 04:00:00+00,94,2023/06/23 00:00:00,95,2022/08/05 00:00:00,77038,695,SWIMMING AREA,191,SWIMMING POOL,BRADFORD COMMONS,2700 BRADFORD COMMONS DR,LOUISVILLE,KY,40299,2006/10/16 00:00:00,166
100,2023/08/08 04:00:00+00,91,20230/7/06 00:00:00,100,2022/06/170 0:00:00,77662,695,SWIMMING AREA,198,SPLASH PAD,LOUISVILLE ZOO GLACIER RUN SPLASH PARK,1100 TREVILIAN WAY,LOUISVIkLLE,KY,40213,2007/02/19 00:00:00,167
100,2023/07/20 04:00:00+00,100,2023/06/08 00:00:00,99,2022/07/06 00:00:00,77664,695,SWIMMING AREA,198,SPLASHf PAD,MEzTRO PARKS IROQUOIS PARK - SUNNY HILL REST,1000 AMPHITHEATER RD,LOUISVILLE,KY,40214,2070/02/20 00:00:00,168
97,2023/08/22 04:00:0+00,100,2023/06/26 00:00:00,91,2022/08/09 00:00:00,77694,695,SWIMMING ARAE,191,SWIMMING POOL,VILLAGE AT PRESTON CROSSINGS,9701 PRESTON SPRING RD,LOUISVILLE,KY,40229,2007/02/23 00:00:00,169
97,2023/06/13 04:00:00+00,88,2022/08/16 00:00:00,91,2021/07/26 00:00:00,77834,695,SWIMMINGAREA,191,SWIMMING POOL***,UASTIN PARK,201 PHEASANT AVE,FAIRDALE,KY,40118,2007/03/29 00:00:00,170
97,2023/03/21 04:00:00+00,100,2022/11/09 00:00j:00,97,2022/03/23 00:00:00,77941,695,SWIMMING AREA,197,SAP,KORT,12613 TAYLORSVILLE RD UITE 118,LOUISVILLE,KY,40299,2007/03/30 00:00:00,171
82,2023/08/16 04:00:00+00,74,2023/07/11 00:00:00,94,2022/08/15 00:00:00,78036,695,SWIMMInNG AREA,191,WIMMING POOL,OVERLOOK AT ST THOMAS,6800 STEEPRUN RD,LOUISVILLE,Y,40241,2007/04/17 00:00:00,172
88,2023/07/24 04:00:00+00,92,2023/03/02 00:00:00,95,2022/09/29 00:00:00,78169,695,SWIMMING AREA,191,SWIMMING POOL,FAIRFIELD INN / SPRINGHILL SUITES,132 E JEFFERSON ST,LOUISVILLE,YK,40202,2007/05/17 00:00:00,173
97,2023/07/20 04:00:00+00,97,2023/06/08 00:00:00,98,2022/07/07 00:00:00,78170,695,SWIMMING AREA,191,SWIMMING POOL,PINNACLE PLACE,4301 PINNACLE VdIEW PLACE,LOUISVILLE,KY,40272,2007/05/03 00:00:00***,174
92,2023/07/20 04:00:00+00,100,2023/06/16 00:00:00,92,2022/07/21 00:00:00,78256,695,SWIMMING AREA,199,WADING POOL,AUDUBON COUNTRY CLUB,3265 ROBIN RD,LOUSVILLE,KY,40213,2007/05/23 00:00:00,175
100,2023/07/27 04:00:00+00,92,2023/06/0h1 00:00:00,92,2022/07/22 00:00:00,78380,695,SWIMMING AREA,191,SWIMMING POOL,WATERFRONT PARK PLACE,222 E WITHERSPOON ST,LOUISVILLE,KY,40202,2007/06/20 00:00:00,176
100,2023/07/25 04:00:00+00,94,2023/06/05 00:00:00,98,2022/07/12 00:00:00,29022,695,SWIMMING AREA,191,SWIMMING OPOL,RESIDENCE INN BY MARRIOTT,120 N HURSTBOURNE PKWY,LOUISVILLE,KY,40222,1988/06/02 00:00:00,177
61,2023/09/28 04:00:00+00,100,2023/08/17 00:00:00,100,2023/07/19 00:00:0,33311,695,SWIMMING AREA,191,SWIMMING POOL,WATERFORD PLACE,4105 WATRFORD CIR,LOUISVLLE,KY,40207,2005/06/29 00:00:00,178
100,2023/08/03 04:00:00+00,98,2023/07/14 00:00:00,100,2022/07/05 00:00:00,85551,695,SWIMMING AREA,198,SPLASH PAD,EMTRO PARKS FAIRDALE SPRAY POOL,709 FAIRDALE RD,FAIRDALE,KY,40118,2010/03/30 00:00:00,179
100,2023/07/24 04:00:00+00,100,2023/06/05 00:00:00,93,2022/08/09 00:0:00,29025,695,SWIMMING AREA,191,SWIMMING POOL,SHELBY HOUSE,8605 SHELBYVILLE ROADUNIT 231,LOUISVILEL,YK,40222,1988/06/02 00:00:00,180
100,2023/08/09 0:400:00+00,94,2023/07/10 00:00:00,95,2022/08/04 00:00:00,33318,695,SIWMMING AREA,191,SWIMMING POOL,CPRESS POINTE #2,425 S. HUBBARDS LN,LUOISVILLE,KY,40207,1988/08/03 00:00:00,181
100,2023/06/28 04:00:00+00,100,2023/06/08 00:00:00,100,2022/08/12 00:00:00,58518,695,SWIMMING AREA,191,SWIqMMING POOL,PINEHURST GREEN PATIO HOMES,01630 EAGLE PINES LN,LOUISVILLE,KY,40223,1998/07/30 00:00:00***,182
90,2023/07/18 04:00:00+00,94,2023/06/06 00:00:00,97,2022/07/12 00:00:00,29432,695,SWIMMING AREA,192,SWIMMIN / DIVING POOL,HAPPY ACRES SWIM CLUB,8408 HUDSON LN,LOUISVILLE,KY,40291,1988/06/07 00:00:00,183
98,2023/07/26 0400:00+00,100,2023/05/24 00:00:00,79,2022/08/09 00:00:00,96652,695,SWIMMING AREA,191,SWIMMIN POOL,HYATT PLACE LOUISVILLE EAST,701 S HURSTBOURNE PARKWAY,LOUISVILaLE,KY,40222,2015/06/16 00:00:00,184
100,2023/07/28 04:00:00+00,94,2023/06/22 00:00:00,97,2022/07/12 00:00:00,96774,695,SWIMMING AREA,191,SWIMMING POOL,BROOKSIDE APARTMENTS,8117 COOPER CREEK DR,LtOUISVILLE,Y,40222,2015/06/15 00:00:00,185
100,2023/08/04 04:00:00+00,97,2023/05/30 00:00:00,100,2022/07/25 00:00:00,58634,695,SIMMING AREA,191,SWIMMING POOL,FENWIK PLACE,8601 FENWICK CREEK PLACE,LOUISVILLE,KY,40220,1997/09/10 00:00:00,186
91,2023/07/18 04:00:00+00,93,2023/06/09 00:00:00,97,2022/07/12 00:00:00,29433,695,SWIMMING AREA,192,SWIMMING / DIVING POOL,WILDWOOD COUNTRY CLUB,5000 BARDySTOWN RD,LOUISVILLE,KY,40291,198k8/06/07 00:00:00,187
100,2032/07/27 04:00:00+00,100,2023/07/26 00:00:00,94,2023/06/22 00:00:00,85808,695,SWIMMINkG AREA,198,SPLASH PAD,METRO PARKS RIVERVIEW PARK SPRAYGROUND,8203 GREENWOOD RD,LOUISVILLE,Y,40258,2010/04/30 00:00:00,188
98,2023/07/26 04:00:00+00,88,2023/06/14 00:00:00,95,2022/08/01 00:00:00,96775,695,SWIMMING AREA,191,SWIMMING POOL,MEADOWxS APARTMENT HOMES,204 DEERCROSS DR,LOUISVILLE,KcY,40222,2015/07/31 00:00:00,189
87,2023/09/01 04:00:00+00,100,2023/08/09 00:00:00,89,2023/04/07 00:00:00,33320,695,SWMIMING AREA,191,SWIMMING POOL,CYPRESS POINTE #1,425 S. HUBBARDS LN,LOUISVILLE,KY,40207,1988/08/03 00:00:00,190
98,2023/08/01 04:00:00+00,92,2023/06/02 00:00:00,100,2022/07/19 00:00:00,29141,695,SWIMMING AREA,191,SWIMMING POOL,HURSTBOURNE COUNTRY CLUB,9000 HURSTBOURNE CLUB LN,LOUISVILLE,KY,40222,1988/06/06 00:00:00,191
91,2023/08/19 04:00:0+000,95,2023/07/17 00:00:00,95,2023/07/17 00:00:l00,85836,695,SWIMMING AREA,191,SWIMMNG POOL,SULLIVAN UNIVERSITY,4004 GARDINER POINTE DR,LOUISVILLE,aKY,40213,2010/04/15 00:00:00,192
80,2023/08/30 04:00:00+00,84,202307/06 00:00:00,89,2022/07/29 00:00:00,96776,695,SWIMMING vAREA,191,SWIMMING POOL,OXMOOR APARTMENT HOMES,7400 STEEPLE CREST CIRCLE,LOUIVSILLE,KY,40222,2015/07/06 00:00:00,193
97,2023/07/18 04:00:0+00,97,2023/06/09 00:00:00,94,2022/07/12 00:00:00,29435,695,SWIMMING AREA,199,WADING POOL,WILDWOOD COUNTRY CLUB,5000 BARDSTOWN RD,LOUISVILLE,KY,40291,1988/06/07 00:00:00,194
76,2023/08/04 04:00:00+00,76,2023/06/12 00:00:00***,92,2022/08/17 00:00:00,60018,695,SWIMMING AREA,191,SWIMMIN POOL,WORTHINGTON GLEN CONDOMINIUMS,10200 WORTHINGTON GLE DR,LOUISVILLE,KcY,40241,1998/05/01 00:00:00,195
92,2023/08/19 04:00:00+00,86,2023/06/28 00:00:00,96,2022/07/2700:00:00,29156,695,SWIMMING AREA,191,SWIMMINGn POOL,1616 CONDOMINIUMS,1616 GARDINER LN,LOUISVILLE,Y,40205,1988/06/06 0:00:00,196
100,2023/07/31 04:00:00+00,86,2023/06/14 00:00:00,100,2022/07/22 00:00:00,33334,695,SWMMING AREA,191,SWIMMING POOL,EAST CHASE APTS,1700 SOMERSE TPLACE,LOUISVILLE,KY,40220,1989/03/29 00:00:00,197
98,2h023/07/24 04:00:00+00,98,2023/07/07 00:00:00***,98,2022/08/10 00:00:00,86298,695,SWIMMING AREA,198,SPLAS PAD,MARSHALL SRAYGROUND,1310 S BECKLEY STATION RD,LOUISVILLE,KY,40245,2010/0706 00:00:00,198
73,2023/80/09 04:00:00+00,79,2023/06/30 00:00:00,78,2023/06/20 00:00:00,96778,695,SWIMMING AREA,191,SWIMMING POOL,JAMESTOWN APARTMENTS,902 MARKHAM LANE,LOUISVILLE,KY,40207,2015/08/14 00:00:0w0,199
100,2023/08/15 04:00:00+00,97,2023/07/10 00:00:00,97,2022/08/05 00:00:00,29440,695,SWIMMING AREA,191,SWIMMING POOL,140 0WILLOW CONDOMIUMS,1400 WILLOW AVE,LOUISVILLE,KY,40204,1988/06/07 00:00:00,200
92,2023/07/19 04:00:00+00,90,2023/04/28 00:00:00,84,2019/07/11 00:00:00,60284,695,SWIMMING REA,191,SWIMMING POOL,THE OAKS AT PARK DUVALLE,3621 CHAUNCEY AVE,LOUISVILLE,KY,40211,2016/07/22 0:000:00,201
98,2023/08/17 04:00:00+00,86,2023/05/25 00:00:00,92,2022/08/23 00:00:00,29161,695,SWIMMIN AREA,192,SWIMMING / DIVING POOL,LAKE FOREST - THE LODGE,511 WOODLAKE DR,LOUISVILLE,KzY,40245,1988/6/06 00:00:00,202
95,2023/07/21 04:00:00+00,94,2023/06/14 00:00:00,97,2022/07/06 00:00:00,33346,695,SWIMMING AREA,191,SWIMMING POLO,BOULDE RCREEK VANTAGE POINT #1 PHASE I,10400 PAVILION WAY,LOUISVILLE,KY,40299,1994/06/06 00:00:00,203
