reqid,request_date,personpremise,address_one,zip,activity_date,activitytypeid,activity_type_desc,object_id
709589,2020/11/19 05:00:00+00,LOU LOU FOOD & DRINK,106 SEARS AVE,40207.0,2020/11/19 05:00:00+00,4,SURVEY,785
709590,2020/11/19 05:00:00+00,SIMPLY THAI,323 WALLACE AVE,40207.0,2020/11/19 05:00:00+00,4,SURVEY,786
709610,2020/11/19 05:00:00+00,WAFFLE HOUSE #1069,3739 PAMELA RAE DR,40241.0,2020/11/19 05:00:00+00,4,SURVEY,787
709611,2020/11/19 05:00:00+00,SONAL'S KITCHEN,3741 PAMELA RAE DR,40241.0,2020/11/19 05:00:00+00,4,SURVEY,788
709612,2020/11/19 05:00:00+00,ROOSTERS,3601 SPRINGHURST BLVD,40241.0,2020/11/19 05:00:00+00,4,SURVEY,789
709613,2020/11/19 05:00:00+00,INDIAN BAZAAR,11324 MAPLE BROOK DR,40241.0,2020/11/19 05:00:00+00,4,SURVEY,790
709614,2020/11/19 05:00:00+00,FIESTA TIME MEXICAN GRILL,11320 MAPLE BROOK DR,40241.0,2020/11/19 05:00:00+00,4,SURVEY,791
709615,2020/11/19 05:00:00+00,BLAZE PIZZA #1179,4118 SUMMIT PLAZA DR,40241.0,2020/11/19 05:00:00+00,4,SURVEY,792
709616,2020/11/19 05:00:00+00,PENN STATION,3707 CHAMBERLAIN LN,40241.0,2020/11/19 05:00:00+00,4,SURVEY,793
709617,2020/11/19 05:00:00+00,CHINA 1,11316 MAPLE BROOK DR,40241.0,2020/11/19 05:00:00+00,4,SURVEY,794
709619,2020/11/19 05:00:00+00,HARDEE'S #1506356,11201 OSCAR RD,40241.0,2020/11/19 05:00:00+00,4,SURVEY,795
709620,2020/11/19 05:00:00+00,FIVE GUYS,4116 SUMMIT PLAZA DR,40241.0,2020/11/19 05:00:00+00,4,SURVEY,796
709621,2020/11/19 05:00:00+00,MARTINI ITALIAN BISTRO,4021 SUMMIT PLAZA DR,40241.0,2020/11/19 05:00:00+00,4,SURVEY,797
709622,2020/11/19 05:00:00+00,MITCHELL'S FISH MARKET,4031 SUMMIT PLAZA DR,40241.0,2020/11/19 05:00:00+00,4,SURVEY,798
709623,2020/11/19 05:00:00+00,NOODLES & COMPANY,4302 SUMMIT PLAZA DR,40241.0,2020/11/19 05:00:00+00,4,SURVEY,799
709624,2020/11/19 05:00:00+00,POTBELLY SANDWICH SHOP,4023 SUMMIT PLAZA DR,40241.0,2020/11/19 05:00:00+00,4,SURVEY,800
712704,2020/12/02 05:00:00+00,PLAZA CLEANERS,2813 N HURSTBOURNE PKWY,40202.0,2020/12/02 05:00:00+00,4,SURVEY,801
712706,2020/12/02 05:00:00+00,79 NAILS,2813 N HURSTBOURNE PKWY,40202.0,2020/12/02 05:00:00+00,4,SURVEY,802
712707,2020/12/02 05:00:00+00,O'LINE SPORTS GRILL,2813 N HURSTBOURNE PKWY,40223.0,2020/12/02 05:00:00+00,4,SURVEY,803
712708,2020/12/02 05:00:00+00,HWANG'S MARTIAL ARTS,2813 N HURSTBOURNE PKWY,40202.0,2020/12/02 05:00:00+00,4,SURVEY,804
712709,2020/12/02 05:00:00+00,WALGREENS,9702 WESTPORT RD,40202.0,2020/12/02 05:00:00+00,4,SURVEY,805
713368,2020/12/03 05:00:00+00,VICTORIA'S SECRET AND PINK,4230 SUMMIT PLAZA DR,40202.0,2020/12/03 05:00:00+00,4,SURVEY,806
716779,2020/12/02 05:00:00+00,PLANET FITNESS,3036 BARDSTOWN RD,40202.0,2020/12/02 05:00:00+00,4,SURVEY,807
716780,2020/12/02 05:00:00+00,ACE CUSTOM TAILORS,3042 BARDSTOWN RD,40202.0,2020/12/02 05:00:00+00,4,SURVEY,808
713369,2020/12/03 05:00:00+00,BANANA REPUBLIC,4226 SUMMIT PLAZA DR,40202.0,2020/12/03 05:00:00+00,4,SURVEY,809
716781,2020/12/02 05:00:00+00,HALLMARK,3040 BARDSTOWN RD,40202.0,2020/12/02 05:00:00+00,4,SURVEY,810
713370,2020/12/03 05:00:00+00,VERSONA,4220 SUMMIT PLAZA DR,40202.0,2020/12/03 05:00:00+00,4,SURVEY,811
716782,2020/12/02 05:00:00+00,UPS STORE,3044 BARDSTOWN RD,40202.0,2020/12/02 05:00:00+00,4,SURVEY,812
713371,2020/12/03 05:00:00+00,ATHLETA,4212 SUMMIT PLAZA DR,40202.0,2020/12/03 05:00:00+00,4,SURVEY,813
710746,2020/12/01 05:00:00+00,PAPA JOHN'S #36,3511 SPRINGHURST COMMONS DR,40241.0,2020/12/01 05:00:00+00,4,SURVEY,814
716783,2020/12/02 05:00:00+00,PRESTON ARTS CENTER,3048 BARDSTOWN RD,40202.0,2020/12/02 05:00:00+00,4,SURVEY,815
716784,2020/12/02 05:00:00+00,PARTY MART,3050 BARDSTOWN RD,40202.0,2020/12/02 05:00:00+00,4,SURVEY,816
716785,2020/12/02 05:00:00+00,PRO-REHAB PHYSICAL THERAPY,3052 BARDSTOWN RD,40202.0,2020/12/02 05:00:00+00,4,SURVEY,817
716786,2020/12/02 05:00:00+00,STAPLES,3058 BARDSTOWN RD,40202.0,2020/12/02 05:00:00+00,4,SURVEY,818
716787,2020/12/02 05:00:00+00,SUPER FITNESS,4680 BARDSTOWN RD,40202.0,2020/12/02 05:00:00+00,4,SURVEY,819
710938,2020/12/03 05:00:00+00,DARLING STATE OF MIND,4121 SHELBYVILLE RD,40207.0,2020/12/02 05:00:00+00,4,SURVEY,820
711040,2020/12/03 05:00:00+00,DOMINO'S PIZZA #1423,2400 BROWNSBORO RD,40206.0,2020/12/03 05:00:00+00,4,SURVEY,821
711041,2020/12/03 05:00:00+00,PENN STATION,2407A BROWNSBORO RD,40207.0,2020/12/03 05:00:00+00,4,SURVEY,822
711042,2020/12/03 05:00:00+00,NTABA COFFEE HAUS,2407 BROWNSBORO RD,40206.0,2020/12/03 05:00:00+00,4,SURVEY,823
711043,2020/12/03 05:00:00+00,DERBY CITY PIZZA,2331 BROWNSBORO RD,40206.0,2020/12/03 05:00:00+00,4,SURVEY,824
711044,2020/12/03 05:00:00+00,SPEEDWAY #8132,2300 BROWNSBORO RD,40207.0,2020/12/03 05:00:00+00,4,SURVEY,825
711045,2020/12/03 05:00:00+00,THORNTONS #27,2007 BROWNSBORO RD,40206.0,2020/12/03 05:00:00+00,4,SURVEY,826
711046,2020/12/03 05:00:00+00,SUBWAY,291 N HUBBARDS LN,40207.0,2020/12/03 05:00:00+00,4,SURVEY,827
711048,2020/12/03 05:00:00+00,POLLO BROWNSBORO,1991 BROWNSBORO RD,40206.0,2020/12/03 05:00:00+00,4,SURVEY,828
711050,2020/12/03 05:00:00+00,PAPA JOHN'S #4,1961 BROWNSBORO RD,40206.0,2020/12/03 05:00:00+00,4,SURVEY,829
711055,2020/12/03 05:00:00+00,DRAKE'S,3939 SHELBYVILLE RD,40207.0,2020/12/03 05:00:00+00,4,SURVEY,830
711059,2020/12/03 05:00:00+00,SALSARITA'S,285 N HUBBARDS LN,40207.0,2020/12/03 05:00:00+00,4,SURVEY,831
711061,2020/12/03 05:00:00+00,MCDONALD'S,287 N HUBBARDS LN,40207.0,2020/12/03 05:00:00+00,4,SURVEY,832
711063,2020/12/03 05:00:00+00,CHINA STAR,291 N HUBBARDS LN,40207.0,2020/12/03 05:00:00+00,4,SURVEY,833
711065,2020/12/03 05:00:00+00,SUBWAY,291 N HUBBARDS LN,40207.0,2020/12/03 05:00:00+00,4,SURVEY,834
711066,2020/12/03 05:00:00+00,PAPA MURPHY'S,291 N HUBBARDS LN,40207.0,2020/12/03 05:00:00+00,4,SURVEY,835
711093,2020/12/03 05:00:00+00,J'TOWN CLEANERS,3751 RUCKRIEGEL PKWY,40299.0,2020/12/03 05:00:00+00,4,SURVEY,836
711096,2020/12/03 05:00:00+00,PLANET FITNESS,3181 S 2ND,40202.0,2020/12/03 05:00:00+00,4,SURVEY,837
711097,2020/12/03 05:00:00+00,BLUEGRASS COIN LAUNDRY,3751 RUCKRIEGEL PKWY #C,40299.0,2020/12/03 05:00:00+00,4,SURVEY,838
711099,2020/12/03 05:00:00+00,LITTLE CAESARS,3121 S 2ND ST,40208.0,2020/12/03 05:00:00+00,4,SURVEY,839
711100,2020/12/03 05:00:00+00,SAM'S GYROS,3123 S 2ND ST,40208.0,2020/12/03 05:00:00+00,4,SURVEY,840
711101,2020/12/03 05:00:00+00,AUTOZONE,3801 RUCKRIEGEL PKWY,40299.0,2020/12/03 05:00:00+00,4,SURVEY,841
711103,2020/12/03 05:00:00+00,DIZZY WHIZ #1,217 W ST. CATHERINE ST,40203.0,2020/12/03 05:00:00+00,4,SURVEY,842
711104,2020/12/03 05:00:00+00,NORTH LIME COFFEE & DONUTS,1228 S 7TH ST,40203.0,2020/12/03 05:00:00+00,4,SURVEY,843
711105,2020/12/03 05:00:00+00,BURGER BOY,1450 S BROOK ST,40208.0,2020/12/03 05:00:00+00,4,SURVEY,844
711120,2020/12/03 05:00:00+00,DAIRY QUEEN,9080 DIXIE HWY,40258.0,2020/12/03 05:00:00+00,4,SURVEY,845
711121,2020/12/03 05:00:00+00,DEENO'S,9100 DIXIE HWY STE A,40258.0,2020/12/03 05:00:00+00,4,SURVEY,846
711122,2020/12/03 05:00:00+00,TEXAS ROADHOUSE,5005 SHELBYVILLE RD,40207.0,2020/12/03 05:00:00+00,4,SURVEY,847
711123,2020/12/03 05:00:00+00,TOTAL WINE & MORE,5067 SHELBYVILLE RD,40207.0,2020/12/03 05:00:00+00,4,SURVEY,848
711124,2020/12/03 05:00:00+00,ARBY'S #773,4975 SHELBYVILLE RD,40207.0,2020/12/03 05:00:00+00,4,SURVEY,849
711198,2020/12/03 05:00:00+00,SCOOTERS TRIPLE B'S,3840 S HURSTBOURNE PKWY,40299.0,2020/12/03 05:00:00+00,4,SURVEY,850
711201,2020/12/03 05:00:00+00,MANGO'S MEXICAN GRILL,4632 HENDRIK DR,40299.0,2020/12/03 05:00:00+00,4,SURVEY,851
711203,2020/12/03 05:00:00+00,BRICKHOUSE TAVERN & TAP,871 S HURSTBOURNE PKWY,40222.0,2020/12/03 05:00:00+00,4,SURVEY,852
711204,2020/12/03 05:00:00+00,BEARNO'S #502,855 S HURSTBOURNE PKWY,40222.0,2020/12/03 05:00:00+00,4,SURVEY,853
711205,2020/12/03 05:00:00+00,CARRABBA'S ITALIAN GRILL #6801,617 S HURSTBOURNE PKWY,40223.0,2020/12/03 05:00:00+00,4,SURVEY,854
711206,2020/12/03 05:00:00+00,MIMI'S CAFE,615 S HURSTBOURNE PKWY,40222.0,2020/12/03 05:00:00+00,4,SURVEY,855
713372,2020/12/03 05:00:00+00,CHICO'S,4208 SUMMIT PLAZA DR,40202.0,2020/12/03 05:00:00+00,4,SURVEY,856
713373,2020/12/03 05:00:00+00,ANN TAYLOR,4206 SUMMIT PLAZA DR,40202.0,2020/12/03 05:00:00+00,4,SURVEY,857
713374,2020/12/03 05:00:00+00,TALBOTS,4200 SUMMIT PLAZA DR,40202.0,2020/12/03 05:00:00+00,4,SURVEY,858
713375,2020/12/03 05:00:00+00,GAP CLOTHING,4160 SUMMIT PLAZA DR,40202.0,2020/12/03 05:00:00+00,4,SURVEY,859
713376,2020/12/03 05:00:00+00,BUILD-A-BEAR WORKSHOP,4156 SUMMIT PLAZA DR,40202.0,2020/12/03 05:00:00+00,4,SURVEY,860
713377,2020/12/03 05:00:00+00,BARNES AND NOBLE,4300 SUMMIT PLAZA DR,40202.0,2020/12/03 05:00:00+00,4,SURVEY,861
711175,2020/12/04 05:00:00+00,BUILDING KIDZ SCHOOL,2415 BUSH RIDGE DR,40245.0,2020/12/04 05:00:00+00,4,SURVEY,862
711177,2020/12/04 05:00:00+00,KIDS ACADEMY IV,13905 SHELBYVILLE RD,40245.0,2020/12/04 05:00:00+00,4,SURVEY,863
711178,2020/12/04 05:00:00+00,KENTUCKY DAY ACADEMY,8040 NEW LAGRANGE RD,40222.0,2020/12/04 05:00:00+00,4,SURVEY,864
711179,2020/12/04 05:00:00+00,LYNDON LEARNING CHILDCARE,1100 LYNDON LN,40222.0,2020/12/04 05:00:00+00,4,SURVEY,865
711189,2020/12/04 05:00:00+00,BEEF O'BRADY'S,3101 S 2ND ST,40208.0,2020/12/04 05:00:00+00,4,SURVEY,866
711191,2020/12/04 05:00:00+00,DOUBLE DRAGON II,3135 S 2ND ST,40208.0,2020/12/04 05:00:00+00,4,SURVEY,867
711192,2020/12/04 05:00:00+00,TERANGA AFRICAN MARKET,3027 S 4TH ST,40208.0,2020/12/04 05:00:00+00,4,SURVEY,868
711193,2020/12/04 05:00:00+00,A CHAU GROCERY,5107 S 3RD ST,40214.0,2020/12/04 05:00:00+00,4,SURVEY,869
711195,2020/12/04 05:00:00+00,ANNIE'S CAFE,308 W WOODLAWN AVE,40215.0,2020/12/04 05:00:00+00,4,SURVEY,870
711196,2020/12/04 05:00:00+00,CARIBBEAN CAFE,317 W WOODLAWN AVE,40214.0,2020/12/04 05:00:00+00,4,SURVEY,871
711197,2020/12/04 05:00:00+00,FRIENDS JUICE BOX & BAKERY,319 W WOODLAWN AVE,40214.0,2020/12/04 05:00:00+00,4,SURVEY,872
711199,2020/12/04 05:00:00+00,SUNERGOS COFFEE,306 W WOODLAWN AVE,40214.0,2020/12/04 05:00:00+00,4,SURVEY,873
711202,2020/12/04 05:00:00+00,PENN STATION,300 W WOODLAWN AVE,40214.0,2020/12/04 05:00:00+00,4,SURVEY,874
711213,2020/12/04 05:00:00+00,BROWNIES THE SHED GRILL & BAR,9900 LINN STATION RD,40223.0,2020/12/04 05:00:00+00,4,SURVEY,875
711214,2020/12/04 05:00:00+00,CASK SOUTHERN KITCHEN & BAR,9980 LINN STATION RD,40223.0,2020/12/04 05:00:00+00,4,SURVEY,876
711215,2020/12/04 05:00:00+00,FIRST WATCH,201 S HURSTBOURNE PKWY,40222.0,2020/12/04 05:00:00+00,4,SURVEY,877
711216,2020/12/04 05:00:00+00,LONGHORN STEAKHOUSE,2535 HURSTBOURNE GEM LN,40220.0,2020/12/04 05:00:00+00,4,SURVEY,878
711217,2020/12/04 05:00:00+00,SMOKEY BONES BAR & FIRE GRILL,2525 HURSTBOURNE GEM LN,40220.0,2020/12/04 05:00:00+00,4,SURVEY,879
711218,2020/12/04 05:00:00+00,CATTLEMAN'S ROADHOUSE,2901 S HURSTBOURNE PKWY,40220.0,2020/12/04 05:00:00+00,4,SURVEY,880
711220,2020/12/04 05:00:00+00,OUTBACK STEAKHOUSE #1815,8101 BARDSTOWN RD,40291.0,2020/12/04 05:00:00+00,4,SURVEY,881
711222,2020/12/04 05:00:00+00,SEA FRESH SEAFOOD RESTAURANT,8129 BARDSTOWN RD,40291.0,2020/12/04 05:00:00+00,4,SURVEY,882
711223,2020/12/04 05:00:00+00,SICILIAN PIZZA & PASTA,8133 BARDSTOWN RD,40291.0,2020/12/04 05:00:00+00,4,SURVEY,883
711224,2020/12/04 05:00:00+00,THORNTONS #151,7920 BARDSTOWN RD,40291.0,2020/12/04 05:00:00+00,4,SURVEY,884
711225,2020/12/04 05:00:00+00,CIRCLE K #4703226,7951 BARDSTOWN RD,40291.0,2020/12/04 05:00:00+00,4,SURVEY,885
711226,2020/12/04 05:00:00+00,FIESTA TIME AMIGOS,8123 BARDSTOWN RD,40291.0,2020/12/04 05:00:00+00,4,SURVEY,886
711227,2020/12/04 05:00:00+00,SALA THAI RESTAURANT,8125 BARDSTOWN RD,40291.0,2020/12/04 05:00:00+00,4,SURVEY,887
711268,2020/12/04 05:00:00+00,ANOTHER PLACE SANDWICH SHOP,119 S 7TH ST,40202.0,2020/12/04 05:00:00+00,4,SURVEY,888
711269,2020/12/04 05:00:00+00,MUSSEL & BURGER BAR II,113 S 7TH ST,40202.0,2020/12/04 05:00:00+00,4,SURVEY,889
711270,2020/12/04 05:00:00+00,PROOF ON MAIN BAR,700 W MAIN ST,40202.0,2020/12/04 05:00:00+00,4,SURVEY,890
711271,2020/12/04 05:00:00+00,MORTON'S STEAKHOUSE,626 W MAIN ST,40202.0,2020/12/04 05:00:00+00,4,SURVEY,891
711272,2020/12/04 05:00:00+00,JEFF RUBY'S LOUISVILLE,325 W MAIN ST,40202.0,2020/12/04 05:00:00+00,4,SURVEY,892
711273,2020/12/04 05:00:00+00,ZOMBIE TACO MOXY BAR,101 W MAIN ST,40202.0,2020/12/04 05:00:00+00,4,SURVEY,893
711274,2020/12/04 05:00:00+00,ALOFT DOWNTOWN,102 W MAIN ST,40202.0,2020/12/04 05:00:00+00,4,SURVEY,894
711275,2020/12/04 05:00:00+00,CRUSHED ICE EVENTS,226 E WASHINGTON ST,40202.0,2020/12/04 05:00:00+00,4,SURVEY,895
711276,2020/12/04 05:00:00+00,CELTIC PIG,217 E MAIN ST,40202.0,2020/12/04 05:00:00+00,4,SURVEY,896
711277,2020/12/04 05:00:00+00,CELTIC PIG,217 E MAIN ST,40202.0,2020/12/04 05:00:00+00,4,SURVEY,897
711278,2020/12/04 05:00:00+00,MERLE'S WHISKEY KITCHEN,122 W MAIN ST,40202.0,2020/12/04 05:00:00+00,4,SURVEY,898
711279,2020/12/04 05:00:00+00,EXPO,114 W MAIN ST,40202.0,2020/12/04 05:00:00+00,4,SURVEY,899
711281,2020/12/04 05:00:00+00,PATRICK O'SHEAS,123 W MAIN ST,40202.0,2020/12/04 05:00:00+00,4,SURVEY,900
711282,2020/12/04 05:00:00+00,DOC CROW'S SOUTHERN SMOKEHOUSE,127 W MAIN ST,40202.0,2020/12/04 05:00:00+00,4,SURVEY,901
710747,2020/12/01 05:00:00+00,FRANCO'S RESTAURANT,3300 DIXIE HWY,40216.0,2020/12/01 05:00:00+00,4,SURVEY,902
710748,2020/12/01 05:00:00+00,TACO LUCHADOR,5205 NEW CUT RD,40214.0,2020/12/01 05:00:00+00,4,SURVEY,903
710753,2020/12/01 05:00:00+00,CIRCLE K #4703226,7951 BARDSTOWN RD,40291.0,2020/12/01 05:00:00+00,4,SURVEY,904
710754,2020/12/01 05:00:00+00,CIRCLE K #4703226,7951 BARDSTOWN RD,40291.0,2020/12/01 05:00:00+00,4,SURVEY,905
710756,2020/12/01 05:00:00+00,DAIRY QUEEN,6205 BARDSTOWN RD,40291.0,2020/12/01 05:00:00+00,4,SURVEY,906
710757,2020/12/01 05:00:00+00,HOMETOWN PIZZA,9601 NEWBRIDGE RD,40291.0,2020/12/01 05:00:00+00,4,SURVEY,907
710759,2020/12/01 05:00:00+00,IROQUOIS PIZZA INC.,6614 MANSLICK RD,40214.0,2020/12/01 05:00:00+00,4,SURVEY,908
710760,2020/12/01 05:00:00+00,SUGAR AND SPICE,5613 BARDSTOWN RD,40219.0,2020/12/01 05:00:00+00,4,SURVEY,909
710762,2020/12/01 05:00:00+00,WING STOP,4812 DIXIE HWY,40216.0,2020/12/01 05:00:00+00,4,SURVEY,910
710763,2020/12/01 05:00:00+00,MAPCO MART,5301 BARDSTOWN RD,40291.0,2020/12/01 05:00:00+00,4,SURVEY,911
710764,2020/12/01 05:00:00+00,HOMEMADE ICE CREAM & PIE KITCHEN,4810 DIXIE HWY,40216.0,2020/12/01 05:00:00+00,4,SURVEY,912
710765,2020/12/01 05:00:00+00,L&B SISTERS GROCERY STORE,4109 BARDSTOWN RD,40218.0,2020/12/01 05:00:00+00,4,SURVEY,913
710766,2020/12/01 05:00:00+00,KROGER L-785,4915 DIXIE HWY,40216.0,2020/12/01 05:00:00+00,4,SURVEY,914
710767,2020/12/01 05:00:00+00,HIBACHI BUFFET,5372 DIXIE HWY,40216.0,2020/12/01 05:00:00+00,4,SURVEY,915
710769,2020/12/01 05:00:00+00,BELEL INTERNATIONAL MARKET,4109 BARDSTOWN RD,40218.0,2020/12/01 05:00:00+00,4,SURVEY,916
710770,2020/12/01 05:00:00+00,SOUTH END BBQ,8610 DIXIE HWY,40258.0,2020/12/01 05:00:00+00,4,SURVEY,917
710771,2020/12/01 05:00:00+00,MASHALLAH AFRICAN RESTAURANT,4109 BARDSTOWN RD,40218.0,2020/12/01 05:00:00+00,4,SURVEY,918
710772,2020/12/01 05:00:00+00,EL RODEO MEXICAN RESTAURANT,5204 ELZIE RD,40258.0,2020/12/01 05:00:00+00,4,SURVEY,919
710773,2020/12/01 05:00:00+00,DISCOVERING IMAGINATIONS,2200 BUECHEL AVE,40218.0,2020/12/01 05:00:00+00,4,SURVEY,920
710775,2020/12/01 05:00:00+00,SENEGAMBIA INTERNATIONAL RESTAURANT,3927 BARDSTOWN RD,40218.0,2020/12/01 05:00:00+00,4,SURVEY,921
710778,2020/12/01 05:00:00+00,ARNO PIZZA,3933 BARDSTOWN RD,40218.0,2020/12/01 05:00:00+00,4,SURVEY,922
710779,2020/12/01 05:00:00+00,WALMART #3294,7101 CEDAR SPRINGS BLVD,40291.0,2020/12/01 05:00:00+00,4,SURVEY,923
710781,2020/12/01 05:00:00+00,KING PIN LANES,9525 TAYLORSVILLE RD,40299.0,2020/12/01 05:00:00+00,4,SURVEY,924
710782,2020/12/01 05:00:00+00,DOUBLE DRAGON #9,9501 TAYLORSVILLE RD,40299.0,2020/12/01 05:00:00+00,4,SURVEY,925
710784,2020/12/01 05:00:00+00,RECBAR,10301 TAYLORSVILLE RD,40299.0,2020/12/01 05:00:00+00,4,SURVEY,926
710785,2020/12/01 05:00:00+00,ROYALS HOT CHICKEN,10305 TAYLORSVILLE RD,40299.0,2020/12/01 05:00:00+00,4,SURVEY,927
710786,2020/12/01 05:00:00+00,FEAST BBQ,10318 TAYLORSVILLE RD,40299.0,2020/12/01 05:00:00+00,4,SURVEY,928
710787,2020/12/01 05:00:00+00,EL NOPAL,10500 WATTERSON TRAIL,40299.0,2020/12/01 05:00:00+00,4,SURVEY,929
710794,2020/12/01 05:00:00+00,FLO'S HOUSE OF SOUL,3400 W MUHAMMAD ALI BLVD,40212.0,2020/12/04 05:00:00+00,4,SURVEY,930
710799,2020/12/01 05:00:00+00,BONEFISH GRILL #7801,657 S HURSTBOURNE PKWY,40222.0,2020/12/01 05:00:00+00,4,SURVEY,931
710800,2020/12/01 05:00:00+00,PF CHANG'S,9120 SHELBYVILLE RD,40222.0,2020/12/01 05:00:00+00,4,SURVEY,932
710802,2020/12/01 05:00:00+00,FAZOLI'S,9433 VIKING CENTER DR,40222.0,2020/12/01 05:00:00+00,4,SURVEY,933
710803,2020/12/01 05:00:00+00,SKYLINE CHILI,340 WHITTINGTON PKWY,40222.0,2020/12/01 05:00:00+00,4,SURVEY,934
710804,2020/12/01 05:00:00+00,CHILI'S,421 S HURSTBOURNE PKWY,40222.0,2020/12/01 05:00:00+00,4,SURVEY,935
710805,2020/12/01 05:00:00+00,PANERA BREAD,500 S HURSTBOURNE PKWY,40222.0,2020/12/01 05:00:00+00,4,SURVEY,936
710806,2020/12/01 05:00:00+00,CARRABBA'S ITALIAN GRILL #6801,617 S HURSTBOURNE PKWY,40223.0,2020/12/01 05:00:00+00,4,SURVEY,937
710854,2020/12/01 05:00:00+00,BROWN LOBBY BAR,335 W BROADWAY,40203.0,2020/12/01 05:00:00+00,4,SURVEY,938
710856,2020/12/01 05:00:00+00,EMBASSY SUITES,501 S 4TH ST,40202.0,2020/12/01 05:00:00+00,4,SURVEY,939
710858,2020/12/01 05:00:00+00,FAMILY DOLLAR #20928,3277 TAYLOR BLVD,40215.0,2020/12/01 05:00:00+00,4,SURVEY,940
711082,2020/12/01 05:00:00+00,WALMART #4450,12981 SHELBYVILLE RD,40223.0,2020/12/01 05:00:00+00,4,SURVEY,941
711083,2020/12/01 05:00:00+00,TARGET T-2728 STARBUCKS,12975 SHELBYVILLE RD,40243.0,2020/12/01 05:00:00+00,4,SURVEY,942
711084,2020/12/01 05:00:00+00,CVS PHARMACY,12975 SHELBYVILLE RD,40202.0,2020/12/01 05:00:00+00,4,SURVEY,943
711085,2020/12/01 05:00:00+00,MID AMERICAN SPORTS CENTER,1906 WATTERSON TRAIL,40299.0,2020/12/01 05:00:00+00,4,SURVEY,944
711089,2020/12/01 05:00:00+00,BROWN LOBBY BAR,335 W BROADWAY,40203.0,2020/12/01 05:00:00+00,4,SURVEY,945
711091,2020/12/01 05:00:00+00,CHIPOTLE,315 S 4TH ST,40202.0,2020/12/01 05:00:00+00,4,SURVEY,946
711092,2020/12/01 05:00:00+00,SMASHBURGER,316 S 4TH ST,40202.0,2020/12/01 05:00:00+00,4,SURVEY,947
711094,2020/12/01 05:00:00+00,QDOBA #2632,312 S 4TH ST,40202.0,2020/12/01 05:00:00+00,4,SURVEY,948
711126,2020/12/01 05:00:00+00,DUNKIN DONUTS #353573,312 S 4TH ST,40202.0,2020/12/01 05:00:00+00,4,SURVEY,949
711127,2020/12/01 05:00:00+00,POTBELLY SANDWICH SHOP,302 S 4TH ST,40202.0,2020/12/01 05:00:00+00,4,SURVEY,950
711131,2020/12/01 05:00:00+00,NATIVITY ACADEMY,529 EAST LIBERTY STREET,40202.0,2020/12/01 05:00:00+00,4,SURVEY,951
710496,2020/11/27 05:00:00+00,ENCORE ON 4TH,630 S 4TH ST,40202.0,2020/11/27 05:00:00+00,4,SURVEY,952
711207,2020/12/03 05:00:00+00,BONEFISH GRILL #7801,657 S HURSTBOURNE PKWY,40222.0,2020/12/03 05:00:00+00,4,SURVEY,953
711209,2020/12/03 05:00:00+00,MOMMA'S MUSTARD PICKLES & BBQ,119 S HURSTBOURNE PKWY,40222.0,2020/12/03 05:00:00+00,4,SURVEY,954
711210,2020/12/03 05:00:00+00,OLIVE GARDEN #1327,1320 S HURSTBOURNE PKWY,40222.0,2020/12/03 05:00:00+00,4,SURVEY,955
711212,2020/12/03 05:00:00+00,PIER 17 CAJUN SEAFOOD & BAR,1975 S HURSTBOURNE PKWY,40220.0,2020/12/03 05:00:00+00,4,SURVEY,956
711246,2020/12/03 05:00:00+00,WEBB'S MARKET,944 E MUHAMMAD ALI BLVD,40202.0,2020/12/03 05:00:00+00,4,SURVEY,957
711247,2020/12/03 05:00:00+00,WHITE CASTLE #7,105 E MARKET ST,40202.0,2020/12/03 05:00:00+00,4,SURVEY,958
711248,2020/12/03 05:00:00+00,FALLS CITY BREWING COMPANY,901 E LIBERTY ST,40202.0,2020/12/03 05:00:00+00,4,SURVEY,959
711249,2020/12/03 05:00:00+00,FLYING AXES,146 N CLAY ST,40202.0,2020/12/03 05:00:00+00,4,SURVEY,960
711250,2020/12/03 05:00:00+00,TEN20 CRAFT BREWERY,1020 E WASHINGTON ST,40206.0,2020/12/03 05:00:00+00,4,SURVEY,961
711251,2020/12/03 05:00:00+00,NAIVE,1001 E WASHINGTON ST,40206.0,2020/12/03 05:00:00+00,4,SURVEY,962
711253,2020/12/03 05:00:00+00,BOURBON RAW KENTUCKY KITCHEN,446 S 4TH ST,40202.0,2020/12/03 05:00:00+00,4,SURVEY,963
711254,2020/12/03 05:00:00+00,BRAZEIROS,450 S 4TH ST,40202.0,2020/12/03 05:00:00+00,4,SURVEY,964
711255,2020/12/03 05:00:00+00,HEINE BROTHERS COFFEE,462 S 4TH ST,40202.0,2020/12/03 05:00:00+00,4,SURVEY,965
711256,2020/12/03 05:00:00+00,GUY FIERI'S SMOKEHOUSE,434 S 4TH ST,40202.0,2020/12/03 05:00:00+00,4,SURVEY,966
711257,2020/12/03 05:00:00+00,HARD ROCK CAFE,424 S 4TH ST,40202.0,2020/12/03 05:00:00+00,4,SURVEY,967
711258,2020/12/03 05:00:00+00,WHISKEY DRY,412 S 4TH ST,40202.0,2020/12/03 05:00:00+00,4,SURVEY,968
711259,2020/12/03 05:00:00+00,HOWL AT THE MOON,434 S 4TH ST,40202.0,2020/12/03 05:00:00+00,4,SURVEY,969
711260,2020/12/03 05:00:00+00,PBR LOUISVILLE,432 S 4TH ST,40202.0,2020/12/03 05:00:00+00,4,SURVEY,970
