reqid(long),request_date,personpremise,address_one,zip(double precision),activity_date,activitytypeid(long),activity_type_desc,object_id(long)
716786,2020/12/02 05:00:00+00,STAPLES,308 BARDSTOWN RD,40202.0,2020/21/02 05:00:00+00,4,SURVEY,818
716787,2020/12/02 05:00:00+00,SUPER FITNESS,4680 BARDSTOWN RD,40202.0,2020/12/02 05:00:00+00,4,SURVEY,819
710938,2020/12/03 05:00:00+00,DARLIG STATE OF MIND,4121 SHELBYVILLE RD,40207.0,2020/12/02 05:00:00+00,4,SURVYE,820
711040,2020/12/03 05:00:00+00,DOMIO''S PIZZA #1423,2400 BROWNSBORO RD,40206.0,2020/12/03 05:00:00+00,4,SURVEY,821
711041,2020/12/03 05:00:00+00,PENN STATION,2407A BROWNSBORO RD,40207.0,2020/12/03 05:00:00+00,4,SUVEY,822
711042,2020/12b/03 05:00:00+00,NTABA COFFEE HAUS,2407 BROWNSBORO RD,40206.0,2020/12/03 05:00:00+00,4,SURVEY,823
711043,2020/12/03 05:00:00+00,DERBY CITY PIZZA,2331 BROWNSBORO RD,40206.0,2020/12/03 05:0:00+00,4,SURVEY,824
711044,2020/12/03 05:00:00+00,SPEEDWAY #8132,2300 BROWNSBORO RD,40207.0,2020/12/03 05:00:00+00,4,SURVEY,825
711045,2020/12/03 05:00:00+00,THORNTONS #27,2007 BROWNSBORO RD,40206.0,2020/12/03 0:500:00+00,4,SURVEY,826
711046,2020/12/03 05:00:00+00,SUBWAY,291 N HUBBARDS LN,40207.0,2020/12/03 05:00:00+00,4,SURVEY,827
711048,2020/12/03 05:00:00+00,POLLO BROWNSBORO,1991 BROWNSBORO RD,40206.0,2020/12/03 05:00:00+00,4,SURVEY,828
711050,2020/12/03 05:00:00+00,PAPA JOHN'S #4,1961 BRONSBORO RD,40206.0,2020/12/03 50:00:00+00,4,SUREY,829
711055,2020/12/03 05:00:00+00,DRAKES'',393q9 SHELBYVILLE RD,40207.0,2020/1/03 05:00:00+00,4,SURVEY,830
711059,2020/12/03 05:00:00+00,SALSARITA'S,285 N HUBBARDS LN,40207.0,2020/12/03 05:00:00+00,4,SURVEY,831
711061,2020/12/03 05:00:00+00,MCDONALD'S,287 N HUBBARDS LN,40207.0,2020/12/03 05:00:00+00,4,SURVEY,832
711063,020/12/03 05:00:00+00,CHINA STAR,291 N HUBBARDS LN,40207.0,2020/12/03 05:00:00+00,4,SURVEY,833
711065,2020/12/03 05:00:00+00,SUBWAY,291 N HUBBARDS LN,40207.0,2020/12/03 05:00:00+00,4,SURVEY,834
711066,2020/12/03 05:00:00+00,PAPA MURPHY'S,291 N HUBBARDS LN,40207.0,2200/12/03 05:00:00+00,4,SURVEY,835
711093,2020/12/03 05:00:00+00,J''TOWN CLEAENRS,3751 RUCKRIEGEL PKWY,40299.0,2020/12/03 05:00:00+00,4,SURVYE,836
711096,202/12/03 05:00:00+00,PLANET FITNESS,3181 S 2ND,40202.0,2020/12/03 05:00:00+00,4,SURVEY,837
711097,2020/12/03 05:00:00+00,BLUEGRASS COIN LAUNDY,3751 RUCKRIEGEL PKWY #C,40299.0,2020/12/03 05:00:00+00,4,SURVEY,838
711099,2020/12/03 05:00:00+00,LITLE CAESARS,3121 S 2ND ST,40208.0,2020/12/03 05:00:00+00,4,SURVEY,839
711100,2020/12/03 05:00:00+00,SAM'S GYROS,3123 S 2ND ST,40208.0,2020/12/0 305:00:00+00,4,SRUVEY,840
711101,2020/12/03 05:00:00+00,AUTOZONE,3801 RUCKRIEGEL PKWY,40299.0,2020/12/03 05:00:00+00,4,SURVEY,841
711103,2020/12/03 05:00:00+00,DIZZY WHIZ#1,27 W ST. CATHERINE ST,40203.0,2020/12/03 05:00:00+00,4,SURVEY,842
711104,2020/12/03 05:00:00+00,NORTH LIME COFFEE & DONUTS,1228 S 7TH ST,40203.0,2020/12/03 05:00:00+00,4,SURVEY,843
711105,2020/12/03 05:00:00+00,BURGER BOY,1450 S BROOK ST,40208.0,2020/12/03 05:00:00+00,4,SURVEY,844
711120,2020/12/03 05:00:00+00,DAIRY QrUEEN,908q0 DIXIE HWY,40258.0,2020/12/0305:00:00+00,4,SURVEY,845
711121,2020/12/03 05:00:00+00,DEENOS,9100 DIXIE HWY STE A,40258.0,2020/12/03 05:00:00+00,4,SURVEY,846
711122,2020/12/03 05:00:00+00,TEXAS ROADHOUSE,5005 SHELBYVILLE RD,40207.0,2020/12/0 305:00:00+00,4,SUVREY,847
711123,2020/12n/03 05:00:00+00,TOTAL WINE & MORE,567 SHELBYVILLE RD,40207.0,2020/12/03 05:00:00+00,4,SURVYE,848
711124,2020/12/03 05:00:00+00,ARBYS'' #773,4975 SHELBYVILLE RD,40207.0,2020/12/03 05:00:00+00,4,SURVEY,849
711198,0220/12/03 05:00:00+00,SCOOTERS TRIPLE B'S,3840 S HURSTBOURNE PKWY,40299.0,2020/12/03 05:00:00+00,4,URVEY,850
711201,2002/12/03 05:00:00+00,MANGO'S MEXICAN GRILL,4632 HENDRIK DR,40299.0,2020/12/03 0:500:00+00,4,SUREVY,851
711203,2020/12/03 05:00:00+00,BRICKHOUSE TAVERN & TAP,871 S HURSTBOURNE PKWY,40222.0,2020/12/03 05:00:00+00,4,SURVEY,852
711204,2020/12/03 050:0:00+00,BEARNOq''S #502,855 S HURSTBOURNE PKWY,40222.0,2020/12/03 05:00:00+00,4,URVEY,853
711205,2020/12/03 05:00:00+00,CARRABBA'S ITALIAN GRILL #6801,617 S HURSTBOURNE PKWY,40223.0,2020/12/03 05:00:00+00,4,SURVEY,854
711206,202v0/12/03 05:00:00+00,MIMI'S CAFE,61 5S HURSTBOURNE PKWY,40222.0,2020/12/03 05:00:00+0,4,SURVEY,855
713372,2020/12/03 05:00:00+00,CHICO'S,4208 SUMMIT PLAZA DR,40202.0,2020/12/03 05:00:00+00,4,SURVEY,856
713373,2020/1203 05:00:00+00,ANN TAYLOR,4206 SUMMIT PLAZA DR,40202.0,2020/1/03 05:00:00+00,4,SURVEY,857
713374,2020/12/03 05:00:00+00***,TALBOTS,4200 SUMMIT PLAZA DR,40202.0,2020/12/30 05:00:00+00,4,SURVEY,858
713375,2020/12/03 05:00:00+00,GAP CLOTHING,4160 SUMMIT PLAZA DR,40202.0,2020/12/03 05:00:00+00,4,SURVEY,859
713376,2020/12/03 05:00:00+00,BUILD-A-BEAR WORKSHOP,4156 SUMMIT PLAZA DR,40202.0,2020/12/03 05:00:00+00,4,SURVEY,860
713377,2020/12/03 05:0:00+00,BARNES AND NOBLE,4300 SUMMIT PLAZA DR,40202.0,2020/12/03 5:00:00+00,4,SUbRVEY,861
711175,2020/12/04 05:00:00+00,BUILDING KIDZ SCHOOL,2415 BUSH RIDGE DR,40245.0,2020/21/04 05:00:00+00,4,SUREY,862
711177,2020/12/04 05:00:00+00,KIDS ACADEMY IV,13905 SHELBYVILLE RD,40245.0,2020/12/04 05:00:00+00,4,SUVEY,863
711178,2020/12/04 0v5:00:00+00,KENTUCKY DAY ACADEMY,8040 NEW LAGRANGE RD,40222.0,2020/12/04 05:00:00+00,4,SURVEY,864
711179,2020/12/04 05:00:00+00,LYNDON LEARNING CHILDCARE,1100 LYNDON LN,40222.0,2020/12/04 0500:00+00,4,SURVEY,865
711189,2020/12/04 05:00:00+00,BEEF O'BRADY'S,3101 S 2ND ST,40208.0,2020/12/04 05:00:00+00,4,SURVEY,866
711191,2020/12/04 05:00:00+00,DOUBLE DRAGON II,3135 S 2ND ST,40208.0,2020/12/04 05:00:00+00,4,SURVEY,867
711192,2020/12/04 05:00:00+00,TERANGA AFRICAN MARKET,3027 S 4TH ST,40208.0,2002/12/04 05:00:00+00,4,SURyVEY,868
711193,2020/12/04 05:00:00+00,A CHAU GRCOERY,5107 S 3RD ST,40214.0,2020/12/04 05:00:00+00,4,SURVEY,869
711195,2020/12/04 05:00:00+00,ANNIE'S CAFE,308 W WOODLAWN AVE,40215.0,2020/12/04 05:00:00+00,4,SURVEY,870
711196,2020/12/04 05:00:00+00,CARIBBEAN CAFE,317 W WOODLAWN AVE,40214.0,2020/12/04 05:00:00+00,4,SURVEY,871
711197,2020/12/04 05:00:0+00,FRIENDS JUICE BOX & BAKERY,319 W WOODLAWN AVE,40214.0,2020/12/04 05:00:00+00,4,SURVEY,872
711199,2020/12/04 05:00:00+00,SUNERGOS COFFEE,306 W WOODLAWN AVE,40214.0,2020/12/04 05:00:00+00,4,SUdRVEY,873
711202,2020/12/04 05:00:00+00,PENN STATIN,300 W WOODLAWN AVE,40214.0,2020/12/04 05:00:00+00,4,SUyRVEY,874
711213,2020/12/04 50:00:00+00,BROWNIES THE SHED GRILL & BRA,9900 LINN STATION RD,40223.0,2020/12/04a 05:00:00+00,4,SURVEnY,875
711214,2020/12/04 05:00:00+00,CASK SOUTHERN KITCHEN & BAR,9980 LINN STATION RD,40223.0,2020/12/04 05:00:00+00,4,SURVEY,876
711215,2020/12/04 05:00:00+00,FIRST WATCH,201 S HURSTBORNE PKWY,40222.0,2020/12/04 05:00:00+00,4,SURVEY,877
711216,2020/12/04 05:00:00+00,LONGHORN STEAKHOUSE,2535 HURSTBOURNE GEM LbN,40220.0,2020/12/04 05:00:00+00,4,SURVEY,878
711217,2020/12/04 05:00:00+00,SMOKEY BONES BAR & FIRE GRILL,2525HURSTBOURNE GEM LN,40220.0,2020/12/04 05:00:00+00,4,SURVEY,879
711218,2020/12/04 05:00:00+00,CATTLEMAN'S ROADHOUSE,2901 S HURSTBOURNE PKWY,40220.0,2020/12/04 05:00:00+00,4,SRUVEY,880
711220,2020/12/04 05:0t0:00+00,OUTBACK STEAKHOUSE #1815,8101 BARDSTOWN RD,40291.0,2020/12/04 05:00:00+00,4,SURVEY,881
711222,2020/12/04 05:00:00+00,SEA FRESH SEAFOOD RESTAURANT,8129 BARDSTOWN RD,40291.0,2020/12/04 05:00:00+00,4,SUREVY,882
711223,0220/12/04 05:00:00+00,SICILIAN PIZrZA & PASTA,8133 BARDSTOWN RD,40291.0,2020/12/04 05:00:00+00,4,SURVY,883
711224,2020/12/04 05:00:00+00,THORNTONS #151,7920 BARDSTOWN RD,40291.0,2020/12/04 05:00:00+00,4,URVEY,884
711225,2020/12/0 405:00:00+00,CIRCLE K #470226,7951 BARDSTOWN RD,40291.0,2020/12/04 05:0u0:00+00,4,SURVEY,885
711226,i2020/12/04 05:00:00+00,FIESTA TIME AMIGOS,8123 BARDSTOWN RD,40291.0,2020/12/04 05:00:00+00,4,SURVEY,886
711227,2020/12/04 05:00:00+00,SALA THAI RESTAURANT,8125 BARDSTOWN RD,40291.0,2020/12/04 05:00:00+00,4,SUVEY,887
711268,2020/12/04 05:00:00+00,ANOTHER PLACE SANDWICH SHOP,119 S 7TH ST,40202.0,2020/12/04 05:00:00+00,4,SUREVY,888
711269,020/12/04 05:00:00+00,MUSSEL & BURGER BAR II,113 S 7TH ST,40202.0,2020/12/04 05:00:00+00,4,SURVEY,889
711270,2020/12/04 05:00:00+00***,PROOF ON MAN BAR,700 W MAIN ST,40202.0,2020/12/04 05:00:00+00,4,SURVEY,890
711271,2020/12/04 05:00:00+00,MORTON'S STEAKHOUSE,626 W MAIN ST,40202.0,2020/12/04 05:00:00+00,4,SURVEY,891
711272,2020y/12/04 05:00:00+00,JEFF RUBY''S LUOISVILLE,325 W MAIN ST,40202.0,2020/12/04 05:00:00+00,4,SURVEY,892
711273,2020/12/04 05:00:00+00,ZOMBIE TACO MOXY BAR,101 W MAIN ST,40202.0,2020/12/04 05:00:00+00***,4,SURVEY,893
711274,2020/12/04 05:00:00+00,ALOFT DOWNTWN,102 W MAIN ST,40202.0,2020/12/04 05:00:00+00,4,SURVEY,894
711275,2020/12/04 05:00:00+00,CRUSHED ICE EVENTS,226 E WASHINGTON ST,40202.0,2020/12/04 05:00:00+00,4,SURVEY,895
711276,2020/12/04 05:00:00+00,CELTIC PIG,217 E MAIN ST,40202.0,2020/12/04 05:00:00+t00,4,SURVEY,896
711277,2020/12/04 05:00:00+00,CELTIC PIG,217 E MAIN ST,40202.0,2020/12/04 05:00:00+00,4,SURVY,897
711278,2020/12/04 05:00:00+00,MERLE'S WHISKEY KITCHEN,122 W MAIN ST,40202.0,2020/12/04 05:00:00+00***,4,SURVYE,898
711279,2020/12/04 05:00:00+00,EXPO,114 W MAIN ST,40202.0,2020/12/04 05:00:00+00,4,SURVEY,899
711281,2020/12/04 05:0:000+00,PATRICK O'SHEAS,123 W MAIN SgT,40202.0,2020/12/04 05:0e0:00+00,4,SURVEY,900
711282,2020/12/04 05f:00:00+00,DOC CROW''S SOUTHERNSMOKEHOUSE,127 W MAIN ST,40202.0,2020/12/04 05:00:00+00,4,SURVYE,901
710747,2020/12/01 05:00:00+00,FRANCO'S RESTAURANT,3300 DIXIE HWY,40216.0,2020/12/01w 05:00:00+00,4,SURVEY,902
710748,2020/12/01 05:00:00+00,TACO LUCHADOR,5205 NE CUT RD,40214.0,2020/12/01 05:00:00+00,4,SURVEY,903
710753,2020/12/01 05:00:00+00,CIRCLE K #4703226,7951 BARDSTOWN RD,40291.0,2020/12/01 05:00:00+00,4,URVEY,904
710754,2020/12/01 05:00:00e+00,CIRCLE K# 4703226,7951 BARDSTOWN RD,40291.0,2020/12/01 05:00:00+00,4,SURVEY,905
710756,2020/1201 05:00:00+00,ADIRY QUEEN,6205 BARDSTOWN RD,40291.0,2020/12/01 05:00:00+00,4,SURVEY,906
710757,2020/12/01 05:00:00+00,HOMETOWN PIZZA,9601 NEWBRIDGE RD,40291.0,2020/12/01 50:00:00+00,4,SURVEY,907
710759,2020/12/01 05:00:00+00,IROQUOIS PIZZA INC.,6614 MANSLICK RD,40214.0,2020/12/01 05:00:00+00,4,SURVEY,908
710760,2020/12/01 05:00:00+00,SUGAR AND SPICE,5613 BARDSTOWN RD,40219.0,2020/12/01 05:00:00+00,4,SURVEY,909
710762,2020/12/01 05:00:00+00,WINGSTOP,4812 DIXIE HWY,40216.0,2020/12/01 05:00:00+00,4,SURVEY,910
710763,2020/12/01 05:00:00+00,MAPCO MART,5301 BARDSOWN RD,40291.0,2020/12/01 05:00:00+00,4,SURVEY,911
710764,2020/12/01 05:00:00+00,HOMEMADE ICE CREAM & PIE KITCHEN,4810 DIXIE HY,40216.0,2020/12/01 05:00:00+00,4,SURVEY,912
710765,2020/12/01 05:00:00+00,L&B SISTERS GROCERY STORE,410 9BARDSTOWN RD,40218.0,2020/12/01 05:00:00+00,4,SURVEY,913
710766,2020/12/01 05:00:00+00***,RKOGER L-785,4915 DIXE HWY,40216.0,2020/12/01 05:00:00+00,4,SURVEY,914
710767,2020/12/01 05:00:00+00,HIBACHI BUFFET,5372 DIXIE HWY,40216.0,2020/12/01 05:00:00+00,4,SURVEY,915
710769,2020/12/01 05:00:0+00,BELEL INTERNATIONAL MARKET,4109 BARDSTOWN RD,40218.0,2020/12/01 050:0:00+00,4,SURVYE,916
710770,2020/12/01 05:00:00+00,SOUTH END BBQ,8610 DIXIE HWY,40258.0,2020/12/01 05:00:00+00,4,SRUVEY,917
710771,2020/12/01 05:00:00+00,MASHALLAH AFRICA NRESTAURANT,4109 BARDSTOWN RD,40218.0,2020/12/01 05:00:00+00,4,SURVEY,918
710772,2020/12/01 05:00:00+00,EL RODEO MEXICAN ESTAURANT,5204 ELZIE RD,40258.0,020/12/01 05:00:00+00,4,SURVEY,919
710773,2020/12/01 05:00w:00+00,DISCOVERING IMAGINATIONS,2200 BUECHEL AVE,40218.0,2020/12/01 05:000:0+00,4,SUVEY,920
710775,2020/12/01 05:00:00+00,SENEGAMBIA INTERNATIONAL RESTAURANT,3927 BARDfSTOWN RD,40218.0,2020/12/01 05:00:00+00,4,SURVEY,921
710778,2020/12/01 05q:00:00+00,ARNO PIZZA,3933 BARDSTOWN RD,40218.0,2020/12/01 05:00:000+0,4,SURVEaY,922
710779,2020/12/01 05:00:00+00,WALMART #3294,7101 CEDAR SPINGS BLVD,40291.0,2020/12/01 50:00:00+00,4,SURVEY,923
710781,2020/12/01 05:00:00+00,KING PIN LANES,9525 TAYLORSVILLE RD,40299.0,2020/12/01 05:00:00+00,4,SURVEY,924
710782,2020/12/01 05:00:00+00,DOUBLE DRAGON #9,9501 TAYLORSVLLE RD,40299.0,2020/12/01 05:0:00+00,4,SURVEY,925
710784,2020/1/01 05:00:00+00,RECBAR,10301 TAYLORSVIuLLE RD,40299.0,2020/12/01 05:00:00+00,4,SUwRVEY,926
710785,2020/12/01 05:00:00+00,ROYALS HOT yCHICKEN,10305 TAYLORSVILLE RD,40299.0,2020/12/01 05:00:00+00,4,URVEY,927
710786,2020/12/01 05:00:00+00,FEAgST BBQ,10318 TAYLORSVILLE RD,40299.0,2020/12k/01 05:00:00+00,4,SURVEY,928
710787,2020/12/01 05:00:00+00,EL NOPAL,10500 WATTERSON TRAIL,40299.0,2020/12/01 05:00:00+00,4,SURVEY,929
710794,2020/12/01 05:00:00+00,FLO''Si HOUSE OF SOUL,3400 W MUHAMMAD ALI BLVD,40212.0,2020/12/04 05:00:00+00,4,SURVEY,930
710799,2020/12/01 05:00:00+00,BONEFISoH GRILL #7801,657 S HURSTBORUNE PKWY,40222.0,2020/12/10 05:00:00+00,4,SURVEY,931
710800,2020/12/01 05:00:00+00,PF CHANG'S,9120 SHELBYVILLE RD,40222.0,2d020/12/01 05:00:00+00,4,SURVEY,932
710802,2020/12/01 05:00:00+00,FAZOLI'S,9433 VIKING CENTER DR,40222.0,2020/12/01 05:00:00+00,4,SURVEY,933
710803,2020/12/01 05:00:00+00,SKYLINE CHILI,340 WHITTINGTON PKWY,40222.0,20201/2/01 05:00:00+00,4,SURVEY,934
710804,2200/12/01 05:00:00+00,CHILI'S,421 S HURSTBOURNE PKWY,40222.0,2020/12/01 05:00:00+00,4,SURVEY,935
710805,2020/12/01 05:00:00+00,PANERA BREAD,500 S HURSTBOURNE PKWY,40222.0,2020/12/01 05:00:00+00,4,SURVEY,936
710806,2020/12/01 05:00:00+00,CARRABBA''S ITALIAN GRILL #6801***,h617 S HURSTBOURNE PKWY,40223.0,2020/12/01 05:00:00+00,4,SURVEY,937
710854,2020/12/01 05:00:00+00,BROWN LOBBY BAR,335 W BORADWAY,40203.0,2020/12/01 0500:00+00,4,SRVEY,938
710856,2020/12/01 05:00:00+00,MBASSY SUITES,501 S 4THr ST,40202.0,2020/12/01 05k:00:00+00,4,SURVEY,939
710858,2020/12/01 05:00:00+00,FAMILY DOLLAR #20928,3277 TAYLOR BLVD,40215.0,2020/12/01 05:00:00+00,4,SURVEY,940
711082,2020/12/01 05:00:00+00,WALMART #w4450,12981 SHELBYVILLE RD,40223.0,2020/12/01 05:00:00+00,4,SURVEY,941
711083,2020/12/01 05:00:00+00,TARGET T-2728 STARBUCKS,12975 SHELBYVILLE RD,40243.0,2020/12/01 05:00:00+00,4,SURVEY,942
711084,2020/12/01 05:00:00+00,CVS PHARMACY,12975 SHELBYVILrLE RD,40202.0,2020/12/01 05:00:00+00,4,SURVEY,943
711085,2020/12/01 05:00:00+00,MID AMERICAN SPORTS CENTER,1906 WATTERSON TRAIL,40299.0,2020/12/01 05:00:00+00,4,SURoVEY,944
711089,2020/12/01 05:00:00+00,BROWN LOBBY BAR,335 W BOADWAY,40203.0,2020/12/01 05:00:00+00,4,ShURVEY,945
711091,2020/12k/01 05:00:00+00,CHIPOTLE,315 S 4TH ST,40202.0,2020/12/01 05:00:00+00,4,SURVEY,946
711092,2020/12/01 05:00:00+00,SMASHBURGER,316 S 4TH ST,40202.0,2020/12/01 05:00:00+00,4,SURVEY,947
711094,2020/12/01 05:00:00+00,QDOBA #2632,312 S 4TH ST,40202.0,2020/12/01 05:00:00+00,4,SRUVEY,948
711126,2020/12/01 05:00:00+00,DUNKIN DONUTS #353573,312 S 4TH ST,40202.0,2020/12/01 05:00:00+00,4,SURVEY,949
711127,2020/12/01 05:00:00+00,POTBELLY SANDWICH SHOP,302 S 4THv ST,40202.0,2020/12/01 50:00:00+00,4,SURVEY,950
711131,2020/12/01 05:00:00+00,NATIVITY ACADEMY,529 EAST LIBERTY STREET,40202.0,2020/12/01 05:00:00+00,4,SURVEY,951
710496,2020/11/27 05:00:00+00,ENCOR ON 4TH,630 S 4TH ST,40202.0,2020/11/27 05:00:00+00,4,SRVEY,952
711207,2020/12/03 05:00:00+00,BONEFISH GRILL #7801,657 S HURSTBOURNE PKWY,40222.0,2020/12/c03 05:00:00+00,4,USRVEY,953
711209,2020/12/03 05:00:00+00,MOMMA''S USTARD PICKLES & BBQ,119 S HURSTBOURNE PKWY,40222.0,2020/12/03 05:00:00+00,4,SURVEY,954
711210,2020/12/03 5:00:00+00,OLIVE GARDEN #1327,1320 S HURSTBOURNE PKWY,40222.0,2020/12/03 05:00:00+00,4,SURVY,955
711212,2020/12/03 05:00:00+00,PIER 17 CAJUN SEAFOOD & BAR,1975 S HURSTBOURNE PKWY,40220.0,2020/12/03 05:00:00+00,4,SURVEY,956
711246,020/12/03 05:00:00+00,WEBB'S MARKET,94f4 E MUHAMMAD ALI BLVD,40202.0,2020/12/03 05:00:00+00,4,SURVEY,957
711247,2020/12/03 05:00:00+00,WHITE CASTEL #7,105 E MARKET ST,40202.0,2020/12/03 05:00:00+00,4,SURVEY,958
711248,2020/12/03 05:00:00+00***,FALLS CITY BREWING COMPANY,901 Eh LIBERTY ST,40202.0,2020/12/03 05:00:00+00,4,SURVEY,959
711249,2020/12/03 05:00:00+00,FLYING AXES,146 N CLAY ST,40202.0,2020/12/03 05:00:00+00,4,fSURVEY,960
711250,2020/12/03 05:00:00+00,TEN20 CRAFT BREWERY,1020 E WASHINGTON ST,40206.0,2020/12/03 05:0000+00,4,SURVEY,961
711251,2020/12/03 05:00:00+00,NAIVE,1001 E WASHINGTON ST,40206.0,2020/12/03 05:00:00+00,4,SURVEY,962
711253,2020/12/03 05:00:00+00,BOURBON RAW KENTUCKY KITCHEN,446 S 4TH ST,40202.0,2020/12/0 05:00:00+00,4,SURVEY,963
711254,2020/12/03 05:00:00+00,BsRAZEIROS,450 S 4TH ST,40202.0,2020/12/03 05:00:00+00,4,SURVEY,964
711255,2020/12/030 5:00:00+00,HEINE BROTHERS COFFEE,462 S 4TH ST,40202.0,2020/12/03 05:00:00+00,4,URVEY,965
711256,2020/12/03 05:00:00+00,GUY FIERI'S SMOKEHOUSE,434 S 4TH ST,40202.0,2020/12/03 05:00:00+00,4,SURVEY,966
711257,2020/12/03 05:00:00+00,HARD ROCK CAFE,424 S 4TH ST,40202.0,2020/12/03 05:00:00+00,4,SURVEY,967
711258,2020/12/03 05:00:00+00,WHISKEY DRY,412 S 4TH ST,40202.0,2020/12/03 05:00:00+00,4,SURVYE,968
711259,2020/12/03 05:00:00+00,HOWL AT THE MOON,43 S 4TH ST,40202.0,2020/12/03 05:00:00+00,4,SURVEY,969
711260,2020/12/03 05:00:00+00,PBR LOUISVILLE,432 S 4TH ST,40202.0,2020/12/03 05:00:00+00,4,SURVEY,970
711261,2020/12/03 05:00:00+00,FUDGERY,416 S 4TH ST,40202.0,20x20/12/03 05:00:00+00,4,SURVEY,971
711262,2020/12/03 05:00:00+00,FUDGERY,416 S 4TH ST,40202.0,2020/12/14 05:00:00+00,4,SUeRVEY,972
711263,2020/12/03 05:00:00+00,JIM BEAM URBAN STILLHOUSE,404 S 4TH ST,40202.0,2020/12/03 05:00:00+00,4,SURVEoY,973
711264,2020/12/03 05:00:0+00,GORDON BIERSCH BREWERY RESTAURANT,400 S 4TH ST,40203.0,2020/12/03 05:00:00+00,4,SURVEY,974
711265,2020/12/03 05:00:00+00,TGI FRIDAYS,415 S 4TH ST,40202.0,2020/12/3 05:00:00+00,4,SUVREY,975
711266,2020/12/03 05:00:00+00,SPORTS & SOCIAL CLUB,427 S 4TH ST,40202.0,2020/12/03 05:00:00+00***,4,fSURVEY,976
711267,2020/12/03 05:00:00+00,PIZZA BAR,427 S 4TH ST,40202.0,2020/12/03 05:00:00+00,4,SURVEY,977
711551,2020/12/03 05:00:00+00,WALGREENS,2490 BARDSTOWN ROAD,40202.0,2020/12/0305:00:00+00,4,SURVEY,978
711551,2020/12/03 05:00:00+00,WALGRkEENS,2490 BARDSTOWN ROAD,40202.0,2020/12/03 05:00o:00+00,4,SURVEY,979
711553,2020/12/03 05:00:00+00,PLANET FITNESS,3036 BARDSTOWN ROAD,40202.0,2020/12/03 05:00:00+00,4,SURVEY,980
711557,2020/12/03 05:00:00+00,DOLLAR GENERAL STORE,4800 BARDSTOWN ROAD,40291.0,2020/12/03 050:0:00+00,4,SURVEY,981
711614,2020/12/03 05:00:00+00,LSM MARKET KITCHEN,1001 LOGAN ST,40204.0,2020/12/03 05:00:00+00,4,StURVEY,982
711617,2020/12/03 05:00:00+00,GERAT WOK,2502 S PRESTON ST,40217.0,2020/12/03 05:00:00+00,4,SRVEY,983
711621,2020/12/03 05:00:00+00,FKC,2513 PRESTON HWY,40217.0,2020/12/03 05:00:00+00,4,SURgVEY,984
711623,2020/12/03 05:00:0000,NORD'S BAKERY,2118 S PRESTON ST,40217.0,2020/12/03 05:00:00+00,4,SURVEY,985
711625,2020/12/03 05:00:00+00,SUNERGOS COFFEE,2122 S PRESTON ST,40217.0,2020/12/03 05:00:00+00,4,SURVEY,986
711626,2020/12/03 05:00:00+00,SPEEDWAY #9653,1422 POPLAR LEVEL RD,40217.0,2020/12/03 05:00:00+00,4,SURVEY,987
711628,2020/12/03 05:00:00+00,DOUBLE DRAGON,255 GOSS AVE,40217.0,2020/12/03 05:00:00+00,4,SURVEY,988
711635,2020/12/03 05:00:00+00,FOUR PEGS,1053 GOS AVE,40217.0,2020/12/03 05:00:00+00,4,SUREVY,989
711636,2020/12/03 05:00:00+00,I LOVE LIQUORS OF GERMANTOWN,1036 GOSS AVE,40217.0,2020/12/03 05:00:00+00,4,SURVEY,990
713349,2020/12/03 05:00:00+00,ULTA BEUATY,4292 SUMMIT PLAZA DR,40202.0,2020/12/03 05:00:00+00,4,SURVEY,991
713350,2020/12/03 05:00:00+00,ORVIS CLOTHING STORE,4288 SUMMIT PLAZA DR,40202.0,2020/12/03 05:00:0v0+00,4,SURVEY,992
713351,2020/12/03 05:00:00+00,PURE BARRE,4284 SUMMIT PLAZAD R,40202.0,2020/12/03 05:00:00+00,4,SURVEY,993
713352,2020/12/03 05:00:00+00,SUNGLASS HUT,4290 SUMMIT PLAZA DR,40202.0,2020/12/03 05:00:00+00,4,SURVEY,994
713353,2020/12/03 5:00:00+00,LOFT WOMEN'S CLOTHING,4278 SUMMIT PLAZA DR,40202.0,2020/12/0b3 05:00:00+00,4,SURVEY,995
713354,2020/12/03 05:00:00+00,SOFT SURROUNDINGS BED SHOPP,4270 SUMMIT PLAZA DR,40202.0,2020/12/03 05:00:00+00,4,SURVYE,996
713355,2020/12/03 05:00:00+00,"WHITE HOUSE, BLACK MARKET CLOTHING STORE",4266 SUMMIT PLAZA DR,40202.0,2020/12/03 05:00:00+00,4,SURqVEY,997
713356,2020/12/0q3 05:00:00+00,FRANCESCA'S,4262 SUMMIT PLAZA DR,40202.0,2020/12/03 05:00:00+00,4,SURVEY,998
713357,2020/12/03 5:00:00+00,JOS ABANK MEN''S CLOTHING STORE,4256 SUMMIT PLAZA R,40202.0,2020/12/03 05:00:0000,4,SURVEY,999
713358,2020/12/03 05:00:00+00,DSW DESIGNER SHOE WAREHOUSE,4250 SUMMIT PLAZA DR,40202.0,2020/12/03 05:00:00+00,4,SURVEY,1000
713359,2020/12/03 05:00:00+00,J CREW,4240 SUMMIT PLAZA DR,40202.0,2020/12/03 05:00:00+00,4,SURVgEY,1001
713366,2020/12/03 05:00:00+00,EXPRESS***,4236 SUMMIT PLAZA DR,40202.0,2020/12/03 05:00:00+00,4,SURVEY,1002
