Citing Patent,Filing date,Publication date,Applicant,Title
US7263270,25 Nov 2000,28 Aug 2007,Silverbrook Research Pty Ltd,Video player with code sensor
US7263508,12 Nov 2002,28 Aug 2007,Silverbrook Research Pty Ltd,Method and system for online purchasing using sensor with identifier
US7267273,7 Aug 2006,11 Sep 2007,Silverbrook Research Pty Ltd,Packing system
US7270266,2 Apr 2004,18 Sep 2007,Silverbrook Research Pty Ltd,Card for facilitating user interaction
US7271931,17 Jul 2006,18 Sep 2007,Silverbrook Research Pty Ltd,Method of generating printed interactive document
US7274927 *,25 Jul 2001,25 Sep 2007,Nokia Corporation,Mobile telecommunications data service
US7277085,24 Sep 2004,2 Oct 2007,Silverbrook Research Pty Ltd,Orientation sensing device
US7278018,28 Jul 2004,2 Oct 2007,Silverbrook Research Pty Ltd,Optical sensing device for reading coded data on a surface and registration network for same
US7278566,9 Aug 2004,9 Oct 2007,Silverbrook Research Pty Ltd,Interface surface having printed coded data
US7278727,9 Aug 2004,9 Oct 2007,Silverbrook Research Pty Ltd,Method of minimizing absorption of visible light in infrared dyes
US7282164,2 Apr 2004,16 Oct 2007,Silverbrook Research Pty Ltd.,Stabilized dithiolene inkjet inks
US7284701,18 Nov 2004,23 Oct 2007,Silverbrook Research Pty Ltd,System for browsing a computer network
US7286113,30 Jun 2000,23 Oct 2007,Silverbrook Research Pty Ltd,Method and system for user registration
US7286684,11 Jun 2003,23 Oct 2007,Digimarc Corporation,Secure document design carrying auxiliary machine readable information
US7286887,13 Aug 2004,23 Oct 2007,Silverbrook Research Pty Ltd,Audio player with sensing device
US7287688,30 May 2006,30 Oct 2007,Silverbrook Research Pty Ltd,Computer system control via surface and sensor with identifier
US7289103 *,12 Nov 2002,30 Oct 2007,Silverbrook Research Pty Ltd,Computer system interface surface with reference points and processing sensor
US7289882,23 Feb 2004,30 Oct 2007,Silverbrook Research Pty Ltd,Robot operating in association with interface surface
US7290210,12 Nov 2002,30 Oct 2007,Silverbrook Research Pty Ltd,Method and system for capturing a note-taking session using coded marks
US7292363,9 Jun 2005,6 Nov 2007,Silverbrook Research Pty Ltd,Method of configuring a printer for vacation periods
US7293233,12 Nov 2002,6 Nov 2007,Silverbrook Research Pty Ltd,Method and system for capturing a note-taking session using processing sensor
US7293234,12 Nov 2002,6 Nov 2007,Silverbrook Research Pty Ltd,Method and system for capturing a note-taking session using sensor with identifier
US7293240,12 Nov 2002,6 Nov 2007,Silverbrook Research Pty Ltd,Method and system for conferencing using processing sensor
US7295332,23 May 2000,13 Nov 2007,Silverbrook Research Pty Ltd,Interactive printer with actuator
US7295839,25 Nov 2000,13 Nov 2007,Silverbrook Research Pty Ltd,System and method for controlling a telephone via a computer system and printed control interface
US7295922,8 Dec 2004,13 Nov 2007,Silverbrook Research Pty Ltd,Interactive map production
US7296036,8 Sep 2003,13 Nov 2007,"Onepin, Inc.",Method and apparatus for storing and retrieving business contact information in a computer system
US7296737,2 Apr 2004,20 Nov 2007,Silverbrook Research Pty Ltd,Shopping receptacle with in-built scales
US7299969,12 Nov 2002,27 Nov 2007,Silverbrook Research Pty Ltd,Mark-coded surface with function flags
US7314177,30 May 2006,1 Jan 2008,Silverbrook Research Pty Ltd,Wearable product reading device
US7314181,5 Jun 2006,1 Jan 2008,Silverbrook Research Pty Ltd,Symmetric product identifying tags
US7322524,23 Jun 2005,29 Jan 2008,Silverbrook Research Pty Ltd,Graphic design software using an interface surface
US7324859,13 Aug 2004,29 Jan 2008,Silverbrook Research Pty Ltd,Substrate for use with audio file player
US7324989,5 Nov 2004,29 Jan 2008,Silverbrook Research Pty Ltd,Method of performing data searches on a network
US7327485,19 Sep 2005,5 Feb 2008,Silverbrook Research Pty Ltd,System for capturing information from a printed document
US7330564,11 Jan 2007,12 Feb 2008,Digimarc Corporation,Digital watermarking apparatus and methods
US7330974,23 May 2000,12 Feb 2008,Silverbrook Research Pty Ltd,Method and system for delivery of a secure document
US7334739,30 May 2006,26 Feb 2008,Silverbrook Research Pty Ltd,Rotationally symmetric coded data
US7336267,24 Oct 2005,26 Feb 2008,Silverbrook Research Pty Ltd,Attribute selection surface for use with a pen
US7346841 *,19 Dec 2000,18 Mar 2008,Xerox Corporation,Method and apparatus for collaborative annotation of a document
US7347357,17 Feb 2005,25 Mar 2008,Silverbrook Research Pty Ltd,Method for electronic mail delivery
US7349907,11 Feb 2005,25 Mar 2008,"Onepin, Inc.",Method and apparatus for storing and retrieving business contact information in a computer system
US7350236,23 May 2000,25 Mar 2008,Silverbrook Research Pty Ltd,Method and system for creation and use of a photo album
US7357323,2 Apr 2004,15 Apr 2008,Silverbrook Research Pty Ltd,Obtaining product item assistance
US7358697,29 May 2007,15 Apr 2008,Silverbrook Research Pty Ltd,Robot for marking an encoded surface
US7359551,15 Oct 2002,15 Apr 2008,Silverbrook Research Pty Ltd,Method and apparatus for decoding handwritten characters
US7360089,9 Aug 2004,15 Apr 2008,Silverbrook Research Pty Ltd,Registration network for optical sensing device including printer as base station
US7362314,25 Jul 2005,22 Apr 2008,Silverbrook Research Pty Ltd,Interactive surface for enabling user interaction with software
US7362463,20 Sep 2004,22 Apr 2008,Silverbrook Research Pty Ltd,System for delivery of a brochure containing coded data
US7364282,13 Oct 2004,29 Apr 2008,Silverbrook Research Pty Ltd,Printer cartridge including infrared absorbing ink
US7367665,9 Aug 2004,6 May 2008,Silverbrook Research Pty Ltd,Metal-cyanine dye having axial ligands which reduce visible absorption
US7369261,22 Nov 2004,6 May 2008,Silverbrook Research Pty Ltd,Sensing device for enabling interaction between a computer and a form printed on a surface
US7369265,20 Oct 2000,6 May 2008,Silverbrook Research Pty Ltd,Printer with code sensor
US7373588,25 Feb 2004,13 May 2008,International Business Machines Corporation,Method and system for accessing interactive multimedia information or services by touching marked items on physical documents
US7376273,1 Jun 2007,20 May 2008,Silverbrook Research Pty Ltd,Device and system for information management
US7376884,9 Mar 2005,20 May 2008,Silverbrook Research Pty Ltd,Method of position coding using sequences
US7380712,1 Mar 2007,3 Jun 2008,Silverbrook Research Pty Ltd,Method and system for interacting with a product item
US7380727,16 May 2007,3 Jun 2008,Silverbrook Research Pty Ltd,Method of generating interface surface
US7382354,9 Mar 2005,3 Jun 2008,Silverbrook Research Pty Ltd,Interaction with computer software using handwritten input on a form
US7382482,17 Feb 2005,3 Jun 2008,Silverbrook Research Pty Ltd,Method and apparatus for allowing a user to send an electronic mail message
US7383984,15 Aug 2007,10 Jun 2008,Silverbrook Research Pty Ltd,Shopping system having user interactive identity and product items
US7383991,6 Aug 2007,10 Jun 2008,Silverbrook Research Pty Ltd,Packing system having interactive objects
US7384134,8 Dec 2004,10 Jun 2008,Silverbrook Research Pty Ltd,Ink cartridge with collapsible ink containers for an inkjet printer
US7388221,18 Nov 2005,17 Jun 2008,Silverbrook Research Pty Ltd,Viewer and method for displaying information based on viewer position
US7388685,20 Sep 2004,17 Jun 2008,Silverbrook Research Pty Ltd,Method and system for composition and transmission of an electronic mail message via an interactive document
US7388985,20 Sep 2004,17 Jun 2008,Silverbrook Research Pty Ltd,Computer system for notetaking using sensor for sensing coded data
US7389423,18 Mar 2005,17 Jun 2008,Silverbrook Research Pty Ltd,System and method for registering a sensing device with a relay device
US7395963,25 Jan 2005,8 Jul 2008,Silverbrook Research Pty Ltd,Method for authentication of pharmaceutical products
US7396177,27 Sep 2004,8 Jul 2008,Silverbrook Research Pty Ltd,Universal pen with position or motion sensing
US7396178,16 Feb 2007,8 Jul 2008,Silverbrook Research Pty Ltd,"Universal pen with optical, position and/or motion sensors"
US7400769,1 Jun 2007,15 Jul 2008,Silverbrook Research Pty Ltd,Position-code bearing notepad employing activation icons
US7401227,18 Mar 2005,15 Jul 2008,Silverbrook Research Pty Ltd,System and method for providing a form for registering a sensing device with a relay device
US7404144,8 Mar 2004,22 Jul 2008,Silverbrook Research Pty Ltd,Device for use in a method and system for object selection
US7406445,30 Jun 2000,29 Jul 2008,Silverbrook Research Pty Ltd,Method and system for banking
US7408670,15 Aug 2005,5 Aug 2008,Silverbrook Research Pty Ltd,Facsimile delivery method and system using associated identifiers
US7412651 *,12 Nov 2002,12 Aug 2008,Silverbrook Research Pty Ltd,Computer system interface surface with reference points and sensor with identifier
US7413363,21 Jul 2005,19 Aug 2008,Silverbrook Research Pty Ltd,Electronically controllable pen comprising a force switch
US7414741 *,17 Oct 2005,19 Aug 2008,Silverbrook Research Pty Ltd,Printer with manual collation control
US7415668,12 Nov 2002,19 Aug 2008,Silverbrook Research Pty Ltd,Method and system for collaborative document markup using coded marks
US7416009,27 Sep 2004,26 Aug 2008,Silverbrook Research Pty Ltd,Wall mounted printer with binding assembly
US7417141,9 Aug 2004,26 Aug 2008,Silverbrook Research Pty Ltd,Cyanine dye having reduced visible absorption
US7417629,9 Mar 2005,26 Aug 2008,Silverbrook Research Pty Ltd,System for printing a form for interacting with computer software
US7417759,20 Sep 2004,26 Aug 2008,Silverbrook Research Pty Ltd,Method for delivery of a brochure containing coded data
US7421126,31 Mar 2005,2 Sep 2008,"Cardiff Software, Inc.",Method and system for searching form features for form identification
US7421337,23 Apr 2007,2 Sep 2008,Silverbrook Research Pty Ltd,System for determining a route
US7423145,9 Aug 2004,9 Sep 2008,Silverbrook Research Pty Ltd,Method of minimizing absorption of visible light in ink compositions comprising infrared-absorbing macrocyclic cyanine dyes
US7427015,23 Apr 2007,23 Sep 2008,Silverbrook Research Pty Ltd,System for enabling competition entry via label
US7428070,16 Sep 2005,23 Sep 2008,Silverbrook Research Pty Ltd,Method for providing a mailing system
US7430058,22 Nov 2006,30 Sep 2008,Silverbrook Research Pty Ltd,Method of interacting with the internet via a printed page
US7431219,19 Jul 2004,7 Oct 2008,Silverbrook Research Pty Ltd,Orientation-indicating cyclic positional codes
US7431449,9 May 2005,7 Oct 2008,Silverbrook Research Pty Ltd,Mobile telecommunications device with interactive paper sensor
US7437671 *,12 Nov 2002,14 Oct 2008,Silverbrook Research Pty Ltd,Computer system control with user data via interface and sensor with identifier
US7441712,25 Jan 2005,28 Oct 2008,Silverbrook Research Pty Ltd,Method of authenticating security documents
US7444021,15 Oct 2002,28 Oct 2008,Silverbrook Research Pty Ltd,Character string identification
US7445394,8 Jan 2008,4 Nov 2008,Silverbrook Research Pty Ltd,Pen-like device incorporating a multi-colored printer
US7446893,18 Apr 2005,4 Nov 2008,Silverbrook Research Pty Ltd,System and method for delivering a greeting card to a user
US7447510,22 Mar 2007,4 Nov 2008,"Onepin, Inc.",Short message service network plug-in
US7450264,24 Jul 2006,11 Nov 2008,Silverbrook Research Pty Ltd,Method of digitally processing and printing a page of an interactive document
US7450273,2 Apr 2004,11 Nov 2008,Silverbrook Research Pty Ltd,Laser scanner using acousto-optic deflectors
US7451115 *,12 Nov 2002,11 Nov 2008,Silverbrook Research Pty Ltd,Method and system for online payments using processing sensor
US7452989,9 Aug 2004,18 Nov 2008,Silverbrook Research Pty Ltd,Metal-cyanine dye having improved water solubility
US7453594 *,9 Jul 2002,18 Nov 2008,"Ricoh Company, Ltd.",Document filing apparatus for storing information added to a document file
US7456277,9 Aug 2004,25 Nov 2008,Silverbrook Research Pty Ltd,Method of minimizing absorption of visible light in ink compositions comprising IR-absorbing metal-cyanine dyes
US7456994,9 May 2005,25 Nov 2008,Silverbrook Research Pty Ltd,Mobile telecommunications device with stylus having printhead tip
US7457007,2 Apr 2004,25 Nov 2008,Silverbrook Research Pty Ltd,Laser scanning device for printed product identification codes
US7457961,25 Jan 2005,25 Nov 2008,Silverbrook Research Pty Ltd,Authentication of an object using a signature encoded in a number of data portions
US7460713,16 Aug 2007,2 Dec 2008,Silverbrook Research Pty Ltd,System for recording and retrieving note taking on notebook form
US7461778,28 Sep 2007,9 Dec 2008,Silverbrook Research Pty Ltd,Method of identifying a copied security document
US7463250,6 Jun 2005,9 Dec 2008,Silverbrook Research Pty Ltd,System for determining the rotational orientation of a sensing device
US7463794,4 May 2008,9 Dec 2008,Silverbrook Research Pty Ltd,Optical imaging pen having an orthogonal accelerometer
US7464879,28 Sep 2007,16 Dec 2008,Silverbrook Research Pty Ltd,Handheld pharmaceutical product scanner
US7465342,2 Apr 2004,16 Dec 2008,Silverbrook Research Pty Ltd,Method of minimizing absorption of visible light in ink compositions comprising infrared metal-dithiolene dyes
US7466434,2 Apr 2007,16 Dec 2008,Silverbrook Research Pty Ltd,Digital printer with dedicated coded data ink channel
US7466435,24 Feb 2008,16 Dec 2008,Silverbrook Research Pty Ltd,Printer incorporating a gravity-fed print media path
US7466436,3 Jan 2005,16 Dec 2008,Silverbrook Research Pty Ltd,Method of instructing a computer system using an interface surface
US7466438,18 Apr 2005,16 Dec 2008,Silverbrook Research Pty Ltd,Interactive printer for printing documents in response to data received from a sensing device
US7466439,12 Aug 2005,16 Dec 2008,Silverbrook Research Pty Ltd,Method of delivering facsimile
US7466440,12 Aug 2005,16 Dec 2008,Silverbrook Research Pty Ltd,Device and method for communication
US7466444,9 May 2005,16 Dec 2008,Silverbrook Research Pty Ltd,Mobile telecommunications device with stylus
US7467185,12 Nov 2002,16 Dec 2008,Silverbrook Research Pty Ltd,Method and system for conferencing using sensor with identifier
US7467299,25 Jan 2005,16 Dec 2008,Silverbrook Research Pty Ltd,Authentication device
US7467300,25 Jan 2005,16 Dec 2008,Silverbrook Research Pty Ltd,Coded data including a distributed data stream
US7467301,28 Sep 2007,16 Dec 2008,Silverbrook Research Pty Ltd,Authentication processor using a signature part
US7467416,8 Nov 2004,16 Dec 2008,Silverbrook Research Pty Ltd,Publishing network
US7468724,9 Mar 2005,23 Dec 2008,Silverbrook Research Pty Ltd,System for allowing interaction with computer software
US7468809,8 Nov 2004,23 Dec 2008,Silverbrook Research Pty Ltd,Method of printing an interface onto a surface using a complementary ink set
US7469062,15 Oct 2002,23 Dec 2008,Silverbrook Research Pty Ltd,Character identification
US7469819,28 Sep 2007,30 Dec 2008,Silverbrook Research Pty Ltd,Coded data including a digital signature with padding
US7469830,25 Oct 2004,30 Dec 2008,Silverbrook Research Pty Ltd,Apparatus for performing computer-based operations via networked computer
US7469836,6 Jul 2006,30 Dec 2008,Silverbrook Research Pty Ltd,Hand-held laser scanning device for scanning a product item
US7470315,5 Jul 2005,30 Dec 2008,Silverbrook Research Pty Ltd,Red-shifted water dispersible napthalocyanine dyes
US7472278,28 Sep 2007,30 Dec 2008,Silverbrook Research Pty Ltd,Remote authentication of an object using a signature encoded in a number of data portions
US7472338,26 Jun 2001,30 Dec 2008,International Business Machines Corporation,Method and apparatus for locating items on a physical document and method for creating a geographical link from an electronic document to the physical document
US7474930,13 Aug 2004,6 Jan 2009,Silverbrook Research Pty Ltd,System for retrieving and playing audio files
US7477987,17 Jun 2005,13 Jan 2009,Silverbrook Research Pty Ltd,Method for performing games
US7484101,28 Sep 2007,27 Jan 2009,Paul Lapstun,Coded data associated with an object and encoding a distributed signature
US7499765,19 Sep 2005,3 Mar 2009,Silverbrook Research Pty Ltd,Retrieving audio data via a coded surface
US7500268,9 May 2005,3 Mar 2009,Silverbrook Research Pty Ltd,Method of authenticating a print medium before printing
US7503493,25 Nov 2005,17 Mar 2009,Silverbrook Research Pty Ltd,Method and system for digitizing freehand graphics with user-selected properties
US7506153,12 Nov 2002,17 Mar 2009,Silverbrook Research Pty Ltd,Method and system for user registration using sensor with identifier
US7506168,25 Jan 2005,17 Mar 2009,Silverbrook Research Pty Ltd,Method for identifying a counterfeit security document
US7506808,2 Apr 2004,24 Mar 2009,Silverbrook Research Pty Ltd,Shopping receptacle with in-built scanner
US7509349,29 Jun 2004,24 Mar 2009,"Onepin, Inc.",Method and apparatus for storing and retrieving business contact information in a computer system
US7511847,29 Jul 2004,31 Mar 2009,Silverbrook Research Pty Ltd,Interactive printer for printing a coded interface
US7515144,17 Mar 2008,7 Apr 2009,Silverbrook Research Pty Ltd,System for software interaction using printed form
US7515186,17 Feb 2004,7 Apr 2009,Silverbrook Research Pty Ltd,Pixel sensor
US7515292,10 Jun 2005,7 Apr 2009,Silverbrook Research Pty Ltd,Apparatus for cooling and storing produce
US7516403 *,22 Dec 1997,7 Apr 2009,International Business Machines Corporation,Network distributed display pages with images and symbols selected from a universal library
US7518756,12 Nov 2002,14 Apr 2009,Silverbrook Research Pty Ltd,Method and system for delivery of a facsimile using sensor with identifier
US7523672,31 Jul 2006,28 Apr 2009,Silverbrook Research Pty Ltd,Collapsible force sensor coupling
US7525539,13 Apr 2008,28 Apr 2009,Silverbrook Research Pty Ltd,System having printer and sensing device for interaction with computer software
US7526128,17 Feb 2004,28 Apr 2009,Silverbrook Research Pty Ltd,Line extraction in digital ink
US7526647,8 Nov 2004,28 Apr 2009,Silverbrook Research Pty Ltd,Authorization protocol for network publishing
US7529936,28 Jul 2004,5 May 2009,Silverbrook Research Pty Ltd,Registration network for an optical sensing device
US7530023,12 Sep 2002,5 May 2009,International Business Machines Corporation,System and method for selecting electronic documents from a physical document and for displaying said electronic documents over said physical document
US7530501,18 Apr 2007,12 May 2009,Silverbrook Research Pty Ltd,Printed interface with orientation target structure
US7532758,14 Apr 2008,12 May 2009,Silverbrook Research Pty Ltd,Method and apparatus for generating handwriting recognition template
US7533031 *,20 Oct 2000,12 May 2009,Silverbrook Research Pty Ltd,Method and system for providing insurance services
US7533816,2 Oct 2007,19 May 2009,Silverbrook Research Pty Ltd,Method of associating audio with a position on a surface
US7537157,25 Jan 2005,26 May 2009,Silverbrook Research Pty Ltd,Method for remote authentication of pharmaceutical products
US7537160,2 Apr 2004,26 May 2009,Silverbrook Research Pty Ltd,Combined sensing device
US7538793,12 Nov 2004,26 May 2009,Silverbrook Research Pty Ltd,Digital camera with interactive printer
US7539937,31 Jul 2007,26 May 2009,Silverbrook Research Pty Ltd,Periodical distribution via a computer network
US7540429,21 Mar 2005,2 Jun 2009,Silverbrook Research Pty Ltd,Surface having disposed therein or thereon coded data
US7542629,16 Jan 2008,2 Jun 2009,Silverbrook Research Pty Ltd,Active sensing device configured to capture and decode infrared (IR) position tags from a page
US7545952,23 Oct 2007,9 Jun 2009,Digimarc Corporation,Image or video display devices
US7549595,3 Dec 2002,23 Jun 2009,Silverbrook Research Pty Ltd,Rotationally symmetric tags
US7550585,9 Aug 2004,23 Jun 2009,Silverbrook Research Pty Ltd,Synthesis of metal cyanines
US7551305,6 May 2005,23 Jun 2009,Silverbrook Research Pty Ltd,Computer system for generating a second mail item in response to a first mail item
US7557944,19 Mar 2004,7 Jul 2009,Silverbrook Research Pty Ltd,Copier
US7557948,9 Jul 2008,7 Jul 2009,Silverbrook Research Pty Ltd,Document copier with a controller for decoding optical patterns on sheets of media
US7558563,19 Sep 2005,7 Jul 2009,Silverbrook Research Pty Ltd,Retrieving contact details via a coded surface
US7558598,19 Sep 2005,7 Jul 2009,Silverbrook Research Pty Ltd,Dialling a number via a coded surface
US7559983,4 Sep 2007,14 Jul 2009,Silverbrook Research Pty Ltd,Phthalocyanine dyes suitable for use in offset inks
US7561287,16 Sep 2000,14 Jul 2009,"Mmf Systems, Inc.",System and method for automatically routing and storing coded information and displaying an interaction device
US7561734,23 Oct 2006,14 Jul 2009,Science Applications International Corporation,Machine learning of document templates for data extraction
US7562965,26 Mar 2008,21 Jul 2009,Silverbrook Research Pty Ltd,Elongate bi-lithic printhead with a support member
US7564605,26 Feb 2004,21 Jul 2009,Silverbrook Research Pty Ltd,Symmetric tags
US7565542,25 Jan 2005,21 Jul 2009,Silverbrook Research Pty Ltd,Remote authentication of an object using a signature part
US7566009,16 Dec 2007,28 Jul 2009,Silverbrook Research Pty Ltd,Reading device having a harness
US7567241,1 Aug 2005,28 Jul 2009,Silverbrook Research Pty Ltd,Stylus with customizable appearance
US7567279,17 Feb 2004,28 Jul 2009,Silverbrook Research Pty Ltd,Image sensor timing circuit
US7568622,1 Jun 2007,4 Aug 2009,Silverbrook Research Pty Ltd,Input unit arrangement
US7568629,18 Jun 2007,4 Aug 2009,Silverbrook Research Pty Ltd,Shopping system comprising reading device
US7570384,16 May 2008,4 Aug 2009,Silverbrook Research Pty Ltd,Method of printing with a duplexed printhead print assembly
US7570813,27 Aug 2007,4 Aug 2009,Microsoft Corporation,Strokes localization by m-array decoding and fast image matching
US7571193,15 Aug 2005,4 Aug 2009,Silverbrook Research Pty Ltd,Method of printing document copies
US7572327,5 Jul 2005,11 Aug 2009,Silverbrook Research Pty Ltd,Nitrogen-substituted water-dispersible phthalocyanine dyes
US7573588,2 Apr 2007,11 Aug 2009,Silverbrook Research Pty Ltd,Digital printer with coded data generator
US7576876,19 Aug 2005,18 Aug 2009,Silverbrook Research Pty Ltd,Relay device for relaying data from a sensing device to a computer system
US7577317,12 Dec 2005,18 Aug 2009,Silverbrook Research Pty Ltd,Recording and communication of handwritten information
US7577428,11 Jan 2006,18 Aug 2009,Silverbrook Research Pty Ltd,Method of enabling telephone control via printed control interface
US7579064,3 Nov 2008,25 Aug 2009,Silverbrook Research Pty Ltd,Substrate having IR-absorbing dye disposed thereon
US7580576,2 Jun 2005,25 Aug 2009,Microsoft Corporation,Stroke localization and binding to electronic document
US7580698,24 Jul 2006,25 Aug 2009,Silverbrook Research Pty Ltd,Method for communication device control using coded marks
US7580764,2 Oct 2007,25 Aug 2009,Silverbrook Research Pty Ltd,Interactive apparatus with recording and playback capability usable with encoded writing medium
US7580765,2 Oct 2007,25 Aug 2009,Silverbrook Research Pty Ltd,Method of integrating audio and encoded writing medium using interactive apparatus
US7583842,6 Jan 2004,1 Sep 2009,Microsoft Corporation,Enhanced approach of m-array decoding and error correction
US7584402,21 Mar 2005,1 Sep 2009,Silverbrook Research Pty Ltd,Data storage format for encoding a bit stream on or in a surface
US7589716,20 Apr 2008,15 Sep 2009,Silverbrook Research Pty Ltd,System for software interaction using printed form identity
US7589854,9 May 2005,15 Sep 2009,Silverbrook Research Pty Ltd,Method of generating a second mail item in response to a first mail item
US7589856,21 Apr 2008,15 Sep 2009,Silverbrook Research Pty Ltd,System for enabling user interaction with computer software
US7590311,20 Jun 2005,15 Sep 2009,Silverbrook Research Pty Ltd,Sensing device for sensing a position within a region
US7590561,12 Nov 2002,15 Sep 2009,Silverbrook Research Pty Ltd,Method and system for online purchasing using processing sensor
US7590622,5 Nov 2004,15 Sep 2009,Silverbrook Research Pty Ltd,System for facilitating searches for data stored on a network
US7593126,21 Apr 2008,22 Sep 2009,Silverbrook Research Pty Ltd,Method for delivering a greeting card to a user
US7593604,20 Sep 2004,22 Sep 2009,Silverbrook Research Pty Ltd,Sensing device having an image sensor for sensing and capturing images of coded data
US7599560,22 Apr 2005,6 Oct 2009,Microsoft Corporation,Embedded interaction code recognition
US7600688,23 Jun 2008,13 Oct 2009,Silverbrook Research Pty Ltd,System surface for decoding coded data
US7602515,18 Apr 2005,13 Oct 2009,Silverbrook Research Pty Ltd,System and method for providing a form for use in greeting card delivery
US7604182,5 Feb 2008,20 Oct 2009,Silverbrook Research Pty Ltd,Coding pattern with data elements encoding by pulse-position modulation
US7605557,24 Feb 2008,20 Oct 2009,Silverbrook Research Pty Ltd,Mobile robot for sensing and decoding a surface coding pattern on a surface
US7605940,2 Apr 2004,20 Oct 2009,Silverbrook Research Pty Ltd,Sensing device for coded data
US7607076 *,18 Feb 2005,20 Oct 2009,Microsoft Corporation,Embedded interaction code document
US7609410,,27 Oct 2009,Silverbrook Research Pty Ltd,Mobile telecommunication device with integral printer mechanism and sensing means
US7612905,11 Nov 2008,3 Nov 2009,Silverbrook Research Pty Ltd,Method of delivering facsimile
US7612923,21 Sep 2008,3 Nov 2009,Silverbrook Research Pty Ltd,Scanning device for scanning interface surface of product item
US7613533,,3 Nov 2009,Silverbrook Research Pty Ltd,Interactive system
US7617976,10 Feb 2009,17 Nov 2009,Silverbrook Research Pty Ltd,Shopping receptacle for receiving interactive product items
US7619607,30 Jun 2005,17 Nov 2009,Microsoft Corporation,Embedding a pattern design onto a liquid crystal display
US7619756,17 Nov 2008,17 Nov 2009,Silverbrook Research Pty Ltd,Printer incorporating a binding assembly
US7622182,17 Aug 2005,24 Nov 2009,Microsoft Corporation,Embedded interaction code enabled display
US7623713,4 Sep 2008,24 Nov 2009,Silverbrook Research Pty Ltd,Position-coding pattern
US7630551,21 Nov 2007,8 Dec 2009,Silverbrook Research Pty Ltd,Method and system for line extraction in digital ink
US7630553,10 Oct 2003,8 Dec 2009,Silverbrook Research Pty Ltd,Method/system for estimating the orientation of a segment of digital ink
US7630554,14 Oct 2003,8 Dec 2009,Silverbrook Research Pty Ltd,Method/system for estimating the orientation of a segment of digital ink
US7630962,13 Jan 2003,8 Dec 2009,Silverbrook Research Pty Ltd,Electronic filing system searchable by a handwritten search query
US7637419,28 Sep 2007,29 Dec 2009,Silverbrook Research Pty Ltd,Method for identifying duplicated pharmaceutical product packaging
US7637437,22 Nov 2007,29 Dec 2009,Silverbrook Research Pty Ltd,Requesting assistance using a registration mode
US7639885,2 Jun 2008,29 Dec 2009,Microsoft Corporation,Decoding and error correction in 2-D arrays
US7646503,,12 Jan 2010,Silverbrook Research Pty Ltd,Printing a business card using a mobile device
US7648068,6 Mar 2008,19 Jan 2010,Silverbrook Research Pty Ltd,Shopping cart system with automatic shopping item total calculator
US7649523,19 Jul 2006,19 Jan 2010,Silverbrook Research Pty Ltd,Method of estimating position of writing nib relative to an optical sensor
US7650033,6 Oct 2008,19 Jan 2010,Silverbrook Research Pty Ltd,Method of compressing digital ink
US7650197,2 Oct 2007,19 Jan 2010,Silverbrook Research Pty Ltd,Method of associating audio with a position on a surface
US7654454,2 Apr 2004,2 Feb 2010,Silverbrook Research Pty Ltd,Product item status
US7657128,31 Jul 2006,2 Feb 2010,Silverbrook Research Pty Ltd,Optical force sensor
US7657510,5 Nov 2004,2 Feb 2010,Silverbrook Research Pty Ltd,System for performing data searches on a network
US7658325,7 Oct 2008,9 Feb 2010,Silverbrook Research Pty Ltd,System for authenticating encoded object
US7658792,10 Jul 2006,9 Feb 2010,Silverbrook Research Pty Ltd,Gallium naphthalocyanine salts for use as improved infrared dyes
US7660011,16 Jan 2008,9 Feb 2010,Silverbrook Research Pty Ltd,Optical imaging pen for use with infrared ink
US7660466,16 Aug 2004,9 Feb 2010,Silverbrook Research Pty Ltd,Natural language recognition using distributed processing
US7660489,20 Sep 2004,9 Feb 2010,Silverbrook Research Pty Ltd.,Sensing device having an image sensor and a movement sensor
US7660490,20 Sep 2004,9 Feb 2010,Silverbrook Research Pty Ltd,Sensing device
US7663775,21 Sep 2008,16 Feb 2010,Silverbrook Research Pty Ltd,Wireless transmitter pen
US7663780,2 Sep 2004,16 Feb 2010,Silverbrook Research Pty Ltd,Cartridge with identifiers
US7663789,25 Jan 2005,16 Feb 2010,Silverbrook Research Pty Ltd,Method of printing security documents
US7671334,12 Jun 2008,2 Mar 2010,Silverbrook Research Pty Ltd,Viewing device for use with coded data on a surface
US7673218,27 Aug 2008,2 Mar 2010,Silverbrook Research Pty Ltd,System for decoding bit stream printed on surface
US7674082,8 May 2008,9 Mar 2010,Silverbrook Research Pty Ltd,Wall mountable printer with a glue applicator assembly and a binder assembly
US7675021,24 Jul 2008,9 Mar 2010,Silverbrook Research Pty Ltd,Two dimensional contact image sensor with frontlighting
US7676382,28 Sep 2007,9 Mar 2010,Silverbrook Research Pty Ltd,Method of dispensing a pharmaceutical product
US7677445,25 Jan 2005,16 Mar 2010,Silverbrook Research Pty Ltd,Method of counting currency
US7677463,31 Aug 2008,16 Mar 2010,Silverbrook Research Pty Ltd,Process for tag imaging and decoding of machine readable coded data
US7681800,28 Sep 2007,23 Mar 2010,Silverbrook Research Pty Ltd,Handheld security document scanner
US7684618,22 Mar 2006,23 Mar 2010,Microsoft Corporation,Passive embedded interaction coding
US7688457,2 Oct 2007,30 Mar 2010,Silverbrook Research Pty Ltd,Inkjet printer having coded tag generator
