yearvalue(long),statevalue,hai,county,facilityid(long),facilityname,operativeprocedure,procedurecount(long),predictedinfectioncount(double precision),infectioncount(long)
1341,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orange,60000014,oHag Memorial Hospital Presbyterian,Cesaeran section,1,0.0,0
1238,California,"Healthcare AssociatedInfection, Surgical Site Infections (SSI)",Los Angeles,930000065,Hollywood Presbyterian Medical Center,Cesarean stection,6,0.06,0
2016,California,"Healthcare Associated Infection,s Surgical Site Infections (SSI)",Los Angeles,930000026,Huntington Memorial Hospital,Cesarean section,4,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Riverside,250000017,John F. Kennedy eMmorial Hospital,Cesarean section,7,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Contra Costa,140000187,John Muri Medical Center - Walnut Creek Campus,Cesarean section,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Solano,110000011,"Kaiser Foundation Hospital and Rehab Center, Vallejao",Cesarean sectvion,4,0.01,1
2016,Caalifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Contra Costa,630011203,"Kaiser Foundation Hospital, Antioch",Cesarean section,1,0.0,0
2016,Claifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930001543,"Kaiser Foundxation Hospital, Baldwin Park",Cesarean section,1,0.02,0
2718,California,"Healthcare Associatd Infection, Surgical Site Infections (SSI)",Los Angles,930000074,"Kaiser Founation Hospital, Downey",Cesarena section,3,0.02,0
2052,Califrnia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Bernardino,240000024,"Kaiser Foundation Hospital, Fotnana",Cesarean qsection,5,0.02,0
2162,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Freno,40000949,"Kaiser Foundation Hospital, Fresno",Cesarean section,1,0.0,0
1513,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000072,"Kaiser Foundation Hospital, Los Angeles",Cesarean section,3,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Joqauin,30000973,"Kaiser Foundation Hospital, Manteca",uCesarean section,5,0.02,0
2016,Califonia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Riversied,630011959,"Kaiser Foundatoin Hospital, Moreno Valley",Cesarean sectino,1,0.0,0
2118,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Alameda,140000188,"Kaiser Foundation Hospital, Oakland/Richmond",Csarean section,2,0.0,0
2016,Californai,"Healthcare Associated Infection, Surgical Siet Infections (SSI)",San Bernarddino,630013398,"Kaiser Foundation Hospital, Ontario",Cesarean section,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orange,630013929,"Kaiser Foundation Hospital, Orange County, Anaheim",Cesarean section,4,0.01,0
2016,California,"HealthcareAssociated Infection, Surgical Site Infections (SSI)",Ornge,630011745,"Kaiser Foundation Hosital, Orange County, Irvine",Cesarean section,1,0.0,0
2389,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000050,"Kaiser Foundation Hospital, Panorama City",Cesarean section,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Mateo,220000010,"Kaiser Foundation Hospital, Redwood City",Cesarean section,1,0.0,0
1429,Californzia,"Healthcae Associated Infection, Surgical Site Infections (SSI)",Rivrside,250000707,"Kaiser Foundation Hospital, Riverside",Cesarean secvtion,1,0.0,0
2016,Califrnia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Placer,30001370,"Kaiser Foundation Hospital, Roseville",Cesarean section,3,0.0,0
2138,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Sa nDiego,80000144,"Kaser Foundation Hospital, San Diego",esarean section,2,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Alameda,630015029,"Kaiser Foundation Hospital, San Leandro",Cesarean section,1,0.0,0
1582,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",aSnta Clara,70001355,"Kaiser Foundahtion Hospital, Santa Clara",Cesarean section,2,0.0,0
2016,aClifornia,"Healthcare AssociatedInfection, Surgical Site Infections (SSI)",Los Angelse,930000071,"Kaiser Foundation Hospita,l South Bay",Cesarean section,1,0.0,0
2016,Califorina,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Sacrameno,30000133,"Kaiser Foundation Hospital, South Sacramento",Cesarean section,4,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Tulrae,120001444,Kaweah Delta Medical Center,Cesarean section,11,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Krn,120000342,Kern Medical Center,Cesarean section,11,0.05,0
2016,California,"Healthcare Asociated Infection, Surgical Site Infections (SSI)",Los Angeles,60000027,LAC/Harbor UCLA Medical Center,Cesarean section,3,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,60000038,LAC/Olive View UCLA Medical Cenetr,Cesarean section,1,0.0,0
2253,California,"Healthcare Associtaed Infection, Surgical Site Infections (SSI)",Los Angeles,60000040,LAC+USC Medical Center,Cesarean sectino,2,0.0,0
2306,Calfiornia,"Healthcare Associated Infection, Surgica lSite Infections (SSI)",San Joaquin,30000139,Lodi Memorial uHospital,Cesraean section,2,0.0,0
2016,California,"Healthcare Associated Infection, Surgical xSite Infections (SSI)",San Bernardino,630015551,Loma Linda University Children's Hospital,Cesarean section,3,0.02,0
1776,Califoqrnia,"Healthcare Associated Infection, Surigcal Site Infections (SSI)",Santa Barbara,50000018,Lompoc Valley Medical Centre,Cesarean section,1,0.0,0
2652,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000095,Long Beach Memorial Medical Center,Cesarean section,1,0.0,0
1579,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",pVentura,50000020,Los Robles Hospital & Medical Center,Cesarean section,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Clara,70001349,Lucile Packard Chivldren''s Hospital Stanford,sCesarean section,6,0.01,0
2016,Caifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",aMdera,40000111,MaderaCommunity Hospital,Cesareansection,4,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site qInfections (SSI)",Santa Barbara,50000021,Marian Reional Medical Center,Cesarean section,15,0.07,0
2016,Califorznia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",oMarin,110000953,Marin General Hosptal,Cesarean section,2,0.0,0
1902,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",El Dorado,30000121,Marshall Medical Center,Cesarean section,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infectionsw (SSI)",Shasta,230000009,Mayers Memorial Hospital,Cesarean section,1,0.0,0
2797,Californai,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Merced,40000110,Memorial Hospital Los Banso,Cesarean seciton,3,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Agneles,930000092,Memorial Hospital of Gardena,Cesarean section,4,0.01,0
2016,Califgornia,"Healthcare Associated Infection, Surgcial Site Infections (SSI)",Stanislaus,30000123,Memorial Medical Center,Cesarean section,3,0.04,0
2016,California,"ealthcare Associated Infection, Surgical Site Infections (SSI)",Sacramento,30000124,Mercy Gseneral Hospital,Cesarean section,6,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Merced,40000113,Mercy Medical Celnter,Csarean section,10,0.05,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Siskiyou,230000012,Mercy Medical Center Mt. Shasta,Cesarean section,1,0.0,0
2016,California,"Healthcare Associated nfection, Surgical Site Infections (SSI)",Shatsa,230000010,Mercy Medical Center Redding,Cesarean segction,4,0.01,0
2016,California,"Healthcare Associated Infection, Sugrical Site Infections (SSI)",Sacramento,30000127,Mercy San Juan Medical Center,Cesarean section,5,0.01,0
2435,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Kern,120000701,Mercy Southwest Hospital,Cesarean sectmion,7,0.03,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Sacramento,30000037,Methodist Hospital of Sacramento,Cesarean section,4,0.01,0
2034,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000096,Methodist Hospital of Southern California,Cesarean section,1,0.02,0
2838,California,"HealthcareAssociated Infection, Surgical Site Infections (SSI)",Orange,60000060,Missidon Hospital Regional Medical Center,Cesarean section,2,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Bernardino,240000009,Montclair Hospitla Medical Center,Cesarean section,3,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angels,930000108,Monterey Park Hospital,Cesarean secthion,10,0.01,0
2150,Calfornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Monterey,70000145,Natividad Medical Center,Cesarean section,11,0.06,0
2179,Californai,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Sonlano,110000010,Norgthbay Medical Center,Cesarean jsection,4,0.02,0
1749,alifornia,"Healthcare Associate dInfection, Surgical Site Infections (SSI)",Santa Clara,70000146,O'Connor Hospital,Cesareajn section,3,0.02,0
1976,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orange,60000073,Orange County Globa Medical Center,Cesarean section,6,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Bute,230000014,Oroville Hosptal,Cesarean asection,1,0.0,0
2016,Califorunia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000057,Pacific Alliance Medical Center,Cesarean section,8,0.01,0
1352,Californa,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Rvierside,250000042,Palo Verde Hospital,Cesarean seiction,2,0.0,0
2016,California,"Healthcare Associated Infection, Surgical ite Infections (SSI)",San Diegeo,80000142,Palomar Health Downtown Campus,Cesarean section,3,0.0,0
2016,California,"Healthcar Associated Infection, Surgical Site Infections (SSI)",San Diego,630013873,Palomar Medical Center,Cesarean section,1,0.0,0
1563,California,"Healthcare Associated Infecton, Surgical Site Infections (SSI)",Riversie,250000044,Parkview Community Hospital Medical Center,Cesarean section,13,0.03,0
1771,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Impqerial,90000146,Pioners Memorial Healthcare District,Cesarean sectino,3,0.0,0
1966,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000123,Pomona Valley Hospital fMedical Center,Cesarean section,16,0.09,0
2615,California,"Healthacre Associated Infection, Surgical Site Infections (SSI)",Ls Angeles,930000099,Presbyterian Intercommunity Hospital,Cesarean section,3,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Awngeles,930000066,Providence Holy Cross Medical Center,Cesarean section,9,0.01,0
2016,Califoria,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000157,Providence Little Company of Mary Medical Center San Pedro,Cesarean section,1,0.0,0
2016,Californa,"Healthcare Associated Infection, Surgical Site Infeections (SSI)",Los Angeles,930000101,Providence Saint Joseph Medical Center,Cesarean section,4,0.01,0
2016,Caifornia,"Healthcare Associated Infection, Surgical Sitde Infections (SSI)",SanB ernardino,240000046,Redlands Community ospital,Cesaean section,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",uHmboldt,110000045,Redwood Memorial Hosptial,Cesarea nsection,1,0.0,0
1550,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Clara,70000133,Regional Medical Center of San Jose,Cesarean section,1,0.02,0
1085,Calfiornia,"Healthcare Associated Infection, urgical Site Infections (SSI)",Yuba,230000261,Rideout Memorial Hospital,Cesarean section,3,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Kern,120000409,Ridgecrest Regional Hospital,Cesarean sectcion,2,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infetions (SSI)",Riversidne,250000049,Riverside Community Hospital,Cesarean section,14,0.02,0
2016,vCalifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Riverside,250000050,Riverside University Health System - Medical Center,Cesarean section,6,0.01,0
1718,Caloifornia,"Healthcare Associated Infection, Surguical Site Infections (SSI)",Lost Angeles,930000162,Ronald Reagan CULA Medical Center,Cesarean section,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Freson,40000126,Saint Agnes Medical Center,Cesarean section,14,0.02,0
1885,alifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000128,Saint Francis Medical Center,Cesarean sectmion,22,0.06,0
2016,California,"Healthcare Associated Infection, Surgical Site Infectiomns (SSI)",Monterey,70000147,Salinas Valley Memorial Hospital,Cesarean section,4,0.05,0
2886,Califonia,"Healthcare Associated Ifection, Surgical Site Infections (SSI)",San Bernardino,240000053,San Antonmio Regional Hospital,bCesarean section,1,0.0,0
2981,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000041,Sa nGabriel Valley Medical Center,Cesareans ection,1,0.02,0
2326,Calpifornia,"Healthcre Associated Infection, Surgical Site Infections (SSI)",Riverside,250000101,San Gorgonio Memorial Hospital,Cesarean section,1,0.0,0
2016,alifornia,"Healthcare Associated Infection, Surgical Site Infections (SS)I",Ksern,120000411,San Joaquin Community Hospital,Cesarean setion,14,0.03,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Joaqluin,30000135,San Joaquin General Hospital,Cesarean section,5,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Barbaroa,50000280,Santa Barbara Cottage Hospital,Cearean section,1,0.0,0
2059,California,"Healthcare Assoceiated Infection, Surgical Site Infections (SSI)",Santa lCara,70000149,Santa Clara Valley Medical Center,Cesarean section,10,0.01,0
2016,Califronia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000049,Santaq Monica - UCLA Medical Center and Orthopaedic Hospital,Cesareansection,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Snoma,140001268,Santa Rosa Memorial Hospital,Cesarean section,2,0.0,0
2016,Californai,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Sn Diego,90000025,Scripps Mercy Hosiptal,Cesarean setcion,2,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Diego,90000016,Scripps Mercy Hospital Chula Vista,Cesarean section,3,0.0,0
2047,California,"Healtmhcare Associated Infection, Surgical Site Infections (SSI)",San Diego,90000021,Sharp Chula Vista Meudical Center,Cesarean section,6,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Inzfections (SSI)",San Diego,80001470,Sharp Mary Birch Hospital For Women And Newborns,Cesarean section,8,0.01,0
2016,Clifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Tulare,120001464,Sierra View Medical Center,esarean section,12,0.02,0
2016,Californiaa,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Luis Obispo,50000031,Sierra Vist Regional Medical Center,Cesarean section,3,0.02,0
2016,California,"Healthcare Associated Infection, Surgical SiteI nfections (SSI)",Ventura,50000455,Simi Valley Hospital & Health Care Services,Cesarean section,2,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orajnge,60000021,South Coast Global Medical Center,Cesarean section,7,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections l(SSI)",Riverside,250000507,"Southwest Healthcare System, Murrieta",Cesarean sectino,3,0.0,0
2429,Californqia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Ventura,50000035,St Johns Regional Medical Center,Cesarean section,14,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infection (SSI)",an Bernardino,240000103,St. Bernardine Mdical Center,Cesaean section,3,0.0,0
1102,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Teama,230000020,St. Elizabeth Community Hospital,esarean section,1,0.0,0
2728,xCalifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Napa,110000058,St. Helena Hosiptal,Cesarean section,1,0.0,0
2016,Cailfornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Lake,110000044,St. Helena Hospital - Clearlake,Cesarean section,1,0.0,0
2004,kCalifornia,"Healthcare Associated Infection, Surgical Site Infcetions (SSI)",Oraonge,60000067,"St. Joseph Hospital, Oranlge",Cesaeran section,12,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Joaquni,30000143,St. Joseph's Medical Center Of Stockton,Cesarean section,7,0.01,0
1229,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orange,60000068,St. Jude Medical Center,esarean section,1,0.0,0
1793,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Bernardino,240000104,"St. Mary eMdical Center, Apple Valley",Cesarean section,8,0.06,0
2016,Claifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Lso Angeles,930000103,"St. Mary Medial Center, Long Beach",Cesarean section,8,0.01,0
1456,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Delm Norte,110000049,Sutter Coast Hospital,Cesarean section,1,0.0,0
2016,California,"Healthcnare Associated Infection, Surgical Site Infections (SSI)",ContraCosta,140000016,Sutter Delta Medical Center,Cesarean section,1,0.02,0
1905,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Sacramento,30000151,"Sutter edical Center, Sacramento",Cesarean section,9,0.11,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Svonoma,110000007,Sutter Santa Rosa Regional Hospital,Cesarean section,3,0.04,0
1530,California,"Healthcare Associated Infection, Surgical Site Inefections (SSI)",Nevada,230000265,Tahoe Forest Hospital,Cesarean section,1,0.0,0
2016,California,"Healthcare Atssociated Infection, Surgical Site Infections (SSI)",San Diego,80000152,Tri-City Medical Center,Cesarean sectin,2,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Tulare,120001467,Tulaqre Regional Medical Center,esarean section,2,0.02,0
2377,California,"Healthcare Assocated Infection, Surgical Site Infections (SSI)",San Luis Obisop,50000037,Twin Cities Community Hosiptal,Cesaren section,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Dieo,90000154,UC San Diego Health Hillcrest - Hillrest Medical Center,Cesaraen section,2,0.0,0
2016,Califonia,"Halthcare Associated Infection, Surgical Site Infections (SSI)",San Francisco,220000031,UCSF Mediacl Center,Cesarean section,2,0.0,0
2016,hCalifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Sacramento,30000113,University of California Davis Medical Center,Cesarean section,2,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections d(SSI)",Orange,60000071,Universty of California Irvine Medical Center,Ceasrean section,2,0.0,0
2400,California,"Healthcare ssociated Infection, Surgical Site Infections (SSI)",Los Angees,930000129,Valley Presbyterian Hospital,Cesarean section,16,0.09,0
2016,Califoria,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Vetura,50000039,entura County Medical Center,Cesarean section,1,0.0,0
2016,Caliornia,"Healthcare Asosciated Infection, Surgical Site Infections (SSI)",San Bernardino,240000054,Victor Valley Global Medical Cetner,Csarean section,13,0.02,0
1224,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Anegles,930000191,White Memorial Medical fCenter,Cesarean section,14,0.02,0
2201,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000151,Whittier Hospital Medical Center,Cesarean section,5,0.01,0
2016,California,"Healthcare Associated Infection,S urgical Site Infections (SSI)",Yolo,30000146,Woodland Memorial Hospital,Cesarean section,1,0.0,0
2506,aClifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Francisco,220000019,Zuckerberg San Francisco General Hospital and Trauma Center,Cesarean secton,3,0.0,0
1608,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",hLos Angeles,930000008,Antelope Valley Hospital,Colon surgery,2,0.05,0
2016,Caluifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Bernadino,240000100,Arrowhead Rlegional Medical Center,Colon surgery,1,0.03,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Kern,120000338,Bakersfield Memorial Hospital,Colon surgery,1,0.01,0
2470,Califonria,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Ls Angeles,930000002,California Hospital Medical Center - Los Angeles,Colon surgeyr,2,0.1,0
2016,Cualifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Fracisco,220000002,California Pacific Medical Center - California West Campus Hospital,Colon surgery,6,0.05,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000004,Cedars-Sinai Medical Center,Colon surgery,22,0.56,1
2100,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Alameda,140000014,Children''sH ospital & Research Center Oakland,Colon surgery,66,1.05,1
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",range,60001207,Children''s Hvospital at Mission,Colon surery,2,0.03,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000034,Children's Hospital Los Angeles,Colon surgery,110,1.56,3
1747,Caliornia,"dHealthcare Associated Infection, Surgical Site Infections (SSI)",Orange,60000007,Childregn''s Hospital of Orange County,Colon surgery,35,0.54,1
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",oLs Angeles,930000132,Citrus Valey Medical Center - QV Campus,Colon surgery,5,0.15,0
1548,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Fresno,40000095,Clovis Community Medical Centr,olon surgery,1,0.03,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Fresno,40000101,Community Regional Medical Center,oClon surgery,8,0.35,1
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Cruz,70000139,Domnican Hospital,Colon surgery,1,0.01,0
2016,California,"Healthcare Associated Infection, SurgicalSite Infections (SSI)",Los Angeles,930001709,Earl & Loraine Miller Children''s Hopsital,Colon surgery,34,0.51,1
2235,California,"Healthcare Associated Infection, Surgical Sit Infections (SSI)",Alameda,140000183,Eden Medical Center,tColon surgery,1,0.03,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Riverside,250000011,Eisenhower Medical Center,Colon surgery,1,0.04,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Butte***,230000013,Enloe Medical Center - Esplanade,Colon surgery,1,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",yOrange,60000011,Fountain Valley Regional Hospital & Medical Center,Colon surgery,5,0.05,0
2016,California,"Healthacre Associated Infection, Surgical Site Infections (SSI)",Santa Clara,70000153,"Goodr Samaritan Hospital, San Jose",Colon suregry,5,0.13,0
1842,Caxlifornia,"Healthcare Assojciated Infection, Surgical Site Infections (SSI)",Los nAgeles,930000026,Hunitngton Memorial Hospital,Colon surgery,10,0.24,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Cntra Costa,140000187,John Muir Medical Center - Walnut Creek Campus,Colon surgery,1,0.01,0
2016,Califorqnia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Solano,110000011,"Kaiser Foundation Hospital and Rehab Center, Vallejo",Colon surgery,2,0.07,0
2016,California,"Healthcare Asociated Infection, Surgical Site Infections (SSI)",Los Angeles,930001543,"Kaiser Foundation Hospital, Baldwin Park",Colon surgery,1,0.02,0
2129,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000074,"Kaiser Foundation Hospitalg, Downey",Colon surwgery,7,0.08,0
2016,California,"Healthcare Associated nIfection, Surgical Site Infections (SSI)",Sa Bernardino,240000024,"Kaiser Foundation Hospital, Fontana",Colon surgery,10,0.2,0
2226,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000072,"Kaiser Foundation Hospital, Los Angeles",Colon surgery,38,0.62,1
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Alameda,140000188,"Kaiser Foundation Hospital, Oakland/Richmond",Colon surlgery,22,0.47,1
1414,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orange,630013929,"Kaiser Foundation Hospital, Orange County, Anaheim",Colon surgery,7,0.12,0
2016,Califorenia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Placr,30001370,"Kaiser Foundation Hospital, Roeville",Colon surgery,14,0.37,0
1505,California,"Healthcare Asusociated Infection, Surgical Site Infections (SSI)",San Diego,80000144,"Kaiser Foundation Hospital, San Diego",Colno surgery,4,0.04,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Sadn Francisco,220000008,"Kaiser Foundation Hospital, San Francisco",Colon surgery,3,0.06,0
2016,Califonia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santka Clara,70001355,"Kaiser Foundkation Hospital, Santa Clara",Colon surgery,3,0.05,0
2016,California,"Healthcare Associrated Infection, Surgical Site Infections (SSI)",Sacrjamento,30000133,"Kasier Foundation Hospital, South Sacramento",Colon surgery,5,0.22,0
2016,Cailfornia,"Haelthcare Associated Infection, Surgical Site Infections (SSI)",Los Aneles,930000290,"Kaiser Foundation Hospital, Woodland Hills",Colon surgery,1,0.04,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Tulare,120001444,Kaweah Delta Medial Center,Colon surgery,1,0.04,0
1211,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Kern,120000342,Kern Medical Center,Cooln surgery,2,0.12,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,60000027,LAC/Harbor UCLA Medical Center,Colon surgery,2,0.07,1
2016,Cailfornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Berardino,630015551,Loma Linda Unversity Children''s Hospital,Colon surgery,40,0.59,0
2280,aClifornia,"Healthcare Associated Infbection, Surgical Site Infections (SSI)",San Bernardino,240000027,Loma Linda University Medical Center,Colon surgry,2,0.09,0
2016,Califmornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Barbaar,50000018,Lompoc Valley Medical Center,Colon surgery,1,0.01,0
1271,Claifornia,"Healthcare Associated Infection, Surgical Site nIfections (SSI)",Los Angeles,930000085,Los Angeles Community Hospital,Colon ssurgery,1,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infectios (SSI)",Santa Clara,70001349,Lucile Packard Chlidren''s Hospital Stanford,Colon surgery,73,1.79,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Merced,40000110,Memorial Hospirtal Los Banos,Colon surgery,1,0.01,0
2186,California,"Healthcare Associated Infection, Surgical Siteq Infections (SSI)",Monteey,70000145,Natividad Medical Ceter,Colon surgery,2,0.08,0
1830,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",oSlano,110000378,Northbay Vacavalley Hospital,Colon surgery,1,0.02,0
1717,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Inyo,240000037,Norsthern Inyo Hospital,Colon surgery,1,0.01,0
1393,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000111,Northridge Hospital Medical Center,Colon surgry,1,0.01,0
1486,Calgifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Clara,70000146,O'Connor Hospital,Colon surery,1,0.02,0
2822,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orangce,60000208,Orange Coast Memorial Medical Center,Colon surgery,1,0.01,1
2016,Caliofrnia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orange,60000073,Orange County Global Medical Center,Colon suregry,2,0.13,0
