year,state,hai,operative_procedure,facid_one,facility_name_one,facid_two,facility_name_two,facid_three,facility_name_three,county,procedure_count,infection_count,sir,comparison,sir_nine_fivecill,sir_nine_fiveciul,notes
2013,California,SSI, Abdominal hysterectomy,70001355,"Kaiser Foundation Hospital, Santa Clara",.,.,.,.,Santa Clara,171.0,2.0,1.04,No Difference,0.17,3.43,NULL
2013,California,SSI, Abdominal hysterectomy,110000508,"Kaiser Foundation Hospital, Santa Rosa",.,.,.,.,Sonoma,26.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,30000133,"Kaiser Foundation Hospital, South Sacramento",.,.,.,.,Sacramento,151.0,1.0,0.73,No Difference,0.04,3.62,NULL
2013,California,SSI, Abdominal hysterectomy,220000009,"Kaiser Foundation Hospital, South San Francisco",.,.,.,.,San Mateo,20.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,630012364,"Kaiser Foundation Hospital, Vacaville",.,.,,.,Solano,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Abdominal hysterectomy,140000190,"Kaiser Foundation Hospital, Walnut Creek",.,.,.,.,Contra Costa,108.0,2.0,1.98,No Difference,0.33,6.53,NULL
2013,California,SSI, Abdominal hysterectomy,930000076,"Kaiser Foundation Hospital, West LA, Los Angeles",.,.,.,.,Los Angeles,57.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,930000290,"Kaiser Foundation Hospital, Woodland Hills",.,.,.,.,Los Angeles,31.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,120001444,"Kaweah Delta Medical Center, Visalia",.,.,.,.,Tulare,169.0,0.0,0.0,No Difference,0.0,2.06,NULL
2013,California,SSI, Abdominal hysterectomy,930000912,"Keck Hospital of USC, Los Angeles",.,.,.,.,Los Angeles,70.0,0.0,0.0,No Difference,0.0,2.81,NULL
2013,California,SSI, Abdominal hysterectomy,120000342,"Kern Medical Center, Bakersfield",.,.,.,.,Kern,103.0,0.0,0.0,No Difference,0.0,2.87,NULL
2013,California,SSI, Abdominal hysterectomy,120000344,"Kern Valley Healthcare District, Lake Isabella",.,.,.,.,Kern,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Abdominal hysterectomy,60000040,"LAC+USC Medical Center, Los Angeles",.,.,.,.,Los Angeles,355.0,0.0,0.0,Low,0.0,0.84,NULL
2013,California,SSI, Abdominal hysterectomy,60000027,"LAC/Harbor-UCLA Medical Center, Torrance",.,.,.,.,Los Angeles,260.0,1.0,0.56,No Difference,0.03,2.77,NULL
2013,California,SSI, Abdominal hysterectomy,60000028,"LAC/Rancho Los Amigos National Rehab Center, Downey",.,.,.,.,Los Angeles,44.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,60000024,La Palma Intercommunity Hospital,.,.,.,.,Orange,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Abdominal hysterectomy,930000047,Lakewood Regional Medical Center,.,.,.,.,Los Angeles,83.0,1.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,30000139,Lodi Memorial Hospital,030000136,Lodi Memorial Hospital-West,.,.,San Joaquin,188.0,0.0,0.0,No Difference,0.0,1.68,† See data dictionary
2013,California,SSI, Abdominal hysterectomy,240000027,"Loma Linda UNIV Medical Center, Loma Linda",240000025,"Loma Linda UNIV Heart & Surgical Hospital, Redlands",630012294,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",San Bernardino,317.0,0.0,0.0,Low,0.0,0.84,† See data dictionary
2013,California,SSI, Abdominal hysterectomy,630012971,Loma Linda University Medical Center - Murrieta,.,.,.,.,Riverside,70.0,1.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,50000018,Lompoc Valley Medical Center,.,.,.,.,Santa Barbara,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Abdominal hysterectomy,930000095,"Long Beach Memorial Medical Center, Long Beach",.,.,.,.,Los Angeles,58.0,1.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,60000025,Los Alamitos Medical Center,.,.,.,.,Orange,143.0,0.0,0.0,No Difference,0.0,3.95,NULL
2013,California,SSI, Abdominal hysterectomy,60000038,"Los Angeles Co Olive View-UCLA Medical Center, Sylmar",.,.,.,.,Los Angeles,186.0,0.0,0.0,No Difference,0.0,1.19,NULL
2013,California,SSI, Abdominal hysterectomy,930000085,Los Angeles Community Hospital,930000112,Norwalk Community Hospital,.,.,Los Angeles,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Abdominal hysterectomy,50000020,"Los Robles Hospital & Medical Center, Thousand Oaks",050000553,"Los Robles Hospital & Medical Center, E  , Thousand Oaks",050001468,Thousand Oaks Surgical Hospital,Ventura,226.0,2.0,0.94,No Difference,0.16,3.12,† See data dictionary
2013,California,SSI, Abdominal hysterectomy,110000021,"Mad River Community Hospital, Arcata",.,.,.,.,Humboldt,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Abdominal hysterectomy,40000111,Madera Community Hospital,.,.,.,.,Madera,45.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,240000005,Mammoth Hospital,.,.,.,.,Mono,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Abdominal hysterectomy,50000021,Marian Regional Medical Center,.,.,.,.,Santa Barbara,60.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,110000953,"Marin General Hospital, Greenbrae",.,.,.,.,Marin,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Abdominal hysterectomy,930000044,Marina Del Rey Hospital,.,.,.,.,Los Angeles,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Abdominal hysterectomy,30000121,"Marshall Medical Center (1-Rh), Placerville",.,.,.,.,El Dorado,22.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,40000110,Memorial Hospital Los Banos,.,.,.,.,Merced,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Abdominal hysterectomy,930000092,Memorial Hospital of Gardena,.,.,.,.,Los Angeles,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Abdominal hysterectomy,30000123,"Memorial Medical Center, Modesto",.,.,.,.,Stanislaus,237.0,0.0,0.0,No Difference,0.0,1.25,NULL
2013,California,SSI, Abdominal hysterectomy,110000023,"Mendocino Coast District Hospital, fort Bragg",.,.,.,.,Mendocino,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Abdominal hysterectomy,250000727,"Menifee Valley Medical Center, Sun City",.,.,.,.,Riverside,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Abdominal hysterectomy,220000716,Menlo Park Surgical Hospital,.,.,.,.,San Mateo,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Abdominal hysterectomy,30000124,"Mercy General Hospital, Sacramento",.,.,.,.,Sacramento,147.0,0.0,0.0,No Difference,0.0,2.38,NULL
2013,California,SSI, Abdominal hysterectomy,30000901,Mercy Hospital of Folsom,.,.,.,.,Sacramento,63.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,120000404,"Mercy Hospital, Bakersfield",120000701,"Mercy Southwest Hospital, Bakersfield",.,.,Kern,134.0,1.0,0.83,No Difference,0.04,4.09,† See data dictionary
2013,California,SSI, Abdominal hysterectomy,40000113,Mercy Medical Center Merced,.,.,.,.,Merced,115.0,0.0,0.0,No Difference,0.0,4.29,NULL
2013,California,SSI, Abdominal hysterectomy,230000012,Mercy Medical Center Mt. Shasta,.,.,.,.,Siskiyou,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Abdominal hysterectomy,230000010,Mercy Medical Center Redding,.,.,.,.,Shasta,69.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,30000127,"Mercy San Juan Medical Center, Carmichael",.,.,.,.,Sacramento,279.0,4.0,1.63,No Difference,0.52,3.93,NULL
2013,California,SSI, Abdominal hysterectomy,30000037,Methodist Hospital of Sacramento,.,.,.,.,Sacramento,106.0,0.0,0.0,No Difference,0.0,4.72,NULL
2013,California,SSI, Abdominal hysterectomy,930000096,"Methodist Hospital of Southern CA, Arcadia",.,.,.,.,Los Angeles,51.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,220000017,"Mills-Peninsula Medical Center, Burlingame",220000004,"Mills Health Center, San Mateo",.,.,San Mateo,162.0,0.0,0.0,No Difference,0.0,1.96,† See data dictionary
2013,California,SSI, Abdominal hysterectomy,930000027,"Mission Community Hospital, Panorama",.,.,.,.,Los Angeles,37.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,60000066,Mission Hospital Laguna Beach,.,.,.,.,Orange,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Abdominal hysterectomy,60000060,"Mission Hospital Regional Medical Center, Mission Viejo",.,.,.,.,Orange,78.0,1.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,240000009,Montclair Hospital Medical Center,.,.,.,.,San Bernardino,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Abdominal hysterectomy,930000108,Monterey Park Hospital,.,.,.,.,Los Angeles,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Abdominal hysterectomy,70000145,"Natividad Medical Center, Salinas",.,.,.,.,Monterey,28.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,110000010,"Northbay Medical Center, Fairfield",.,.,.,.,Solano,33.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,110000378,"Northbay Vacavalley Hospital, Vacaville",.,.,.,.,Solano,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Abdominal hysterectomy,240000037,"Northern Inyo Hospital, Bishop",.,.,.,.,Inyo,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Abdominal hysterectomy,930000111,Northridge Hospital Medical Center,.,.,.,.,Los Angeles,95.0,0.0,0.0,No Difference,0.0,2.96,NULL
2013,California,SSI, Abdominal hysterectomy,110000982,Novato Community Hospital,.,.,.,.,Marin,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Abdominal hysterectomy,70000146,"O'connor Hospital, San Jose",.,.,.,.,Santa Clara,78.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,30000131,"Oak Valley Hospital District   (2-Rh), Oakdale",.,.,.,.,Stanislaus,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Abdominal hysterectomy,930000105,"Olympia Medical Center, Los Angeles",.,.,.,.,Los Angeles,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Abdominal hysterectomy,60000208,"Orange Coast Memorial Medical Center, Fountain Valley",.,.,.,.,Orange,132.0,3.0,2.94,No Difference,0.75,7.99,NULL
2013,California,SSI, Abdominal hysterectomy,230000014,Oroville Hospital,.,.,.,.,Butte,56.0,1.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,930000057,Pacific Alliance Medical Center,.,.,.,.,Los Angeles,104.0,1.0,1.28,No Difference,0.03,7.14,NULL
2013,California,SSI, Abdominal hysterectomy,930000133,"Pacifica Hospital of The Valley, Sun Valley",.,.,.,.,Los Angeles,25.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,930000077,Palmdale Regional Medical Center,.,.,.,.,Los Angeles,49.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,250000042,"Palo Verde Hospital, Blythe",.,.,.,.,Riverside,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Abdominal hysterectomy,80000142,"Palomar Health Downtown Campus, Escondido",630013873,"Palomar Medical Center, Escondido",.,.,San Diego,125.0,3.0,3.08,No Difference,0.64,9.0,† See data dictionary
2013,California,SSI, Abdominal hysterectomy,90000145,"Paradise Valley Hospital, National City",.,.,.,.,San Diego,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Abdominal hysterectomy,250000044,"Parkview Community Hospital Medical Center, Riverside",.,.,.,.,Riverside,73.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,230000444,Patients' Hospital of Redding,.,.,.,.,Shasta,26.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,110000040,"Petaluma Valley Hospital, Petaluma",.,.,.,.,Sonoma,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Abdominal hysterectomy,90000146,"Pioneers Memorial Healthcare District, Brawley",.,.,.,.,Imperial,22.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,60000062,Placentia Linda Hospital,.,.,.,.,Orange,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Abdominal hysterectomy,230000015,"Plumas District Hospital, Quincy",.,.,.,.,Plumas,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Abdominal hysterectomy,80000147,"Pomerado Hospital, Poway",.,.,.,.,San Diego,95.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,930000123,"Pomona Valley Hospital Medical Center, Pomona",.,.,.,.,Los Angeles,229.0,0.0,0.0,No Difference,0.0,1.74,NULL
2013,California,SSI, Abdominal hysterectomy,930000099,"Presbyterian Intercommunity Hospital, Whittier",.,.,.,.,Los Angeles,214.0,2.0,1.13,No Difference,0.19,3.72,NULL
2013,California,SSI, Abdominal hysterectomy,930000066,"Providence Holy Cross Medical Center, Mission Hills",.,.,.,.,Los Angeles,104.0,0.0,0.0,No Difference,0.0,5.75,NULL
2013,California,SSI, Abdominal hysterectomy,930000157,"Providence Little Company of Mary Medical Center, San Pedro",.,.,.,.,Los Angeles,36.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,930000081,"Providence Little Company of Mary Medical Center, Torrance",.,.,.,.,Los Angeles,278.0,0.0,0.0,No Difference,0.0,1.6,NULL
2013,California,SSI, Abdominal hysterectomy,930000101,"Providence Saint Joseph Medical Center, Burbank",.,.,.,.,Los Angeles,235.0,2.0,1.4,No Difference,0.24,4.63,NULL
2013,California,SSI, Abdominal hysterectomy,930000091,"Providence Tarzana Medical Center, Tarzana",.,.,.,.,Los Angeles,148.0,0.0,0.0,No Difference,0.0,2.05,NULL
2013,California,SSI, Abdominal hysterectomy,110000041,"Queen of The Valley Medical Center, Napa",.,.,.,.,Napa,95.0,1.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,240000046,Redlands Community Hospital,.,.,.,.,San Bernardino,79.0,2.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,110000045,"Redwood Memorial Hospital, fortuna",.,.,.,.,Humboldt,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Abdominal hysterectomy,70000133,Regional Medical Center of San Jose,.,.,.,.,Santa Clara,30.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,120000409,Ridgecrest Regional Hospital,.,.,.,.,Kern,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Abdominal hysterectomy,250000049,Riverside Community Hospital,.,.,.,.,Riverside,261.0,1.0,0.53,No Difference,0.03,2.63,NULL
2013,California,SSI, Abdominal hysterectomy,250000050,"Riverside County Regional Medical Center, Moreno Valley",.,.,.,.,Riverside,112.0,0.0,0.0,No Difference,0.0,1.63,NULL
2013,California,SSI, Abdominal hysterectomy,930000162,"Ronald Reagan UCLA Medical Center, Los Angeles",.,.,.,.,Los Angeles,134.0,3.0,1.77,No Difference,0.45,4.82,NULL
2013,California,SSI, Abdominal hysterectomy,60000063,"Saddleback Memorial Medical Center, Laguna Hills",060000064,Saddleback Memorial Medical Center-San Clemente,.,.,Orange,265.0,0.0,0.0,No Difference,0.0,1.65,† See data dictionary
2013,California,SSI, Abdominal hysterectomy,40000126,"Saint Agnes Medical Center, Fresno",.,.,.,.,Fresno,180.0,0.0,0.0,No Difference,0.0,2.66,NULL
2013,California,SSI, Abdominal hysterectomy,930000128,"Saint Francis Medical Center, Lynwood",.,.,.,.,Los Angeles,88.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,220000029,"Saint Francis Memorial Hospital, San Francisco",.,.,.,.,San Francisco,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Abdominal hysterectomy,930000100,"Saint John's Health Center, Santa Monica",.,.,.,.,Los Angeles,80.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,70000635,"Saint Louise Regional Hospital, Gilroy",.,.,.,.,Santa Clara,20.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,930000104,"Saint Vincent Medical Center, Los Angeles",.,.,.,.,Los Angeles,39.0,1.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,70000147,Salinas Valley Memorial Hospital,.,.,.,.,Monterey,104.0,1.0,1.48,No Difference,0.04,8.24,NULL
2013,California,SSI, Abdominal hysterectomy,240000053,"San Antonio Community Hospital, Upland",.,.,.,.,San Bernardino,389.0,3.0,1.29,No Difference,0.33,3.51,NULL
2013,California,SSI, Abdominal hysterectomy,930000125,San Dimas Community Hospital,.,.,.,.,Los Angeles,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Abdominal hysterectomy,220000019,San Francisco General Hospital,.,.,.,.,San Francisco,54.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,930000041,"San Gabriel Valley Medical Center, San Gabriel",.,.,.,.,Los Angeles,93.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,250000101,"San Gorgonio Memorial Hospital, Banning",.,.,.,.,Riverside,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Abdominal hysterectomy,120000411,"San Joaquin Community Hospital, Bakersfield",.,.,.,.,Kern,77.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,30000135,"San Joaquin General Hospital, French Camp",.,.,.,.,San Joaquin,65.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,220000007,San Mateo Medical Center,.,.,.,.,San Mateo,41.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,140000704,San Ramon Regional Medical Center,140000683,San Ramon Regional Medical Center South Building,.,.,Contra Costa,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Abdominal hysterectomy,50000280,Santa Barbara Cottage Hospital,050000022,Cottage Rehabilitation Hospital at Santa Barbara,.,.,Santa Barbara,300.0,5.0,1.97,No Difference,0.72,4.36,† See data dictionary
2013,California,SSI, Abdominal hysterectomy,70000149,"Santa Clara Valley Medical Center, San Jose",.,.,.,.,Santa Clara,204.0,0.0,0.0,No Difference,0.0,1.78,NULL
2013,California,SSI, Abdominal hysterectomy,930000049,"Santa Monica, UCLA Medical Center and Orthopaedic",.,.,.,.,Los Angeles,31.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,140001268,Santa Rosa Memorial Hospital,.,.,.,.,Sonoma,26.0,1.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,80000022,"Scripps Green Hospital, La Jolla",.,.,.,.,San Diego,35.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,80000150,"Scripps Memorial Hospital, Encinitas",.,.,.,.,San Diego,135.0,2.0,2.29,No Difference,0.28,8.28,NULL
2013,California,SSI, Abdominal hysterectomy,80000149,"Scripps Memorial Hospital, La Jolla",.,.,.,.,San Diego,436.0,6.0,1.74,No Difference,0.7,3.61,NULL
2013,California,SSI, Abdominal hysterectomy,90000025,"Scripps Mercy Hospital, San Diego",090000016,Scripps Mercy Hospital Chula Vista,.,.,San Diego,178.0,5.0,4.39,High,1.43,10.24,† See data dictionary
2013,California,SSI, Abdominal hysterectomy,220000025,"Sequoia Hospital, Redwood City",.,.,.,.,San Mateo,212.0,1.0,0.59,No Difference,0.03,2.93,NULL
2013,California,SSI, Abdominal hysterectomy,220000026,"Seton Medical Center, Daly City",220000028,"Seton Medical Center-Coastside, Moss Beach",.,.,San Mateo,24.0,0.0,NULL,NULL,NULL,NULL,† See data dictionary
2013,California,SSI, Abdominal hysterectomy,90000021,Sharp Chula Vista Medical Center,.,.,.,.,San Diego,139.0,1.0,0.75,No Difference,0.04,3.68,NULL
2013,California,SSI, Abdominal hysterectomy,80001470,"Sharp Mary Birch for Women & Newborns, San Diego",.,.,.,.,San Diego,379.0,2.0,0.67,No Difference,0.11,2.23,NULL
2013,California,SSI, Abdominal hysterectomy,80000036,"Sharp Memorial Hospital, San Diego",.,.,.,.,San Diego,151.0,2.0,1.47,No Difference,0.25,4.86,NULL
2013,California,SSI, Abdominal hysterectomy,230000016,"Shasta Regional Medical Center, Redding",.,.,.,.,Shasta,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Abdominal hysterectomy,930000140,Sherman Oaks Hospital,.,.,.,.,Los Angeles,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Abdominal hysterectomy,230000262,"Sierra Nevada Memorial Hospital, Grass Valley",.,.,.,.,Nevada,20.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,120001464,"Sierra View District Hospital, Porterville",.,.,.,.,Tulare,64.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,50000031,"Sierra Vista Regional Medical Center, San Luis Obispo",.,.,.,.,San Luis Obispo,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Abdominal hysterectomy,50000455,Simi Valley Hospital & Health Care Services,.,.,.,.,Ventura,46.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,110000056,Sonoma Valley Hospital,.,.,.,.,Sonoma,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Abdominal hysterectomy,30001799,Sonora Regional Medical Center Campus #1,030000365,Sonora Regional Medical Center Campus #2,.,.,Tuolumne,34.0,0.0,NULL,NULL,NULL,NULL,† See data dictionary
2013,California,SSI, Abdominal hysterectomy,930000015,Southern California Hospital at Culiver City,.,.,.,.,Los Angeles,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Abdominal hysterectomy,250000507,"Southwest Healthcare Systems, Murrieta",250000344,"Southwest Healthcare Systems, Wildomar",.,.,Riverside,157.0,0.0,0.0,No Difference,0.0,2.39,† See data dictionary
2013,California,SSI, Abdominal hysterectomy,240000103,St Bernardine Medical Center,.,.,.,.,San Bernardino,110.0,0.0,0.0,No Difference,0.0,4.0,NULL
2013,California,SSI, Abdominal hysterectomy,230000020,"St Elizabeth Community Hospital, Red Bluff",.,.,.,.,Tehama,79.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,110000044,"St Helena Hospital, Clearlake",.,.,.,.,Lake,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Abdominal hysterectomy,110000058,"St Helena Hospital, St Helena",.,.,.,.,Napa,29.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,50000026,"St John's Pleasant Valley Hospital, Arillo",.,.,.,.,Ventura,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Abdominal hysterectomy,50000035,"St John's Regional Medical Center, Oxnard",.,.,.,.,Ventura,58.0,1.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,110000067,"St Joseph Hospital, Eureka",.,.,.,.,Humboldt,41.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,60000067,"St Joseph Hospital, Orange",.,.,.,.,Orange,353.0,3.0,1.02,No Difference,0.26,2.77,NULL
2013,California,SSI, Abdominal hysterectomy,30000143,St Joseph's Medical Center of Stockton,.,.,.,.,San Joaquin,77.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,60000068,"St Jude Medical Center, Fullerton",.,.,.,.,Orange,141.0,0.0,0.0,No Difference,0.0,3.81,NULL
2013,California,SSI, Abdominal hysterectomy,240000104,"St Mary Medical Center, Apple Valley",.,.,.,.,San Bernardino,78.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,930000103,"St Mary Medical Center, Long Beach",.,.,.,.,Los Angeles,33.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,220000030,"St Mary's Medical Center, San Francisco",.,.,.,.,San Francisco,21.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,140000041,"St Rose Hospital, Hayward",.,.,.,.,Alameda,29.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,70001357,"Stanford Hospital, Stanford",.,.,.,.,Santa Clara,271.0,1.0,0.29,No Difference,0.02,1.45,NULL
2013,California,SSI, Abdominal hysterectomy,30001661,"Stanislaus Surgical Hospital, Modesto",.,.,.,.,Stanislaus,22.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,30000108,"Sutter Amador Hospital, Jackson",.,.,.,.,Amador,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Abdominal hysterectomy,30000109,"Sutter Auburn Faith Hospital, Auburn",.,.,.,.,Placer,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Abdominal hysterectomy,110000049,"Sutter Coast Hospital, Crescent City",.,.,.,.,Del Norte,28.0,1.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,30000149,"Sutter Davis Hospital, Davis",.,.,.,.,Yolo,32.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Abdominal hysterectomy,140000016,"Sutter Delta Medical Center, Antioch",.,.,.,.,Contra Costa,36.0,0.0,NULL,NULL,NULL,NULL,NULL
