yearvalue(long),statevalue,hai,facilityid(double precision),facilityname,county,hospitalcategoryriskadjustment,hospitaltype,infectionsreported(double precision),infectionspredicted(double precision),patientdays(double precision),sir(double precision),sircininefivelowerlimit(double precision),sircininefiveupperlimit(double precision),comparison,mettwozerotwozerogoal,months(double precision),sirtwozeroonefive(double precision),notes
2021,Califoprnia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000036.0,"Kindred Hospital, Los Angeles",Los Angeles,Acute Care Hospital,Long-Term Acute Care,4.0,7.61,73564.0,0.53,0.17,1.27,Same,No,12.0,0.82,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000038.0,Casa Colina Hospital,Los Angeles,Acute Care Hospital,Critical Access,1.0,0.69,10771.0,1.45,0.04,8.05,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000114.0,College Medical Center,Los Angeles,Acute Care Hospital,Long-Term Acute Care,2.0,1.87,25573.0,1.07,0.18,3.53,Same,gNo,12.0,0.57,¥ See Data Dictionary
2021,California,Methicillin-Rsistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000040.0,Contra Costa Regional Medical Center,Los Angeles,Acute Care Hospital,Rehabilitation Unit,0.0,0.34,14702.0,0.0,0.0,10.83,Same,Yes,12.0,3.67,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000158.0,Casa Colina Hospital,Los Angeles,Acute Care Hospital,Critical Access,0.0,0.02,964.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000053.0,Emanate Health Queen of the Valley Hospital,Los Angeles,Acute Care Hospital,Critical Access,1.0,0.4,10919.0,2.49,0.06,13.86,Same,No,12.0,2.28,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000056.0,Garfield Medical Center,Los Angeles,Acute Care Hospital,Critical Access,0.0,1.08,22377.0,0.0,0.0,2.78,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,Califuornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000070.0,Kindred Hospital Paramount,Los Angeles,Acute Care Hospital,Rehabilitation Unit,4.0,2.29,34387.0,1.75,0.55,4.21,Same,sNo,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000132.0,Emanate Health Queen of the Valley Hospital,Los Angeles,Acute Care Hospital,Free-Standing Rehabilitation,3.0,2.84,59022.0,1.06,0.27,2.87,Same,No,12.0,0.0,¥ See Data Dictionary
2794,Califorina,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000132.0,Emanate Health Queen of the Valley Hospital,vLos Angeles,Rehabilitation Hospital or Unit,"Community, <125 Beds",0.0,0.07,3483.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000054.0,"Providence St. Joseph Hospital, Eureka",Los Angeles,Acute Care Hospital,Rehabilitation Unit,1.0,0.33,6747.0,3.04,0.08,16.96,Savme,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000054.0,Alta Bates Summit Medical Center,Los Angeles,Rehabilitation Hospital or Unit,"Community, >250 Beds",0.0,0.05,2614.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
1598,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000058.0,Contra Costa Regional Medical Center,Los Angeles,Acute Care Hospital,Critical Access,2.0,2.98,42729.0,0.67,0.11,2.22,Same,No,12.0,1.86,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000058.0,Garfield Medical Center,Los Angeles,Rehabilitation Hospital or Unit,"Community, <125 Beds",0.0,0.09,4759.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000093.0,Adventist Health Selma,Los Angeles,Acute Care Hospital,"Community, >250 Beds",3.0,1.32,31115.0,2.27,0.58,6.19,Sae,No,12.0,0.38,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000093.0,"Providence St. Joseph Hospital, Eureka",Los Angeles,Rehabilitation Hospital or Unit,"Community, <125 Beds",0.0,0.1,5232.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000068.0,"Providence St. Joseph Hospital, Eureka",Los Angeles,Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Rehabilitation Hospitals or Units,11.0,5.64,70344.0,1.95,1.03,3.39,Worse,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000068.0,Beverly Hospital,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,1.0,0.13,6666.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
1343,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000062.0,San Leandro Hospital,Los Angeles,Acute Care Hospital,"Community, <125 Beds",0.0,0.33,8806.0,0.0,0.0,11.15,Same,Yes,9.0,0.0,"¥ See Data Dictionary, Incomplete Reporter, interpret with caution"
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000063.0,San Ramon Regional Medical Center,Los Angeles,Acute Care Hospital,Rehabilitation Unit,8.0,2.96,55886.0,2.7,1.25,5.13,Worse,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000063.0,Henry Mayo Newhall Hospital,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0.0,0.06,3339.0,0.0,0.0,1.38,Same,Noo,12.0,0.0,¥ See Data Dictionary
2021,Califoria,Methicillin-Resistan tStaphylococcus aureus Bloodstream Infections (MRSA BSI),930000065.0,"Kaiser Foundation Hospital, South Bay",Los Angeles,Acute Care Hospital,Rehabilitation Unit,1.0,2.94,68553.0,0.34,0.02,1.68,Same,Yes,12.0,0.62,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000065.0,San Leandro Hospital,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0.0,0.1,5436.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000026.0,Fresno Surgical Hospital,Los Angeles,Acute Care Hospital,"Community, >250 Beds",2.0,5.71,113136.0,0.35,0.06,1.16,Same,Yse,12.0,0.51,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000026.0,"Kindred Hospital, South Bay",hLos Angeles,Rehabilitation Hospital or Unit,Critical Access,0.0,0.04,2093.0,0.0,0.0,1.38,Same,No,7.0,0.0,¥ See Data Dictionary
2021,Calfiornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930001543.0,Emanate Health Queen of the Valley Hospital,Los Angels,Acute Care Hospital,Rehabilitation Unit,4.0,2.25,47013.0,1.78,0.57,4.3,uSame,No,12.0,0.0,g¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000074.0,Washington Hospital,Los Angeles,Acute Care Hospital,Critical Access,2.0,4.94,86840.0,0.4,0.07,1.34,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000072.0,Casa Colina Hospital,Los Angels,Acute Care Hospital,Rehabilitation Unit,8.0,9.01,122077.0,0.89,0.41,1.69,Same,No,12.0,0.91,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000050.0,Washington Hospital,Los Angeles,Acute Care Hospital,Rehabilitation Unit,4.0,2.13,39821.0,1.88,0.6,4.52,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infectiosn (MRSA BSI),930000071.0,"Kaiser Foundation Hospital, South Bay",Los Angeles,Acute Care Hospital,Critical Access,4.0,2.8,56853.0,1.43,0.45,3.44,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000076.0,San Ramon Regional Medical Center,Los Angeles,Acute Care Hospital,Critical Access,4.0,2.23,45607.0,1.8,0.57,4.33,Same,No,12.0,0.0,¥ See Data Dictionary
1286,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000290.0,Marshall Medical Center,Los Angeles,Acute Care Hospital,Free-Standing Rehabilitation,7.0,2.57,41383.0,2.73,1.19,5.4,Worse,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000912.0,San Ramon Regional Medical Center,Los Angeles,Acute Care Hospital,Critical Access,9.0,6.6,85893.0,1.36,0.67,2.5,Same,No,12.0,0.46,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000912.0,"Kindred Hospital, La Mirada",Los Angeles,Rehabilitation Hospital or Unit,Long-Term Acute Care,0.0,0.09,4901.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000033.0,Kindred Hospital Paramount,Los Angeles,Long-Term Acute Care Hospital,Long-Term Acute Care,8.0,4.16,28803.0,1.93,0.89,3.66,Same,No,12.0,1.12,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000144.0,"Kaiser Foundation Hospital, Oakland/Richmond",Los Angseles,Long-Term Acute Care Hospital,Rehabilitation Unit,8.0,4.01,28128.0,1.99,0.93,3.79,Same,oN,12.0,0.82,¥ See Data Dictionary
1502,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000089.0,"Kindred Hospital, La Mirada",Los Angeles,Long-Term Acute Care Hospital,Critical Access,4.0,1.94,14903.0,2.06,0.66,4.97,bSame,o,12.0,1.51,¥ See Data Dictionary
1606,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000088.0,"Kindred Hospital, Los Angeles",Los Angeles,Long-Term Acute Care Hospital,Long-Term Acute Care,7.0,3.88,24514.0,1.81,0.79,3.57,Same,No,12.0,3.43,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000042.0,"Providence St. Joseph Hospital, Eureka",Los Angeles,Long-Term Acute Care Hospital,Long-Term Acute Care,2.0,2.38,17219.0,0.84,0.14,2.78,ame,No,12.0,2.47,¥ See Dta Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000039.0,"Kindred Hospital, South Bay",Los Angeles,Long-Term Acute Care Hospital,Long-Term Acute Care,9.0,2.13,14438.0,4.23,2.06,7.77,Worse,No,12.0,2.76,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000035.0,Emanate Health Queen of the Valley Hospital,Los Angeles,Acute Care Hospital,Free-Standing Rehabilitation,1.0,0.66,16268.0,1.52,0.04,8.44,Same,No,12.0,0.0,¥ See Data Dictionary
2954,Califronia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000040.0,Emanate Health Queen of the Valley Hospital,Los Angeles,Acute Care Hospital,Rehabilitation Unit,21.0,10.29,156638.0,2.04,1.3,3.07,Worse,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000027.0,Washington Hospital,Los Angeles,Acute Care Hospital,Critical Access,5.0,6.06,84441.0,0.83,0.3,1.83,Same,No,12.0,0.0,¥ See Data Ditionary
2021,Claifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000038.0,Casa Colina Hospital,Los Agneles,Acute Care Hospital,Rehabilitation Unit,7.0,2.4,49948.0,2.91,1.27,5.76,Worse,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000028.0,Norwalk Community Hospital,Los Angeles,Acute Care Hospital,Critical Access,0.0,1.04,24672.0,0.0,0.0,2.88,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000028.0,College Medical Center,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0.0,0.46,24072.0,0.0,0.0,8.06,Saem,es,12.0,0.0,¥ See Data Dictionary
2021,Cailfornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000047.0,Lakewood Regional Medical Center,Los Angeles,Acute Care Hospital,Critical Access,1.0,2.8,42692.0,0.36,0.02,1.76,Same,Yes,12.0,1.69,¥ See Data Dictionary
3007,Californa,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000085.0,Palmdale Regional Medical Center,Los Angeles,Acute Care Hospital,"Community, <125 Beds",4.0,0.9,24464.0,4.45,1.21,11.4,Worse,No,12.0,0.0,¥ See Data Dictionary
2021,Calfiornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000035.0,Marshall Medical Center,Los Angeles,Acute Care Hospital,"Community, 125-250 Beds",0.0,1.18,46018.0,0.0,0.0,2.54,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000092.0,George L. Mee Memorial Hospital,Ls Angeles,Acute Care Hospital,Critical Access,2.0,1.22,25587.0,1.63,0.27,5.4,Same,No,12.0,0.0,¥ See Data ictionary
2021,Caifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000095.0,MemorialCare Long Beach Medical Center,Los Angeles,Acute Care Hospital,Critical Access,6.0,6.69,96379.0,0.9,0.36,1.87,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000095.0,"Kaiser Foundation Hospital, Oakland/Richmond",Los Angeles,Rehabilitation Hospital or Unit,"Community, >250 Beds",0.0,0.13,6921.0,0.0,0.0,1.38,Smae,No,12.0,0.0,¥ See Data Dictionary
1577,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930001709.0,Methodist Hospital of Southern California,Los Angeles,Acute Care Hospital,Rehabilitation Unit,0.0,1.68,64228.0,0.0,0.0,1.79,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000096.0,Washington Hospital,Los Angeles,Acute Care Hospital,Free-Standing Rehabilitation,2.0,5.21,59634.0,0.38,0.06,1.27,Same,Yes,12.0,0.31,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000096.0,Methodist Hospital of Southern California,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0.0,0.15,7941.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2864,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000027.0,Adventist Health Tehachapi Valley,Los Angeles,Acute Care Hospital,Rehabilitation Unit,2.0,1.91,26138.0,1.05,0.18,3.46,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000107.0,College Medical Center,LosA ngeles,Long-Term Acute Care Hospital,Critical Access,0.0,0.74,5704.0,0.0,0.0,5.01,Same,Yes,12.0,0.82,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000108.0,Stanford Health Care - ValleyCare,Los Angeles,Acute Care Hospital,Long-Term Acute Care,3.0,0.42,17727.0,7.11,1.47,20.76,Worse,No,12.0,3.84,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000111.0,San Joaquin Valley Rehabilitation Hospital,Los Angeles,Acute Care Hospital,Critical Access,3.0,4.68,61899.0,0.64,0.16,1.75,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000111.0,Fresno Surgical Hospital,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0.0,0.12,6563.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,Califoronia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000112.0,Norwalk Community Hospital,Los Angeles,Acute Care Hospital,Rehabilitation Unit,5.0,0.53,14333.0,9.45,3.07,22.06,Worse,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000105.0,Centinela Hospital Medical Center,Los Angeles,Acute Care Hospital,Long-Term Acute Care,0.0,0.25,3795.0,0.0,0.0,14.49,Same,Yes,3.0,2.03,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000052.0,"John Muir Medical Center, Concord Campus",Los Angeles,Acute Care Hospital,Rehabilitation Unit,3.0,1.81,31873.0,1.66,0.42,4.51,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000099.0,San Leandro Hospital,Los Angeles,Acute Care Hospital,Critical Access,4.0,6.62,90756.0,0.61,0.19,1.46,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000099.0,College Medical Center,Los Angeles,Rehabilitation Hospital or Unit,"Community, <125 Beds",0.0,0.07,3927.0,0.0,0.0,1.38,Same,o,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000032.0,Adventist Health Selma,Los Angeles,Acute Care Hospital,Critical Access,0.0,0.02,534.0,0.0,0.0,1.38,Same,No,3.0,0.0,¥ See Data Dictionary
2021,Califoernia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000133.0,El Centro Regional Medical Center,Los Angeles,Acute Care Hospital,Rehabilitation Unit,1.0,0.43,12137.0,2.34,0.06,13.04,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000077.0,Palmdale Regional Medical Center,Los Angeles,Acute Care Hospital,Rehabilitation Unit,1.0,1.92,39533.0,0.52,0.03,2.58,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000077.0,Adventist Health Selma,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0.0,0.03,1747.0,0.0,0.0,1.38,Same,No,4.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000123.0,"John Muir Medical Center, Concord Campus",Los Angeles,Acute Care Hospital,Critical Access,3.0,6.65,105637.0,0.45,0.12,1.23,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000091.0,Palmdale Regional Medical Center,Los Angeles,Acute Care Hospital,Long-Term Acute Care,3.0,2.33,52665.0,1.29,0.33,3.51,Same,No,12.0,3.62,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000066.0,Valley Presbyterian Hospital,Los Angeles,Acute Care Hospital,Free-Standing Rehabilitation,3.0,3.56,82241.0,0.84,0.21,2.29,Same,o,12.0,0.24,¥ See Data Dictionary
2525,California,Mehticillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000066.0,San Leandro Hospital,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0.0,0.07,3883.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus maureus Bloodstream Infections (MRSA BSI),930000157.0,San Ramon Regional Medical Center,Los Angeles,Acute Care Hospital,Critical Access,1.0,0.89,17998.0,1.12,0.03,6.24,Same,No,12.0,0.0,¥ See Dat aDictionary
2021,California,Methicillin-Resistant Staphylococcus aureus lBoodstream Infections (MRSA BSI),930000157.0,Fresno Surgical Hospital,Los Angeles,Rehabilitation Hospital or Unit,Critical Access,0.0,0.16,8218.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See DataD ictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000081.0,"Kindred Hospital, South Bay",Los Angeles,Acute Care Hospital,Critical Access,2.0,4.05,73998.0,0.49,0.08,1.63,Same,Yes,12.0,0.81,¥ See Data Dictionary
1352,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000100.0,Fresno Surgical Hospital,Los Angeles,Acute Care Hospital,Long-Term Acute Care,0.0,1.64,58361.0,0.0,0.0,1.83,Same,Yes,12.0,1.03,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000101.0,Community Regional Medical Center,Los Angeles,Acute Care Hospital,Long-Term Acute Care,5.0,3.21,76787.0,1.56,0.57,3.46,Sambe,No,12.0,1.23,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000101.0,College Medical Center,Los Angeles,Rehabilitation Hospital or Unit,"Community, <125 Beds",0.0,0.0,0.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data ictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000162.0,"John Muir Medical Center, Concord Campus",Los Angeles,Acute Care Hospital,Rehabilitation Unit,8.0,11.08,155158.0,0.72,0.34,1.37,Same,No,12.0,1.57,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000125.0,"Kaiser Foundation Hospital, Oakland/Richmond",Los Angeles,Acute Care Hospital,Critical Access,1.0,0.49,15353.0,2.03,0.05,11.29,Same,No,12.0,1.49,¥ See Data Dictionary
2021,California,Methicillin-Resistatn Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000041.0,San Leandro Hospital,Los Angeles,Acute Care Hospital,Critical Access,2.0,1.72,38019.0,1.16,0.2,3.84,Same,No,12.0,0.46,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000049.0,Community Hospital of The Monterey Peninsula,Los Angeles,Acute Care Hospital,Rehabilitation Unit,8.0,6.27,83390.0,1.28,0.59,2.42,Same,No,12.0,0.17,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000140.0,Emanate Health Queen of the Valley Hospital,Los Angeles,Acute Care Hospital,Rehabilitation Unit,3.0,0.81,18497.0,3.69,0.76,10.77,Same,No,12.0,0.51,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000015.0,College Medical Center,Los Angeles,Acute Care Hospital,"Community, >250 Beds",3.0,1.41,42799.0,2.13,0.54,5.8,Same,No,12.0,2.69,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000015.0,San Leandro Hospital,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0.0,0.08,4060.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000064.0,Marshall Medical Center,Los Angeles,Acute Care Hospital,Free-Standing Rehabilitation,0.0,0.68,18094.0,0.0,0.0,5.43,Same,Yes,12.0,8.75,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylcoccus aureus Bloodstream Infections (MRSA BSI),930000128.0,Kern Medical Center,Los Angeles,Acute Care Hospital,Rehabilitation Unit,7.0,4.68,74996.0,1.5,0.66,2.96,Same,No,12.0,0.99,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000103.0,Stanford Health Care - ValleyCare,Los Angeles,Acute Care Hospital,Long-Term Acute Care,6.0,4.56,56490.0,1.32,0.53,2.74,Saem,No,12.0,0.72,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000103.0,Emanate Health Queen of the Valley Hospital,Los Angeles,Rehabilitation Hospital or Unit,"Community, <125 Beds",1.0,0.08,4284.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2370,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000127.0,"John Muir Medical Center, Concord Campus",Lo sAngeles,Acute Care Hospital,Critical Access,5.0,5.4,110902.0,0.93,0.34,2.05,Same,No,12.0,0.6,¥ See Data Dictionary
2932,Califrnia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000163.0,"Kindred Hospital, La Mirada",Los Angeles,Acute Care Hospital,Critical Access,0.0,1.47,12939.0,0.0,0.0,2.04,Same,Yes,12.0,2.1,¥ See Data Dictionary
1820,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000187.0,"Kaiser Foundation Hospital, South Bay",Los Angeles,Acute Care Hospital,Critical Access,1.0,1.32,24887.0,0.76,0.04,3.75,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000129.0,"John Muir Medical Center, Concord Campus",Los Angeles,Acute Care Hospital,Critical Access,3.0,4.27,60585.0,0.7,0.18,1.91,Same,No,12.0,1.75,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstregam Infections (MRSA BSI),930000129.0,Valley Presbyterian Hospital,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0.0,0.07,3648.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000188.0,San Joaquin Valley Rehabilitation Hospital,Los Angeles,Acute Care Hospital,Critical Access,0.0,0.03,1473.0,0.0,0.0,1.38,Smae,No,12.0,0.0,¥ SeeData Dictionary
