OBJECTID,ElmType,SciName,CommonName,ElmCode,FedStatus,CalStatus,CDFWStatus,RPlantRank,CountyName,CountyCode,DataStatus,TaxonSort
1382,Plants - Vascular,Draba carnosula,Mt. Eddy draba,PDBRA112T0,None,None,-,1B.3,Del Norte,DNT,Mapped,Plants - Vascular - Brassicaceae - Draba carnosula
1383,Plants - Vascular,Erysimum concinnum,bluff wallflower,PDBRA160E3,None,None,-,1B.2,Del Norte,DNT,Mapped and Unprocessed,Plants - Vascular - Brassicaceae - Erysimum concinnum
1384,Plants - Vascular,Streptanthus howellii,Howell's jewelflower,PDBRA2G0N0,None,None,-,1B.2,Del Norte,DNT,Mapped and Unprocessed,Plants - Vascular - Brassicaceae - Streptanthus howellii
1385,Plants - Vascular,Downingia willamettensis,Cascade downingia,PDCAM060E0,None,None,-,2B.2,Del Norte,DNT,Mapped,Plants - Vascular - Campanulaceae - Downingia willamettensis
1386,Plants - Vascular,Sabulina howellii,Howell's sandwort,PDCAR0G0F0,None,None,-,1B.3,Del Norte,DNT,Mapped and Unprocessed,Plants - Vascular - Caryophyllaceae - Sabulina howellii
1387,Plants - Vascular,Silene scouleri ssp. scouleri,Scouler's catchfly,PDCAR0U1MC,None,None,-,2B.2,Del Norte,DNT,Mapped,Plants - Vascular - Caryophyllaceae - Silene scouleri ssp. scouleri
1388,Plants - Vascular,Silene serpentinicola,serpentine catchfly,PDCAR0U2B0,None,None,-,1B.2,Del Norte,DNT,Mapped and Unprocessed,Plants - Vascular - Caryophyllaceae - Silene serpentinicola
1389,Plants - Vascular,Silene nelsonii,Nelson's stringflower,PDCAR0U2J0,None,None,-,4.3,Del Norte,DNT,Unprocessed,Plants - Vascular - Caryophyllaceae - Silene nelsonii
1390,Plants - Vascular,Silene hookeri,Hooker's catchfly,PDCAR0U2M0,None,None,-,2B.2,Del Norte,DNT,Mapped,Plants - Vascular - Caryophyllaceae - Silene hookeri
1391,Plants - Vascular,Calystegia atriplicifolia ssp. buttensis,Butte County morning-glory,PDCON04012,None,None,-,4.2,Del Norte,DNT,Mapped and Unprocessed,Plants - Vascular - Convolvulaceae - Calystegia atriplicifolia ssp. buttensis
1392,Plants - Vascular,Cornus unalaschkensis,bunchberry,PDCOR010F0,None,None,-,2B.2,Del Norte,DNT,Mapped,Plants - Vascular - Cornaceae - Cornus unalaschkensis
1393,Plants - Vascular,Sedum laxum ssp. heckneri,Heckner's stonecrop,PDCRA0A0L3,None,None,-,4.3,Del Norte,DNT,Unprocessed,Plants - Vascular - Crassulaceae - Sedum laxum ssp. heckneri
1394,Plants - Vascular,Sedum citrinum,Blue Creek stonecrop,PDCRA0A200,None,None,-,1B.2,Del Norte,DNT,Mapped and Unprocessed,Plants - Vascular - Crassulaceae - Sedum citrinum
1395,Plants - Vascular,Sedum patens,Smith River stonecrop,PDCRA0A250,None,None,-,1B.2,Del Norte,DNT,Mapped,Plants - Vascular - Crassulaceae - Sedum patens
1396,Plants - Vascular,Empetrum nigrum,black crowberry,PDEMP03020,None,None,-,2B.2,Del Norte,DNT,Mapped,Plants - Vascular - Empetraceae - Empetrum nigrum
1397,Plants - Vascular,Arctostaphylos nortensis,Del Norte manzanita,PDERI04092,None,None,-,4.3,Del Norte,DNT,Unprocessed,Plants - Vascular - Ericaceae - Arctostaphylos nortensis
1398,Plants - Vascular,Arctostaphylos hispidula,Howell's manzanita,PDERI04230,None,None,-,4.2,Del Norte,DNT,Unprocessed,Plants - Vascular - Ericaceae - Arctostaphylos hispidula
1399,Plants - Vascular,Vaccinium scoparium,little-leaved huckleberry,PDERI180Y0,None,None,-,2B.2,Del Norte,DNT,Mapped,Plants - Vascular - Ericaceae - Vaccinium scoparium
1400,Plants - Vascular,Lathyrus delnorticus,Del Norte pea,PDFAB25070,None,None,-,4.3,Del Norte,DNT,Unprocessed,Plants - Vascular - Fabaceae - Lathyrus delnorticus
1401,Plants - Vascular,Lathyrus japonicus,seaside pea,PDFAB250C0,None,None,-,2B.1,Del Norte,DNT,Mapped,Plants - Vascular - Fabaceae - Lathyrus japonicus
1402,Plants - Vascular,Lathyrus palustris,marsh pea,PDFAB250P0,None,None,-,2B.2,Del Norte,DNT,Mapped and Unprocessed,Plants - Vascular - Fabaceae - Lathyrus palustris
1403,Plants - Vascular,Hosackia gracilis,harlequin lotus,PDFAB2A0D0,None,None,-,4.2,Del Norte,DNT,Unprocessed,Plants - Vascular - Fabaceae - Hosackia gracilis
1404,Plants - Vascular,Lupinus tracyi,Tracy's lupine,PDFAB2B3Z0,None,None,-,4.3,Del Norte,DNT,Unprocessed,Plants - Vascular - Fabaceae - Lupinus tracyi
1405,Plants - Vascular,Thermopsis robusta,robust false lupine,PDFAB3Z0D0,None,None,-,1B.2,Del Norte,DNT,Mapped,Plants - Vascular - Fabaceae - Thermopsis robusta
1406,Plants - Vascular,Trifolium howellii,Howell's clover,PDFAB40140,None,None,-,4.3,Del Norte,DNT,Unprocessed,Plants - Vascular - Fabaceae - Trifolium howellii
1407,Plants - Vascular,Dicentra formosa ssp. oregana,Oregon bleeding heart,PDFUM04052,None,None,-,4.2,Del Norte,DNT,Unprocessed,Plants - Vascular - Fumariaceae - Dicentra formosa ssp. oregana
1408,Plants - Vascular,Gentiana setigera,Mendocino gentian,PDGEN060S0,None,None,-,1B.2,Del Norte,DNT,Mapped and Unprocessed,Plants - Vascular - Gentianaceae - Gentiana setigera
1409,Plants - Vascular,Ribes laxiflorum,trailing black currant,PDGRO020V0,None,None,-,4.3,Del Norte,DNT,Unprocessed,Plants - Vascular - Grossulariaceae - Ribes laxiflorum
1410,Plants - Vascular,Ribes marshallii,Marshall's gooseberry,PDGRO020Z0,None,None,-,4.3,Del Norte,DNT,Unprocessed,Plants - Vascular - Grossulariaceae - Ribes marshallii
1411,Plants - Vascular,Phacelia argentea,sand dune phacelia,PDHYD0C070,Threatened,None,-,1B.1,Del Norte,DNT,Mapped and Unprocessed,Plants - Vascular - Hydrophyllaceae - Phacelia argentea
1412,Plants - Vascular,Phacelia leonis,Siskiyou phacelia,PDHYD0C2N0,None,None,-,1B.3,Del Norte,DNT,Mapped,Plants - Vascular - Hydrophyllaceae - Phacelia leonis
1413,Plants - Vascular,Romanzoffia tracyi,Tracy's romanzoffia,PDHYD0E030,None,None,-,2B.3,Del Norte,DNT,Mapped and Unprocessed,Plants - Vascular - Hydrophyllaceae - Romanzoffia tracyi
1414,Plants - Vascular,Pinguicula macroceras,horned butterwort,PDLNT01040,None,None,-,2B.2,Del Norte,DNT,Mapped and Unprocessed,Plants - Vascular - Lentibulariaceae - Pinguicula macroceras
1415,Plants - Vascular,Iliamna latibracteata,California globe mallow,PDMAL0K040,None,None,-,1B.2,Del Norte,DNT,Mapped,Plants - Vascular - Malvaceae - Iliamna latibracteata
1416,Plants - Vascular,Sidalcea malachroides,maple-leaved checkerbloom,PDMAL110E0,None,None,-,4.2,Del Norte,DNT,Mapped and Unprocessed,Plants - Vascular - Malvaceae - Sidalcea malachroides
1417,Plants - Vascular,Sidalcea elegans,Del Norte checkerbloom,PDMAL110F5,None,None,-,3.3,Del Norte,DNT,Unprocessed,Plants - Vascular - Malvaceae - Sidalcea elegans
1418,Plants - Vascular,Sidalcea malviflora ssp. patula,Siskiyou checkerbloom,PDMAL110F9,None,None,-,1B.2,Del Norte,DNT,Mapped,Plants - Vascular - Malvaceae - Sidalcea malviflora ssp. patula
1419,Plants - Vascular,Sidalcea oregana ssp. eximia,coast checkerbloom,PDMAL110K9,None,None,-,1B.2,Del Norte,DNT,Mapped and Unprocessed,Plants - Vascular - Malvaceae - Sidalcea oregana ssp. eximia
1420,Plants - Vascular,Monotropa uniflora,ghost-pipe,PDMON03030,None,None,-,2B.2,Del Norte,DNT,Mapped and Unprocessed,Plants - Vascular - Monotropaceae - Monotropa uniflora
1421,Plants - Vascular,Pityopus californicus,California pinefoot,PDMON05010,None,None,-,4.2,Del Norte,DNT,Unprocessed,Plants - Vascular - Monotropaceae - Pityopus californicus
1422,Plants - Vascular,Abronia umbellata var. breviflora,pink sand-verbena,PDNYC010N4,None,None,-,1B.1,Del Norte,DNT,Mapped and Unprocessed,Plants - Vascular - Nyctaginaceae - Abronia umbellata var. breviflora
1423,Plants - Vascular,Epilobium luteum,yellow willowherb,PDONA060H0,None,None,-,2B.3,Del Norte,DNT,Mapped,Plants - Vascular - Onagraceae - Epilobium luteum
1424,Plants - Vascular,Epilobium oreganum,Oregon fireweed,PDONA060P0,None,None,-,1B.2,Del Norte,DNT,Mapped,Plants - Vascular - Onagraceae - Epilobium oreganum
1425,Plants - Vascular,Epilobium rigidum,Siskiyou Mountains willowherb,PDONA060V0,None,None,-,4.3,Del Norte,DNT,Unprocessed,Plants - Vascular - Onagraceae - Epilobium rigidum
1426,Plants - Vascular,Oenothera wolfii,Wolf's evening-primrose,PDONA0C1K0,None,None,-,1B.1,Del Norte,DNT,Mapped and Unprocessed,Plants - Vascular - Onagraceae - Oenothera wolfii
1427,Plants - Vascular,Kopsiopsis hookeri,small groundcone,PDORO01010,None,None,-,2B.3,Del Norte,DNT,Mapped and Unprocessed,Plants - Vascular - Orobanchaceae - Kopsiopsis hookeri
1428,Plants - Vascular,Oxalis suksdorfii,Suksdorf's wood-sorrel,PDOXA010U0,None,None,-,4.3,Del Norte,DNT,Unprocessed,Plants - Vascular - Oxalidaceae - Oxalis suksdorfii
1429,Plants - Vascular,Eriogonum hirtellum,Klamath Mountain buckwheat,PDPGN082T0,None,None,-,1B.3,Del Norte,DNT,Mapped and Unprocessed,Plants - Vascular - Polygonaceae - Eriogonum hirtellum
1430,Plants - Vascular,Eriogonum nudum var. paralinum,Del Norte buckwheat,PDPGN08498,None,None,-,2B.2,Del Norte,DNT,Mapped,Plants - Vascular - Polygonaceae - Eriogonum nudum var. paralinum
1431,Plants - Vascular,Eriogonum pendulum,Waldo wild buckwheat,PDPGN084Q0,None,None,-,2B.2,Del Norte,DNT,Mapped and Unprocessed,Plants - Vascular - Polygonaceae - Eriogonum pendulum
1432,Plants - Vascular,Eriogonum ternatum,ternate buckwheat,PDPGN085R0,None,None,-,4.3,Del Norte,DNT,Unprocessed,Plants - Vascular - Polygonaceae - Eriogonum ternatum
1433,Plants - Vascular,Collomia tracyi,Tracy's collomia,PDPLM020B0,None,None,-,4.3,Del Norte,DNT,Unprocessed,Plants - Vascular - Polemoniaceae - Collomia tracyi
1434,Plants - Vascular,Gilia capitata ssp. pacifica,Pacific gilia,PDPLM040B6,None,None,-,1B.2,Del Norte,DNT,Mapped and Unprocessed,Plants - Vascular - Polemoniaceae - Gilia capitata ssp. pacifica
1435,Plants - Vascular,Gilia millefoliata,dark-eyed gilia,PDPLM04130,None,None,-,1B.2,Del Norte,DNT,Mapped and Unprocessed,Plants - Vascular - Polemoniaceae - Gilia millefoliata
1436,Plants - Vascular,Leptosiphon latisectus,broad-lobed leptosiphon,PDPLM09150,None,None,-,4.3,Del Norte,DNT,Unprocessed,Plants - Vascular - Polemoniaceae - Leptosiphon latisectus
1437,Plants - Vascular,Polemonium carneum,Oregon polemonium,PDPLM0E050,None,None,-,2B.2,Del Norte,DNT,Mapped and Unprocessed,Plants - Vascular - Polemoniaceae - Polemonium carneum
1438,Plants - Vascular,Lewisia oppositifolia,opposite-leaved lewisia,PDPOR040B0,None,None,-,2B.2,Del Norte,DNT,Mapped and Unprocessed,Plants - Vascular - Montiaceae - Lewisia oppositifolia
1439,Plants - Vascular,Montia howellii,Howell's montia,PDPOR05070,None,None,-,2B.2,Del Norte,DNT,Mapped and Unprocessed,Plants - Vascular - Montiaceae - Montia howellii
1440,Plants - Vascular,Lysimachia europaea,arctic starflower,PDPRI0A020,None,None,-,2B.2,Del Norte,DNT,Mapped,Plants - Vascular - Myrsinaceae - Lysimachia europaea
1441,Plants - Vascular,Moneses uniflora,woodnymph,PDPYR02010,None,None,-,2B.2,Del Norte,DNT,Mapped and Unprocessed,Plants - Vascular - Pyrolaceae - Moneses uniflora
1442,Plants - Vascular,Coptis laciniata,Oregon goldthread,PDRAN0A020,None,None,-,4.2,Del Norte,DNT,Mapped and Unprocessed,Plants - Vascular - Ranunculaceae - Coptis laciniata
1443,Plants - Vascular,Horkelia congesta var. nemorosa,Josephine horkelia,PDROS0W032,None,None,-,2B.1,Del Norte,DNT,Mapped and Unprocessed,Plants - Vascular - Rosaceae - Horkelia congesta var. nemorosa
1444,Plants - Vascular,Horkelia howellii,Howell's horkelia,PDROS0W0M0,None,None,-,4.3,Del Norte,DNT,Unprocessed,Plants - Vascular - Rosaceae - Horkelia howellii
1445,Plants - Vascular,Horkelia sericata,silky horkelia,PDROS0W0N0,None,None,-,4.3,Del Norte,DNT,Unprocessed,Plants - Vascular - Rosaceae - Horkelia sericata
1446,Plants - Vascular,Rosa gymnocarpa var. serpentina,Gasquet rose,PDROS1J1V1,None,None,-,1B.3,Del Norte,DNT,Mapped and Unprocessed,Plants - Vascular - Rosaceae - Rosa gymnocarpa var. serpentina
1447,Plants - Vascular,Rubus nivalis,snow dwarf bramble,PDROS1K4S0,None,None,-,2B.3,Del Norte,DNT,Mapped and Unprocessed,Plants - Vascular - Rosaceae - Rubus nivalis
1448,Plants - Vascular,Sanguisorba officinalis,great burnet,PDROS1L060,None,None,-,2B.2,Del Norte,DNT,Mapped and Unprocessed,Plants - Vascular - Rosaceae - Sanguisorba officinalis
1449,Plants - Vascular,Galium oreganum,Oregon bedstraw,PDRUB0N1N0,None,None,-,3,Del Norte,DNT,Unprocessed,Plants - Vascular - Rubiaceae - Galium oreganum
1450,Plants - Vascular,Salix delnortensis,Del Norte willow,PDSAL023F0,None,None,-,4.3,Del Norte,DNT,Unprocessed,Plants - Vascular - Salicaceae - Salix delnortensis
1451,Plants - Vascular,Darlingtonia californica,California pitcherplant,PDSAR01010,None,None,-,4.2,Del Norte,DNT,Unprocessed,Plants - Vascular - Sarraceniaceae - Darlingtonia californica
1452,Plants - Vascular,Chrysosplenium glechomifolium,Pacific golden saxifrage,PDSAX07020,None,None,-,4.3,Del Norte,DNT,Unprocessed,Plants - Vascular - Saxifragaceae - Chrysosplenium glechomifolium
1453,Plants - Vascular,Mitellastra caulescens,leafy-stemmed mitrewort,PDSAX0N020,None,None,-,4.2,Del Norte,DNT,Mapped and Unprocessed,Plants - Vascular - Saxifragaceae - Mitellastra caulescens
1454,Plants - Vascular,Micranthes howellii,Howell's saxifrage,PDSAX0U0T0,None,None,-,4.3,Del Norte,DNT,Unprocessed,Plants - Vascular - Saxifragaceae - Micranthes howellii
1455,Plants - Vascular,Micranthes marshallii,Marshall's saxifrage,PDSAX0U0X0,None,None,-,4.3,Del Norte,DNT,Unprocessed,Plants - Vascular - Saxifragaceae - Micranthes marshallii
1456,Plants - Vascular,Cascadia nuttallii,Nuttall's saxifrage,PDSAX0U160,None,None,-,2B.1,Del Norte,DNT,Mapped,Plants - Vascular - Saxifragaceae - Cascadia nuttallii
1457,Plants - Vascular,Tiarella trifoliata var. trifoliata,trifoliate laceflower,PDSAX10031,None,None,-,3.2,Del Norte,DNT,Unprocessed,Plants - Vascular - Saxifragaceae - Tiarella trifoliata var. trifoliata
1458,Plants - Vascular,Castilleja litoralis,Oregon coast paintbrush,PDSCR0D012,None,None,-,2B.2,Del Norte,DNT,Mapped and Unprocessed,Plants - Vascular - Orobanchaceae - Castilleja litoralis
1459,Plants - Vascular,Castilleja brevilobata,short-lobed paintbrush,PDSCR0D181,None,None,-,4.2,Del Norte,DNT,Unprocessed,Plants - Vascular - Orobanchaceae - Castilleja brevilobata
1460,Plants - Vascular,Castilleja elata,Siskiyou paintbrush,PDSCR0D213,None,None,-,2B.2,Del Norte,DNT,Mapped,Plants - Vascular - Orobanchaceae - Castilleja elata
1461,Plants - Vascular,Castilleja ambigua var. ambigua,johnny-nip,PDSCR0D401,None,None,-,4.2,Del Norte,DNT,Unprocessed,Plants - Vascular - Orobanchaceae - Castilleja ambigua var. ambigua
1462,Plants - Vascular,Penstemon cinicola,ash beardtongue,PDSCR1L1B0,None,None,-,4.3,Del Norte,DNT,Unprocessed,Plants - Vascular - Plantaginaceae - Penstemon cinicola
1463,Plants - Vascular,Viola primulifolia ssp. occidentalis,western white bog violet,PDVIO040Y2,None,None,-,1B.2,Del Norte,DNT,Mapped and Unprocessed,Plants - Vascular - Violaceae - Viola primulifolia ssp. occidentalis
1464,Plants - Vascular,Viola langsdorffii,Langsdorf's violet,PDVIO04100,None,None,-,2B.1,Del Norte,DNT,Mapped and Unprocessed,Plants - Vascular - Violaceae - Viola langsdorffii
1465,Plants - Vascular,Viola palustris,alpine marsh violet,PDVIO041G0,None,None,-,2B.2,Del Norte,DNT,Mapped,Plants - Vascular - Violaceae - Viola palustris
1466,Plants - Vascular,Callitropsis nootkatensis,Alaska cedar,PGCUP03020,None,None,-,4.3,Del Norte,DNT,Unprocessed,Plants - Vascular - Cupressaceae - Callitropsis nootkatensis
1467,Plants - Vascular,Sagittaria sanfordii,Sanford's arrowhead,PMALI040Q0,None,None,-,1B.2,Del Norte,DNT,Mapped,Plants - Vascular - Alismataceae - Sagittaria sanfordii
1468,Plants - Vascular,Carex arcta,northern clustered sedge,PMCYP030X0,None,None,-,2B.2,Del Norte,DNT,Mapped,Plants - Vascular - Cyperaceae - Carex arcta
1469,Plants - Vascular,Carex lenticularis var. limnophila,lagoon sedge,PMCYP037A7,None,None,-,2B.2,Del Norte,DNT,Mapped,Plants - Vascular - Cyperaceae - Carex lenticularis var. limnophila
1470,Plants - Vascular,Carex leptalea,bristle-stalked sedge,PMCYP037E0,None,None,-,2B.2,Del Norte,DNT,Mapped and Unprocessed,Plants - Vascular - Cyperaceae - Carex leptalea
1471,Plants - Vascular,Carex lyngbyei,Lyngbye's sedge,PMCYP037Y0,None,None,-,2B.2,Del Norte,DNT,Mapped,Plants - Vascular - Cyperaceae - Carex lyngbyei
1472,Plants - Vascular,Carex praticola,northern meadow sedge,PMCYP03B20,None,None,-,2B.2,Del Norte,DNT,Mapped,Plants - Vascular - Cyperaceae - Carex praticola
1473,Plants - Vascular,Carex scabriuscula,Siskiyou sedge,PMCYP03C40,None,None,-,4.3,Del Norte,DNT,Unprocessed,Plants - Vascular - Cyperaceae - Carex scabriuscula
1474,Plants - Vascular,Carex sheldonii,Sheldon's sedge,PMCYP03CE0,None,None,-,2B.2,Del Norte,DNT,Unprocessed,Plants - Vascular - Cyperaceae - Carex sheldonii
1475,Plants - Vascular,Carex viridula ssp. viridula,green yellow sedge,PMCYP03EM5,None,None,-,2B.3,Del Norte,DNT,Mapped and Unprocessed,Plants - Vascular - Cyperaceae - Carex viridula ssp. viridula
1476,Plants - Vascular,Carex serpenticola,serpentine sedge,PMCYP03KM0,None,None,-,2B.3,Del Norte,DNT,Mapped and Unprocessed,Plants - Vascular - Cyperaceae - Carex serpenticola
1477,Plants - Vascular,Rhynchospora alba,white beaked-rush,PMCYP0N010,None,None,-,2B.2,Del Norte,DNT,Mapped,Plants - Vascular - Cyperaceae - Rhynchospora alba
1478,Plants - Vascular,Schoenoplectus subterminalis,water bulrush,PMCYP0Q1G0,None,None,-,2B.3,Del Norte,DNT,Mapped,Plants - Vascular - Cyperaceae - Schoenoplectus subterminalis
1479,Plants - Vascular,Iris bracteata,Siskiyou iris,PMIRI09020,None,None,-,3.3,Del Norte,DNT,Unprocessed,Plants - Vascular - Iridaceae - Iris bracteata
1480,Plants - Vascular,Iris innominata,Del Norte County iris,PMIRI090F0,None,None,-,4.3,Del Norte,DNT,Unprocessed,Plants - Vascular - Iridaceae - Iris innominata
1481,Plants - Vascular,Iris tenax ssp. klamathensis,Orleans iris,PMIRI090Z2,None,None,-,4.3,Del Norte,DNT,Unprocessed,Plants - Vascular - Iridaceae - Iris tenax ssp. klamathensis
1482,Plants - Vascular,Iris thompsonii,Thompson's iris,PMIRI09120,None,None,-,4.3,Del Norte,DNT,Unprocessed,Plants - Vascular - Iridaceae - Iris thompsonii
1483,Plants - Vascular,Allium siskiyouense,Siskiyou onion,PMLIL02280,None,None,-,4.3,Del Norte,DNT,Unprocessed,Plants - Vascular - Alliaceae - Allium siskiyouense
1484,Plants - Vascular,Prosartes parvifolia,Siskiyou bells,PMLIL0R014,None,None,-,1B.2,Del Norte,DNT,Mapped and Unprocessed,Plants - Vascular - Liliaceae - Prosartes parvifolia
1485,Plants - Vascular,Erythronium citrinum var. citrinum,lemon-colored fawn lily,PMLIL0U041,None,None,-,4.3,Del Norte,DNT,Unprocessed,Plants - Vascular - Liliaceae - Erythronium citrinum var. citrinum
1486,Plants - Vascular,Erythronium hendersonii,Henderson's fawn lily,PMLIL0U070,None,None,-,2B.3,Del Norte,DNT,Mapped,Plants - Vascular - Liliaceae - Erythronium hendersonii
1487,Plants - Vascular,Erythronium howellii,Howell's fawn lily,PMLIL0U080,None,None,-,1B.3,Del Norte,DNT,Mapped and Unprocessed,Plants - Vascular - Liliaceae - Erythronium howellii
1488,Plants - Vascular,Erythronium oregonum,giant fawn lily,PMLIL0U0C0,None,None,-,2B.2,Del Norte,DNT,Mapped and Unprocessed,Plants - Vascular - Liliaceae - Erythronium oregonum
1489,Plants - Vascular,Erythronium revolutum,coast fawn lily,PMLIL0U0F0,None,None,-,2B.2,Del Norte,DNT,Mapped and Unprocessed,Plants - Vascular - Liliaceae - Erythronium revolutum
1490,Plants - Vascular,Fritillaria glauca,Siskiyou fritillaria,PMLIL0V090,None,None,-,4.2,Del Norte,DNT,Unprocessed,Plants - Vascular - Liliaceae - Fritillaria glauca
1491,Plants - Vascular,Lilium bolanderi,Bolander's lily,PMLIL1A010,None,None,-,4.2,Del Norte,DNT,Unprocessed,Plants - Vascular - Liliaceae - Lilium bolanderi
1492,Plants - Vascular,Lilium kelloggii,Kellogg's lily,PMLIL1A0A0,None,None,-,4.3,Del Norte,DNT,Unprocessed,Plants - Vascular - Liliaceae - Lilium kelloggii
1493,Plants - Vascular,Lilium occidentale,western lily,PMLIL1A0G0,Endangered,Endangered,-,1B.1,Del Norte,DNT,Mapped and Unprocessed,Plants - Vascular - Liliaceae - Lilium occidentale
1494,Plants - Vascular,Lilium pardalinum ssp. vollmeri,Vollmer's lily,PMLIL1A0H2,None,None,-,4.3,Del Norte,DNT,Unprocessed,Plants - Vascular - Liliaceae - Lilium pardalinum ssp. vollmeri
1495,Plants - Vascular,Lilium rubescens,redwood lily,PMLIL1A0N0,None,None,-,4.2,Del Norte,DNT,Unprocessed,Plants - Vascular - Liliaceae - Lilium rubescens
1496,Plants - Vascular,Lilium pardalinum ssp. wigginsii,Wiggins' lily,PMLIL1A0S0,None,None,-,4.3,Del Norte,DNT,Unprocessed,Plants - Vascular - Liliaceae - Lilium pardalinum ssp. wigginsii
1497,Plants - Vascular,Veratrum insolitum,Siskiyou false-hellebore,PMLIL25040,None,None,-,4.3,Del Norte,DNT,Unprocessed,Plants - Vascular - Melanthiaceae - Veratrum insolitum
1498,Plants - Vascular,Cypripedium californicum,California lady's-slipper,PMORC0Q040,None,None,-,4.2,Del Norte,DNT,Unprocessed,Plants - Vascular - Orchidaceae - Cypripedium californicum
1499,Plants - Vascular,Cypripedium fasciculatum,clustered lady's-slipper,PMORC0Q060,None,None,-,4.2,Del Norte,DNT,Unprocessed,Plants - Vascular - Orchidaceae - Cypripedium fasciculatum
1500,Plants - Vascular,Cypripedium montanum,mountain lady's-slipper,PMORC0Q080,None,None,-,4.2,Del Norte,DNT,Unprocessed,Plants - Vascular - Orchidaceae - Cypripedium montanum
1501,Plants - Vascular,Listera cordata,heart-leaved twayblade,PMORC1N060,None,None,-,4.2,Del Norte,DNT,Unprocessed,Plants - Vascular - Orchidaceae - Listera cordata
1502,Plants - Vascular,Piperia candida,white-flowered rein orchid,PMORC1X050,None,None,-,1B.2,Del Norte,DNT,Mapped and Unprocessed,Plants - Vascular - Orchidaceae - Piperia candida
1503,Plants - Vascular,Calamagrostis crassiglumis,Thurber's reed grass,PMPOA17070,None,None,-,2B.1,Del Norte,DNT,Mapped,Plants - Vascular - Poaceae - Calamagrostis crassiglumis
1504,Plants - Vascular,Calamagrostis foliosa,leafy reed grass,PMPOA170C0,None,Rare,-,4.2,Del Norte,DNT,Mapped,Plants - Vascular - Poaceae - Calamagrostis foliosa
1505,Plants - Vascular,Anthoxanthum nitens ssp. nitens,vanilla-grass,PMPOA35041,None,None,-,2B.3,Del Norte,DNT,Mapped and Unprocessed,Plants - Vascular - Poaceae - Anthoxanthum nitens ssp. nitens
1506,Plants - Vascular,Pleuropogon refractus,nodding semaphore grass,PMPOA4Y080,None,None,-,4.2,Del Norte,DNT,Unprocessed,Plants - Vascular - Poaceae - Pleuropogon refractus
1507,Plants - Vascular,Poa piperi,Piper's blue grass,PMPOA4Z200,None,None,-,4.3,Del Norte,DNT,Unprocessed,Plants - Vascular - Poaceae - Poa piperi
1508,Plants - Vascular,Poa rhizomata,timber blue grass,PMPOA4Z250,None,None,-,4.3,Del Norte,DNT,Unprocessed,Plants - Vascular - Poaceae - Poa rhizomata
1509,Plants - Vascular,Potamogeton foliosus ssp. fibrillosus,fibrous pondweed,PMPOT030B1,None,None,-,2B.3,Del Norte,DNT,Mapped,Plants - Vascular - Potamogetonaceae - Potamogeton foliosus ssp. fibrillosus
1510,Plants - Vascular,Smilax jamesii,English Peak greenbrier,PMSMI010D0,None,None,-,4.2,Del Norte,DNT,Mapped,Plants - Vascular - Smilacaceae - Smilax jamesii
1511,Plants - Vascular,Asplenium trichomanes ssp. trichomanes,maidenhair spleenwort,PPASP021K2,None,None,-,2B.1,Del Norte,DNT,Mapped,Plants - Vascular - Aspleniaceae - Asplenium trichomanes ssp. trichomanes
1512,Plants - Vascular,Lycopodium clavatum,running-pine,PPLYC01080,None,None,-,4.1,Del Norte,DNT,Unprocessed,Plants - Vascular - Lycopodiaceae - Lycopodium clavatum
1513,Animals - Amphibians,Ambystoma macrodactylum sigillatum,southern long-toed salamander,AAAAA01085,None,None,SSC,-,El Dorado,ELD,Mapped and Unprocessed,Animals - Amphibians - Ambystomatidae - Ambystoma macrodactylum sigillatum
1514,Animals - Amphibians,Batrachoseps diabolicus,Hell Hollow slender salamander,AAAAD02130,None,None,-,-,El Dorado,ELD,Unprocessed,Animals - Amphibians - Plethodontidae - Batrachoseps diabolicus
1515,Animals - Amphibians,Hydromantes platycephalus,Mount Lyell salamander,AAAAD09020,None,None,WL,-,El Dorado,ELD,Mapped and Unprocessed,Animals - Amphibians - Plethodontidae - Hydromantes platycephalus
1516,Animals - Amphibians,Anaxyrus canorus,Yosemite toad,AAABB01040,Threatened,None,SSC,-,El Dorado,ELD,Unprocessed,Animals - Amphibians - Bufonidae - Anaxyrus canorus
1517,Animals - Amphibians,Spea hammondii,western spadefoot,AAABF02020,None,None,SSC,-,El Dorado,ELD,Mapped,Animals - Amphibians - Scaphiopodidae - Spea hammondii
1518,Animals - Amphibians,Rana draytonii,California red-legged frog,AAABH01022,Threatened,None,SSC,-,El Dorado,ELD,Mapped and Unprocessed,Animals - Amphibians - Ranidae - Rana draytonii
1519,Animals - Amphibians,Rana boylii pop. 3,foothill yellow-legged frog - north Sierra DPS,AAABH01053,None,Threatened,-,-,El Dorado,ELD,Mapped and Unprocessed,Animals - Amphibians - Ranidae - Rana boylii pop. 3
1520,Animals - Amphibians,Rana boylii pop. 5,foothill yellow-legged frog - south Sierra DPS,AAABH01055,Endangered,Endangered,-,-,El Dorado,ELD,Mapped and Unprocessed,Animals - Amphibians - Ranidae - Rana boylii pop. 5
1521,Animals - Amphibians,Lithobates pipiens,northern leopard frog,AAABH01170,None,None,SSC,-,El Dorado,ELD,Mapped and Unprocessed,Animals - Amphibians - Ranidae - Lithobates pipiens
