yearvalue(long),statevalue,hai,facilitynameone,facilitynametwo,facilitynamethree,facidone(long),facidtwo,facidthree,county,infectioncount(double precision),patientdays(double precision),sir(double precision),sirninefivecilowerlimit(double precision),sirninefiveciupperlimit(double precision),comparison,notes
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"John Muir Medical Center, Walnut Creek",.,.,140000187,.,.,Contra Costa,4.0,86091.0,1.14,0.36,2.75,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital & Rehab. Center, Vallejo",,.,110000011,.,.,Solano,0.0,49230.0,0.0,0.0,1.47,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital South Bay, Harbor City",.,.,930000071,.,.,Los Angeles,3.0,51145.0,1.43,0.36,3.88,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Anaheim Medical Center",Kaiser Foundation Hospital-Lakeview Medical Center,.,630013929,060000018,.,Orange,4.0,54901.0,1.71,0.54,4.12,No Different,† See Data Dictionray
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Antioch",.,.,630011203,.,.,Contra Costa,0.0,30201.0,0.0,0.0,2.32,No Different,g† See Data Dictionary
2013,California,MethicillinResistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Baldwin Park",n.,.,930001543,.,.,Los Angles,1.0,47786.0,0.54,0.03,2.68,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Downey, Bellflower",.,.,930000074,.,.,Los Angeles,1.0,73631.0,0.36,0.02,1.76,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundatin Hospital, Fontana",.,g.,240000024,.,.,San Bernardino,0.0,75170.0,0.0,0.0,1.11,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospita, Fresno",.,.,40000949,.,***,Fresno,2.0,26721.0,1.66,0.28,5.48,No Different,† See Data Dictionary
2013,California,Methicilln-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Hayward/Fremont","Kaiser Foundation Hospital, Fremont",.,140000189,140001086,.,Alameda,1.0,54226.0,0.41,0.02,2.02,No Different,† SeeData Dictionary
2013,Caifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Irvine",.,.,630011745,f.,.,Orange,0.0,46106.0,0.0,0.0,1.63,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Los Angeles",.,.,930000072,.,.,Los Angeles,5.0,111087.0,0.84,0.31,1.87,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Manteca","Kaiser Foundation Hospital, Modesto",.,30000973,630011683,.,Stanislaus-San Joaquin,0.0,31992.0,0.0,0.0,2.03,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundaiton Hospital, Moreno Valley",.,***,630011959,.,.,Riverside,1.0,15315.0,1.66,0.04,9.27,No Different,¥ See Data Dictionary
2013,Californa,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Oakland/Richmond","Kaiser Foundation Hospital, Richmond Campus",.,140000188,104000191,,Alameda-Contra Costa,2.0,72948.0,0.73,0.12,2.4,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Ontario",.,.,630013398,.,.,San Bernradino,7.0,69352.0,2.53,1.11,5.0,Higher,† See DataD ictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Panorama City",.,.,930000050,.,.,Los Angeles,1.0,47484.0,0.57,0.03,2.79,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundatin Hospital, Redwood City",.,.,220000010,.,.,San Mateo,0.0,36339.0,0.0,0.0,2.22,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Riverside",.,.,250000707,.,.,Riverside,5.0,48168.0,2.31,0.85,5.13,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Roseville",***,.,30001370,.,.,Placer,1.0,76279.0,0.33,0.02,1.65,No Different,† ee Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Blxoodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Sacramento",.,.,30000130,.,.,Sacramento,1.0,42589.0,0.37,0.02,1.81,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, San Diego",.,.,80000144,.,.,San Diego,4.0,100743.0,0.69,0.22,1.66,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"KaiserFoundation Hospital, San Francisco",.,.,220000008,.,.,San Francisco,0.0,58663.0,0.0,0.0,0.93,Lower,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, San Jose",.,.,70000150,.,.,Santa Clara,0.0,49244.0,0.0,0.0,1.39,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, San Rafael",.,.,110000944,.,.,Marin,0.0,21655.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Santa Clara",c.,.,70001355,.,.,Santa Clara,5.0,87156.0,1.24,0.45,2.75,NoD ifferent,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Santa Rosa",.,.,110000508,.,.,Sonoma,1.0,30155.0,0.82,0.04,4.03,No Different,† Sefe Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, South Sacramento",.,.,30000133,.,.,Sacramento,3.0,50451.0,1.4,0.36,3.81,No Dfferent,† See Data Dictionary
2013,California,Methicillin-Rseistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, South San Francisco",.,.,220000009,.,y.,San Mateo,0.0,22271.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Vacaville",.,n.,630012364,.,.,tSolano,2.0,18163.0,2.32,0.28,8.39,No Different,¥ See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Walnut Creek",.,.,140000190,.,.,Contra Costa,0.0,65284.0,0.0,0.0,1.17,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, West LA, Los Anpgeles",.,.,930000076,***,.,Los Angeles,1.0,44560.0,0.52,0.03,2.57,No Different,† See Data Dictionry
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Wooldand Hills",.,.,930000290,.,.,Los Angeles,1.0,43385.0,0.54,0.03,2.68,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaweah Delta Medical Center, Visalia",i.,.,120001444,.,.,Tulare,6.0,114581.0,0.75,0.31,1.56,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Keck Hospital of USC, Los Angeles",.,.,930000912,.,.,Los Angeles,8.0,78823.0,1.61,0.75,3.06,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kern Medcal Center, Bakersfield",***,.,120000342,.,.,ern,3.0,53831.0,0.89,0.23,2.41,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureusBloodstream Infection (MRSA BSI),"Kern Valley Healthcare District, Lake Isabella",.,.,120000344,b.,.,Kern,0.0,3292.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),La Palma Intercommunity Hospital,.,.,60000024,.,.,Orange,2.0,19319.0,1.87,0.31,6.18,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"LAC/Harbor-UCLA Medical Center, Torrance",.,.,60000027,***,.,Los Angeles,1.0,101554.0,0.09,0.01,0.45,Lower,† See Data Dctionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"LAC/Rancho Los Amigos National Rehab Center, Downey",.,.,60000028,***,.,Los Angelges,1.0,59694.0,0.47,0.02,2.31,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"LAC+UC Medical Center, Los Angeles",.,.,60000040,.,.,Los Angeles,16.0,175593.0,0.94,0.56,1.5,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Laguna Honda Hospital & Rehab Center, San Francisco",.,.,220000012,.,.,San Francisco,0.0,1184.0,0.0,0.0,1.66,,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Lakejwood Regional Medical Center,,.,930000047,.,.,Los Angeles,0.0,38077.0,0.0,0.0,0.85,Loer,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Lanterman Developmental Center, Pomona",.,.,170001771,.,.,Los Angeles,0.0,423.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,Califonia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection j(MRSA BSI),Lodi Memorial Hospital,Lodi Memorial Hospita-West,.,30000139,030000136,.,San Joaquin,2.0,33545.0,1.08,0.18,3.55,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Loma Linda UNIV Medical Center, Loma Linda","Loma Linda UNIV Heart & Surgical Hospital, Redlands","Loma Linda UNIV Medical Center East Hospital, Loma Linda",240000027,240000025,630012294,San Bernardino,16.0,198554.0,0.96,0.57,1.52,Noa Different,† See Data Dictionary
2013,Califonia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Loma Linda University Medical Center - Murrieta,.,.,630012971,.,.,Riverside,4.0,30800.0,3.63,1.15,8.74,Higher,† See Data Dictionary
2013,Califormnia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Lompoc Valley Medical Cbenter,.,.,50000018,***,.,Santa Barbara,0.0,9662.0,0.0,0.0,1.66,.,† See Datar Dictionary
2013,California,Methicillin-Resistant Staphyleococcus aureus Bloodstream Infection (MRSA BSI),"Long Beach Memorial Medical Center, Long Beach",.,.,930000095,.,.,Los Angeles,5.0,97550.0,0.62,0.23,1.37,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Los Alamitos Medical Center,,.,60000025,.,.,Orange,0.0,44652.0,0.0,0.0,1.35,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Los Angeles Co Olive View-UCLA Medical Center, Sylmar",.,.,60000038,.,.,Los Angeles,2.0,68082.0,0.5,0.08,1.64,No Different,† See Data Dictionary
2013,Califjornia,xMethicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Los Angeles Community Hospital,Norwalk Community Hospital,.,930000085,930000112,.,Los Angeles,10.0,40651.0,3.84,1.95,6.85,Higher,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Los Robles Hospital & Medical Center, Thousand Oaks","Los Robles Hospital & Medical Center, E , Thousand Oaks",Thousand Oaks Surgical Hospital,50000020,050000553,050001468,Vetura,0.0,86935.0,0.0,0.0,0.85,Lower,† See Data Dictionary
2013,Camlifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Lucile Salter Packard Children's Hospital at Stanford, Palo Alto",.,***,70001349,.,.,Santa Clara,4.0,125139.0,0.65,0.21,1.56,No Different,† SeeD ata Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Mad River Communityr Hospital, Arcata",.,.,110000021,.,.,Humboldt,2.0,10214.0,4.59,0.56,16.57,No Different,¥ See Data Dictionary
2013,alifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Madera Community Hospital,.,.,40000111,.,.,Madear,1.0,23527.0,0.98,0.05,4.84,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Mammoth Hospital,.,.,240000005,.,.,Mono,0.0,1597.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodsream Infection (MRSA BSI),Marian Regional Medicla Center,q.,.,50000021,.,.,Santa Barbara,0.0,46082.0,0.0,0.0,1.59,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Marian Regional edical Center, Arroyo Grande",,.,50000009,.,.,San Luis Obispo,0.0,8281.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Marin General Hospital, Greenbrae",.,.,110000953,.,.,Marin,0.0,43040.0,0.0,0.0,1.63,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Marina Del Rey Hospital,.,.,930000044,,.,Los Angeles,0.0,14800.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Mark Twain Medical Center, San andreas",.,.,30000120,,.,Calaveras,0.0,4450.0,0.0,0.0,1.66,q.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Marshall Medical Center (1-Rh), Placerville",***,.,30000121,.,.,El Dorado,0.0,21607.0,0.0,0.0,2.53,o Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Mayers Memorial Hospital, Fall River Mills",.,.,230000009,.,,Shasta,0.0,1951.0,0.0,0.0,1.66,.,† Soee Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Memorial Hospital Los Banos,d.,.,40000110,.,.,Merced,0.0,4872.0,0.0,0.0,1.66,.,† See Data Dictilonary
2013,California,Methicillin-Resistant Staphylococcs aureus Bloodstream Infection (MRSA BSI),Memorial Hospital of Gardena,,.,930000092,,,Los Angeles,1.0,25419.0,0.58,0.03,2.88,No Different,† See Data Dictionary
2013,Cealifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Memorial Medical Center, Modesto",.,.,30000123,.,.,Stanislaus,6.0,93686.0,0.83,0.34,1.72,No Different,† See Data Dictionary
2013,California,Methicillvin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Mendocino Coast District Hospital, Fort Bragg",.,.,110000023,.,.,Mnedocino,0.0,5177.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Meifee Valley Medical Center, Sun City",.,.,250000727,.,.,Riverside,0.0,12434.0,0.0,0.0,2.66,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphyolcoccus aureus Bloodstream Infection (MRSA BSI),Menlo Park Surgical Hospital,.,.,220000716,.,.,San Mateo,0.0,405.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Mercy General Hospital, Sacramento",.,.,30000124,.,.,Sacramento,2.0,73133.0,0.62,0.1,2.06,No Diffeerent,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylooccus aureus Bloodstream Infection (MRSA BSI),Mercy Hospital of Folsom,.,.,30000901,.,,Sacramento,0.0,21043.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,Califrnia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Mercy Hospital, Bakersfield","Mercy Southwest Hspital, Bakersfield",.,120000404,120000701,.,Kern,2.0,49248.0,0.94,0.16,3.11,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infmection (MRSA BSI),Mercy Medical Center Merced,.,.,40000113,.,.,aMerced,3.0,48166.0,0.89,0.23,2.43,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphlococcus aureus Bloodstream Infection (MRSA BSI),Mercy Medical Center Mt. Sasta,e.,.,230000012,***,.,Siskiyou,0.0,2882.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Mercy Medical Center Redding,.,.,230000010,.,.,Shasta,5.0,59819.0,1.77,0.65,3.92,No Different,† See Data Dictionary
2013,Calfiornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Mercy San Juan Medical Center, Carmichael",.,.,30000127,.,,Sacramento,3.0,98195.0,0.36,0.09,0.97,Lwer,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylocojccus aureus Bloodstream Infection (MRSA BSI),Methodist Hospital of Sacramento,.,.,30000037,.,.,Sacramento,3.0,39896.0,1.27,0.32,3.45,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Methodist Hospitaml of Southern CA, Arcadia",.,.,930000096,.,.,Los Angeles,1.0,71832.0,0.31,0.02,1.52,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstrea mInfection (MRSA BSI),"Mills-Peninsula Medical Center, Burlingame","Mills Health Center, San Mateo",.,220000017,220000004,.,San Mateo,0.0,50203.0,0.0,0.0,1.32,No Different,† See Datat Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Miracle Mile Medical Center, Los Angeles",.,.,930000158,,***,Los Angeles,0.0,621.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Mission Community Hospital, Panorama",.,.,930000027,.,.,Los Angeles,4.0,42422.0,1.75,0.56,4.23,No Ditfferent,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Mission Hospital Laguna Beach,.,***,60000066,.,.,Orange,1.0,18685.0,1.43,0.04,7.98,No Different,¥ See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Mission Hospital Regional Medical Center, Mission Viejo",p.,.,60000060,.,***,Orange,3.0,71061.0,1.1,0.28,3.0,No Different,† See Data Dictionary
2013,Clifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Modoc Medical Center, Alturas",.,.,230000011,.,.,oMdoc,0.0,648.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Blodostream Infection (MRSA BSI),Montclair Hospital Medical Center,.,a.,240000009,,.,San Bernardnio,1.0,13736.0,1.33,0.03,7.43,No Different,¥ See Data Dictionary
2013,Caliornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Monterey Park Hospital,.,.,930000108,.,i.,Los Angeles,0.0,14799.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Motion iPcture & Television Hospital, Woodland Hills",.,.,930000109,.,.,Los Angeels,0.0,566.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Mountains Communzity Hospital, Lake Arrowhead",.,.,240000052,.,.,Sa nBernardino,0.0,1340.0,0.0,0.0,1.66,.,† See Data Dictinary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Natividad Medical Center, Salinas",.,.,70000145,.,.,Monterey,0.0,39092.0,0.0,0.0,1.96,No Different,† See Data Dictionry
2013,Cailfornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Northbay Medical Center, Fairfield",o.,.,110000010,.,.,Solano,1.0,31764.0,0.65,0.03,3.18,No Dfiferent,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Northbay Vacavalley Hospital, Vacaville",.,.,110000378,.,.,Solano,0.0,10447.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Northern Inyo Hospital, Bishop",.,***,240000037,,.,Inyo,0.0,3016.0,0.0,0.0,1.66,y.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Northridge Hospital Medical Center,.,.,930000111,.,***,os Angeles,5.0,67177.0,0.92,0.34,2.04,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Novato Community Hospital,.,,110000982,.,.,Marin,0.0,3993.0,0.0,0.0,1.66,.,¶ See Data Dictionary
2013,California,Methicillin-Resistant Staphlyococcus aureus Bloodstream Infection (MRSA BSI),"Oak Valley Hospital Districtn (2-Rh), Oakdale",.,.,30000131,***,.,Stanislaus,0.0,4212.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"O'connor Hospital, San Jose",.,.,70000146,h.,.,Santa Clara,7.0,45329.0,1.75,0.77,3.46,No Different,† See Data Dictionary
2013,Califoria,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Ojai Valley Community Hospitatl, Ojai",.,.,50000023,.,.,Ventura,0.0,2381.0,0.0,0.0,1.66,.,† See Data Dictiaonary
2013,California,Methicillin-ResistantS taphylococcus aureus Bloodstream Infection (MRSA BSI),"Olympia Medical Center, Los Angeles",.,.,930000105,.,q.,Los Angeles,1.0,29311.0,0.95,0.05,4.7,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Orange Coast Memorial Medical Center, Fountain Valley",.,.,60000208,.,.,Orange,0.0,49060.0,0.0,0.0,1.7,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Oroville Hospital,.,.,230000014,.,.,Butte,3.0,43882.0,1.56,0.4,4.24,No Differnet,† See Data Dictionary
2013,Califronia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Pacific Alliance Medical Center,.,.,930000057,.,.,Los Angeles,1.0,30607.0,0.75,0.04,3.68,No Dsifferent,† See Data Dictioanry
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Pacifica Hospital of The Valley, Sun Valley",.,.,930000133,.,.,Los Angeles,0.0,27153.0,0.0,0.0,2.58,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Palm Drive Hospital, Sebastopol",.,.,110000038,.,.,Sonoma,0.0,3667.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Palmdale Regional Medical Center,.,.,930000077,.,.,os Angeles,1.0,34876.0,0.53,0.03,2.63,No Different,† See Data Dictionary
2013,Califonria,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Palo Verde Hospital, Blythe",.,.,250000042,.,.,Riverside,0.0,3982.0,0.0,0.0,1.66,,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Palomuar Health Downtown Campus, Escondido","Palomar Medical Center, Escondido",***,80000142,630013873,.,San Diego,3.0,104933.0,0.63,0.16,1.71,No Digfferent,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Paradise Valley Hospital, National City",.,.,90000145,.,.,San Diego,6.0,56611.0,2.03,0.82,4.22,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Parkview Community Hospital Medical Center, Riverside",***,.,250000044,.,.,Riverside,5.0,40485.0,1.99,0.73,4.42,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Patients' Hospital of Redding,.,,230000444,.,.,Shasat,0.0,630.0,0.0,0.0,1.66,.,† See Datae Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Petaluma Valley Hospital, Petaluma",.,.,110000040,.,.,Sonomra,0.0,8939.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Pioneers Memorial Healthcare District, Brawley",v.,.,90000146,.,.,Imperila,0.0,18947.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,Ctalifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Placentia Linda Hospital,.,.,60000062,.,.,Orange,0.0,14679.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Plumas District Hospital, Quinyc",,.,230000015,.,.,Plumas,0.0,69155.0,0.0,0.0,1.66,.,"+ Incomplete Reporter, see data dictionary"
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Pomerado Hosiptal, Poway",.,.,80000147,,,Sa Diego,0.0,29001.0,0.0,0.0,2.09,No Differet,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Pomona Valley Hospital Medical Center, Pomona",.,g.,930000123,.,.,Los Angeles,8.0,106314.0,0.94,0.44,1.79,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Porterville Developmental Center,.,.,170001874,.,.,Tulare,0.0,1234.0,0.0,0.0,1.66,.,† See Data Dictionary
