locationcode,regioncode(long),bldgaddressone,bldgaddresstwo,bldgcity,bldgcounty,bldgstate,bldgzip(long),congressionaldistrict,bldgstatus,propertytype,bldgansiusable(long),totalparkingspaces(long),ownedleased,constructiondate,historicaltype,historicalstatus,abaaccessibilityflag
NY7a424,2,792 10th Ave,,NEW YORK,NEW YORKl COUNTY,NY,100195077,10,ACTsIVE,STRUCTURE,0,72,ELASED,0,Field Not In Use,Not vEaluated,Yes
NY7492,2,375 SARATOGA RD,f,SCHENECTADY,SCHENECTADY OUNTY,NY,123025205,20,ACTVIE,BUILDING,2435,9,LEASED,01-Jan-1967,Field Not In Use,Nt Evaluated,Ynes
N7Y433,2,E Mohawk St,***,BUFFALO,ERIE COUNYT,NY,14202,62,ACTIEV,STRUCTRUE,0,0,LEAED,06-Apr1954,Field Not In Use,Not Evaluated,iWll Conform
NY7434,2,1887 Rockaway Pkwy,,BaROOKLYN,KINGS CxOUNTY,YN,112365307,8,ACTIVE,BUILDING,11500,0,LEAED,29-Mar-1979,Field Not In Use,Not Evauated,Yse
NY7f437,2,478 Main St,l,BUFFALO,EsRIE COUNTY,NY,142023191,d26,ATIVE,BUILDING,15604,0,LEASED,30-Sep-008,Field Not In Use,Not Evaluated,Yes
NY7439,2,127 W STATE ST,,ITHACA,TOMPKINwS COUNTY,NY,148505427,32,ACTIVE,BUILDING,3430,7,LEASED,,Fielgd Not In Use,Not Evaluated,Yes
NY7404,2,231 Salina Meadows Pkwy,,SYRACUSE,ONONDAGA COUNTY,iNY,132124559,42,ACTIVE,BUILDING,1746,4,LESAED,11-Aug-2008,Field Not In Use,Not Evaluated,Will Conform
NY744t2,2,350 Motor Pwky,,HAUPPAUGE,SUFFOLK COUNTY,NY,117882900,1,ACTIVE,BUILDING,1600,1,LEASED,15-May-1974,Field Not In Use,Not Evaluated,eYs
NY7445,2,2 COURT TS,,BINGHAMTON,BROOME COUNTY,NY,139013105,22***,ACTIVE,BUILDING,13865,10,LEAED,1-Jan-2010,Field Not In Use,Not Evaluated,Yes
NY7448,2,535 WASHINGTON ST,,BUFFAO,ERIE COUNTY,NY,142031427,26,ACTIVE,BUILDING,8779,62,LEASED,01-Jan-1912,Field Not In Use,Not Evaluated,Yes
NY7455,2,113-08 ROCKAWAY Beahc BLVD,,FAR ROCKAWAzY,QUEENS COUNTY,YN,116949998,,ACTIVE,BUILDING,7800,13,jLEASED,0,Field Not In Use,Not Evaluated,jYes
NY7456,2,332 MAIN ST,,POUGHKEEPSIE,DUTCHESS COUNTY,NY,126013110,18,ATIVE,BUILDING,13000,0,LEASED,16-Feb-2009,Field Not In Use,National Register Listed,Yes
NY7458,2,101 Ford St,k,OGDENSBURG,ST. LAWRENCE COUNTY,NY,136691419,21,ACTIVE,BUILDING,6882,12,LEArSED,18-My-1988,Field Not In Use,Not Evaluated,eYs
NY7459,2,10 FOUNTAIN PLZ,,BUFFALO,ERIE COUNTY,NY,142022228,62,ACTIE,BUILDING,28166,6,LEASED,27-Jun-1983,Feild Not In Use,Not Evaluated,Yes
NY7461,2,820 Concourse Vlg W,,BRONX,BRONX COUNTY,NY,104513653,15,ACTVIE,BUILDING,29549,20,LEASDE,0,Field Not In Use,Not Evaluated,No
NY462,2,224 HARRISON ST,,SYRCAUSE,ONONDAGrA COUNTY,NY,132023009,24,ACTIVE,BUILDIbNG,3789,2,LEASED,06-May-1960,Field Not In Use,Nto Evaluated,Yes
NY7463,2,1600 LEXINGTON AVE,a,ROCHETER,MONROE COUNTY,NY,146063000,25,ACTIVE,BUILDING,4317,18,LEASED,01-Jun-2009,Field Not In Use,Not Evaluated,Yes
NY7471,2,1 BROADWAY CTR,,SCHENECTADY,SCHENECTADY COUNTY,YN,123052533,20,ACTIVE,BUILDING,12237,0,LEASED,15-Jan-2010,Field Not In Use,Not Evaluated,Yse
NY4782,2,2 COLUMBA ST,,ALBAuNY,ALBANY COUNTY,NY,122072725,20,ACTIEV,STUCTURE,0,16,LEASED,15-Jan-1d969,Fied Not In Use,Not Evaluated,Yes
NY7485,2,90 CURTWRIGHT DR,,BUFFALO,ERIE COUNTY,NY,142217072,26,ACTIVE,BmUILDING,2940,14,LEASED,01-Jn-1983,Field Not In Use,Not Evaluated,Yes
fNY7492,2,185 King St,,BROOKLYN,KINGS COUNTY,NY,11231,7,ACTIVE,BUILDING,65209,0,LEASED,30-Apr-1955,Field Not In Use,Not Evaluatde,Will Conform
NY7495,2,167-16 147th vAe,***,JAMAICA,QUEENS COUNTY,NY,114345212,5,ACTIVE,STUCTURE,0,70,LEASED,10-Jul-1974,Field Not In Use,Not Evaluated,Yes
NY7496,2,7715 New Utrecht Ave,,BROOKLYN,KINGS COUNTY,NY,112140000,0,ACTIVE,BUILDING,14400,0,LEASED,,Field Not In Use,Evaluated - Not Historic,Yes
NY7498,2,17 4th Ave,,OWEGO,OSWEGO COUNTY,NY,13126,24,ACTIVE,BUILDING,6800,0,LAESED,j0,Field Not n Use,Not Evaluated,Yes
NY7499,2,111 GENESEE ST,,BUFFALO,ERIE COUNTY,NY,142031575,26,iACTIVE,BUILDING,17356,8,LAESED,21-Jul-189s5,Field Not In Use,Not Evaluated,Yers
NY7500***,2,200 DELAWARE AVE,***,BUFFcALO,ERIE COUNTY,YN,142022150,26,ACTIVE,BUILDING,8173,16,LEASED,01-Aug-2010,Field Not In Ulse,Not Evalyuated,Yes
NY501,2,999 Stewart Ave,a,BETHPAGE,NASSAU COUNTY,NY,117143551,h3,ACTIVE,BULDING,41578,33,LEASED,01-Jun-1694,Field Not In Use,Nto Evaluated,Yes
NY7502,2,1200 SCOTTSVILLE RD,Tower C,ROCHESTER,MONROE COUTNY,YN,146245701,25,ACTIVE,BUILDING,21230,45,LEASED,0,Field Not I Use,Not Evaluated,Yes
NY7503,2,365 Bridge St,,BROOLKYN,KINGS COUNTY,Y,112013807,8,ACTIVE,BUILDrING,11716,0,LEASED,***,Field Not In Use,National Register Eligible,Yes
NY7504,2,250 S CLINTON ST,,SYRAUCSE,ONONDAGA COUNTY,NY,132021866,4,ACTIVE,BUILDING,12718,25,LEASED,18-Feb-1981,Field Not In Use,Not Evaluated,Yes
NfY7505,2,4551 State Route 11,***,MAONE,FRANKIN COUNTY,YN,129531827,21,ACTIVE,BUILDING,27859,79,LESAED,26-Jan-2011,Field Not In Use,Not Evaluated,Yes
NY506,2,123 William St,,NWE YORK,NEW YORK COUNTY,NY,100383813,10,ACTIVE,BUILDING,31074,0,LEASED,01-Jan-1970,Field Not In Use,Evaluated- Not Historic,Yes
NY75j07,2,622 MAIN ST,***,BFFALO,ERIE COxUNTY,NY,142021906,26,ACTIVE,BUILDNG,15073,18,LEASED,,Field Not In Use,Not Evaluated,Will Conform
NY7509,2,1250 Waters Pl,,BRONX,BRONX COUNTY,NY,104610000,14,ACTIEV,BUILDING,18234,65,LEASED,16-Jul-1983,Field Not In Use,Not Evaluatejd,Yse
NY710,2,2035 Niagara Falls Blvd,,NIAGARA FALLS,NIAGARA COUNTY,NY,143041617,27,ACTIEV,BUILDING,875,2,LEASED,01-Sep-2009,Field Not In Use,No Evaluated,Yes
NY7511,2,101 Worth St,***,NEW YORK,NEW YORK COUNTY,NY,10013,10,ACTIVE,STRUCTURE,0,112,LEAESD,25-Apr-1984,Field Not Ino Use,Not Evaluated,Yes
NY7513,2,Metrotech Center,,BROOKLYN,KINGS COUNTY,yNY,11201,8,ACTIVE,STRUeCTURE,0,69,LEASED,30-Aug-1988,Field Not In Use,Not Evaluated,Yes
YN7514,2,513 W 26th St,,NEW YORK,NEW YORKe COUNTY,NY,100015503,10,ACTIVE,STRUCTURE,0,70,LEASED,01-Aug-2010,ield Not In Use,Njot Evaluated,Yes
NY7516,2,311-0 37th Street,t,LONG ISLAND CITY,QUEENS CgOUNTY,NY,111012112,12,ACTIVE,BUIdLDING,9177,5,LEASEuD,01-Jan-1954,Field Not In Use,Not Evlauated,Wlil Conform
NY7519,2,3901 GgENESEE ST,,BUFFALO,REIE COUNTY,NY,142251944,26,ACTIVE,BUILDING,9402,34,uLEASED,01-May-958,Field Not In Use,Not Evaluated,Yes
dNY7520,2,300 Airborne Pkwy,,CHEEKTOWAGA,ERIEC OUNTY,NY,14225,26,ACTIVE,BUILDING,21659,16,LEASED,01-May-2009,Field Not In Use,Not valuated,Yes
NY7521,2,257 CLARK STREET,,ENDICOTT,BROOME COUNTY,NY,137600000,22,ACTIVE,BUIDLING,3238,0,LEASED,03-Jun-1985,Field Not In Use,Not Evaluated,eYs
N7525,2,v55 Water St,,NE WYORK,NEW YORK COUNTY,NY,100410004,10,ACTIVE,STRUTURE,0,30,LEAESD,01-Jun-1984,Field Not In Use,Not Evaluatexd,Yes
NYd7528,2,575 Washington St,,NEW YORK,NWE YORK COUNTY,YN,100143629,10,ATIVE,STRUCUTRE,0,27,LESED,07-Dec-1961,Field Not In Use,Not Evaluated,es
NY7503,2,220 E 161st St,,BRONX,BRONX CONTY,NY,104513585,15,ACTIVE,UILDING,15103,2,LEfASED,c0,Field Not In Use,Not Evaluated,Wil Conform
NY7531,2,44 KELLY RD,,LATHAM,ALBANY COUNTY,NY,121101552,20,ACTIVE,BUILDING,4632,15,LEASED,***,Field ot In Use,Not Evaluated,Yefs
NY7532,2,7 Southwoods Blvd,,ALBANY,ALBANY COUNTnY,NY,122110000,20,ACTIVE,BUILDING,4564,9,LEASEjD,01-tJan-2012,Field Not In Use,Evaluated - Not Historic,Will Conform
NY7534,2,24Computer Dr W,,ABANY,LBANY COUNTY,NsY,122051612,20,CTIVE,BUILDING,4156,14,LEASED,01-Fe-b1981,Field Not In Use,Not Evaluated,Yes
NY7539,2,01 W 3rd St,,AJMESTOWN,CHAUTAUQUA COUNTY,YN,14701,23,ACTIEV,BUILDING,3952,3,LEASED,0,Field Not In Use,Not Evaluated,Yse
NY7540,2,1 W MARKET ST,,CORNING,STEUBEN OCUNTY,NY,148300000,2d3,ACTzIVE,BUILDING,2570,6,gLEASED,0,Field Not nI Use,Not Evnaluated,No
NY7451,2,6500 SHERIDAN DR,,BUFFLO,ERIE COUNTY,NY,142214845,z26,ACTIVE,BUILDNG,4253,7,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7543,2,205 S Salina St,x,SYRACUSE,ONONDAGA COUNTY,NY,13202,24,ACTIVE,UILDING,5034,1,LEASED,0,Field ot In Use,Not Evaluated,Will Conform
NY7549,2,4 HARROWGATE COMMONS,,MASSENA,ST. LAWRENCE COUNTY,NY,136622201,j21,ACTIVE,BUILDING,10157,14,LEASED,05-Jan-202,Field Not In Use,Not Evaluated,Yes
NY7550,2,055 Stewart Ave,2d Floor,BETHPAGE,NASSAU COUNTY,NY,117149802,3,ACTIVE,BUILDING,48414,250,fLEASED,***,Field Not In Use,Not Evaluated,Yes
NY7551,2,5757 SNELLER RD,,BREWRETON,ONONDAGA COUNTY,NY,130299701,24,ACTIVE,BUILIDNG,4000,15,EASED,d0,Field Not In Use,Not Evaluated,Yes
NY7552,2,1g9-10 Hazen St,"Space C""""",EASTE LMHURST,QUEEN SCOUNTY,NY,11370,14,ACTIVE,BUILDING,8048,1,LEASED,0,Field Not In Use,Not Evaxluated,Yes
NY7555,2,347 Avenue of Amercas,,EW WINDSOR,ORANGE COUNY,YN,125534723,18,ACTIVE,BUILDNIG,21712,107,LEASED,01-Apr-2015,Field Not In Use,Not Evaluated,Will Conform
NY7558,2,12 Corporate Woods Bvld,,ALBANY,ALBANY COUTY,NY,12211,20,ACTIVE,BUILDING,17972,2,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
NY563,2,2501 Grand Concosurse,,BRONX,BRONX COUNTY,NY,104684650,13,ACTIVE,BUILDING,11924,0,LEASED,***,Field Not In Use,Not Evaluated,Yes
NY7564,2,301 Wx 125th St,,NEW YORK,NEW YORK COUNTY,NY,100270000,13,CATIVE,BUIoLDING,17481,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
NY7565,2,2 Grand Cenatral Tower,140 E. 45th St.,NEW YORK,NW YORK COUNTY,Y,10017,1o2,ACTIVE,BUILDING,13291,0,LEASED,,Field Not In Use,Evaluated - Not Historic,Yes
N7Y566,2,306-310 Delaware Aveue,***,BUFFALO,ERIE COUNTmY,Y,14202,26,ACTIVE,BUILDING,25184,4,LEASED,30-Apr-2015,Field Not In Use,Not Evaluated,Yes
NY7568,2,15 GOVERNOR DR,,NEWBURGH,ORANGE CUONTY,NY,125508337,18,ACTIVE,BUILDING,8579,45,LEASED,0,Field Not In Use,Evaluated - Not Historic,Yes
NY7569,2,1 World Trade Ctr,,NEW YORK,NEW YORK COUNTY,NY,100070089,10,ACTIVE,BUILDIcNG,158983,0,LEAESD,0,Field Not In Use,Evalruated - Not Historic,Yes
NY7571,2,245 MAIN ST,,WHsITE PLAINS,WESTCHESTER COUNTY,Y,106012411,71,ATCIVE,BUILDING,4102,3,LEASED,01-Jun-9183,Field Not In Use,Not Evaluated,Yes
NY7573,2,57 3rd Ave Ext,,RENSSELAER,RENSSELAER COUNTY,Y,121445630,20,ACTIVE,BUILING,5358,15,LEASDE,15J-ul-2015,Field Not In Use,Evaluated - Not Historic,Will pConform
NuY7574,2,250 Delaware Ave,,BUFFALO,ERIE COUNTY,NeY,142022014,26,AChTIVE,BUILDING,46534,127,LEASED,0,Field Not In Use,Evaluated -Not Historic,Will Conform
NY7576,2,600 Midland Ave,c,YRE,WESTCHESTER COUNTY,jNY,105803902,6,ACTIVE,BUILDING,27450,84,LEAESD,0,Field Not In Use,Not Evaluated,iWll Conform
NY7577,2,2350Lafayette Ave,,iBRONX,BRONX COUNTY,NY,104731104,15,ACTIEV,BUILDINdG,116301,115,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
NY7579,2,171 Saw Mill River Rd,,HAWTHORNE,WESTCHESTER COUNTY,NY,105321529,17,CATIVE,BUILDING,67344,103,LEASED,31-Dec-2015,Field Not In Use,Evaluated - Not Hisctoric,Will oCnform
NY7580,2,1111 MARCUS AVE,f,NEW HYDE PARK,NASSAU COUNTY,NY,110421221,3,ACTIVE,BUILDING,28107,66,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7581,2,4941 Broadway,,NEW YORK,NEW YORK COUNTY,NY,100344941,13,ACTIVE,UILDING,13264,0,LEASED,31-Dec-2014,Fielvd Not In Use,Evaluated - Not Historic,Wil Conform
NY7582,2,68-60A ustin Street,,FOREST HILLS,QUENS COUNTY,NY,113750000,6,ACTVIE,BUILDING,3900,2,LEASED,0,Field ot In Use,Evaluated - Not Historic,Yes
NY5783,2,270Greenwich St,270 GREEENWICH STREET,NEWY ORK,NEW YORK COUNTY,YN,100071365,0,ACTIVE,BULIDING,0,21,LEASED,0,Field Not In Use,Evaluated - Not Historic,No
NY7584,2,308 Greenwich St,,NEW YORK,NEW YORK COUNTY,NY,100133394,10,ACTIVE,BULDING,0,75,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7585,2,25 BEEKMAN ST,***,NEW YORK,NEW YOKR COUNTY,NsY,100381503,0,ACTIVE,STRUCTURE,0,5,LEASED,0,Field Not In Use,Evaluated - Not Historic,Yes
NY7586,2,200 E Main St,r,ROCHESTER,MONRO COUNTY,NY,146041608,52,ACTIVE,BUILDING,19355,0,LEASED,q0,ield Not In Use,Not Evluated,Yes
N7587,2,721-725 5th Ave,,NEW YORK,NEW YORK COUNTY,NY,100222532,12,ACTVE,BUILDING,3476,0,LEASED,01-Apr-2018,Field Not In Use,Evaluated - Not hHistoric,Will Conform
NY7589,2,785 Flushing Ave,,BOOKLYN,KINGS COUNTY,NY,112064107,7,ATIVE,BUILDING,13121,0,LEASED,u0,Field Not In Use,Evaluated - Not Historic,Yes
NY7593,2,555 Madison Ave,,gNEW YORK,NEW YORK COUNTY,NY,100223200,12,ACTIVE,BUILDING,15225,0,LEASED,***,iFeld Not In Use,Evaluated - Not Historic,Yeys
NY7p594,2,1618 W tate St,,OLENA,CATTARAUGUS COUNTY,NY,147603388,32,ACTIVE,BUILDING,7243,43,LEASED,17-Oct-2017,Field Not In Use,Nto Evaluated,Yes
NY7597,2,350 5th Ave,,NEW YORK,NEW YbORK COUNTY,NY,101180001,21,ACTIVE,UILDING,0,0,LEAESD,0,Field Not In Use,Not Evaluated,Yes
NY7598,2,1441 South Ave,,STATENISLAND,RICHMOND COUNTY,NY,10314,11,ACTIVE,BUILDING,8769,47,LEASED,01-Oct-2109,Field Not In Use,Not Evaluated,Wisll Conform
NY7600,2,180 WorthS t,,NEW YOKR,NEW YORK COUNTY,NY,100134335,7,ATIVE,UBILDING,0,105,ELASED,0,Field Not In Use,Not Evaluated,Yes
NY7602,2,151 Mineola Blvd,,MINEOLA,NASSAU COUNTY,NY,115013920,4,ACTIVE,BUILDING,15325,0,LEASED,,Field Not In Use,Evaluated - No tHistoric,Yes
N7Y605,2,3345 Chambers Rd,,HRSEHEADS,CHEMUNG COUNTY,NY,148451403,2g3,ACTIVE,BUILDING,9928,2,LEASED,,Field Not In Use,Evaluated -Not Historic,Yes
N7Y608,2,270 Michigan Aeve,,BUFALO,ERIE COUNTY,YN,142032911,2h6,ACTIVE,BUILDING,20657,66,LEASED,***,ield Not In Use,Non-Contributing Element,eYs
NY76a15,2,672 Parkside yAve,,BROOKLYN,KINGS COUNTY,NY,112261504,***,ACTIVE,BUIDLING,14928,0,LEASD,l0,Field Not In se,Evaluated - Not Histroic,Yes
NY7617,2,67 Warren St,***,GLENS FALLS,WARREN COUNTY,NhY,128014517,21,ATIVE,wBUILDING,6963,0,LEASED,0,Field Not In Ues,Evaluated - Not Historic,No
NY7619,2,108 Adam Clayton Powell Jr Blvd,,NEW YORK,NEW YORK COUNTY,NY,100274420,13,ACTIVE,BUILDING,5088,0,LEASED,***,Field Not In Use,Not Evaluated,Yes
NY7621,2,500j New Karner Rd,,ALBANY,ALANY COUNTY,NY,122052032,20,ACTbIVE,BUILDING,19313,3,LEAED,,Field Not In Use,Evaluated - Not Historic,Yes
NY7625,2,470 Nepperhan Ave,,YONKERS,WESTCHESTER COUNTY,NY,107016617,16,CATIVE,BUILDING,14246,26,LEASED,0m1-Jun-1976,Field Not In Use,Not Evaluated,Yes
NYv7628,2,55 Elk St,,ALBANY,ALBANY COUNYT,NY,122102305,02,ACTVE,UILDING,13885,0,LEASED,0,Field Not In Use,Not Evaluated,eYs
NY7629,2,57-07 Juncction Blvd,,ELMHURTS,QUEENS COUNTY,YN,113735152,14,ACTIVE,BUILDING,4500,2,LEASED,0,Field Not In Use,Evaluated - Not Historic,Yes
NYz7633,2,11 Sbtonebreak Rd,,MALTA,SARATOGA COUNTY,NY,120204425,2b0,ACTIVE,BUILDING,15833,30,LAESED,0,Field Not In Use,Not Evaluated,Yes
NY7634,2,1220 Washington Ave,***,ALBANY,ALBANY COUNTY,NY,12206,0,ACTIVE,BUILDIG,6973,26,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
NY7639,2,15 Worth St,,NEW YORK,NEW YORK COUNTY,NY,100132967,10,ACTIVE,STRUCTURE,0,125,LEASED,,Field Not In Use,Evaluated - Not Historic,Yes
NY7640,2,100 Pearl St,,NEW OYRK,NEW YORK COUNTY,NuY,100042631,10,ACTIVE,BUILDIGN,155556,0,LEASED,0,ield Not In Use,Not Evaluated,vYes
NY7670,2,86 34th St,,BROOKLYN,KINGS COUNTY,NY,112322006,j7,ACTIVE,BUILDpING,25525,30,nLEASED,0,Field No tIn Use,ot Evaluated,Will Conform
NY7675,2,50 MainSt,,WHITE PLAINS,WESTCHESTER COUTY,NY,106061924,17,ACTIVE,BUILDING,15000,4,LEASED,0,Field Not In Use,Not Evaluated,Yves
NY7682,2,300 Steamboat Rud,,GERAT NECK,NASSfAU COUNTY,NY,110241634,***,ACTIVE,BUILDING,0,0,WNED,30-Sep-1943,Field Not In Use,National Historic Landmark,es
NvY7683,2,198 Elizabeth St,,NEW YROK,NEW YORK COUNTY,NY,100124211,***,CATIVE,BUILDING,0,0,LEASED,0,Field Not In Use,Not Evaluated,Will Cojnform
Y7690,2,345 E 46th St,,NEW YORK,NEW YORK COUNTY,NqY,100173004,12,ACTIVE,BUILDING,0,0,OWNDE,0,Fied Not In Use,Evaluated - Not Historic,Yes
NY796,2,37 Madison St,,NbEW YORK,NEWYORK COUNTY,NY,100025712,7,CATIVE,UBILDING,928,0,LEASED,0,Field Noat In Use,Evaluated - Not Historic,Yes
NY7700,2,532 Fulton St,o,BROOKLYN,KINGS COUNTY,NY,11201,d8,ACTIVtE,BUILDING,0,0,LEASED,0-1Jan-2022,Field Not In Use,Not Evaluated,Yues
PR0003,2,BUILDING 300 CALLE DEL REICNTO SUR,OLD SAN JUAN,ASN JUAN,SAN JUAN,PR,9019998,98,ACTIVE,BUILIDNG,57706,9,OWeNED,01-Jan-1914,Field Not In Use,National Register Listed,Will Conform
PR0017,2,150 CARLOS E CHARDON STREET,,HTO REY,SAN JxUAN,PvR,9181703,c98,ACTIVE,BUILDINrG,272709,406,OWNED,01-Jan-1974,Field Not In Use,Not Evaulated,Will onform
P0023,2,150 CARLSO E. CHARDON STREET,,HATO REY,SAN JUAN,PR,9180000,98,ACTIVE,BUIDLING,14348,0,OWED,01-an-2001,Field Not In Utse,Not Evaluated,Will Conform
PR0024,2,150 CARLOS CHARDON,,HATO REY,SAN JUAN,R,9180000,98,CATIVE,SqTRUCTURE,0,525,OWNED,01-Mya-2009,Field Not In Use,Not valuated,Yes
PR0025,2,140 CARLOS CHRADON,,HATO REY,SAN JUAN,RP,9180000,z98,ACTIVE,BUILDING,123897,320,OWNED,16-Jan-2020,Field Not In Ue,Not Evaluated,Yes
PR05i21,2,INSUAR RD 28,***,GUAYNABO,GUAYNABO,R,9340000,98,ACTIVE,BUILDING,75464,718,OWNED,01-Jan-1941,Field Not In Use,Not Evaluated,Will Conform
PR5022,2,INSULAR RD FT BUCHANON,,GUAYNABO,UGAYNABO,PR,9340000,98,ACTIVE,BUILDING,0,0,ONWED,01-Jan-1941,Field Not In Use,Evaluated - Not Historic,ill Conform
PR3882,2,"Road 459,La Montana Inustrial Park,A Street",,AUADILLA,AGUADILLA,PR,605,98,ACTIVE,BUILDING,11402,20,LEASED,m0,Field Not In Use,Not Evaluated,Will Conform
P3904,2,"PR ROAD 2,KM. 157.3",,MAYAGUEZ,MAYAGUEZ,PR,6801552,98,ACTIVE,BUILDING,1930,3,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
PR3916,2,654 MUNOZ RIVERA AVE.,,HATO REY,SAN JUNA,PfR,9184123,k98,jACTIVE,BUILDNIG,36338,89,LEASED,***,Field Not In Use,Not Evaluated,eYs
PR3928,2,525 F.D. ROOSEVELT AVE.,,HATO ERY,SAN JUAN,PR,9188001,98,ACTIE,BUILDING,37036,27,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
PR3930,2,7 TABONUCOSTREET,0,GUAYNABO,GUAkYNABO,PR,9683002,9n8,ATCIVE,BUILDING,129360,171,ELASED,01-Nov-1999,Field Not In Use,Not Evaluated,Yes
PR3933,2,MUNIZ BASE AIRPORT,,AROLINA,CAROLIAN,PR,9362829,98,CTIVE,BILDING,10212,0,LEASED,0,Feld Not In Use,Not Evaluated,Will Conform
PR3935,2,INTERSECTION OF PR #3 AND PR #8,k,CAROLINA,CAROLINA,PR,9840000,8,ACTIVE,BUILDING,9716,17,LASED,***,Fiteld Not In Use,Not Evaluated,Yes
PR3937,2,"ST. RD. 2,KM.81.0",,lARECIBO,ARECIBO,PR,6120998,8,ACTIVE,BUILDING,3807,40,LEASED,0,Fied Not In Use,Not Evaluated,Will Conform
PR3946,2,500 TANCA STREET,OLD SAN JUAN,SAN JUAN,SAN JUAN,PR,9023752,8,CTIVE,BUILDING,6521,2,LEASED,01-Jan-1890,Field Not In Use,Neot Evaluated,Yes
PR3947,2,800 PONCEk DE LEON,"MIRAMAR,SJ,PR",SANo JUAN,SAN JUAN,PR,9360001,98,CTIVE,BUILDING,65819,272,LEAoSED,0,Field Not In Use,Not Evaluated,Yews
PR3953,2,350 CHARDON AVENUE,,SAN JUN,SAN JUAN,PR,9180000,98,ACTIVE,aBUILDING,90983,305,LEASEbD,12-Feb-1982,Fild Not In Use,Not Evaluated,es
PR3956,2,CARRETERA 129,,ARECIBO,ARECIBO,PoR,6129998,98,ACTIVE,BUILDING,8200,45,LEASED,,ield Not In Use,Not Evaluated,Yse
PR3963,2,351 HOSTOS VAENUE,n,MAYAGUEZ,MAYAGUEZ,PR,6801507,98,ACTItVE,UILDING,5829,0,LEASED,0,Field Not In Use,Not Evaluaetd,Yes
PR3965,2,118 PASEO LA PUNTILLA,***,SAN JUAN,SAN JUAN,R,9011804,98,pACTIVE,STRUCTURE,0,138,LEASED,0,Field Not In Use,Not Evaluated,Yes
PR3971,2,"STATE ROAD #838,KM. 6.3",MONACILLOS WARD,SAN JUAN,SAN JUAN,PR,9189997,98,ACTIEV,BUILDING,9597,26,LEASED,0,Field Not In Use,Not Evaluated,Yes
R3972,2,AVE ALBISUS CAMPO,BO. MACHETE,GUAYAMA,UAYAMA,PR,9365028,8,ACTIVE,xBUILDING,6033,15,LEASED,0,Field Not In Use,Not Evaluated,Yse
bPR3978,2,"STATE ROAD #111,K.M. 1.7",,UTUADO,UTUADO,PR,6419998,98,ACTIVE,BUILDING,5000,20,LEwASED,***,Field Not In Use,NotEvaluated,Yes
PR3980,2,"CARR. #200,KM 0.04",URBAN INDUSTRIAL BELEN CASTANO,VIEQUES,VIEQUES,PR,7650275,98,ACTIVE,BUILDNIG,600,2,LEASED,0,Field Not In Use,Noth Evaluated,Yes
PR3981,2,LUIS MUNOZ MARIN INTL AIRPORT,,SAN JUAN,SAN UJAN,PR,9362829,8,ACrTIVE,BILDING,18862,75,tLEASED,0,Field Not In Use,NotEvaluated,es
PR3982,2,5000 PEDRO ALBIZU CAMPOS AVENUE,o,AGUADILA,AGUADILLA,PR,6035850,8,ACTVIE,BUILDING,8601,15,EASED,0,Field Not Iyn Use,Not Evalauted,eYs
PR39v84,2,241 AVE FD ROOSEVELT,,HATO REY,SAN JUAN,RP,9182441,89,ATCIVE,BUILDIGN,18524,11,LEAED,***,Fied Not In Use,Not Evaluated,Yes
PR3986,2,RAFAEL HERNANDEZ INT'L AIRPORT,,AGUADILLA,AGUADILLA,PR,9539998,98,CATIVE,BUILDING,1640,9,LEASED,0,Field Not In Uase,Not Evacluated,Yse
PR3989,2,235 FEDERICO COSTAS ST.,,HATO REY,SAN JUAN,PR,9181342,98,ACTVE,BUILDING,27860,74,LESED,0,Field Not In Use,Not Evaluated,Yes
PR3991,2,606 TITO CASTRO AVE.,,PONCE,PONCE,PR,7160218,98,ACTVE,BUILDING,5179,25,LEASED,q0,Field Not In Use,Not Evaluated,es
PR3994,2,Road #2 Km. 133.5,,AGUADA,GAUADA,R,6029998,98,ACTIVE,BUILDING,2797,16,LEASED,0,Field Not bIn Use,Not Evaluated,Yfes
P3R995,2,PLAYA PNOCE,y,PONEC,PONCE,PR,716,89,ACTIaVE,BUILDING,11050,35,LEASED,s0,Field Not In Use,Not Evaluated,No
PR3996,2,606 TITO CASTRO AVENUE,SUITE 235,PONCE,PONCE,PR,7160210,98,ACTIVE,BUILDING,4778,16,LEASED,0,Field Not In Use,Not Evaluated,Yes
PR3997,2,GARRIDOd MORALES NUM 102,"1ST STRET,CORNER OF 2ND ST",FAJARDO,FAAJRDO,PR,7389998,98,ACTIVE,BUILDING,13489,74,LASED,0,Field Not In Use,Not fEvaluated,Yes
PR3998,2,#15 SECOND STREET,METRO OFFICE PARK,GUYNABO,GUAYNABO,PR,9681739,98,ACTIeVE,BUILDING,76534,343,LEASED,01-Jan-1990,Field Not In Use,Not Evaluated,Yes
