fnode,tnode,lpoly,rpoly,lengthvalue,trazerozerozerothree,trazerozerozerothreeid,interstate,us,statehw,altrdname,namevalue,type
853,852,178,187,0.311,343,94,0,0,235,U.S. 85,N.M. 235,N.M.
853,822,180,178,0.205,344,87,0,0,206,U.S. 85,N.M. 206,N.M.
837,855,183,165,0.179,345,98,0,0,330,U.S. 85,N.M. 330,N.M.
856,853,180,187,0.043,346,87,0,0,206,U.S. 85,N.M. 206,N.M.
855,858,180,189,0.01,347,98,0,0,114,U.S. 85,N.M. 114,N.M.
858,856,180,189,0.315,348,91,0,0,114,U.S. 85,N.M. 114,N.M.
859,764,166,165,0.704,349,113,0,0,20,U.S. 85,N.M. 20,N.M.
849,862,164,184,0.142,350,183,25,0,0,U.S. 85,I 25,Interstate
865,864,187,191,0.08,351,93,0,0,321,U.S. 85,N.M. 321,N.M.
856,865,187,188,0.266,352,91,0,0,114,U.S. 85,N.M. 114,N.M.
865,867,191,188,0.029,353,91,0,0,114,U.S. 85,N.M. 114,N.M.
870,856,189,188,0.088,354,87,0,0,206,U.S. 85,N.M. 206,N.M.
870,867,188,192,0.21,355,92,0,0,458,U.S. 85,N.M. 458,N.M.
809,871,174,158,0.474,356,65,0,54,0,U.S. 85,U.S. 54,U.S.
802,871,158,164,0.679,357,118,0,0,55,U.S. 85,N.M. 55,N.M.
874,873,172,182,0.002,358,129,0,0,12,U.S. 85,N.M. 12,N.M.
867,878,191,192,0.161,359,91,0,0,114,U.S. 85,N.M. 114,N.M.
858,880,189,189,0.196,360,98,0,0,0,U.S. 85,Unknown,Unknown
892,870,189,192,0.21,361,87,0,0,206,U.S. 85,N.M. 206,N.M.
892,894,192,197,0.301,362,90,0,0,262,U.S. 85,N.M. 262,N.M.
871,896,174,164,0.231,363,65,0,54,0,U.S. 85,U.S. 54,U.S.
896,862,190,164,1.103,364,83,0,380,0,U.S. 85,U.S. 380,U.S.
862,897,190,184,0.376,365,183,25,0,0,U.S. 85,I 25,Interstate
897,900,190,185,0.034,366,183,25,0,0,U.S. 85,I 25,Interstate
905,896,199,174,0.139,367,83,0,380,0,U.S. 85,U.S. 380,U.S.
903,906,201,197,0.037,368,69,0,0,125,U.S. 85,N.M. 125,N.M.
908,905,202,174,0.194,369,83,0,380,0,U.S. 85,U.S. 380,U.S.
909,892,189,197,0.129,370,87,0,0,206,U.S. 85,N.M. 206,N.M.
909,906,197,203,0.303,371,89,0,0,508,U.S. 85,N.M. 508,N.M.
916,908,204,195,0.075,372,83,0,380,0,U.S. 85,U.S. 380,U.S.
925,908,202,204,0.149,373,79,0,0,48,U.S. 85,N.M. 48,N.M.
925,905,199,202,0.215,374,81,0,0,37,U.S. 85,N.M. 37,N.M.
900,929,190,200,0.209,375,183,25,0,0,U.S. 85,I 25,Interstate
900,929,200,185,0.241,376,178,0,0,1,U.S. 85,N.M. 1,N.M.
916,938,206,204,0.166,377,80,0,0,214,U.S. 85,N.M. 214,N.M.
940,931,189,208,0.756,378,71,0,380,0,U.S. 85,U.S. 380,U.S.
941,940,210,211,0.017,379,71,0,380,0,U.S. 85,U.S. 380,U.S.
943,916,206,195,0.287,380,83,0,380,0,U.S. 85,U.S. 380,U.S.
938,943,206,196,0.175,381,78,0,70,0,U.S. 85,U.S. 70,U.S.
941,945,211,196,0.016,382,77,0,285,0,U.S. 85,U.S. 285,U.S.
943,951,195,196,0.055,383,78,0,380,0,U.S. 70,U.S. 380,U.S.
931,954,189,209,0.209,384,71,0,380,0,U.S. 85,U.S. 380,U.S.
956,945,212,211,0.065,385,76,0,285,0,U.S. 85,U.S. 285,U.S.
957,938,204,196,0.216,386,78,0,70,0,U.S. 85,U.S. 70,U.S.
957,925,199,204,0.188,387,79,0,0,48,U.S. 85,N.M. 48,N.M.
929,960,190,185,0.138,388,183,25,0,0,U.S. 85,I 25,Interstate
962,956,196,211,0.055,389,76,0,285,0,U.S. 85,U.S. 285,U.S.
967,965,201,216,0.189,390,71,0,380,0,U.S. 85,U.S. 380,U.S.
906,967,201,203,0.351,391,69,0,0,125,U.S. 85,N.M. 125,N.M.
968,967,203,216,0.069,392,71,0,380,0,U.S. 85,U.S. 380,U.S.
968,909,189,203,0.266,393,87,0,0,206,U.S. 85,N.M. 206,N.M.
954,968,189,213,0.257,394,71,0,380,0,U.S. 85,U.S. 380,U.S.
960,973,214,185,0.056,395,179,0,0,0,U.S. 85,Unknown,Unknown
960,976,190,214,0.092,396,183,25,0,181,U.S. 85,N.M. 181,N.M.
973,976,214,207,0.033,397,179,0,0,0,U.S. 85,Unknown,Unknown
963,978,208,215,0.119,398,52,0,0,0,ALT U.S. 285,Unknown,Unknown
980,957,199,196,0.19,399,78,0,70,0,U.S. 85,U.S. 70,U.S.
976,983,217,207,0.062,400,183,25,0,0,U.S. 85,I 25,Interstate
976,987,190,217,0.105,401,179,0,0,195,U.S. 85,N.M. 195,N.M.
987,990,190,217,0.076,402,181,0,0,51,U.S. 85,N.M. 51,N.M.
983,990,217,220,0.033,403,180,0,0,0,U.S. 85,Unknown,Unknown
987,981,190,190,0.185,404,179,0,0,51,U.S. 85,N.M. 51,N.M.
978,994,208,218,0.095,405,52,0,0,0,ALT U.S. 285,Unknown,Unknown
978,996,218,215,0.084,406,74,0,0,558,U.S. 85,N.M. 558,N.M.
996,994,218,224,0.034,407,73,0,0,558,U.S. 85,N.M. 558,N.M.
962,998,215,196,0.201,408,53,0,285,0,U.S. 85,U.S. 285,U.S.
996,998,224,215,0.086,409,74,0,0,558,U.S. 85,N.M. 558,N.M.
998,1000,224,196,0.012,410,53,0,285,0,U.S. 85,U.S. 285,U.S.
896,1001,199,190,0.668,411,65,0,54,0,U.S. 85,U.S. 54,U.S.
1001,980,199,219,0.351,412,78,0,70,0,U.S. 85,U.S. 70,U.S.
931,1006,209,208,0.414,413,72,0,0,172,U.S. 85,N.M. 172,N.M.
994,1006,208,222,0.569,414,73,0,0,31,U.S. 85,N.M. 31,N.M.
993,1007,223,216,0.276,415,54,0,82,0,U.S. 85,U.S. 82,U.S.
1007,968,213,216,0.277,416,87,0,0,206,U.S. 85,N.M. 206,N.M.
1015,1009,223,227,0.085,417,40,0,0,83,U.S. 85,N.M. 83,N.M.
1015,1018,228,223,0.068,418,56,0,0,83,U.S. 85,N.M. 83,N.M.
1018,1020,230,223,0.154,419,56,0,0,83,U.S. 85,N.M. 83,N.M.
1007,1020,223,213,0.056,420,54,0,82,0,U.S. 85,U.S. 82,U.S.
1020,1021,231,213,0.003,421,56,0,82,0,U.S. 85,U.S. 82,U.S.
1021,1023,232,213,0.119,422,56,0,82,0,U.S. 85,U.S. 82,U.S.
1023,1024,233,213,0.067,423,56,0,82,0,U.S. 85,U.S. 82,U.S.
954,1024,213,209,0.496,424,70,0,0,457,U.S. 85,N.M. 457,N.M.
983,1026,220,207,0.229,425,183,25,0,0,U.S. 85,I 25,Interstate
990,1027,190,220,0.223,426,181,0,0,187,U.S. 85,N.M. 187,N.M.
1027,1026,235,220,0.008,427,141,0,0,90,U.S. 85,N.M. 90,N.M.
1001,1032,219,190,0.149,428,65,0,54,0,U.S. 85,U.S. 54,U.S.
1037,1035,227,240,0.062,429,55,0,0,133,U.S. 85,N.M. 133,N.M.
1037,1015,228,227,0.044,430,40,0,0,132,U.S. 85,N.M. 132,N.M.
1018,1037,228,230,0.113,431,55,0,0,133,U.S. 85,N.M. 133,N.M.
1026,1039,229,207,0.27,432,141,0,0,152,U.S. 85,N.M. 152,N.M.
1027,1040,190,235,0.063,433,181,0,0,187,U.S. 85,N.M. 187,N.M.
1026,1040,235,229,0.065,434,183,25,0,0,U.S. 85,I 25,Interstate
994,1041,222,224,0.235,435,52,0,0,0,ALT U.S. 285,Unknown,Unknown
1000,1041,224,225,0.21,436,53,0,285,0,U.S. 85,U.S. 285,U.S.
1024,1044,233,209,0.227,437,56,0,82,0,U.S. 85,U.S. 82,U.S.
1006,1044,209,222,0.163,438,72,0,0,249,U.S. 85,N.M. 249,N.M.
1043,1047,196,236,0.381,439,60,0,82,0,U.S. 85,U.S. 82,U.S.
1047,1048,243,236,0.002,440,60,0,0,0,U.S. 85,Unknown,Unknown
1032,1052,234,190,0.078,441,65,0,54,0,U.S. 85,U.S. 54,U.S.
1053,1047,243,196,0.253,442,56,0,82,0,U.S. 85,U.S. 82,U.S.
1041,1057,222,225,0.042,443,52,0,285,0,U.S. 85,U.S. 285,U.S.
1061,1060,247,222,0.007,444,56,0,82,31,U.S. 85,N.M. 31,N.M.
1044,1061,233,222,0.142,445,56,0,82,0,U.S. 85,U.S. 82,U.S.
1057,1053,243,225,0.562,446,56,0,82,0,U.S. 85,U.S. 82,U.S.
1060,1072,246,222,0.289,447,56,0,82,0,U.S. 85,U.S. 82,U.S.
1072,1057,245,222,0.238,448,56,0,82,0,U.S. 85,U.S. 82,U.S.
1084,1082,240,251,0.035,449,54,0,62,0,U.S. 180,U.S. 62,U.S.
1085,1084,240,252,0.027,450,54,0,0,0,U.S. 85,Unknown,Unknown
1085,1037,230,240,0.175,451,40,0,0,132,U.S. 85,N.M. 132,N.M.
1020,1085,230,231,0.32,452,54,0,0,18,U.S. 85,N.M. 18,N.M.
1084,1087,251,252,0.041,453,46,0,62,0,U.S. 180,U.S. 62,U.S.
1087,1085,231,252,0.03,454,40,0,0,18,U.S. 85,N.M. 18,N.M.
1087,1089,253,231,0.138,455,46,0,62,0,U.S. 180,U.S. 62,U.S.
1089,1090,254,231,0.085,456,46,0,62,0,U.S. 180,U.S. 62,U.S.
1021,1090,231,232,0.249,457,66,0,0,483,U.S. 85,N.M. 483,N.M.
1090,1091,254,232,0.032,458,46,0,62,0,U.S. 180,U.S. 62,U.S.
1091,1093,247,232,0.041,459,68,0,0,529,U.S. 85,N.M. 529,N.M.
1023,1093,232,233,0.296,460,67,0,0,238,U.S. 85,N.M. 238,N.M.
1093,1061,247,233,0.487,461,68,0,0,529,U.S. 85,N.M. 529,N.M.
1040,1100,190,242,0.388,462,183,25,0,0,U.S. 85,I 25,Interstate
1040,1101,242,229,0.313,463,181,0,0,187,U.S. 85,N.M. 187,N.M.
1060,1109,247,246,0.304,464,84,0,0,31,U.S. 85,N.M. 31,N.M.
1109,1072,245,246,0.304,465,85,0,0,360,U.S. 85,N.M. 360,N.M.
1039,1114,229,241,0.446,466,153,0,0,27,U.S. 85,N.M. 27,N.M.
1101,1114,257,229,0.313,467,154,0,0,26,U.S. 85,N.M. 26,N.M.
1091,1116,254,247,0.371,468,46,0,62,0,U.S. 180,U.S. 62,U.S.
1118,1087,253,251,0.171,469,40,0,0,18,U.S. 85,N.M. 18,N.M.
1116,1119,261,260,0.129,470,46,0,62,0,U.S. 180,U.S. 62,U.S.
1119,1116,247,260,0.158,471,42,0,0,243,U.S. 85,N.M. 243,N.M.
1121,1109,245,247,0.087,472,85,0,0,360,U.S. 85,N.M. 360,N.M.
1124,1121,263,247,0.031,473,46,0,62,0,U.S. 180,U.S. 62,U.S.
1119,1124,261,247,0.134,474,46,0,62,0,U.S. 180,U.S. 62,U.S.
1052,1126,234,244,0.346,475,65,0,54,0,U.S. 85,U.S. 54,U.S.
1057,1128,245,243,0.344,476,52,0,285,0,U.S. 85,U.S. 285,U.S.
1089,1129,253,254,0.231,477,57,0,0,8,U.S. 85,N.M. 8,N.M.
1116,1129,254,261,0.483,478,42,0,0,176,U.S. 85,N.M. 176,N.M.
1128,1132,245,243,0.073,479,52,0,285,0,U.S. 85,U.S. 285,U.S.
1134,1118,253,262,0.1,480,41,0,0,207,U.S. 85,N.M. 207,N.M.
1129,1134,253,261,0.107,481,42,0,0,176,U.S. 85,N.M. 176,N.M.
1135,1118,262,251,0.091,482,40,0,0,18,U.S. 85,N.M. 18,N.M.
1136,1135,262,265,0.033,483,43,0,0,176,U.S. 85,N.M. 176,N.M.
1136,1134,261,262,0.007,484,41,0,0,18,U.S. 85,N.M. 18,N.M.
1135,1138,251,264,0.06,485,43,0,0,176,U.S. 85,N.M. 176,N.M.
1096,1141,221,221,0.302,486,144,0,0,464,U.S. 85,N.M. 464,N.M.
1132,1144,245,243,0.132,487,51,0,0,524,U.S. 85,N.M. 524,N.M.
1144,1149,263,243,0.002,488,46,0,0,0,U.S. 85,Unknown,Unknown
1149,1154,263,243,0.022,489,47,0,285,0,U.S. 85,U.S. 285,U.S.
1160,1135,265,264,0.099,490,40,0,0,18,U.S. 85,N.M. 18,N.M.
1160,1136,261,265,0.092,491,41,0,0,207,U.S. 85,N.M. 207,N.M.
1158,1162,270,268,0.008,492,145,0,70,0,U.S. 85,U.S. 70,U.S.
1157,1162,268,269,0.031,493,157,10,0,0,U.S. 85,I 10,Interstate
1162,1164,270,269,0.033,494,157,10,0,0,U.S. 85,I 10,Interstate
1124,1166,261,263,0.235,495,50,0,0,31,U.S. 85,N.M. 31,N.M.
1052,1168,244,190,1.01,496,182,0,70,0,U.S. 82,U.S. 70,U.S.
1100,1168,190,256,0.45,497,183,25,0,0,U.S. 85,I 25,Interstate
1168,1169,272,256,0.027,498,182,0,70,0,U.S. 85,U.S. 70,U.S.
1140,1169,256,256,0.164,499,166,0,0,478,U.S. 85,N.M. 478,N.M.
1154,1171,263,267,0.125,500,49,0,285,0,U.S. 85,U.S. 285,U.S.
1166,1171,271,263,0.129,501,50,0,0,31,U.S. 85,N.M. 31,N.M.
1174,1157,255,269,0.159,502,157,10,0,0,U.S. 85,I 10,Interstate
1101,1177,256,257,0.553,503,181,0,0,185,U.S. 85,N.M. 185,N.M.
1114,1181,257,241,0.435,504,154,0,0,26,U.S. 85,N.M. 26,N.M.
1169,1184,272,256,0.039,505,166,0,0,478,U.S. 85,N.M. 478,N.M.
1178,1185,274,275,0.02,506,170,0,0,0,U.S. 85,Unknown,Unknown
1186,1184,256,277,0.012,507,173,0,0,28,U.S. 85,N.M. 28,N.M.
1177,1186,256,274,0.023,508,181,0,0,0,U.S. 85,Unknown,Unknown
1187,1186,274,281,0.003,509,173,0,0,28,U.S. 85,N.M. 28,N.M.
1185,1187,274,279,0.019,510,157,10,0,0,U.S. 85,I 10,Interstate
1186,1188,277,281,0.007,511,181,0,0,0,U.S. 85,Unknown,Unknown
1187,1188,281,282,0.008,512,157,10,0,0,U.S. 85,I 10,Interstate
1189,1185,275,278,0.036,513,157,10,0,0,U.S. 85,I 10,Interstate
1180,1189,275,276,0.025,514,171,0,0,0,U.S. 85,Unknown,Unknown
1191,1189,276,283,0.037,515,157,10,0,0,U.S. 85,I 10,Interstate
1184,1192,272,277,0.016,516,166,0,0,478,U.S. 85,N.M. 478,N.M.
1188,1192,277,282,0.014,517,157,10,0,0,U.S. 85,I 10,Interstate
1197,1187,279,282,0.012,518,173,0,0,28,U.S. 85,N.M. 28,N.M.
1185,1197,279,278,0.019,519,170,0,0,0,U.S. 85,Unknown,Unknown
1207,1174,255,273,0.087,520,157,10,0,0,U.S. 85,I 10,Interstate
1192,1213,272,284,0.045,521,157,10,0,0,U.S. 85,I 10,Interstate
1189,1212,278,283,0.035,522,171,0,0,359,U.S. 85,N.M. 359,N.M.
1210,1207,255,289,0.106,523,157,10,0,0,U.S. 85,I 10,Interstate
1155,1222,267,243,0.176,524,47,0,62,0,U.S. 180,U.S. 62,U.S.
1212,1223,278,283,0.082,525,172,0,0,372,U.S. 85,N.M. 372,N.M.
1222,1225,267,267,0.068,526,58,0,0,396,U.S. 85,N.M. 396,N.M.
1192,1228,284,282,0.104,527,166,0,0,478,U.S. 85,N.M. 478,N.M.
1223,1228,282,290,0.052,528,172,0,0,0,U.S. 85,Unknown,Unknown
1230,1229,261,271,0.011,529,44,0,0,128,U.S. 85,N.M. 128,N.M.
1166,1230,261,271,0.723,530,44,0,0,128,U.S. 85,N.M. 128,N.M.
1233,1160,261,264,0.236,531,40,0,0,18,U.S. 85,N.M. 18,N.M.
1233,1232,264,291,0.123,532,45,0,0,128,U.S. 85,N.M. 128,N.M.
1235,1233,261,271,0.005,533,45,0,0,128,U.S. 85,N.M. 128,N.M.
1229,1235,261,271,0.157,534,44,0,0,128,U.S. 85,N.M. 128,N.M.
1235,1236,271,271,0.051,535,44,0,0,205,U.S. 85,N.M. 205,N.M.
1218,1238,286,286,0.198,536,163,0,0,381,U.S. 85,N.M. 381,N.M.
1242,1233,271,291,0.134,537,40,0,0,18,U.S. 85,N.M. 18,N.M.
1228,1246,284,290,0.197,538,166,0,0,478,U.S. 85,N.M. 478,N.M.
1223,1248,290,283,0.239,539,170,0,0,28,U.S. 85,N.M. 28,N.M.
1171,1250,271,267,0.35,540,49,0,285,0,U.S. 85,U.S. 285,U.S.
1222,1252,267,243,0.324,541,47,0,62,0,U.S. 180,U.S. 62,U.S.
1246,1254,295,293,0.018,542,166,0,0,478,U.S. 85,N.M. 478,N.M.
1254,1258,294,293,0.008,543,166,0,0,478,U.S. 85,N.M. 478,N.M.
1126,1260,259,244,0.614,544,65,0,54,0,U.S. 85,U.S. 54,U.S.
1174,1266,269,273,0.368,545,159,0,0,338,U.S. 85,N.M. 338,N.M.
1267,1207,289,273,0.363,546,160,0,80,80,U.S. 85,N.M. 80,N.M.
1267,1266,273,296,0.237,547,161,0,0,9,U.S. 85,N.M. 9,N.M.
1272,1226,269,286,0.283,548,158,0,0,81,U.S. 85,N.M. 81,N.M.
1266,1272,269,296,0.507,549,161,0,0,9,U.S. 85,N.M. 9,N.M.
1281,1267,289,296,0.132,550,160,0,80,80,U.S. 85,N.M. 80,N.M.
1266,1291,296,296,0.566,551,159,0,0,338,U.S. 85,N.M. 338,N.M.
1292,1272,296,299,0.676,552,158,0,0,81,U.S. 85,N.M. 81,N.M.
1293,61,0,0,0.388,553,341,0,64,0,U.S. 85,U.S. 64,U.S.
1295,46,0,0,0.096,554,331,0,84,0,U.S. 85,U.S. 84,U.S.
1296,56,0,0,0.276,555,333,0,0,511,U.S. 85,N.M. 511,N.M.
1300,74,0,0,0.017,556,340,0,64,0,U.S. 85,U.S. 64,U.S.
1305,85,0,0,0.008,557,353,0,550,0,U.S. 85,U.S. 550,U.S.
52,1305,0,0,0.216,558,337,0,550,0,U.S. 85,U.S. 550,U.S.
1306,85,0,0,0.009,559,354,0,64,0,U.S. 85,U.S. 64,U.S.
96,1306,0,0,0.225,560,336,0,64,0,U.S. 85,U.S. 64,U.S.
1314,748,0,0,0.061,561,100,0,0,108,U.S. 85,N.M. 108,N.M.
630,1314,0,0,0.197,562,228,0,0,108,U.S. 85,N.M. 108,N.M.
671,1319,0,0,0.014,563,225,0,0,209,U.S. 85,N.M. 209,N.M.
1319,759,0,0,0.117,564,88,0,0,209,U.S. 85,N.M. 209,N.M.
651,1325,0,0,0.057,565,224,0,0,0,U.S. 85,Unknown,Unknown
753,1325,0,0,0.067,566,105,0,0,0,U.S. 85,Unknown,Unknown
653,1330,0,0,0.061,567,223,0,0,224,U.S. 85,N.M. 224,N.M.
1330,744,0,0,0.035,568,103,0,0,224,U.S. 85,N.M. 224,N.M.
1335,728,0,0,0.015,569,107,0,0,268,U.S. 85,N.M. 268,N.M.
654,1335,0,0,0.037,570,221,0,0,268,U.S. 85,N.M. 268,N.M.
674,1341,0,0,0.03,571,219,0,0,0,U.S. 85,Unknown,Unknown
1341,767,0,0,0.167,572,108,0,0,0,U.S. 85,Unknown,Unknown
1350,674,0,0,0.092,573,219,0,0,89,U.S. 85,N.M. 89,N.M.
1352,728,0,0,0.178,574,106,0,0,89,U.S. 85,N.M. 89,N.M.
1352,1350,0,0,0.021,575,367,0,0,89,U.S. 85,N.M. 89,N.M.
1356,1155,0,0,0.026,576,48,0,62,0,U.S. 180,U.S. 62,U.S.
1149,1356,0,0,0.008,577,46,0,62,0,U.S. 180,U.S. 62,U.S.
1132,1361,0,0,0.13,578,52,0,285,0,U.S. 85,U.S. 285,U.S.
1361,1144,0,0,0.004,579,46,0,285,0,U.S. 85,U.S. 285,U.S.
1121,1361,0,0,0.248,580,46,0,62,0,U.S. 180,U.S. 62,U.S.
951,1365,0,0,0.444,581,78,0,380,0,U.S. 70,U.S. 380,U.S.
1365,941,0,0,0.306,582,71,0,380,0,U.S. 70,U.S. 380,U.S.
1043,1368,0,0,0.277,583,86,0,82,0,U.S. 85,U.S. 82,U.S.
1368,980,0,0,0.45,584,86,0,0,244,U.S. 85,N.M. 244,N.M.
1032,1369,0,0,0.252,585,60,0,82,0,U.S. 85,U.S. 82,U.S.
1368,1369,0,0,0.022,586,368,0,82,0,U.S. 85,U.S. 82,U.S.
1197,1375,0,0,0.005,587,170,0,0,28,U.S. 85,N.M. 28,N.M.
1375,1223,0,0,0.07,588,170,0,0,28,U.S. 85,N.M. 28,N.M.
1212,1375,0,0,0.028,589,171,0,0,359,U.S. 85,N.M. 359,N.M.
1391,772,0,0,0.172,590,109,0,0,252,U.S. 85,N.M. 252,N.M.
646,1391,0,0,0.175,591,217,0,0,252,U.S. 85,N.M. 252,N.M.
703,1394,0,0,0.011,592,210,0,0,203,U.S. 85,N.M. 203,N.M.
1398,763,0,0,0.149,593,110,0,84,0,U.S. 85,U.S. 84,U.S.
1394,1398,0,0,0.108,594,209,0,0,203,U.S. 85,N.M. 203,N.M.
619,1398,0,0,0.343,595,211,0,84,0,U.S. 85,U.S. 84,U.S.
378,1418,0,0,0.094,596,203,0,285,0,U.S. 85,U.S. 285,U.S.
1418,411,0,0,0.009,597,203,0,285,0,U.S. 85,U.S. 285,U.S.
403,1418,0,0,0.026,598,236,0,0,553,U.S. 85,N.M. 553,N.M.
1419,281,0,0,0.001,599,302,0,0,0,U.S. 85,Unknown,Unknown
631,1425,0,0,0.265,600,206,0,54,0,U.S. 85,U.S. 54,U.S.
1425,735,0,0,0.037,601,112,0,54,0,U.S. 85,U.S. 54,U.S.
1434,732,0,0,0.015,602,119,0,0,41,U.S. 85,N.M. 41,N.M.
636,1434,0,0,0.134,603,237,0,0,41,U.S. 85,N.M. 41,N.M.
766,1439,0,0,0.182,604,116,0,0,3,U.S. 85,N.M. 3,N.M.
663,1439,0,0,0.034,605,204,0,0,3,U.S. 85,N.M. 3,N.M.
453,1452,0,0,0.026,606,201,0,0,122,U.S. 85,N.M. 122,N.M.
1452,469,0,0,0.086,607,201,0,0,122,U.S. 85,N.M. 122,N.M.
561,1455,0,0,0.226,608,185,40,0,0,U.S. 85,I 40,Interstate
1455,533,0,0,0.127,609,185,40,0,0,U.S. 85,I 40,Interstate
1457,1449,0,0,0.2,610,371,0,0,283,U.S. 85,N.M. 283,N.M.
1128,1237,243,243,0.741,611,59,0,0,137,U.S. 85,N.M. 137,N.M.
1000,1053,225,196,0.595,612,75,0,0,13,U.S. 85,N.M. 13,N.M.
1048,1111,243,236,0.379,613,61,0,0,24,U.S. 85,N.M. 24,N.M.
1056,1108,236,234,0.334,614,62,0,0,24,U.S. 85,N.M. 24,N.M.
1056,1043,219,236,0.079,615,60,0,0,130,U.S. 85,N.M. 130,N.M.
1369,1056,0,0,0.259,616,60,0,0,130,U.S. 85,N.M. 130,N.M.
1257,1111,259,243,0.844,617,63,0,0,506,U.S. 85,N.M. 506,N.M.
1111,1108,259,236,0.028,618,63,0,0,24,U.S. 85,N.M. 24,N.M.
1108,1126,259,234,0.738,619,63,0,0,506,U.S. 85,N.M. 506,N.M.
934,941,210,196,0.014,620,77,0,285,0,U.S. 85,U.S. 285,U.S.
935,934,189,196,0.0,621,52,0,285,0,U.S. 85,U.S. 285,U.S.
923,935,189,196,0.044,622,64,0,285,0,U.S. 85,U.S. 285,U.S.
919,923,189,174,0.02,623,64,0,285,0,U.S. 85,U.S. 285,U.S.
859,919,165,174,0.464,624,64,0,285,0,U.S. 85,U.S. 285,U.S.
838,859,166,174,0.311,625,64,0,285,0,U.S. 85,U.S. 285,U.S.
736,838,157,137,0.591,626,64,0,285,0,U.S. 85,U.S. 285,U.S.
891,923,174,196,0.724,627,79,0,0,246,U.S. 85,N.M. 246,N.M.
908,891,174,195,0.596,628,79,0,0,246,U.S. 85,N.M. 246,N.M.
891,951,196,195,0.357,629,82,0,0,368,U.S. 85,N.M. 368,N.M.
855,919,189,165,1.013,630,88,0,70,0,U.S. 85,U.S. 70,U.S.
831,855,180,183,0.295,631,88,0,70,0,U.S. 85,U.S. 70,U.S.
823,831,180,175,0.099,632,88,0,70,0,U.S. 85,U.S. 70,U.S.
815,818,160,173,0.021,633,88,0,70,0,U.S. 85,U.S. 70,U.S.
792,813,160,170,0.252,634,88,0,70,0,U.S. 85,U.S. 70,U.S.
774,1468,0,0,0.029,635,100,0,0,108,U.S. 85,N.M. 108,N.M.
774,777,167,161,0.146,636,101,0,0,523,U.S. 85,N.M. 523,N.M.
788,790,170,137,0.062,637,111,0,60,0,U.S. 84,U.S. 60,U.S.
790,789,169,137,0.052,638,111,0,60,0,U.S. 84,U.S. 60,U.S.
789,784,169,159,0.227,639,111,0,60,0,U.S. 84,U.S. 60,U.S.
767,772,165,137,0.073,640,111,0,60,0,U.S. 84,U.S. 60,U.S.
782,781,165,137,0.017,641,111,0,60,0,U.S. 84,U.S. 60,U.S.
781,767,165,137,0.302,642,111,0,60,0,U.S. 84,U.S. 60,U.S.
784,782,169,137,0.07,643,111,0,60,0,U.S. 84,U.S. 60,U.S.
772,763,165,137,0.252,644,111,0,60,0,U.S. 84,U.S. 60,U.S.
764,771,166,137,0.43,645,111,0,60,0,U.S. 85,U.S. 60,U.S.
771,735,157,137,0.514,646,111,0,60,0,U.S. 85,U.S. 60,U.S.
735,736,157,137,0.011,647,111,0,60,0,U.S. 85,U.S. 60,U.S.
1430,736,0,0,0.022,648,64,0,60,0,U.S. 85,U.S. 60,U.S.
1430,740,0,0,0.045,649,65,0,60,0,U.S. 85,U.S. 60,U.S.
740,1443,0,0,0.132,650,115,0,60,0,U.S. 85,U.S. 60,U.S.
663,1443,0,0,0.103,651,205,0,60,0,U.S. 85,U.S. 60,U.S.
657,663,137,137,0.008,652,205,0,60,0,U.S. 85,U.S. 60,U.S.
699,657,135,137,0.432,653,205,0,60,0,U.S. 85,U.S. 60,U.S.
699,738,137,135,0.162,654,120,0,60,0,U.S. 85,U.S. 60,U.S.
738,732,156,135,0.03,655,120,0,60,0,U.S. 85,U.S. 60,U.S.
732,756,156,135,0.201,656,120,0,60,0,U.S. 85,U.S. 60,U.S.
756,793,164,127,0.353,657,120,0,60,0,U.S. 85,U.S. 60,U.S.
793,797,164,127,0.249,658,120,0,60,0,U.S. 85,U.S. 60,U.S.
797,796,164,127,0.064,659,120,0,60,0,U.S. 85,U.S. 60,U.S.
749,1403,0,0,0.095,660,123,0,0,109,U.S. 85,N.M. 109,N.M.
627,659,127,127,0.162,661,190,0,0,47,U.S. 85,N.M. 47,N.M.
614,627,127,141,0.042,662,190,0,0,47,U.S. 85,N.M. 47,N.M.
598,614,127,147,0.02,663,190,0,0,47,U.S. 85,N.M. 47,N.M.
573,598,127,141,0.098,664,190,0,0,47,U.S. 85,N.M. 47,N.M.
560,573,128,128,0.038,665,190,0,0,47,U.S. 85,N.M. 47,N.M.
583,595,142,143,0.053,666,189,0,0,45,U.S. 85,N.M. 45,N.M.
548,583,128,128,0.081,667,189,0,0,45,U.S. 85,N.M. 45,N.M.
625,627,141,127,0.034,668,195,0,0,6,U.S. 85,N.M. 6,N.M.
620,625,143,152,0.035,669,195,0,0,6,U.S. 85,N.M. 6,N.M.
561,620,128,127,0.536,670,195,0,0,6,U.S. 85,N.M. 6,N.M.
389,385,80,93,0.078,671,200,0,666,0,U.S. 85,U.S. 666,U.S.
418,401,80,95,0.127,672,199,0,666,0,U.S. 85,U.S. 666,U.S.
1470,387,0,0,0.026,673,200,0,0,564,U.S. 85,N.M. 564,N.M.
1469,1470,0,0,0.004,674,200,0,666,0,U.S. 85,U.S. 666,U.S.
385,1469,0,0,0.075,675,200,0,666,0,U.S. 85,U.S. 666,U.S.
