year,state,county,hai,operative_procedure,facility_id,facility_name,hospital_category_risk_adjustment,facility_type,procedure_count,infections_reported,infections_predicted
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),70001355.0,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,Major Teaching,89,0,0.43
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Gallbladder surgery,70001355.0,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,Major Teaching,121,0,0.63
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Gastric surgery,70001355.0,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,Major Teaching,24,0,0.37
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Hip prosthesis,70001355.0,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,Major Teaching,48,1,0.31
2020H1,California,Santa Clara,Surgical Site Infections (SSI),"Hysterectomy, abdominal",70001355.0,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,Major Teaching,44,0,0.53
2020H1,California,Santa Clara,Surgical Site Infections (SSI),"Hysterectomy, vaginal",70001355.0,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,Major Teaching,1,0,0.01
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Kidney surgery,70001355.0,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,Major Teaching,47,0,0.16
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Knee prosthesis,70001355.0,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,Major Teaching,19,1,0.07
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Open reduction of fracture,70001355.0,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,Major Teaching,43,0,0.27
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Ovarian surgery,70001355.0,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,Major Teaching,52,0,0.05
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Pacemaker surgery,70001355.0,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,Major Teaching,6,0,0.01
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Rectal surgery,70001355.0,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,Major Teaching,10,0,0.06
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Small bowel surgery,70001355.0,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,Major Teaching,34,0,0.68
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Spleen surgery,70001355.0,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,Major Teaching,2,0,0.01
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Thoracic surgery,70001355.0,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,Major Teaching,103,0,0.69
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,70001357.0,Stanford Health Care,Acute Care Hospital,Major Teaching,12,0,0.08
2020H1,California,Santa Clara,Surgical Site Infections (SSI),All procedures,70001357.0,Stanford Health Care,Acute Care Hospital,Major Teaching,4876,45,57.42
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Appendix surgery,70001357.0,Stanford Health Care,Acute Care Hospital,Major Teaching,74,0,0.44
2020H1,California,Santa Clara,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",70001357.0,Stanford Health Care,Acute Care Hospital,Major Teaching,238,6,10.42
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Cardiac surgery,70001357.0,Stanford Health Care,Acute Care Hospital,Major Teaching,276,6,1.08
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Colon surgery,70001357.0,Stanford Health Care,Acute Care Hospital,Major Teaching,252,4,9.21
2020H1,California,Santa Clara,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",70001357.0,Stanford Health Care,Acute Care Hospital,Major Teaching,94,1,0.87
2020H1,California,Santa Clara,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",70001357.0,Stanford Health Care,Acute Care Hospital,Major Teaching,8,0,0.13
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),70001357.0,Stanford Health Care,Acute Care Hospital,Major Teaching,436,2,2.54
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Gallbladder surgery,70001357.0,Stanford Health Care,Acute Care Hospital,Major Teaching,188,0,1.68
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Gastric surgery,70001357.0,Stanford Health Care,Acute Care Hospital,Major Teaching,113,0,1.81
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Heart transplant,70001357.0,Stanford Health Care,Acute Care Hospital,Major Teaching,32,0,0.89
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Hip prosthesis,70001357.0,Stanford Health Care,Acute Care Hospital,Major Teaching,297,6,2.76
2020H1,California,Santa Clara,Surgical Site Infections (SSI),"Hysterectomy, abdominal",70001357.0,Stanford Health Care,Acute Care Hospital,Major Teaching,158,2,1.92
2020H1,California,Santa Clara,Surgical Site Infections (SSI),"Hysterectomy, vaginal",70001357.0,Stanford Health Care,Acute Care Hospital,Major Teaching,14,0,0.1
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Kidney surgery,70001357.0,Stanford Health Care,Acute Care Hospital,Major Teaching,115,0,0.38
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Kidney transplant,70001357.0,Stanford Health Care,Acute Care Hospital,Major Teaching,59,0,0.39
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Knee prosthesis,70001357.0,Stanford Health Care,Acute Care Hospital,Major Teaching,286,3,1.57
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Laminectomy,70001357.0,Stanford Health Care,Acute Care Hospital,Major Teaching,399,0,1.78
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Liver transplant,70001357.0,Stanford Health Care,Acute Care Hospital,Major Teaching,33,0,1.59
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Open reduction of fracture,70001357.0,Stanford Health Care,Acute Care Hospital,Major Teaching,212,2,1.64
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Ovarian surgery,70001357.0,Stanford Health Care,Acute Care Hospital,Major Teaching,148,0,0.1
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Pacemaker surgery,70001357.0,Stanford Health Care,Acute Care Hospital,Major Teaching,211,0,0.45
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Rectal surgery,70001357.0,Stanford Health Care,Acute Care Hospital,Major Teaching,81,1,1.85
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Small bowel surgery,70001357.0,Stanford Health Care,Acute Care Hospital,Major Teaching,303,5,6.29
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Spinal fusion,70001357.0,Stanford Health Care,Acute Care Hospital,Major Teaching,445,6,4.91
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Spleen surgery,70001357.0,Stanford Health Care,Acute Care Hospital,Major Teaching,47,0,0.2
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Thoracic surgery,70001357.0,Stanford Health Care,Acute Care Hospital,Major Teaching,345,1,2.33
2020H1,California,San Diego,Surgical Site Infections (SSI),All procedures,80000022.0,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",2041,10,13.09
2020H1,California,San Diego,Surgical Site Infections (SSI),Appendix surgery,80000022.0,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",65,0,0.19
2020H1,California,San Diego,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",80000022.0,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",41,3,1.13
2020H1,California,San Diego,Surgical Site Infections (SSI),Colon surgery,80000022.0,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",67,0,1.41
2020H1,California,San Diego,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),80000022.0,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",62,0,0.35
2020H1,California,San Diego,Surgical Site Infections (SSI),Gallbladder surgery,80000022.0,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",71,0,0.31
2020H1,California,San Diego,Surgical Site Infections (SSI),Gastric surgery,80000022.0,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",42,1,0.49
2020H1,California,San Diego,Surgical Site Infections (SSI),Hip prosthesis,80000022.0,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",324,2,1.26
2020H1,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, abdominal",80000022.0,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",7,0,0.03
2020H1,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, vaginal",80000022.0,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",3,0,0.01
2020H1,California,San Diego,Surgical Site Infections (SSI),Kidney surgery,80000022.0,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",63,0,0.21
2020H1,California,San Diego,Surgical Site Infections (SSI),Kidney transplant,80000022.0,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",45,0,0.24
2020H1,California,San Diego,Surgical Site Infections (SSI),Knee prosthesis,80000022.0,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",458,1,1.24
2020H1,California,San Diego,Surgical Site Infections (SSI),Laminectomy,80000022.0,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",232,0,0.68
2020H1,California,San Diego,Surgical Site Infections (SSI),Liver transplant,80000022.0,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",23,1,1.02
2020H1,California,San Diego,Surgical Site Infections (SSI),Open reduction of fracture,80000022.0,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",45,0,0.25
2020H1,California,San Diego,Surgical Site Infections (SSI),Ovarian surgery,80000022.0,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",3,0,0.0
2020H1,California,San Diego,Surgical Site Infections (SSI),Rectal surgery,80000022.0,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",18,0,0.43
2020H1,California,San Diego,Surgical Site Infections (SSI),Small bowel surgery,80000022.0,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",99,0,2.05
2020H1,California,San Diego,Surgical Site Infections (SSI),Spinal fusion,80000022.0,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",340,2,1.69
2020H1,California,San Diego,Surgical Site Infections (SSI),Spleen surgery,80000022.0,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",6,0,0.02
2020H1,California,San Diego,Surgical Site Infections (SSI),Thoracic surgery,80000022.0,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",27,0,0.07
2020H1,California,San Diego,Surgical Site Infections (SSI),All procedures,80000023.0,"Rady Children's Hospital, San Diego",Acute Care Hospital,Pediatric,45,2,0.31
2020H1,California,San Diego,Surgical Site Infections (SSI),Appendix surgery,80000023.0,"Rady Children's Hospital, San Diego",Acute Care Hospital,Pediatric,6,0,0.01
2020H1,California,San Diego,Surgical Site Infections (SSI),Cardiac surgery,80000023.0,"Rady Children's Hospital, San Diego",Acute Care Hospital,Pediatric,3,0,0.01
2020H1,California,San Diego,Surgical Site Infections (SSI),Colon surgery,80000023.0,"Rady Children's Hospital, San Diego",Acute Care Hospital,Pediatric,3,1,0.09
2020H1,California,San Diego,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),80000023.0,"Rady Children's Hospital, San Diego",Acute Care Hospital,Pediatric,5,0,0.02
2020H1,California,San Diego,Surgical Site Infections (SSI),Gallbladder surgery,80000023.0,"Rady Children's Hospital, San Diego",Acute Care Hospital,Pediatric,4,0,0.01
2020H1,California,San Diego,Surgical Site Infections (SSI),Gastric surgery,80000023.0,"Rady Children's Hospital, San Diego",Acute Care Hospital,Pediatric,3,0,0.01
2020H1,California,San Diego,Surgical Site Infections (SSI),Laminectomy,80000023.0,"Rady Children's Hospital, San Diego",Acute Care Hospital,Pediatric,6,1,0.02
2020H1,California,San Diego,Surgical Site Infections (SSI),Open reduction of fracture,80000023.0,"Rady Children's Hospital, San Diego",Acute Care Hospital,Pediatric,3,0,0.02
2020H1,California,San Diego,Surgical Site Infections (SSI),Ovarian surgery,80000023.0,"Rady Children's Hospital, San Diego",Acute Care Hospital,Pediatric,2,0,0.0
2020H1,California,San Diego,Surgical Site Infections (SSI),Small bowel surgery,80000023.0,"Rady Children's Hospital, San Diego",Acute Care Hospital,Pediatric,2,0,0.05
2020H1,California,San Diego,Surgical Site Infections (SSI),Spinal fusion,80000023.0,"Rady Children's Hospital, San Diego",Acute Care Hospital,Pediatric,8,0,0.07
2020H1,California,San Diego,Surgical Site Infections (SSI),All procedures,80000036.0,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,2315,20,19.82
2020H1,California,San Diego,Surgical Site Infections (SSI),Appendix surgery,80000036.0,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,182,1,1.07
2020H1,California,San Diego,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",80000036.0,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,26,4,1.08
2020H1,California,San Diego,Surgical Site Infections (SSI),Cardiac surgery,80000036.0,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,97,3,0.44
2020H1,California,San Diego,Surgical Site Infections (SSI),Cesarean section,80000036.0,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,1,0,0.0
2020H1,California,San Diego,Surgical Site Infections (SSI),Colon surgery,80000036.0,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,182,6,4.52
2020H1,California,San Diego,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",80000036.0,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,43,0,0.36
2020H1,California,San Diego,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",80000036.0,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,6,0,0.04
2020H1,California,San Diego,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),80000036.0,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,180,1,1.13
2020H1,California,San Diego,Surgical Site Infections (SSI),Gallbladder surgery,80000036.0,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,242,1,0.93
2020H1,California,San Diego,Surgical Site Infections (SSI),Gastric surgery,80000036.0,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,113,1,0.8
2020H1,California,San Diego,Surgical Site Infections (SSI),Heart transplant,80000036.0,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,3,0,0.02
2020H1,California,San Diego,Surgical Site Infections (SSI),Hip prosthesis,80000036.0,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,140,0,1.08
2020H1,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, abdominal",80000036.0,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,16,0,0.15
2020H1,California,San Diego,Surgical Site Infections (SSI),Kidney surgery,80000036.0,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,48,0,0.16
2020H1,California,San Diego,Surgical Site Infections (SSI),Kidney transplant,80000036.0,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,36,0,0.18
2020H1,California,San Diego,Surgical Site Infections (SSI),Knee prosthesis,80000036.0,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,136,0,0.52
2020H1,California,San Diego,Surgical Site Infections (SSI),Laminectomy,80000036.0,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,160,0,0.58
2020H1,California,San Diego,Surgical Site Infections (SSI),Open reduction of fracture,80000036.0,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,275,0,2.17
2020H1,California,San Diego,Surgical Site Infections (SSI),Ovarian surgery,80000036.0,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,10,0,0.01
2020H1,California,San Diego,Surgical Site Infections (SSI),Rectal surgery,80000036.0,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,38,0,0.76
2020H1,California,San Diego,Surgical Site Infections (SSI),Small bowel surgery,80000036.0,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,112,2,2.23
2020H1,California,San Diego,Surgical Site Infections (SSI),Spinal fusion,80000036.0,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,195,0,1.21
2020H1,California,San Diego,Surgical Site Infections (SSI),Spleen surgery,80000036.0,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,6,0,0.03
2020H1,California,San Diego,Surgical Site Infections (SSI),Thoracic surgery,80000036.0,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,68,1,0.36
2020H1,California,San Diego,Surgical Site Infections (SSI),All procedures,80000045.0,Grossmont Hospital,Acute Care Hospital,Major Teaching,1855,8,11.2
2020H1,California,San Diego,Surgical Site Infections (SSI),Appendix surgery,80000045.0,Grossmont Hospital,Acute Care Hospital,Major Teaching,118,1,0.61
2020H1,California,San Diego,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",80000045.0,Grossmont Hospital,Acute Care Hospital,Major Teaching,13,0,0.32
2020H1,California,San Diego,Surgical Site Infections (SSI),Cardiac surgery,80000045.0,Grossmont Hospital,Acute Care Hospital,Major Teaching,59,0,0.26
2020H1,California,San Diego,Surgical Site Infections (SSI),Cesarean section,80000045.0,Grossmont Hospital,Acute Care Hospital,Major Teaching,381,0,1.12
2020H1,California,San Diego,Surgical Site Infections (SSI),Colon surgery,80000045.0,Grossmont Hospital,Acute Care Hospital,Major Teaching,76,1,1.78
2020H1,California,San Diego,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",80000045.0,Grossmont Hospital,Acute Care Hospital,Major Teaching,24,0,0.21
2020H1,California,San Diego,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",80000045.0,Grossmont Hospital,Acute Care Hospital,Major Teaching,8,0,0.07
2020H1,California,San Diego,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),80000045.0,Grossmont Hospital,Acute Care Hospital,Major Teaching,118,1,0.61
2020H1,California,San Diego,Surgical Site Infections (SSI),Gallbladder surgery,80000045.0,Grossmont Hospital,Acute Care Hospital,Major Teaching,263,0,0.81
2020H1,California,San Diego,Surgical Site Infections (SSI),Gastric surgery,80000045.0,Grossmont Hospital,Acute Care Hospital,Major Teaching,20,0,0.38
2020H1,California,San Diego,Surgical Site Infections (SSI),Hip prosthesis,80000045.0,Grossmont Hospital,Acute Care Hospital,Major Teaching,116,1,1.12
2020H1,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, abdominal",80000045.0,Grossmont Hospital,Acute Care Hospital,Major Teaching,25,0,0.18
2020H1,California,San Diego,Surgical Site Infections (SSI),Kidney surgery,80000045.0,Grossmont Hospital,Acute Care Hospital,Major Teaching,12,0,0.04
2020H1,California,San Diego,Surgical Site Infections (SSI),Knee prosthesis,80000045.0,Grossmont Hospital,Acute Care Hospital,Major Teaching,90,0,0.41
2020H1,California,San Diego,Surgical Site Infections (SSI),Laminectomy,80000045.0,Grossmont Hospital,Acute Care Hospital,Major Teaching,95,0,0.4
2020H1,California,San Diego,Surgical Site Infections (SSI),Open reduction of fracture,80000045.0,Grossmont Hospital,Acute Care Hospital,Major Teaching,97,2,0.69
2020H1,California,San Diego,Surgical Site Infections (SSI),Ovarian surgery,80000045.0,Grossmont Hospital,Acute Care Hospital,Major Teaching,17,0,0.01
2020H1,California,San Diego,Surgical Site Infections (SSI),Pacemaker surgery,80000045.0,Grossmont Hospital,Acute Care Hospital,Major Teaching,81,0,0.15
2020H1,California,San Diego,Surgical Site Infections (SSI),Rectal surgery,80000045.0,Grossmont Hospital,Acute Care Hospital,Major Teaching,18,0,0.29
2020H1,California,San Diego,Surgical Site Infections (SSI),Small bowel surgery,80000045.0,Grossmont Hospital,Acute Care Hospital,Major Teaching,48,0,0.91
2020H1,California,San Diego,Surgical Site Infections (SSI),Spinal fusion,80000045.0,Grossmont Hospital,Acute Care Hospital,Major Teaching,106,2,0.59
2020H1,California,San Diego,Surgical Site Infections (SSI),Spleen surgery,80000045.0,Grossmont Hospital,Acute Care Hospital,Major Teaching,1,0,0.01
2020H1,California,San Diego,Surgical Site Infections (SSI),Thoracic surgery,80000045.0,Grossmont Hospital,Acute Care Hospital,Major Teaching,69,0,0.22
2020H1,California,San Diego,Surgical Site Infections (SSI),All procedures,80000144.0,"Kaiser Foundation Hospital, Zion",Acute Care Hospital,Major Teaching,842,6,5.84
2020H1,California,San Diego,Surgical Site Infections (SSI),Appendix surgery,80000144.0,"Kaiser Foundation Hospital, Zion",Acute Care Hospital,Major Teaching,60,0,0.42
2020H1,California,San Diego,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",80000144.0,"Kaiser Foundation Hospital, Zion",Acute Care Hospital,Major Teaching,3,0,0.04
2020H1,California,San Diego,Surgical Site Infections (SSI),Colon surgery,80000144.0,"Kaiser Foundation Hospital, Zion",Acute Care Hospital,Major Teaching,63,0,1.35
2020H1,California,San Diego,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),80000144.0,"Kaiser Foundation Hospital, Zion",Acute Care Hospital,Major Teaching,43,0,0.14
2020H1,California,San Diego,Surgical Site Infections (SSI),Gallbladder surgery,80000144.0,"Kaiser Foundation Hospital, Zion",Acute Care Hospital,Major Teaching,149,0,0.57
2020H1,California,San Diego,Surgical Site Infections (SSI),Gastric surgery,80000144.0,"Kaiser Foundation Hospital, Zion",Acute Care Hospital,Major Teaching,3,0,0.06
2020H1,California,San Diego,Surgical Site Infections (SSI),Hip prosthesis,80000144.0,"Kaiser Foundation Hospital, Zion",Acute Care Hospital,Major Teaching,162,2,1.06
2020H1,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, abdominal",80000144.0,"Kaiser Foundation Hospital, Zion",Acute Care Hospital,Major Teaching,1,0,0.03
2020H1,California,San Diego,Surgical Site Infections (SSI),Kidney surgery,80000144.0,"Kaiser Foundation Hospital, Zion",Acute Care Hospital,Major Teaching,17,0,0.06
2020H1,California,San Diego,Surgical Site Infections (SSI),Knee prosthesis,80000144.0,"Kaiser Foundation Hospital, Zion",Acute Care Hospital,Major Teaching,67,0,0.37
2020H1,California,San Diego,Surgical Site Infections (SSI),Open reduction of fracture,80000144.0,"Kaiser Foundation Hospital, Zion",Acute Care Hospital,Major Teaching,232,4,1.23
2020H1,California,San Diego,Surgical Site Infections (SSI),Pacemaker surgery,80000144.0,"Kaiser Foundation Hospital, Zion",Acute Care Hospital,Major Teaching,11,0,0.02
2020H1,California,San Diego,Surgical Site Infections (SSI),Rectal surgery,80000144.0,"Kaiser Foundation Hospital, Zion",Acute Care Hospital,Major Teaching,1,0,0.02
2020H1,California,San Diego,Surgical Site Infections (SSI),Small bowel surgery,80000144.0,"Kaiser Foundation Hospital, Zion",Acute Care Hospital,Major Teaching,26,0,0.48
2020H1,California,San Diego,Surgical Site Infections (SSI),Spleen surgery,80000144.0,"Kaiser Foundation Hospital, Zion",Acute Care Hospital,Major Teaching,1,0,0.0
2020H1,California,San Diego,Surgical Site Infections (SSI),Thoracic surgery,80000144.0,"Kaiser Foundation Hospital, Zion",Acute Care Hospital,Major Teaching,3,0,0.01
2020H1,California,San Diego,Surgical Site Infections (SSI),All procedures,80000147.0,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",565,5,2.41
2020H1,California,San Diego,Surgical Site Infections (SSI),Appendix surgery,80000147.0,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",33,1,0.11
2020H1,California,San Diego,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",80000147.0,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",1,0,0.01
2020H1,California,San Diego,Surgical Site Infections (SSI),Cesarean section,80000147.0,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",125,0,0.12
2020H1,California,San Diego,Surgical Site Infections (SSI),Colon surgery,80000147.0,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",28,1,0.53
2020H1,California,San Diego,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),80000147.0,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",34,0,0.2
2020H1,California,San Diego,Surgical Site Infections (SSI),Gallbladder surgery,80000147.0,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",33,0,0.1
2020H1,California,San Diego,Surgical Site Infections (SSI),Gastric surgery,80000147.0,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",19,0,0.13
2020H1,California,San Diego,Surgical Site Infections (SSI),Hip prosthesis,80000147.0,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",60,0,0.25
2020H1,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, abdominal",80000147.0,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",15,0,0.07
2020H1,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, vaginal",80000147.0,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",4,0,0.02
2020H1,California,San Diego,Surgical Site Infections (SSI),Knee prosthesis,80000147.0,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",116,2,0.24
2020H1,California,San Diego,Surgical Site Infections (SSI),Open reduction of fracture,80000147.0,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",38,1,0.17
2020H1,California,San Diego,Surgical Site Infections (SSI),Ovarian surgery,80000147.0,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",12,0,0.01
2020H1,California,San Diego,Surgical Site Infections (SSI),Pacemaker surgery,80000147.0,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",17,0,0.03
2020H1,California,San Diego,Surgical Site Infections (SSI),Rectal surgery,80000147.0,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",8,0,0.16
2020H1,California,San Diego,Surgical Site Infections (SSI),Small bowel surgery,80000147.0,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",14,0,0.26
2020H1,California,San Diego,Surgical Site Infections (SSI),Thoracic surgery,80000147.0,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",8,0,0.02
2020H1,California,San Diego,Surgical Site Infections (SSI),All procedures,80000149.0,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",3422,16,19.08
2020H1,California,San Diego,Surgical Site Infections (SSI),Appendix surgery,80000149.0,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",84,0,0.55
2020H1,California,San Diego,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",80000149.0,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",16,1,0.31
2020H1,California,San Diego,Surgical Site Infections (SSI),Cardiac surgery,80000149.0,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",173,1,0.66
2020H1,California,San Diego,Surgical Site Infections (SSI),Cesarean section,80000149.0,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",487,0,0.5
2020H1,California,San Diego,Surgical Site Infections (SSI),Colon surgery,80000149.0,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",107,2,2.83
2020H1,California,San Diego,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",80000149.0,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",188,2,1.37
