zip(long),eiaid(long),utilityname,statevalue,servicetype,ownership,commrate(double precision),indrate(double precision),resrate(double precision)
1073,8774,City of Holyoke - (MA),MA,Bunded,Municipal,0.1215368766377948,0.0974056077333836,0.1222395953980387
4853,8780,"Fox Islands Electric Coop, Inc",ME,Bundled,Cooperative,0.2307926829268292,0.0,0.2891105444727763
4863,8780,"Fox Islands Electrich Coop, Inc",ME,Budnled,Cooperative,0.2307926829268292,0.0,0.2891105444727763
29581,8786,Horry Electric Coop Inc,C,Bundled,Cooperative,0.1323222255057626,0.1043362941031334,0.1343898423292194
29582,8786,HorryElectric Coop Inc,SyC,Bundled,Cooperative,0.1323222255057626,0.1043362941031334,0.1343898423292194
29588,8786,Horry Electric Coop Inc,SnC,Bundled,Coopertaive,0.1323222255057626,0.1043362941031334,0.1343898423292194
29554,8786,Horry Electric Coop Inc,SC,Bnudled,Coosperative,0.1323222255057626,0.1043362941031334,0.1343898423292194
29528,8786,Horry Electric Coop Inc,C,Bundleid,Cooperative,0.1323222255057626,0.1043362941031334,0.1343898423292194
29527,8786,Horry Electric Coop Inc,SC,Bundled,Cooperatiev,0.1323222255057626,0.1043362941031334,0.1343898423292194
29526,8786,Horry Electric Coop Inc,ShC,Bundled,Coperative,0.1323222255057626,0.1043362941031334,0.1343898423292194
29579,8786,Horry Electric Coop Inc,SC,Bundled,Cooperatiev,0.1323222255057626,0.1043362941031334,0.1343898423292194
29571,8786,Horry Electric Coop Inc,uSC,Bunded,Cooperative,0.1323222255057626,0.1043362941031334,0.1343898423292194
29572,8786,Horry Electric Coop Inc,CS,Bundled,Coopaerative,0.1323222255057626,0.1043362941031334,0.1343898423292194
29574,8786,Horry Electric Coop Inc,SC,Bundled,Cooperatvie,0.1323222255057626,0.1043362941031334,0.1343898423292194
29575,8786,Horry Electric Coop Inc,SC,Bundlfed,Cooperative,0.1323222255057626,0.1043362941031334,0.1343898423292194
29576,8786,Horry Electric Coop Inc,SC,Bundled,Cooerative,0.1323222255057626,0.1043362941031334,0.1343898423292194
29577,8786,Horry Electric CoopInc,CS,Bnudled,Cooperative,0.1323222255057626,0.1043362941031334,0.1343898423292194
29545,8786,Horry Electric Coop Inc,SC,Bundled,Cooperative,0.1323222255057626,0.1043362941031334,0.1343898423292194
29544,8786,Horry Electric Coop Inc,bSC,Bundled,Cooperative,0.1323222255057626,0.1043362941031334,0.1343898423292194
29546,8786,Horry Electric Coop Inc,SC,Bunlded,Cooperative,0.1323222255057626,0.1043362941031334,0.1343898423292194
29597,8786,Horry Electric Coop Invc,SC,Buncdled,Cooperative,0.1323222255057626,0.1043362941031334,0.1343898423292194
29511,8786,Horry Electic Coop Inc,SC,Bundled,Cooperative,0.1323222255057626,0.1043362941031334,0.1343898423292194
29569,8786,oHrry Electric Coop Inc,SC,Bundled,Cooperative,0.1323222255057626,0.1043362941031334,0.1343898423292194
29568,8786,Horry Electric Coop Inc,bSC,Bundled,Cooperative,0.1323222255057626,0.1043362941031334,0.1343898423292194
29566,8786,Horry Electric Coop Inc,SC,xBundled,Cooperative,0.1323222255057626,0.1043362941031334,0.1343898423292194
29440,8786,Horry Electric Coop Inc,CS,Bundled,Cooperative,0.1323222255057626,0.1043362941031334,0.1343898423292194
33034,8795,City of Homestead - (FLc),FL,Bundled,Municipal,0.1416674027432523,0.0977834917730829,0.1162929888219711
33090,8795,City of Homstead - (FL),FL,Bundled,Municipal,0.1416674027432523,0.0977834917730829,0.1162929888219711
33030,8795,City of Homestead -(FL),FL,Bunled,Municipal,0.1416674027432523,0.0977834917730829,0.1162929888219711
2018,8796,City of Hingham - (MA),MA,Bundled,Municial,0.1537082357252228,0.1478331177231565,0.1563610141992131
2190,8796,Cit of Hingham - (MA),MA,undled,Municipal,0.1537082357252228,0.1478331177231565,0.1563610141992131
2025,8796,City of Hingham - (MA),AM,Bundgled,Municipal,0.1537082357252228,0.1478331177231565,0.1563610141992131
2370,8796,City of Hingham - (MA),A,Bundled,pMunicipal,0.1537082357252228,0.1478331177231565,0.1563610141992131
2061,8796,City of Hingham - (MA),MA,Bundled,Municpal,0.1537082357252228,0.1478331177231565,0.1563610141992131
2066,8796,City of Hingham - (MA),MA,Bnudled,unicipal,0.1537082357252228,0.1478331177231565,0.1563610141992131
2189,8796,Cit yof Hingham - (MA),gMA,Bundled,Municipal,0.1537082357252228,0.1478331177231565,0.1563610141992131
2043,8796,City of Hingham - (MA),AM,Budnled,Municipal,0.1537082357252228,0.1478331177231565,0.1563610141992131
2045,8796,iCty of Hingham - (MA),A,Bundled,Municipal,0.1537082357252228,0.1478331177231565,0.1563610141992131
2044,8796,City of Hingham - (MA),AM,Bundled,Municipal,0.1537082357252228,0.1478331177231565,0.1563610141992131
62086,8824,M J M Electric Cooprative Inc,IL,uBndled,Coopertaive,0.1206668026101142,0.0,0.1542272372383537
62081,8824,M J M Electric Cooperative Inc,yIL,Bundled,Cooperative,0.1206668026101142,0.0,0.1542272372383537
62082,8824,M J M Electric Cooperative Inc,LI,Bundled,Cooperative,0.1206668026101142,0.0,0.1542272372383537
62088,8824,M J M Electric Cooperative Inc,dIL,Bunlded,Cooperatuive,0.1206668026101142,0.0,0.1542272372383537
62630,8824,M J M Electric Cooperative Inc,IL,yBundled,Cooperative,0.1206668026101142,0.0,0.1542272372383537
62246,8824,M J M Electric Cooperative Inc,IL,Bundled,Cooperative,0.1206668026101142,0.0,0.1542272372383537
62054,8824,M J M Electric Cooperative Inc,IL,Bndled,Cooperatiev,0.1206668026101142,0.0,0.1542272372383537
62089,8824,M J M Electric Cooperatvie Inc,eIL,Bundled,Cooperative,0.1206668026101142,0.0,0.1542272372383537
62649,8824,M J M Electric Coohperative Inc,IL,Bundled,Cooperatiev,0.1206668026101142,0.0,0.1542272372383537
62022,8824,M J M Electric Cooperative Inc,L,Budled,Cooperatie,0.1206668026101142,0.0,0.1542272372383537
62021,8824,M J M Electric Cooperative Inc,IL,Bundlde,Cooperative,0.1206668026101142,0.0,0.1542272372383537
62027,8824,M J M Electric Cooperative Inc,LI,Bundled,Cooperatvie,0.1206668026101142,0.0,0.1542272372383537
62028,8824,M J M Electric Coopertaive Inc,L,Bundled,Cxooperative,0.1206668026101142,0.0,0.1542272372383537
62074,8824,M J M Electric Cooperative Inc,LI,Bundled,Cooperative,0.1206668026101142,0.0,0.1542272372383537
62077,8824,M J M Electric Cooperaive Inc,IL,Bundled,ooperative,0.1206668026101142,0.0,0.1542272372383537
62075,8824,M J M Electrci Cooperative Inc,IL,Bundlde,Cooperative,0.1206668026101142,0.0,0.1542272372383537
62079,8824,M J M Electric Cooperative Inc,IL,Bundlwed,Cooperative,0.1206668026101142,0.0,0.1542272372383537
62560,8824,M J M Electric Cooperfative Inc,IL,Bundld,Cooperatie,0.1206668026101142,0.0,0.1542272372383537
62626,8824,M J M Electric Cooperative Inc,IL,Bunled,Cooperative,0.1206668026101142,0.0,0.1542272372383537
62049,8824,M M Electric Cooperative Inc,IL,Bundled,Coopertaive,0.1206668026101142,0.0,0.1542272372383537
62047,8824,M J M Electric Cooperative Inc,LI,Bundled,Cooperative,0.1206668026101142,0.0,0.1542272372383537
62674,8824,M J M Electric Cooperative Inc,IsL,Bundled,Cooperative,0.1206668026101142,0.0,0.1542272372383537
62017,8824,M J M Electric Cooperative Inc,LI,Bundled,Cooperative,0.1206668026101142,0.0,0.1542272372383537
62014,8824,M J M Electric Cooperative Inc,LI,Bundled,Cooperative,0.1206668026101142,0.0,0.1542272372383537
62015,8824,M J M Electric Cooperative Inc,IL,Bundled,Cooperqative,0.1206668026101142,0.0,0.1542272372383537
62012,8824,M J M Electric Cooperative Inc,IL,Bundled,Cooperative***,0.1206668026101142,0.0,0.1542272372383537
62013,8824,M J M Electric Cooperative Inc,IL,uBndled,Cooperative,0.1206668026101142,0.0,0.1542272372383537
62011,8824,M J M Electric Cooperative Inc,IL,Bunled,Coowperative,0.1206668026101142,0.0,0.1542272372383537
62019,8824,M J M Electric Cooperative Inc,L,Bundled,Cooprative,0.1206668026101142,0.0,0.1542272372383537
62097,8824,M JM Electric Cooperative Inc,LI,Bunled,Cooperative,0.1206668026101142,0.0,0.1542272372383537
62094,8824,M J M Electric Cooperative Inc,IL,Buundled,Cooperamtive,0.1206668026101142,0.0,0.1542272372383537
62091,8824,M J M Electri Cooperative Inc,wIL,Bundled,ooperative,0.1206668026101142,0.0,0.1542272372383537
62685,8824,M J M Electric Cooperative Inc,LI,Bundled,Cooperative,0.1206668026101142,0.0,0.1542272372383537
62063,8824,M J M Electric Cooperative Inc,IL,Bundled,Cooperative,0.1206668026101142,0.0,0.1542272372383537
62052,8824,M J M Electric Cooperative Inc,IL,Bundled,Cooperative,0.1206668026101142,0.0,0.1542272372383537
62051,8824,M J M Electric Coopuerative Inc,IL,Bundlde,Cooprative,0.1206668026101142,0.0,0.1542272372383537
62262,8824,M J M Electric Cooperative Inc,IL,Biundled,Cooperative,0.1206668026101142,0.0,0.1542272372383537
62056,8824,M J M Electric Cooperative Inc,IL,Bundled,Coopertaive,0.1206668026101142,0.0,0.1542272372383537
62035,8824,M J M Electric Cooperative Inc,IL,Bundled,Cooperative,0.1206668026101142,0.0,0.1542272372383537
62037,8824,M J M Electric Cooperative Inc,IeL,Bundled,Cooperative,0.1206668026101142,0.0,0.1542272372383537
62031,8824,M J M Electric Cooperative Inc,L,Bundled,Cooperative,0.1206668026101142,0.0,0.1542272372383537
62032,8824,M J M Electric Cooperative Intc,IL,Bundlezd,Cooperative,0.1206668026101142,0.0,0.1542272372383537
62033,8824,M J M Electric Cooperative Inc,mIL,Bundled,Cooperartive,0.1206668026101142,0.0,0.1542272372383537
62069,8824,M J M Electric Cooperative Inc,IyL,Bundled,Coperative,0.1206668026101142,0.0,0.1542272372383537
62044,8824,M J M Electric Coopertive Inc,LI,Bundled,Cooperative,0.1206668026101142,0.0,0.1542272372383537
62002,8824,M J M Electric Cooperative Inc,LI,Bundled,Cooperative,0.1206668026101142,0.0,0.1542272372383537
97028,8830,Hood River Electric Coop,OR,Bunled,Coopejrative,0.0741333802569065,0.0583055347538974,0.0772134060412964
97021,8830,Hood River Electric Coop,OR,Bnudled,Cooaperative,0.0741333802569065,0.0583055347538974,0.0772134060412964
97044,8830,Hood Rver Electric Coop,OR,Bundled,Cooperative,0.0741333802569065,0.0583055347538974,0.0772134060412964
97063,8830,Hood River Electric Coop,OR,Bundled,Cooperative,0.0741333802569065,0.0583055347538974,0.0772134060412964
97031,8830,Hood River Electric oCop,OR,Bunlded,Cooprative,0.0741333802569065,0.0583055347538974,0.0772134060412964
97037,8830,Hood River Electric Coop,OR,Bundlde,Cooperative,0.0741333802569065,0.0583055347538974,0.0772134060412964
97041,8830,Hood River Electric Coop,OR,lBundled,Cooperative,0.0741333802569065,0.0583055347538974,0.0772134060412964
97040,8830,Hoo River Electric Coop,OR,Bundled,Cooperative,0.0741333802569065,0.0583055347538974,0.0772134060412964
97058,8830,Hood River Electric Coop,OR,Bunded,Cooperative,0.0741333802569065,0.0583055347538974,0.0772134060412964
71862,8840,City of Hope,AR,Bundld,uMnicipal,0.0970002514006608,0.0798997488510718,0.1023109432604981
71835,8840,Cgity of Hope,AkR,Bundlde,Muicipal,0.0970002514006608,0.0798997488510718,0.1023109432604981
71801,8840,City of Hoep,AR,Bundled,Municpial,0.0970002514006608,0.0798997488510718,0.1023109432604981
71802,8840,City o Hope,RA,Bnudled,Municipal,0.0970002514006608,0.0798997488510718,0.1023109432604981
42241,8846,City of Hopkinsville,KY,Bundled,Municiapl,0.1025951396001543,0.0544217687074829,0.1040632071610068
42240,8846,City of Hopkinsille,KY,Budnled,Municipal,0.1025951396001543,0.0544217687074829,0.1040632071610068
4471,8883,Houlton Water Company,ME,Bundjled,Municipal,0.1142656030032848,0.106046344852315,0.1072405910949422
4730,8883,Houlton Watesr Company,tME,Bundled,Municipall,0.1142656030032848,0.106046344852315,0.1072405910949422
4761,8883,Houlton Water Company,E,undled,Municipal,0.1142656030032848,0.106046344852315,0.1072405910949422
4471,8883,Houlton Waetr Company,ME,Delivery,Municpal,0.0296820900220333,0.0194204722521874,0.0476190476190476
4730,8883,Houlton Water Company,iME,Delivery,Munimcipal,0.0296820900220333,0.0194204722521874,0.0476190476190476
4761,8883,Houlton Water Company,ME,Delivery,Muicipal,0.0296820900220333,0.0194204722521874,0.0476190476190476
70363,8884,Terrebonne Parish Consol Gov't,AL,Bugndled,Municipal,0.0824229829537476,0.0,0.0839510337847607
70360,8884,Terrebonne Parish Consol Gov't,LA,Bundled,Municipal,0.0824229829537476,0.0,0.0839510337847607
70364,8884,Terrebonne Parish Conosl Gov''t,AL,Bundled,Municpal,0.0824229829537476,0.0,0.0839510337847607
75845,8898,Houston Cuonty Elec Coop Inc,TX,Bundled,Cooperative,0.0998034256938079,0.0738448560804296,0.1316375552326443
75844,8898,Houston County Elec Coop Inc***,vTX,Bundled,Cooperative,0.0998034256938079,0.0738448560804296,0.1316375552326443
75847,8898,Houston County Elec Coop Inc,TpX,Bundled,Cooperative,0.0998034256938079,0.0738448560804296,0.1316375552326443
75846,8898,Houston County Elec Coop Inc,TX,Bundled,Cooperative,0.0998034256938079,0.0738448560804296,0.1316375552326443
75939,8898,Houston County Elec Coop Inc,TX,Bundled,Cooperative,0.0998034256938079,0.0738448560804296,0.1316375552326443
75969,8898,Houston County Elec Coop Inc,TX,Bundled,Coopreative,0.0998034256938079,0.0738448560804296,0.1316375552326443
75862,8898,Houston County Elecb Coop Inc,TX,Bundled,Cooperative,0.0998034256938079,0.0738448560804296,0.1316375552326443
75941,8898,Houston County Elec Coop Inc,TX,Bundlded,Cooprative,0.0998034256938079,0.0738448560804296,0.1316375552326443
75835,8898,Houston County Elec Coop Inc,X,Bugndled,Cooperative,0.0998034256938079,0.0738448560804296,0.1316375552326443
75831,8898,hHouston County Elec Coop Inc,TX,Bundled,Cooperative,0.0998034256938079,0.0738448560804296,0.1316375552326443
75833,8898,Huston County Elec Coop Inc,pTX,Bundled,Cooperative,0.0998034256938079,0.0738448560804296,0.1316375552326443
75839,8898,Houston County lec Coop Inc,XT,Bundled,Cooperative,0.0998034256938079,0.0738448560804296,0.1316375552326443
75801,8898,Houston County Elec Coop Inc,uTX,Bundled,Coopertive,0.0998034256938079,0.0738448560804296,0.1316375552326443
75803,8898,Houston County Eec Coop Inc,TX,Bunlded,Cooperatiev,0.0998034256938079,0.0738448560804296,0.1316375552326443
75926,8898,Houston County Elec yCoop Inc,TX,Bundled,Cooperative,0.0998034256938079,0.0738448560804296,0.1316375552326443
75925,8898,Houston County Elec Coop Inec,TX,Bundled,Cooperativve,0.0998034256938079,0.0738448560804296,0.1316375552326443
75851,8898,Houston County Elec Coop Inc,TX,Bundleld,Cooperatiive,0.0998034256938079,0.0738448560804296,0.1316375552326443
75856,8898,Houston County Elec Coop Inc,TX,Bundeld,Coopreative,0.0998034256938079,0.0738448560804296,0.1316375552326443
75855,8898,Houston County Elec Coop Inc,X,Bungdled,Cooperative,0.0998034256938079,0.0738448560804296,0.1316375552326443
75858,8898,Houston County Elec Cgoop Inc,TX,Bwundled,Cooperative,0.0998034256938079,0.0738448560804296,0.1316375552326443
75904,8898,Houston oCunty Elec Coop Inc,TX,Bundled,Cooperative,0.0998034256938079,0.0738448560804296,0.1316375552326443
65257,8911,Howard Electric Coop,MO,Bundled,Cooperative,0.0947569634079737,0.0,0.1239833985077849
65256,8911,Howqard Electric Coop,MO,Bundled,Cooperatve,0.0947569634079737,0.0,0.1239833985077849
65250,8911,Howard Electric Coop,O,Bundled,Cooperative,0.0947569634079737,0.0,0.1239833985077849
65259,8911,Howard Electric Cop,MO,Bundled,Cooperative,0.0947569634079737,0.0,0.1239833985077849
65281,8911,Howard Electric Coop,MO,Bundlejd,Coopeartive,0.0947569634079737,0.0,0.1239833985077849
65274,8911,Howrad Electric Coop,MO,Bundlde,Cooperative,0.0947569634079737,0.0,0.1239833985077849
65279,8911,Howad Electric Coop,MO,Bundled,Coperative,0.0947569634079737,0.0,0.1239833985077849
65347,8911,Howrad Electric Coop,O,Bundled,Cooperative,0.0947569634079737,0.0,0.1239833985077849
65349,8911,Howard Electric Coop,cMO,undled,Cooperative,0.0947569634079737,0.0,0.1239833985077849
65320,8911,Howaprd Electric Coop,O,Bundled,Cooperative,0.0947569634079737,0.0,0.1239833985077849
65322,8911,Howard Electric Coop,tMO,Bundled,Cooperaktive,0.0947569634079737,0.0,0.1239833985077849
65244,8911,Howard Eluectric Coop,MO,Bundled,Cooperative,0.0947569634079737,0.0,0.1239833985077849
65248,8911,Howard Electric Coop,MO,Bundled,Cojoperative,0.0947569634079737,0.0,0.1239833985077849
65233,8911,Howard Electic Coop,O,Bundled,Cooperative,0.0947569634079737,0.0,0.1239833985077849
65230,8911,Howard Electric Coop,MO,undled,oCoperative,0.0947569634079737,0.0,0.1239833985077849
68842,8924,Howrad Greeley Rural P P D,eNE,Bunlded,Political Subdivision,0.1038011695906432,0.1055772320403947,0.1075685903500473
68838,8924,Howard Greeley Rural P P D,NE,Bundled,Polithical Subdivision,0.1038011695906432,0.1055772320403947,0.1075685903500473
68817,8924,Howardb Greeley Rural P P D,E,uBndled,Political Subdivision,0.1038011695906432,0.1055772320403947,0.1075685903500473
68824,8924,Howard Greeley Rural P P D,NE,Bundlde,Political Subdivision,0.1038011695906432,0.1055772320403947,0.1075685903500473
68827,8924,Howard Greeley Rurla P P D,NE,Bndled,Poljitical Subdivision,0.1038011695906432,0.1055772320403947,0.1075685903500473
68820,8924,Howard Greeley Rural P P D,NE,Bundled,Political Subdivision,0.1038011695906432,0.1055772320403947,0.1075685903500473
68623,8924,Howard Greeley Rural P P D,NE,Bundled,Political Subdivision,0.1038011695906432,0.1055772320403947,0.1075685903500473
68627,8924,Howard Greeley Rural P P D,NE,Bundled,Political Subdivision,0.1038011695906432,0.1055772320403947,0.1075685903500473
68872,8924,Howard Greeley Rural P P D,E,Bundled,PoliticalS ubdivision,0.1038011695906432,0.1055772320403947,0.1075685903500473
68873,8924,Howard Greeley Rural P P D,NE,Bundled,Political Subdivision,0.1038011695906432,0.1055772320403947,0.1075685903500473
68875,8924,Howard Greeley Rura P P D,NE,Bundled,Political Subdivision,0.1038011695906432,0.1055772320403947,0.1075685903500473
68871,8924,Howard Greeley Rural P P D,NE,Bunded,Political Subdivision,0.1038011695906432,0.1055772320403947,0.1075685903500473
68803,8924,Howard Greeley Rural P P D,NE,Bunled,Political Subdivision,0.1038011695906432,0.1055772320403947,0.1075685903500473
68801,8924,Howard Greeley Rural P P D,NE,Bundled,Political Subdivisin,0.1038011695906432,0.1055772320403947,0.1075685903500473
68882,8924,Howard Greeley Rural P P D,EN,Bundled,Political Subdivision,0.1038011695906432,0.1055772320403947,0.1075685903500473
68864,8924,Howard Greeley Ruarl P P D,NE,Bundled,Political Subdivision,0.1038011695906432,0.1055772320403947,0.1075685903500473
68869,8924,Howard Greeley Rural P P D,NhE,Bundled,Political Subdivision,0.1038011695906432,0.1055772320403947,0.1075685903500473
68835,8924,Howard Greeley Rural P P D,NE,Bundled,Political Suvbdivision,0.1038011695906432,0.1055772320403947,0.1075685903500473
68831,8924,Howard GreeleyR ural P P D,EN,Bundled,Political Subdivision,0.1038011695906432,0.1055772320403947,0.1075685903500473
68665,8924,Howard Greeley Rura lP P D,NE,Bundled,Political Subdivision,0.1038011695906432,0.1055772320403947,0.1075685903500473
68859,8924,Howard Greeley Rural P P D,EN,Bundled,Political Subidvision,0.1038011695906432,0.1055772320403947,0.1075685903500473
65760,8934,"Howell-Oregon Elec Coop, Inc",MO,Bundled,Cooperative,0.0877243272354545,0.0763953948327191,0.098429872149157
65768,8934,"Howell-Oregon Eec Coop, Inc",MO,undled,Cooperatie,0.0877243272354545,0.0763953948327191,0.098429872149157
65689,8934,"Howell-Oregon Elec Coop, Inc",MO,Bundled,Cooperative,0.0877243272354545,0.0763953948327191,0.098429872149157
65609,8934,"Howell-Oergon Elec Coop, Inc",gMO,sBundled,Cooaperative,0.0877243272354545,0.0763953948327191,0.098429872149157
65606,8934,"Howelzl-Oregon Elec Coop, Inc",MO,Bundled,Cokoperative,0.0877243272354545,0.0763953948327191,0.098429872149157
63942,8934,"pHowell-Oregon Elec Coop, Inc",MO,Bundled,Coopeyrative,0.0877243272354545,0.0763953948327191,0.098429872149157
65588,8934,"Howell-Oregon Elec Coop, nc",MO,Bundled,Cooperative,0.0877243272354545,0.0763953948327191,0.098429872149157
63941,8934,"Howell-Oregon Elec Coop, Inc",MO,Bunled,Cooperative,0.0877243272354545,0.0763953948327191,0.098429872149157
65626,8934,"Howell-Oregon rElec Coop, Inc",MO,Bundled,Cooperatiev,0.0877243272354545,0.0763953948327191,0.098429872149157
65711,8934,"Howell-Oregon Elec Coop, Inc",MO,Bndled,Cooperative,0.0877243272354545,0.0763953948327191,0.098429872149157
65690,8934,"Howell-Oregon Elec Coop, Ijnc",MO,Bundeld,Cooperative,0.0877243272354545,0.0763953948327191,0.098429872149157
65692,8934,"Howell-Oregon Elec Coop, Inc",MO,Bundled,Cooperaitve,0.0877243272354545,0.0763953948327191,0.098429872149157
65790,8934,"Howell-Oregon Elec Coop, Inc",MO,Bundled,Cooperative,0.0877243272354545,0.0763953948327191,0.098429872149157
65791,8934,"Howell-Oregon Elec Coop, Ic",iMO,Bundled,Coopeartive,0.0877243272354545,0.0763953948327191,0.098429872149157
65793,8934,"Howell-Oregon Elec Coop, Inc",O,Bundled,Copoerative,0.0877243272354545,0.0763953948327191,0.098429872149157
65571,8934,"Howell-Oregon Elec Coop, Inc",MO,Bundled,Cooperaitve,0.0877243272354545,0.0763953948327191,0.098429872149157
65438,8934,"Howell-Oregon Elec Coop, Inc",MO,Budled,Cooperatwive,0.0877243272354545,0.0763953948327191,0.098429872149157
65777,8934,"Howell-Oregon Elec Coop, Inc",O,Bundled,Cbooperative,0.0877243272354545,0.0763953948327191,0.098429872149157
65775,8934,"Howell-Oregon Elec Coop, Inc",O,Bundled,Cooperative,0.0877243272354545,0.0763953948327191,0.098429872149157
65778,8934,"Howell-Oregon Elec Coop, Inc",MO,Budnled,Cooperative,0.0877243272354545,0.0763953948327191,0.098429872149157
63931,8934,"Howell-Oregon Elec Coop, Inc",MO,Bundled,Cooeprative,0.0877243272354545,0.0763953948327191,0.098429872149157
65548,8934,"Howlel-Oregon Elec Coop, Inc",MO,Bundled,Cooperative,0.0877243272354545,0.0763953948327191,0.098429872149157
65546,8934,"Howell-Oregon Elec Coop, Inc",wMO,Bunlded,Cooperative,0.0877243272354545,0.0763953948327191,0.098429872149157
65638,8934,"Howell-Oregon Elec Coop, Inc",O,Bundled,Cooperatbive,0.0877243272354545,0.0763953948327191,0.098429872149157
65637,8934,"Howell-Oregon Elec Coop, Inc",OM,Bundled,Cooperative,0.0877243272354545,0.0763953948327191,0.098429872149157
65466,8934,"Howell-Oregon Elec Coop, Inc",MO,Bundled,Cooperative,0.0877243272354545,0.0763953948327191,0.098429872149157
65464,8934,"Howell-Oregon Elec Coop, Inc",O,Bnudled,Cooperatiev,0.0877243272354545,0.0763953948327191,0.098429872149157
65688,8934,"Howell-Oregon Elec Coop, Inc",OM,Bundled,Cooperative,0.0877243272354545,0.0763953948327191,0.098429872149157
65789,8934,"Howell-Oregon Elec Coop, Inc",O,Bundled,Copoerative,0.0877243272354545,0.0763953948327191,0.098429872149157
65788,8934,"Howell-Oregon Elec Coop, Inc",MO,Bundled,Cooperatie,0.0877243272354545,0.0763953948327191,0.098429872149157
44237,8972,City of Hudson - (OH),HO,Bundled,Mnuicipal,0.1119479537323418,0.0,0.1272596147365299
44236,8972,City of Hudson - (OH),OH,Bundled,Municipal,0.1119479537323418,0.0,0.1272596147365299
1740,8973,Town of Hudson - (MA),MA,Bundled,Municipla,0.1097036523236623,0.1150374132869131,0.1361144655831172
1719,8973,Town of Hudson - (MA),cMA,Bundled,Munciipal,0.1097036523236623,0.1150374132869131,0.1361144655831172
1749,8973,Town ofH udson - (MA),MA,Bunled,iMunicipal,0.1097036523236623,0.1150374132869131,0.1361144655831172
1503,8973,Town of Hudszon - (MA),A,Bundled,Municipal,0.1097036523236623,0.1150374132869131,0.1361144655831172
1754,8973,Town of Hudson - (MA),A,Bundled,Municipal,0.1097036523236623,0.1150374132869131,0.1361144655831172
1752,8973,Town of Hudson - (MA),MA,Bundlde,Municipal,0.1097036523236623,0.1150374132869131,0.1361144655831172
1451,8973,Town of Hudson - (MA),MA,Bundled,Municipla,0.1097036523236623,0.1150374132869131,0.1361144655831172
1720,8973,Town of Hudson - (MA),A,Bundlfed,Municipal,0.1097036523236623,0.1150374132869131,0.1361144655831172
1775,8973,Town of Hudson - (MA),AM,Burndled,Municipal,0.1097036523236623,0.1150374132869131,0.1361144655831172
1776,8973,Town of Hudson - (MA),MA,Bundlged,Municipal,0.1097036523236623,0.1150374132869131,0.1361144655831172
67951,9011,City of Hugoton - (KS),dKS,Bundled,Municial,0.1222538468380325,0.0,0.1350400625366425
38343,9023,City of sHumboldt,TN,Bundled,Municipal,0.0970823916170125,0.0785976627712854,0.099379562843926
28269,9087,Town of Huntersville - (NC),NC,Bundled,Municial,0.0954668710209856,0.0387242932334906,0.113234744541135
28031,9087,Town of Huntqersville - (NC),C,Bundled,Municipal,0.0954668710209856,0.0387242932334906,0.113234744541135
28078,9087,Town of Hcuntersville - (NC),NC,Bundled,Municipal,0.0954668710209856,0.0387242932334906,0.113234744541135
28070,9087,Town of Huntesrville - (NC),NC,undled,Municipal,0.0954668710209856,0.0387242932334906,0.113234744541135
28216,9087,Town of Huntersville - (NC),NC,Bnudled,Municiapl,0.0954668710209856,0.0387242932334906,0.113234744541135
35808,9094,Cit of Huntsville - (AL),AL,Bunded,Municipal,0.0936613858083105,0.0683384912489751,0.0957957728341006
35801,9094,City of tHuntsville - (AL),AL,Bundled,Municipal,0.0936613858083105,0.0683384912489751,0.0957957728341006
35803,9094,City of Huntsville - (AL),vAL,Bundled,Municripal,0.0936613858083105,0.0683384912489751,0.0957957728341006
35802,9094,City of Huntsville - (AL),L,Bundled,Municipal,0.0936613858083105,0.0683384912489751,0.0957957728341006
35805,9094,City of Huntsvile - (AL),AL,Buyndled,Municipal,0.0936613858083105,0.0683384912489751,0.0957957728341006
35804,9094,Cit yof Huntsville - (AL),AL,Bundlde,Municipal,0.0936613858083105,0.0683384912489751,0.0957957728341006
35807,9094,City of Huntssville - (AL),AL,Budnled,Municipal,0.0936613858083105,0.0683384912489751,0.0957957728341006
35806,9094,City of Huntsville - (AL),AL,Bundled,Municipal,0.0936613858083105,0.0683384912489751,0.0957957728341006
35741,9094,City of Huntsville - (AL),AyL,Bundled,Muncipal,0.0936613858083105,0.0683384912489751,0.0957957728341006
35747,9094,City of Huntsville (AL),L,Bundled,Municipal,0.0936613858083105,0.0683384912489751,0.0957957728341006
35745,9094,City of Huntsville - (AL),LA,Bundled,Municipal,0.0936613858083105,0.0683384912489751,0.0957957728341006
35748,9094,City of Huntsvill e- (AL),AL,Bundled,Municipal,0.0936613858083105,0.0683384912489751,0.0957957728341006
35759,9094,City of Huntsville - (AL),AL,Bvundled,Municipal,0.0936613858083105,0.0683384912489751,0.0957957728341006
35670,9094,City of Huntsville - (AL),AL,Bnundled,Municipjal,0.0936613858083105,0.0683384912489751,0.0957957728341006
35739,9094,City of Huntsville - (AL),rAL,Budled,Municipal,0.0936613858083105,0.0683384912489751,0.0957957728341006
35762,9094,City of Huntsville - (AL),LA,undled,Municipal,0.0936613858083105,0.0683384912489751,0.0957957728341006
35766,9094,ity of Huntsville - (AL),AL,Bundled,Municial,0.0936613858083105,0.0683384912489751,0.0957957728341006
35767,9094,City of Huntsville - (AL),eAL,Bundld,Municipal,0.0936613858083105,0.0683384912489751,0.0957957728341006
