objectid,datevalue,countvalue
560.0,10/07/2021 10:00:00 AM,11370.0
561.0,10/08/2021 10:00:00 AM,11379.0
562.0,10/09/2021 10:00:00 AM,11389.0
563.0,10/10/2021 10:00:00 AM,11389.0
564.0,10/11/2021 10:00:00 AM,11394.0
565.0,10/12/2021 10:00:00 AM,11395.0
566.0,10/13/2021 10:00:00 AM,11399.0
567.0,10/14/2021 10:00:00 AM,11406.0
568.0,10/15/2021 10:00:00 AM,11411.0
569.0,10/16/2021 10:00:00 AM,11413.0
570.0,10/17/2021 10:00:00 AM,11413.0
571.0,10/18/2021 10:00:00 AM,11413.0
572.0,10/19/2021 10:00:00 AM,11413.0
573.0,10/20/2021 10:00:00 AM,11418.0
574.0,10/21/2021 10:00:00 AM,11422.0
575.0,10/22/2021 10:00:00 AM,11424.0
576.0,10/23/2021 10:00:00 AM,11426.0
577.0,10/24/2021 10:00:00 AM,11427.0
578.0,10/25/2021 10:00:00 AM,11427.0
579.0,10/26/2021 10:00:00 AM,11438.0
580.0,10/27/2021 10:00:00 AM,11449.0
581.0,10/28/2021 10:00:00 AM,11451.0
582.0,10/29/2021 10:00:00 AM,11452.0
583.0,10/30/2021 10:00:00 AM,11459.0
584.0,10/31/2021 10:00:00 AM,11459.0
585.0,11/01/2021 10:00:00 AM,11459.0
586.0,11/02/2021 10:00:00 AM,11459.0
587.0,11/03/2021 10:00:00 AM,11466.0
588.0,11/04/2021 10:00:00 AM,11476.0
589.0,11/05/2021 10:00:00 AM,11484.0
590.0,11/06/2021 10:00:00 AM,11487.0
591.0,11/07/2021 10:00:00 AM,11488.0
592.0,11/08/2021 10:00:00 AM,11488.0
593.0,11/09/2021 10:00:00 AM,11493.0
594.0,11/10/2021 10:00:00 AM,11501.0
595.0,11/11/2021 10:00:00 AM,11520.0
596.0,11/12/2021 10:00:00 AM,11525.0
597.0,11/13/2021 10:00:00 AM,11526.0
598.0,11/14/2021 10:00:00 AM,11527.0
599.0,11/15/2021 10:00:00 AM,11527.0
600.0,11/16/2021 10:00:00 AM,11527.0
601.0,11/17/2021 10:00:00 AM,11534.0
602.0,11/18/2021 10:00:00 AM,11540.0
603.0,11/19/2021 10:00:00 AM,11551.0
604.0,11/20/2021 10:00:00 AM,11555.0
605.0,11/21/2021 10:00:00 AM,11566.0
606.0,11/22/2021 10:00:00 AM,11566.0
607.0,11/23/2021 10:00:00 AM,11566.0
608.0,11/24/2021 10:00:00 AM,11567.0
609.0,11/25/2021 10:00:00 AM,11568.0
610.0,11/26/2021 10:00:00 AM,11568.0
611.0,11/27/2021 10:00:00 AM,11571.0
612.0,11/28/2021 10:00:00 AM,11571.0
613.0,11/29/2021 10:00:00 AM,11571.0
614.0,11/30/2021 10:00:00 AM,11571.0
615.0,12/01/2021 10:00:00 AM,11572.0
616.0,12/02/2021 10:00:00 AM,11572.0
617.0,12/03/2021 10:00:00 AM,11579.0
618.0,12/04/2021 10:00:00 AM,11585.0
619.0,12/05/2021 10:00:00 AM,5434.0
620.0,12/06/2021 10:00:00 AM,5434.0
621.0,12/07/2021 10:00:00 AM,5434.0
622.0,12/08/2021 10:00:00 AM,5434.0
623.0,12/09/2021 10:00:00 AM,5434.0
624.0,12/10/2021 10:00:00 AM,5434.0
625.0,12/11/2021 10:00:00 AM,5434.0
626.0,12/12/2021 10:00:00 AM,5434.0
627.0,12/13/2021 10:00:00 AM,5434.0
628.0,12/14/2021 10:00:00 AM,5434.0
629.0,12/15/2021 10:00:00 AM,5434.0
630.0,12/16/2021 10:00:00 AM,5434.0
631.0,12/17/2021 10:00:00 AM,5434.0
632.0,12/18/2021 10:00:00 AM,5434.0
633.0,12/19/2021 10:00:00 AM,5434.0
634.0,12/20/2021 10:00:00 AM,5434.0
635.0,12/21/2021 10:00:00 AM,5434.0
636.0,12/22/2021 10:00:00 AM,5434.0
637.0,12/23/2021 10:00:00 AM,5434.0
638.0,12/24/2021 10:00:00 AM,5434.0
639.0,12/25/2021 10:00:00 AM,5434.0
640.0,12/26/2021 10:00:00 AM,5434.0
641.0,12/27/2021 10:00:00 AM,5434.0
642.0,12/28/2021 10:00:00 AM,5434.0
643.0,12/29/2021 10:00:00 AM,5434.0
644.0,12/30/2021 10:00:00 AM,5434.0
645.0,12/31/2021 10:00:00 AM,5434.0
646.0,01/01/2022 10:00:00 AM,5434.0
647.0,01/02/2022 10:00:00 AM,5434.0
648.0,01/03/2022 10:00:00 AM,5434.0
649.0,01/04/2022 10:00:00 AM,5434.0
650.0,01/05/2022 10:00:00 AM,5434.0
651.0,01/06/2022 10:00:00 AM,5434.0
652.0,01/07/2022 10:00:00 AM,5434.0
653.0,01/08/2022 10:00:00 AM,5434.0
654.0,01/09/2022 10:00:00 AM,5434.0
655.0,01/10/2022 10:00:00 AM,5434.0
656.0,01/11/2022 10:00:00 AM,5434.0
657.0,01/12/2022 10:00:00 AM,5434.0
658.0,01/13/2022 10:00:00 AM,5434.0
