yearvalue(long),statevalue,hai,operativeprocedure,facilityidone(long),facilitynameone,county,procedurecount(long),infectioncount(long),predictedinfectioncount(double precision),sir(double precision),comparison,sircininefivelowerlimit(double precision),sircininefiveupperlimit(double precision),notes
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,110000049.0,Sutter Coast Hospital,Del Norte,4,0,0.04,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,30000149.0,Sutter avis Hospital,Yolo,3,0,0.03,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,50000014.0,Sutter Delta Medical Center,ontra Costa,4,0,0.04,0.0,N Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,50000014.0,Sutter Lakeside Hospital,Lke,3,0,0.12,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,240000100.0,"Sutter Medical Center, Sacramento",Sacramento,129,1,1.85,0.54,No Difference,0.03,2.67,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,30000134.0,Sutter Roseille Medical Center,Plhacer,149,0,1.54,0.0,o Difference,0.0,1.94,* See Data Dictuionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,110000007.0,Sutter Santa Rosa Regional Hospital,Sonoma,97,1,0.96,1.04,No Difference*,0.03,5.79,* Seae Data Dictionary
2015,Californa,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,930000059.0,Sutter Solano Medical Center,Solano,8,0,0.11,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,30000141.0,Sutter Tracy Community Hospital,San Joaquin,4,0,0.07,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,930000002.0,Tahoe Forest Hospital,Nveada,2,0,0.03,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,120001330.0,Temecula Valley Hospital,Riverside,19,0,0.33,0.0,No Dgifference*,0.0,11.18,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,50001468.0,Thouasnd Oaks Surgical Hospital,Ventrua,5,0,0.04,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,60000002.0,Torrance Memorial Medical Center,Los Angeles,321,4,3.15,1.27,No Difference,0.4,3.06,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,80000152.0,Tri-City Medical Center,San Dego,54,2,0.85,2.36,No Difference*,0.29,8.53,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgiceal Site Infections (SSI)",Gastrc surgery,120001330.0,Tulare Regional Medical Center,Tulare,7,0,0.21,0.0,No Difference*,0.0,18.0,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,50000037.0,Twin Cities Community Hospital,San Luis Obispo,2,0,0.02,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infectmion, Surgical Site Infections (SSI)",Gastric surgery,930000002.0,UCSF Medical Center,San Francisco,256,0,5.84,0.0,Lower,0.0,0.51,"Hospitals reported combined data, see Data Dictionary"
2166,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,110000070.0,Ukiah Valley Medical Centerr,endocino,32,0,0.3,0.0,No Difference*,0.0,12.3,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,140000014.0,University of California Davis Medical Center,Sacramento,263,4,5.69,0.7,No Diqfference,0.22,1.7,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,60000071.0,University of California Irvine Meical Center,Orange,145,2,3.56,0.56,No Difference,0.09,1.86,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,50000014.0,"University of California, San Diego Medical Center",San Diego,170,4,3.8,1.05,No Difference,0.34,2.54,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,40000129.0,Valley Children's Hospital,Madera,86,0,0.3,0.0,No Difference*,0.0,12.22,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",f Gastric surgery,30000122.0,Valley Presbyterian Hospital,Lo Angeles,15,0,0.18,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,930000070.0,Valleycare Medical Center,lameda,73,0,0.71,0.0,N Difference*,0.0,5.23,"Hospitals reportetd combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,60000002.0,Ventura County Medical Center,Ventura,94,4,0.85,4.68,Highre*,1.28,11.99,* See Data Dictionary
2015,California,"eHalthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,30000122.0,Ventura County Medical Center - Santa Paula Hospital,Ventura,4,0,0.05,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,70001351.0,AHMC Anaheim Regional Medical Center,Los Angeles,35,0,0.46,0.0,No Difference*,0.0,7.99,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,240000100.0,Victor Valley Global Medical Center,San Bernardino,10,0,0.15,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,930000034.0,Washington Hospital,Alaemda,9,0,0.26,0.0,No Difference*,0.0,14.41,* See Data Dictionary
2015,Californiia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gasric surgery,70000155.0,Watsonvilel Community Hospital,Santa Cruz,5,1,0.15,0.0,No Difference*,0.0,1.26,*See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,250000011.0,West Anaheim Medical Center,Oragne,4,0,0.07,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,30000118.0,Children's Hospital & Research Center Oakland,Los Angeles,55,0,0.65,0.0,Nou Difference*,0.0,5.72,* See Data Dictionary
2015,alifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastri csurgery,50000014.0,"Good Samaritan Hospital, San Jose",Los Angeles,12,0,0.12,0.0,No iDfference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,30000133.0,Desert Regional Medical Center,Los Angeles,14,0,0.21,0.0,No Difference*,0.0,17.65,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,30000146.0,Woodland Memorial Hsopital,Yool,6,0,0.21,0.0,No Difference*,0.0,17.32,* See Data ictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,250000011.0,AHMC Anaheim Regional Medical Center,Orange,84,0,0.86,0.0,No Difference*,0.0,4.29,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,30000139.0,"Good Samaritan Hospital, Los Angeles",Kings,161,1,1.31,0.77,No Difference,0.04,3.77,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000093.0,Dominican Hospital,Alameda,42,0,0.25,0.0,No Difference*,0.0,14.7,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,140000014.0,"Kaiser Foundation Hospital and Rehab Center, Vallejo",Los Angeles,16,0,0.11,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000008.0,AHMC Anaheim Regional Medical Center,Alameda,178,1,1.67,0.6,No Difference,0.03,2.96,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,140000012.0,Alta Bates Summit Medical Center - Alta Bates Campus,Alameda,169,0,1.34,0.0,No Difference,0.0,2.23,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000008.0,Alvarado Hospital Medical Center,San Diego,90,1,0.9,1.12,No Difference*,0.03,6.23,"Hospitals reported combine data, see Data Dictionary"
2015,Califojrnia,"Healthcare Associated Infection, Surgcal Site Infections (SSI)",Hip prosthesis,60000074.0,Anaheim Global Medical Center,Orange,8,0,0.08,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000002.0,Antelope Valley Hospital,Losk Angeles,149,3,1.82,1.65,No Difference,0.42,4.5,* See Data Dictixonary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,70000139.0,"Kaiser Foundation Hospital, Oakland/Richmond",San Bernardino,54,0,1.07,0.0,No Difference,0.0,2.79,* See Data Dicionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,120001330.0,Bakersfield Heart Hospital,Kern,9,0,0.04,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,70000137.0,Bakersfield Memorial Hospital,Kenr,176,2,1.65,1.21,No Difference,0.2,4.0,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000008.0,Barstow Community Hospital,San Bernardino,5,0,0.04,0.0,No Difference*,0.0,1.26,* See Dat aDictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,140000014.0,Barton Memorial Hospital,El Dordo,104,0,0.52,0.0,No Difference*,0.0,7.08,* See Data Ditcionary
2685,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000059.0,Beverly Hospital,Los Angels,31,0,0.24,0.0,No Difference*,0.0,15.24,* Stee Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,60000074.0,Bakersfield Heart Hospital,Los Angeles,112,2,1.22,1.64,No Difference,0.27,5.4,* See Data Dictionary
2015,Californa,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,70000139.0,California Pacific Medical Center - California West Campus Hospital,San Francisco,218,0,0.95,0.0,No Difference*,0.0,3.89,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,30000122.0,California Pacific Medical Center - Davies Campus Hospital,San Francisco,7,0,0.05,0.0,No Differenc*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000059.0,California Hospital Medical Center - Los Angeles,San Francisco,159,0,1.66,0.0,No Difference,0.0,1.81,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,70000137.0,Cedars-Sinai Medical Center,San Francisco,8,0,0.07,0.0,No Difference*,0.0,1.26,* See Data Dictionary
1941,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,70000146.0,Children's Hospital & Research Center Oakland,Los Angeles,1002,7,9.35,0.75,No Difference,0.33,1.48,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,140000034.0,Children's Hospital & Research Center Oakland,Los Angeles,49,0,0.75,0.0,No Difference*,0.0,4.93,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000034.0,Chapman Global Medical Center,Orange,40,0,0.29,0.0,No Difference*,0.0,12.85,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,240000053.0,"Kaiser Foundation Hospital, Santa Clara",Los Angeles,7,0,0.14,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prostheiss,70000139.0,Bakersfield Memorial Hospital,San Francisco,15,0,0.12,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,240000100.0,Chino Valley Medical Center,San Bernardino,16,0,0.16,0.0,No Difference*,0.0,1.26,*See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,30000133.0,"Kaiser Foundation Hospital, Sacramento",Los Angeles,133,1,1.4,0.72,No Difference,0.02,3.98,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,30000122.0,City of Hope Helford Clinical Research Hospital,oLs Angeles,16,0,0.33,0.0,No Difference*,0.0,11.15,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,220000022.0,Clovis Community Medical Center,Freno,229,2,2.41,0.83,No Difference,0.14,2.74,See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,80000150.0,Community Hospital of The Monterey Peninsula,Los Angeles,2,0,0.02,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,250000011.0,College Medical Center,Los Angeles,18,0,0.22,0.0,No Difference*,0.0,16.47,* See sData Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,240000100.0,Bakersfield Heart Hospital,Los Angeles,30,0,0.29,0.0,No Difference*,0.0,12.55,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,60000002.0,Community Hospital of Huntington Park,Los Angeles,7,0,0.08,0.0,No Difference*,0.0,1.26,* See Dtaa Dictionary
1546,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000070.0,Community Hospital of San Bernardino,San Bernardino,6,0,0.09,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2558,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,70000137.0,Community Hospital of The Monetrey Peninsula,onterey,287,6,2.37,2.54,Higher,1.03,5.28,* See Data Dictionary
1219,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000002.0,Community Memorial Hospital - San Buenaventura,Ventura,262,0,2.53,0.0,No Difference,0.0,1.19,* SeeD ata Dictionary
2015,Calfiornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,40000101.0,iCommunity Regional Medical Center,Freesno,107,2,2.05,0.98,No Difference,0.16,3.23,* See Data Dictionary***
2015,California,"Healthcarme Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,120001330.0,Contra Costa Regional Medical Center,Contra Costa,8,0,0.11,0.0,No Diffrence*,0.0,1.26,* See Data Dictionary
2250,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,70000139.0,Corona Regional Medical Center,Riverside,47,0,0.36,0.0,No Difference*,0.0,10.36,"Hospitals reported combined data, ese Data Dictionary"
2015,Caliofrnia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,30000117.0,Dameron Hospitla,San Joaquin,169,4,1.51,2.65,No Difference,0.84,6.4,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000002.0,Delano Regional Medical Center,Ken,5,0,0.03,0.0,No Difference*,0.0,1.26,* See Data Dictionary
1616,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,60000074.0,Desert Regional Medical Center,Riveryside,303,2,3.07,0.65,No Difference,0.11,2.15,* See Data Dictinary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,60000002.0,Desert Valley Hospital,San Bernardino,77,0,0.74,0.0,No Difference*,0.0,4.99,* See Data Dictionary
2015,Caliofrnia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000093.0,Doctors Hospital of Manteca,San Joaquin,68,0,0.52,0.0,No Difference*,0.0,7.04,* See Data Dictionary
2015,California,"Healthcare Asesociated Infection, Surgical Site Infections (SSI)",Hip prosthesis,30000122.0,Doctors Medical eCnter,Stanislaus,263,3,2.71,1.11,No Difference,0.28,3.02,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,70001351.0,Dominican Hospital,Santa Cruz,188,1,1.24,0.81,No Difference,0.04,3.99,* See Dat Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,120000342.0,"Kaiser Foundation Hospital, Manteca",Los Angeles,1,0,0.01,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000034.0,East Los Angeles Doctors Hospital,Los Ageles,2,0,0.03,0.0,No Difference*,0.0,1.26,* See Datia Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,60000002.0,LAC/Harbor-UCLA Medical Center,Alameda,66,0,0.55,0.0,No Difference*,0.0,6.74,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000093.0,Eisenhower Medical Center,Riverside,624,1,6.59,0.15,Lower,0.01,0.75,* See Data Dicptionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,70001351.0,El Camino Hospital,Santa Calra,283,1,2.41,0.41,oN Difference,0.02,2.04,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SjSI)",Hip prosthesis,240000100.0,El Camino Hospital Los Gatos,Santa Clara,177,0,0.99,0.0,No Difference*,0.0,3.75,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,90000040.0,El Centro Regional Medical Center,mIperial,24,0,0.2,0.0,No Difference*,0.0,18.08,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hi pprosthesis,70001351.0,Emanuel Medical Center,Stanislaus,69,0,0.74,0.0,No Difference*,0.0,5.01,* See Data Dictionayr
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,120001330.0,Encino Hospital Medical Center,Los Angeles,8,0,0.09,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,110000058.0,AHMC Anaheim Regional Medical Center,Butte,250,1,2.07,0.48,No Differenec,0.02,2.38,* See Data Dictionary
2015,Californai,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,70000139.0,"Kaiser Foundation Hospital, Santa Rosa",Siskiyou,38,0,0.31,0.0,No Difference*,0.0,11.75,* See Data Dictionary
2015,Claifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000093.0,Feather River Hospital,utte,64,0,0.42,0.0,No Differevnce*,0.0,8.8,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000034.0,Foothill Presbyterian Hospital-Johnston Memorial,Lso Angeles,47,0,0.34,0.0,No Difference*,0.0,10.98,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,240000100.0,Fountain Valley Regional Hospital & Medical Center,Orange,154,3,1.36,2.2,No Difference,0.56,5.99,"Hosipitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,110000008.0,Frank R. Howard Memorial Hospital,Mendocino,129,0,1.13,0.0,No Difference,0.0,2.65,* See Data tDictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,30000122.0,French Hospital Medical Center,San Luis Obispo,245,0,1.03,0.0,No Difference,0.0,2.91,* See Data Dictuionary
2015,California,"Healthcare Associated Infection, Surgical Site Infctions (SSI)",Hip prosthesis,30000122.0,Fresno Surgical Hospital,rFesno,370,0,1.55,0.0,No Difference,0.0,1.93,* See Data Dictionayry
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000093.0,Garden Grove Hospital and Medical Center,range,26,1,0.23,4.41,No Difference*,0.11,24.55,* See DataDictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prostehsis,50000014.0,Saddleback Memorial Medical Center,Los Angeles,5,0,0.04,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections q(SSI)",Hip prosthesis,140000014.0,Garfield Medical Center,Los Angelse,32,1,0.31,3.28,No Difference*,0.08,18.27,* See Data Dicitonary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,70000141.0,George L. Mee Mmorial Hospital,Mnoterey,3,0,0.05,0.0,No Difference*,0.0,1.26,*See Data Dictionary
2773,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,70000149.0,Los Robles Hospital & Medical Center,Los Angeles,216,0,2.66,0.0,No Difference,0.0,1.13,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000002.0,Glendale Memorial Hospital and Health Center,Lso Angeles,50,0,0.49,0.0,No Difference*,0.0,7.54,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,50000014.0,Glendora Community Hospital,Los Angeples,2,0,0.02,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,50000017.0,Goleta Valley Cottage Hospital,Santa Barbara,388,1,2.41,0.42,No Difference,0.02,2.05,* See Data ictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,240000053.0,Enloe Medical Center - Esplanade,Los Angeles,208,4,3.02,1.32,No Differece,0.42,3.19,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,70001351.0,"Good Samaritan Hospital, San Jose",Santa Clara,268,0,1.94,0.0,No Difference,0.0,1.54,"Hospitals reported colmbined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infectins (SSI)",Hip prosthesis,80000045.0,Grossmont Hospital,San Diego,301,3,3.06,0.98,No Difference,0.25,2.67,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000059.0,Hazel Hawkins Memorial Hospital,San Benito,23,0,0.18,0.0,No Difference*,0.0,1.26,* See Data Dictinary
1034,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,70000139.0,Healdsburg District Hospital,Sonoma,62,1,0.35,2.89,No Difference*,0.07,16.1,* See Data Dictionay
2015,California,"Healthcare Associated Infection, Surgical Site Ifnections (SSI)",Hip prosthesis,70001351.0,Hemet Valley Medical Center,Riverside,118,1,1.39,0.72,No Difference,0.04,3.55,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,120001330.0,Henry Mayo Newhall Hospital,Lo Angeles,82,1,0.96,1.04,o Difference*,0.03,5.8,* Se Data Dictionary
2015,Clifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,60000027.0,"Kaiser Foundation Hospital, Roseville",San Bernardino,25,0,0.12,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000093.0,Highland Hospital,Alamead,47,0,0.55,0.0,No Difference*,0.0,6.66,"Hospitlas reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,50000014.0,Hoag Hospital Irvine,Orainge,11,0,0.1,0.0,No Difference*,0.0,1.26,*See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,120001330.0,Hoag Memorial Hospital Presbyterian,Orage,24,1,0.3,3.37,No Difference*,0.09,18.76,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSoI)",Hip prosthesis,70001351.0,Bakersfield Memorial Hospital,Orange,1574,3,7.54,0.4,No Difference,0.1,1.08,* See Data Dictionary
2015,Califonia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,70000137.0,Hemet Valley Medical Center,Los Angeles,18,0,0.3,0.0,No Difference*,0.0,12.34,*S ee Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,120001330.0,Huntington Beach Hospital,Orange,10,0,0.1,0.0,No Differenc*e,0.0,1.26,* See Daa Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,240000100.0,Huntington Memorial Hospital,Los Angeles,506,3,6.4,0.47,No Difference,0.12,1.28,q* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000093.0,John F. Kennedy Memorial Hospital,Riverside,119,0,0.61,0.0,No Difference*,0.0,6.04,* Suee Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,140000014.0,John Muir Medical Center - Concord Campus,Contra Costa,400,2,3.22,0.62,No Difference,0.1,2.05,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000059.0,John Muir Medical Center - Walnut Creek Campus,Contra Costa,390,4,3.42,1.17,No Difference,0.37,2.82,* See Datas Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,110000011.0,"Kaiser Foundation Hospital and eRhab Center, Vallejo",Solaon,318,5,2.76,1.81,No Differnce,0.66,4.02,* See Data iDctionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,30000123.0,Mercy Medical Center Redding,Contra Costa,553,3,3.03,0.99,No Difference,0.25,2.7,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,60000074.0,"Kaiser Foundation Hospital, Baldwin Park",Los Angeles,257,0,2.18,0.0,No Difference,0.0,1.38,See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,70001351.0,Community Hospital of The Monterey Peninsula,Los Angeles,241,1,1.75,0.57,No Difference,0.03,2.82,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",H ip prosthesis,220000008.0,Dominican Hospital,San Bernardino,251,2,2.25,0.89,No Difference,0.15,2.94,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,240000100.0,"Kaiser Foundation Hospital, Fremont",Alameda,60,0,0.38,0.0,No Difference*,0.0,9.71,* See Data Dictionary
