OBJECTID,DEF_FEATURE,COORD_SRC,ACCURACY_FT,SOURCE_LYR,ADMU_LNTYPE,GLOBALID,SHAPE_Length
392,RIDGE,SOURCEL,0,HUC5,FOB,{6BCE228E-7F2B-409B-8F82-430C6B510301},0.0102774042913986
393,SUBDIVISION,SOURCEL,0,PLSSIntersected,DOB,{6CB95FB5-BCEA-45C1-83B3-0475914FB76C},0.043452572984525
394,SUBDIVISION,CADNSDI,0,PLSSIntersected,DOB,{6D048E87-B799-4791-AA89-15F4E26075FF},0.433973017629655
395,SUBDIVISION,SOURCEL,0,PLSSIntersected,DOB,{6D5A0240-9747-4569-8468-5D1AB307AD72},0.964281913399349
396,SUBDIVISION,SOURCEL,0,PLSSIntersected,DOB,{6EC43F9E-31F3-4BA4-8A90-E8F48F8DC23F},0.016494879438479
397,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{720D86C2-05C3-4F20-84C3-E403F79A8077},0.0271578303529626
398,UNKNOWN,MAP,50,,FOB,{751D470C-16C8-47B7-AC18-D65381459E40},0.417652920016569
399,SUBDIVISION,SOURCEL,0,PLSSIntersected,DOB,{769B9542-A882-4F11-B850-10E986A0D431},0.449360386513348
400,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{782E96C4-F5A1-43E7-96C8-32E5F6AB5DE9},0.013517997937433
401,SUBDIVISION,SOURCEL,0,PLSSIntersected,DOB,{796190A8-81AE-4BCD-8538-EA273A286874},0.00947378424408554
402,SUBDIVISION,SOURCEL,0,PLSSIntersected,DOB,{7A794058-B040-4A41-AC3C-669E3A9CE5FD},2.1562030055351
403,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{7AA5E023-8C19-45A5-BC27-817E2BE00C7A},0.636498230445602
404,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{7AB8EAE5-0081-45A6-93AA-CEE27D0260A1},0.541511990661069
405,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{7C723467-9339-427B-8F0F-DB03D661FD34},1.51852229468796
406,RIDGE,SOURCEL,0,HUC5,FOB,{7FD2B2C7-0619-4DF2-AB71-28CE56445D6D},0.182105725670842
407,SUBDIVISION,SOURCEL,0,PLSSIntersected,DOB,{81B9662C-558E-40B3-962F-7553A90FF035},0.318487371735497
408,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{81EC10CD-2D43-432D-8114-D47F4180C7AC},0.227805752671916
409,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{83210A90-FD0E-4883-A2B0-C69A85A14EB9},0.0328906944391992
410,SUBDIVISION,SOURCEL,0,PLSSIntersected,DOB,{832443E1-BC30-44C0-B791-DE3DC2264D24},0.343186751008239
411,RIDGE,SOURCEL,0,HUC5,FOB,{837F3B5F-9BE8-493F-8252-3A427203FB14},0.0325945446829981
412,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{8485764C-DF3B-4D58-AFB2-D915F0F1C2D3},0.00707905738872785
413,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{86977761-5D69-453E-9921-6BAC840257F2},0.0122547467555196
414,RIDGE,SOURCEL,0,HUC5,FOB,{876FBF87-1D49-49D4-A3F9-E531C6A181C3},0.00856557339065441
415,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{88EE2E7D-FDD3-4D28-AE0E-2013CF895680},0.377034413920694
416,SUBDIVISION,SOURCEL,0,PLSSIntersected,DOB,{89192060-0DEB-4EFD-B6B9-F37CE8E09C51},0.126408612509352
417,UNKNOWN,MAP,50,,FOB,{8942AB3E-A9D1-441C-9C0C-11E0542888C1},0.180089832965908
418,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{8A6705E3-6841-44E3-B384-DA8125B295C4},0.0345957439926754
419,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{8B3B10FE-77B5-4320-9E3D-0912C9B5814D},2.19128542533234
420,SUBDIVISION,SOURCEL,0,PLSSIntersected,DOB,{8C26585E-D31A-4F9C-9DA4-88251F594BBB},0.102986942399125
421,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{8DF9858F-9F97-49DE-9EEF-0349CD02DA8F},0.244991769765913
422,WATERCOURSE,SOURCEL,0,HYD_PUB_FLOWLINE,FOB,{8E3CF158-9322-4F4C-BF9D-C2EE4FA04386},0.119167710866803
423,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{8F569856-216A-482F-BD06-D83FF2A53D05},0.584674818454335
424,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{8FEB7A2A-2DCA-432B-8BEE-690C30AE5A7F},0.164191749189984
425,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{9024E49C-C562-49E8-8287-ACF0BE18D20D},0.0103713879324564
426,COUNTY,SOURCEL,0,COB_ARC,SOBOCEAN,{918FB5EE-3368-4F55-94A7-EB990877B4C3},0.392105659907192
427,SUBDIVISION,SOURCEL,0,PLSSIntersected,DOB,{96462A2C-58AD-4F4E-8499-8EDAB3E1E615},0.820888454226938
428,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{96CBD2CF-18F4-49C6-A8FB-6F31EB0D8DB9},0.217924653781191
429,SUBDIVISION,SOURCEL,0,PLSSIntersected,DOB,{978097A5-860E-4105-B6CD-36290D4F8005},0.176570198747678
430,RIDGE,SOURCEL,0,HUC5,FOB,{97A2A859-9855-4307-9C02-9AB0810FEEA9},0.00678401484100747
431,COUNTY,SOURCEL,0,COB_ARC,DOB,{98DE0199-5745-421E-89F8-6E3AB9C5A741},0.838221287218997
432,COUNTY,SOURCEL,0,COB_ARC,SOBOCEAN,{9D02677D-C0A0-44C6-94EA-523498B27C4A},0.404952501681812
433,UNKNOWN,MAP,50,,FOB,{A1C98E54-B627-4D44-87A4-9AF73B13CEE4},0.15930523905039
434,RIDGE,SOURCEL,0,HUC5,FOB,{A1F0DB69-C056-4130-BE89-CF2B91CC42C4},0.0235199124419569
435,SUBDIVISION,SOURCEL,0,PLSSIntersected,DOB,{A376CCF0-A25D-4014-8F28-49D0625CEA06},0.0724306653778396
436,SUBDIVISION,SOURCEL,0,PLSSIntersected,DOB,{A3C61580-BFB5-4123-B44A-A31A8B7DF039},0.222044264093856
437,SUBDIVISION,SOURCEL,0,GCD_arc,DOB,{A432F6EB-A3D3-4AB3-BF1C-EC77E0F6C48C},0.15576473235466
438,WATERCOURSE,SOURCEL,0,HYD_PUB_FLOWLINE,FOB,{A456D51A-38B9-43DF-B153-965EEF5B88C6},0.351670653820095
439,COUNTY,SOURCEL,0,COB_ARC,DOB,{A549CD9D-40F5-4AC4-B7C5-8CD247E538C7},0.78166420488961
440,RIDGE,SOURCEL,0,HUC5,FOB,{A8B6EEDF-7E72-4AC9-AA99-0BB49D51466E},0.117813311412265
441,WATERCOURSE,SOURCEL,0,HYD_PUB_FLOWLINE,FOB,{AABC0492-5F2C-4929-919A-7600FF2B255F},0.214945092066876
442,SUBDIVISION,SOURCEL,0,PLSSIntersected,DOB,{AB1635AC-87E0-44FF-B00D-1E74EEE8CE31},0.677325492168969
443,WATERCOURSE,SOURCEL,0,HYD_PUB_FLOWLINE,FOB,{AB9317FE-FC2E-420B-BA0E-4DC0FFAF4083},0.452641597763886
444,UNKNOWN,MAP,50,,DOB,{AC6ED279-69C0-425C-A35A-7A268FD830EC},0.552732501326812
445,RIDGE,SOURCEL,0,HUC5,FOB,{AD971019-4557-47D0-B464-543541750AD5},0.0156385420379495
446,SUBDIVISION,CADNSDI,0,PLSSIntersected,FOB,{AEBAFC6B-5AC2-4AF7-8257-507054152C70},0.443143095050332
447,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{AF2F3C1D-CF1A-4E1F-9E88-9DD9C105B568},1.12201426127604
448,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{B2573D73-5945-4293-9697-3D6F811172AB},0.125075082110335
449,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{B451AE6A-76F8-4A72-B7A6-26118C9FE5CD},1.5973004882101
450,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{B4C7CD9F-BE0B-41EA-A664-5626C514C4F4},0.00723874728805907
451,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{B692020B-E498-49C0-AE61-0224F4638EF5},0.159216461821272
452,RIDGE,SOURCEL,0,HUC5,FOB,{B798F51D-4409-43EB-BED3-5DE94FBBE38F},0.00721731285505704
453,UNKNOWN,MAP,50,,DOB,{B8C8FBFC-CC83-4F77-A993-EEE87E265CAC},0.26228278132298
454,RIDGE,SOURCEL,0,HUC5,FOB,{BA67ED84-88A0-4C3F-9889-92F84CA6F21C},0.0496987916362446
455,UNKNOWN,MAP,0,,FOB,{BB1ABD9A-6B69-40EC-8EAA-89AECC0339EA},0.174741577914019
456,ROAD,SOURCEL,0,hyd_pub_flowline,FOB,{BB4A1F41-2437-40B4-9AB5-912911445F0D},0.0764996021946794
457,UNKNOWN,MAP,50,,FOB,{BBC54528-2C94-48E2-8EF0-5A28FCCE24EF},0.188610658625054
458,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{BBCEBFEA-AD9C-4690-9D33-6B0E7FC2E687},0.144890190107203
459,COUNTY,SOURCEL,0,COB_ARC,SOBOCEAN,{BCAD206B-C269-45EE-8CE7-1259F166F3D4},1.40623634846906
460,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{BD4F80E6-1E47-44DC-8214-26416CEB6303},0.000894309249625905
461,SUBDIVISION,SOURCEL,0,PLSSIntersected,DOB,{BDBE2760-2C3A-4625-95D0-72987CE99794},0.503763332100135
462,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{BE415339-857F-4435-8039-F6DF88161240},0.259328987306443
463,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{BE51C613-79E7-471D-840D-631CDDD95FF0},0.00896892876440428
464,SUBDIVISION,SOURCEL,0,PLSSIntersected,DOB,{C0555507-0214-4C9B-9A16-C6FD5965D10C},0.333610799074318
465,SUBDIVISION,SOURCEL,0,PLSSIntersected,DOB,{C2594DBF-4755-4EDD-B2F0-A930DE86235B},0.012718590393221
466,SUBDIVISION,SOURCEL,0,PLSSIntersected,DOB,{C4F28B3B-BC7E-4AB6-AB0A-9DAB9D353890},0.281367604531358
467,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{C669E191-40EB-48D8-978A-8EF4B25ABF16},0.0431087364991543
468,UNKNOWN,MAP,50,,FOB,{C6E86092-78FF-4C96-BD0F-0320DBF34401},0.241104943325824
469,COUNTY,SOURCEL,0,COB_ARC,SOBOCEAN,{C893ABCE-5A41-4B1D-936A-63D00AE1D294},0.183200045418727
470,SUBDIVISION,SOURCEL,0,PLSSIntersected,DOB,{CB162469-55C1-40C3-91C7-347F53F6DC9F},0.56060518981812
471,SUBDIVISION,SOURCEL,0,PLSSIntersected,DOB,{CB6BA141-9622-4D92-82E8-8199ED179B34},0.04872120483295
472,WATERCOURSE,SOURCEL,0,HYD_PUB_FLOWLINE,FOB,{CC7E0A0A-7312-442F-A2D5-FDE79E2E41D0},0.756554617723061
473,UNKNOWN,MAP,50,,FOB,{CD68CC08-3614-47C0-BCD8-7339CBE43649},0.155207040044494
474,SUBDIVISION,SOURCEL,0,PLSSIntersected,DOB,{CD867F66-9463-4C9E-BD9E-6DEF1682DC9A},1.21996188436766
475,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{D066B4A9-6A23-44CF-B683-C9F94876CFB6},0.00726379952065964
476,WATERCOURSE,SOURCEL,0,hyd_pub_flowline,FOB,{D0FF2EA2-8609-4788-8B64-DBA2F903B706},0.650841263491303
477,WATERCOURSE,SOURCEL,0,HYD_PUB_FLOWLINE,DOB,{D23C6FA1-A616-487E-A76B-19B1B902BF28},0.888297440125644
478,COUNTY,SOURCEL,0,COB_ARC,SOB,{D243EDDB-3DE3-40ED-82B2-601F93B6FBFD},0.0290903229059312
479,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{D26B6663-1A01-4F01-92C2-FDCB28F163F2},0.0149941664020269
480,WATERCOURSE,SOURCEL,0,HYD_PUB_FLOWLINE,DOB,{D76C60CE-5969-424B-8197-1AF2264C1778},1.0680547101248
481,SUBDIVISION,SOURCEL,0,PLSSIntersected,DOB,{D776DE2C-3C69-4056-8C2A-5875DAA3FD17},0.140357433858872
482,RIDGE,SOURCEL,0,HUC5,FOB,{D8B53796-3A5B-4404-8135-09D23DB42797},0.0049990779155694
483,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{D8D044DB-9BD5-46BF-A7BB-D055E0074471},3.98280000628909e-05
484,ROAD,SOURCEL,0,gtrn_pub_roads_arc,FOB,{D9BFCA33-FB60-4291-86F0-10D982CDF704},0.318470533876023
485,WATERCOURSE,SOURCEL,0,HYD_PUB_FLOWLINE,SOB,{DC06BA7D-3AF7-4D83-9941-FD2BCDD932CA},1.23043073015555
486,COUNTY,SOURCEL,0,COB_arc,SOB,{DC1EF7DA-CCF8-4523-AAD2-3CF98124869D},0.100802986685236
487,RIDGE,SOURCEL,0,HUC5,FOB,{DE27C9A4-6120-4DEB-ACC3-1C73A1B2818C},0.000937912267304235
488,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{E04DB9B0-53CC-48BA-863E-75DA1F7B15BD},0.308713084581494
489,SUBDIVISION,SOURCEL,0,PLSSIntersected,DOB,{E0672BC8-4D41-4215-B068-C371F5C48F9F},0.0710189276413061
490,SUBDIVISION,SOURCEL,0,PLSSIntersected,DOB,{E154C245-9B48-493F-B29A-57C84DA64E71},0.00715891341839278
491,UNKNOWN,MAP,50,,FOB,{E1E6651B-8217-4A27-950B-47D39509998D},1.29205992818553
492,SUBDIVISION,SOURCEL,0,PLSSIntersected,DOB,{E3E866FC-D568-4730-8956-B472190A7000},0.100564683273977
493,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{E7404DE1-B23D-4147-B503-15222A0A3DC4},0.354576386612718
494,RIDGE,SOURCEL,0,HUC5,FOB,{E937D4EA-09FE-46AB-814B-AC38C504CE69},0.0202235280448742
495,RIDGE,SOURCEL,0,HUC5,FOB,{E9478851-A6AE-4DDB-9091-F2D8959871E5},0.0174402366863196
496,UNKNOWN,UNK,0,PLSSIntersected,FOB,{EA68B226-A768-4084-B25B-7F6CFDCC9969},0.536274048666072
497,RIDGE,SOURCEL,0,HUC5,FOB,{EB409D0B-C775-4B1B-B744-584A8E0B2961},0.0315564874643235
498,COUNTY,SOURCEL,0,COB_arc,SOB,{ECA36577-FBE7-476E-AEE9-CDA81FCE6EA4},0.874187234486666
499,UNKNOWN,MAP,50,,DOB,{ED049EE3-0B3C-496C-9765-0C29CDCC278A},1.65314987929318
500,COUNTY,SOURCEL,0,COB_arc,SOB,{ED62AE74-40FB-4651-98BE-8198AF3C2319},0.492340492951955
501,ROAD,SOURCEL,0,gtrn_pub_roads_arc,FOB,{EDC894AC-04E7-4CF0-B4BB-537B5510E21C},0.305349336442071
502,RIDGE,SOURCEL,0,HUC5,FOB,{EF1A65F8-CB23-47CA-AB53-DE1F98E06F46},0.00614672581999721
503,SUBDIVISION,CADNSDI,0,PLSSIntersected,FOB,{F03C284A-4372-49F6-AA09-B97AB11F7478},1.10109096064723
504,UNKNOWN,MAP,50,,FOB,{F0BFF515-3078-4866-8BA7-B4B8ED658486},0.157418854825869
505,COUNTY,SOURCEL,0,COB_ARC,SOBOCEAN,{F0C74FFF-DECB-478C-A5C6-C7AF741AE3D1},0.177594482962737
506,SUBDIVISION,SOURCEL,0,PLSSIntersected,DOB,{F3BE1EF1-26C2-4981-9107-0745E9CD0EA2},0.0454577079135798
507,ROAD,SOURCEL,0,GTRN_PUB_ROADS_ARC,DOB,{F5081780-E233-4F7D-B5A0-ED4F56B18B08},0.0841316900058529
508,RIDGE,SOURCEL,0,HUC5,FOB,{F50AC4CB-D717-432E-B962-CB3B48260AFA},0.00961686559061242
509,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{F5805DDD-3CBF-4094-A0A7-5567CBA300C9},0.645410363418395
510,UNKNOWN,MAP,50,,FOB,{F8A8AEF5-D3DF-4FD2-9F07-18647BA0E963},0.0165558549071265
511,SUBDIVISION,SOURCEL,0,PLSSIntersected,FOB,{F8FDB4DC-FEB6-4DA3-934B-0774A09C0273},0.658397771204899
512,SUBDIVISION,SOURCEL,0,PLSSIntersected,DOB,{F9DF1C8A-41C8-4149-A2E7-958803F0103E},0.0453096695277907
513,RIDGE,SOURCEL,0,HUC5,FOB,{FC4DF6BC-0A09-4A28-85CC-BC60BF5F761F},0.0225977456798485
514,WATERCOURSE,SOURCEL,0,HYD_PUB_FLOWLINE,SOB,{FE70B29F-C817-4058-A995-8E7E6BF97ABD},1.20759089033203
515,SUBDIVISION,CADNSDI,0,PLSSIntersected,FOB,{FF44CEC1-FAF0-4CD2-A7FC-905F132A67DB},2.69730931122639
516,SUBDIVISION,SOURCEL,0,PLSSIntersected,DOB,{FF5ABE5E-9235-49F9-97B3-6166C0A14160},1.51990062282344
