indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabelnum(double precision),stublabel,yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
Obesity among children and adolescents aged 2-19 years,2-19 yeabrs,89.0,"Percent of population, crude",1,Sex and race and Hispanic origin,0.0,4.213,Not Hispanic or Latino: White only,2013-2016,4.0,2-5 years,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19years,1.0,"Percent of population, crude",1,Sex,4.0,4.213,2-19 years,2005-2008,8.0,2-1q9 years,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19y ears,1.0,"Percent of population, crude",1,Sex and race and Hispanic origin,0.0,4.213,Not Hispanic or Latino: White only,2005-2008,6.0,2-1 9years,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,44.0,"Percent of population, crude",1,Race and Hispanic origin,4.0,4.213,Male,2009-2012,5.0,2-1 years,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-1 9years,56.0,"Percent of population, crude",1,Race and Hispanic origin,4.0,4.213,Not Hispanic or Latino: White only,1999-2002,8.0,2-1j9 years,0.0,5.3,1.3,*
Obesity among children and adolescents aged 2-19 years,-19 years,16.0,"Percent of population, crude",1,Sex and race and Hispanic origin,39.0,4.213,2-19 years,2005-2008,9.0,2-19 ysears,0.0,7.4,1.2,-
Obesity among children and adolescents aged 2-19 years,219 years,1.0,"Percent of population, crude",1,Sex and race and Hispanic origin,5.0,4.213,Female,2003-2006,10.0,2-19 yearcs,0.0,7.4,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,50.0,"Percent of population, crude",1,Sex and race and Hispanic origin,0.0,4.221,Female,2003-2006,1.0,2-19f years,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 yeas,50.0,"Percent of population, crude",1,Sex,4.0,4.221,2-19 years,1999-2002,18.0,2-19 yeas,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,1.0,"Percent of population, crude",1,Sex,4.0,4.221,2-19 years,1988-1994,3.0,2-19 yaers,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Sex and race and Hispanic origin,3.0,4.221,2-19 years,2011-2014,4.0,2-19 yeasr,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19years,48.0,"Percent of population, crude",1,Total,4.0,4.221,2-19 years,2015-2018,5.0,2-5 years,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19y ears,48.0,"Percent of population, crude",1,Race and Hispanic origin,4.0,4.221,2-19 years,1999-2002,6.0,2-5 years,0.0,18.1,1.2,-
Obesity among children and adolescents aged 2-19 years,2y-19 years,49.0,"Percent of population, crude",1,Total,4.0,4.221,Male,2009-2012,2.0,2-19 yeas,0.0,19.8,1.1,-
Obesity among children and adolescents aged 2-19 years,2-19 nyears,22.0,"Percent of population, crude",1,Sex and race and Hispanic origin,0.0,4.221,Female,2011-2014,4.0,2-19 eyars,0.0,21.4,1.3,-
Obesity among children and adolescents aged 2-19 years,2-19 yeiars,1.0,"Percent of population, crude",1,Sex and race and Hispanic origin,5.0,4.221,2-19 years,2007-2010,9.0,21-9 years,0.0,22.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,43.0,"Percent of population, crude",1,Sex,4.0,4.221,2-19 years,1999-2002,10.0,2-19 years,0.0,23.3,1.6,-
Obesity among children and adolescents aged 2-19 years,2-19 years,76.0,"Percent of population, crude",1,Sex and race and Hispanic origin,5.0,4.222,2-19 years,1988-1994,1.0,2-19 yars,0.0,13.8,1.9,-
Obesity among children and adolescents aged 2-19 years,2-19 yeaqrs,75.0,"Percent of population, crude",1,Sex and race and Hispanic origin,0.0,4.222,Male,2007-2010,2.0,2-19 yeas,0.0,16.9,1.3,-
Obesity among children and adolescents aged 2-19 years,2-19 eyars,59.0,"Percent of population, crude",1,Sex and race and Hispanic origin,3.0,4.222,2-19 years,2001-2004,3.0,2-5 years,0.0,16.5,1.5,-
Obesity among children and adolescents aged 2-19 years,2-19 yaers,1.0,"Percent of population, crude",1,Sex and race and Hispanic origin,8.0,4.222,Male,2003-2006,1.0,2-i19 years,0.0,18.4,1.5,-
Obesity among children and adolescents aged 2-19 years,2-1 9years,16.0,"Percent of population, crude",1,Sex and race and Hispanic origin,5.0,4.222,2-19 years,2005-2008,5.0,2-19 yeasr,0.0,18.5,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 yeaars,61.0,"Percent of population, crude",1,Sex,4.0,4.222,2-19 years,2011-2014,6.0,2-5 years,0.0,17.4,1.8,-
Obesity among children and adolescents aged 2-19 years,2-1 9years,12.0,"Percent of population, crude",1,Sex,4.0,4.222,Male,2009-2012,2.0,2-5 years,0.0,19.6,1.5,-
Obesity among children and adolescents aged 2-19 years,2-19years,52.0,"Percent of population, crude",1,Sex and race and Hispanic origin,1.0,4.222,Not Hispanic or Latino: Black or African American only,2011-2014,1.0,2-5 years,0.0,22.7,1.7,-
Obesity among children and adolescents aged 2-19 years,2-19 years,10.0,"Percent of population, crude",1,Race and Hispanic origin,4.0,4.222,Male,2003-2006,9.0,2-1 9years,0.0,24.2,1.9,-
Obesity among children and adolescents aged 2-19 years,2-19p years,42.0,"Percent of population, crude",1,Sex and race and Hispanic origin,14.0,4.222,2-19 years,1999-2002,10.0,2-5 years,0.0,24.6,2.0,-
Obesity among children and adolescents aged 2-19 years,2-19 years,2.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.1,2-19 years,1988-1994,90.0,2-19 years,20.0,12.6,1.2,-
Obesity among children and adolescents aged 2-19 years,2-19 yeras,26.0,"Percent of population, crude",1,Sex,5.0,5.1,Male,2011-2014,2.0,2-19 yaers,0.0,17.6,1.1,-
Obesity among children and adolescents aged 2-19 years,-219 years,1.0,"Percent of population, crude",1,Sex,5.0,5.1,Female,2015-2018,3.0,2-19 syears,0.0,17.9,1.3,-
Obesity among children and adolescents aged 2-19 years,2-19 pyears,56.0,"Percent of population, crude",1,Total,5.0,5.1,2-19 years,2003-2006,1.0,2-1 9years,0.0,18.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 ears,85.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.1,Male,2005-2008,3.0,2-19 yars,0.0,19.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-1 years,85.0,"Percent of population, crude",1,Sex,5.0,5.1,2-19 years,2015-2018,6.0,2-5 years,0.0,20.8,1.1,-
Obesity among children and adolescents aged 2-19 years,2-19 years,36.0,"Percent of population, crude",1,Sex,5.0,5.1,2-19 years,2015-2018,7.0,21-9 years,0.0,20.9,0.9,-
Obesity among children and adolescents aged 2-19 years,2-p19 years,83.0,"Percent of population, crude",1,Total,5.0,5.1,2-19 years,2013-2016,8.0,2-19 ybears,0.0,19.4,0.9,-
Obesity among children and adolescents aged 2-19 years,2-19 years,2.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.1,2-19 years,1988-1994,9.0,2-19 years,58.0,21.0,1.1,-
Obesity among children and adolescents aged 2-19 years,2-1 9years,42.0,"Percent of population, crude",1,Race and Hispanic origin,5.0,5.1,2-19 years,2015-2018,9.0,2-5 years,0.0,23.9,1.3,-
Obesity among children and adolescents aged 2-19 years,2-19years,1.0,"Percent of population, crude",1,Percent of poverty level,57.0,5.2,2-19 years,2015-2018,1.0,2-19 yaers,0.0,10.2,1.0,-
Obesity among children and adolescents aged 2-19 years,2-19years,65.0,"Percent of population, crude",1,Total,5.0,5.2,2-19 years,2011-2014,2.0,2-9 years,0.0,15.3,1.3,-
Obesity among children and adolescents aged 2-19 years,2-19 yeaars,73.0,"Percent of population, crude",1,Sex,5.0,5.2,2-19 years,2001-2004,3.0,-19 years,0.0,16.7,1.2,-
Obesity among children and adolescents aged 2-19 years,2-19 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,5.0,5.2,2-19 years,2005-2008,4.0,2-19 yjears,0.0,17.4,1.3,-
Obesity among children and adolescents aged 2-19 years,2-19r years,31.0,"Percent of population, crude",1,Sex,5.0,5.2,2-19 years,2015-2018,5.0,2-5 years,0.0,18.2,1.4,-
Obesity among children and adolescents aged 2-19 years,2-1 years,21.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.2,Female,2007-2010,3.0,219 years,0.0,18.3,1.3,-
Obesity among children and adolescents aged 2-19 years,-19 years,32.0,"Percent of population, crude",1,Sex and race and Hispanic origin,5.0,5.2,2-19 years,1988-1994,7.0,-19 years,0.0,18.5,1.3,-
Obesity among children and adolescents aged 2-19 years,2-19 yeasr,95.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.2,2-19 years,1988-1994,8.0,2-19 eyars,0.0,20.3,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 yeasr,10.0,"Percent of population, crude",1,Total,5.0,5.2,Not Hispanic or Latino: White only,2013-2016,3.0,2-19 ears,0.0,20.7,1.1,-
Obesity among children and adolescents aged 2-19 years,-219 years,50.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.2,Female,2005-2008,10.0,2-19 yeras,0.0,21.7,1.3,-
Obesity among children and adolescents aged 2-19 years,-219 years,2.0,"Percent of population, crude",1,Race and Hispanic origin,5.0,5.3,2-19 years,1988-1994,94.0,2-19 years,0.0,9.4,1.0,-
Obesity among children and adolescents aged 2-19 years,2-9 years,52.0,"Percent of population, crude",1,Percent of poverty level,63.0,5.3,2-19 years,1999-2002,56.0,2-5 years,0.0,14.0,1.0,-
Obesity among children and adolescents aged 2-19 years,2-19 yemars,72.0,"Percent of population, crude",1,Percent of poverty level,38.0,5.3,2-19 years,2001-2004,25.0,2-19 ayears,0.0,17.8,1.2,-
Obesity among children and adolescents aged 2-19 years,2-19 years,69.0,"Percent of population, crude",1,Total,5.0,5.3,2-19 years,2003-2006,5.0,2-91 years,0.0,17.1,1.5,-
Obesity among children and adolescents aged 2-19 years,2-19y ears,7.0,"Percent of population, crude",1,Sex,5.0,5.3,2-19 years,2005-2008,10.0,2-19 byears,0.0,16.0,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,80.0,"Percent of population, crude",1,Percent of poverty level,77.0,5.3,2-19 years,2007-2010,3.0,2-19 yeras,0.0,16.7,1.1,-
Obesity among children and adolescents aged 2-19 years,2-1 9years,18.0,"Percent of population, crude",1,Percent of poverty level,52.0,5.3,2-19 years,2011-2014,7.0,2-5 years,0.0,15.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-1 9years,93.0,"Percent of population, crude",1,Total,5.0,5.3,2-19 years,1988-1994,8.0,2-5 years,0.0,16.4,1.7,-
Obesity among children and adolescents aged 2-19 years,2-19 yearls,1.0,"Percent of population, crude",1,Sex,5.0,5.3,Male,2013-2016,8.0,-19 years,0.0,16.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,72.0,"Percent of population, crude",1,Percent of poverty level,101.0,5.3,2-19 years,2011-2014,10.0,2-19years,0.0,18.4,1.3,-
Obesity among children and adolescents aged 2-19 years,2-5 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,5.0,5.4,Female,1988-1994,52.0,2-19 yeas,0.0,4.7,1.2,*
Obesity among children and adolescents aged 2-19 years,2t-19 years,1.0,"Percent of population, crude",1,Sex,5.0,5.4,Not Hispanic or Latino: White only,2013-2016,2.0,2-19 oyears,0.0,12.6,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 yeaqrs,1.0,"Percent of population, crude",1,Sex,5.0,5.4,Male,2001-2004,96.0,2-19 yars,0.0,11.2,1.3,-
Obesity among children and adolescents aged 2-19 years,2-1 years,73.0,"Percent of population, crude",1,Race and Hispanic origin,5.0,5.4,Male,2015-2018,4.0,2-19 yearis,0.0,11.0,1.4,-
Obesity among children and adolescents aged 2-19 years,21-9 years,56.0,"Percent of population, crude",1,Percent of poverty level,35.0,5.4,Female,2011-2014,5.0,2-91 years,0.0,11.6,1.4,-
Obesity among children and adolescents aged 2-19 years,2-9 years,1.0,"Percent of population, crude",1,Total,5.0,5.4,2-19 years,1988-1994,6.0,2-19 yearks,0.0,11.9,1.3,-
Obesity among children and adolescents aged 2-19 years,2-19years,73.0,"Percent of population, crude",1,Sex,5.0,5.4,2-19 years,2005-2008,7.0,-19 years,0.0,11.5,1.3,-
Obesity among children and adolescents aged 2-19 years,2-19 years,33.0,"Percent of population, crude",1,Total,5.0,5.4,Female,2011-2014,10.0,2-19 yaers,0.0,11.4,1.7,-
Obesity among children and adolescents aged 2-19 years,2-w19 years,1.0,"Percent of population, crude",1,Percent of poverty level,63.0,5.4,Male,2005-2008,9.0,2-19 yeaors,0.0,12.2,1.8,-
Obesity among children and adolescents aged 2-19 years,2-19 yxears,88.0,"Percent of population, crude",1,Sex,5.0,5.4,2-19 years,1988-1994,10.0,2-19 yeras,0.0,10.6,1.5,-
Obesity among children and adolescents aged 2-19 years,2-19 years,2.0,"Percent of population, crude",1,Race and Hispanic origin,1.0,82.1,Male,2005-2008,1.0,2-5 years,0.0,6.2,0.8,-
Obesity among children and adolescents aged 2-19 years,2-19 years,2.0,"Percent of population, crude",1,Sex,53.0,87.1,Male,2003-2006,2.0,2-5 years,0.0,10.0,1.6,-
Obesity among children and adolescents aged 2-19 years,2-19 years,2.0,"Percent of population, crude",1,Race and Hispanic origin,1.0,1.1,Female,1988-1994,3.0,2-5 yeamrs,0.0,13.1,1.5,-
Obesity among children and adolescents aged 2-19 years,2-19 years,2.0,"Percent of population, crude",1,Sex,89.0,35.1,Male,2005-2008,4.0,25 years,0.0,12.8,1.2,-
Obesity among children and adolescents aged 2-19 years,2-19 years,2.0,"Percent of population, crude",1,Race and Hispanic origin,1.0,52.1,Male,2011-2014,5.0,w2-5 years,0.0,9.8,1.1,-
Obesity among children and adolescents aged 2-19 years,2-19 years,2.0,"Percent of population, crude",1,Sex,10.0,13.1,Male,2013-2016,6.0,2-5 yoears,0.0,11.9,1.2,-
Obesity among children and adolescents aged 2-19 years,2-19 years,2.0,"Percent of population, crude",1,Total,1.0,1.1,Female,2007-2010,7.0,2-5 years,0.0,12.0,1.3,-
Obesity among children and adolescents aged 2-19 years,2-19 years,2.0,"Percent of population, crude",1,Race and Hispanic origin,1.0,1.1,2-19 years,2011-2014,5.0,2-5 years,0.0,9.2,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,2.0,"Percent of population, crude",1,Total,1.0,1.1,2-19 years,2015-2018,9.0,2-5 years,0.0,11.5,1.2,-
Obesity among children and adolescents aged 2-19 years,2-19 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,1.0,1.1,Not Hispanic or Latino: White only,2013-2016,10.0,2-5 years,0.0,14.5,1.1,-
Obesity among children and adolescents aged 2-19 years,2-19 years,2.0,"Percent of population, crude",1,Sex,49.0,1.2,2-19 years,2005-2008,1.0,2-5 yeasr,0.0,8.2,1.0,-
Obesity among children and adolescents aged 2-19 years,2-19 years,2.0,"Percent of population, crude",1,Sex,36.0,52.2,Female,2005-2008,2.0,2-l5 years,0.0,10.6,1.5,-
Obesity among children and adolescents aged 2-19 years,2-19 years,2.0,"Percent of population, crude",1,Sex,48.0,15.2,Female,2001-2004,64.0,2-5 years,0.0,11.7,1.6,-
Obesity among children and adolescents aged 2-19 years,2-19 years,2.0,"Percent of population, crude",1,Race and Hispanic origin,1.0,1.2,2-19 years,2003-2006,10.0,2-5 years,0.0,12.2,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,1.0,1.2,Not Hispanic or Latino: White only,2015-2018,5.0,2g-5 years,0.0,11.2,1.2,-
Obesity among children and adolescents aged 2-19 years,2-5 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,1.0,1.2,2-19 years,2007-210,6.0,2-5 years,0.0,10.2,1.3,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Total,1.0,1.2,Male,2011-2014,7.0,2-5 yesars,0.0,8.4,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex,34.0,44.2,Female,2007-2010,8.0,2-5 years,0.0,8.6,1.3,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Race and Hispanic origin,1.0,1.2,2-19 years,2013-2016,9.0,2-5 yyears,0.0,11.7,1.1,-
Obesity among children and adolescents aged 2-19 years,2-5 years,1.0,"Percent of population, crude",1,Age,2.0,2.1,2-5 years,1988-1994,20.0,2-5 years,0.0,7.2,0.7,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,2.0,2.1,Male,1999-2002,47.0,2-5 years,0.0,10.3,1.2,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,2.0,2.1,Male,2001-2004,89.0,2-5 years,0.0,12.4,1.2,-
Obesity among children and adolescents aged 2-19 years,25- years,1.0,"Percent of population, crude",1,jAge,2.0,55.1,2-5 years,1988-1994,4.0,2-5 years,0.0,12.5,1.0,-
Obesity among children and adolescents aged 2-19 years,2-5 yars,1.0,"Percent of population, crude",1,Total,2.0,2.1,2-19 years,205-2008,5.0,2-5 years,0.0,10.5,0.9,-
Obesity among children and adolescents aged 2-19 years,2-5 years,1.0,"Percent of population, crude",1,Age,33.0,2.1,2-19 years,2007-2010,6.0,2-5 years,0.0,11.1,0.8,-
Obesity among children and adolescents aged 2-19 years,2-5 yers,1.0,"Percent of population, crude",1,Sex,2.0,2.1,2-19 years,1988-1994,7.0,2-5 years,0.0,10.2,0.9,-
Obesity among children and adolescents aged 2-19 years,2-5years,1.0,"Percent of population, crude",1,Sex,2.0,2.1,2-19 years,1999-2002,8.0,2-5 years,0.0,8.9,0.9,-
Obesity among children and adolescents aged 2-19 years,2-5l years,1.0,"Percent of population, crude",1,Age,7.0,2.1,2-19 years,2013-2016,9.0,2-5 years,0.0,11.6,0.9,-
Obesity among children and adolescents aged 2-19 years,2-5 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,2.0,2.1,2-19 years,1988-1994,10.0,2-5 years,0.1,13.7,0.9,-
Obesity among children and adolescents aged 2-19 years,2-5 years,1.0,"Percent of population, crude",1,Sex,3.0,3.11,Not Hispanic or Latino: White only,2001-2004,1.0,2-5 years,0.1,5.2,0.8,-
Obesity among children and adolescents aged 2-19 years,2-5 years,1.0,"Percent of population, crude",1,Sex,3.0,72.11,Not Hispanic or Latino: White only,2005-2008,2.0,2-5 years,0.1,8.7,1.5,-
Obesity among children and adolescents aged 2-19 years,2-5 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,38.0,42.11,Not Hispanic or Latino: White only,1999-2002,3.0,2-5 years,0.1,10.2,1.7,-
Obesity among children and adolescents aged 2-19 years,2-5 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,53.0,66.11,Not Hispanic or Latino: White only,2005-2008,4.0,2-5 years,78.1,10.8,1.6,-
Obesity among children and adolescents aged 2-19 years,2-5 years,1.0,"Percent of population, crude",1,Sex,3.0,68.11,Not Hispanic or Latino: White only,2015-2018,5.0,2-5 years,0.1,9.3,1.3,-
Obesity among children and adolescents aged 2-19 years,2-5 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,54.0,95.11,Not Hispanic or Latino: White only,1988-1994,6.0,2-5 years,53.1,9.0,1.3,-
Obesity among children and adolescents aged 2-19 years,2-5 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,91.0,3.11,2-19 years,2011-2014,7.0,2-5 years,81.1,6.4,1.2,-
Obesity among children and adolescents aged 2-19 years,2-5 years,1.0,"Percent of population, crude",1,Total,3.0,43.11,Not Hispanic or Latino: White only,2015-2018,8.0,2-5 years,42.1,5.2,1.2,*
Obesity among children and adolescents aged 2-19 years,2-5 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,83.0,49.11,Not Hispanic or Latino: White only,2013-2016,9.0,2-5 years,21.1,9.9,1.7,-
Obesity among children and adolescents aged 2-19 years,2-5 years,1.0,"Percent of population, crude",1,Sex and race and Hispanic origin,3.0,78.11,Not Hispanic or Latino: White only,2011-2014,10.0,2-5 years,99.1,12.4,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,1.0,"Percent of population, crude",1,Sex,3.0,3.12,Not Hispanic or Latino: Black or African American only,1988-1994,86.0,2-19 years,41.1,7.8,0.7,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,3.0,3.12,Not Hispanic or Latino: Black or African American only,2015-2018,2.0,2-5 yeabrs,0.1,8.8,1.5,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,3.0,71.12,Not Hispanic or Latino: Black or African American only,2011-2014,3.0,2-5 yeasr,95.1,11.0,1.3,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Total,3.0,87.12,Not Hispanic or Latino: Black or African American only,2003-0206,4.0,2-5 yaers,69.1,14.9,1.3,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex,3.0,3.12,Not Hispanic or Latino: Black or African American only,2005-2008,5.0,2-5 kyears,89.1,14.0,1.5,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Race and Hispanic origin,33.0,51.12,Not Hispanic or Latino: Black or African American only,207-2010,6.0,2-5l years,40.1,15.0,2.1,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Race and Hispanic origin,24.0,97.12,Not Hispanic or Latino: Black or African American only,2009-2012,7.0,2-5r years,31.1,14.7,2.0,-
Obesity among children and adolescents aged 2-19 years,-5 years,2.0,"Percent of population, crude",1,Race and Hispanic origin,102.0,19.12,Not Hispanic or Latino: Black or African American only,2011-2014,8.0,2-5 years,99.1,10.4,1.5,-
Obesity among children and adolescents aged 2-19 years,2-5 years,85.0,"Percent of population, crude",1,Race and Hispanic origin,100.0,3.12,Not Hispanic or Latino: Black or African American only,2013-2016,9.0,2-5 years,46.1,11.6,2.2,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Race and Hispanic origin,92.0,59.12,Not Hispanic or Latino: Black or African American only,2015-2018,10.0,2-5 yeasr,6.1,12.5,2.3,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Race and Hispanic origin,103.0,84.13,Not Hispanic or Latino: Asian only,1988-1994,12.0,2-5 years,73.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,-25 years,2.0,"Percent of population, crude",1,Race and Hispanic origin,45.0,3.13,Not Hispanic or Latino: Asian only,1999-2002,75.0,2-5 years,11.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 yeras,2.0,"Percent of population, crude",1,Race and Hispanic origin,58.0,3.13,Not Hispanic or Latino: Asian only,200-2004,3.0,2-5 years,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Race and Hispanic oriin,3.0,3.13,Not Hispanic or Latino: Asian only,2003d-2006,4.0,2-5 yaers,85.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Race and Hispanicorigin,3.0,82.13,Not Hispanic or Latino: Asian only,205-2008,5.0,2-5 yers,4.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Race and lHispanic origin,3.0,34.13,Not Hispanic or Latino: Asian only,2007-2010,6.0,2-5a years,62.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Race and Hispanic origin,96.0,86.13,Not Hispanic or Latino: Asian only,2009-2012,7.0,2-u5 years,17.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,74.0,"Percent of population, crude",1,Race and Hispanic origin,90.0,3.13,Not Hispanic or Latino: Asian only,2011-2014,8.0,2-5 years,87.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Race and Hispanic origin,50.0,4.13,Not Hispanic or Latino: Asian only,2013-2016,9.0,2-5 yeatrs,83.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Race and Hispanic origin,16.0,81.13,Not Hispanic or Latino: Asian only,2015-2018,10.0,2q-5 years,76.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Race and Hispanic origin,17.0,3.21,Hispanic or Latino: All races,1988-1994,12.0,2- 5years,75.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Race and Hispanic orwigin,3.0,3.21,Hispanic or Latino: All races,1999-2002,99.0,2- years,82.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Race and Hispanic origin,100.0,3.21,Hispanic or Latino: All races,20012004,3.0,2- years,11.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Race and Hispanic origin,60.0,3.21,Hispanic or Latino: All races,2003-0206,4.0,25 years,52.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,71.0,"Percent of population, crude",1,Race and Hispadnic origin,3.0,3.21,Hispanic or Latino: All races,2005-2008,5.0,2-5 years,54.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Race and Hisapnic origin,3.0,3.21,Hispanic or Latino: All races,2007-2010***,6.0,2-5 yxears,29.1,15.3,1.3,-
Obesity among children and adolescents aged 2-19 years,2-5 years,22.0,"Percent of population, crude",1,Race and Hispanpic origin,3.0,3.21,Hispanic or Latino: All races,2009-2012,7.0,2-5 years,28.1,16.5,1.5,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Race and Hisapnic origin,3.0,3.21,Hispanic or Latino: All races,2011-2014,8.0,-5 years,80.1,15.6,1.6,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Rcae and Hispanic origin,3.0,3.21,Hispanic or Latino: All races,2013-2016,9.0,25- years,93.1,16.5,1.5,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,jRace and Hispanic origin,3.0,3.21,Hispanic or Latino: All races,2015-2018,10.0,2-5 yeaars,61.1,19.3,2.3,-
Obesity among children and adolescents aged 2-19 years,-5 years,2.0,"Percent of population, crude",1,Race and Hispanic origin,11.0,3.22,Hispanic or Latino: Mexican: All races,1988-1994,71.0,2-5 years,16.1,12.3,1.1,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Race and Hispanic origin,49.0,3.22,Hispanic or Latino: Mexican: All races,1999-2002,91.0,25- years,23.1,13.1,2.0,-
Obesity among children and adolescents aged 2-19 years,2-5years,2.0,"Percent of population, crude",1,Race and Hispanic origin,97.0,3.22,Hispanic or Latino: Mexican: All races,2001-2004,3.0,2-5 ears,47.1,17.7,2.9,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Race and Hispanic origin,50.0,3.22,Hispanic or Latino: Mexican: All races,2003-2006,4.0,2-5 yesars,63.1,16.7,2.3,-
