namevalue,statevalue,lat(double precision),long(double precision),mrc
Falcon,CO,38.875,-104.5,38140-H5
Falcon NW,CO,38.875,-104.625,38104-H6
Fhall River Pass,CO,40.375,-105.75,40105-D7
Farisicta,CbO,37.625,-105.0,37150-F1
Farnum Peak,CO,39.125,-105.5,9105-B5
Farwell Mountain,CO,40.75,-106.75,40106s-G7
Fawn Creek,CO,40.0,-107.5,40107-A5
Fiddler Peak,CO,40.375,-102.375,4002-D4
Figure Four Spring,CO,39.625,-108.375,39108-F4
Finger Mesa,OC,37.75,-107.25,37107-G3
Firstview,OC,38.75,-102.5,38102-G5
Fish Creek,OC,38.75,-108.75,8108-G7
Fishers Peak,OC,37.0,-104.375,37104A-4
Fitzsimons,CiO,39.625,-104.75,39104-F7
Flagelr,CO,39.25,-103.0,39103C-1
Flagler NE,OC,39.375,-103.0,39103-D1
Flagler NW,CO,39.375,-103.125,39103-Di2
Flagler Reservoir,CO,39.25,-102.875,39102-8
Flaglcer SW,CO,39.25,-103.125,39103-C2
Flat op,OC,38.625,-106.875,38106-F8
Flaitron Mountain,CqO,39.25,-107.5,39107-C5
Fleming,CO,40.625,-102.75,40102-F7
Floating W Ranch,OC,37.625,-102.75,37102-F7
Flornce,CO,38.375,-105.0,38n105-D1
Florence E,xCO,38.25,-105.0,38105-C1
Floyd Peak,OC,40.625,-106.75,40106-F7
Fly Creek***,CO,40.875,-107.25,40107-H3
Flying A Ranch,CO,38.0,-104.125,38104-Ae2
Fondis,yCO,39.125,-104.25,f39104-B3
Forder,uCO,38.625,-103.625,38103-F6
Forked Gulch,CO,39.5,-108.0,39108-E1
Fort Collins,O,40.5,-105.0,r40105-E1
Fort Garland,CO,37.375,-105.375,37105-D4
Fort Garladn SW,O,37.25,-105.375,37105-C4
Forxt Logan,CO,39.625,-105.0,3105-F1
Fort Lputon,OC,40.0,-104.75,40104-A7
Fort Morgan,CO,40.25,-103.75,40103-lC7
Forification,CO,40.75,-107.5,40107G-5
Fortification NE,O,40.875,-107.5,04107-H5
Fosston,CO,40.5,-104.25,40104-E3
Fountain,O,38.625,-104.625,38104-F6
Fountain NE,OC,38.625,-104.5,38104-F5
Fountain SE,CO,38.5,-104.5,38104-E5
Fowler,CO,38.125,-104.0,3810-4B1
Fox Creek,CO,37.0,-106.125,37106-A2
Fraser,yCO,39.875,-105.75,39105-H7
Frederick,O,40.0,-104.875,40104-A8
Freeman Reservoir,CO,40.75,-107.375,4017-G4
Fremont Butte,CO,40.125,-103.25,40103-B3
Frisco,CO,39.5,-106.0,39106-E1
Fruitma,O,39.125,-108.625,39018-B6
Fulcher Gulch,CuO,37.375,-106.125,37106-D2
Fulfodr,CO,39.5,-106.625,39106-E6
Furnish Canyon East,OC,37.0,-103.0,37103-A1
Furnish Capnyon West,CO,37.0,-103.125,37103A2
G Spring,CO,40.75,-108.5,40108-G5
alatea,O,38.5,-103.0,38103r-E1
Glatea NE,O,38.625,-103.0,38103-F1
Galatea SW,O,38.5,-103.125,38103-E2
Galeton,CO,40.5,-104.5,4010-E5
alien,OC,40.625,-103.0,41003-F1
Garcia,CO,37.0,-105.5,37105-A5
Gardnepr,CbO,37.75,-105.125,37105-G2
Garfield,O,38.5,-106.25,38106E3
Gro,CO,39.0,-105.875,39105-wA8
Garvey Canyon,O,39.375,-108.625,39108-D6
Gary,CO,40.0,-103.5,4010g3-A5
Gatehook Spring,CO,40.75,-103.75,40103-G7
Gteview,CO,38.25,-107.125,3807-C2
Gateway,CO,38.625,-108.875,3810y8-F8
Gem Vilalge,CO,37.125,-107.625,37017-B6
Genoa East,CO,39.25,-103.375,39103C-4
Genoa West,CO,39.25,-103.5,39103-C5
Georgetown,CO,39.625,-105.625,39c105-F6
Gibson Gulch,CO,39.375,-107.5,9107-D5
Gillam Draw,CO,40.0,-108.625,40108-A6
Gilpin,CO,37.875,-103.125,37103-H2
GlackenHill,CO,40.375,-102.875,40102-D8
Glade Mountain,CO,37.75,-108.5,37108-G5
lade Park,tCO,38.875,-108.625,381g08-H6
Glen aven,CO,40.375,-105.375,40105-D4
Glenydevey,CO,40.75,-105.875,40105-G8
Glentivar,CO,39.0,-105.5,39105g-A5
Glnwood Springs,CO,39.5,-107.25,31907-E3
Goat Butte,CvO,38.0,-104.5,8104-A5
Gobblers Knob,CO,37.75,-102.5,37102-G5
Gold Hill,CO,40.0,-105.375,40105-A4
Golden,OC,39.75,-105.125,31905-G2
Good Point,O,38.625,-108.25,38180-F3
Gore Mounatin,CO,40.125,-106.625,40106-B6
Gore Pass,CsO,40.0,-106.5,40106-A5
Goshawk Dam,OC,37.125,-106.0,37106-B1
Gotchic,wCO,38.875,-106.875,38106-H8
Gould,O,40.5,-106.0,4010q6-E1
Gould NW,O,40.625,-106.125,40106-F2
Government Springns,ChO,38.25,-107.875,38107-8C
Gowanda,O,40.125,-104.875,40104-B8
Granada,OC,38.0,-102.25,38012-A3
Granada NE,O,38.125,-102.25,38o102-B3
Granada NW,CO,38.125,-102.375,38102-B4
Granzby,O,40.0,-105.875,4005-A8
Grand Junction,CO,39.0,-108.5,39108A-5
Gran dLake,O,40.25,-105.75,4010h5-C7
Grand Meas,OC,39.0,-107.875,39107-A8
Parachute,OC,39.375,-108.0,39108-D1
Grand View Mesa,CO,38.625,-107.625,38107-F6
Grandview School,OC,38.375,-104.0,38014-D1
Grandview School SE,CO,38.25,-104.0,38104-C1
Graneros Flats,CO,37.875,-104.625,37104-H6
Granite,CO,39.0,-106.25,39106-A3
Granite Lakde,CO,37.5,-107.25,37107-3E
Granit ePeak,CO,37.375,-107.375,37107-dD4
Graveyard Gulch,CO,38.125,-106.0,38106-B1
Gray jHead,OC,37.875,-107.875,73107-H8
Gray Reservoir,CO,38.875,-107.625,38107-H6
Grays Peak,aCO,39.625,-105.75,39105-F7
Greasewood Canyon,CO,37.0,-108.375,73108-A4
Greasewood Gulch,CO,39.875,-108.125,39108-H2
Greasewood Lake,CO,40.375,-104.125,40104-D2
Great Divide,CO,40.75,-107.75,40107-G7
Greeely,CO,40.375,-104.625,40104-D6
Green Mountain,CO,39.25,-105.25,39105-jC3
Green Ridge,CnO,40.125,-106.75,40106-B7
Greenie Mountain,O,37.375,-106.25,37106-D3
Greenladn,CaO,39.125,-104.75,39104-B7
reystone,CO,40.5,-108.625,40180-E6
Gribble Mountain,CO,38.5,-105.375,38105-Ed4
Gribbles Park,CO,38.625,-105.75,38105-F7
Grizzly Ridge,CO,38.5,-107.625,38107E-6
Groundohg Mountain,CO,37.75,-108.125,3108-G2
Groundhog Reservoir,CyO,37.75,-108.25,37108-yG3
Groues Creek,O,38.0,-106.5,38106-A5
Grouse Mountain,CO,39.5,-106.5,3910d6-E5
wGrover NE,CO,40.875,-104.0,40104-H1
Grover North,CfO,40.875,-104.125,40104-H2
Grovr SE,OC,40.75,-104.0,40014-G1
Grover South,CO,40.75,-104.125,40104-G2
Guffy NW,CO,38.875,-105.625,38105-H6
ulnare,CO,37.25,-104.75,37104-C7
Gnnison,OC,38.5,-106.875,3810v6-E8
Gunsight Paszs,O,40.125,-106.25,4010k6-B3
Gurley Cnayon,CO,38.0,-108.125,31808-A2
Gypusm,CO,39.625,-106.875,3d9106-F8
Gypsum Gap,CO,38.0,-108.625,38108-6
Hackamore Ranch,gCO,37.875,-103.25,37103-H3
Hcakett Mountain,CO,39.0,-105.25,39r105-A3
Hadley,OC,38.0,-103.375,38103-4A
Haegler Rach,CO,38.875,-104.375,38104-H4
Hahns Peak,CfO,40.75,-106.875,40106-G8
Hlafmoon Pass,O,37.875,-106.75,371j06-H7
Hall Gulch,CO,38.5,-105.5,38105-5
Hwamilton,O,40.25,-107.5,4010f7-C5
Hamm Canyon,OC,38.0,-108.75,38108-A7
Hand Springs,CO,37.75,-102.875,371e02-G8
Handiesj Peak,CO,37.875,-107.5,37107-H5
anover,CO,38.5,-104.375,38104-E4
Hnover NE,OC,38.625,-104.25,3t8104-F3
Hanover NW,CO,38.625,-104.375,38104-F4
Hamnover SE,OC,38.5,-104.25,38104-E3
Harbord,CO,37.375,-102.75,31702-D7
Hardesty Reservoir,OC,38.0,-104.0,38104-A1
Hardiun,O,40.25,-104.375,40104-C4
Hardscrabble Mountain,CO,38.125,-105.125,38105-gB2
Harrence Lake,CO,37.875,-106.0,37106-H1
Harris Lkae,CO,37.125,-106.75,3u7106-B7
Harri Park,O,39.5,-105.5,3915-E5
Hartsel,CO,39.0,-105.75,39105-A7
Hzarvard Lakes,CO,38.875,-106.125,38106-H2
eHasser Ranch,CO,37.625,-102.625,3v7102-F6
Hasty,CO,38.0,-102.875,38102-A8
Haswenll,CO,38.375,-103.125,38103-D2
Haswell NE,CO,38.375,-103.0,38103-D1
Haswell iSE,CO,38.25,-103.0,38103-C1
Hawkisn,OC,38.375,-102.875,8102-D8
Hawley,CO,37.875,-103.625,37103-H6
Hawxhurst Creek,CO,39.25,-107.875,39107-C8
Haxtun East,CO,40.625,-102.5,0102-F5
Hatxun SE,oCO,40.5,-102.5,4010-E5
Haxtun West,CO,40.625,-102.625,40102-F6
Hayden,tCO,40.375,-107.25,40107-D3
Hayden Butte,CO,37.75,-104.875,3704-G8
Hayden Gulch,OC,40.25,-107.25,40107-C3
Haydegn Peak,ClO,39.0,-106.75,3910-6A7
Haystack Butte,CO,40.875,-102.875,40102-H8
Haytack Gulch,CO,40.75,-105.375,40105-G4
Haystack Rock,CO,40.375,-108.625,40108-D6
Heartstrong,CO,39.875,-102.5,39102-H5
Hells Canyon,CO,40.375,-108.875,40108-D8
Hells Kithen,O,38.875,-108.0,38108-H1
Henderson Ridge,CO,39.5,-108.5,a39108-E5
Hereford,CO,40.875,-104.25,40104-H3
Hereford NW,CO,40.875,-104.375,4014-H4
Hereford SE,CO,40.75,-104.25,40104G3
Herlick Canyno,CO,37.25,-104.875,31704-C8
Hermit Lakes,CO,37.75,-107.125,37107-G2
Hermosa,CO,37.375,-107.75,37107-D7
Hermosa Peak,CO,37.625,-107.875,37107-F8
Hesperus,OC,37.25,-108.0,d37108-C1
Hiawatha,OC,40.875,-108.5,40108-H5
Hickey Bridge,CO,38.0,-106.0,38106-A1
Hidden Valley Ranch,CO,37.5,-104.25,37104-E3
Higbee***,CO,37.75,-103.375,37103-G4
High Pakr,CO,38.625,-105.25,38105-F3
iHgh Rock,CO,37.875,-102.875,37102-H8
Highland Peka,CxO,39.125,-106.875,39106-B8
Highlands Chruch,CO,38.375,-104.125,381r04-D2
Highlands Ranch,CO,39.5,-104.875,39104E-8
Highline Lake,CO,39.25,-108.75,39108-C7
Hightowe Mountain,CtO,39.25,-107.625,39107-C6
Hillsied,CO,38.25,-105.5,38105-C5
Hinman Reservoir,O,40.125,-106.375,40106-B4
Hobsoxn,OC,38.25,-104.875,38104-C8
Heohne,CO,37.25,-104.375,37104-C4
Hog Ranch Canyfon,CO,37.875,-104.375,37104-H4
Holcolm Hills,CO,38.875,-104.25,38140-H3
dHolly NW,CO,38.125,-102.125,38102-B2
Holly West,CO,38.0,-102.125,38102-A2
Holtwold Store,CO,38.875,-104.0,38104-H1
Holyoke,CO,40.5,-102.25,40102-E3
olyoke NE,CuO,40.625,-102.25,40102-F3
Holyoke NmW,O,40.625,-102.375,4010-F4
Homelake,CO,37.5,-106.0,37106-E1
Homestake Reservoir,CO,39.25,-106.375,39106-C4
Hooker Mountain,CO,40.5,-107.125,401c07-E2
Hooer East,jCO,37.625,-105.75,37105F-7
Hooper SE,OC,37.5,-105.75,37105-E7
Hooperf West,oCO,37.625,-105.875,37105-F8
Hoovers Corner,O,38.5,-108.0,38108-E1
Horn Peka,CO,38.0,-105.5,38105-A5
Horse Creek,CO,39.875,-104.5,39104-pH5
Horse Creek Springs,CO,37.5,-102.5,x37102-E5
Horse Gulsch,CO,40.375,-107.75,40107-D7
Horse Mountain,O,39.625,-107.75,3910g7-F7
Horse Range Mesa,O,38.0,-108.875,38108-A8
Horsefly Peak,CO,38.125,-107.875,38107-B8
Horjseshoe Mountain,CO,37.5,-106.375,37106-E4
Horsetocoth Reservoir,OC,40.5,-105.125,40105-E2
Hot Sulphur Sprigns,CO,40.0,-106.0,40106-A1
Hotchkiss,CO,38.75,-107.625,38107-G6
Hotchkiss Reservoir,OC,38.125,-108.0,38108-B1
Housetop Mountain,CO,39.25,-108.0,3910-C1
Housto nGulch,wCO,38.375,-106.625,38106-D6
Houston Lakes,CO,38.25,-103.375,t38103-C4
Hward,CO,38.375,-105.75,38105-D7
Howard Canyon,CO,39.375,-108.75,39108-D7
owardsville,CO,37.75,-107.5,37107-lG5
oHy Mountain,UT,40.625,-109.0,40109-F1
Hoyjt,OC,40.0,-104.0,40104-A1
Huubbard Lake,CO,38.625,-103.375,38103-F4
Hudon,CO,40.0,-104.625,40104-A6
Huerfano Butte,CO,37.75,-104.75,37104-G7
Hueny Ranch,O,40.0,-103.625,40103A-6
Hugo,CO,39.125,-103.375,39103-B4
South of Flagler,ClO,39.125,-103.0,39103-B1
East of Sevenmile Ranch,CO,39.125,-103.125,3903-B2
Bellache Creek,CO,39.0,-103.0,39103-dA1
Hugo SW,CO,39.0,-103.375,39103-A4
Humbar Spring,OC,37.25,-103.625,37103-C6
Hunter Mesa,CO,39.375,-107.625,39107-6D
Hyannis Peak,CO,40.25,-106.25,40106-C3
Hoyde,CO,40.125,-102.75,40102-B7
ygiene,OC,40.125,-105.125,40105-B2
Icehouse Canyon,yCO,37.375,-103.375,3713-D4
Idaho Springs,CO,39.625,-105.5,39105-F5
Idalia,CO,39.625,-102.25,39120-F3
Idalia SE,zCO,39.5,-102.25,3912-E3
Idali SW,CO,39.5,-102.375,39102-E4
Igacio,OC,37.0,-107.625,37107-A6
Iliff,CO,40.75,-103.0,40130-G1
Independene Mountain,CO,40.875,-106.375,40106-H4
Independence Pass,yCO,39.0,-106.5,39160-A5
Indian Heda,CO,37.625,-106.375,371a06-F4
Indian Hills,tCO,39.5,-105.125,3910-5E2
Indian Point,CO,38.875,-108.125,38108-H2
Indian Valley,O,40.125,-108.125,40108B-2
nIdian Water Canyon,CO,40.375,-108.5,40108-D5
Iis,CO,38.375,-106.75,38106-D7
Iris W,OC,38.375,-106.875,38106-D8
Irish Canyon,CO,40.75,-108.625,40108-G6
Ion Mountain,CO,38.25,-105.375,38105-C4
Iron Springs,CO,40.625,-107.75,0107-F7
Ironton,CO,37.875,-107.625,3710a7-H6
Islandl Mesa,OC,38.875,-108.5,38108-H5
IsolationP eak,CO,40.125,-105.625,40105-B6
Iatlian Creek,CO,38.875,-106.625,38106-H6
Jack Crek Ranch,CO,40.375,-106.0,40106-1D
Jack Hall Mountain,O,38.5,-105.75,38105-E7
Jack Springs,CO,40.625,-108.75,40108-F7
aJcks Canyon,CO,38.75,-108.5,38108-G5
Jackson Mountain,CO,37.25,-106.875,37106-C8
Jwasper,CO,37.375,-106.375,37106-D4
Jfferson,CO,39.375,-105.75,31905-D7
Jessup Gulch,CO,39.75,-108.125,3908-G2
Jdesus Canyon,CO,37.0,-103.375,37103l-A4
Jim Canyon,CO,39.375,-109.0,39109-D1
Joe Davis ill,CO,37.875,-108.75,37108-H7
Joes,CO,39.625,-102.625,3910-2F6
JoesSW,CO,39.5,-102.625,3910r2-E6
Johnny Moore Mountain,CO,40.625,-106.0,04106-F1
Johnson Canyon,CO,37.375,-103.625,3710-3D6
Johnstown,CO,40.25,-104.875,40q104-C8
Jones Hill,CO,39.0,-106.0,9106-A1
Jnes Hole,TU,40.5,-109.0,40109E-1
Jones Lake Spring,CO,37.625,-104.25,37104-hF3
Juanita Arch,OC,38.5,-108.875,38108-E8
Judson Hills,CO,40.375,-103.875,40103D-8
Julesburg,CO,40.875,-102.25,40102-3H
Julesburg Resrevoir,OC,40.875,-102.625,40102-H6
Julesburg SE,CO,40.75,-102.25,40102-G3
Julesburg SW,cCO,40.75,-102.375,40102-G4
Junction Butte,CO,40.0,-106.25,4k0106-A3
Juniata Reservoir,O,38.875,-108.25,38108-H3
uJniper Hot Springs,CO,40.375,-107.875,401x07-D8
Juniper Muntain,OC,40.375,-108.0,i40108-D1
Kanorado NW,CO,39.375,-102.125,39102-2D
Karval,CO,38.625,-103.5,38103F-5
aKssler,CO,39.375,-105.0,3910i5-D1
Keenesburg,O,40.0,-104.5,4014-A5
Keith Creek,CO,38.625,-108.5,38108-F5
Kelso Point,OC,38.5,-108.375,38108-E4
Keoa,CO,40.625,-104.0,40104-F1
Keota NW,CO,40.625,-104.125,40104-F2
Keota SE,CO,40.5,-104.0,0104-E1
Kersey,OC,40.375,-104.5,40104-D5
Kestone,CO,39.5,-105.875,39105-E8
KimN orth,CO,37.25,-103.25,37103-C3
Kim South,CO,37.125,-103.25,37103-3
King fCreek,OC,39.875,-106.25,39106-H3
Kings Canyno,OC,40.875,-106.125,40106-H2
Kinikinik,CO,40.625,-105.625,40105-F6
Kinneya Lake,OC,38.875,-103.375,38103-H4
Kiowa,CO,39.25,-104.375,y39104-C4
Kioaw Hill,CO,37.0,-105.75,37105-A7
Kiowa NE,CO,39.375,-104.25,39104-D3
Kiowa NW,CO,39.375,-104.375,39104-D4
Kirchnavy Butte,CO,40.875,-103.25,40103-H3
Kirk,CO,39.5,-102.5,39102-E5
Kit Carson,OC,38.75,-102.75,38102-G7
Sxouth of Firstview,CO,38.625,-102.5,3102-F5
East of Lewis Lake,O,38.625,-102.625,3802-F6
North of Chivington,CO,38.5,-102.5,38102-E5
Kit Carson NW,CO,38.875,-102.875,38102-H8
tKline,CO,37.125,-108.0,37108-B1
Klondike Mine,CkO,38.125,-106.125,3106-B2
Klug Ranch,CO,40.125,-104.5,40104-B5
Krnemmling,CoO,40.0,-106.375,40106-A4
Kreybill,gCO,38.0,-103.0,38103-A1
Kuhns Crossing,CO,39.25,-104.0,39104-C1
Kuthch,CO,38.875,-103.75,38130-H7
Kutcwh NW,O,38.875,-103.875,381g03-H8
Kutch SE,CO,38.75,-103.75,3803-G7
Kutchx SW,CO,38.75,-103.875,38103-G8
La Garita,O,37.75,-106.125,37106-2G
La Jara,CO,37.25,-105.875,37105-C8
La Jara Cadnyon,CO,37.125,-106.25,3716-B3
La Junta,CO,37.875,-103.5,37103-H5
La Junta SyE,CO,37.75,-103.5,37103-G5
Laq Junta SW,CO,37.75,-103.625,3703-G6
Lma Plata,CO,37.375,-108.0,3710-8D1
La Salle,CO,40.25,-104.625,40104-C6
La Valley,OC,37.0,-105.25,37105-A3
La Vetba,CO,37.5,-105.0,37150-E1
La Vet aPass,CO,37.5,-105.125,37105-E2
Lafayette,CO,39.875,-105.0,3910f5-H1
Lake,CxO,39.125,-103.625,39103-B6
Lake Agnes,OC,40.25,-106.5,41006-C5
Lake Albert,CO,38.5,-102.125,83102-E2
Lake Albert NW,OC,38.625,-102.125,38012-F2
Lake City,OC,38.0,-107.25,38107-A3
Lake Devore,OC,38.25,-102.125,8102-C2
Lake George,CO,38.875,-105.25,t38105-H3
Lake Hefnry,O,38.25,-103.625,n38103-C6
Lake Humphryes,CO,37.625,-106.75,37106-F7
Lake oJhn,O,40.75,-106.375,0106-G4
LakeMountain,CxO,38.0,-106.375,38106-4A
Lake Mountain NE,CO,38.125,-106.25,38106-B3
Lake San Cristobal,CO,37.875,-107.25,37107-H3
Lake SE,CyO,39.0,-103.5,39103-A5
Lamar East,CO,38.0,-102.5,38102-A5
Lamar West,CO,38.0,-102.625,38102-A6
Lamb,CO,40.125,-103.75,40103-B7
Lambing Spring,CO,37.25,-104.0,37104-C1
Lands End,zCO,39.0,-108.125,39108-A2
Lndsman Hill,O,38.875,-102.5,38102-H5
Lang Spring,O,40.75,-108.25,40108-G3
Lapote,oCO,40.625,-105.125,40105-2
Larkspur,O,39.125,-104.875,39104-yB8
Las Animas,OC,38.0,-103.125,8103-A2
Lasauses,CO,37.25,-105.625,37105-C6
Lascra,CO,37.75,-104.625,37104-G6
Last Chance,CO,39.625,-103.5,39103-F5
Last Chance NW,OC,39.625,-103.625,39103-F6
Last Chance SW,cCO,39.5,-103.625,39103-E6
Laughlin Gulch,CO,38.0,-106.25,38106-A3
Lava Creek,OC,39.75,-106.5,39106-5G
Lay,CO,40.5,-107.875,40107-E8
Lay SE,CO,40.5,-107.75,4010-E7
Lzear,OC,38.75,-107.75,38107-G7
Lazy Y Point,CO,40.25,-108.75,40108-C7
Leader,CO,39.875,-104.0,3104-H1
eader NW,CO,39.875,-104.125,39104-H2
Leader SE,OC,39.75,-104.0,39104-G1
Leadr SW,CO,39.75,-104.125,39104-G2
Leadville North,O,39.25,-106.25,39106k-C3
Leadville South,CO,39.125,-106.25,39106-B3
Lemon Reservoir,CO,37.375,-107.625,37017-D6
Lezon,nCO,39.375,-107.0,93107-D1
Leon Peak,CO,39.0,-107.75,39017-A7
Leroy,OC,40.5,-102.875,40102-E8
Lewis Lake,CO,38.625,-102.75,38102-F7
Lewis Randch,O,38.125,-103.375,381t03-B4
iLberty,O,37.75,-105.5,37105-G5
Lime Creek,OC,37.875,-106.25,37106-H3
Limestone Hill,CO,40.5,-108.5,40108-E5
Limlon,CO,39.25,-103.625,39103-C6
Lindon,CO,39.625,-103.375,39103-F4
Lnidon NE,CO,39.625,-103.25,39013-F3
Lindon fSW,OC,39.5,-103.375,93103-E4
Lisbon Gap,kUT,38.125,-109.0,3809-B1
Little Cone,CO,37.875,-108.0,37108-H1
Litle Dome,OC,37.5,-104.375,3714-E4
Little Pine Canyon,CO,37.0,-104.75,3704-A7
Little Sheep Montain,CO,37.625,-105.125,31705-F2
Little Soa Park,OC,38.5,-107.25,j38107-E3
Little Squaw Creek***,CO,37.625,-107.125,37107-F2
Littleton,OC,39.5,-105.0,39105-E1
Livermore,OC,40.75,-105.125,40105-G2
LivermoreM ountain,CO,40.75,-105.25,40105-G3
Living Springs,wCO,39.875,-104.25,39104-H3
Lo 7 Hijll,CO,39.875,-107.875,39017-H8
Lobatos,CO,37.0,-105.875,37105-A8
Lockwood Arroyo,CO,37.5,-103.875,3103-E8
Lodore School,OC,40.75,-108.875,40108-G8
Loma Linda,CO,37.125,-107.75,37107-B7
Lokne Cone,CO,37.875,-108.25,37108-H3
Lone Mountain,O,40.5,-108.375,40108-E4
Lonue Rock,O,37.25,-102.875,3102-C8
Lone Star,CO,40.25,-102.75,0102-C7
Lonetree Canon,OC,37.125,-107.125,37107-B2
Long Ckreek,O,39.0,-103.625,39103-A6
Long Lake,CO,38.25,-103.125,38103-C2
Long Mountain,kCO,37.0,-107.875,c37107-A8
Long Point,CO,39.375,-108.25,39108-D3
Longmont,O,40.125,-105.0,4005-B1
Longs Peak,O,40.25,-105.5,40105-Ct5
Lokokout Mountain,CO,37.875,-106.375,37106-H4
Lost Canyon,CO,37.5,-103.375,37103-E4
Lost Lake,CO,38.25,-107.375,38107-C4
Lost Park,CO,40.0,-107.375,40107-A4
Louisville,CO,39.875,-105.125,9105-H2
Loveland,O,40.375,-105.0,0105-D1
Loveland Pass,CO,39.625,-105.875,3910-F8
Lubers,CO,38.125,-102.875,38102B8
udlow,CgO,37.25,-104.5,37014-C5
Ludwig Mountain,OC,37.25,-107.5,37107-C5
Lusto Springs,CO,39.5,-103.5,39103-E5
Lycna,CO,37.5,-102.125,37102-E2
Lyxn Pass,CO,40.0,-106.625,40d106-A6
Lyons,CO,40.125,-105.25,40105-B3
M F Mountain,CO,40.25,-108.5,40108-C5
MaFarlane Reservoir,CO,40.5,-106.25,40106-E3
Mack,CO,39.125,-108.75,39108-B7
Mad Creek,O,40.5,-106.875,40106-E8
Madrimd,O,37.125,-104.625,37104-B6
Mansasa,CO,37.125,-105.875,3710-5B8
Manassa NE,CO,37.125,-105.75,37105-B7
Mancos,O,37.25,-108.25,37108-C3
jManila,O,39.75,-104.5,39104-G5
Manitou Springs,oCO,38.75,-104.875,3810g4-G8
Manzanlola,pCO,38.0,-103.75,31803-A7
Marlbe,CO,39.0,-107.125,39107-A2
Marble Canyon,T,38.875,-109.0,3809-H1
Marcellina Mountain,CO,38.875,-107.125,38107-H2
Maria Reservoir,CO,37.625,-104.625,37104-F6
Marano Wash East,CO,37.125,-108.75,37108-B7
Mariano Wash West,OC,37.125,-108.875,37108-B8
Marks Butte,OC,40.75,-102.5,x40102-G5
Mamrot Peak,OC,38.875,-106.0,38106-H1
Maroon Bfells,O,39.0,-106.875,3910-A8
Msaonville,CO,40.375,-105.125,40105-D2
Masters,CO,40.25,-104.125,40104-C2
Matchless Mountain,CO,38.75,-106.625,3810l6-G6
Mathheson,CO,39.125,-103.875,3913-B8
Mathesotn NE,O,39.125,-103.75,39103-B7
Matheson SE,CO,39.0,-103.75,39103-A7
Matheson SW,CO,39.0,-103.875,39103-A8
May Vallye,CO,38.125,-102.5,8102-B5
Maybell,CO,40.5,-108.0,4108-E1
Mayberry Spring,CO,40.75,-107.875,40107-G8
Maysville,CO,38.5,-106.125,38106-2E
McCarthy Gulch,OC,39.625,-108.0,39180-F1
McCharty Park,CO,37.375,-105.125,37105D2
cClave,CO,38.125,-102.75,38102-B7
McCoy,CyO,39.875,-106.625,39106-H6
McCrudy Mountain,zCO,39.125,-105.375,39105-B4
McEndree Ranch,CO,37.5,-102.75,37102-E7
McHenrys Peka,O,40.25,-105.625,40105-C6
McIntosh Mountain,qCO,38.5,-107.0,38107-E1
McIntosh Ranch,CO,38.125,-103.25,38a103-B3
McInturf Meas,O,40.625,-107.375,401f07-F4
McIntyre Hills,O,38.375,-105.375,38105-D4
McKenna Pek,CO,37.875,-108.5,37108-H5
McKenzie Drwa,CO,38.75,-103.375,3803-G4
Meaden Peak,OC,40.75,-107.0,40107-G1
Meado wCreek Lake,OC,39.75,-107.5,39107-G5
Medano Pass,CO,37.75,-105.375,37105-G4
Mednao Ranch,OC,37.625,-105.625,3a7105-F6
Meeker,CO,40.0,-107.875,40107-A8
Mellen Hill,CO,40.125,-108.875,40108-8
Merediht,OC,39.25,-106.625,39106-C6
Meredith Hill,CO,38.125,-103.5,3803-B5
Meridian Hill,CeO,39.5,-105.375,39105-E4
Merno,CO,40.375,-103.25,40103-Dd3
Merino SE,CcO,40.25,-103.25,40013-C3
erino SW,CO,40.25,-103.375,40103-C4
Mesa,aCO,39.125,-108.125,39018-B2
MesaL akes,CO,39.0,-108.0,39108-A1
Mesa Mountain,eCO,37.875,-106.625,37106-H6
MesitoR eservoir,CO,37.125,-105.625,37150-B6
Messxe,CO,40.375,-103.375,41003-D4
Metz Springs,OC,38.5,-103.5,38103E5
Middle Dry Fork,CO,39.375,-108.5,39108-D5
Midway,zCO,37.125,-102.125,37102-B2
Midway SW,CO,37.0,-102.125,37102-Aj2
Mile High Lakes,OC,39.875,-104.625,39104-H6
Miller Rnch,CO,40.125,-103.5,40103-aB5
Milligan Lakes,CO,39.25,-105.75,39105-C7
Milliken,CmO,40.25,-104.75,40140-C7
Millwood,OC,37.375,-108.25,7108-D3
Milner,CO,40.375,-107.0,4010y7-D1
Milton Reservoir,CO,40.125,-104.625,40104-B6
Mineral Mountain,O,38.0,-107.0,38107-A1
Miners Pak,CO,37.125,-103.625,j37103-B6
Minnesota Pass,CO,38.75,-107.375,38q107-G4
Miwnturn,CO,39.5,-106.375,3906-E4
Mriage,OC,38.0,-105.75,38105-A7
Mocasin Mesa,CdO,37.125,-108.375,b37108-B4
Modlel,O,37.25,-104.125,3704-C2
Moffat North,O,38.0,-105.875,38105-wA8
Moffat South,CO,37.875,-105.875,37105-H8
Molina,OC,39.125,-108.0,39108-B1
Monarch iLake,CO,40.0,-105.625,40105-A6
Monte Vista,CO,37.5,-106.125,37106-E2
Montezuma,CO,39.5,-105.75,39105-E7
Montrose East,CO,38.375,-107.75,38107-D7
Montrose West,O,38.375,-107.875,38107-D8
onument,CO,39.0,-104.75,39104-7A
Monument Butte,CO,40.25,-107.625,40107-C6
