year,state,hai,operative_procedure,facility_id_one,facility_name_one,county,procedure_count,infection_count,predicted_infection_count,sir,comparison,sirci_nine_five_lower_limit,sirci_nine_five_upper_limit,notes
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,70001351,El Camino Hospital,Santa Clara,210,0,2.34,0.0,No Difference,0.0,1.28,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,70000136,El Camino Hospital Los Gatos,Santa Clara,16,0,0.29,0.0,No Difference*,0.0,12.85,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,90000040,El Centro Regional Medical Center,Imperial,8,0,0.16,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,30000125,Emanuel Medical Center,Stanislaus,6,0,0.14,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,930000054,Encino Hospital Medical Center,Los Angeles,3,0,0.05,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,230000013,Enloe Medical Center - Esplanade,Butte,250,0,2.06,0.0,No Difference,0.0,1.45,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,230000019,Fairchild Medical Center,Siskiyou,2,0,0.06,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,230000005,Feather River Hospital,Butte,2,0,0.02,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,930000056,Foothill Presbyterian Hospital-Johnston Memorial,Los Angeles,6,0,0.07,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,60000011,Fountain Valley Regional Hospital & Medical Center,Orange,346,0,3.13,0.0,Lower,0.0,0.96,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,50000016,French Hospital Medical Center,San Luis Obispo,5,0,0.09,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,40001397,Fresno Heart and Surgical Hospital,Fresno,1092,4,10.63,0.38,Lower,0.12,0.91,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,60000058,Garden Grove Hospital and Medical Center,Orange,5,0,0.1,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,930000032,Gardens Regional Hospital and Medical Center,Los Angeles,95,0,0.96,0.0,No Difference*,0.0,3.85,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,930000058,Garfield Medical Center,Los Angeles,17,0,0.38,0.0,No Difference*,0.0,9.68,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,70000141,George L. Mee Memorial Hospital,Monterey,1,0,0.03,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,930000059,Glendale Adventist Medical Center,Los Angeles,50,1,0.69,1.45,No Difference*,0.04,8.1,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,930000093,Glendale Memorial Hospital and Health Center,Los Angeles,8,1,0.24,4.26,No Difference*,0.11,23.71,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,930000060,Glendora Community Hospital,Los Angeles,5,0,0.06,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,930000068,"Good Samaritan Hospital, Los Angeles",Los Angeles,20,2,0.45,4.48,No Difference*,0.54,16.2,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,70000153,"Good Samaritan Hospital, San Jose",Santa Clara,359,0,3.23,0.0,Lower,0.0,0.93,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,80000045,Grossmont Hospital,San Diego,26,0,0.37,0.0,No Difference*,0.0,9.92,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,70000142,Hazel Hawkins Memorial Hospital,San Benito,1,0,0.01,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,110000009,Healdsburg District Hospital,Sonoma,1,0,0.01,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,250000012,Hemet Valley Medical Center,Riverside,7,0,0.12,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,930000063,Henry Mayo Newhall Hospital,Los Angeles,2,0,0.03,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,140000034,Highland Hospital,Alameda,33,1,0.49,2.06,No Difference*,0.05,11.49,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,60001022,Hoag Hospital Irvine,Orange,8,1,0.16,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,60000014,Hoag Memorial Hospital Presbyterian,Orange,52,1,1.37,0.73,No Difference,0.04,3.6,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,930000065,Hollywood Presbyterian Medical Center,Los Angeles,24,2,0.49,4.05,No Difference*,0.49,14.63,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,60000015,Huntington Beach Hospital,Orange,4,0,0.04,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,930000026,Huntington Memorial Hospital,Los Angeles,392,0,5.09,0.0,Lower,0.0,0.59,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,250000017,John F. Kennedy Memorial Hospital,Riverside,40,0,0.45,0.0,No Difference*,0.0,8.25,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,140000196,John Muir Medical Center - Concord Campus,Contra Costa,71,2,1.35,1.48,No Difference,0.25,4.89,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,140000187,John Muir Medical Center - Walnut Creek Campus,Contra Costa,53,1,0.81,1.23,No Difference*,0.03,6.85,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,110000011,"Kaiser Foundation Hospital and Rehab Center, Vallejo",Solano,14,0,0.39,0.0,No Difference*,0.0,9.46,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,630011203,"Kaiser Foundation Hospital, Antioch",Contra Costa,14,1,0.28,3.55,No Difference*,0.09,19.76,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,930001543,"Kaiser Foundation Hospital, Baldwin Park",Los Angeles,17,0,0.25,0.0,No Difference*,0.0,14.94,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,930000074,"Kaiser Foundation Hospital, Downey",Los Angeles,16,1,0.46,2.17,No Difference*,0.06,12.09,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,240000024,"Kaiser Foundation Hospital, Fontana",San Bernardino,52,0,0.96,0.0,No Difference*,0.0,3.84,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,140001086,"Kaiser Foundation Hospital, Fremont",Alameda,269,2,2.52,0.79,No Difference,0.13,2.62,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,40000949,"Kaiser Foundation Hospital, Fresno",Fresno,290,0,2.75,0.0,No Difference,0.0,1.09,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,930000072,"Kaiser Foundation Hospital, Los Angeles",Los Angeles,43,0,1.16,0.0,No Difference,0.0,2.58,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,30000973,"Kaiser Foundation Hospital, Manteca",San Joaquin,60,4,1.7,2.36,No Difference,0.75,5.68,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,630011959,"Kaiser Foundation Hospital, Moreno Valley",Riverside,1,0,0.02,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,140000188,"Kaiser Foundation Hospital, Oakland/Richmond",Alameda,378,0,3.93,0.0,Lower,0.0,0.76,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,630013398,"Kaiser Foundation Hospital, Ontario",San Bernardino,1,0,0.01,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,630013929,"Kaiser Foundation Hospital, Orange County, Anaheim",Orange,37,0,0.82,0.0,No Difference*,0.0,4.52,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,630011745,"Kaiser Foundation Hospital, Orange County, Irvine",Orange,11,0,0.18,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,930000050,"Kaiser Foundation Hospital, Panorama City",Los Angeles,25,0,0.83,0.0,No Difference*,0.0,4.44,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,220000010,"Kaiser Foundation Hospital, Redwood City",San Mateo,12,0,0.24,0.0,No Difference*,0.0,15.24,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,250000707,"Kaiser Foundation Hospital, Riverside",Riverside,24,0,0.69,0.0,No Difference*,0.0,5.33,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,30001370,"Kaiser Foundation Hospital, Roseville",Placer,22,1,0.25,3.98,No Difference*,0.1,22.2,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,30000130,"Kaiser Foundation Hospital, Sacramento",Sacramento,46,1,1.16,0.86,No Difference,0.04,4.25,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,80000144,"Kaiser Foundation Hospital, San Diego",San Diego,47,0,1.02,0.0,No Difference,0.0,2.94,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,220000008,"Kaiser Foundation Hospital, San Francisco",San Francisco,31,1,1.57,0.64,No Difference,0.03,3.15,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,70000150,"Kaiser Foundation Hospital, San Jose",Santa Clara,9,0,0.26,0.0,No Difference*,0.0,14.41,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,630015029,"Kaiser Foundation Hospital, San Leandro",Alameda,15,0,0.21,0.0,No Difference*,0.0,17.57,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,110000944,"Kaiser Foundation Hospital, San Rafael",Marin,4,0,0.07,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,70001355,"Kaiser Foundation Hospital, Santa Clara",Santa Clara,23,1,0.66,1.52,No Difference*,0.04,8.47,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,110000508,"Kaiser Foundation Hospital, Santa Rosa",Sonoma,5,0,0.13,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,930000071,"Kaiser Foundation Hospital, South Bay",Los Angeles,1020,1,7.85,0.13,Lower,0.01,0.63,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,30000133,"Kaiser Foundation Hospital, South Sacramento",Sacramento,491,4,4.16,0.96,No Difference,0.31,2.32,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,220000009,"Kaiser Foundation Hospital, South San Francisco",San Mateo,331,0,2.7,0.0,No Difference,0.0,1.11,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,630012364,"Kaiser Foundation Hospital, Vacaville",Solano,16,1,0.52,1.93,No Difference*,0.05,10.78,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,140000190,"Kaiser Foundation Hospital, Walnut Creek",Contra Costa,30,1,0.47,2.11,No Difference*,0.05,11.78,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,930000076,"Kaiser Foundation Hospital, West LA",Los Angeles,643,0,5.59,0.0,Lower,0.0,0.54,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,930000290,"Kaiser Foundation Hospital, Woodland Hills",Los Angeles,14,0,0.26,0.0,No Difference*,0.0,14.03,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,120001444,Kaweah Delta Medical Center,Tulare,20,0,0.45,0.0,No Difference*,0.0,8.2,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,930000912,Keck Hospital of USC,Los Angeles,274,5,6.03,0.83,No Difference,0.3,1.84,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,120000342,Kern Medical Center,Kern,17,0,0.2,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,60000040,LAC+USC Medical Center,Los Angeles,14,0,0.47,0.0,No Difference*,0.0,7.92,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,60000027,LAC/Harbor-UCLA Medical Center,Los Angeles,26,1,0.76,1.31,No Difference*,0.03,7.29,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,60000038,LAC/Olive View-UCLA Medical Center,Los Angeles,4,1,0.09,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,60000028,LAC/Rancho Los Amigos National Rehabilitation Ctr,Los Angeles,1,0,0.01,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,60000024,La Palma Intercommunity Hospital,Orange,10,0,0.17,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,930000047,Lakewood Regional Medical Center,Los Angeles,10,2,0.12,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,30000139,Lodi Memorial Hospital,San Joaquin,28,0,0.51,0.0,No Difference*,0.0,7.21,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,630015551,Loma Linda University Children's Hospital,San Bernardino,20,0,0.09,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,240000027,Loma Linda University Medical Center,San Bernardino,198,4,3.18,1.26,No Difference,0.34,3.22,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,630012971,Loma Linda University Medical Center - Murrieta,Riverside,40,0,0.43,0.0,No Difference*,0.0,8.58,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,930000095,Long Beach Memorial Medical Center,Los Angeles,26,2,0.44,4.51,No Difference*,0.55,16.27,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,60000025,Los Alamitos Medical Center,Orange,11,0,0.22,0.0,No Difference*,0.0,17.08,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,50000020,Los Robles Hospital & Medical Center,Ventura,42,0,1.02,0.0,No Difference,0.0,2.94,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,70001349,Lucile Packard Children's Hospital Stanford,Santa Clara,35,0,0.17,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,110000021,Mad River Community Hospital,Humboldt,4,0,0.08,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,40000111,Madera Community Hospital,Madera,3,0,0.05,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,240000005,Mammoth Hospital,Mono,3,0,0.03,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,50000021,Marian Regional Medical Center,Santa Barbara,281,5,2.54,1.97,No Difference,0.72,4.36,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,50000009,"Marian Regional Medical Center, Arroyo Grande",San Luis Obispo,6,0,0.09,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,110000953,Marin General Hospital,Marin,3,0,0.04,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,930000044,Marina Del Rey Hospital,Los Angeles,497,0,3.92,0.0,Lower,0.0,0.76,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,30000120,Mark Twain Medical Center,Calaveras,1,0,0.03,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,30000121,Marshall Medical Center,El Dorado,11,0,0.19,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,930000092,Memorial Hospital of Gardena,Los Angeles,7,0,0.07,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,30000123,Memorial Medical Center,Stanislaus,661,5,5.9,0.85,No Difference,0.31,1.88,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,250000727,Menifee Valley Medical Center,Riverside,8,0,0.14,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,30000124,Mercy General Hospital,Sacramento,9,0,0.13,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,120000404,Mercy Hospital,Kern,11,0,0.19,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,30000901,Mercy Hospital of Folsom,Sacramento,24,0,0.34,0.0,No Difference*,0.0,10.76,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,40000113,Mercy Medical Center,Merced,12,1,0.24,4.24,No Difference*,0.11,23.61,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,230000012,Mercy Medical Center Mt. Shasta,Siskiyou,5,0,0.12,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,230000010,Mercy Medical Center Redding,Shasta,19,1,0.32,3.13,No Difference*,0.08,17.41,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,30000127,Mercy San Juan Medical Center,Sacramento,183,0,1.83,0.0,No Difference,0.0,1.64,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,120000701,Mercy Southwest Hospital,Kern,33,2,0.36,5.59,No Difference*,0.68,20.18,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,30000037,Methodist Hospital of Sacramento,Sacramento,207,0,1.79,0.0,No Difference,0.0,1.67,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,930000096,Methodist Hospital of Southern California,Los Angeles,100,3,0.94,3.2,No Difference*,0.66,9.36,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,220000017,Mills-Peninsula Medical Center,San Mateo,97,0,1.41,0.0,No Difference,0.0,2.12,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,60000066,Mission Hospital Laguna Beach,Orange,2,0,0.03,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,60000060,Mission Hospital Regional Medical Center,Orange,23,0,0.57,0.0,No Difference*,0.0,6.48,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,240000009,Montclair Hospital Medical Center,San Bernardino,1,0,0.01,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,930000108,Monterey Park Hospital,Los Angeles,1,0,0.02,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,70000145,Natividad Medical Center,Monterey,65,0,0.64,0.0,No Difference*,0.0,5.78,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,110000010,Northbay Medical Center,Solano,14,1,0.17,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,110000378,Northbay Vacavalley Hospital,Solano,2,0,0.01,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,240000037,Northern Inyo Hospital,Inyo,1,0,0.01,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,930000111,Northridge Hospital Medical Center,Los Angeles,17,0,0.23,0.0,No Difference*,0.0,16.04,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,110000982,Novato Community Hospital,Marin,2,0,0.02,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,70000146,O'Connor Hospital,Santa Clara,20,0,0.66,0.0,No Difference*,0.0,5.6,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,30000131,Oak Valley District Hospital,Stanislaus,1,0,0.01,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,930000105,Olympia Medical Center,Los Angeles,16,1,0.34,2.92,No Difference*,0.07,16.29,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,60000208,Orange Coast Memorial Medical Center,Orange,501,1,4.69,0.21,No Difference,0.01,1.05,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,60000073,Orange County Global Medical Center,Orange,27,1,0.39,2.57,No Difference*,0.07,14.32,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,230000014,Oroville Hospital,Butte,4,0,0.07,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,930000052,PIH Hospital - Downey,Los Angeles,5,0,0.1,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,930000057,Pacific Alliance Medical Center,Los Angeles,4,0,0.18,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,930000077,Palmdale Regional Medical Center,Los Angeles,215,0,2.79,0.0,No Difference,0.0,1.08,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,630013873,Palomar Medical Center,San Diego,19,1,0.27,3.66,No Difference*,0.09,20.41,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,90000145,Paradise Valley Hospital,San Diego,3,0,0.04,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,250000044,Parkview Community Hospital Medical Center,Riverside,282,1,3.39,0.3,No Difference,0.02,1.45,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,110000040,Petaluma Valley Hospital,Sonoma,1,0,0.01,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,90000146,Pioneers Memorial Healthcare District,Imperial,1,0,0.01,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,60000062,Placentia Linda Hospital,Orange,13,1,0.22,4.65,No Difference*,0.12,25.92,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,80000147,Pomerado Hospital,San Diego,123,1,1.28,0.78,No Difference,0.04,3.85,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,930000123,Pomona Valley Hospital Medical Center,Los Angeles,41,0,0.57,0.0,No Difference*,0.0,6.48,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,930000099,Presbyterian Intercommunity Hospital,Los Angeles,59,1,0.67,1.49,No Difference*,0.04,8.29,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,930000066,Providence Holy Cross Medical Center,Los Angeles,17,0,0.42,0.0,No Difference*,0.0,8.78,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,930000157,Providence Little Company of Mary Medical Center San Pedro,Los Angeles,3,0,0.04,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,930000081,Providence Little Company of Mary Medical Center Torrance,Los Angeles,60,3,1.06,2.83,No Difference,0.72,7.71,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,930000100,Providence Saint John's Health Center,Los Angeles,77,0,1.43,0.0,No Difference,0.0,2.09,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,930000101,Providence Saint Joseph Medical Center,Los Angeles,259,1,2.21,0.45,No Difference,0.02,2.23,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,930000091,Providence Tarzana Medical Center,Los Angeles,16,0,0.34,0.0,No Difference*,0.0,10.85,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,110000041,Queen of the Valley Medical Center,Napa,10,1,0.27,3.73,No Difference*,0.09,20.79,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,80000023,Rady Children's Hospital - San Diego,San Diego,76,0,0.26,0.0,No Difference*,0.0,14.3,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,240000046,Redlands Community Hospital,San Bernardino,14,0,0.25,0.0,No Difference*,0.0,14.7,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,110000045,Redwood Memorial Hospital,Humboldt,3,1,0.06,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,70000133,Regional Medical Center of San Jose,Santa Clara,39,0,0.59,0.0,No Difference*,0.0,6.3,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,230000261,Rideout Memorial Hospital,Yuba,17,1,0.22,4.51,No Difference*,0.11,25.1,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,120000409,Ridgecrest Regional Hospital,Kern,1,0,0.02,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Gastric surgery,250000049,Riverside Community Hospital,Riverside,112,1,1.75,0.57,No Difference,0.03,2.83,
