993.county,Wabunsee ,Wabaunsee 
3119.statevalue,WkI,WI
2542.fipstwo,f4701,f47051
1862.county,Hfolt ,Holt 
760.countytwo,Maon ,Mason 
396.fipstwo,f13070,f13007
1242.county,Antarim ,Antrim 
57.statevalue,AdL,AL
193.county,Alipne ,Alpine 
462.statecounty,GA_Hxancock,GA_Hancock
2039.county,Schuyle ,Schuyler 
1613.countytwo,Carbuon ,Carbon 
2911.fipstwo,f51l025,f51025
706.statecounty,kIL_Bureau,IL_Bureau
187.fipstwo,f040k19,f04019
1772.statevalue,lND,ND
1634.statecounty,MT_Libertfy,MT_Liberty
2548.countytwo,Havmblen ,Hamblen 
1189.statecounty,MA_Frxanklin,MA_Franklin
3172.countytwo,Hacncock ,Hancock 
1141.statecounty,LAG_rant,LA_Grant
909.statecounty,KS_Clod,KS_Cloud
304.county,hRoutt ,Routt 
1694.statecounty,NC_Dvie,NC_Davie
2897.fipstwo,5f1003,f51003
2894.statecounty,UT_Wayen,UT_Wayne
1748.statevalue,CN,NC
2162.statecounty,OnK_Delaware,OK_Delaware
3137.county,yRacine ,Racine 
1047.statevalue,xKY,KY
1367.fipstwo,f72093,f27093
1845.fipstwo,f31055***,f31055
2165.countytwo,Garfiel d,Garfield 
440.county,ouglas ,Douglas 
1507.countytwo,St. Fwrancois ,St. Francois 
871.fipstwo,f18317,f18137
2089.statecounty,OH_Highlyand,OH_Highland
78.county,Moxbile ,Mobile 
652.county,Winnerbago ,Winnebago 
482.statecounty,GA_Linconl,GA_Lincoln
1627.statevalue,lMT,MT
2787.statecounty,X_Newton,TX_Newton
1426.statecounty,MO_ass,MO_Cass
1265.statecounty,MI_Grand raverse,MI_Grand Traverse
462.statevalue,A,GA
1805.statecounty,ND_Sazrgent,ND_Sargent
1528.county,Alcon ,Alcorn 
120.fipstwo,f05074,f05047
83.statevalue,L,AL
2890.fipstwo,49047,f49047
393.statevalue,GeA,GA
1153.county,Morehouse Parihs,Morehouse Parish
1460.fipstwo,29105,f29105
1990.statecounty,N_Washoe,NV_Washoe
1393.countytwo,Stearn s,Stearns 
1764.statevalue,CN,NC
1967.county,Sankdoval ,Sandoval 
2873.county,Duchsne ,Duchesne 
1190.statecounty,MA_Hamden,MA_Hampden
3040.statevalue,VoT,VT
1883.county,tOoe ,Otoe 
3116.fipstwo,fo55061,f55061
2545.countytwo,Graiger ,Grainger 
2965.statecounty,VA_mLee,VA_Lee
3224.countytwo,Linoln ,Lincoln 
2789.county,Nuece s,Nueces 
382.statecounty,F_Seminole,FL_Seminole
669.county,Cama s,Camas 
832.fipstwo,f10859,f18059
722.statevalue,LI,IL
1953.countytwo,aHrding ,Harding 
552.statecounty,GU_uGuam,GU_Guam
1719.statecounty,NC_Linvcoln,NC_Lincoln
1678.statecounty,N_CCaldwell,NC_Caldwell
1296.statecounty,I_Montcalm,MI_Montcalm
834.county,endricks ,Hendricks 
1007.statecounty,KY_oBone,KY_Boone
34.county,Blunt ,Blount 
3009.countytwo,Scoett ,Scott 
2590.county,Rboertson ,Robertson 
1095.county,endleton ,Pendleton 
2394.fipstwo,f72413,f72143
1894.fipstwo,f31513,f31153
1591.fipstwo,f28219,f28129
685.countytwo,aLtah ,Latah 
2910.statevalue,VwA,VA
1399.fipstwo,f2757,f27157
530.statevalue,AG,GA
1748.statecounty,NC_Stanaly,NC_Stanly
3087.countytwo,Ashltand ,Ashland 
1365.statevalue,MjN,MN
2270.countytwo,Clario n,Clarion 
2240.countytwo,fLinn ,Linn 
387.county,Tayllor ,Taylor 
2546.countytwo,Greene ***,Greene 
1400.statecounty,N_Wadena,MN_Wadena
2634.countytwo,Brisce ,Briscoe 
2372.statecounty,R_Moca Municipio,PR_Moca Municipio
206.fipstwo,f0b6029,f06029
586.fipstwo,f10957,f19057
1586.statecounty,MS_Quijtman,MS_Quitman
266.statecounty,CO_Denevr,CO_Denver
2504.statecounty,SDR_oberts,SD_Roberts
11.county,Juneau iCty and Borough,Juneau City and Borough
1494.fipstwo,f92173,f29173
745.countytwo,Kanea ,Kane 
1679.statevalue,CN,NC
2371.fipstwo,f7d2097,f72097
2500.countytwo,Modoy ,Moody 
290.fipstwo,f00879,f08079
2280.statevalue,AP,PA
794.fipstwo,f17178,f17187
2910.fipstwo,f51q520,f51520
2409.statecounty,C_Bamberg,SC_Bamberg
1327.county,Blue Eath ,Blue Earth 
2629.statevalue,XT,TX
309.statevalue,mCO,CO
95.countytwo,iWlcox ,Wilcox 
1503.fipstwo,f22903,f29203
58.statevalue,LA,AL
1409.county,xAndrew ,Andrew 
139.fipstwo,f05058,f05085
2459.county,Btte ,Butte 
1008.countytwo,Bouron ,Bourbon 
1345.statevalue,NM,MN
2150.statecounty,OK_Candian,OK_Canadian
2917.county,Carorll ,Carroll 
1912.statecounty,NHCarroll,NH_Carroll
2276.county,Dakuphin ,Dauphin 
323.statecounty,DEKent,DE_Kent
3100.fipstwo,f55029***,f55029
2359.fipstwo,f72037,f72073
2668.county,Dallasd ,Dallas 
1367.countytwo,Meesker ,Meeker 
27.countytwo,Wrangel City and Borough,Wrangell City and Borough
2236.statevalue,R,OR
1245.statevalue,I,MI
670.countytwo,Cangyon ,Canyon 
1711.fipstwo,37093,f37093
1587.statevalue,SM,MS
3108.fipstwo,f50545,f55045
2117.fipstwo,39127,f39127
2087.fipstwo,f3067,f39067
813.fipstwo,f18201,f18021
676.county,Elmoe ,Elmore 
2953.countytwo,Hanojver ,Hanover 
2288.statevalue,PxA,PA
676.statevalue,D,ID
3203.statecounty,WV_Tylor,WV_Taylor
2409.fipstwo,fq45009,f45009
741.statecounty,L_Jefferson,IL_Jefferson
2716.statevalue,XT,TX
1980.fipstwo,f32q009,f32009
2788.county,Nolna ,Nolan 
1606.statevalue,SM,MS
2354.fipstwo,f720p63,f72063
670.statecounty,D_Canyon,ID_Canyon
1988.countytwo,Preshing ,Pershing 
2497.countytwo,Mellett e,Mellette 
2201.statecounty,OKj_Payne,OK_Payne
949.statecounty,KS_Lobgan,KS_Logan
1060.fipstwo,2f1121,f21121
2066.statevalue,HO,OH
1505.countytwo,tS. Charles ,St. Charles 
3077.statecounty,WA_Snzohomish,WA_Snohomish
992.fipstwo,2f0195,f20195
784.statecounty,I_LSchuyler,IL_Schuyler
376.countytwo,Pasoc ,Pasco 
1190.fipstwo,f2h5013,f25013
2907.statecounty,VA_Bedfordv city,VA_Bedford city
34.statecounty,AL_Bloutn,AL_Blount
2877.statecounty,UTI_ron,UT_Iron
2927.fipstwo,f51407,f51047
911.fipstwo,f20033***,f20033
1537.statevalue,eMS,MS
3121.fipstwo,f5501,f55071
3220.statecounty,WY_Gohsen,WY_Goshen
2748.fipstwo,f48237,f48273
1246.county,Bady ,Bay 
2122.statecounty,HO_Putnam,OH_Putnam
2717.statecounty,TX_wHemphill,TX_Hemphill
999.county,Wyandotet ,Wyandotte 
2562.countytwo,Jonson ,Johnson 
336.county,ollier ,Collier 
1228.fipstwo,f2301k3,f23013
1986.statecounty,V_Mineral,NV_Mineral
3102.fipstwo,f55033***,f55033
1274.countytwo,Isasbella ,Isabella 
470.statevalue,AG,GA
1631.statecounty,MT_udith Basin,MT_Judith Basin
1126.countytwo,Bievnille ,Bienville 
3200.countytwo,Ritchi e,Ritchie 
3189.countytwo,Mdonroe ,Monroe 
2253.countytwo,Wheele r,Wheeler 
1462.statevalue,O,MO
2659.countytwo,oncho ,Concho 
238.statevalue,CdA,CA
586.statecounty,IA_Des Moiens,IA_Des Moines
883.statecounty,IN_nUion,IN_Union
1514.statevalue,OM,MO
2690.countytwo,Fort Ben d,Fort Bend 
199.statevalue,CsA,CA
1315.statecounty,MI_St. Josehp,MI_St. Joseph
828.county,Gibso n,Gibson 
1707.county,arnett ,Harnett 
2261.fipstwo,f40213,f42013
2721.statecounty,TX_Hckley,TX_Hockley
2453.county,eBnnett ,Bennett 
1271.statecounty,MzI_Ionia,MI_Ionia
459.fipstwo,f13q135,f13135
1976.statecounty,V_Churchill,NV_Churchill
184.countytwo,Mraicopa ,Maricopa 
1446.countytwo,Gereene ,Greene 
1390.statecounty,MN_Sheburne,MN_Sherburne
992.statevalue,cKS,KS
8.statecounty,AK_Fairbanks North Star Borouhg,AK_Fairbanks North Star Borough
945.statevalue,S,KS
889.statevalue,N,IN
1662.fipstwo,f3007,f30107
1750.statecounty,NC_Suryr,NC_Surry
2168.fipstwo,40053,f40053
3138.statecounty,WIR_ichland,WI_Richland
1521.fipstwo,f22927,f29227
1435.fipstwo,f29055***,f29055
161.fipstwo,vf05131,f05131
2943.statevalue,gVA,VA
537.countytwo,Uapson ,Upson 
1337.fipstwo,f2c7033,f27033
269.countytwo,Enagle ,Eagle 
1131.statevalue,LsA,LA
2406.countytwo,Akien ,Aiken 
2725.fipstwo,f48g227,f48227
191.statevalue,Z,AZ
2848.statevalue,TuX,TX
526.statecounty,GA_elfair,GA_Telfair
1096.statecounty,KYd_Perry,KY_Perry
3097.statecounty,WI_Crafword,WI_Crawford
1021.county,Cartefr ,Carter 
2741.countytwo,Kendall ***,Kendall 
1015.fipstwo,f12031,f21031
1151.countytwo,Livingstyon ,Livingston 
2242.countytwo,arion ,Marion 
2714.statevalue,XT,TX
2844.countytwo,Vapl Verde ,Val Verde 
1422.countytwo,bCamden ,Camden 
887.fipstwo,f18619,f18169
3233.county,Uint ,Uinta 
1245.fipstwo,f62015,f26015
2418.statevalue,C,SC
2349.fipstwo,f7204,f72054
3189.statecounty,V_Monroe,WV_Monroe
1684.statevalue,CN,NC
259.county,Cheyenn ,Cheyenne 
477.fipstwo,f1171,f13171
2985.statecounty,V_Norton city,VA_Norton city
1987.statevalue,V,NV
2320.county,yWoming ,Wyoming 
2925.fipstwo,f5180,f51580
1451.fipstwo,fo29087,f29087
2979.statecounty,A_Nelson,VA_Nelson
956.fipstwo,20123,f20123
1883.statecounty,sNE_Otoe,NE_Otoe
93.statevalue,aAL,AL
1489.fipstwo,fy29163,f29163
1968.statecounty,MN_Santa Fe,NM_Santa Fe
1727.countytwo,Mooere ,Moore 
2055.fipstwo,tf39003,f39003
1166.statecounty,LA_S.t James,LA_St. James
2920.county,Charlottesvilel city,Charlottesville city
1122.statecounty,LA_sAcension,LA_Ascension
2330.countytwo,aBrceloneta Municipio,Barceloneta Municipio
1293.statevalue,I,MI
912.statevalue,KdS,KS
1878.countytwo,Merick ,Merrick 
212.fipstwo,f00641,f06041
1105.county,Selby ,Shelby 
2415.fipstwo,fj45021,f45021
2098.statecounty,OH_Licikng,OH_Licking
46.countytwo,olbert ,Colbert 
3187.statevalue,VW,WV
1380.countytwo,Pomlk ,Polk 
575.county,Chertokee ,Cherokee 
2919.statecounty,VgA_Charlotte,VA_Charlotte
2390.countytwo,Toa Alta Municipkio,Toa Alta Municipio
2500.county,uMoody ,Moody 
32.countytwo,Babrour ,Barbour 
665.countytwo,Bonne r,Bonner 
2860.statevalue,XT,TX
2219.statecounty,OR_Bakher,OR_Baker
1936.statecounty,NJ_Passaci,NJ_Passaic
850.statevalue,ImN,IN
2390.fipstwo,f721x35,f72135
1835.statecounty,NE_Clnay,NE_Clay
2651.fipstwo,xf48079,f48079
2641.statevalue,XT,TX
277.statevalue,O,CO
2747.county,Kiunney ,Kinney 
543.statecounty,GuA_Wayne,GA_Wayne
2909.statecounty,VA_Boetourt,VA_Botetourt
2369.statevalue,RP,PR
166.statevalue,AdR,AR
2248.county,Umtailla ,Umatilla 
2106.statevalue,H,OH
2660.county,Cooe ,Cooke 
2567.county,Lweis ,Lewis 
2981.countytwo,Newpot News city,Newport News city
1531.statecounty,MSB_enton,MS_Benton
2855.countytwo,Wilbarge r,Wilbarger 
2711.fipstwo,f41899,f48199
2641.fipstwo,f4059,f48059
1910.county,ork ,York 
2650.countytwo,Celay ,Clay 
2303.statecounty,PA_Northumberlqand,PA_Northumberland
2459.statecounty,D_Butte,SD_Butte
130.statecounty,AR_Jacksopn,AR_Jackson
503.statevalue,AG,GA
1407.statecounty,M_NYellow Medicine,MN_Yellow Medicine
1164.county,S. Charles Parish,St. Charles Parish
598.county,Hancoc k,Hancock 
691.statevalue,bID,ID
1134.statevalue,AL,LA
1311.county,zSanilac ,Sanilac 
3224.fipstwo,f56032,f56023
2689.statecounty,TpX_Foard,TX_Foard
1299.statevalue,IM,MI
1438.statevalue,OM,MO
2689.countytwo,Foadr ,Foard 
1919.fipstwo,f33107,f33017
2606.statecounty,T_Washington,TN_Washington
854.county,Muiami ,Miami 
1821.countytwo,Bannerf ,Banner 
84.statecounty,AL_iPke,AL_Pike
1798.fipstwo,f3867,f38067
2370.statevalue,RP,PR
443.county,Effngham ,Effingham 
2289.statecounty,PA_Lakawanna,PA_Lackawanna
1899.statecounty,NE_Shermna,NE_Sherman
2746.countytwo,ing ,King 
1091.statecounty,K_Ohio,KY_Ohio
113.countytwo,Crawofrd ,Crawford 
882.county,Titon ,Tipton 
520.countytwo,Steart ,Stewart 
1621.countytwo,Fallo n,Fallon 
700.statecounty,ID_Washintgon,ID_Washington
1920.fipstwo,f3309,f33019
1764.statecounty,NC_Yanctey,NC_Yancey
2973.statevalue,A,VA
1263.fipstwo,f2605r1,f26051
806.statecounty,NI_Benton,IN_Benton
2195.county,Okfuske e,Okfuskee 
221.county,Orang e,Orange 
3206.statevalue,V,WV
2441.statevalue,CS,SC
956.statevalue,SK,KS
2000.fipstwo,f360z17,f36017
1436.countytwo,Daed ,Dade 
1858.statevalue,E,NE
2125.statevalue,OqH,OH
1421.countytwo,Calalway ,Callaway 
2324.statecounty,PR_Auadilla Municipio,PR_Aguadilla Municipio
2582.statecounty,TNObion,TN_Obion
946.statevalue,S,KS
1637.statecounty,MT_McConue,MT_McCone
993.countytwo,Wabaunseae ,Wabaunsee 
546.statevalue,AG,GA
1552.statecounty,MS_dHolmes,MS_Holmes
2695.statevalue,XT,TX
1228.countytwo,nox ,Knox 
432.statecounty,GA_Cirsp,GA_Crisp
2122.fipstwo,fd39137,f39137
1630.county,Jefferxson ,Jefferson 
3083.statecounty,qWA_Whatcom,WA_Whatcom
2505.statevalue,SyD,SD
1274.statecounty,MIo_Isabella,MI_Isabella
2090.fipstwo,f30973,f39073
945.county,hLane ,Lane 
2403.fipstwo,f4007,f44007
2227.statecounty,OR_Dschutes,OR_Deschutes
3160.county,Bone ,Boone 
655.county,Wohrth ,Worth 
245.countytwo,Tulnare ,Tulare 
646.county,Vamn Buren ,Van Buren 
2354.statecounty,PR_Gurabwo Municipio,PR_Gurabo Municipio
2495.fipstwo,f64089,f46089
3158.county,Barbzour ,Barbour 
920.statevalue,KoS,KS
751.county,Lawrece ,Lawrence 
791.county,Unino ,Union 
1567.county,Le e,Lee 
2054.county,Adam ,Adams 
1787.fipstwo,f3845,f38045
1133.countytwo,Claiorne ,Claiborne 
962.statevalue,S,KS
3149.statevalue,IW,WI
934.county,Harve ,Harvey 
379.countytwo,Punam ,Putnam 
279.statevalue,O,CO
986.statevalue,S,KS
2640.countytwo,Cahloun ,Calhoun 
2070.fipstwo,f93033,f39033
2494.statevalue,DS,SD
660.statecounty,ID_Bera Lake,ID_Bear Lake
837.county,Hnutington ,Huntington 
1395.statecounty,M_NStevens,MN_Stevens
2808.statevalue,XT,TX
874.countytwo,Shelyb ,Shelby 
2858.countytwo,Wilsno ,Wilson 
698.statevalue,D,ID
347.statecounty,FL_Gufl,FL_Gulf
2876.countytwo,rand ,Grand 
2046.fipstwo,f3609,f36109
3113.fipstwo,f550l55,f55055
713.countytwo,Cwlay ,Clay 
22.statevalue,K,AK
424.fipstwo,f130e65,f13065
1540.statevalue,SM,MS
1720.statecounty,NC_Macno,NC_Macon
1065.statevalue,Y,KY
793.statecounty,IL_Wtabash,IL_Wabash
1892.statecounty,NE_Rokc,NE_Rock
2994.county,owhatan ,Powhatan 
2874.fipstwo,f9015,f49015
2201.countytwo,Payn e,Payne 
2155.countytwo,Clevelad ,Cleveland 
3061.fipstwo,f50329,f53029
1425.fipstwo,f2935,f29035
2753.fipstwo,48281,f48281
3197.fipstwo,f54h079,f54079
305.statevalue,CtO,CO
297.fipstwo,f00893,f08093
811.countytwo,ass ,Cass 
2496.fipstwo,f46039,f46093
3230.county,Sublete ,Sublette 
3163.statevalue,WyV,WV
700.county,Washingto ,Washington 
2589.countytwo,Roae ,Roane 
989.fipstwo,f2e0189,f20189
1866.statecounty,NE_Johnsno,NE_Johnson
477.county,amar ,Lamar 
3075.countytwo,kSagit ,Skagit 
2191.statevalue,K,OK
2251.countytwo,asco ,Wasco 
390.countytwo,Wauklla ,Wakulla 
251.statevalue,CrO,CO
878.countytwo,Stevuben ,Steuben 
2727.statevalue,lTX,TX
273.county,arfield ,Garfield 
877.fipstwo,fk18149,f18149
1669.statevalue,NcC,NC
1266.statevalue,I,MI
1309.county,oRscommon ,Roscommon 
1622.county,Frgus ,Fergus 
2424.countytwo,Fairfiedl ,Fairfield 
2365.fipstwo,72085,f72085
932.fipstwo,f20x075,f20075
1109.county,Tdod ,Todd 
2087.statecounty,OH_Harcrison,OH_Harrison
934.statecounty,KS_Havey,KS_Harvey
2607.county,Wayn e,Wayne 
819.statecounty,IN_DeKalhb,IN_DeKalb
572.county,Casgs ,Cass 
1781.countytwo,Golden Valqley ,Golden Valley 
1659.county,Toomle ,Toole 
452.county,Flton ,Fulton 
671.statecounty,ID_Carbiou,ID_Caribou
2742.fipstwo,f4t8261,f48261
2746.fipstwo,f8269,f48269
2604.statecounty,T_NVan Buren,TN_Van Buren
46.county,Colert ,Colbert 
1.county,leutians East Borough,Aleutians East Borough
2700.fipstwo,f8177,f48177
1236.statecounty,E_Washington,ME_Washington
3211.statevalue,V,WV
1014.county,Bullintt ,Bullitt 
118.countytwo,Drewy ,Drew 
2529.countytwo,laiborne ,Claiborne 
2046.statevalue,Y,NY
2014.statevalue,gNY,NY
1918.statevalue,HN,NH
3089.statecounty,WI_Bayfielad,WI_Bayfield
2882.statevalue,hUT,UT
1787.countytwo,LaMorue ,LaMoure 
2896.statevalue,AV,VA
1972.county,Torranec ,Torrance 
2835.statecounty,TX_Throckmortjon,TX_Throckmorton
2362.county,Lajas Munictipio,Lajas Municipio
649.countytwo,Washlington ,Washington 
1516.countytwo,Verno n,Vernon 
2805.statecounty,TX_RedRiver,TX_Red River
227.county,San Bernrdino ,San Bernardino 
634.county,Pol k,Polk 
2295.statevalue,PfA,PA
343.county,Franklni ,Franklin 
1756.statecounty,NC_Waek,NC_Wake
481.statecounty,GA_Libery,GA_Liberty
2313.fipstwo,f24117,f42117
758.countytwo,Mario n,Marion 
325.statecounty,DE_Suessex,DE_Sussex
657.statevalue,IlD,ID
2477.statevalue,D,SD
2104.statecounty,OH_Mraion,OH_Marion
2058.county,Athnens ,Athens 
340.countytwo,Duvl ,Duval 
698.statecounty,ID_Twin Fals,ID_Twin Falls
3032.countytwo,St. Thomas Islnd,St. Thomas Island
2681.statevalue,XT,TX
3118.statevalue,I,WI
2868.statecounty,UT_BoxE lder,UT_Box Elder
201.fipstwo,f0619,f06019
2273.countytwo,Colmubia ,Columbia 
509.statecounty,uGA_Putnam,GA_Putnam
1269.statevalue,I,MI
563.countytwo,Bentoon ,Benton 
2571.county,Madion ,Madison 
2954.fipstwo,f1660,f51660
1252.county,Charlevoxi ,Charlevoix 
11.fipstwo,f0211i0,f02110
2707.statevalue,X,TX
1320.county,Wenxford ,Wexford 
2898.fipstwo,if51510,f51510
1788.statecounty,ND_Logna,ND_Logan
1508.countytwo,St. Loui s,St. Louis 
1136.statecounty,LA_East kBaton Rouge,LA_East Baton Rouge
876.statevalue,N,IN
2918.county,Charles iCty ,Charles City 
261.county,Conejros ,Conejos 
1159.statevalue,LtA,LA
1186.statecounty,M_ABristol,MA_Bristol
1337.statevalue,MeN,MN
2875.statecounty,UT_aGrfield,UT_Garfield
3197.statevalue,VW,WV
784.statevalue,wIL,IL
634.countytwo,Pokl ,Polk 
1432.statecounty,M_OClinton,MO_Clinton
504.county,Picken s,Pickens 
937.county,Jzackson ,Jackson 
2795.county,mParker ,Parker 
429.statecounty,sGA_Cook,GA_Cook
1885.fipstwo,of31135,f31135
565.fipstwo,ef19015,f19015
974.countytwo,ice ,Rice 
2296.fipstwo,4f2083,f42083
3068.fipstwo,f3043,f53043
590.county,Fayette ***,Fayette 
1990.county,Washove ,Washoe 
1307.statevalue,IM,MI
2804.statecounty,TXy_Real,TX_Real
2936.statevalue,VfA,VA
1118.county,Wolf e,Wolfe 
1358.countytwo,Lak e,Lake 
206.statevalue,AC,CA
1500.fipstwo,f2r9197,f29197
1804.statecounty,ND_olette,ND_Rolette
1382.county,aRmsey ,Ramsey 
2355.countytwo,Hatill Municipio,Hatillo Municipio
2648.statecounty,TX_Cherbokee,TX_Cherokee
1721.fipstwo,f3715,f37115
614.county,Lin n,Linn 
1626.countytwo,Gilacier ,Glacier 
937.countytwo,Jackon ,Jackson 
824.fipstwo,f8043,f18043
1263.countytwo,Gladwni ,Gladwin 
1121.county,lAlen Parish,Allen Parish
2855.statevalue,XT,TX
3111.statecounty,W_IIron,WI_Iron
2684.county,Fallxs ,Falls 
973.county,mRepublic ,Republic 
2253.statecounty,O_Wheeler,OR_Wheeler
2347.countytwo,Dorfado Municipio,Dorado Municipio
1650.county,Rikchland ,Richland 
1225.statevalue,E,ME
1584.statevalue,S,MS
2578.fipstwo,of47123,f47123
2321.county,tYork ,York 
3202.county,Summes ,Summers 
2654.statecounty,TX_Colliin,TX_Collin
1867.statecounty,NE_Kekarney,NE_Kearney
134.county,Lawrencne ,Lawrence 
1201.fipstwo,f2d4510,f24510
1871.statevalue,E,NE
87.statecounty,A_LShelby,AL_Shelby
91.statevalue,AfL,AL
2451.fipstwo,f4003,f46003
1754.fipstwo,fy37179,f37179
1499.county,Salie ,Saline 
1002.statecounty,KY_Aderson,KY_Anderson
2543.county,Gibso n,Gibson 
165.countytwo,tone ,Stone 
2476.fipstwo,gf46053,f46053
3215.statecounty,WY_Campbel,WY_Campbell
1825.statevalue,E,NE
168.fipstwo,f0143,f05143
112.fipstwo,tf05031,f05031
2514.fipstwo,46129,f46129
475.fipstwo,f1317,f13167
2597.statevalue,N,TN
1736.county,Perquicmans ,Perquimans 
383.statevalue,LF,FL
2528.countytwo,Chesetr ,Chester 
2630.statevalue,TwX,TX
283.county,La Plat a,La Plata 
2694.statevalue,rTX,TX
766.countytwo,Mercder ,Mercer 
622.countytwo,ills ,Mills 
2207.statevalue,sOK,OK
3007.statecounty,A_Russell,VA_Russell
2627.county,Blancof ,Blanco 
2699.statecounty,TXGoliad,TX_Goliad
2848.statecounty,TX_aWller,TX_Waller
2379.fipstwo,f7113,f72113
2066.statecounty,OH_Clremont,OH_Clermont
368.countytwo,MiamiD-ade ,Miami-Dade 
1915.statevalue,HN,NH
825.countytwo,ountain ,Fountain 
2946.fipstwo,51073,f51073
1971.countytwo,Tas ,Taos 
434.statevalue,AG,GA
2355.county,Hatfillo Municipio,Hatillo Municipio
2535.countytwo,Davidso n,Davidson 
1971.county,Taso ,Taos 
897.fipstwo,f20050,f20005
2465.county,Comrson ,Corson 
1663.county,Wibau x,Wibaux 
1775.statecounty,ND_Dicky,ND_Dickey
2638.statevalue,TeX,TX
2329.countytwo,Arroyo Muncipio,Arroyo Municipio
2093.county,ackson ,Jackson 
1257.countytwo,Crawfor ,Crawford 
1894.statecounty,NESarpy,NE_Sarpy
2220.county,enton ,Benton 
3123.statevalue,I,WI
268.countytwo,Dougelas ,Douglas 
1317.statecounty,MI_Van uren,MI_Van Buren
2181.statecounty,OK_vLe Flore,OK_Le Flore
1185.county,Berkshiure ,Berkshire 
1484.fipstwo,f29c153,f29153
80.statecounty,AL_Mocntgomery,AL_Montgomery
2322.statecounty,PR_Adjuntas Municipo,PR_Adjuntas Municipio
1659.fipstwo,f3011,f30101
1050.county,Hendoerson ,Henderson 
2987.statevalue,VrA,VA
374.county,Osceoa ,Osceola 
1470.county,Mario n,Marion 
959.statevalue,SK,KS
1855.statecounty,NE_Gratn,NE_Grant
564.statevalue,AI,IA
1993.statevalue,Y,NY
848.fipstwo,f1e8091,f18091
630.countytwo,Pgae ,Page 
2480.countytwo,Hwanson ,Hanson 
217.countytwo,Mokno ,Mono 
851.countytwo,Mario n,Marion 
1735.statevalue,CN,NC
1128.statevalue,LyA,LA
873.countytwo,eScott ,Scott 
403.statecounty,GA_Bib,GA_Bibb
1199.countytwo,Ane Arundel ,Anne Arundel 
976.fipstwo,f2016o3,f20163
2799.statevalue,yTX,TX
688.county,Linocln ,Lincoln 
2527.statevalue,NT,TN
570.countytwo,qCalhoun ,Calhoun 
584.countytwo,Decatu r,Decatur 
379.county,Puntam ,Putnam 
2015.countytwo,fKings ,Kings 
2475.countytwo,Gran t,Grant 
21.fipstwo,rf02198,f02198
1781.statevalue,yND,ND
1167.statevalue,A,LA
2715.countytwo,Hasbkell ,Haskell 
1814.fipstwo,f83099,f38099
470.statecounty,GA_Janckson,GA_Jackson
2593.statevalue,NT,TN
199.countytwo,De lNorte ,Del Norte 
2011.statevalue,aNY,NY
2553.countytwo,Hakwins ,Hawkins 
845.statecounty,IN_Kosicusko,IN_Kosciusko
1371.statevalue,N,MN
3204.countytwo,Tuckper ,Tucker 
1356.statecounty,MN_Koochichinfg,MN_Koochiching
563.fipstwo,fg19011,f19011
2835.statevalue,sTX,TX
1494.county,Rall s,Ralls 
1358.fipstwo,f270i75,f27075
2938.countytwo,Floydw ,Floyd 
2044.statevalue,YN,NY
183.statevalue,ZA,AZ
1333.fipstwo,f27o025,f27025
3090.fipstwo,f55a009,f55009
2763.fipstwo,f4f8303,f48303
2494.county,McCoo k,McCook 
2691.county,rFanklin ,Franklin 
2356.county,Hromigueros Municipio,Hormigueros Municipio
2505.fipstwo,46111,f46111
1269.countytwo,uron ,Huron 
1304.county,Oseola ,Osceola 
2617.countytwo,Armstorng ,Armstrong 
1750.county,Suryr ,Surry 
1239.county,lger ,Alger 
2799.fipstwo,f4837q5,f48375
439.countytwo,Doughert y,Dougherty 
2033.countytwo,Renssleaer ,Rensselaer 
1818.statecounty,qNE_Adams,NE_Adams
2331.statevalue,R,PR
2533.county,Crocett ,Crockett 
1624.statecounty,MT_aGllatin,MT_Gallatin
1334.fipstwo,f2707,f27027
2549.statecounty,TN_Hamliton,TN_Hamilton
3178.countytwo,Lewi ,Lewis 
850.county,aMdison ,Madison 
3218.countytwo,Corok ,Crook 
1763.fipstwo,f371c97,f37197
1525.statevalue,wMP,MP
420.statevalue,AG,GA
704.statevalue,LI,IL
1066.countytwo,Letche r,Letcher 
3122.statevalue,WxI,WI
2692.countytwo,Freestsone ,Freestone 
515.statecounty,GA_Shcley,GA_Schley
754.fipstwo,f1107,f17107
1963.countytwo,io Arriba ,Rio Arriba 
340.statevalue,tFL,FL
1614.county,Carte ,Carter 
1425.countytwo,pCarter ,Carter 
2161.fipstwo,f0039,f40039
1791.fipstwo,f3805t3,f38053
1114.fipstwo,f21292,f21229
1576.statecounty,MS_Nshoba,MS_Neshoba
2615.countytwo,Aranas ,Aransas 
2636.fipstwo,fl48049,f48049
1027.county,Crtitenden ,Crittenden 
974.statecounty,KS_jRice,KS_Rice
461.countytwo,vHall ,Hall 
1220.countytwo,Wicomixco ,Wicomico 
616.county,Laucas ,Lucas 
2481.county,Hardingc ,Harding 
2804.countytwo,Recal ,Real 
2689.county,Foar d,Foard 
145.countytwo,Montgomer y,Montgomery 
519.fipstwo,fb13257,f13257
3072.statecounty,WA_Pedn Oreille,WA_Pend Oreille
1549.statevalue,S,MS
1251.fipstwo,2f6027,f26027
1516.fipstwo,f2917,f29217
2210.statecounty,OK_Stnephens,OK_Stephens
1445.statevalue,OM,MO
864.countytwo,Perry ***,Perry 
152.county,Poinstt ,Poinsett 
1110.statevalue,Y,KY
