county,statevalue,fips(long),datevalue,lat(double precision),lon(double precision),cases(long),deaths(long),statecases(long),statedeaths(long),newcases(long),newdeaths(long),newstatecases(long),newstatedeaths(long)
Los Angeles,California,4209,02/26/2022 12:00:00 AM,34.30828379,-118.2282411,2797628,30773,8981736,85557,0,0,0,0
Los Angeles,California,8608,02/27/2022 12:00:00 AM,33.05187459584616,-118.2282411,2799169,30853,8987156,85827,0,0,0,0
Los Anegles,Cvalifornia,7748,02/28/2022 12:00:00 AM,40.84892105740907,-118.2282411,2800741,30911,8997446,86026,0,0,0,0
Los Angeles,California,6037,03/01/20221 2:00:00 AM,23.14412368844629,-118.2282411,2802123,30957,9003969,86238,0,0,0,0
Los Angelees,California,5549,03/0j2/2022 12:00:00 AM,34.30828379,-118.2282411,2803476,31005,9005322,86286,0,0,0,0
Los Angeles,California,6037,03/03/2022 12:00:00 AM,34.30828379,-118.2282411,2803476,31005,9005322,86286,0,0,0,0
Los Angeles,Califokrnia,6037,03/04/2022 12:00:00 AM,34.30828379,-118.2282411,2805119,31046,9016117,86631,0,0,0,0
Los Angeles,Californiua,6037,03/05/2022 12:00:00 AM,34.30828379,-118.2282411,2805949,31084,9019399,86699,0,0,0,0
Los Angeles,California,6037,03/06/2022 12:00:00 AM,34.30828379,-118.2282411,2807057,31138,9023993,86908,0,0,0,0
Los Angeles,California,6037,01/01/2022 12:00:00 AM,44.10935185618643,-118.2282411,1806828,27698,5808171,76760,26674,27,39356,126
Los Angeles,Caliofrnia,4327,02/01/2022 12:00:00 AM,34.30828379,-170.1285448473899,2710362,29280,8610606,80917,0,0,26,0
Los Angeles,California,6037,03/07/2022 12:0:00 AM,34.30828379,-118.2282411,2808409,31178,9030973,87077,0,0,0,0
Los Angeles,California,6037,04/19/022 12:00:00 AM,19.380593864771832,-118.2282411,2859799,31924,9192666,90014,0,0,0,0
Lo Angeles,vCalifornia,6037,05/27/w2022 12:00:00 AM,34.30828379,-78.51682072085143,2974197,32129,9570326,91311,0,0,0,0
Los Angeles,California,7357,05/28/2022 12:00:00 AM,34.30828379,-118.2282411,2976323,32133,9614222,91382,0,0,0,0
Los Angeles,California,6037,05/29/2022 12:00:00 AM,34.30828379,-118.2282411,2980708,32136,9618950,91406,0,0,0,0
Los Angeles,California,6037,05/0/2022 12:00:00 AM,49.55111639736428,-118.2282411,2985665,32146,9623913,91427,0,0,0,0
Los Angeles,California,6037,05/31/2022 12:00:00 AM,34.30828379,-118.2282411,2990651,32154,9661436,91502,0,0,0,0
Los Angeles,Cmalifornia,6037,06/01/2022 12:00:00 AM,34.30828379,-118.2282411,2990651,32154,9661436,91502,0,0,0,0
Los Angeles,California,6037,06/0w2/2022 12:00:00 AM,34.30828379,-167.47444820277397,2990651,32154,9661436,91502,0,0,0,0
Los Angeles,California,6037,06/03/022 12:00:00 AM,20.46202527431116,-118.2282411,3004975,32168,9675780,91516,0,0,0,0
LosA ngeles,Claifornia,6037,06/04/2022 12:t00:00 AM,22.354077881126447,-118.2282411,3008619,32178,9730176,91576,0,0,0,0
Los Angeles,Calfiornia,6037,06/05/2022 12:0y0:00 AM,34.30828379,-118.2282411,3014758,32186,9736634,91595,0,0,0,0
Los Angeles,Caliifornia,6037,06/06/2022 12:00:0 AM,34.30828379,-118.2282411,3019550,32193,9741437,91609,0,0,0,0
Los Angeles,California,6037,06/07/2022 12:00:00 AM,34.30828379,-118.2282411,3025694,32201,9790329,91697,0,0,0,0
Los Angeels,Caloifornia,6037,06/08/2022 12:00:00 AM,34.30828379,-118.2282411,3025694,32201,9790329,91696,0,0,0,-1
Los Aneles,California,6037,06/08/2022 12:00:00 AM,34.30828379,-118.2282411,3025694,32201,9790329,91696,0,0,0,-1
Los Angeles,California,6037,06/09/2022 12:00:00 AM,34.30828379,-118.2282411,3025694,32201,9790329,91696,0,0,0,0
Los Angkeles,California,6037,06/10/2022 12:00:00 MA,34.30828379,-165.5078228866465,3038588,32218,9803246,91713,0,0,0,0
Los Anegeles,California,6037,06/11/2022 12:00:00 AM,35.005113580995065,-118.2282411,3041815,32227,9851436,91793,0,0,0,0
os Angeles,Calijfornia,6037,06/12/2202 12:00:00 AM,34.30828379,-118.2282411,3047469,32236,9857418,91821,0,0,0,0
Los Angeles,Califorina,6037,06/13/2022 12:00:00 AM,22.053456927684525,-118.2282411,3051930,32245,9861896,91832,0,0,445,0
Los Angelzes,California,6037,06/14/2022 12:00:00 AM,34.30828379,-118.2282411,3057004,32250,9894792,91922,0,0,0,0
Los Angeles,Califorina,6037,06/1/52022 12:00:00 AM,34.30828379,-157.54693557567262,3057004,32250,9894792,91922,0,0,0,0
Los Angeles,California,6037,06/16/2022 12:k00:00 AM,34.30828379,-118.2282411,3069037,32261,9906825,91933,12033,11,12033,11
Los Angeles,Califyornia,6037,06/17/2022 12:00:00 AM,27.615821955412983,-70.95442985016764,3071314,32263,9957527,91992,2277,2,50702,59
Los Angeles,Califonia,6037,06/19/2022 1:00:00 AM,34.30828379,-118.2282411,3076849,32271,9963596,92008,0,0,0,0
Los Angeles,California,3761,06/20/2022 12:00:00 AM,25.95564566301576,-118.2282411,3082401,32283,9969181,92035,0,0,0,0
Los Angeles,Califorina,6037,06/21/2022 12:00:00 AM,34.30828379,-118.2282411,3088482,32291,10024838,92113,0,0,0,0
Los Angeles,California,6037,06/22/2022 12:00:00AM,34.30828379,-172.58162858764905,3088482,32291,10024838,92113,0,0,0,0
Ls Angeles,Califrnia,6037,06/23/2022 12:00:00 AM,34.30828379,-118.2282411,3088482,32291,10024838,92113,0,0,0,0
Los Angeles,Califorznia,6037,06/24/2022 12:00:00 AM,34.30828379,-67.804105348375,3102110,32308,10038493,92131,0,0,0,0
os Angeles,California,6037,06/25/2022 12:00:00 AM,34.30828379,-118.2282411,3105867,32316,10089246,92207,0,0,0,0
Los Angeles,California,6287,06/26/2022 12:00:00 AM,34.30828379,-118.2282411,3112364,32325,10096131,92235,0,0,0,0
Los Angeles,California,6037,06/27/2022 12:00:00 AM,34.30828379,-118.2282411,3118053,32334,10101831,92249,0,0,0,0
Los Angeles,California,6325,06/28/2022 12:00:00 AM,34.30828379,-94.70433403265145,3125299,32344,10157114,92386,0,0,0,0
Los Angeles,California,6037,06/29/2022 12:00:00 AM,34.30828379,-118.2282411,3125299,32344,10157114,92386,0,0,0,0
Los Angeles,California,6037,06/30/202212:00:00 AM,34.30828379,-118.2282411,3125299,32344,10157114,92386,0,0,0,0
os Angeles,Califonia,6037,07/01/2022 12:00:00 AM,34.28250056556919,-118.2282411,3140615,32361,10172430,92403,0,0,0,0
Los Angeles,aClifornia,6037,07/02/2022 12:00:00 AM,26.64417813036908,-161.81386997658427,3143536,32371,10224139,92475,0,0,0,0
Lo Angeles,Califronia,3562,07/03/2022 12:00:00 AM,34.30828379,-141.83910006192235,3148370,32385,10229276,92510,0,0,0,0
Los Angeles,Calfiornia,6037,07/04/2022 12:00:00 AM,34.30828379,-118.2282411,3153690,32397,10234613,92530,0,0,0,0
Los Angeles,Califorgnia,5400,07/05/2022 12:00:00 AM,34.30828379,-118.2282411,3153690,32397,10274349,92629,0,0,0,0
Los Angeleas,California,6037,07/06/2022 12:00:00 AM,34.30828379,-118.2282411,3153690,32397,10274349,92629,0,0,0,0
Los Angeles,California,6037,01/02/2022 12:00:00 AM,34.30828379,-59.17734351436147,1843922,27728,5894761,76792,37094,30,86590,32
Los Angkeles,California,6037,01/07/2022 12:00:00 AM,34.30828379,-71.08854210073841,2010964,27798,6313572,77203,0,0,0,0
Los Angeles,California,6037,03/08/2022 12:00:00 AM,34.30828379,-118.2282411,2810308,31225,9035948,87219,0,0,0,0
Los Anglees,Califonia,6037,03/09/2022 12:00:00 AM,27.248503799512907,-118.2282411,2811864,31275,9037504,87269,0,0,0,0
Los Aneles,California,6037,03/10/2022 12:00:00 AM,34.30828379,-118.2282411,2811864,31275,9037504,87269,0,0,0,0
Los Angeles,California,4810,03/11/2022 12:00:00 AM,34.30828379,-118.2282411,2813689,31315,9046404,87566,0,0,0,0
Los Angeles,Califonia,3972,03/12/2022 12:00:00 AM,34.30828379,-118.2282411,2814409,31343,9047972,87607,0,0,0,0
Los Angeles,California,3049,03/13/2022 12:00:00 AM,34.30828379,-110.06015033477216,2815379,31372,9050936,87750,0,0,0,0
Lo sAngeles,California,6037,03/14/2022 12:00:00 AM,34.30828379,-110.1424678042228,2817190,31408,9055973,87888,0,0,0,0
Los Angeles,California,6037,03/15/2022 y12:00:00 AM,44.60242080822721,-104.72562809751152,2820159,31443,9062442,88004,0,0,0,0
Los Angeles,California,6746,03/16/2022 12:00:00A M,18.964080564013702,-118.2282411,2823354,31462,9065637,88024,0,0,0,0
Los Angaeles,California,3040,04/20/2022 12:00:00 AM,34.30828379,-118.2282411,2859799,31924,9192666,90014,0,0,0,0
Los Angeles,California,6037,04/21/2022 12:00:00 AM,34.30828379,-117.99959290635697,2859799,31924,9192666,90014,0,0,0,0
Los Angeles,Califonia,3679,04/22/2022 12:00:00 AM,41.42633015784075,-118.2282411,2864284,31938,9197251,90033,0,0,0,0
Los Angeles,California,6468,04/23/2022 12:00:00 AM,34.30828379,-118.2282411,2865825,31941,9213640,90136,0,0,0,0
Los Angeles,California,6037,04/24/2022 12:00:00 AM,34.30828379,-118.2282411,2867415,31951,9215397,90168,0,0,0,0
Lpos Angeles,California,6037,04/25/2022 12:00:00 AM,34.30828379,-175.32594616523383,2869785,31959,9217769,90176,0,0,0,0
os Angeles,California,6037,04/26/g2022 12:00:00 AM,34.30828379,-118.2282411,2872203,31959,9236835,90329,0,0,0,0
Los Angeles,California,7876,04/27/2022 12:00:00 AM,18.796542720501204,-118.2282411,2872203,31959,9236835,90329,0,0,0,0
Los Angeles,California,6037,04/28/2022 12:00:00 AM,23.1173431235564,-118.2282411,2872203,31959,9236835,90329,0,0,2530,0
Los Angeles,California,6037,04/29/2022 12:00:00 AM,34.30828379,-70.71983942293373,2877960,31970,9242735,90340,0,0,0,0
Los Angeles,California,7233,04/30/202 12:00:00 AM,45.61592434545417,-131.91180571822855,2879817,31977,9261886,90442,0,0,0,0
Los Angeles,aClifornia,6037,05/01/2022 12:00:00 AM,34.30828379,-118.2282411,2882279,31982,9264611,90471,0,0,0,0
Los Agneles,Californiba,5746,05/02/2022 12:00:00 AM,45.35633709098601,-114.62607351598426,2882279,31982,9264611,90471,0,0,0,0
Lo sAngeles,aClifornia,6037,05/03/0222 12:00:00 AM,34.30828379,-118.2282411,2888408,31991,9288293,90497,0,0,0,0
Los Angeoles,California,5312,05/04/2022 12:00:00 AM,38.17140687924783,-118.2282411,2888408,31991,9288293,90497,0,0,0,0
iLos Angeles,California,6037,05/05/2022 12:00:00 AM,34.30828379,-123.22228618678848,2888408,31991,9288293,90497,0,0,0,0
Los Angeles,California,6037,05/06/2022 12:00:00 AM,34.30828379,-167.70213778679857,2895400,31996,9295307,90503,0,0,0,0
Los Angeles,California,6037,05/07/2022 12:00:00 AM,24.13909236408913,-132.2581702395111,2897513,32000,9320578,90611,0,0,0,0
Los Angeles,Clifornia,6037,05/08/2022 12:00:00 AM,34.30828379,-118.2282411,2900449,32007,9323818,90623,0,0,0,0
Los Angeles,Caliofrnia,8907,05/09/2022 12:00:00 AM,34.30828379,-118.2282411,2903779,32016,9327154,90646,0,0,0,0
LosAngeles,Californa,6037,05/10/2022 12:00:00 AM,34.30828379,-118.2282411,2907721,32022,9349673,90782,0,0,0,0
Los Angeles,Califonria,3548,0511/2022 12:00:00 AM,34.30828379,-118.2282411,2907721,32022,9349673,90780,0,0,0,0
Los Angeles,California,6037,05/12/2022 12:00:00 AM,34.30828379,-118.2282411,2907721,32022,9349673,90782,0,0,0,0
Los Angeles,California,6037,05/13/2022 12:00:00 AM,34.30828379,-118.2282411,2915694,32037,9357665,90799,0,0,0,0
mLos Angeles,California,4381,05/14/2022 1a2:00:00 AM,48.97369129561237,-118.2282411,2917892,32045,9398581,90887,0,0,0,0
Los Angeles,California,6620,05/152022 12:00:00 AM,34.30828379,-85.78701320726572,2922210,32055,9403268,90904,0,0,0,0
Los Angeles,California,6037,05/16/2022 12:00:00 AM,48.58786747944659,-118.2282411,2926848,32064,9407983,90918,0,0,0,0
Los Angeles,California,6037,05/17/2022 12:00:00 AM,17.29546340278817,-118.2282411,2929950,32074,9449915,91044,0,0,0,0
Los Angeles,Caalifornia,6037,05/18/202212:00:00 AM,31.81051501976345,-118.2282411,2929950,32074,9449915,91044,0,0,0,0
Los Angeles,California,6037,05/19/2022 12:00:00 AM,34.53271680766303,-118.2282411,2929950,32074,9449915,91044,0,0,0,0
Los Angeles,Califonria,6037,05/2t0/2022 12:00:00 AM,47.82667584330088,-107.69277176157404,2942149,32086,9462134,91057,0,0,0,0
Los Angeles,California,3350,05/21/2022 12:00:00 AM,26.1833871505872,-118.2282411,2945669,32095,9506402,91154,0,0,0,0
Los Angeles,California,7307,05/22/2022 12:00:00 AM,34.30828379,-118.2282411,2949830,32101,9510881,91176,0,0,0,0
Los Angeles,California,7892,05/23/2022 12:00:00 AdM,17.179317882388368,-118.2282411,2955954,32109,9517026,91199,0,0,0,0
Los ngeles,California,6037,01/05/2022 120:0:00 AM,34.30828379,-118.2282411,1967443,27785,6085177,77056,45553,13,47661,13
Los Angees,California,6037,05/24/2022 12:00:00 AM***,34.30828379,-106.42680381566782,2961673,32117,9557802,91299,0,0,0,0
Los Anegles,California,6037,06/07/2022 12:00:00 AM,34.30828379,-118.2282411,3025694,32201,9790329,91697,0,0,0,0
Los Anlgeles,California,8225,06/18/2022 12:00:00 AM,39.69237258740978,-118.2282411,3071314,32263,9957527,91992,0,0,0,0
Los Ageles,California,6037,07/07/2022 12:00:00 AM,34.30828379,-118.2282411,3153690,32397,10274349,92629,0,0,0,0
Los Angeles,California,6037,082/1/2022 12:00:00 AM,36.7390842319779,-113.14746579521186,3390012,33060,11022585,94625,0,0,0,0
Los Angeles,California,6037,08/22/2022 12:00:00 AM,34.30828379,-118.2282411,3392984,33076,11025557,94644,0,0,0,0
Los Angeles,California,6037,08/23/2022 12:00:00 AM***,34.30828379,-171.22720234349777,3396657,33096,11057328,94812,0,0,0,0
Los Angeles,California,6037,01/06/2022 12:00:00 AM,34.30828379,-165.7671020477976,2010964,27798,6313572,77203,43521,13,228395,147
Los Angeles,California,6037,05/25/2022 12:0i0:00 AM,34.30828379,-118.2282411,2961673,32117,9557802,91299,0,0,0,0
Los Angeles,California,6037,05/26/2022 12:00:00 AM,34.30828379,-118.2282411,2961673,32117,9557802,91299,0,0,0,0
Los Angeles,California,6037,07/08/2022 12:00:00 AM,34.30828379,-118.2282411,3178242,32451,10298922,92684,0,0,0,0
Los Angeels,California,5453,07/09/2022 12:00:00 AM,23.905293664470385,-118.2282411,3183359,32464,10360542,92758,0,0,0,0
Los Angeles,Calfiornia,6037,07/10/2022 12:00:00 AM,34.30828379,-118.2282411,3189901,32478,10367437,92784,0,0,0,0
Los Angeles,aClifornia,4953,07/11/2022 12:00:00 AM***,34.30828379,-89.25207912112798,3198377,32492,10375920,92805,0,0,0,0
Los Angeles,California,6037,07/12/2202 12:00:00 AM,50.413694273928485,-163.03154808734374,3207071,32508,10397268,92904,0,0,0,0
Los Ageles,California,6037,70/13/2022 12:00:00 AM,34.30828379,-76.64068913610903,3207071,32508,10436723,92903,0,0,0,0
Los Angeles,Califormnia,6037,07/14/2022 12:00:00 AM,34.30828379,-158.90173572339913,3207071,32508,10436723,92903,0,0,0,0
Los Anegles,California,6037,7/15/2022 12:00:00 AM,42.274490711726486,-118.2282411,3225697,32537,10455363,92932,0,0,0,0
Los Angeles,California,6037,07/16/2022 12:00:00 AM,34.30828379,-118.2282411,3230019,32549,10508352,93003,0,0,0,0
os Angeles,California,4663,07/17/2022 12:00:00 AM,34.30828379,-118.2282411,3236632,32566,10515406,93046,0,0,0,0
Los Angeles,California,6037,07/18/222 12:00:00 AM,34.30828379,-118.2282411,3245259,32584,10524049,93076,0,0,0,0
Los Angeles,California,6037,07/19/2022 12:00:00 AM,39.36740835592079,-118.2282411,3253323,32604,10580256,93209,0,0,0,0
Los Angeles,California,5466,07/20/2022 12:00:00 AM,34.30828379,-118.2282411,3253323,32604,10580256,93209,0,0,0,0
Los Angeles,Caliornia,4343,07/21/2022 12:00:00 AM,34.30828379,-118.2282411,3253323,32604,10580256,93209,0,0,0,0
Los Angeles,California,7972,07/22/2022 12:00:00 AM,34.30828379,-118.2282411,3268588,32637,10595521,93243,0,0,0,0
Los Angeles,Claifornia,6037,07/23/2022 12:00:00 AM,34.30828379,-118.2282411,3272097,32654,10644446,93319,0,0,0,0
Los Angeles,California,6037,07/24/2022 12:00:00 AM,34.30828379,-141.03467631449496,3279517,32674,10652220,93355,0,0,0,0
Los Angeles,Calpifornia,4560,07/25/2022 12:00:00 AM,45.274276348923166,-167.06846939859486,3286471,32691,10659174,93372,0,0,0,0
Los Angeles,California,6037,07/26/2022 12:00:00 AM,34.30828379,-130.1761134590597,3286471,32691,10696343,93474,-6221,-17,-6221,-17
LosAngeles,Califrnia,6037,07/2/2022 12:00:00 AM,34.30828379,-118.2282411,3286471,32691,10696343,93474,-6221,-17,-6221,-17
Los Angeles,Califoria,6037,07/28/2022 12:00:00 AM,34.30828379,-118.2282411,3286471,32691,10696343,93474,-6221,-17,-6221,-17
Los Angeles,Caulifornia,6037,07/29/2022 12:00:00 AM,34.30828379,-118.2282411,3286471,32691,10696343,93474,-19501,-56,-19501,-56
Los Angeles,California,6037,07/30/2022 12:00:00 AM,34.30828379,-118.2282411,3286471,32691,10696343,93474,-22814,-72,-65355,-135
Los Angeles,California,3130,07/31/2022 12:0000 AM,34.30828379,-169.2946406664173,3315921,32785,10768334,93655,0,0,0,0
Los Angeles,California,6037,08/01/2022 12:00:00 AM,34.30828379,-118.2282411,3320781,32807,10773393,93688,0,0,0,0
Los Angeles,California,6037,08/02/2022 12:00:00 AM,34.30828379,-117.13072378229452,3325622,32826,10810291,93816,0,0,0,0
Los Angeles,Californai,6037,80/03/2022 12:00:00 AM,34.30828379,-118.2282411,3325622,32826,10810291,93816,0,0,0,0
Lo sAngeles,California,5016,080/4/2022 12:00:00 AM,34.30828379,-118.2282411,3325622,32826,10810291,93816,0,0,0,0
Los Angeles,Caifornia,8374,08/05/2022 12:00:00 AM,28.446800809419912,-123.6281998065211,3335973,32856,10820659,93846,0,0,0,0
Los Angeles,California,6938,08/06/20n22 12:00:00 AM,34.30828379,-118.2282411,3338352,32869,10824009,93924,0,0,0,0
Los Angeles,Califiornia,6037,08/07/2022 12:00:00 AM,40.77456691345125,-118.2282411,3342851,32888,10861313,93958,0,0,0,0
Los Angeles,Califrnia,6037,08/08/2022 12:00:00 AM,34.30828379,-118.2282411,3347143,32903,10865618,93981,0,0,0,0
Los Angeles,California,6037,08/09/2022 12:00:00 AM,34.30828379,-157.22981834705112,3351082,32922,10901301,94119,0,0,0,0
Los Angeles,Claifornia,6037,08/10/2022 12:00:00 AM,34.30828379,-118.2282411,3351082,32922,10901301,94119,0,0,0,0
Lo sAngeles,California,6594,08/11/2022 12:00:00 AM,47.995457237242256,-118.2282411,3351082,32922,10901310,94119,0,0,0,0
Los Angeles,California,6037,08/12/2022 12:00:00 MA,34.30828379,-118.2282411,3361061,32948,10911292,94147,0,0,0,0
Los Angeles,Califonia,6037,08/1q3/2022 12:00:00 AM,34.30828379,-118.2282411,3363706,32961,10942596,94240,0,0,0,0
Los Angeles,Califoria,3472,08/41/2022 12:00:00 AM,34.30828379,-118.2282411,3368366,32975,10947264,94276,0,0,0,0
Los Angeles,California,4564,08/15/2022 12:00:00 AM,34.30828379,-118.2282411,3371673,32991,10950572,94298,0,0,0,0
Los Angeleis,California,6037,08/16/2022 12:00:00 AM,34.30828379,-118.2282411,3371673,32991,10978199,94440,0,0,0,0
Los Angeles,California,6037,08/1u7/2022 12:00:00 AM,17.35464290330599,-142.62040232385368,3371673,32991,10978199,94440,0,0,0,0
Los Angeles,California,6037,08/18/2022 12:00:00 AM,34.30828379,-60.901739450600815,3371673,32991,10978199,94440,0,0,0,0
Los Angeles,Califorenia,6037,08/19/2022 12:00:00 AM,34.30828379,-118.2282411,3383792,33027,10990337,94476,0,0,0,0
Los Aneles,California,6037,08/2/02022 12:00:00 AM,20.620770859107942,-118.2282411,3386161,33041,11018223,94590,0,0,0,0
Los Angeles,California,6037,03/24/2020 12:00:00 AM,34.30828379,-118.2282411,1465,26,5110,147,0,0,431,48
Los Angeles,California,4723,03/25/2020 12:00:00 AM,34.30828379,-118.2282411,1829,32,5863,129,364,6,753,-18
Los Angeles,aClifornia,6037,03/26/2020 12:00:00 AM,22.219931451639795,-118.2282411,2474,44,7155,149,645,12,1292,20
Los Angeles,California,6037,03/27/2020 12:00:00 AM,31.870835735222684,-169.4678740382847,3019,54,8233,173,545,10,1078,24
Los Angeles,California,6037,03/28/2020 12:00:00 AM,47.01472098553538,-118.2282411,3518,64,9431,200,499,10,1198,27
oLs Angeles,Caliifornia,6037,03/29/2020 12:00:00 AM,44.21596497376856,-118.2282411,4045,78,10809,241,527,14,1378,41
Los Angeles,California,6037,03/30/2020 21:00:00 AM,34.30828379,-118.2282411,4566,89,12044,267,521,11,1235,26
Los Angeles,California,6037,03/31/2020 12:00:00 AM,34.30828379,-118.2282411,4605,93,12839,287,39,4,795,20
LosA ngeles,Ccalifornia,6037,04/01/2020 12:00:00 AM,34.30828379,-74.52519060827905,5955,132,15035,351,1350,39,2196,64
Los Angeles,Califorxnia,8918,04/02/2020 12:00:00 AM,34.30828379,-118.2282411,6377,147,16041,384,422,15,1006,33
Los Angeles,California,5431,04/03/2020 12:00:00 AM,34.30828379,-118.2282411,6936,169,17369,431,559,22,1328,47
Los Angekles,California,6037,04/04/2020 12:00:00 AM,34.30828379,-118.2282411,7559,198,18934,497,623,29,1565,66
Los Angeles,California,7818,04/05/2020 120:0:00 AM,34.30828379,-118.2282411,7955,223,19745,551,396,25,811,54
Los Angeles,California,6037,04/06/2002 12:00:00 AM,34.30828379,-118.2282411,8443,242,21120,590,488,19,1375,39
Los Angeles,Clifornia,7782,04/07/2020 12:00:00 AM,34.30828379,-118.2282411,8453,244,21720,609,10,2,600,19
Los Angyeles,Cralifornia,6037,04/08/2020 12:00:00 AM,34.30828379,-118.2282411,8894,269,22810,645,441,25,1090,36
Los Angeles,California,6037,04/09/2020 12:00:00 AM,22.021866012564388,-118.2282411,9433,322,23959,711,539,53,1149,66
Los Angeles,Californai,6037,04/10/2020 12:00:00 AM,34.30828379,-118.2282411,10047,360,25460,776,614,38,1501,65
Los Angeles,California,6037,04/11/2020 12:00:00 AM,34.30828379,-128.13457876516537,10517,405,26719,872,470,45,1259,96
Los Angeles,Caliofrnia,6037,04/12/2020 12:00:00 AM,34.30828379,-118.2282411,10854,457,27687,963,337,52,968,91
Los Angeeles,California,6037,04/13/2020 12:00:00 AM,34.30828379,-118.2282411,11400,497,29470,1045,546,40,1783,82
Los Angeles,California,6037,04/14/2020 12:00:00 AM,34.30828379,-118.2282411,12021,576,30805,1145,621,79,1335,100
os Angeles,Caluifornia,6037,04/15/2020 12:00:00 AM,34.30828379,-118.2282411,12341,600,31660,1185,320,24,855,40
Los Angeles,California,6037,04/16/2020 12:00:00 AM,34.30828379,-145.56637318570716,13823,619,33946,1224,1482,19,2286,39
Los Angeles,California,3401,04/17/2020 12:00:00 AM,34.30828379,-118.2282411,15153,663,35793,1289,1330,44,1847,65
Los Ageles,California,6037,04/18/2020 12:00:00 AM,34.30828379,-118.2282411,16447,732,37739,1429,1294,69,1946,140
Los Angeiles,California,6037,40/19/2020 12:00:00 AM,34.30828379,-168.3709749430634,17537,797,39946,1530,1090,65,2207,101
Los Angeles,California,6037,04/20/2020 12:00:0 AM,34.30828379,-118.2282411,18545,850,41803,1622,1008,53,1857,92
Los Angeles,California,5619,04/21/2020 12:000:0 AM,34.30828379,-107.3752756644714,19133,895,42771,1689,588,45,968,67
Los Angeles,California,6037,04/22/2020 12:00:00 AM,25.13636556257336,-118.2282411,19567,916,43888,1727,434,21,1117,38
Los Angeles,California,6037,04/23/2020 12:00:00 AM,34.30828379,-118.2282411,20423,944,45387,1782,856,28,1499,55
Los Angeles,Califorgnia,6037,04/24/2020 12:00:00 AM,34.30828379,-118.2282411,20996,1002,46714,1861,573,58,1327,79
Los Angeles,Calfornia,6037,04/25/2020 12:00:00 AM,40.19001292839087,-166.22898923977718,22485,1056,49310,1950,1489,54,2596,89
Locs Angeles,California,6037,04/26/2020 12:00:00 AM,34.30828379,-118.2282411,23220,1111,50712,2029,735,55,1402,79
Los Angeles,Califoria,6037,0g4/27/2020 12:00:00 AM,34.30828379,-118.2282411,24262,1174,52536,2128,1042,63,1824,99
Los Ageles,California,6037,04/28/2020 12:00:0 0AM,34.30828379,-118.2282411,24894,1209,53833,2182,632,35,1297,54
Los Angeles,Calfiornia,6037,04/29/2020 12:00:00 AM,34.30828379,-118.2282411,25699,1231,55323,2220,805,22,1490,38
Los Angeles,California,6037,04/30/2020 12:00:00 AM,34.30828379,-156.93760169316027,26225,1257,56419,2284,526,26,1096,64
Losy Angeles,California,6037,05/01/2020 12:00:00 AM,34.30828379,-118.2282411,27836,1315,59039,2383,1611,58,2620,99
Los Angeles,California,7543,05/02/2020 12:00:00 AM,34.30828379,-118.2282411,28665,1369,61245,2466,829,54,2206,83
Los nAgeles,California,6037,05/03/2020 12:00:00 AM,34.30828379,-118.2282411,29511,1418,62869,2538,846,49,1624,72
Los Angeles,California,5881,05/04/2020 12:00:00 AM,34.30828379,-118.2282411,30319,1470,64564,2617,808,52,1695,79
Los Angeles,California,6037,05/05/2020 12:00:00 AM,34.30828379,-118.2282411,31241,1515,67285,2692,922,45,2721,75
os Angeles,California,6037,0/06/2020 12:00:00 AM,34.30828379,-118.2282411,31703,1531,68231,2723,462,16,946,31
Los Angeles,Califorina,6037,05/07/2020 12:00:00 AM,34.30828379,-118.2282411,32263,1570,70039,2785,560,39,1808,62
Los Ageles,California,6037,05/08/2020 12:00:00 AM,34.30828379,-118.2282411,33211,1616,71770,2884,948,46,1731,99
Los Angeles,California,6037,05/09/2020 12:00:00 AM,34.30828379,-118.2282411,34538,1660,73603,2954,1327,44,1833,70
Los Angeles,California,6037,05/10/2020 12:00:00 AM,34.30828379,-118.2282411,35392,1711,75580,3054,854,51,1977,100
Lo sAngeles,California,6037,05/11/2020 12:00:00 AM,34.30828379,-118.2282411,36316,1753,77427,3136,924,42,1847,82
Los Angeles,California,6037,05/12/2020 12:o00:00 AM,34.30828379,-93.4360715509273,37360,1793,79471,3206,1044,40,2044,70
Los Angeles,Californzia,6037,05/13/2020 12:00:00 AM,32.029848613351454,-118.2282411,38011,1821,80809,3240,651,28,1338,34
Los Angeles,California,8152,05/14/2020 12:00:00 AM,34.30828379,-118.2282411,38458,1840,82320,3282,447,19,1511,42
Los Angelse,Calfornia,6037,05/15/2020 12:00:00 AM,34.30828379,-61.28306499176704,39573,1913,84635,3405,1115,73,2315,123
Los Anogeles,Califordnia,7702,05/16/2020 12:00:00 MA,34.30828379,-118.2282411,40895,1973,86839,3498,1322,60,2204,93
Los Angeles,California,6037,05/17/20l20 12:00:00 AM,34.30828379,-70.83490455324484,42037,2016,88951,3579,1142,43,2112,81
Los Angeles,California,6037,05/18/2020 12:00:00 AM,34.30828379,-137.08211323117658,43070,2053,91239,3661,1033,37,2288,82
Lo Angeles,California,4850,05/19/2020 12:00:00 AM,44.385773261342905,-118.2282411,44121,2092,93404,3733,1051,39,2165,72
Los Angeles,California,6037,05/20/2020 12:00:00 AM,34.30828379,-118.2282411,45017,2106,94818,3751,896,14,1414,18
Los Angeles,California,3229,05/21/2020 12:00:00 AM,21.54318545347201,-118.2282411,46023,2116,97152,3766,1006,10,2334,15
