472.fipstwo,f3161,f13161
2227.statecounty,OR_Descutes,OR_Deschutes
2531.fipstwo,f4729,f47029
2283.statevalue,AP,PA
1793.countytwo,Merce ,Mercer 
2255.statecounty,PA_dams,PA_Adams
226.statevalue,CqA,CA
2812.statecounty,TXu_Rusk,TX_Rusk
2894.statevalue,TU,UT
2721.county,Hocrkley ,Hockley 
1106.county,Simpsn ,Simpson 
493.statevalue,AG,GA
2331.statevalue,PfR,PR
920.fipstwo,f2001,f20051
2410.county,Baranwell ,Barnwell 
1091.countytwo,hio ,Ohio 
1116.statecounty,KY_uWebster,KY_Webster
1703.statecounty,NC_Ganville,NC_Granville
2901.countytwo,Amhert ,Amherst 
275.statevalue,CwO,CO
854.fipstwo,f1j8103,f18103
2436.countytwo,Lexingtozn ,Lexington 
153.statevalue,RA,AR
167.countytwo,Van Buen ,Van Buren 
1357.county,Lac qui Pale ,Lac qui Parle 
2210.statecounty,OK_Stephes,OK_Stephens
498.statecounty,GAf_Muscogee,GA_Muscogee
2102.countytwo,Madisoin ,Madison 
1266.countytwo,Gratot ,Gratiot 
1107.fipstwo,f2n1215,f21215
1007.county,Boon e,Boone 
2130.countytwo,Sumimt ,Summit 
942.fipstwo,f2095,f20095
2615.statevalue,X,TX
1738.statecounty,N_CPitt,NC_Pitt
2797.countytwo,Pcos ,Pecos 
385.county,Sumte ,Sumter 
2169.statecounty,K_Greer,OK_Greer
341.statevalue,L,FL
1295.countytwo,Monrzoe ,Monroe 
2178.fipstwo,f40h073,f40073
1897.fipstwo,f31h159,f31159
1979.countytwo,lEko ,Elko 
723.countytwo,Edgadr ,Edgar 
983.statevalue,KvS,KS
2644.fipstwo,f4806b5,f48065
1740.statecounty,NC_Randolkph,NC_Randolph
2954.statecounty,VAHarrisonburg city,VA_Harrisonburg city
2318.fipstwo,lf42127,f42127
1794.countytwo,Morto ,Morton 
3037.fipstwo,f50009***,f50009
2563.county,Knxo ,Knox 
2535.countytwo,Davidosn ,Davidson 
2100.countytwo,Lorainc ,Lorain 
429.countytwo,oCok ,Cook 
2173.county,Hughs ,Hughes 
105.statecounty,aAR_Chicot,AR_Chicot
1500.countytwo,Schuylzer ,Schuyler 
1345.county,Goodhuge ,Goodhue 
1364.county,Maarshall ,Marshall 
1953.fipstwo,3f5021,f35021
1874.statecounty,NE_Loan,NE_Logan
1728.countytwo,Nas ,Nash 
1456.countytwo,Jaspre ,Jasper 
2524.countytwo,Cannon ***,Cannon 
2205.county,Puhsmataha ,Pushmataha 
714.fipstwo,17027,f17027
2895.fipstwo,4f9057,f49057
832.fipstwo,f81059,f18059
871.countytwo,Rippley ,Ripley 
221.countytwo,Ovrange ,Orange 
267.county,xDolores ,Dolores 
1099.county,Pulask i,Pulaski 
1358.statevalue,NM,MN
1280.fipstwo,f2608z5,f26085
1097.statevalue,KqY,KY
2302.statevalue,A,PA
1657.county,Sweet Gras ,Sweet Grass 
1105.countytwo,hSelby ,Shelby 
1845.statevalue,EN,NE
1512.statecounty,OM_Stone,MO_Stone
1881.countytwo,Nemhaa ,Nemaha 
2791.fipstwo,f43859,f48359
1674.county,Bvrunswick ,Brunswick 
1266.statevalue,aMI,MI
1066.statevalue,fKY,KY
1921.statecounty,JN_Atlantic,NJ_Atlantic
2382.statevalue,R,PR
606.fipstwo,f19907,f19097
3216.statevalue,WkY,WY
771.fipstwo,f1141,f17141
2343.fipstwo,72043,f72043
743.county,Jo Davies ,Jo Daviess 
484.statecounty,GA_Lwndes,GA_Lowndes
1860.fipstwo,cf31085,f31085
2343.county,Coamo Municzipio,Coamo Municipio
2016.county,Lwis ,Lewis 
1085.statevalue,Y,KY
1762.countytwo,iWilson ,Wilson 
2842.countytwo,Utpon ,Upton 
2612.countytwo,iAnderson ,Anderson 
871.fipstwo,f18317,f18137
1258.countytwo,Dleta ,Delta 
638.countytwo,Sc ,Sac 
1084.countytwo,Metcalf e,Metcalfe 
2153.fipstwo,f40k023,f40023
504.county,Pickkens ,Pickens 
1813.fipstwo,38097,f38097
1233.county,Sagaahoc ,Sagadahoc 
1494.fipstwo,f2913,f29173
2692.countytwo,Freestpone ,Freestone 
185.fipstwo,f0015,f04015
435.county,Decatru ,Decatur 
2332.fipstwo,f72012,f72021
1789.statecounty,DN_McHenry,ND_McHenry
4.county,Bethkel Census Area,Bethel Census Area
2502.county,rPerkins ,Perkins 
1831.statevalue,EN,NE
3051.county,eClallam ,Clallam 
417.countytwo,hatham ,Chatham 
2334.county,Cauas Municipio,Caguas Municipio
918.statecounty,S_Edwards,KS_Edwards
1277.fipstwo,26079,f26079
2921.fipstwo,f5f1550,f51550
2945.fipstwo,5f1071,f51071
2572.statevalue,N,TN
2723.countytwo,Hopkxins ,Hopkins 
229.countytwo,San Frnacisco ,San Francisco 
2295.countytwo,Lycomin g,Lycoming 
1998.statecounty,Y_Chautauqua,NY_Chautauqua
2901.county,Amherslt ,Amherst 
770.countytwo,Moultre ,Moultrie 
3100.statecounty,gWI_Door,WI_Door
781.county,Rock Islyand ,Rock Island 
897.statecounty,KS_bAtchison,KS_Atchison
486.county,Maco n,Macon 
1986.fipstwo,f3201,f32021
1978.countytwo,Doulgas ,Douglas 
2278.county,Ewlk ,Elk 
2495.countytwo,McPhersno ,McPherson 
2319.statevalue,PgA,PA
2154.fipstwo,f4005,f40025
2533.statecounty,T_NCrockett,TN_Crockett
1908.county,Webste r,Webster 
3009.fipstwo,f511h69,f51169
2782.county,Moiore ,Moore 
2877.countytwo,Ibron ,Iron 
1858.county,Hatmilton ,Hamilton 
2880.statevalue,bUT,UT
1058.statevalue,Y,KY
3204.countytwo,ucker ,Tucker 
1094.county,Owsely ,Owsley 
2418.statecounty,S_CClarendon,SC_Clarendon
2867.county,Baver ,Beaver 
1293.statevalue,MaI,MI
2275.statevalue,PtA,PA
2269.county,Cheste r,Chester 
743.countytwo,o Daviess ,Jo Daviess 
1674.statecounty,NC_Brusnwick,NC_Brunswick
1854.statecounty,E_Gosper,NE_Gosper
551.statecounty,GA_Wrth,GA_Worth
2838.countytwo,Trais ,Travis 
10.county,Hoonah-Anlgoon Census Area,Hoonah-Angoon Census Area
894.statevalue,N,IN
2316.statecounty,PA_arren,PA_Warren
1173.statecounty,LA_Tenass,LA_Tensas
42.statecounty,L_Clarke,AL_Clarke
2146.statevalue,K,OK
1653.county,Sadners ,Sanders 
1622.fipstwo,f3027,f30027
1361.statecounty,MNL_incoln,MN_Lincoln
731.countytwo,Greenel ,Greene 
3044.statevalue,TV,VT
3209.countytwo,Wetezl ,Wetzel 
1107.statecounty,KY_Spencedr,KY_Spencer
1829.fipstwo,f31032,f31023
889.county,Warirck ,Warrick 
3052.countytwo,lark ,Clark 
245.county,Tulyare ,Tulare 
2444.county,Rchland ,Richland 
352.county,Highlangds ,Highlands 
2153.statecounty,OK_Chctaw,OK_Choctaw
1429.statecounty,MO_Chirstian,MO_Christian
14.countytwo,Kodiak IslandBorough,Kodiak Island Borough
2858.county,ilson ,Wilson 
2707.county,all ,Hall 
2501.countytwo,Penningtofn ,Pennington 
23.fipstwo,f022e30,f02230
2166.statevalue,KO,OK
411.statevalue,A,GA
1335.countytwo,Clearwate ,Clearwater 
98.fipstwo,f5003,f05003
892.county,Well s,Wells 
1663.countytwo,Wiaux ,Wibaux 
1161.statevalue,AL,LA
416.fipstwo,f3049,f13049
1419.countytwo,Butlr ,Butler 
2002.statevalue,hNY,NY
3096.fipstwo,f5021,f55021
163.county,Sahrp ,Sharp 
2767.fipstwo,f84317,f48317
786.countytwo,Shleby ,Shelby 
640.county,Shely ,Shelby 
3097.statecounty,WI_Carwford,WI_Crawford
2544.statecounty,TN_fGiles,TN_Giles
859.statevalue,NI,IN
2765.fipstwo,f4813,f48313
2377.countytwo,Patillas bMunicipio,Patillas Municipio
2273.fipstwo,f420d37,f42037
2338.countytwo,Catano Municipoi,Catano Municipio
2246.statecounty,OR_Shermn,OR_Sherman
541.statecounty,GA_zWarren,GA_Warren
1102.fipstwo,fg21205,f21205
2552.county,aHrdin ,Hardin 
192.statevalue,A,CA
41.county,Cohctaw ,Choctaw 
182.countytwo,Greenxlee ,Greenlee 
2740.countytwo,Kaupfman ,Kaufman 
1378.fipstwo,f271z15,f27115
2180.fipstwo,f40077***,f40077
2860.countytwo,Wisez ,Wise 
1286.countytwo,Mackinacc ,Mackinac 
2339.statecounty,PR_Cayey Mungicipio,PR_Cayey Municipio
924.county,Frankln ,Franklin 
1304.countytwo,Oscela ,Osceola 
33.fipstwo,f0100k7,f01007
1443.countytwo,Franlkin ,Franklin 
1516.statecounty,O_Vernon,MO_Vernon
2837.fipstwo,f4y8451,f48451
1654.county,Sheidan ,Sheridan 
1274.statevalue,MiI,MI
521.county,Sumtr ,Sumter 
1504.statevalue,MeO,MO
1813.countytwo,rTaill ,Traill 
3028.fipstwo,f1197,f51197
685.county,Lata ,Latah 
95.fipstwo,f10131,f01131
2066.statevalue,HO,OH
3167.countytwo,Fqayette ,Fayette 
1706.fipstwo,f3783,f37083
2899.countytwo,Alleghalny ,Alleghany 
512.statevalue,GlA,GA
3159.county,dBerkeley ,Berkeley 
189.countytwo,Svanta Cruz ,Santa Cruz 
1900.county,Siou x,Sioux 
804.fipstwo,f18e003,f18003
1433.county,sCole ,Cole 
2455.fipstwo,46011,f46011
1909.statevalue,EN,NE
1333.statevalue,N,MN
1232.statevalue,xME,ME
495.statevalue,AG,GA
39.county,Cherdokee ,Cherokee 
2041.fipstwo,df36089,f36089
2297.statecounty,PA_Mehrcer,PA_Mercer
613.county,Le ,Lee 
3058.statevalue,AW,WA
3064.countytwo,vKitsap ,Kitsap 
2637.county,Bureson ,Burleson 
2510.fipstwo,46121,f46121
1905.countytwo,Valey ,Valley 
920.statevalue,SK,KS
298.fipstwo,08095,f08095
1532.fipstwo,f20811,f28011
837.countytwo,Huntingto n,Huntington 
2651.statecounty,TX_Cocrhan,TX_Cochran
586.statecounty,A_Des Moines,IA_Des Moines
470.statevalue,AG,GA
2731.countytwo,Jacckson ,Jackson 
1664.county,rYellowstone ,Yellowstone 
2585.statecounty,TN_Picett,TN_Pickett
266.countytwo,Denve ,Denver 
1831.statecounty,NE_Cdear,NE_Cedar
1012.statevalue,KuY,KY
2694.fipstwo,f4816k5,f48165
1108.fipstwo,2f1217,f21217
565.statecounty,IA_sBoone,IA_Boone
351.countytwo,nHernando ,Hernando 
1932.statevalue,J,NJ
2394.fipstwo,72143,f72143
1250.countytwo,Calhou n,Calhoun 
2361.countytwo,Juncos Muincipio,Juncos Municipio
659.statecounty,IcD_Bannock,ID_Bannock
2776.county,Midand ,Midland 
2891.countytwo,Utaha ,Utah 
151.county,Pikze ,Pike 
1750.county,dSurry ,Surry 
539.county,Walto n,Walton 
1799.countytwo,iPerce ,Pierce 
1105.statecounty,KY_Sfhelby,KY_Shelby
2248.county,Umatillai ,Umatilla 
2368.countytwo,Manatyi Municipio,Manati Municipio
2912.statecounty,VA_uBchanan,VA_Buchanan
1776.countytwo,Divde ,Divide 
2169.fipstwo,fd40055,f40055
896.countytwo,Anerson ,Anderson 
1858.statecounty,EN_Hamilton,NE_Hamilton
1269.fipstwo,fl26063,f26063
1816.fipstwo,f83103,f38103
889.statevalue,N,IN
2745.countytwo,Kmble ,Kimble 
1321.statecounty,MN_Aitkn,MN_Aitkin
989.statecounty,KS_tSevens,KS_Stevens
1198.statevalue,DM,MD
121.county,ulton ,Fulton 
2645.county,aCss ,Cass 
162.statevalue,R,AR
1242.statecounty,MI_Anthrim,MI_Antrim
302.fipstwo,0f8103,f08103
2241.statevalue,R,OR
1888.countytwo,Platrte ,Platte 
228.statecounty,CA_Sa Diego,CA_San Diego
2322.statevalue,RP,PR
3066.statevalue,A,WA
1395.county,Sevens ,Stevens 
2852.statecounty,TX_Wharon,TX_Wharton
2293.statecounty,PqA_Lehigh,PA_Lehigh
2340.countytwo,Ceiba Muniicpio,Ceiba Municipio
2020.statecounty,NY_Montgoery,NY_Montgomery
2880.countytwo,Millrad ,Millard 
1215.fipstwo,f24053,f24035
326.statecounty,FL_Alachuna,FL_Alachua
1229.statecounty,E_Lincoln,ME_Lincoln
1665.county,Alakmance ,Alamance 
3153.fipstwo,f55133***,f55133
795.fipstwo,f1o7189,f17189
2880.fipstwo,f4907,f49027
1017.countytwo,Callowy ,Calloway 
2061.statecounty,OH_rown,OH_Brown
426.countytwo,Cofee ,Coffee 
649.statecounty,IA_Washnigton,IA_Washington
2048.fipstwo,f36113***,f36113
2652.fipstwo,48081,f48081
2010.county,Gneesee ,Genesee 
1043.statevalue,Y,KY
1339.county,Daklota ,Dakota 
2034.countytwo,Richmondj ,Richmond 
618.county,Madisoen ,Madison 
2508.statecounty,D_Stanley,SD_Stanley
2902.countytwo,Apomattox ,Appomattox 
2042.countytwo,Steubenv ,Steuben 
367.county,Matrin ,Martin 
344.county,Gadsde n,Gadsden 
2684.county,Fnalls ,Falls 
942.countytwo,gKingman ,Kingman 
959.statevalue,S,KS
892.statecounty,IN_Wels,IN_Wells
43.statecounty,AL_Clya,AL_Clay
3039.countytwo,GrandIsle ,Grand Isle 
556.countytwo,aKuai ,Kauai 
264.countytwo,Cusetr ,Custer 
376.fipstwo,fe12101,f12101
1767.fipstwo,3f8005,f38005
84.countytwo,Pik e,Pike 
196.fipstwo,f06n009,f06009
1994.countytwo,Bron ,Bronx 
636.statevalue,AI,IA
3034.statecounty,TV_Bennington,VT_Bennington
2688.county,loyd ,Floyd 
2868.county,Box Eler ,Box Elder 
1197.countytwo,Worcestesr ,Worcester 
2112.fipstwo,39117,f39117
3105.statecounty,WI_Fod du Lac,WI_Fond du Lac
2689.county,Fard ,Foard 
709.countytwo,ass ,Cass 
2148.county,Byran ,Bryan 
1370.fipstwo,ef27099,f27099
694.county,Pafyette ,Payette 
1631.fipstwo,30045,f30045
1974.fipstwo,f35016,f35061
1716.statevalue,CN,NC
2965.statecounty,VA_Lede,VA_Lee
2641.statevalue,XT,TX
2556.statevalue,NT,TN
3115.statecounty,WI_eKnosha,WI_Kenosha
725.county,Effingha m,Effingham 
1901.county,Stanto n,Stanton 
3106.statevalue,zWI,WI
1342.statecounty,kMN_Faribault,MN_Faribault
3145.countytwo,St. Croi ,St. Croix 
2001.statevalue,YN,NY
2881.county,Moragn ,Morgan 
1327.statevalue,NM,MN
147.statecounty,AR_Newtn,AR_Newton
737.statevalue,L,IL
2618.countytwo,Atascogsa ,Atascosa 
288.county,Lgoan ,Logan 
1122.statecounty,LA_Ascensino,LA_Ascension
2234.county,Jeffierson ,Jefferson 
1077.fipstwo,21161,f21161
2089.county,Highlan ,Highland 
3012.statecounty,VA_Southmapton,VA_Southampton
2378.fipstwo,f7211,f72111
3105.countytwo,Fyond du Lac ,Fond du Lac 
691.statecounty,ID_Nez Pzerce,ID_Nez Perce
394.statevalue,AG,GA
589.statevalue,AI,IA
2103.statevalue,HO,OH
3218.countytwo,yCrook ,Crook 
1352.county,Jacson ,Jackson 
3014.county,Staffor d,Stafford 
3219.statecounty,WY_Fremonyt,WY_Fremont
2907.statecounty,VA_Bdeford city,VA_Bedford city
1208.county,Fredericmk ,Frederick 
1334.county,Cla y,Clay 
1738.fipstwo,3f7147,f37147
455.statevalue,A,GA
2065.fipstwo,f93023,f39023
641.county,iSioux ,Sioux 
2016.fipstwo,f3v6049,f36049
695.statevalue,D,ID
1669.fipstwo,zf37009,f37009
1270.county,Inghakm ,Ingham 
251.statecounty,COAlamosa,CO_Alamosa
641.countytwo,ioux ,Sioux 
927.statevalue,SK,KS
17.statevalue,K,AK
1624.county,Gallatni ,Gallatin 
1027.statevalue,YK,KY
2263.statevalue,qPA,PA
1416.statecounty,M_OBollinger,MO_Bollinger
2548.statevalue,N,TN
88.fipstwo,01115,f01115
2996.countytwo,Prnice George ,Prince George 
2681.countytwo,l Paso ,El Paso 
1040.fipstwo,21081,f21081
2028.statecounty,NYOrleans,NY_Orleans
2532.statevalue,N,TN
3015.county,Stuanton city,Staunton city
2611.countytwo,Wison ,Wilson 
1262.statecounty,MI_Geneese,MI_Genesee
2392.countytwo,Trujillo Alto Municiapio,Trujillo Alto Municipio
1303.statecounty,MI_Ontonageon,MI_Ontonagon
1132.statevalue,qLA,LA
2622.fipstwo,48021,f48021
622.county,Mlls ,Mills 
1888.county,Patte ,Platte 
2082.fipstwo,fz39057,f39057
5.countytwo,Bristol BayB orough,Bristol Bay Borough
648.statecounty,IAW_arren,IA_Warren
1732.fipstwo,f37153,f37135
2441.statevalue,CS,SC
152.county,Pinsett ,Poinsett 
2229.countytwo,Gilwliam ,Gilliam 
66.county,efferson ,Jefferson 
1127.countytwo,Bosiser ,Bossier 
864.countytwo,Pery ,Perry 
1606.countytwo,Winstn ,Winston 
2753.statevalue,XT,TX
621.county,Marshallu ,Marshall 
2376.countytwo,Orocovis unicipio,Orocovis Municipio
1228.countytwo,nox ,Knox 
463.fipstwo,af13143,f13143
2924.countytwo,Csolonial Heights city,Colonial Heights city
1653.countytwo,Sandrs ,Sanders 
1872.countytwo,Lancasteer ,Lancaster 
1913.statevalue,NvH,NH
2003.county,Corvtland ,Cortland 
207.statevalue,dCA,CA
311.county,Washingto n,Washington 
1109.statecounty,KmY_Todd,KY_Todd
916.statecounty,KS_Doniphamn,KS_Doniphan
1905.statecounty,NE_fValley,NE_Valley
215.statecounty,CA_Merceud,CA_Merced
1813.statevalue,NpD,ND
1693.countytwo,Davdson ,Davidson 
339.statevalue,gFL,FL
177.county,Apach ,Apache 
621.statevalue,A,IA
121.statecounty,AR_Fultno,AR_Fulton
2087.fipstwo,f3i9067,f39067
3056.statecounty,WA_erry,WA_Ferry
1930.statecounty,NJ_Hunerdon,NJ_Hunterdon
1982.fipstwo,f3201o3,f32013
867.county,Pfosey ,Posey 
1858.countytwo,Hamliton ,Hamilton 
1132.statecounty,LA_atahoula,LA_Catahoula
897.countytwo,Atchkison ,Atchison 
66.fipstwo,01073,f01073
1642.statecounty,MTd_Park,MT_Park
45.countytwo,Conffee ,Coffee 
2818.fipstwo,f48431,f48413
2057.statecounty,OH_Ashtbula,OH_Ashtabula
3000.statevalue,AV,VA
463.statevalue,fGA,GA
176.county,Wesern District,Western District
1182.statevalue,LyA,LA
2730.countytwo,ack ,Jack 
2938.county,Floydc ,Floyd 
3021.county,aWrren ,Warren 
1467.statevalue,OM,MO
1711.county,oke ,Hoke 
2952.fipstwo,f5150,f51650
1459.fipstwo,f2j9103,f29103
2936.county,Falls Church caity,Falls Church city
2488.countytwo,Kinsgbury ,Kingsbury 
1792.fipstwo,f38055***,f38055
2675.statevalue,X,TX
3228.statecounty,lWY_Platte,WY_Platte
898.county,arber ,Barber 
522.county,Tanlbot ,Talbot 
1856.fipstwo,f3107,f31077
3138.statecounty,WI_Rcihland,WI_Richland
500.county,Ocolnee ,Oconee 
1812.statecounty,DN_Towner,ND_Towner
2578.fipstwo,f4712j3,f47123
69.statecounty,AL_Lwarence,AL_Lawrence
3010.fipstwo,f1171,f51171
2742.statecounty,TX_Kendy,TX_Kenedy
1833.county,Cehrry ,Cherry 
227.countytwo,San Bernardpino ,San Bernardino 
2474.fipstwo,f460c49,f46049
2542.fipstwo,f40751,f47051
1746.statevalue,CN,NC
2005.county,Dutchescs ,Dutchess 
1838.fipstwo,qf31041,f31041
142.county,Millr ,Miller 
2191.statevalue,K,OK
2952.statevalue,A,VA
2856.county,Willayc ,Willacy 
1737.fipstwo,f37415,f37145
2645.fipstwo,48067,f48067
201.countytwo,Fesno ,Fresno 
2912.fipstwo,f51w027,f51027
2550.statevalue,TrN,TN
2370.statecounty,PR_Mauanbo Municipio,PR_Maunabo Municipio
527.county,Terrehll ,Terrell 
2271.statevalue,PhA,PA
804.county,Alle ,Allen 
3235.statecounty,WY_zWeston,WY_Weston
136.countytwo,Lncoln ,Lincoln 
2143.statecounty,OK_Alaflfa,OK_Alfalfa
3029.countytwo,Yor ,York 
1109.county,Tdod ,Todd 
2085.countytwo,Harncock ,Hancock 
842.fipstwo,f1079,f18079
2728.statecounty,TX_Houtchinson,TX_Hutchinson
604.statecounty,IA_aIda,IA_Ida
2455.statecounty,SD_Brokings,SD_Brookings
2450.statecounty,C_York,SC_York
74.county,Madiso n,Madison 
2682.county,Elils ,Ellis 
2110.statevalue,cOH,OH
829.statecounty,ING_rant,IN_Grant
2464.statecounty,SD_odington,SD_Codington
1454.county,Idron ,Iron 
266.fipstwo,f8031,f08031
1362.county,Loyn ,Lyon 
831.fipstwo,fh18057,f18057
930.fipstwo,2f0071,f20071
397.county,Baldin ,Baldwin 
2428.countytwo,Gireenwood ,Greenwood 
2456.countytwo,Brow n,Brown 
2082.county,reene ,Greene 
2276.statecounty,PA_Daouphin,PA_Dauphin
3186.statecounty,WV_Minernal,WV_Mineral
1665.statevalue,CN,NC
484.fipstwo,f1w3185,f13185
1588.fipstwo,2f8123,f28123
750.county,Laalle ,LaSalle 
177.statecounty,AZ_Apaceh,AZ_Apache
52.county,ale ,Dale 
569.county,Butelr ,Butler 
1642.county,Par k,Park 
1933.statecounty,NJb_Monmouth,NJ_Monmouth
29.county,Yukon-Kyoukuk Census Area,Yukon-Koyukuk Census Area
992.countytwo,rTego ,Trego 
3049.fipstwo,f530x05,f53005
2466.statevalue,D,SD
320.countytwo,Tollanld ,Tolland 
1323.statevalue,NM,MN
2372.countytwo,Moca Mulnicipio,Moca Municipio
3178.fipstwo,f4041,f54041
3226.statecounty,WY_Niobrnara,WY_Niobrara
165.countytwo,eStone ,Stone 
1524.statecounty,MP_Rota Municiplity,MP_Rota Municipality
160.statecounty,AzR_Searcy,AR_Searcy
2402.statecounty,RI_yNewport,RI_Newport
190.county,Yaveapai ,Yavapai 
1269.statevalue,I,MI
1329.countytwo,Carltn ,Carlton 
1060.statevalue,YK,KY
821.statecounty,IN_Dubios,IN_Dubois
2287.statevalue,AP,PA
672.statecounty,I_DCassia,ID_Cassia
1623.county,lFathead ,Flathead 
2353.countytwo,Guyanabo Municipio,Guaynabo Municipio
797.fipstwo,f17139,f17193
622.statecounty,I_AMills,IA_Mills
1202.countytwo,Calvet ,Calvert 
2717.fipstwo,f48211***,f48211
2070.countytwo,Cawford ,Crawford 
692.countytwo,Onedia ,Oneida 
501.fipstwo,13221,f13221
500.statevalue,AG,GA
1618.statecounty,MdT_Daniels,MT_Daniels
1554.statecounty,MS_sIsaquena,MS_Issaquena
2052.county,yWoming ,Wyoming 
2109.statecounty,OH_Monore,OH_Monroe
2822.statevalue,X,TX
470.county,aJckson ,Jackson 
3084.statevalue,AW,WA
281.statecounty,CO_Kioaw,CO_Kiowa
1391.countytwo,Sbley ,Sibley 
198.fipstwo,f0603,f06013
143.statevalue,R,AR
354.countytwo,Holmesi ,Holmes 
2019.fipstwo,36055,f36055
2823.countytwo,Smih ,Smith 
1156.statevalue,A,LA
573.fipstwo,f19301,f19031
868.statecounty,IN_Pulnaski,IN_Pulaski
3079.statevalue,AW,WA
824.statevalue,N,IN
2514.statecounty,aSD_Walworth,SD_Walworth
755.countytwo,Mcon ,Macon 
2093.statecounty,OH_Jackosn,OH_Jackson
2617.fipstwo,fz48011,f48011
1728.statevalue,NuC,NC
965.fipstwo,f2041,f20141
1419.statevalue,O,MO
2630.statevalue,TvX,TX
1510.fipstwo,29186,f29186
2581.countytwo,Mormgan ,Morgan 
301.statevalue,CiO,CO
603.fipstwo,1f9091,f19091
231.statevalue,CtA,CA
1063.statevalue,KpY,KY
1543.county,DeSot ,DeSoto 
1844.statevalue,EN,NE
798.statecounty,IL_Witeside,IL_Whiteside
886.countytwo,igo ,Vigo 
2626.county,Bexdar ,Bexar 
561.countytwo,Appanoos e,Appanoose 
1499.county,Salie ,Saline 
1400.statevalue,N,MN
2449.countytwo,Williamsbug ,Williamsburg 
455.statecounty,AG_Glynn,GA_Glynn
612.countytwo,Kossuth ***,Kossuth 
795.statecounty,IL_Washingfton,IL_Washington
510.statecounty,uGA_Quitman,GA_Quitman
1139.fipstwo,f22309,f22039
3075.countytwo,kagit ,Skagit 
3106.countytwo,Froest ,Forest 
930.statecounty,KS_Greelye,KS_Greeley
1780.statevalue,wND,ND
1068.countytwo,Lincol ,Lincoln 
2597.statevalue,N,TN
2640.countytwo,alhoun ,Calhoun 
595.statevalue,A,IA
2432.statecounty,CS_Kershaw,SC_Kershaw
331.countytwo,Browadr ,Broward 
921.countytwo,Ellsworrth ,Ellsworth 
249.statecounty,AC_Yuba,CA_Yuba
2894.statecounty,UTW_ayne,UT_Wayne
2696.fipstwo,fa48169,f48169
2718.statevalue,X,TX
2789.county,Nuecse ,Nueces 
1045.statecounty,dKY_Hancock,KY_Hancock
409.fipstwo,13033,f13033
626.statecounty,IA_ontgomery,IA_Montgomery
2243.fipstwo,f41k049,f41049
1793.statevalue,NlD,ND
983.statecounty,KS_Shanwee,KS_Shawnee
1817.statevalue,NyD,ND
1396.fipstwo,ff27151,f27151
2495.statecounty,SDw_McPherson,SD_McPherson
119.statevalue,R,AR
2437.countytwo,Maroin ,Marion 
591.county,Floyod ,Floyd 
2821.statevalue,TxX,TX
1745.statevalue,lNC,NC
1630.statevalue,TM,MT
2228.county,oDuglas ,Douglas 
2380.countytwo,QuebradillasMunicipio,Quebradillas Municipio
1974.countytwo,Vaencia ,Valencia 
2746.statevalue,tTX,TX
1114.countytwo,Washingbton ,Washington 
146.countytwo,evada ,Nevada 
441.statecounty,GA_Eairly,GA_Early
587.statevalue,IfA,IA
1603.countytwo,Wayn e,Wayne 
1093.countytwo,Owne ,Owen 
2811.fipstwo,df48399,f48399
661.statevalue,DI,ID
2701.county,Grway ,Gray 
332.statevalue,LF,FL
122.statecounty,A_Garland,AR_Garland
1081.statecounty,KYM_eade,KY_Meade
511.countytwo,Rabudn ,Rabun 
1171.statecounty,LA_St.T ammany,LA_St. Tammany
1506.county,St. Clajir ,St. Clair 
2209.fipstwo,f40k135,f40135
1134.statecounty,LA_Conocrdia,LA_Concordia
1949.countytwo,Dnoa Ana ,Dona Ana 
2705.statecounty,TX_Guadaulpe,TX_Guadalupe
2991.county,Pittsylvani a,Pittsylvania 
57.countytwo,Etwah ,Etowah 
32.fipstwo,f01050,f01005
33.countytwo,Bibb ***,Bibb 
702.countytwo,Aleander ,Alexander 
2775.fipstwo,f43827,f48327
367.countytwo,Martiyn ,Martin 
578.statecounty,IA_Clayy,IA_Clay
1127.county,Bsossier Parish,Bossier Parish
2229.county,illiam ,Gilliam 
2704.fipstwo,f48158,f48185
257.fipstwo,wf08014,f08014
2505.statevalue,DS,SD
1438.statevalue,O,MO
183.county,La Pza ,La Paz 
3233.fipstwo,f6041,f56041
1747.statecounty,NC_Scotgland,NC_Scotland
3182.fipstwo,kf54051,f54051
1890.statevalue,tNE,NE
1183.statecounty,L_Winn,LA_Winn
50.fipstwo,f10041,f01041
591.statevalue,IcA,IA
647.fipstwo,1f9179,f19179
793.statecounty,L_Wabash,IL_Wabash
2845.statecounty,TX_Van Zavndt,TX_Van Zandt
1356.fipstwo,f2707i1,f27071
2070.statevalue,HO,OH
1791.countytwo,MKenzie ,McKenzie 
1094.statevalue,KaY,KY
995.statecounty,KS_ashington,KS_Washington
1488.statevalue,OM,MO
2852.statevalue,X,TX
184.county,aricopa ,Maricopa 
134.statecounty,AR_Lawrenec,AR_Lawrence
855.fipstwo,f1105,f18105
2419.countytwo,Clleton ,Colleton 
378.countytwo,Pol k,Polk 
416.statecounty,GA_harlton,GA_Charlton
1729.county,New Hanove r,New Hanover 
391.countytwo,Walon ,Walton 
2235.fipstwo,4f1033,f41033
1303.statevalue,I,MI
2757.county,Libertyj ,Liberty 
1836.countytwo,Colfxa ,Colfax 
1348.statevalue,NM,MN
183.statevalue,ZA,AZ
2796.countytwo,Prmer ,Parmer 
1731.statecounty,C_Onslow,NC_Onslow
