groupnumbernoprecedingzeroes,grouptitle,groupnumberandtitle,seriesnumbernoprecedingzeroes,seriestitle,seriesnumberandtitle
400,NATURAL RESOURCES MANAGEMENT AND BIOLOGICAL SCIENCES GROUP,0400-NATURAL RESOURCES MANAGEMENT AND BIOLOGICAL SCIENCES GROUP,485,WILDLIFE REFUGE MANAGEMENT,0485-WILDLIFE REFUGE MANAGEMENT
400,NATURAL RESOURCES MANAGEMENT AND BIOLOGICAL SCIENCES GROUP,0400-NATURAL RESOURCES MANAGEMENT AND BIOLOGICAL SCIENCES GROUP,486,WILDLIFE BIOLOGY,0486-WILDLIFE BIOLOGY
400,NATURAL RESOURCES MANAGEMENT AND BIOLOGICAL SCIENCES GROUP,0400-NATURAL RESOURCES MANAGEMENT AND BIOLOGICAL SCIENCES GROUP,487,ANIMAL SCIENCE,0487-ANIMAL SCIENCE
400,NATURAL RESOURCES MANAGEMENT AND BIOLOGICAL SCIENCES GROUP,0400-NATURAL RESOURCES MANAGEMENT AND BIOLOGICAL SCIENCES GROUP,499,BIOLOGICAL SCIENCE STUDENT TRAINEE,0499-BIOLOGICAL SCIENCE STUDENT TRAINEE
500,ACCOUNTING AND BUDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,501,FINANCIAL ADMINISTRATION AND PROGRAM,0501-FINANCIAL ADMINISTRATION AND PROGRAM
500,ACCOUNTING AND BUDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,503,FINANCIAL CLERICAL AND ASSISTANCE,0503-FINANCIAL CLERICAL AND ASSISTANCE
500,ACCOUNTING AND BUDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,505,FINANCIAL MANAGEMENT,0505-FINANCIAL MANAGEMENT
500,ACCOUNTING AND BUDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,510,ACCOUNTING,0510-ACCOUNTING
500,ACCOUNTING AND BUDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,511,AUDITING,0511-AUDITING
500,ACCOUNTING AND BUDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,512,INTERNAL REVENUE AGENT,0512-INTERNAL REVENUE AGENT
500,ACCOUNTING AND BUDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,525,ACCOUNTING TECHNICIAN,0525-ACCOUNTING TECHNICIAN
500,ACCOUNTING AND BUDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,526,TAX SPECIALIST,0526-TAX SPECIALIST
500,ACCOUNTING AND BUDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,530,CASH PROCESSING,0530-CASH PROCESSING
500,ACCOUNTING AND BUDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,540,VOUCHER EXAMINING,0540-VOUCHER EXAMINING
500,ACCOUNTING AND BUDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,544,CIVILIAN PAY,0544-CIVILIAN PAY
500,ACCOUNTING AND BUDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,545,MILITARY PAY,0545-MILITARY PAY
500,ACCOUNTING AND BUDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,560,BUDGET ANALYSIS,0560-BUDGET ANALYSIS
500,ACCOUNTING AND BUDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,561,BUDGET CLERICAL AND ASSISTANCE,0561-BUDGET CLERICAL AND ASSISTANCE
500,ACCOUNTING AND BUDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,570,FINANCIAL INSTITUTION EXAMINING,0570-FINANCIAL INSTITUTION EXAMINING
500,ACCOUNTING AND BUDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,580,CREDIT UNION EXAMINER,0580-CREDIT UNION EXAMINER
500,ACCOUNTING AND BUDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,592,TAX EXAMINING,0592-TAX EXAMINING
500,ACCOUNTING AND BUDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,593,INSURANCE ACCOUNTS,0593-INSURANCE ACCOUNTS
500,ACCOUNTING AND BUDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,599,FINANCIAL MANAGEMENT STUDENT TRAINEE,0599-FINANCIAL MANAGEMENT STUDENT TRAINEE
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",601,GENERAL HEALTH SCIENCE SERIES,0601-GENERAL HEALTH SCIENCE SERIES
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",602,MEDICAL OFFICER,0602-MEDICAL OFFICER
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",603,PHYSICIAN ASSISTANT SERIES,0603-PHYSICIAN ASSISTANT SERIES
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",610,NURSE,0610-NURSE
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",620,PRACTICAL NURSE,0620-PRACTICAL NURSE
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",621,NURSING ASSISTANT,0621-NURSING ASSISTANT
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",622,MEDICAL SUPPLY AIDE AND TECHNICIAN,0622-MEDICAL SUPPLY AIDE AND TECHNICIAN
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",625,AUTOPSY ASSISTANT,0625-AUTOPSY ASSISTANT
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",630,DIETITIAN AND NUTRITIONIST,0630-DIETITIAN AND NUTRITIONIST
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",631,OCCUPATIONAL THERAPIST,0631-OCCUPATIONAL THERAPIST
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",633,PHYSICAL THERAPIST,0633-PHYSICAL THERAPIST
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",635,KINESIOTHERAPY,0635-KINESIOTHERAPY
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",636,REHABILITATION THERAPY ASSISTANT,0636-REHABILITATION THERAPY ASSISTANT
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",637,MANUAL ARTS THERAPIST,0637-MANUAL ARTS THERAPIST
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",638,RECREATION/CREATIVE ARTS THERAPIST,0638-RECREATION/CREATIVE ARTS THERAPIST
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",639,EDUCATIONAL THERAPIST,0639-EDUCATIONAL THERAPIST
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",640,HEALTH AID AND TECHNICIAN,0640-HEALTH AID AND TECHNICIAN
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",642,NUCLEAR MEDICINE TECHNICIAN,0642-NUCLEAR MEDICINE TECHNICIAN
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",644,MEDICAL TECHNOLOGIST,0644-MEDICAL TECHNOLOGIST
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",645,MEDICAL TECHNICIAN,0645-MEDICAL TECHNICIAN
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",646,PATHOLOGY TECHNICIAN,0646-PATHOLOGY TECHNICIAN
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",647,DIAGNOSTIC RADIOLOGIC TECHNOLOGIST,0647-DIAGNOSTIC RADIOLOGIC TECHNOLOGIST
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",648,THERAPEUTIC RADIOLOGIC TECHNOLOGIST,0648-THERAPEUTIC RADIOLOGIC TECHNOLOGIST
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",649,MEDICAL INSTRUMENT TECHNICIAN,0649-MEDICAL INSTRUMENT TECHNICIAN
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",650,MEDICAL TECHNICAL ASSISTANT SERIES,0650-MEDICAL TECHNICAL ASSISTANT SERIES
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",651,RESPIRATORY THERAPIST,0651-RESPIRATORY THERAPIST
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",660,PHARMACIST,0660-PHARMACIST
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",661,PHARMACY TECHNICIAN,0661-PHARMACY TECHNICIAN
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",662,OPTOMETRIST,0662-OPTOMETRIST
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",665,SPEECH PATHOLOGY AND AUDIOLOGY,0665-SPEECH PATHOLOGY AND AUDIOLOGY
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",667,ORTHOTIST AND PROSTHETIST,0667-ORTHOTIST AND PROSTHETIST
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",668,PODIATRIST SERIES,0668-PODIATRIST SERIES
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",669,MEDICAL RECORDS ADMINISTRATION,0669-MEDICAL RECORDS ADMINISTRATION
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",670,HEALTH SYSTEM ADMINISTRATION,0670-HEALTH SYSTEM ADMINISTRATION
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",671,HEALTH SYSTEM SPECIALIST,0671-HEALTH SYSTEM SPECIALIST
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",672,PROSTHETIC REPRESENTATIVE,0672-PROSTHETIC REPRESENTATIVE
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",673,HOSPITAL HOUSEKEEPING MANAGEMENT,0673-HOSPITAL HOUSEKEEPING MANAGEMENT
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",675,MEDICAL RECORDS TECHNICIAN,0675-MEDICAL RECORDS TECHNICIAN
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",679,MEDICAL SUPPORT ASSISTANCE,0679-MEDICAL SUPPORT ASSISTANCE
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",680,DENTAL OFFICER,0680-DENTAL OFFICER
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",681,DENTAL ASSISTANT,0681-DENTAL ASSISTANT
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",682,DENTAL HYGIENE,0682-DENTAL HYGIENE
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",683,DENTAL LABORATORY AID AND TECHNICIAN,0683-DENTAL LABORATORY AID AND TECHNICIAN
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",685,PUBLIC HEALTH PROGRAM SPECIALIST,0685-PUBLIC HEALTH PROGRAM SPECIALIST
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",688,SANITARIAN,0688-SANITARIAN
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",690,INDUSTRIAL HYGIENE,0690-INDUSTRIAL HYGIENE
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",696,CONSUMER SAFETY,0696-CONSUMER SAFETY
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",698,ENVIRONMENTAL HEALTH TECHNICIAN,0698-ENVIRONMENTAL HEALTH TECHNICIAN
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",699,MEDICAL AND HEALTH STUDENT TRAINEE,0699-MEDICAL AND HEALTH STUDENT TRAINEE
700,VETERINARY MEDICAL SCIENCE GROUP,0700-VETERINARY MEDICAL SCIENCE GROUP,701,VETERINARY MEDICAL SCIENCE,0701-VETERINARY MEDICAL SCIENCE
700,VETERINARY MEDICAL SCIENCE GROUP,0700-VETERINARY MEDICAL SCIENCE GROUP,704,ANIMAL HEALTH TECHNICIAN,0704-ANIMAL HEALTH TECHNICIAN
700,VETERINARY MEDICAL SCIENCE GROUP,0700-VETERINARY MEDICAL SCIENCE GROUP,799,VETERINARY STUDENT TRAINEE,0799-VETERINARY STUDENT TRAINEE
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,801,GENERAL ENGINEERING,0801-GENERAL ENGINEERING
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,802,ENGINEERING TECHNICAL,0802-ENGINEERING TECHNICAL
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,803,SAFETY ENGINEERING,0803-SAFETY ENGINEERING
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,804,FIRE PROTECTION ENGINEERING,0804-FIRE PROTECTION ENGINEERING
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,806,MATERIALS ENGINEERING,0806-MATERIALS ENGINEERING
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,807,LANDSCAPE ARCHITECTURE,0807-LANDSCAPE ARCHITECTURE
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,808,ARCHITECTURE,0808-ARCHITECTURE
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,809,CONSTRUCTION CONTROL TECHNICAL,0809-CONSTRUCTION CONTROL TECHNICAL
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,810,CIVIL ENGINEERING,0810-CIVIL ENGINEERING
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,817,SURVEY TECHNICAL,0817-SURVEY TECHNICAL
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,819,ENVIRONMENTAL ENGINEERING,0819-ENVIRONMENTAL ENGINEERING
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,828,CONSTRUCTION ANALYST,0828-CONSTRUCTION ANALYST
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,830,MECHANICAL ENGINEERING,0830-MECHANICAL ENGINEERING
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,840,NUCLEAR ENGINEERING,0840-NUCLEAR ENGINEERING
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,850,ELECTRICAL ENGINEERING,0850-ELECTRICAL ENGINEERING
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,854,COMPUTER ENGINEERING,0854-COMPUTER ENGINEERING
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,855,ELECTRONICS ENGINEERING,0855-ELECTRONICS ENGINEERING
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,856,ELECTRONICS TECHNICAL,0856-ELECTRONICS TECHNICAL
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,858,BIOENGINEERING & BIOMEDICAL ENGINEERING,0858-BIOENGINEERING & BIOMEDICAL ENGINEERING
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,861,AEROSPACE ENGINEERING,0861-AEROSPACE ENGINEERING
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,871,NAVAL ARCHITECTURE,0871-NAVAL ARCHITECTURE
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,873,MARINE SURVEY TECHNICAL,0873-MARINE SURVEY TECHNICAL
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,880,MINING ENGINEERING,0880-MINING ENGINEERING
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,881,PETROLEUM ENGINEERING,0881-PETROLEUM ENGINEERING
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,890,AGRICULTURAL ENGINEERING,0890-AGRICULTURAL ENGINEERING
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,893,CHEMICAL ENGINEERING,0893-CHEMICAL ENGINEERING
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,895,INDUSTRIAL ENGINEERING TECHNICAL,0895-INDUSTRIAL ENGINEERING TECHNICAL
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,896,INDUSTRIAL ENGINEERING,0896-INDUSTRIAL ENGINEERING
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,898,ENGINEERING TRAINEE,0898-ENGINEERING TRAINEE
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,899,ENGINEERING AND ARCHITECTURE STUDENT TRAINEE,0899-ENGINEERING AND ARCHITECTURE STUDENT TRAINEE
900,LEGAL AND KINDRED GROUP,0900-LEGAL AND KINDRED GROUP,901,GENERAL LEGAL AND KINDRED ADMINISTRATION,0901-GENERAL LEGAL AND KINDRED ADMINISTRATION
900,LEGAL AND KINDRED GROUP,0900-LEGAL AND KINDRED GROUP,904,LAW CLERK,0904-LAW CLERK
900,LEGAL AND KINDRED GROUP,0900-LEGAL AND KINDRED GROUP,905,GENERAL ATTORNEY,0905-GENERAL ATTORNEY
900,LEGAL AND KINDRED GROUP,0900-LEGAL AND KINDRED GROUP,930,HEARINGS AND APPEALS,0930-HEARINGS AND APPEALS
900,LEGAL AND KINDRED GROUP,0900-LEGAL AND KINDRED GROUP,935,ADMINISTRATIVE LAW JUDGE,0935-ADMINISTRATIVE LAW JUDGE
900,LEGAL AND KINDRED GROUP,0900-LEGAL AND KINDRED GROUP,950,PARALEGAL SPECIALIST,0950-PARALEGAL SPECIALIST
900,LEGAL AND KINDRED GROUP,0900-LEGAL AND KINDRED GROUP,958,EMPLOYEE BENEFITS LAW,0958-EMPLOYEE BENEFITS LAW
900,LEGAL AND KINDRED GROUP,0900-LEGAL AND KINDRED GROUP,962,CONTACT REPRESENTATIVE,0962-CONTACT REPRESENTATIVE
900,LEGAL AND KINDRED GROUP,0900-LEGAL AND KINDRED GROUP,963,LEGAL INSTRUMENTS EXAMINING,0963-LEGAL INSTRUMENTS EXAMINING
900,LEGAL AND KINDRED GROUP,0900-LEGAL AND KINDRED GROUP,965,LAND LAW EXAMINING,0965-LAND LAW EXAMINING
900,LEGAL AND KINDRED GROUP,0900-LEGAL AND KINDRED GROUP,967,PASSPORT AND VISA EXAMINING,0967-PASSPORT AND VISA EXAMINING
900,LEGAL AND KINDRED GROUP,0900-LEGAL AND KINDRED GROUP,986,LEGAL ASSISTANCE,0986-LEGAL ASSISTANCE
900,LEGAL AND KINDRED GROUP,0900-LEGAL AND KINDRED GROUP,987,TAX LAW SPECIALIST,0987-TAX LAW SPECIALIST
900,LEGAL AND KINDRED GROUP,0900-LEGAL AND KINDRED GROUP,991,WORKER'S COMPENSATION CLAIMS EXAMINING,0991-WORKER'S COMPENSATION CLAIMS EXAMINING
900,LEGAL AND KINDRED GROUP,0900-LEGAL AND KINDRED GROUP,993,RAILROAD RETIREMENT CLAIMS EXAMINING,0993-RAILROAD RETIREMENT CLAIMS EXAMINING
900,LEGAL AND KINDRED GROUP,0900-LEGAL AND KINDRED GROUP,996,VETERANS CLAIMS EXAMINING,0996-VETERANS CLAIMS EXAMINING
900,LEGAL AND KINDRED GROUP,0900-LEGAL AND KINDRED GROUP,998,CLAIMS ASSISTANCE AND EXAMINING,0998-CLAIMS ASSISTANCE AND EXAMINING
900,LEGAL AND KINDRED GROUP,0900-LEGAL AND KINDRED GROUP,999,LEGAL OCCUPATIONS STUDENT TRAINEE,0999-LEGAL OCCUPATIONS STUDENT TRAINEE
1000,INFORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1001,GENERAL ARTS AND INFORMATION,1001-GENERAL ARTS AND INFORMATION
1000,INFORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1002,ARTS AND INFORMATION SUPPORT,1002-ARTS AND INFORMATION SUPPORT
1000,INFORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1008,INTERIOR DESIGN,1008-INTERIOR DESIGN
1000,INFORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1010,EXHIBITS SPECIALIST,1010-EXHIBITS SPECIALIST
1000,INFORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1015,MUSEUM CURATOR,1015-MUSEUM CURATOR
1000,INFORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1016,MUSEUM SPECIALIST AND TECHNICIAN,1016-MUSEUM SPECIALIST AND TECHNICIAN
1000,INFORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1020,ILLUSTRATING,1020-ILLUSTRATING
1000,INFORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1021,OFFICE DRAFTING,1021-OFFICE DRAFTING
1000,INFORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1035,PUBLIC AFFAIRS,1035-PUBLIC AFFAIRS
1000,INFORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1040,LANGUAGE SPECIALIST,1040-LANGUAGE SPECIALIST
1000,INFORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1046,LANGUAGE CLERICAL,1046-LANGUAGE CLERICAL
1000,INFORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1051,MUSIC SPECIALIST,1051-MUSIC SPECIALIST
1000,INFORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1054,THEATER SPECIALIST,1054-THEATER SPECIALIST
1000,INFORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1056,ART SPECIALIST,1056-ART SPECIALIST
1000,INFORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1060,PHOTOGRAPHY,1060-PHOTOGRAPHY
1000,INFORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1071,AUDIOVISUAL PRODUCTION,1071-AUDIOVISUAL PRODUCTION
1000,INFORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1082,WRITING AND EDITING,1082-WRITING AND EDITING
1000,INFORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1083,TECHNICAL WRITING AND EDITING,1083-TECHNICAL WRITING AND EDITING
